object_id;description;type;location_description;location;sources;location_latitude;location_longitude;geo_point
32;Midden Stratumseind;SoundMeasurementPoint;Stratumseind 79, Eindhoven;"{""description"": ""Stratumseind 79, Eindhoven"", ""latitude"": 51.436131, ""longitude"": 5.482604}";"{""laeq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}}";51.436131;5.482604;51.436131, 5.482604
36;Appartementen;SoundMeasurementPoint;'t College, Eindhoven;"{""description"": ""'t College, Eindhoven"", ""latitude"": 51.436207, ""longitude"": 5.483263}";"{""laeq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}}";51.436207;5.483263;51.436207, 5.483263
323;Hofstraat Spoor 30279;SoundMeasurementPoint;Hofstraat 115, 5641 TC Eindhoven, Netherlands;"{""description"": ""Hofstraat 115, 5641 TC Eindhoven, Netherlands"", ""latitude"": 51.445647, ""longitude"": 5.511124}";"{""laeq"": {""start"": ""2018-05-30T10:04:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-05-30T10:04:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-05-30T10:04:00.000+00:00"", ""end"": null}}";51.445647;5.511124;51.445647, 5.511124
325;Mobiele meter 1;SoundMeasurementPoint;Wisselend - afhankelijk van doel geluidmeting;"{""description"": ""Wisselend - afhankelijk van doel geluidmeting"", ""latitude"": 51.44173, ""longitude"": 5.46745}";"{""laeq"": {""start"": ""2018-06-04T08:01:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-06-04T08:01:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-06-04T08:01:00.000+00:00"", ""end"": null}}";51.44173;5.46745;51.44173, 5.46745
330;MP01: Rouenlaan snelweg;SoundMeasurementPoint;Dieppelaan 5, 5627 PZ Eindhoven;"{""description"": ""Dieppelaan 5, 5627 PZ Eindhoven"", ""latitude"": 51.49302, ""longitude"": 5.446794}";"{""laeq"": {""start"": ""2018-06-05T09:47:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-06-05T09:47:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-06-05T09:47:00.000+00:00"", ""end"": null}}";51.49302;5.446794;51.49302, 5.446794
414;Blixembosch Count Basiegracht;SoundMeasurementPoint;Count Basiegracht 45, 5629 RC Eindhoven, Netherlands;"{""description"": ""Count Basiegracht 45, 5629 RC Eindhoven, Netherlands"", ""latitude"": 51.494668, ""longitude"": 5.469649}";"{""laeq"": {""start"": ""2018-09-04T14:10:00.000+00:00"", ""end"": ""2022-04-01T13:58:00.000+00:00""}, ""harmonica_index_composite"": {""start"": ""2018-09-04T14:10:00.000+00:00"", ""end"": ""2022-04-01T13:58:00.000+00:00""}, ""lceq"": {""start"": ""2018-09-04T14:10:00.000+00:00"", ""end"": ""2022-04-01T13:58:00.000+00:00""}}";51.494668;5.469649;51.494668, 5.469649
476;Rondweg Limburglaan;SoundMeasurementPoint;Limburglaan 30, 5652 AA Eindhoven;"{""description"": ""Limburglaan 30, 5652 AA Eindhoven"", ""latitude"": 51.432938, ""longitude"": 5.453199}";"{""laeq"": {""start"": ""2018-11-01T12:25:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-11-01T12:25:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-11-01T12:25:00.000+00:00"", ""end"": null}}";51.432938;5.453199;51.432938, 5.453199
480;Rondweg Von Weberstraat;SoundMeasurementPoint;Von Weberstraat, 5653 AT Eindhoven, Netherlands;"{""description"": ""Von Weberstraat, 5653 AT Eindhoven, Netherlands"", ""latitude"": 51.429968, ""longitude"": 5.456943}";"{""laeq"": {""start"": ""2018-11-01T18:30:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-11-01T18:30:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-11-01T18:30:00.000+00:00"", ""end"": null}}";51.429968;5.456943;51.429968, 5.456943
489;Rondweg Jeroen Boschlaan;SoundMeasurementPoint;Willem van de Veldestraat 1, 5642 AH Eindhoven;"{""description"": ""Willem van de Veldestraat 1, 5642 AH Eindhoven"", ""latitude"": 51.439666, ""longitude"": 5.50505}";"{""laeq"": {""start"": ""2018-11-15T13:59:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-11-15T13:59:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-11-15T13:59:00.000+00:00"", ""end"": null}}";51.439666;5.50505;51.439666, 5.50505
669;Gloriantstraat 24, 5625 BD Eindhoven, Netherlands;SoundMeasurementPoint;Gloriantstraat 24, 5625 BD Eindhoven, Netherlands;"{""description"": ""Gloriantstraat 24, 5625 BD Eindhoven, Netherlands"", ""latitude"": 51.468099, ""longitude"": 5.471694}";"{""laeq"": {""start"": ""2022-04-05T14:37:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2022-04-05T14:37:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2022-04-05T14:37:00.000+00:00"", ""end"": null}}";51.468099;5.471694;51.468099, 5.471694
30;Mercado;SoundMeasurementPoint;'t College 2, Eindhoven;"{""description"": ""'t College 2, Eindhoven"", ""latitude"": 51.436866, ""longitude"": 5.482039}";"{""laeq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}}";51.436866;5.482039;51.436866, 5.482039
38;Brug Stratumseind;SoundMeasurementPoint;Stratumseind 64, Eindhoven;"{""description"": ""Stratumseind 64, Eindhoven"", ""latitude"": 51.435356, ""longitude"": 5.483168}";"{""laeq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}}";51.435356;5.483168;51.435356, 5.483168
304;Stadhuisplein-waagstraat/Wal;SoundMeasurementPoint;Stadhuisplein-waagstraat/Wal;"{""description"": ""Stadhuisplein-waagstraat/Wal"", ""latitude"": 51.435799, ""longitude"": 5.478934}";"{""laeq"": {""start"": ""2018-04-18T22:00:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-04-18T22:00:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-04-18T22:00:00.000+00:00"", ""end"": null}}";51.435799;5.478934;51.435799, 5.478934
327;Landsteinerlaan thv nr. 15;SoundMeasurementPoint;Landsteinerlaan 13, 5644 DB Eindhoven, Netherlands;"{""description"": ""Landsteinerlaan 13, 5644 DB Eindhoven, Netherlands"", ""latitude"": 51.412611, ""longitude"": 5.492708}";"{""laeq"": {""start"": ""2018-06-04T13:02:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-06-04T13:02:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-06-04T13:02:00.000+00:00"", ""end"": null}}";51.412611;5.492708;51.412611, 5.492708
490;Rondweg Beukenlaan;SoundMeasurementPoint;Zwaanstraat 31b, 5651 CA Eindhoven, Netherlands;"{""description"": ""Zwaanstraat 31b, 5651 CA Eindhoven, Netherlands"", ""latitude"": 51.448387, ""longitude"": 5.451574}";"{""laeq"": {""start"": ""2018-11-16T12:44:00.000+00:00"", ""end"": null}, ""harmonica_index_composite"": {""start"": ""2018-11-16T12:44:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2018-11-16T12:44:00.000+00:00"", ""end"": null}}";51.448387;5.451574;51.448387, 5.451574
34;Begijnenhof;SoundMeasurementPoint;Begijnenhof, Eindhoven;"{""description"": ""Begijnenhof, Eindhoven"", ""latitude"": 51.436894, ""longitude"": 5.480071}";"{""laeq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}, ""lceq"": {""start"": ""2013-10-17T22:00:00.000+00:00"", ""end"": null}}";51.436894;5.480071;51.436894, 5.480071
