FID,dijkrnr1,dijkrnr2,dijkr1,dijkr2,norm,vb_wk_nu,vb_wk_na,kd_naam,naam_compl,kd_code1,kd_code2,id_beheer,vnk_code,kunstwerk,kd_type,kd_type_om,kd_opm,categorie,toetsobjec,x_pr_dr,y_pr_dr,beheerder,provnaam,rws,se_anno_cad_data,gdb_geomattr_data,shape
kunstwerken_0910.873,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Sluizencomplex Terneuzen - Oostsluis,Sluizencomplex Terneuzen,KD.32.ss.003,nvt,54E-001-01,nvt,781,ss,schutsluis,Tevens spuisluis,a,waterkerend kunstwerk,45777.594866,373048.041552,RWS Zeeland,Zeeland,JA,,,POINT (45777.59499999881 373048.04199999943)
kunstwerken_0910.874,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Gemaal Othene,nvt,KD.32.gm.004,nvt,WSU-07,nvt,782,gm,gemaal,nvt,a,waterkerend kunstwerk,48391.536474,372898.324345,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (48391.53599999845 372898.32400000095)
kunstwerken_0910.875,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Gemaal Campen (Stoppeldijk),nvt,KD.32.gm.005,nvt,WSU-08,nvt,783,gm,gemaal,nvt,a,waterkerend kunstwerk,55493.575424,376058.141713,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (55493.574999999255 376058.1420000009)
kunstwerken_0910.876,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Uitwateringssluis Knuitershoek,nvt,KD.32.sp.006,nvt,WSU-13,nvt,784,sp,spuisluis,Sluis is dichtgemaakt,a,waterkerend kunstwerk,56180.856711,379778.391775,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (56180.857000000775 379778.3920000009)
kunstwerken_0910.877,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Uitwateringssluis Walsoorden,nvt,KD.32.sp.007,nvt,WSU-09,nvt,785,sp,spuisluis,nvt,a,waterkerend kunstwerk,60725.909547,377908.509785,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (60725.91000000015 377908.51000000164)
kunstwerken_0910.878,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Gemaal Paal,nvt,KD.32.gm.008,nvt,WSU-10,nvt,786,gm,gemaal,nvt,a,waterkerend kunstwerk,65427.118,374914.916,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (65427.118000000715 374914.91600000113)
kunstwerken_0910.879,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Uitwateringssluis Hertogin Hedwige,nvt,KD.32.sp.009,nvt,WSU-11,nvt,787,sp,spuisluis,nvt,a,waterkerend kunstwerk,74170.973766,374076.578817,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (74170.97399999946 374076.5789999999)
kunstwerken_0910.880,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Gemaal Cadzand,nvt,KD.32.gm.010,nvt,WSU-01,nvt,788,gm,gemaal,nvt,a,waterkerend kunstwerk,15415.502204,378366.953318,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (15415.502000000328 378366.9530000016)
kunstwerken_0910.881,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Gemaal Nieuwe Sluis,nvt,KD.32.gm.011,nvt,WSU-02,nvt,789,gm,gemaal,nvt,a,waterkerend kunstwerk,24025.901882,381270.17466,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (24025.901999998838 381270.17500000075)
kunstwerken_0910.882,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Gemaal Nummer Een,nvt,KD.32.gm.012,nvt,WSU-03,nvt,790,gm,gemaal,nvt,a,waterkerend kunstwerk,30584.128714,378841.042812,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (30584.129000000656 378841.04300000146)
kunstwerken_0910.883,32,nvt,Zeeuwsch Vlaanderen,nvt,1:4000,nvt,nvt,Uitwateringssluis Nol Zeven,nvt,KD.32.sp.013,nvt,WSU-04,nvt,791,sp,spuisluis,nvt,a,waterkerend kunstwerk,36904.105867,376514.415009,Waterschap Zeeuws-Vlaanderen,Zeeland,NEE,,,POINT (36904.10599999875 376514.4149999991)
kunstwerken_0910.884,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Voorstersluis,nvt,KD.7.ss.017,nvt,KSL-ZZL-02,nvt,123,ss,schutsluis,nvt,c,waterkerend kunstwerk,191780.365386,520269.181209,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (191780.36499999836 520269.1810000017)
kunstwerken_0910.885,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Smeenge,nvt,KD.7.gm.018,nvt,7054047,nvt,124,gm,gemaal,nvt,c,waterkerend kunstwerk,191767.782842,520310.258652,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (191767.78299999982 520310.2589999996)
kunstwerken_0910.886,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Inlaat natuurmonumenten,nvt,KD.7.du.019,nvt,INL-ZZL10,nvt,125,du,duiker,nvt,c,waterkerend kunstwerk,191760.039555,520840.320314,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (191760.0399999991 520840.3200000003)
kunstwerken_0910.887,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Inlaat Repelweg,nvt,KD.7.du.020,nvt,INL-ZZL-07,nvt,126,du,duiker,nvt,c,waterkerend kunstwerk,192220.112916,521473.524783,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (192220.11300000176 521473.5249999985)
kunstwerken_0910.888,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Hevel Ettenlandseweg,nvt,KD.7.he.021,nvt,KHE-ZZL-05,nvt,127,he,hevel,nvt,c,waterkerend kunstwerk,193266.44059,522698.153158,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (193266.44099999964 522698.15300000086)
kunstwerken_0910.889,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Inlaat Kanaalweg,nvt,KD.7.du.022,nvt,INL-ZZL-06,nvt,128,du,duiker,nvt,c,waterkerend kunstwerk,193137.190253,525102.159536,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (193137.19000000134 525102.1600000001)
kunstwerken_0910.890,7,nvt,Noordoostpolder,nvt,1:4000,nvt,nvt,Inlaat Blokzijl,nvt,KD.7.du.023,nvt,INL-ZZL-05,nvt,129,du,duiker,nvt,c,waterkerend kunstwerk,193494.317188,526526.908477,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (193494.31700000167 526526.9079999998)
kunstwerken_0910.891,9,7,Vollenhove,Noordoostpolder,1:4000,nvt,nvt,Duiker onder de Kuinderstraat,nvt,KD.9.du.034,nvt,PK-16,nvt,130,du,duiker,nvt,c,waterkerend kunstwerk,193549.051179,526893.993566,Waterschap Reest en Wieden,Overijssel,NEE,,,POINT (193549.05099999905 526893.993999999)
kunstwerken_0910.892,9,7,Vollenhove,Noordoostpolder,1:4000,nvt,nvt,duiker PK-17,nvt,KD.9.du.035,nvt,PK-17,nvt,131,du,duiker,nvt,c,waterkerend kunstwerk,193390.181365,527130.273537,Waterschap Reest en Wieden,Overijssel,NEE,,,POINT (193390.18100000173 527130.2740000002)
kunstwerken_0910.893,9,7,Vollenhove,Vollenhove,1:4000,nvt,nvt,Sluis bij Kuinre,nvt,KD.9.ss.036,nvt,PK-18,nvt,132,ss,schutsluis,nvt,c,waterkerend kunstwerk,185558.936426,533378.630622,Waterschap Reest en Wieden,Overijssel,NEE,,,POINT (185558.9360000007 533378.631000001)
kunstwerken_0910.894,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Schutsluis Almere-haven,nvt,KD.8.ss.001,nvt,KSL-ZZL-08,nvt,133,ss,schutsluis,nvt,a,waterkerend kunstwerk,143715.302752,482841.030015,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (143715.30299999937 482841.0300000012)
kunstwerken_0910.895,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Zuidersluis,nvt,KD.8.ss.002,nvt,KSL-ZZL-06,nvt,134,ss,schutsluis,nvt,a,waterkerend kunstwerk,143776.76443,492243.429431,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (143776.76399999857 492243.4290000014)
kunstwerken_0910.896,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,De Blocq van Kuffeler,nvt,KD.8.gm.003,nvt,105723319,nvt,135,gm,gemaal,nvt,a,waterkerend kunstwerk,143919.670111,492241.95196,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (143919.6700000018 492241.9519999996)
kunstwerken_0910.897,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Hevel Bovenwater,nvt,KD.8.he.004,nvt,KHE-ZZL-08,nvt,136,he,hevel,nvt,a,waterkerend kunstwerk,155964.643352,500707.507148,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (155964.64299999923 500707.5069999993)
kunstwerken_0910.898,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Noordersluis,nvt,KD.8.ss.005,nvt,KSL-ZZL-05,nvt,137,ss,schutsluis,nvt,a,waterkerend kunstwerk,157150.308613,501727.483508,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (157150.30900000036 501727.4840000011)
kunstwerken_0910.899,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Wortman,nvt,KD.8.gm.006,nvt,105723314,nvt,138,gm,gemaal,nvt,a,waterkerend kunstwerk,157229.25183,501748.399712,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (157229.25200000033 501748.3999999985)
kunstwerken_0910.900,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Coupure Lelystad 1,nvt,KD.8.co.007,nvt,KCP-ZZL-01,nvt,139,co,coupure,nvt,a,waterkerend kunstwerk,157287.569496,501925.057736,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (157287.56899999827 501925.05799999833)
kunstwerken_0910.901,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Hevel Lelystad Noord,nvt,KD.8.he.008,nvt,KHE-ZZL-07,nvt,140,he,hevel,nvt,a,waterkerend kunstwerk,161113.44637,507192.800315,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (161113.4459999986 507192.80000000075)
kunstwerken_0910.902,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Hevel Visvijver,nvt,KD.8.he.009,nvt,KHE-ZZL-06,nvt,141,he,hevel,nvt,a,waterkerend kunstwerk,163191.109543,508072.231898,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (163191.1099999994 508072.2320000008)
kunstwerken_0910.903,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Colijn,nvt,KD.8.gm.010,nvt,105723304,nvt,142,gm,gemaal,nvt,a,waterkerend kunstwerk,180087.295147,510271.722613,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (180087.2950000018 510271.72300000116)
kunstwerken_0910.904,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Inlaat Colijn,nvt,KD.8.du.011,nvt,INL-ZZL-09,nvt,143,du,duiker,nvt,a,waterkerend kunstwerk,180134.464195,510270.611247,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (180134.46400000155 510270.61100000143)
kunstwerken_0910.905,8,nvt,Flevoland,nvt,1:4000,nvt,nvt,Ketelsluis,nvt,KD.8.ss.012,nvt,KSL-ZZL-04,nvt,144,ss,schutsluis,nvt,a,waterkerend kunstwerk,180145.917032,510260.124532,Waterschap Zuiderzeeland,Flevoland,NEE,,,POINT (180145.91699999943 510260.125)
kunstwerken_0910.906,34-a,nvt,Geertruidenberg,nvt,1:2000,nvt,nvt,Damwand t.p.v. haven Statenlaan,nvt,KD.34-a.dw.005,nvt,dw_7007,nvt,808,dw,damwand,p30015 - p30016,a,BWC,118911.96983,412841.824086,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (118911.96999999881 412841.82400000095)
kunstwerken_0910.907,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Gemaal De Pals,nvt,KD.34.gm.006,nvt,KGM00101,nvt,809,gm,gemaal,Twee kokers,c,waterkerend kunstwerk,75368.877236,396332.881704,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (75368.87700000033 396332.8819999993)
kunstwerken_0910.908,34-a,nvt,Geertruidenberg,nvt,1:2000,nvt,nvt,Damwand Passanthaven,nvt,KD.34-a.dw.006,nvt,dw_7005,nvt,810,dw,damwand,p30020 - p3002230,a,BWC,118948.507633,412503.273094,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (118948.50800000131 412503.2729999982)
kunstwerken_0910.909,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Gemaal Zoute Sluis,nvt,KD.34.gm.007,nvt,KGM00137,nvt,811,gm,gemaal,nvt,c,waterkerend kunstwerk,74083.057625,398870.134756,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (74083.05799999833 398870.13500000164)
kunstwerken_0910.910,34-a,nvt,Geertruidenberg,nvt,1:2000,nvt,nvt,Inlaat koelwaterleiding Dongecentrale,nvt,KD.34-a.py.007,nvt,koelwaterleiding,nvt,812,py,leidingen,nvt,a,NWO,117469.451,411939.752,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117469.45100000128 411939.7520000003)
kunstwerken_0910.911,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,geen naam,nvt,KD.34.km.008,nvt,nvt,nvt,813,km,keermuur,p03032 - p0303350,c,BWC,73535.229036,399594.006992,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (73535.22899999842 399594.0069999993)
kunstwerken_0910.912,34-a,nvt,Geertruidenberg,nvt,1:2000,nvt,nvt,Damwand t.h.v. Centraleweg Geertruidenberg,nvt,KD.34-a.dw.008,nvt,dw_7001/7002/7003/7004,nvt,814,dw,damwand,p30070 - p30047,a,BWC,117203.29,411534.005,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117203.2899999991 411534.00499999896)
kunstwerken_0910.913,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Inlaat haventje Nieuw Vossemeer,nvt,KD.34.is.009,nvt,hwb_dr_00025,nvt,815,is,inlaatsluis,nvt,c,waterkerend kunstwerk,73103.228331,400586.013643,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (73103.22800000012 400586.01399999857)
kunstwerken_0910.914,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Duiker,nvt,KD.9.du.002,nvt,IWK-09-20,nvt,148,du,duiker,nvt,a,waterkerend kunstwerk,222301.541542,504602.677564,Waterschap Groot Salland,Overijssel,NEE,,,POINT (222301.54199999943 504602.6779999994)
kunstwerken_0910.915,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Duiker nabij gemaal De Stouwe,nvt,KD.9.du.003,nvt,IWK-09-40,nvt,149,du,duiker,nvt,a,waterkerend kunstwerk,221174.085408,504858.44011,Waterschap Groot Salland,Overijssel,NEE,,,POINT (221174.0850000009 504858.44000000134)
kunstwerken_0910.916,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Uitlaat duiker,nvt,KD.9.sp.004,nvt,IWK-09-60,nvt,150,sp,spuisluis,nvt,a,waterkerend kunstwerk,221069.245481,504825.386552,Waterschap Groot Salland,Overijssel,NEE,,,POINT (221069.24500000104 504825.38699999824)
kunstwerken_0910.917,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaal De Stouwe,nvt,KD.9.gm.005,nvt,IWK-09-70,nvt,151,gm,gemaal,nvt,a,waterkerend kunstwerk,221062.31691,504812.819011,Waterschap Groot Salland,Overijssel,NEE,,,POINT (221062.31700000167 504812.8189999983)
kunstwerken_0910.918,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Uitlaat duiker,nvt,KD.9.sp.006,nvt,IWK-09-80,nvt,152,sp,spuisluis,nvt,a,waterkerend kunstwerk,221045.479465,504842.227992,Waterschap Groot Salland,Overijssel,NEE,,,POINT (221045.47899999842 504842.2280000001)
kunstwerken_0910.919,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Uitlaat duiker,nvt,KD.9.sp.007,nvt,IWK-09-90,nvt,153,sp,spuisluis,nvt,a,waterkerend kunstwerk,220783.30257,504847.055201,Waterschap Groot Salland,Overijssel,NEE,,,POINT (220783.30299999937 504847.0549999997)
kunstwerken_0910.920,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Uitlaat duiker,nvt,KD.9.sp.008,nvt,IWK-09-100,nvt,154,sp,spuisluis,nvt,a,waterkerend kunstwerk,220671.633,504770.03,Waterschap Groot Salland,Overijssel,NEE,,,POINT (220671.6330000013 504770.0300000012)
kunstwerken_0910.921,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,In/uitlaat duiker vijvers Bellingeweer,nvt,KD.9.du.009,nvt,IWK-09-110,nvt,155,du,duiker,nvt,a,waterkerend kunstwerk,214734.664006,502186.581001,Waterschap Groot Salland,Overijssel,NEE,,,POINT (214734.6640000008 502186.58100000024)
kunstwerken_0910.922,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaaltje vijvers Bellingeweer,nvt,KD.9.gm.010,nvt,IWK-09-120,nvt,156,gm,gemaal,nvt,a,waterkerend kunstwerk,214537.827,502171.125,Waterschap Groot Salland,Overijssel,NEE,,,POINT (214537.82699999958 502171.125)
kunstwerken_0910.923,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaal Broekhuizen,nvt,KD.9.gm.011,nvt,IWK-09-170,nvt,157,gm,gemaal,nvt,a,waterkerend kunstwerk,211424.851105,503583.202517,Waterschap Groot Salland,Overijssel,NEE,,,POINT (211424.8509999998 503583.2030000016)
kunstwerken_0910.924,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaal De Doorn,nvt,KD.9.gm.012,nvt,IWK-09-240,nvt,158,gm,gemaal,nvt,a,waterkerend kunstwerk,205063.786285,507543.909295,Waterschap Groot Salland,Overijssel,NEE,,,POINT (205063.78599999845 507543.90900000185)
kunstwerken_0910.925,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gennegerzijl (uitwateringssluis),nvt,KD.9.sp.013,nvt,IWK-09-250,nvt,159,sp,spuisluis,nvt,a,waterkerend kunstwerk,204006.247744,508970.43492,Waterschap Groot Salland,Overijssel,NEE,,,POINT (204006.24799999967 508970.43499999866)
kunstwerken_0910.926,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaal Streukelzijl zuidzijde,nvt,KD.9.gm.014,nvt,IWK-09-260,nvt,160,gm,gemaal,nvt,a,waterkerend kunstwerk,204155.560662,510712.86305,Waterschap Groot Salland,Overijssel,NEE,,,POINT (204155.5610000007 510712.86300000176)
kunstwerken_0910.927,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaal Streukelzijl noordzijde,nvt,KD.9.gm.015,nvt,IWK-09-270,nvt,161,gm,gemaal,nvt,a,waterkerend kunstwerk,204152.519249,510729.107764,Waterschap Groot Salland,Overijssel,NEE,,,POINT (204152.51900000125 510729.1079999991)
kunstwerken_0910.928,9,nvt,Vollenhove,nvt,1:1250,nvt,nvt,Gemaal Galgenrak,nvt,KD.9.gm.016,nvt,IWK-09-280,nvt,162,gm,gemaal,nvt,a,waterkerend kunstwerk,204155.063277,510755.682089,Waterschap Groot Salland,Overijssel,NEE,,,POINT (204155.063000001 510755.68200000003)
kunstwerken_0910.929,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Gemaal Schuddebeurs,nvt,KD.34.gm.040,nvt,KGM00073,nvt,848,gm,gemaal,Twee kokers,a,waterkerend kunstwerk,105727.529511,414238.216283,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (105727.53000000119 414238.21599999815)
kunstwerken_0910.930,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Keersluis Lage Zwaluwe,nvt,KD.34.ks.041,nvt,KSL00213,nvt,849,ks,keersluis,nvt,a,waterkerend kunstwerk,107063.58285,414358.256349,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (107063.58300000057 414358.256000001)
kunstwerken_0910.931,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,RWZI Lage Zwaluwe - Amer,nvt,KD.34.py.042,nvt,zzw,nvt,850,py,leidingen,Effluentleiding,a,waterkerend kunstwerk,107938.120571,414500.097693,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (107938.12099999934 414500.09800000116)
kunstwerken_0910.932,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Amersluis,nvt,KD.34.sp.043,nvt,KSL00001,nvt,851,sp,spuisluis,Drie kokers,a,waterkerend kunstwerk,109795.414137,414871.272614,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (109795.4140000008 414871.2729999982)
kunstwerken_0910.933,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Inlaat Herengracht Drimmelen,nvt,KD.34.du.044,nvt,L-KDU4669,nvt,852,du,duiker,nvt,a,waterkerend kunstwerk,114770.74218,413454.420623,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (114770.74199999869 413454.4210000001)
kunstwerken_0910.934,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Gemaal Plukmade,nvt,KD.34.gm.045,nvt,nvt,nvt,853,gm,gemaal,nvt,a,waterkerend kunstwerk,116472.144,411920.959,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (116472.14400000125 411920.95899999887)
kunstwerken_0910.935,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,geen naam,nvt,KD.34.dw.046,nvt,nvt,nvt,854,dw,damwand,p32028 - p32031,a,BWC,117282.276772,410309.763519,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117282.27699999884 410309.76399999857)
kunstwerken_0910.936,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Oosterhout (Weststad) - RWZI Dongemond,nvt,KD.34.py.047,nvt,PTR00051,nvt,855,py,leidingen,nvt,a,NWO,117387.759,409967.898,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117387.75899999961 409967.8979999982)
kunstwerken_0910.937,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Kistdam Martens Beton,nvt,KD.34.kd.048,nvt,KM_4005,nvt,856,kd,kistdam,p32033 - p32038,a,BWC,117536.073596,409751.098112,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117536.07400000095 409751.09800000116)
kunstwerken_0910.938,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Gemaal Horsten,nvt,KD.34.gm.049,nvt,KGM00022,nvt,857,gm,gemaal,nvt,a,waterkerend kunstwerk,117685.011363,409567.370738,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117685.01099999994 409567.37099999934)
kunstwerken_0910.939,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,geen naam,nvt,KD.34.sc.050,nvt,nvt,nvt,858,sc,scherm,p3203820 - p3204130,a,BWC,117769.86,409452.076,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117769.8599999994 409452.0760000013)
kunstwerken_0910.940,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,geen naam,nvt,KD.34.dw.051,nvt,nvt,nvt,859,dw,damwand,p32038 - p33000,a,BWC,117855.348577,409310.573081,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117855.34899999946 409310.5729999989)
kunstwerken_0910.941,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Inlaat Houtsesteeg,nvt,KD.34.du.052,nvt,inlaat Houtsesteeg,nvt,860,du,duiker,nvt,a,waterkerend kunstwerk,116492.948731,408243.390749,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (116492.94900000095 408243.3909999989)
kunstwerken_0910.942,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,geen naam,nvt,KD.34.dw.053,nvt,DW_4024,nvt,861,dw,damwand,p34000 - p3401430,a,BWC,117393.674,407010.704,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117393.67399999872 407010.7039999999)
kunstwerken_0910.943,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Marksluis,nvt,KD.34.sp.054,nvt,44D-001-01,nvt,862,sp,spuisluis,nvt,a,waterkerend kunstwerk,116636.716567,406743.775773,RWS Noord-Brabant,Noord-Brabant,JA,,,POINT (116636.71700000018 406743.77600000054)
kunstwerken_0910.944,34,nvt,West-Brabant,nvt,1:2000,nvt,nvt,Inlaatduiker Oosterhout,nvt,KD.34.du.055,nvt,KDU Mark,nvt,863,du,duiker,nvt,a,waterkerend kunstwerk,116706.16054,406483.140746,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (116706.16099999845 406483.1409999989)
kunstwerken_0910.945,35,nvt,Donge,nvt,1:2000,nvt,nvt,geen naam,nvt,KD.35.dw.001,nvt,KM_4018,nvt,864,dw,damwand,p35000 - p350300,a,BWC,117572.089,406611.063,Waterschap Brabantse Delta,Noord-Brabant,NEE,,,POINT (117572.08900000155 406611.063000001)
kunstwerken_0910.946,11,nvt,IJsseldelta,nvt,1:2000,nvt,nvt,Gemaal 't Vosje,nvt,KD.11.gm.009,nvt,IWK-11-40,nvt,198,gm,gemaal,nvt,a,waterkerend kunstwerk,185824.004783,510471.832794,Waterschap Groot Salland,Overijssel,NEE,,,POINT (185824.00499999896 510471.83300000057)
kunstwerken_0910.947,11,nvt,IJsseldelta,nvt,1:2000,nvt,nvt,Coupure Betonson,nvt,KD.11.co.010,nvt,IWK-11-90,nvt,199,co,coupure,Lengte van de coupure is circa 4 meter,a,waterkerend kunstwerk,188958.965208,509436.726042,Waterschap Groot Salland,Overijssel,NEE,,,POINT (188958.96499999985 509436.7259999998)
kunstwerken_0910.948,11,nvt,IJsseldelta,nvt,1:2000,nvt,nvt,Inlaat De Riete,nvt,KD.11.is.011,nvt,IWK-11-130,nvt,200,is,inlaatsluis,nvt,a,waterkerend kunstwerk,190004.746528,508831.80287,Waterschap Groot Salland,Overijssel,NEE,,,POINT (190004.74700000137 508831.8029999994)
kunstwerken_0910.949,11,nvt,IJsseldelta,nvt,1:2000,nvt,nvt,Schotbalkkering Museumeiland,nvt,KD.11.sk.012,nvt,onbekend,nvt,201,sk,schotbalkkering,nvt,a,waterkerend kunstwerk,190502.45833,508482.602372,Waterschap Groot Salland,Overijssel,NEE,,,POINT (190502.45800000057 508482.6020000018)
kunstwerken_0910.950,11,nvt,IJsseldelta,nvt,1:2000,nvt,nvt,Schotbalkkering Nieuwe buitenhaven,nvt,KD.11.sk.013,nvt,onbekend,nvt,202,sk,schotbalkkering,nvt,a,waterkerend kunstwerk,190522.638542,508450.7416,Waterschap Groot Salland,Overijssel,NEE,,,POINT (190522.63899999857 508450.7419999987)
kunstwerken_0910.951,11,nvt,IJsseldelta,nvt,1:2000,nvt,nvt,Afsluiter Burgel,nvt,KD.11.du.014,nvt,onbekend,nvt,203,du,duiker,nvt,a,waterkerend kunstwerk,190532.357989,508445.4093,Waterschap Groot Salland,Overijssel,NEE,,,POINT (190532.35799999908 508445.40900000185)
