FID,dijkrnr1,dijkrnr2,dijkr1,dijkr2,norm,vb_wk_nu,vb_wk_na,kd_naam,naam_compl,kd_code1,kd_code2,id_beheer,vnk_code,kunstwerk,kd_type,kd_type_om,kd_opm,categorie,toetsobjec,x_pr_dr,y_pr_dr,beheerder,provnaam,rws,se_anno_cad_data,gdb_geomattr_data,shape
kunstwerken_0910.11,61+62,nvt,Wanssum,nvt,1:250,nvt,nvt,stuw MEE.2.1.S,nvt,KD.61+62.st.031,nvt,MEE.2.1.S,nvt,1368,st,stuw,nvt,a,waterkerend kunstwerk,204026.790964,395047.50224,Waterschap Peel en Maasvallei,Limburg,NEE,,,POINT (204026.79100000113 395047.5020000003)
kunstwerken_0910.12,61+62,nvt,Wanssum,nvt,1:250,nvt,nvt,stuw MEE.2.3.S,nvt,KD.61+62.st.032,nvt,MEE.2.3.S,nvt,1369,st,stuw,nvt,a,waterkerend kunstwerk,204056.131,395038.378,Waterschap Peel en Maasvallei,Limburg,NEE,,,POINT (204056.13100000098 395038.3779999986)
kunstwerken_0910.13,61+62,nvt,Wanssum,nvt,1:250,nvt,nvt,stuw MEE.2.2.S,nvt,KD.61+62.st.033,nvt,MEE.2.2.S,nvt,1370,st,stuw,nvt,a,waterkerend kunstwerk,204109.170962,395022.26945,Waterschap Peel en Maasvallei,Limburg,NEE,,,POINT (204109.1710000001 395022.26900000125)
kunstwerken_0910.14,61+62,nvt,Wanssum,nvt,1:250,nvt,nvt,stuw MEE.6.2.S,nvt,KD.61+62.st.034,nvt,MEE.6.2.S,nvt,1371,st,stuw,nvt,a,waterkerend kunstwerk,202879.672076,393891.419149,Waterschap Peel en Maasvallei,Limburg,NEE,,,POINT (202879.6719999984 393891.41899999976)
kunstwerken_0910.15,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Raamsluis Grave,nvt,KD.36.du.025,nvt,A/Kw 266,nvt,938,du,duiker,nvt,a,waterkerend kunstwerk,179525.473,418859.629,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (179525.47300000116 418859.62900000066)
kunstwerken_0910.16,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Uitwateringssluis Gasselseloop,nvt,KD.36.du.026,nvt,A/Kw 245,nvt,939,du,duiker,nvt,a,waterkerend kunstwerk,181407.096238,418055.888242,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (181407.09600000083 418055.88800000027)
kunstwerken_0910.17,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Uitwateringssluis Tochtsloot,nvt,KD.36.du.027,nvt,A/Kw 232,nvt,940,du,duiker,nvt,a,waterkerend kunstwerk,182601.994359,418032.114959,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (182601.99399999902 418032.11499999836)
kunstwerken_0910.18,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Persleiding gemaal Sluisgraaf,nvt,KD.36.du.028,nvt,A/Kw 197,nvt,941,du,duiker,nvt,a,waterkerend kunstwerk,186071.842562,418802.260422,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (186071.84299999848 418802.26000000164)
kunstwerken_0910.19,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Keersluis Cuijk,nvt,KD.36.ks.029,nvt,A/Kw 188,nvt,942,ks,keersluis,nvt,a,waterkerend kunstwerk,186937.759659,418818.092015,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (186937.76000000164 418818.0920000002)
kunstwerken_0910.20,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Gemaal Cuijk Haven,nvt,KD.36.gm.030,nvt,A/Kw 178,nvt,943,gm,gemaal,nvt,a,waterkerend kunstwerk,187937.744283,418714.332709,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (187937.74399999902 418714.33300000057)
kunstwerken_0910.21,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Coupure Katwijk,nvt,KD.36.co.031,nvt,A/Kw 170,nvt,944,co,coupure,nvt,a,waterkerend kunstwerk,188537.337895,418272.422595,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (188537.33799999952 418272.4230000004)
kunstwerken_0910.22,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Gemaal Cuijk Sportpark,nvt,KD.36.gm.032,nvt,A/Kw 160,nvt,945,gm,gemaal,nvt,a,waterkerend kunstwerk,188964.258487,417362.14099,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (188964.2580000013 417362.1409999989)
kunstwerken_0910.23,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Riooloverst. Dk.v. Ackerhoff,nvt,KD.36.du.033,nvt,A/Kw 145,nvt,946,du,duiker,nvt,a,waterkerend kunstwerk,189277.757291,415886.314904,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (189277.75699999928 415886.31500000134)
kunstwerken_0910.24,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Coupure Maasstraat Cuijk,nvt,KD.36.co.034,nvt,A/Kw 142,nvt,947,co,coupure,nvt,a,waterkerend kunstwerk,189313.27122,415659.181639,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (189313.27100000158 415659.18200000003)
kunstwerken_0910.25,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Riooloverstort 't Zand,nvt,KD.36.du.035,nvt,A/Kw 138,nvt,948,du,duiker,nvt,a,waterkerend kunstwerk,189434.198,415326.191,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (189434.19799999893 415326.19099999964)
kunstwerken_0910.26,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Nutricia,nvt,KD.36.du.036,nvt,A/Kw 136,nvt,949,du,duiker,nvt,a,waterkerend kunstwerk,189601.891386,415111.471175,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (189601.8909999989 415111.47100000083)
kunstwerken_0910.27,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Overstort Padbroek,nvt,KD.36.du.037,nvt,A/Kw 130,nvt,950,du,duiker,nvt,a,waterkerend kunstwerk,189885.545336,414766.662569,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (189885.5450000018 414766.6629999988)
kunstwerken_0910.28,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Effluentleiding L.v.Cuijk,nvt,KD.36.py.038,nvt,A/Kw 121,nvt,951,py,leidingen,nvt,a,waterkerend kunstwerk,190767.694672,414289.478875,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (190767.6950000003 414289.4789999984)
kunstwerken_0910.29,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Riooloverstort Veerstraat,nvt,KD.36.du.039,nvt,A/Kw 112,nvt,952,du,duiker,nvt,a,waterkerend kunstwerk,191530.134627,414036.030129,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (191530.13500000164 414036.0300000012)
kunstwerken_0910.30,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Klooster,nvt,KD.36.du.040,nvt,A/Kw 109,nvt,953,du,duiker,nvt,a,waterkerend kunstwerk,191825.164425,413886.024008,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (191825.1640000008 413886.0240000002)
kunstwerken_0910.31,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Looisluis,nvt,KD.36.du.041,nvt,A/Kw 101,nvt,954,du,duiker,nvt,a,waterkerend kunstwerk,192224.420404,413472.603289,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (192224.4200000018 413472.6030000001)
kunstwerken_0910.32,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Oeffeltse Raamsluis,nvt,KD.36.du.042,nvt,A/Kw 79,nvt,955,du,duiker,nvt,a,waterkerend kunstwerk,193356.18866,412530.822085,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (193356.1889999993 412530.8220000006)
kunstwerken_0910.33,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Uitwateringssluis Hazewinkel,nvt,KD.36.du.043,nvt,A/Kw 61,nvt,956,du,duiker,nvt,a,waterkerend kunstwerk,193532.991,411024.861,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (193532.9910000004 411024.86100000143)
kunstwerken_0910.34,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Riooloverstort Hagelkruisstraat,nvt,KD.36.du.044,nvt,A/Kw 46,nvt,957,du,duiker,nvt,a,waterkerend kunstwerk,193659.685,409523.351,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (193659.68499999866 409523.3509999998)
kunstwerken_0910.35,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Uitwateringssluis Beugense Maasstr.,nvt,KD.36.du.045,nvt,A/Kw 42,nvt,958,du,duiker,nvt,a,waterkerend kunstwerk,193710.226474,409174.554443,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (193710.2259999998 409174.5540000014)
kunstwerken_0910.36,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Hoogwatergemaal Boxmeer,nvt,KD.36.gm.046,nvt,A/Kw 15,nvt,959,gm,gemaal,nvt,a,waterkerend kunstwerk,194357.922067,407452.288631,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (194357.9219999984 407452.2890000008)
kunstwerken_0910.37,36,nvt,Land van Heusden/de Maaskant,nvt,1:1250,nvt,nvt,Riooloverstort Luneven,nvt,KD.36.du.047,nvt,A/Kw 5,nvt,960,du,duiker,nvt,a,waterkerend kunstwerk,194643.239,406655.423,Waterschap Aa en Maas,Noord-Brabant,NEE,,,POINT (194643.23900000006 406655.4230000004)
kunstwerken_0910.38,13-a,nvt,IJburg,nvt,1:4000,nvt,nvt,geen naam,nvt,KD.13-a.ss.001,nvt,KSL_SLUIZEN_240,nvt,294,ss,schutsluis,nvt,a,waterkerend kunstwerk,127915.836293,485574.110462,HHRS Amstel Gooi en Vecht / Waternet,Noord-Holland,NEE,,,POINT (127915.8359999992 485574.1099999994)
kunstwerken_0910.39,13-b,nvt,Marken,nvt,1:1250,nvt,nvt,Inlaatsluis Havensluisje,nvt,KD.13-b.is.001,nvt,nvt,nvt,295,is,inlaatsluis,"HHNK is beheerder van het kunstwerk, maar RWS Noord-Holland toetst",a,waterkerend kunstwerk,135547.120137,496767.556261,RWS Noord-Holland,Noord-Holland,JA,,,POINT (135547.12000000104 496767.5560000017)
kunstwerken_0910.40,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure Havenweg,nvt,KD.13.co.002,nvt,99k1,nvt,296,co,coupure,nvt,c,waterkerend kunstwerk,124395.257,544475.922,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (124395.25699999928 544475.9219999984)
kunstwerken_0910.41,13-a,nvt,IJburg,nvt,1:4000,nvt,nvt,geen naam,nvt,KD.13-a.ss.002,nvt,KSL_SLUIZEN_241,nvt,297,ss,schutsluis,nvt,a,waterkerend kunstwerk,127524.209077,486361.472582,HHRS Amstel Gooi en Vecht / Waternet,Noord-Holland,NEE,,,POINT (127524.20899999887 486361.47300000116)
kunstwerken_0910.42,13-b,nvt,Marken,nvt,1:1250,nvt,nvt,Gemaal Marken,nvt,KD.13-b.gm.002,nvt,nvt,nvt,298,gm,gemaal,"HHNK is beheerder van het kunstwerk, maar RWS Noord-Holland toetst",a,waterkerend kunstwerk,136255.992563,496317.555182,RWS Noord-Holland,Noord-Holland,JA,,,POINT (136255.99300000072 496317.5549999997)
kunstwerken_0910.43,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Haukes Keersluis,nvt,KD.13.is.003,nvt,96k1,nvt,299,is,inlaatsluis,nvt,c,waterkerend kunstwerk,124438.684877,544460.909492,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (124438.68499999866 544460.9090000018)
kunstwerken_0910.44,13-a,nvt,IJburg,nvt,1:4000,nvt,nvt,geen naam,nvt,KD.13-a.sp.003,nvt,nvt,nvt,300,sp,spuisluis,nvt,a,waterkerend kunstwerk,127637.94144,485990.76343,HHRS Amstel Gooi en Vecht / Waternet,Noord-Holland,NEE,,,POINT (127637.94099999964 485990.76300000027)
kunstwerken_0910.45,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure De Haukes,nvt,KD.13.co.004,nvt,96k4,nvt,301,co,coupure,nvt,c,waterkerend kunstwerk,124462.391429,544234.896927,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (124462.3909999989 544234.8969999999)
kunstwerken_0910.46,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Haukesschutsluis,nvt,KD.13.ss.005,nvt,96k2,nvt,302,ss,schutsluis,nvt,c,waterkerend kunstwerk,124346.964085,544149.435801,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (124346.96400000155 544149.4360000007)
kunstwerken_0910.47,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Ulkesluis,nvt,KD.13.ks.006,nvt,96k3,nvt,303,ks,keersluis,nvt,c,waterkerend kunstwerk,122696.815363,542384.106005,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (122696.81500000134 542384.1059999987)
kunstwerken_0910.48,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Oostersluis,nvt,KD.13.ks.007,nvt,3k1,nvt,304,ks,keersluis,nvt,c,waterkerend kunstwerk,121012.088964,539521.119614,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (121012.08900000155 539521.120000001)
kunstwerken_0910.49,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Inlaatduiker,nvt,KD.13.du.008,nvt,7k1,nvt,305,du,duiker,nvt,c,waterkerend kunstwerk,121621.981601,539000.554684,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (121621.98200000077 539000.5549999997)
kunstwerken_0910.50,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Gemaal Waardpolder,nvt,KD.13.gm.009,nvt,7k3,nvt,306,gm,gemaal,nvt,c,waterkerend kunstwerk,122824.317343,535543.731979,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (122824.31700000167 535543.7320000008)
kunstwerken_0910.51,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Keersluis,nvt,KD.13.ks.010,nvt,7k7,nvt,307,ks,keersluis,nvt,c,waterkerend kunstwerk,122827.697299,533866.620844,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (122827.69700000063 533866.6209999993)
kunstwerken_0910.52,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Uitwateringssluis,nvt,KD.13.sp.011,nvt,8k1,nvt,308,sp,spuisluis,nvt,c,waterkerend kunstwerk,125230.844849,530086.041381,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (125230.84499999881 530086.0410000011)
kunstwerken_0910.53,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure Koggenrandweg thv Aartswoud,nvt,KD.13.co.012,nvt,9k1,nvt,309,co,coupure,nvt,c,waterkerend kunstwerk,125883.45237,529662.339854,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (125883.45199999958 529662.3399999999)
kunstwerken_0910.54,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.013,nvt,9k8,nvt,310,co,coupure,nvt,c,waterkerend kunstwerk,129863.008289,529411.325888,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (129863.00800000131 529411.3260000013)
kunstwerken_0910.55,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Duiker,nvt,KD.13.du.014,nvt,9k11,nvt,311,du,duiker,nvt,c,waterkerend kunstwerk,131199.182851,529177.867517,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (131199.18299999833 529177.8680000007)
kunstwerken_0910.56,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.015,nvt,9k10,nvt,312,co,coupure,nvt,c,waterkerend kunstwerk,131570.23029,529488.918248,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (131570.23000000045 529488.9180000015)
kunstwerken_0910.57,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure Koggenrandweg thv Noorderweg,nvt,KD.13.co.016,nvt,9k13,nvt,313,co,coupure,nvt,c,waterkerend kunstwerk,133052.470741,530405.6687,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (133052.47100000083 530405.6689999998)
kunstwerken_0910.58,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Hevelleiding,nvt,KD.13.du.017,nvt,9k16,nvt,314,du,duiker,nvt,c,waterkerend kunstwerk,133228.244921,530614.107167,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (133228.24500000104 530614.1070000008)
kunstwerken_0910.59,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupere Koggenrandweg thv Almersdorper,nvt,KD.13.co.018,nvt,9k17,nvt,315,co,coupure,nvt,c,waterkerend kunstwerk,133541.657603,531152.056076,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (133541.65799999982 531152.0560000017)
kunstwerken_0910.60,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Coupure,nvt,KD.13.co.019,nvt,9k18,nvt,316,co,coupure,nvt,c,waterkerend kunstwerk,135068.920397,531330.609759,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (135068.9200000018 531330.6099999994)
kunstwerken_0910.61,13,12,Noord-Holland,Wieringen,1:10000,nvt,nvt,Overleekersluis,nvt,KD.13.ss.020,nvt,9k20,nvt,317,ss,schutsluis,nvt,c,waterkerend kunstwerk,135236.455675,531377.593016,HHRS Hollands Noorderkwartier,Noord-Holland,NEE,,,POINT (135236.45600000024 531377.5929999985)
kunstwerken_0910.62,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Westsluis Weurt,Sluis Weurt,KD.41.ss.021,nvt,40C-004-01,nvt,1008,ss,schutsluis,2e ID BEHEER 40C-004-01,a,waterkerend kunstwerk,184998.567848,429693.901197,RWS Limburg,Gelderland,JA,,,POINT (184998.56799999997 429693.90100000054)
kunstwerken_0910.63,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Oostsluis Weurt,Sluis Weurt,KD.41.ss.022,nvt,40C-004-02,nvt,1009,ss,schutsluis,2e ID BEHEER 40C-004-02,a,waterkerend kunstwerk,185067.616437,429661.083018,RWS Limburg,Gelderland,JA,,,POINT (185067.6160000004 429661.08300000057)
kunstwerken_0910.64,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Coupure Slachthuis,nvt,KD.41.co.023,nvt,410402.002,nvt,1010,co,coupure,nvt,a,waterkerend kunstwerk,186822.027677,429444.053025,Waterschap Rivierenland,Gelderland,NEE,,,POINT (186822.02800000086 429444.0529999994)
kunstwerken_0910.65,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Coupure Gelderlander,nvt,KD.41.co.024,nvt,410402.005,nvt,1011,co,coupure,Lengte van de coupure is circa 13 meter,a,waterkerend kunstwerk,187158.072585,429048.953005,Waterschap Rivierenland,Gelderland,NEE,,,POINT (187158.07299999893 429048.9530000016)
kunstwerken_0910.66,41,nvt,Land van Maas en Waal,nvt,1:1250,nvt,nvt,Coupure Hezelpoort,nvt,KD.41.co.025,nvt,410402.001,nvt,1012,co,coupure,nvt,a,waterkerend kunstwerk,187223.234,429036.689,Waterschap Rivierenland,Gelderland,NEE,,,POINT (187223.2340000011 429036.6889999993)
kunstwerken_0910.67,68dgr,nvt,Venlo-Velden Noord,nvt,1:250,nvt,nvt,stuw ARC.2.1.S,nvt,KD.68dgr.st.012,nvt,ARC.2.1.S,nvt,1444,st,stuw,nvt,a,waterkerend kunstwerk,208433.94567,380653.094408,Waterschap Peel en Maasvallei,Limburg,NEE,,,POINT (208433.9459999986 380653.0940000005)
kunstwerken_0910.68,42,nvt,Ooij en Millingen,nvt,1:1250,nvt,nvt,Coupure Ubbergseweg (zandzakken coupure),nvt,KD.42.co.001,nvt,420406.003,nvt,1013,co,coupure,nvt,a,waterkerend kunstwerk,188681.603011,428813.215917,Waterschap Rivierenland,Gelderland,NEE,,,POINT (188681.60300000012 428813.21599999815)
kunstwerken_0910.69,42,nvt,Ooij en Millingen,nvt,1:1250,nvt,nvt,Hollandsch-Duitsch gemaal,Hollandsch-Duitsch gemaal,KD.42.gm.002,nvt,420406.005,nvt,1014,gm,gemaal,nvt,a,waterkerend kunstwerk,188709.232166,428835.318973,Waterschap Rivierenland,Gelderland,NEE,,,POINT (188709.23200000077 428835.3189999983)
kunstwerken_0910.70,42,nvt,Ooij en Millingen,nvt,1:1250,nvt,nvt,Coupure in brug Hollandsch-Duitsch Gemaal,Hollandsch-Duitsch gemaal,KD.42.co.003,nvt,420406.002,nvt,1015,co,coupure,nvt,a,waterkerend kunstwerk,188716.456818,428830.23624,Waterschap Rivierenland,Gelderland,NEE,,,POINT (188716.45699999854 428830.23600000143)
kunstwerken_0910.71,42,nvt,Ooij en Millingen,nvt,1:1250,nvt,nvt,Coupure Dijkgraaf van Wijckweg,nvt,KD.42.co.004,nvt,420406.001,nvt,1016,co,coupure,nvt,a,waterkerend kunstwerk,188740.059377,428848.437777,Waterschap Rivierenland,Gelderland,NEE,,,POINT (188740.05900000036 428848.438000001)
kunstwerken_0910.72,42,nvt,Ooij en Millingen,nvt,1:1250,nvt,nvt,Hollandsch-Duitsch gemaal eco sluis,Hollandsch-Duitsch gemaal,KD.42.gm.005,nvt,420406.004,nvt,1017,gm,gemaal,nvt,a,waterkerend kunstwerk,188785.463033,428887.250103,Waterschap Rivierenland,Gelderland,NEE,,,POINT (188785.46299999952 428887.25)
kunstwerken_0910.73,43,nvt,"Betuwe, Tieler- en Culemborgerwaarden",nvt,1:1250,nvt,nvt,Inlaatsluis Fort Everdingen (Beersluis),nvt,KD.43.is.001,nvt,430311.003,nvt,1018,is,inlaatsluis,Beheerder van het kunstwerk is Dienst Domeinen,a,waterkerend kunstwerk,140560.577159,441483.779816,Ministerie van Defensie / Dienst der Domeinen,Gelderland,NEE,,,POINT (140560.57699999958 441483.7800000012)
kunstwerken_0910.74,43,nvt,"Betuwe, Tieler- en Culemborgerwaarden",nvt,1:1250,nvt,nvt,Coupure Culemborg,nvt,KD.43.co.002,nvt,430311.002,nvt,1019,co,coupure,"Beheerder van het kunstwerk is Gemeente Culemborg, lengte van de coupure is circa 8 meter",a,waterkerend kunstwerk,143586.162645,441329.812089,Waterschap Rivierenland,Gelderland,NEE,,,POINT (143586.16299999878 441329.811999999)
kunstwerken_0910.75,43,nvt,"Betuwe, Tieler- en Culemborgerwaarden",nvt,1:1250,nvt,nvt,Prinses Marijkesluis Sluis in het ARK,Prinses Marijkesluis,KD.43.ks.003,nvt,39B-001-03,nvt,1020,ks,keersluis,nvt,a,waterkerend kunstwerk,152904.830724,440579.051563,RWS Utrecht,Gelderland,JA,,,POINT (152904.83100000024 440579.0520000011)
kunstwerken_0910.76,43,nvt,"Betuwe, Tieler- en Culemborgerwaarden",nvt,1:1250,nvt,nvt,Prinses Marijkesluis Westsluis,Prinses Marijkesluis,KD.43.ss.004,nvt,39B-001-01,nvt,1021,ss,schutsluis,nvt,a,waterkerend kunstwerk,152848.145138,440712.528249,RWS Utrecht,Gelderland,JA,,,POINT (152848.14499999955 440712.52800000086)
