Boomsoort Wet. Naam;Boomsoort Ned. Naam;Eigendom;Plantjaar;Stamdiameter;Boomhoogte;Standplaats;Boomvorm;X-coordinaat;Y-coordinaat;Elementnummer;Eindbeeld
Platanus x hispanica;Plataan;Gemeente;1944;110;22;VERHARDING;;104849,249;424034,082;02-09-086-0050;
Platanus x hispanica;Plataan;Gemeente;1944;90;22;VERHARDING;;104882,48;424048,031;02-09-086-0070;
Platanus x hispanica;Plataan;Gemeente;1944;100;22;VERHARDING;;104922,333;424064,61;02-09-086-0090;
Platanus x hispanica;Plataan;Gemeente;1944;95;20;VERHARDING;;104953,261;424077,639;02-09-086-0110;
Platanus x hispanica;Plataan;Gemeente;1965;95;25;VERHARDING;;104997,392;424110,026;02-09-086-0140;
Platanus x hispanica;Plataan;Gemeente;1940;105;20;VERHARDING;;104956,754;424093,247;02-09-086-0150;
Platanus x hispanica;Plataan;Gemeente;1945;90;20;VERHARDING;;104925,139;424079,577;02-09-086-0170;
Platanus x hispanica;Plataan;Gemeente;1945;90;22;VERHARDING;;104892,396;424066,393;02-09-086-0190;
Platanus x hispanica;Plataan;Gemeente;1944;105;22;VERHARDING;;104860,944;424053,254;02-09-086-0210;
Platanus x hispanica;Plataan;Gemeente;1945;105;22;VERHARDING;;104827,744;424039,298;02-09-086-0230;
Platanus x hispanica;Plataan;Gemeente;1944;100;22;VERHARDING;;105051,781;424118,611;02-09-086-0300;
Platanus x hispanica;Plataan;Gemeente;1944;95;22;VERHARDING;;105081,994;424130,563;02-09-086-0320;
Platanus x hispanica;Plataan;Gemeente;1944;105;22;VERHARDING;;105094,289;424147,417;02-09-086-0340;
Platanus x hispanica;Plataan;Gemeente;1944;95;22;VERHARDING;;105055,234;424134,284;02-09-086-0360;
Platanus x hispanica;Plataan;Gemeente;1944;100;22;VERHARDING;;105030,514;424124,014;02-09-086-0370;
Tilia platyphyllos;Grootbladige linde;Gemeente;1965;40;16;VERHARDING;;105058,345;424154,509;02-09-086-0430;
Tilia platyphyllos;Grootbladige linde;Gemeente;1965;45;16;VERHARDING;;105063,791;424149,18;02-09-086-0440;
Tilia platyphyllos;Grootbladige linde;Gemeente;1965;40;16;VERHARDING;;105069,681;424153,736;02-09-086-0450;
Acer palmatum 'Dissectum';Japanse esdoorn;Gemeente;1970;35;7;BEPLANTING;;104825,358;424012,846;02-09-116-0170;
Sorbus aria;Meelbes;Gemeente;;;;;;;;02-09-140-0210;
Tilia x europaea;Linde;Gemeente;1990;20;8;VERHARDING;;105159,299;423638,157;02-09-191-0010;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-0090;
Tilia x europaea;Linde;Gemeente;1980;25;13;VERHARDING;;105227,1432;423618,977;02-09-191-0100;
Tilia x europaea;Linde;Gemeente;1980;30;13;VERHARDING;;105217,5507;423616,683;02-09-191-0110;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;105208,6505;423614,527;02-09-191-0120;
Tilia x europaea;Linde;Gemeente;1980;30;14;VERHARDING;;105200,2051;423612,648;02-09-191-0130;
Tilia x europaea;Linde;Gemeente;1980;40;10;VERHARDING;;105179,471;423610,11;02-09-191-0140;
Tilia x europaea;Linde;Gemeente;1980;30;8;VERHARDING;;105170,692;423611,381;02-09-191-0150;
Tilia x europaea;Linde;Gemeente;1980;50;15;GRAS INTENSIEF;;105089,123;423657,285;02-09-191-0290;
Tilia x europaea;Linde;Gemeente;1990;25;10;VERHARDING;;105117,657;423647,415;02-09-191-0310;
Tilia x europaea;Linde;Gemeente;1980;40;16;VERHARDING;;105096,403;423664,212;02-09-191-0320;
Tilia x europaea;Linde;Gemeente;1980;45;16;VERHARDING;;105081,604;423674,688;02-09-191-0330;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-0340;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;105066,509;423685,404;02-09-191-0350;
Tilia x europaea;Linde;Gemeente;1980;50;15;VERHARDING;;105039,818;423704,316;02-09-191-0360;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-0370;
Tilia x europaea;Linde;Gemeente;1980;35;12;VERHARDING;;105024,034;423684,546;02-09-191-0450;
Tilia x europaea;Linde;Gemeente;1980;55;15;VERHARDING;;104993,261;423706,617;02-09-191-0460;
Tilia x europaea;Linde;Gemeente;2012;5;5;GRAS INTENSIEF;;104961,069;423749,504;02-09-191-0470;
Tilia x europaea;Linde;Gemeente;2012;5;5;GRAS INTENSIEF;;104957,363;423744,423;02-09-191-0480;
Tilia x europaea;Linde;Gemeente;1980;50;15;VERHARDING;;104957,786;423732,379;02-09-191-0490;
Tilia x europaea;Linde;Gemeente;1980;50;15;VERHARDING;;104950,305;423737,975;02-09-191-0500;
Tilia x europaea;Linde;Gemeente;1980;55;17;GRAS INTENSIEF;;104971,332;423733,666;02-09-191-0530;
Tilia x europaea;Linde;Gemeente;1980;45;17;GRAS INTENSIEF;;104975,541;423739,358;02-09-191-0570;
Tilia x europaea;Linde;Gemeente;1980;56;15;VERHARDING;;104994,299;423737,299;02-09-191-0600;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104987,522;423742,196;02-09-191-0610;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-0620;
Tilia x europaea;Linde;Gemeente;1980;60;15;VERHARDING;;104973,201;423752,507;02-09-191-0630;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-0640;
Tilia x europaea;Linde;Gemeente;1980;55;16;VERHARDING;;104946,624;423775,689;02-09-191-0650;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104939,741;423782,297;02-09-191-0660;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104932,224;423789,468;02-09-191-0670;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104924,12;423797,245;02-09-191-0680;
Tilia x europaea;Linde;Gemeente;1980;35;15;VERHARDING;;104888,297;423831,559;02-09-191-0690;
Tilia x europaea;Linde;Gemeente;1980;55;15;VERHARDING;;104850,834;423869,74;02-09-191-0700;
Tilia x europaea;Linde;Gemeente;1980;35;15;VERHARDING;;104838,963;423882,487;02-09-191-0710;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104844,415;423876,627;02-09-191-0730;
Tilia x europaea;Linde;Gemeente;1980;40;13;GRAS INTENSIEF;;104884,488;423821,849;02-09-191-0770;
Tilia x europaea;Linde;Gemeente;1980;50;15;GRAS INTENSIEF;;104860,196;423835,73;02-09-191-0790;
Tilia x europaea;Linde;Gemeente;1980;40;13;GRAS INTENSIEF;;104866,228;423829,69;02-09-191-0800;
Tilia x europaea;Linde;Gemeente;1980;50;15;GRAS INTENSIEF;;104872,71;423822,98;02-09-191-0810;
Tilia x europaea;Linde;Gemeente;1980;60;16;GRAS INTENSIEF;;104892,346;423803,653;02-09-191-0840;
Tilia x europaea;Linde;Gemeente;1980;45;14;GRAS INTENSIEF;;104898,98;423797,179;02-09-191-0850;
Tilia x europaea;Linde;Gemeente;1980;55;15;GRAS INTENSIEF;;104906,234;423790,28;02-09-191-0860;
Tilia x europaea;Linde;Gemeente;1980;50;15;GRAS INTENSIEF;;104927,774;423770,834;02-09-191-0880;
Tilia x europaea;Linde;Gemeente;1980;35;12;GRAS INTENSIEF;;104934,381;423764,539;02-09-191-0890;
Tilia x europaea;Linde;Gemeente;1980;65;12;GRAS INTENSIEF;;104940,846;423758,664;02-09-191-0900;
Tilia x europaea;Linde;Gemeente;1980;25;12;VERHARDING;;104878,767;423805,854;02-09-191-0920;
Tilia x europaea;Linde;Gemeente;1980;55;11;VERHARDING;;104820,255;423906,156;02-09-191-0980;
Tilia x europaea;Linde;Gemeente;1980;60;15;VERHARDING;;104810,805;423920,249;02-09-191-0990;
Tilia x europaea;Linde;Gemeente;1980;55;11;VERHARDING;;104801,488;423934,298;02-09-191-1000;
Tilia x europaea;Linde;Gemeente;1980;40;9;VERHARDING;;104782,712;423962,556;02-09-191-1010;
Tilia x europaea;Linde;Gemeente;1980;30;8;VERHARDING;;104706,677;424108,471;02-09-191-1060;
Tilia x europaea;Linde;Gemeente;1980;20;7;VERHARDING;;104703,086;424115,323;02-09-191-1070;
Tilia x europaea;Linde;Gemeente;1980;25;8;VERHARDING;;104693,72;424133,958;02-09-191-1080;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104689,416;424142,558;02-09-191-1090;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104673,426;424174,254;02-09-191-1100;
Tilia x europaea;Linde;Gemeente;1980;20;8;VERHARDING;;104669,233;424182,296;02-09-191-1110;
Tilia x europaea;Linde;Gemeente;1980;35;14;VERHARDING;;104750,072;424021,926;02-09-191-1350;
Tilia x europaea;Linde;Gemeente;1980;45;13;VERHARDING;;104711,518;424042,296;02-09-191-1370;
Tilia x europaea;Linde;Gemeente;1985;25;8;VERHARDING;;104699,832;424065,326;02-09-191-1380;
Tilia x europaea;Linde;Gemeente;1980;55;15;VERHARDING;;104674,811;424114,384;02-09-191-1390;
Tilia x europaea;Linde;Gemeente;1980;30;10;VERHARDING;;104670,827;424122,897;02-09-191-1400;
Tilia x europaea;Linde;Gemeente;1985;25;7;VERHARDING;;104666,447;424131,668;02-09-191-1410;
Tilia x europaea;Linde;Gemeente;1980;45;14;VERHARDING;;104654,65;424155,233;02-09-191-1420;
Tilia x europaea;Linde;Gemeente;1980;25;10;VERHARDING;;104646,666;424171,048;02-09-191-1430;
Tilia x europaea;Linde;Gemeente;1980;55;15;VERHARDING;;104638,459;424187,198;02-09-191-1440;
Tilia x europaea;Linde;Gemeente;1980;45;13;VERHARDING;;104626,272;424211,671;02-09-191-1450;
Tilia x europaea;Linde;Gemeente;1980;25;7;VERHARDING;;104626,104;424268,713;02-09-191-1540;
Tilia x europaea;Linde;Gemeente;1980;20;7;VERHARDING;;104629,51;424261,885;02-09-191-1550;
Tilia x europaea;Linde;Gemeente;1980;45;12;VERHARDING;;104633,71;424253,668;02-09-191-1560;
Tilia x europaea;Linde;Gemeente;1980;30;8;VERHARDING;;104637,142;424246,771;02-09-191-1570;
Tilia x europaea;Linde;Gemeente;1980;50;10;VERHARDING;;104641,324;424238,025;02-09-191-1580;
Tilia x europaea;Linde;Gemeente;1980;35;10;VERHARDING;;104649,017;424222,7;02-09-191-1600;
Tilia x europaea;Linde;Gemeente;1980;50;11;VERHARDING;;104652,346;424215,95;02-09-191-1610;
Tilia x europaea;Linde;Gemeente;1980;40;11;VERHARDING;;104657,093;424206,719;02-09-191-1620;
Tilia x europaea;Linde;Gemeente;1990;15;8;VERHARDING;;104658,3839;424147,73;02-09-191-1730;
Tilia x europaea;Linde;Gemeente;1980;20;10;VERHARDING;;104662,455;424139,731;02-09-191-1740;
Tilia x europaea;Linde;Gemeente;1995;15;8;VERHARDING;;104692,383;424080,113;02-09-191-1750;
Tilia x europaea;Linde;Gemeente;1980;50;15;VERHARDING;;104695,93;424073,278;02-09-191-1760;
Tilia x europaea;Linde;Gemeente;1980;35;14;VERHARDING;;104916,603;423804,447;02-09-191-1800;
Tilia x europaea;Linde;Gemeente;1980;35;13;VERHARDING;;104910,205;423810,827;02-09-191-1810;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104879,959;423839,607;02-09-191-1820;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104872,09;423847,201;02-09-191-1830;
Tilia x europaea;Linde;Gemeente;1980;40;15;GRAS INTENSIEF;;104890,917;423815,617;02-09-191-1870;
Tilia x europaea;Linde;Gemeente;1980;45;10;VERHARDING;;104630,104;424204,083;02-09-191-1880;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104685,379;424150,554;02-09-191-1890;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104681,432;424158,372;02-09-191-1900;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;104677,351;424166,347;02-09-191-1910;
Tilia x europaea;Linde;Gemeente;1980;45;11;VERHARDING;;104665,353;424190,158;02-09-191-1920;
Tilia x europaea;Linde;Gemeente;2014;10;;GRAS INTENSIEF;;104753,2487;423980,316;02-09-191-2050;
Tilia x europaea;Linde;Gemeente;1980;55;11;VERHARDING;;104792,016;423948,637;02-09-191-2130;
Tilia x europaea;Linde;Gemeente;1980;30;10;VERHARDING;;104719,011;424027,308;02-09-191-2140;
Tilia x europaea;Linde;Gemeente;1980;25;9;VERHARDING;;104723,694;424017,792;02-09-191-2150;
Tilia x europaea;Linde;Gemeente;1980;30;10;VERHARDING;;104703,422;424057,843;02-09-191-2160;
Tilia x europaea;Linde;Gemeente;1980;30;10;VERHARDING;;104707,124;424050,561;02-09-191-2170;
Tilia x europaea;Linde;Gemeente;1980;45;14;VERHARDING;;104679,612;424105,123;02-09-191-2180;
Tilia x europaea;Linde;Gemeente;1980;55;15;VERHARDING;;104683,842;424097,179;02-09-191-2190;
Tilia x europaea;Linde;Gemeente;1980;35;14;VERHARDING;;104650,524;424163,186;02-09-191-2210;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104642,205;424179,626;02-09-191-2220;
Tilia x europaea;Linde;Gemeente;1980;30;13;GRAS INTENSIEF;;104879,113;423826,904;02-09-191-2230;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;104974,73;423720,18;02-09-191-2280;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-2310;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-2320;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-2330;
Tilia x europaea;Linde;Gemeente;1980;45;15;VERHARDING;;105031,574;423710,288;02-09-191-2350;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-2360;
Tilia x europaea;Linde;Gemeente;1980;50;17;GRAS INTENSIEF;;105080,998;423663,167;02-09-191-2370;
Tilia x europaea;Linde;Gemeente;1980;50;17;GRAS INTENSIEF;;105072,667;423669,408;02-09-191-2380;
Tilia x europaea;Linde;Gemeente;1980;50;17;GRAS INTENSIEF;;105064,541;423675,172;02-09-191-2390;
Tilia x europaea;Linde;Gemeente;1990;20;10;VERHARDING;;105185,659;423633,452;02-09-191-2450;
Tilia x europaea;Linde;Gemeente;1995;20;10;VERHARDING;;105215,655;423638,791;02-09-191-2460;
Tilia x europaea;Linde;Gemeente;;;;;;;;02-09-191-2520;
Tilia x europaea;Linde;Gemeente;1980;40;15;VERHARDING;;105190,0589;423610,354;02-09-191-2530;
Tilia cordata;Kleinbladige linde;Gemeente;2000;10;6;BEPLANTING;;105131,048;423608,754;02-09-191-2600;
Tilia cordata;Kleinbladige linde;Gemeente;2000;10;6;BEPLANTING;;105156,296;423603,471;02-09-191-2610;
Salix alba 'Belders';Wilg;Gemeente;;;;;;;;02-09-236-0740;
Tilia x europaea;Linde;Gemeente;1970;40;11;VERHARDING;;105085,58;423911,484;02-09-256-0280;
Tilia x europaea;Linde;Gemeente;1970;30;10;VERHARDING;;105074,103;423910,539;02-09-256-0300;
Tilia x europaea;Linde;Gemeente;1970;50;15;VERHARDING;;105088,151;423900,427;02-09-256-0320;
Tilia x europaea;Linde;Gemeente;1985;20;7;VERHARDING;;105098,928;423901,781;02-09-256-0330;
Tilia x europaea;Linde;Gemeente;1970;40;10;VERHARDING;;105110,522;423893,174;02-09-256-0410;
Tilia x europaea;Linde;Gemeente;1970;55;15;VERHARDING;;105100,943;423891,102;02-09-256-0430;
Tilia x europaea;Linde;Gemeente;1970;35;10;VERHARDING;;105115,8;423880,337;02-09-256-0440;
Tilia x europaea;Linde;Gemeente;1970;45;15;VERHARDING;;105132,599;423871,929;02-09-256-0460;
Tilia x europaea;Linde;Gemeente;1970;40;15;VERHARDING;;105127,917;423882,4;02-09-256-0480;
Tilia x europaea;Linde;Gemeente;1970;50;15;VERHARDING;;105151,766;423873,366;02-09-256-0510;
Prunus x gondouinii 'Schnee';Sierkers;Gemeente;1950;30;6;BEPLANTING;;104758,945;423260,063;02-09-406-0180;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;50;12;GRAS INTENSIEF;;104540,7;424210,976;02-09-551-0060;
Tilia x europaea;Linde;Gemeente;1980;45;8;GRAS INTENSIEF;;104579,779;424262,454;02-09-551-0100;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1980;50;15;GRAS INTENSIEF;;104564,045;424204,723;02-09-551-0120;
Tilia x europaea;Linde;Gemeente;1975;55;13;GRAS INTENSIEF;;104554,009;424166,379;02-09-551-0150;
Tilia x europaea;Linde;Gemeente;1980;55;14;GRAS INTENSIEF;;104548,883;424147,038;02-09-551-0160;
Tilia x europaea;Linde;Gemeente;1975;55;15;GRAS INTENSIEF;;104543,732;424128,469;02-09-551-0170;
Tilia x europaea;Linde;Gemeente;1980;50;12;GRAS INTENSIEF;;104538,737;424109,542;02-09-551-0180;
Tilia x europaea;Linde;Gemeente;1979;55;10;GRAS INTENSIEF;;104534,033;424091,776;02-09-551-0200;
Tilia x europaea;Linde;Gemeente;1980;60;13;GRAS INTENSIEF;;104523,573;424052,985;02-09-551-0210;
Tilia x europaea;Linde;Gemeente;1975;60;13;GRAS INTENSIEF;;104518,384;424033,923;02-09-551-0220;
Tilia x europaea;Linde;Gemeente;1965;55;15;GRAS INTENSIEF;;104504,785;424078,383;02-09-551-0280;
Tilia x europaea;Linde;Gemeente;1965;45;10;GRAS INTENSIEF;;104510,514;424098,53;02-09-551-0290;
Tilia x europaea;Linde;Gemeente;1965;45;9;GRAS INTENSIEF;;104519,863;424134,009;02-09-551-0310;
Tilia x europaea;Linde;Gemeente;1960;70;10;GRAS INTENSIEF;;104525,082;424153,07;02-09-551-0320;
Tilia x europaea;Linde;Gemeente;1965;50;10;BEPLANTING;;104530,416;424172,407;02-09-551-0330;
Tilia platyphyllos;Grootbladige linde;Gemeente;1980;35;8;BEPLANTING;;104568,079;424166,491;02-09-551-0360;
Tilia platyphyllos;Grootbladige linde;Gemeente;1975;45;14;GRAS INTENSIEF;;104547,652;424085,858;02-09-551-0410;
Tilia platyphyllos;Grootbladige linde;Gemeente;1980;55;13;GRAS INTENSIEF;;104552,754;424077,833;02-09-551-0420;
Ulmus x hollandica;Iep;Gemeente;1970;75;18;BEPLANTING;;104525,716;424008,227;02-09-551-0450;
Ulmus x hollandica;Iep;Gemeente;1965;60;17;BEPLANTING;;104521,021;423992,639;02-09-551-0460;
Tilia platyphyllos;Grootbladige linde;Gemeente;1965;45;9;BEPLANTING;;104507,907;423942,509;02-09-551-0500;
Tilia x europaea;Linde;Gemeente;1965;65;12;BEPLANTING;;104484,022;424001,176;02-09-551-0740;
Tilia x europaea;Linde;Gemeente;1965;45;10;GRAS INTENSIEF;;104473,669;423963,202;02-09-551-0770;
Tilia x europaea;Linde;Gemeente;1965;40;13;GRAS INTENSIEF;;104463,467;423925,074;02-09-551-0790;
Tilia x europaea;Linde;Gemeente;1975;50;13;GRAS INTENSIEF;;104490,158;423928,297;02-09-551-0820;
Tilia x europaea;Linde;Gemeente;1970;60;13;GRAS INTENSIEF;;104485,057;423909,973;02-09-551-0840;
Tilia x europaea;Linde;Gemeente;1965;65;13;GRAS INTENSIEF;;104458,508;423906,5;02-09-551-0860;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1975;50;12;GRAS INTENSIEF;;104545,915;424230,365;02-09-551-0890;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1975;50;10;GRAS INTENSIEF;;104551,681;424252,075;02-09-551-0900;
Tilia x europaea;Linde;Gemeente;1975;65;16;GRAS INTENSIEF;;104528,792;424072,358;02-09-551-0930;
Tilia x europaea;Linde;Gemeente;1975;55;13;GRAS INTENSIEF;;104505,387;423985,595;02-09-551-0970;
Tilia x europaea;Linde;Gemeente;1975;55;15;GRAS INTENSIEF;;104510,546;424004,62;02-09-551-0980;
Tilia x europaea;Linde;Gemeente;1965;45;11;BEPLANTING;;104535,452;424191,638;02-09-551-0990;
Tilia x europaea;Linde;Gemeente;1975;70;13;GRAS INTENSIEF;;104494,339;424039,862;02-09-551-1000;
Tilia x europaea;Linde;Gemeente;1965;45;12;BEPLANTING;;104501,451;423918,413;02-09-551-1700;
Tilia x europaea;Linde;Gemeente;1965;45;12;BEPLANTING;;104501,4514;423918,413;02-09-551-1700;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;40;8;GRAS EXTENSIEF;;104716,513;424615,055;02-09-566-0010;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;35;10;GRAS EXTENSIEF;;104706,55;424616,137;02-09-566-0020;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;40;7;GRAS EXTENSIEF;;104697,539;424617,064;02-09-566-0030;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;45;10;GRAS EXTENSIEF;;104683,89;424618,798;02-09-566-0040;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;40;10;GRAS EXTENSIEF;;104673,807;424619,733;02-09-566-0050;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1965;45;11;GRAS EXTENSIEF;;104663,432;424621,503;02-09-566-0060;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1970;40;11;GRAS EXTENSIEF;;104643,258;424622,968;02-09-566-0070;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1970;35;11;GRAS EXTENSIEF;;104633,25;424623,741;02-09-566-0080;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1970;40;11;GRAS EXTENSIEF;;104623,296;424624,499;02-09-566-0090;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1970;35;9;GRAS EXTENSIEF;;104613,604;424625,451;02-09-566-0100;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1960;30;8;GRAS EXTENSIEF;;104604;424626,387;02-09-566-0110;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;;;;;;;;02-09-566-0120;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;;;;;;;;02-09-566-0130;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1960;45;11;GRAS EXTENSIEF;;104575,678;424618,237;02-09-566-0150;
Tilia x europaea 'Euchlora';Krimlinde;Gemeente;1960;55;13;GRAS EXTENSIEF;;104568,544;424610,791;02-09-566-0160;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;75;16;VERHARDING;;105163,256;423987,797;02-09-596-0220;
Crataegus monogyna;Eenstijlige meidoorn;Gemeente;1970;40;7;GRAS INTENSIEF;;104692,414;423978,532;02-09-606-0090;
Crataegus monogyna;Eenstijlige meidoorn;Gemeente;;;;;;;;02-09-606-0140;
Crataegus monogyna;Eenstijlige meidoorn;Gemeente;1970;40;7;GRAS INTENSIEF;;104645,313;423958,988;02-09-606-0150;
Juglans nigra;Zwarte noot;Gemeente;1970;65;12;GRAS INTENSIEF;;104352,002;423832,891;02-09-606-0650;
Crataegus monogyna;Eenstijlige meidoorn;Gemeente;1970;45;8;GRAS INTENSIEF;;104662,638;423966,303;02-09-606-1120;
Crataegus monogyna;Eenstijlige meidoorn;Gemeente;;;;;;;;02-09-606-1170;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;70;15;GRAS INTENSIEF;Kandelaber;105035,337;423662,226;02-09-646-0010;Takvrije stam 6m rondom
Acer saccharinum;Zilveresdoorn;Gemeente;1970;45;15;GRAS INTENSIEF;;105010,204;423633,811;02-09-646-0020;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;50;16;GRAS INTENSIEF;;105000,494;423624,106;02-09-646-0030;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;45;14;GRAS INTENSIEF;;104935,337;423594,373;02-09-646-0090;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;55;15;GRAS INTENSIEF;;104886,076;423574,715;02-09-646-0150;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;55;11;GRAS INTENSIEF;;104872,364;423572,494;02-09-646-0160;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;40;14;GRAS INTENSIEF;;104847,476;423566,164;02-09-646-0180;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;50;15;GRAS INTENSIEF;;104833,096;423558,41;02-09-646-0190;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;50;15;GRAS INTENSIEF;;104811,297;423554,062;02-09-646-0200;
Acer saccharinum;Zilveresdoorn;Gemeente;1970;45;15;GRAS INTENSIEF;;104772,803;423548,424;02-09-646-0220;
