FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.1445,232,Hoge Vaart,,60.941,Roggebottocht,NBV,,,45186,,,POINT (52.57330000000002 5.756299999000021)
aansluiting.1446,232,Hoge Vaart,,30.981,Hoge Knartocht,NBV,,,45192,,,POINT (52.384900000000016 5.537900001000025)
aansluiting.1447,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,18.293,Uitwateringskanaal Oude Aduarderdiep,NVW,,,45219,,,POINT (53.32070000099998 6.469300002000011)
aansluiting.1448,215,Wijde Aa en Does,,4.379,Bruine Wetering,NBV,,,45322,,,POINT (52.16560000200002 4.575300001000016)
aansluiting.1449,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,41.486,Jaap Deensgat,GEB,,,45330,,,POINT (53.35390000000001 6.224699999999984)
aansluiting.1450,092,Vaarweg Blauwe Hand-Blokzijl,,5.95,Bouwersgracht,NBV,,,45331,,,POINT (52.725299999000015 6.011500001000002)
aansluiting.1451,233y3,Hoogovenkanaal en Hoogovenhaven,,0.992,Waterinlaat Zoutwaterpompstation nr. 3,NVW,,,45376,,,POINT (52.472800001999985 4.5969000009999945)
aansluiting.1452,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,73.819,Hurwenense Kil,NVW,,,45398,,,POINT (51.82130000000001 5.282699997999998)
aansluiting.1453,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,1.464,Schuitendiep (alleen kano's),NBV,,,45458,,,POINT (53.215899999999976 6.5767999999999915)
aansluiting.1454,014,Termunterzijldiep,,9.914,Nieuwe Kanaal,NBV,,,45530,,,POINT (53.24260000100003 6.977699998999981)
aansluiting.1455,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,,6.184,Kleine Zijlroede,NBV,,,45614,,,POINT (53.05559999899998 5.429400000999976)
aansluiting.1456,060,Lemmer - Delfzijl,,25.9,wide Saiter,NBV,,,45621,,,POINT (53.137699999000006 5.890199999999993)
aansluiting.1457,111,Oude Maas,,13.995,Uitwateringsgeul West-Zomerlandse Polder,NVW,,,45649,,,POINT (51.83390000100002 4.506799999999998)
aansluiting.1458,246,Slootvaart,,4.423,Nieuwesluizervaart,NBV,,,45705,,,POINT (52.846900000999995 4.965300001000003)
aansluiting.1459,009,Boterdiep,,6.804,"Bedum, gemaal",NVW,,,45715,,,POINT (53.29399999999998 6.598000001000003)
aansluiting.1460,093,Zwanendiep en Vollenhoverkanaal,,9.766,Uitwateringskanaal A.F.Stroink,NVW,,,45749,,,POINT (52.703899998 5.95300000200001)
aansluiting.1461,055,Workumertrekvaart,,12.001,Brandeburevaart,NBV,,,45764,,,POINT (52.976699999999994 5.442899997999973)
aansluiting.1462,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,87.871,Afvoerkanaal IJsselcentrale,NVW,,,45777,,,POINT (52.469799998999974 6.099899999999991)
aansluiting.1463,109a,Ruigt of Reugt,,3.048,Vaarweg benoorden eiland,NBV,,,45801,,,POINT (51.75749999999999 4.810199997999973)
aansluiting.1464,210,"Schie-Schiekanaal, Noorderkanaal, Rotte, Hennipsloot en Ringvaart van de Zuidplaspolder",,4.274,Rotte ,NBV,,,45825,,,POINT (51.941300001 4.486400000999993)
aansluiting.1465,243,Kanaal Alkmaar (Omval) - Kolhorn,,14.998,Boomervaart,NBV,,,45830,,,POINT (52.72030000000001 4.847800001999985)
aansluiting.1466,104,Merwedekanaal (bezuiden de Lek),,8.512,De Huibert,NBV,,,45831,,,POINT (51.938499998 5.041800000000023)
aansluiting.1467,039c,"Deel, Monnikerak en Heeresloot",,5.207,Heerenveense watersport vereniging (2e invaart),NBV,,,45875,,,POINT (52.978999998000006 5.894999999999982)
aansluiting.1468,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,9.371,Kampersingelgracht,NBV,,,45996,,,POINT (52.37700000000001 4.639699999000015)
aansluiting.1469,057,Vaarweg Sneek-IJlst,,4.732,Aansluiting naar woonwijk ,NBV,,,46027,,,POINT (53.010400000999994 5.6170999999999935)
aansluiting.1470,223a,Kerkvaart en Ringvaart van het Waterschap Groot-Mijdrecht,,0.243,Mennonieten Wetering,NVW,,,46048,,,POINT (52.215100001999986 4.822600000000023)
aansluiting.1471,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,34.838,Uitwateringsgeul Lingekanaal/gemaal Mr.G.J.H. Kuijk,NVW,,,46052,,,POINT (51.953100000000006 5.666700002000027)
aansluiting.1472,246a,Den Oeversche Vaart en de geul door de Zuiderhaven van Den Oever,,2.607,Wiertocht,NVW,,,46106,,,POINT (52.86450000100001 4.986200000999986)
aansluiting.1473,210,"Schie-Schiekanaal, Noorderkanaal, Rotte, Hennipsloot en Ringvaart van de Zuidplaspolder",,12.114,Uitwateringsgeul gemaal Ir. J.M. Leemhuis-Stout,NVW,,,46137,,,POINT (51.98149999999998 4.551100001000009)
aansluiting.1474,054,Vaarweg van Workum naar de Fluessen,,1.824,Haiemerdolte,NBV,,,46200,,,POINT (52.97260000199998 5.487500001000001)
aansluiting.1475,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,19.139,Voortzetting Dokkumer-Grootdiep,NBV,,,46216,,,POINT (53.32549999999998 6.00490000100001)
aansluiting.1476,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,32.859,Finkumervaart,NBV,,,46228,,,POINT (53.27499999899999 5.838799998000013)
aansluiting.1477,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,25.991,Aansluiting woonbotenhaven,NBV,,,46235,,,POINT (52.38219999900002 4.953600000999984)
aansluiting.1478,013,"Winschoterdiep, Rensel en havens te Winschoten",,9.922,Vaarweg door Foxhol (brug over invaart),NBV,,,46333,,,POINT (53.17440000200003 6.709499999999991)
aansluiting.1479,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,3.313,Papenwater (Noord; recreatievaart achter Provinciehuis),NBV,,,46336,,,POINT (50.839800000000025 5.699299999000004)
aansluiting.1480,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,18.351,Voedingsleiding (brug over invaart),NVW,,,46348,,,POINT (53.028200001000016 7.138300001999994)
aansluiting.1481,092,Vaarweg Blauwe Hand-Blokzijl,,8.735,Moddergat,NBV,,,46359,,,POINT (52.73349999999999 5.977299999000024)
aansluiting.1482,061,Vaarweg van Grouw langs Warga naar het Van Harinxmakanaal,,3.791,Vaart naar Eagum,NBV,,,46454,,,POINT (53.12730000200003 5.83280000100001)
aansluiting.1483,094c,Luttelgeestervaart,,4.805,Luttelgeestertocht,NVW,,,46455,,,POINT (52.746500000000026 5.852100000000007)
aansluiting.1484,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,9.158,Gemaal Houtrak polder,NVW,,,46475,,,POINT (52.43120000099998 4.739899999999977)
aansluiting.1485,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,20.982,Aartswouder hoofdwijk,NBV,,,46497,,,POINT (52.79129999899999 5.0108999980000135)
aansluiting.1486,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,11.105,Zuidelijke mond afgesneden bocht,NBV,,,46527,,,POINT (52.186799999000016 4.520500001000016)
aansluiting.1487,201h,Ade of Poel,,2.284,Diepenhoek,NBV,,,46621,,,POINT (52.20300000200001 4.581500000999995)
aansluiting.1488,227,Vecht,,3.075,Klopvaart,NBV,,,46644,,,POINT (52.1182 5.090700001000016)
aansluiting.1489,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,13.173,Uitwateringskanaal Het Broek,NVW,,,46657,,,POINT (52.012400001 6.072400000000016)
aansluiting.1490,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,50.534,Uitwateringsgeul naar spuisluizen (verboden invaart),NVW,,,46675,,,POINT (53.40639999899997 6.194099999999992)
aansluiting.1491,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,,11.615,Zijlroede naar Tacozijl,NBV,,,46686,,,POINT (52.870000000999994 5.643599998000013)
aansluiting.1492,135,Zandkreek en Veerse Meer,,20.297,Vaargeul tussen Aardbeien eiland en Haringvreter,NBV,,,46731,,,POINT (51.53339999899998 3.6841999999999757)
aansluiting.1493,124,Amertak en Wilhelminakanaal,,20.27,Spuikanaal Stuw sluis nr. II,NVW,,,46737,,,POINT (51.59730000000002 4.990299999999991)
aansluiting.1494,058,Vaarweg van Sneek door de Woudvaart naar het Oudhof,,0.407,De Waterpoort (2 invaart),GEB,,,46744,,,POINT (53.02650000199998 5.666499998000006)
aansluiting.1495,029,"Ouddeel, Groote Wielen, Rijperkerkstervaart",,4.541,Ouddeel,NBV,,,46756,,,POINT (53.220600002000026 5.852000002000011)
aansluiting.1496,152a7,Zuidplas,,1.569,Nieuwe Nack,NBV,,,46768,,,POINT (51.189599998000006 5.968800000999977)
aansluiting.1497,238,Trekvaart van Het Schouw naar Monnickendam,,1.734,"Broek in Waterland, aansluiting",NBV,,,46818,,,POINT (52.428300001000025 4.973099998999999)
aansluiting.1498,079,Binnengracht (o. gedeelte) te Coevorden en Stieltjeskanaal,,11.176,Dommerskanaal,NBV,,,46838,,,POINT (52.698199998999996 6.877400000000023)
aansluiting.1499,033,Vaarweg van Drachten tot in het Bergumermeer,,0.347," Djippe Gat, naar trailerhelling",NBV,,,46864,,,POINT (53.11180000000002 6.044899999999984)
aansluiting.1500,237,Zijkanaal D en Nauernasche Vaart,,6.435,Uitwatering gemaal Pieter Engel,NVW,,,46901,,,POINT (52.48600000099998 4.77109999999999)
aansluiting.1501,020,Noord-Willemskanaal,,18.333,Drentsche Aa (brug over invaart),NBV,,,46905,,,POINT (53.13239999899997 6.607900001000019)
aansluiting.1502,234,Noordhollandsch Kanaal,,4.934,Z.mond bochtafsnijding Rijzendam aan het Slochter,NBV,,,46936,,,POINT (52.413400002 4.940600000000018)
aansluiting.1503,022a,Nauwe Greuns,,2.6,"Himpenserdyk, recreatiegebied",GEB,,,46945,,,POINT (53.17969999799999 5.834899999000015)
aansluiting.1504,135,Zandkreek en Veerse Meer,,9.928,Vaargeul (toegang tot Sabbingen en Schelphoekplaat),NBV,,,46952,,,POINT (51.54469999999998 3.7971000000000004)
aansluiting.1505,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,38.354,Stuwkanaal van de Aa (verboden invaart),NVW,,,46959,,,POINT (51.51880000199998 5.6541000010000175)
aansluiting.1506,050,Johan Frisokanaal,,1.657,Stroomkanaal J.L. Hooglandgemaal,NVW,,,47033,,,POINT (52.879700001 5.367500000000007)
aansluiting.1507,238,Trekvaart van Het Schouw naar Monnickendam,,8.114,"Stinkevuil, of Purmer Ee",NBV,,,47076,,,POINT (52.464999999999975 5.031900000000007)
aansluiting.1508,212c,Vaarweg van de Schinkel (Nieuwe Meer) naar de Amstel,,0.266,Stadionsgracht,NBV,,,47079,,,POINT (52.34349999900002 4.852000002000011)
aansluiting.1509,221,Weespertrekvaart,,3.603,"Diemen, aansluiting",NVW,,,47135,,,POINT (52.33740000099999 4.963900000000024)
aansluiting.1510,234,Noordhollandsch Kanaal,,7.34,Buismansloot,NBV,,,47175,,,POINT (52.432500000999994 4.950800001999994)
aansluiting.1511,205b,Wassenaarse- of Zijlwatering,,3.945,Voortzetting Zijlwatering,NBV,,,47177,,,POINT (52.143700000000024 4.4034999979999725)
aansluiting.1512,105,Linge,,38.638,Korne naar Buren,NBV,,,47226,,,POINT (51.89640000100002 5.306899998000006)
aansluiting.1513,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,36.541,Zwindersche Kanaal (brug in invaart),NBV,,,47233,,,POINT (52.72870000099999 6.637999999999977)
aansluiting.1514,231a,Lage Dwarsvaart,,4.61,Buizerdtocht,NBV,,,47234,,,POINT (52.497299999000006 5.4281999990000145)
aansluiting.1515,006d,"Kommerzijlsterrijte, Kommerzijlsterdiep en Niezijlsterdiep",,6.848,Oude Riet,NBV,,,47237,,,POINT (53.271000001999994 6.339600001000008)
aansluiting.1516,232,Hoge Vaart,,19.498,Priemtocht,NBV,,,47296,,,POINT (52.32189999899998 5.405599999999993)
aansluiting.1517,009,Boterdiep,,16.959,Hoogepandstermaar,NVW,,,47332,,,POINT (53.35640000199999 6.641800000999979)
aansluiting.1518,025,Vaarweg van Franeker naar Berlikum,,1.197,Oosterstadsgracht (met passantenhaven),NBV,,,47350,,,POINT (53.186500002 5.548500000999979)
aansluiting.1519,093,Zwanendiep en Vollenhoverkanaal,,12.122,Aansluiting naar camping De Sas,NBV,,,47355,,,POINT (52.723999999 5.956799998999998)
aansluiting.1520,032,Stroomkanaal naar de Friese Sluis te Zoutkamp,,6.649,Aftakking van de Lauwers,NBV,,,47371,,,POINT (53.27120000100001 6.255499999999984)
aansluiting.1521,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,21.049,Uitwateringskanaal stuw,NVW,,,47373,,,POINT (53.00800000100003 7.157000002000018)
aansluiting.1522,615,Tophaven,,0.135,It Ges (met jachthaven),NBV,,,47392,,,POINT (53.02289999999999 5.690999999999974)
aansluiting.1523,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,56.674,Zandwinplas,NVW,,,47394,,,POINT (51.25429999800002 6.007599997999989)
aansluiting.1524,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,,10.686,Ouddiep,NVW,,,47405,,,POINT (53.05459999999999 5.9235999989999755)
aansluiting.1525,087,Stadsgrachten en havens te Zwolle,,2.816,Nieuwe Vecht,NBV,,,47461,,,POINT (52.51199999800002 6.103999998000006)
aansluiting.1526,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,20.131,Voortzetting Dokkumer-Grootdiep,NBV,,,47467,,,POINT (53.32479999999998 5.993500002000019)
aansluiting.1527,034b,Eernewoudsterwijd,,1.365,It Wijd  ( Oph.brug over invaart),GEB,,,47483,,,POINT (53.13380000000001 5.951099999000007)
aansluiting.1528,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,1.706,Pietersplas (met JH),NBV,,,47568,,,POINT (50.82539999900001 5.697799998999983)
aansluiting.1529,236,"Zaan, Tap- of Tochtsloot, Markervaart en Alkmaardermeer",,1.6,Toegang polder Oostzaan,GEB,,,47629,,,POINT (52.431400000999986 4.831900001000008)
aansluiting.1530,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,14.564,Waterinlaatkanaal stuw,NVW,,,47740,,,POINT (53.06049999999999 7.1259999979999975)
aansluiting.1531,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,43.449,Druten (ontzanding),NVW,,,47784,,,POINT (51.89920000000001 5.6329000000000065)
aansluiting.1532,232c,Hoge Dwarsvaart,,3.674,Recreatieterrein Harderwold,NBV,,,47848,,,POINT (52.375999998 5.612900000000025)
aansluiting.1533,231b,Larservaart,,6.616,Plas in Larserbos,GEB,,,47889,,,POINT (52.440400001 5.563700002000019)
aansluiting.1534,113,Spui en Beningen,,12.113,Havenkanaal Goudswaard,NBV,,,47908,,,POINT (51.80400000100002 4.279300001000024)
aansluiting.1535,028,"Wijde Greuns, Tijnje, Nieuwe Kanaal en Zuiderstadsgracht te Leeuwarden",,1.33,"De Nieuwe Leeuwarder Jachthaven, 3e invaart",NBV,,,47914,,,POINT (53.19889999899999 5.831500000999995)
aansluiting.1536,021b,"Vaargeul naar Grouw, Rechte Grouw",,1.91,Kromme Grou,NBV,,,47943,,,POINT (53.0942 5.822299998000005)
aansluiting.1537,078,"Binnengracht (w. gedeelte), Verbindingskanaal en Buitengracht te Coevorden",,0.505,Afwateringskanaal,NBV,,,47945,,,POINT (52.659400000999995 6.733899999000016)
aansluiting.1538,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,48.092,Zandgat Gorssel,NBV,,,47982,,,POINT (52.192200001 6.156900000000007)
aansluiting.1539,232,Hoge Vaart,,23.973,Bloesemtocht,NVW,,,47987,,,POINT (52.34380000099998 5.4605999999999995)
aansluiting.1540,406a,"Mond van de Dollard, Groote Gat en Buiten A",,17.971,Nieuwe Buitengeul van Reiderland,NVW,,,48040,,,POINT (53.24370000099998 7.174500000000023)
aansluiting.1541,020,Noord-Willemskanaal,,25.381,Keersluis Water langs Hoornse Meer,NVW,,,48042,,,POINT (53.18829999899998 6.565900001999978)
aansluiting.1542,150d,Gat van de Kerksloot,,1.216,Keesjes Killeke,NBV,,,48128,,,POINT (51.72830000099998 4.782400000999985)
aansluiting.1543,060,Lemmer - Delfzijl,,4.8,Feansterfeart,NBV,,,48150,,,POINT (53.22260000199998 6.147399999000015)
aansluiting.1544,134,Kanaal door Walcheren,,7.699,Uitwateringsgeul Gemaal Boreel,NVW,,,48173,,,POINT (51.49199999899997 3.6094999979999898)
aansluiting.1545,110b,Sionssloot en Moldiep,,0.838,Aansluiting met ligplaatsen,NBV,,,48217,,,POINT (51.80939999999998 4.746300001000009)
aansluiting.1546,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,20.45,Dreefleiding (brug over invaart),NVW,,,48224,,,POINT (52.9615 6.977000002000011)
aansluiting.1547,034a,Folkertssloot,,0.652,Sanemar,GEB,,,48353,,,POINT (53.124600000999976 5.926199999000005)
aansluiting.1548,005,Aduarderdiep (bezuiden het Van Starkenborghkanaal),,1.487,"De Lindt (brug over invaart,ligplaats)",NBV,,,48358,,,POINT (53.24659999800002 6.480500000999996)
aansluiting.1549,056a,Heeger Var,,0.9,Noordvaart door Heeg,NBV,,,48373,,,POINT (52.96880000099998 5.614599999000006)
aansluiting.1550,081,Kanaal Zutphen-Enschede van de Twenthekanalen,,22.972,Schipbeek,NVW,,,48391,,,POINT (52.19540000000001 6.505100001000017)
aansluiting.1551,204,"Laeck, Spriet, Warmonderleede en Oegstgeesterkanaal",,2.195,Kruissloot,NBV,,,48435,,,POINT (52.19830000000002 4.511000000000024)
aansluiting.1552,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,26.594,Hoenkoopse Boezem,NVW,,,48453,,,POINT (52.01419999799998 4.807000000000016)
aansluiting.1553,234,Noordhollandsch Kanaal,,66.659,Scheidingsvliet,NVW,,,48505,,,POINT (52.837800000000016 4.753800001000002)
aansluiting.1554,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,27.743,De Jordaan (met gemaal),NBV,,,48510,,,POINT (53.301800001000004 5.896899997999981)
aansluiting.1555,014,Termunterzijldiep,,18.583,Waterinlaatkanaal gemaal Rozema,NVW,,,48524,,,POINT (53.300900001 7.036099999999976)
aansluiting.1556,092a,Arembergergracht,,5.017,Vaarweg naar Toppenkolkje,NBV,,,48533,,,POINT (52.66360000100002 6.05469999799999)
aansluiting.1557,008,Winsumerdiep,,5.805,Omsnijdingskanaal,NBV,,,48571,,,POINT (53.332600001 6.506999999000016)
aansluiting.1558,013,"Winschoterdiep, Rensel en havens te Winschoten",,20.35,Muntendammerdiep (met passantenhaven),NBV,,,48576,,,POINT (53.162099997999974 6.862199998999984)
aansluiting.1559,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,3.467,Gemaal Lageland,NVW,,,48851,,,POINT (53.235199998999974 6.700800001999994)
aansluiting.1560,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,145.023,Loonse Waard,NBV,,,48889,,,POINT (51.78669999900001 5.69530000200001)
aansluiting.1561,240,Vaart van Edam naar Purmerend,,3.2,Voorhaven,NBV,,,48891,,,POINT (52.51359999900001 5.059099998000022)
aansluiting.1562,227a1,"'s-Gravelandsevaart, Drecht en Loosdrechtse Plassen",,8.337,"Recreatiecentrum Mijnden, insteekhaven",NVW,,,48907,,,POINT (52.20169999799998 5.025899998999989)
aansluiting.1563,109a,Ruigt of Reugt,,8.466,Zuidergat van den Visschen,NBV,,,49019,,,POINT (51.737300000999994 4.742699999000024)
aansluiting.1564,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,204.634,Uitwateringskanaal Gemaal Hagoort,NVW,,,49044,,,POINT (51.71260000000001 5.011900000000026)
aansluiting.1565,022,Van Harinxmakanaal,,8,Arumervaart,NBV,,,49067,,,POINT (53.17990000200001 5.527600001999986)
aansluiting.1566,124a,Donge en Noordergat,,4.263,Voedingskanaal Dongecentrale,NVW,,,49076,,,POINT (51.69379999900002 4.846400000000017)
aansluiting.1567,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,106.589,Buiten Giessen (Peulensluis),NBV,,,49085,,,POINT (51.819200002 4.826599999999985)
aansluiting.1568,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,60.238,Ontzanding Kessel-Eik,NBV,,,49086,,,POINT (51.274700000999985 6.0315000009999835)
aansluiting.1569,131,Westerschelde,,8.443,Waaslandkanaal,NBV,,,49158,,,POINT (51.26650000000001 4.303899999999999)
aansluiting.1570,029,"Ouddeel, Groote Wielen, Rijperkerkstervaart",,6.355,Kleine Wielen,GEB,,,49175,,,POINT (53.22199999899999 5.878699998999991)
aansluiting.1571,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,23.406,Waterinlaatkanaal stuw,NVW,,,49186,,,POINT (52.987500001 7.163199997999982)
aansluiting.1572,220c,"Oosterdok, Oude Schans-Zwanenburgwal-Amstel",,0.544,Waalseilandsgracht,NBV,,,49205,,,POINT (52.372000001 4.906199999000023)
aansluiting.1573,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,32.859,Oudkerkstervaart,NBV,,,49220,,,POINT (53.27499999899999 5.838799998000013)
aansluiting.1574,089,Kanaal Beukers-Steenwijk,,9.775,Thijssengracht,NBV,,,49252,,,POINT (52.74419999899999 6.0764000010000245)
aansluiting.1575,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,61.251,Tas- of Huilbeek,NVW,,,49258,,,POINT (51.28159999799999 6.040899998999976)
aansluiting.1576,218,Ringvaart van de Haarlemmermeerpolder (noordelijk gedeelte),,5.265,Fuikvaart,NVW,,,49288,,,POINT (52.372900001999994 4.672200002000011)
aansluiting.1577,206,Oude Rijn,,28.773,Vliet,NBV,,,49292,,,POINT (52.087099998999975 4.7406999990000145)
aansluiting.1578,041,Zijlroede naar Joure,,1,Noordbroekstervaart,NBV,,,49327,,,POINT (52.97710000000001 5.777699999999982)
aansluiting.1579,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,2.261,Kromme IJssel (Enge IJssel),NBV,,,49350,,,POINT (52.015600000000006 5.0753999990000125)
aansluiting.1580,095,Urkervaart,,12.89,De Zuidert,NVW,,,49359,,,POINT (52.70749999999998 5.763599999000007)
aansluiting.1581,206a,"Ziende, Ziendevaart en Nieuwkoopse Plassen",,11.226,Meije Wetering,GEB,,,49360,,,POINT (52.15050000000002 4.830200002000026)
aansluiting.1582,127a,Steenbergsche Haven,,1.117,Uitwateringsgeul gemaal Leurschans,NVW,,,49383,,,POINT (51.59870000199999 4.308200001999978)
aansluiting.1583,095,Urkervaart,,4.973,Uitwatering Vormtocht,NVW,,,49386,,,POINT (52.67009999999999 5.665199998999981)
aansluiting.1584,064,Franekervaart,,3.404,Oudemeer,NBV,,,49439,,,POINT (53.15529999900002 5.615899999000021)
aansluiting.1585,089,Kanaal Beukers-Steenwijk,,2.046,"Toegang tot het Belterwijde (w.gedeelte), brug over invaart",GEB,,,49447,,,POINT (52.67920000100003 6.090500001000009)
aansluiting.1586,034c,Kruisdobbe en Geeuw,,2.231,Djippegat,NBV,,,49548,,,POINT (53.10900000100003 5.920600001000025)
aansluiting.1587,065,Bolswardertrekvaart,,12.179,Vaart naar Iens,NBV,,,49554,,,POINT (53.11930000000001 5.609399999999994)
aansluiting.1588,150t,Stuwkanaal Lith,,0.735,Toeleidingskanaal Waterkrachtcentrale,NVW,,,49565,,,POINT (51.81019999799997 5.456099998000013)
aansluiting.1589,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,105.239,Gat van Uiterwijk,NVW,,,49567,,,POINT (52.53900000099998 5.944099999999992)
aansluiting.1590,136,Haven van Goes,,4.717,"Het Goese Meer (drempel op -0,90m).",NBV,,,49596,,,POINT (51.522100002 3.8935000000000173)
aansluiting.1591,225e,Lekkanaal,,1.984,Uitwatering Schalkwijkse Wetering,NVW,,,49648,,,POINT (52.021600001000024 5.113200000999996)
aansluiting.1592,246,Slootvaart,,0.685,Schagertocht,NBV,,,49673,,,POINT (52.815800000000024 4.986200000999986)
aansluiting.1593,225,Amsterdam-Rijnkanaal,,21.762,Uitwateringskanaal,NVW,,,49723,,,POINT (52.20490000000001 5.00079999899998)
aansluiting.1594,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,44.979,Stuwkanaal Nieuwe Aa,NVW,,,49746,,,POINT (51.46550000100001 5.694099999999992)
aansluiting.1595,022,Van Harinxmakanaal,,35.282,Sanding,NBV,,,49778,,,POINT (53.169899999999984 5.889600001000019)
aansluiting.1596,231b,Larservaart,,5.767,Vogeltocht,NVW,,,49810,,,POINT (52.44640000200002 5.556299998999975)
aansluiting.1597,109,Vaarweg Spijkerboor-Werkendam,,6.301,Benedenmond vaarweg om Nerzienplaatje,NBV,,,49830,,,POINT (51.76370000100002 4.861400000999993)
aansluiting.1598,150j,Sluis Borgharen,,6.554,Maas; Borgharen naar Ohe en Laak (Zie: bijz. algemeen),NBV,,,49834,,,POINT (50.8682 5.699299999000004)
aansluiting.1599,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,69.281,Recreatieplas Redichemse Waard,GEB,,,49839,,,POINT (51.973599999999976 5.228000000000009)
aansluiting.1600,032,Stroomkanaal naar de Friese Sluis te Zoutkamp,,10.5,Toeleidingskanaal naar uitwateringssluis (met trailerhelling,NVW,,,49898,,,POINT (53.29930000000002 6.2742000000000075)
aansluiting.1601,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,69.739,Boschbeek,NVW,,,49900,,,POINT (51.33419999900002 6.11719999799999)
aansluiting.1602,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,2.182,Nieuwe Keizersgracht,NBV,,,49917,,,POINT (52.36450000100001 4.901900001000001)
aansluiting.1603,080,Kanaal Almelo-De Haandrik (Overijsselsch Kanaal) en Coevorden-Vechtkanaal,,32.893,Afwateringskanaal,NVW,,,49941,,,POINT (52.62730000200003 6.707400001999986)
aansluiting.1604,105,Linge,,14.842,Aansluiting woonwijk,NBV,,,49945,,,POINT (51.888300001999994 5.096400000000017)
aansluiting.1605,113,Spui en Beningen,,10.717,Uitwateringsgeul Piershil,NVW,,,49960,,,POINT (51.80359999799998 4.2982000000000085)
aansluiting.1606,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,10.775,Noordelijke mond afgesneden bocht,NBV,,,49966,,,POINT (52.18919999899998 4.5230999999999995)
aansluiting.1607,064,Franekervaart,,2.557,Baijumer Opvaart,NBV,,,49997,,,POINT (53.161499999 5.611699998000006)
aansluiting.1608,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,4.468,Vaarweg om twee eilandjes bezuiden Catharinapolder,NBV,,,50059,,,POINT (51.749600000999976 4.750500000999978)
aansluiting.1609,212b3,Vaarweg van het Westerdok naar de Amstel,,1.728,Looiersgracht,NBV,,,50092,,,POINT (52.368799998999975 4.882599997999989)
aansluiting.1610,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,19.037,Geysman (2e) invaart,NBV,,,50114,,,POINT (51.92920000100003 4.108600002000003)
