FID,ID,NAAM,X,Y,LINK,DD_BIJGEWERKT,DD_BRONBESTAND,GEOMETRIE
MOB_P_GEHANDICAPTEN.61,61,Sint Jorisstraat 30,51.845708,5.871367,,2023-02-02,2022-03-24,POINT (188362.792051825 428680.939228097)
MOB_P_GEHANDICAPTEN.62,62,Molenpoortdak,51.844403,5.864086,,2023-02-02,2022-03-24,POINT (187862.031691527 428532.434187131)
MOB_P_GEHANDICAPTEN.63,63,Oranjesingel 1,51.841303,5.861844,,2023-02-02,2022-03-24,POINT (187709.790354496 428186.536150357)
MOB_P_GEHANDICAPTEN.64,64,Nassausingel,51.843625,5.857119,,2023-02-02,2022-03-24,POINT (187382.500878893 428442.74981432)
MOB_P_GEHANDICAPTEN.65,65,Nassausingel,51.843267,5.858117,,2023-02-02,2022-03-24,POINT (187451.531666063 428403.366436281)
MOB_P_GEHANDICAPTEN.66,66,Oranjesingel 1,51.842316,5.864535,,2023-02-02,2022-03-24,POINT (187894.497407121 428300.451240411)
MOB_P_GEHANDICAPTEN.67,67,Molenpoortdak,51.844153,5.862825,,2023-02-02,2022-03-24,POINT (187775.319246112 428504.051041339)
MOB_P_GEHANDICAPTEN.68,68,Mariënburgsestraat,51.845628,5.867697,,2023-02-02,2022-03-24,POINT (188109.961504705 428670.359659578)
MOB_P_GEHANDICAPTEN.69,69,Mariënburgsestraat,51.845697,5.867964,,2023-02-02,2022-03-24,POINT (188128.308962728 428678.157896023)
MOB_P_GEHANDICAPTEN.70,70,Klein Marënburg,51.844875,5.867525,,2023-02-02,2022-03-24,POINT (188098.663298637 428586.507341885)
MOB_P_GEHANDICAPTEN.71,71,Keizer Karelplein,51.842272,5.86055,,2023-02-02,2022-03-24,POINT (187619.913304721 428293.758939004)
MOB_P_GEHANDICAPTEN.72,72,Gerard Noodtstraat,51.844686,5.870028,,2023-02-02,2022-03-24,POINT (188271.28095102 428566.623951469)
MOB_P_GEHANDICAPTEN.73,73,Doddendaal 20,51.84628,5.86087,,2023-02-02,2022-03-24,POINT (187639.058158597 428739.8071516)
MOB_P_GEHANDICAPTEN.74,74,Berg en Dalseweg 4,51.842261,5.870597,,2023-02-02,2022-03-24,POINT (188312.285079365 428297.094988799)
MOB_P_GEHANDICAPTEN.75,75,Graafseweg,51.841464,5.858264,,2023-02-02,2022-03-24,POINT (187462.962151261 428202.841874861)
MOB_P_GEHANDICAPTEN.76,76,Waalkade,51.848903,5.869722,,2023-02-02,2022-03-24,POINT (188247.078920963 429035.64008472)
MOB_P_GEHANDICAPTEN.77,77,Waalkade,51.849869,5.863753,,2023-02-02,2022-03-24,POINT (187835.096011911 429140.395811551)
MOB_P_GEHANDICAPTEN.78,78,Smidstraat 2,51.848167,5.863828,,2023-02-02,2022-03-24,POINT (187841.505864646 428951.076068575)
MOB_P_GEHANDICAPTEN.79,79,Ridderstraat-Stockumstraat,51.847261,5.867692,,2023-02-02,2022-03-24,POINT (188108.415419857 428852.034463568)
MOB_P_GEHANDICAPTEN.80,80,Oude Haven 102,51.849697,5.861578,,2023-02-02,2022-03-24,POINT (187685.361605202 429120.279217442)
MOB_P_GEHANDICAPTEN.81,81,Nieuwe Markt,51.84845,5.857072,,2023-02-02,2022-03-24,POINT (187375.790357767 428979.52779854)
MOB_P_GEHANDICAPTEN.82,82,Lange Brouwerstraat,51.848656,5.862125,,2023-02-02,2022-03-24,POINT (187723.807633847 429004.710483313)
MOB_P_GEHANDICAPTEN.83,83,van Broeckhujsenstraat 19,51.8439512,5.8670999,,2023-02-02,2022-03-24,POINT (188070.049180701 428483.53769033)
MOB_P_GEHANDICAPTEN.84,84,van Broeckhuijsenstraat 52,51.8436295,5.8656612,,2023-02-02,2022-03-24,POINT (187971.144207121 428447.093388875)
MOB_P_GEHANDICAPTEN.85,85,van Schevichavenstraat 7,51.843188,5.865812,,2023-02-02,2022-03-24,POINT (187981.859469226 428398.043409362)
MOB_P_GEHANDICAPTEN.86,86,van Welderenstraat 3,51.8436295,5.8656612,,2023-02-02,2022-03-24,POINT (187971.144207121 428447.093388875)
MOB_P_GEHANDICAPTEN.87,87,van Welderenstraat 11,51.843395,5.864694,,2023-02-02,2022-03-24,POINT (187904.665533613 428420.565839949)
MOB_P_GEHANDICAPTEN.88,88,van Welderenstraat 91,51.843016,5.863048,,2023-02-02,2022-03-24,POINT (187791.514582468 428377.656371862)
MOB_P_GEHANDICAPTEN.89,89,van Welderenstraat 129,51.843068,5.86124,,2023-02-02,2022-03-24,POINT (187666.88511453 428382.626886615)
MOB_P_GEHANDICAPTEN.90,90,Wilhelminasingel,51.841481,5.863,,2023-02-02,2022-03-24,POINT (187789.325218364 428206.860490283)
MOB_P_GEHANDICAPTEN.91,91,Sint Anthoniusplaats,51.848111,5.867664,,2023-02-02,2022-03-24,POINT (188105.860692671 428946.587252137)
MOB_P_GEHANDICAPTEN.92,92,Leuvensbroek 3020,51.831511,5.778131,,2023-02-02,2022-03-24,POINT (181946.641383402 427062.756179667)
MOB_P_GEHANDICAPTEN.93,93,Leuvensbroek 1018,51.831867,5.780242,,2023-02-02,2022-03-24,POINT (182091.93687521 427103.148129348)
MOB_P_GEHANDICAPTEN.94,94,Leuvensbroek 1036,51.831077,5.780061,,2023-02-02,2022-03-24,POINT (182079.936028019 427015.189914005)
MOB_P_GEHANDICAPTEN.95,95,Horstacker 1504,51.833475,5.793413,,2023-02-02,2022-03-24,POINT (182998.796954731 427287.040745129)
MOB_P_GEHANDICAPTEN.96,96,Horstacker 1599,51.834232,5.793917,,2023-02-02,2022-03-24,POINT (183033.064327606 427371.454468328)
MOB_P_GEHANDICAPTEN.97,97,Horstacker 1644,51.834385,5.793696,,2023-02-02,2022-03-24,POINT (183017.736647727 427388.391039466)
MOB_P_GEHANDICAPTEN.98,98,Horstacker 1612,51.734728,5.793549,,2023-02-02,2022-03-24,POINT (183069.580505655 416301.176484164)
MOB_P_GEHANDICAPTEN.99,99,Goffertweg 19,51.828288,5.837857,,2023-02-02,2022-03-24,POINT (186065.730321647 426728.039833403)
MOB_P_GEHANDICAPTEN.100,100,Malvert 7120A,51.809297,5.807887,,2023-02-02,2022-03-24,POINT (184012.007703292 424602.828369659)
MOB_P_GEHANDICAPTEN.101,101,Meijhorst 7121,51.811158,5.801796,,2023-02-02,2022-03-24,POINT (183590.771754345 424807.455874518)
MOB_P_GEHANDICAPTEN.102,102,Tolhuis 6403,51.820888,5.791415,,2023-02-02,2022-03-24,POINT (182868.872750037 425885.919275802)
MOB_P_GEHANDICAPTEN.103,103,Stijn Buysstraat 104,51.83899,5.8595,,2023-02-02,2022-03-24,POINT (187549.928788268 427928.153702155)
MOB_P_GEHANDICAPTEN.104,104,Prof. Bromstraat 2k1,51.827264,5.870561,,2023-02-02,2022-03-24,POINT (188320.903701748 426628.611065981)
MOB_P_GEHANDICAPTEN.105,105,Prof. Molkenboerstraat 26a,51.829868,5.868245,,2023-02-02,2022-03-24,POINT (188159.331310561 426917.25499326)
MOB_P_GEHANDICAPTEN.106,106,van Rosenburgweg 52,51.822265,5.788998,,2023-02-02,2022-03-24,POINT (182701.384359439 426038.191025701)
MOB_P_GEHANDICAPTEN.107,107,van Schuylenburgweg 101,51.823088,5.791584,,2023-02-02,2022-03-24,POINT (182879.162447178 426130.742517236)
MOB_P_GEHANDICAPTEN.108,108,weg door Jonkerbosch 100a,51.8172,5.829727,,2023-02-02,2022-03-24,POINT (185512.80897542 425491.014071143)
MOB_P_GEHANDICAPTEN.109,109,weg door Jonkerbosch 90,51.820515,5.830802,,2023-02-02,2022-03-24,POINT (185584.679996062 425860.271634628)
MOB_P_GEHANDICAPTEN.110,110,Jonagoldstraat 57,51.879186,5.838245,,2023-02-02,2022-03-24,POINT (186057.318226573 432390.807200903)
MOB_P_GEHANDICAPTEN.111,111,Wijchenseweg 190,51.82544,5.802775,,2023-02-02,2022-03-24,POINT (183649.197159766 426396.766993434)
MOB_P_GEHANDICAPTEN.112,112,Wijchenseweg 182,51.825296,5.801624,,2023-02-02,2022-03-24,POINT (183569.940312906 426380.293017357)
MOB_P_GEHANDICAPTEN.113,113,Wijchenseweg 174,51.825179,5.800015,,2023-02-02,2022-03-24,POINT (183459.091846298 426366.644573355)
MOB_P_GEHANDICAPTEN.114,114,Wijchenseweg 160,51.824989,5.798689,,2023-02-02,2022-03-24,POINT (183367.798557581 426344.987548056)
MOB_P_GEHANDICAPTEN.115,115,Wijchenseweg 156,51.824837,5.798185,,2023-02-02,2022-03-24,POINT (183333.148849157 426327.880208785)
MOB_P_GEHANDICAPTEN.116,116,Valkenaerhof 27,51.824492,5.794151,,2023-02-02,2022-03-24,POINT (183055.26209834 426287.931485612)
MOB_P_GEHANDICAPTEN.117,117,Valkenaerhof 69,51.824492,5.794151,,2023-02-02,2022-03-24,POINT (183055.26209834 426287.931485612)
MOB_P_GEHANDICAPTEN.118,118,Valkenaerhof 101,51.824852,5.796555,,2023-02-02,2022-03-24,POINT (183220.768158001 426328.91433719)
MOB_P_GEHANDICAPTEN.119,119,Zwanenveld 8403,51.823429,5.794183,,2023-02-02,2022-03-24,POINT (183058.130569219 426169.681019395)
MOB_P_GEHANDICAPTEN.120,120,Zwanenveld 80-20,51.824144,5.798138,,2023-02-02,2022-03-24,POINT (183330.344736744 426250.762957697)
MOB_P_GEHANDICAPTEN.121,121,Zwanenveld 66-01,51.822401,5.796416,,2023-02-02,2022-03-24,POINT (183212.721239616 426056.177228285)
MOB_P_GEHANDICAPTEN.122,122,Zwanenveld 66-02,51.822741,5.797069,,2023-02-02,2022-03-24,POINT (183257.527770517 426094.257396682)
MOB_P_GEHANDICAPTEN.123,123,Tolhuis 44-46,51.818264,5.789156,,2023-02-02,2022-03-24,POINT (182714.739679403 425593.124865254)
MOB_P_GEHANDICAPTEN.124,124,Tolhuis 67-81,51.820602,5.789363,,2023-02-02,2022-03-24,POINT (182727.572666865 425853.315230072)
MOB_P_GEHANDICAPTEN.125,125,Tolhuis 66-01,51.821049,5.790121,,2023-02-02,2022-03-24,POINT (182779.557945302 425903.335359326)
MOB_P_GEHANDICAPTEN.126,126,Tolhuis 64-21,51.820771,5.791418,,2023-02-02,2022-03-24,POINT (182869.151994842 425872.903733399)
MOB_P_GEHANDICAPTEN.127,127,Tolhuis 63-01,51.82104,5.792254,,2023-02-02,2022-03-24,POINT (182926.623763276 425903.152151628)
MOB_P_GEHANDICAPTEN.128,128,Meijhorst 64-39,51.813902,5.797008,,2023-02-02,2022-03-24,POINT (183258.867988448 425110.86196459)
MOB_P_GEHANDICAPTEN.129,129,Meijhorst 70-11,51.811908,5.8000204,,2023-02-02,2022-03-24,POINT (183467.851750801 424890.198610881)
MOB_P_GEHANDICAPTEN.130,130,Meijhorst 70-43,51.812008,5.800824,,2023-02-02,2022-03-24,POINT (183523.204056568 424901.639254915)
MOB_P_GEHANDICAPTEN.131,131,Meijhorst 70-31,51.811232,5.801801,,2023-02-02,2022-03-24,POINT (183591.069589948 424815.690605879)
MOB_P_GEHANDICAPTEN.132,132,Weezenhof 55-02,51.802394,5.807117,,2023-02-02,2022-03-24,POINT (183963.343220422 423834.538472848)
MOB_P_GEHANDICAPTEN.133,133,Malvert 82-15,51.809322,5.813144,,2023-02-02,2022-03-24,POINT (184374.530816817 424607.722618682)
MOB_P_GEHANDICAPTEN.134,134,Lankforst 54-03,51.815689,5.803575,,2023-02-02,2022-03-24,POINT (183710.564002449 425312.247820353)
MOB_P_GEHANDICAPTEN.135,135,Lankforst 53-55,51.816482,5.804072,,2023-02-02,2022-03-24,POINT (183744.327749862 425400.668552969)
MOB_P_GEHANDICAPTEN.136,136,Lankforst 53-54,51.815974,5.80392,,2023-02-02,2022-03-24,POINT (183734.171108692 425344.091547986)
MOB_P_GEHANDICAPTEN.137,137,Meijhorst 70-01,51.811134,5.800773,,2023-02-02,2022-03-24,POINT (183520.240497339 424804.383587559)
MOB_P_GEHANDICAPTEN.138,138,Oude Dukenburgseweg 303 (1),51.820521,5.798228,,2023-02-02,2022-03-24,POINT (183338.829333459 425847.725643896)
MOB_P_GEHANDICAPTEN.139,139,Oude Dukenburgseweg 303(2),51.817775,5.809075,,2023-02-02,2022-03-24,POINT (184088.460478407 425546.511416017)
MOB_P_GEHANDICAPTEN.140,140,Zwanenveld 61-02,51.820521,5.798228,,2023-02-02,2022-03-24,POINT (183338.829333459 425847.725643896)
MOB_P_GEHANDICAPTEN.141,141,Zwanenveld 66-06,51.821043,5.798477,,2023-02-02,2022-03-24,POINT (183355.668208245 425905.8972947)
MOB_P_GEHANDICAPTEN.142,142,Zwanenveld 62-25,51.820678,5.797978,,2023-02-02,2022-03-24,POINT (183321.494084641 425865.094959566)
MOB_P_GEHANDICAPTEN.143,143,Zwanenveld 66-51,51.822298,5.794701,,2023-02-02,2022-03-24,POINT (183094.547957816 426044.053232632)
MOB_P_GEHANDICAPTEN.144,144,Couwenbergstraat 53,51.805579,5.826715,,2023-02-02,2022-03-24,POINT (185312.947356299 424196.876916391)
MOB_P_GEHANDICAPTEN.145,145,Couwenbergstraat 37,51.804992,5.827394,,2023-02-02,2022-03-24,POINT (185360.172706952 424131.854779789)
MOB_P_GEHANDICAPTEN.146,146,Couwenbergstraat 28,51.806938,5.825655,,2023-02-02,2022-03-24,POINT (185238.92831179 424347.628415857)
MOB_P_GEHANDICAPTEN.147,147,Couwenbergstraat 150,51.807112,5.824866,,2023-02-02,2022-03-24,POINT (185184.396984129 424366.658342237)
MOB_P_GEHANDICAPTEN.148,148,Couwenbergstraat 150a,51.807384,5.824439,,2023-02-02,2022-03-24,POINT (185154.766250179 424396.741910059)
MOB_P_GEHANDICAPTEN.149,149,Couwenbergstraat 137,51.807564,5.823186,,2023-02-02,2022-03-24,POINT (185068.23164707 424416.248097273)
MOB_P_GEHANDICAPTEN.150,150,van Hogendorpstraat 126,51.0809194,5.828601,,2023-02-02,2022-03-24,POINT (185931.412102238 343579.231021084)
MOB_P_GEHANDICAPTEN.151,151,Ruys de Beerenbroukstraat 70,51.807808,5.835268,,2023-02-02,2022-03-24,POINT (185901.308648698 424448.464449383)
MOB_P_GEHANDICAPTEN.152,152,Ruys de Beerenbroukstraat 39,51.807487,5.835436,,2023-02-02,2022-03-24,POINT (185913.115078452 424412.823617038)
MOB_P_GEHANDICAPTEN.153,153,Winkelsteegseweg 78,51.813299,5.823921,,2023-02-02,2022-03-24,POINT (185115.087458903 425054.591042003)
MOB_P_GEHANDICAPTEN.154,154,Winkelsteegseweg 80,51.813505,5.823686,,2023-02-02,2022-03-24,POINT (185098.74490997 425077.411855545)
MOB_P_GEHANDICAPTEN.155,155,Broekstraat 39,51.83482,5.793968,,2023-02-02,2022-03-24,POINT (183036.213257189 427436.891513866)
MOB_P_GEHANDICAPTEN.156,156,St. Jacobslaan 61,51.821086,5.851923,,2023-02-02,2022-03-24,POINT (187040.479965929 425932.902453635)
MOB_P_GEHANDICAPTEN.157,157,St. Jacobslaan 84,51.821213,5.851368,,2023-02-02,2022-03-24,POINT (187002.125254365 425946.786971674)
MOB_P_GEHANDICAPTEN.158,158,St.Jacobslaan 139,51.821061,5.851522,,2023-02-02,2022-03-24,POINT (187012.850801489 425929.944313719)
MOB_P_GEHANDICAPTEN.159,159,Lamastraat 67,51.82528,5.845723,,2023-02-02,2022-03-24,POINT (186610.076846681 426396.782928519)
MOB_P_GEHANDICAPTEN.160,160,Goffertweg 17,51.828096,5.839308,,2023-02-02,2022-03-24,POINT (186165.886473207 426707.300758792)
MOB_P_GEHANDICAPTEN.161,161,Muntweg 209,51.829931,5.835116,,2023-02-02,2022-03-24,POINT (185875.655393674 426909.660751426)
MOB_P_GEHANDICAPTEN.162,162,Stadionplein 1,51.821333,5.83689,,2023-02-02,2022-03-24,POINT (186003.85961911 425953.858139667)
MOB_P_GEHANDICAPTEN.163,163,St. Hubertusstraat 50,51.829145,5.843454,,2023-02-02,2022-03-24,POINT (186450.955233161 426825.792884885)
MOB_P_GEHANDICAPTEN.164,164,Dobbelmanweg 118,51.81279989,5.846898,,2023-02-02,2022-03-24,POINT (186699.862830137 425008.840137185)
MOB_P_GEHANDICAPTEN.165,165,Willemsweg 34a,51.837113,5.849134,,2023-02-02,2022-03-24,POINT (186836.857055702 427714.736182693)
MOB_P_GEHANDICAPTEN.166,166,Daniëlsplein 4,51.834596,5.827989,,2023-02-02,2022-03-24,POINT (185381.231943045 427425.653785076)
MOB_P_GEHANDICAPTEN.167,167,Paul Krugerstraat 16,51.83514,5.826694,,2023-02-02,2022-03-24,POINT (185291.608763167 427485.634922753)
MOB_P_GEHANDICAPTEN.168,168,Molenweg 179,51.835639,5.830543,,2023-02-02,2022-03-24,POINT (185556.55680346 427542.762912988)
MOB_P_GEHANDICAPTEN.169,169,Molenweg 217,51.835564,5.830047,,2023-02-02,2022-03-24,POINT (185522.421956162 427534.210317366)
MOB_P_GEHANDICAPTEN.170,170,Molenweg 36,51.840824,5.839029,,2023-02-02,2022-03-24,POINT (186137.848119053 428123.217878733)
MOB_P_GEHANDICAPTEN.171,171,Molenweg 4,51.841293,5.839577,,2023-02-02,2022-03-24,POINT (186175.288552008 428175.630973205)
MOB_P_GEHANDICAPTEN.172,172,Oscar Carrestraat 102,51.845959,5.834631,,2023-02-02,2022-03-24,POINT (185831.24239353 428692.629924955)
MOB_P_GEHANDICAPTEN.173,173,Pluvierstraat 3,51.842901,5.844302,,2023-02-02,2022-03-24,POINT (186499.782063343 428356.565660646)
MOB_P_GEHANDICAPTEN.174,174,Waterstraat 146,51.848038,5.843143,,2023-02-02,2022-03-24,POINT (186416.326835344 428927.574331298)
MOB_P_GEHANDICAPTEN.175,175,Burghardt van den Berghstraat 116,51.839561,5.855542,,2023-02-02,2022-03-24,POINT (187276.743652736 427989.913198992)
MOB_P_GEHANDICAPTEN.176,176,Thijmstraat 40,51.833157,5.849147,,2023-02-02,2022-03-24,POINT (186840.551193449 427274.622618451)
MOB_P_GEHANDICAPTEN.177,177,Groenestraat 222,51.831162,5.849309,,2023-02-02,2022-03-24,POINT (186853.128857455 427052.742781992)
MOB_P_GEHANDICAPTEN.178,178,Slotemaker de Bruïneweg 272,51.829945,5.835239,,2023-02-02,2022-03-24,POINT (185884.124364892 426911.270597632)
MOB_P_GEHANDICAPTEN.179,179,Symfoniestraat 204,51.831254,5.812478,,2023-02-02,2022-03-24,POINT (184314.321418878 427047.468897793)
MOB_P_GEHANDICAPTEN.180,180,Symfoniestraat 61,51.830309,5.813235,,2023-02-02,2022-03-24,POINT (184367.117559246 426942.639862668)
MOB_P_GEHANDICAPTEN.181,181,de Gildekamp 60-18,51.831688,5.800739,,2023-02-02,2022-03-24,POINT (183504.882095143 427091.080050022)
MOB_P_GEHANDICAPTEN.182,182,St Agnetenweg 73a,51.829605,5.801642,,2023-02-02,2022-03-24,POINT (183568.446799497 426859.6929902)
MOB_P_GEHANDICAPTEN.183,183,Archimedesstraat 9,51.810004,5.845479,,2023-02-02,2022-03-24,POINT (186603.973301227 424697.169836854)
MOB_P_GEHANDICAPTEN.184,184,Heynedaalseweg 90,51.828725,5.869773,,2023-02-02,2022-03-24,POINT (188265.503098971 426790.79103035)
MOB_P_GEHANDICAPTEN.185,185,Prof. Cornelissenstraat 2,51.834053,5.866516,,2023-02-02,2022-03-24,POINT (188037.077458482 427382.062709189)
MOB_P_GEHANDICAPTEN.186,186,Cipresstraat 154,51.832077,5.886695,,2023-02-02,2022-03-24,POINT (189429.426410778 427171.596900036)
MOB_P_GEHANDICAPTEN.187,187,Kwakkenbergweg 25,51.830291,5.887783,,2023-02-02,2022-03-24,POINT (189505.788945862 426973.414833662)
MOB_P_GEHANDICAPTEN.188,188,Jo Everslaan2,51.87027,5.873325,,2023-02-02,2022-03-24,POINT (188479.425756066 431414.451012472)
MOB_P_GEHANDICAPTEN.189,189,Jo Everslaan 3,51.871522,5.874164,,2023-02-02,2022-03-24,POINT (188536.273482308 431554.127676542)
MOB_P_GEHANDICAPTEN.190,190,Qeenstraat 37b,51.871098,5.86904,,2023-02-02,2022-03-24,POINT (188183.708529191 431504.602859135)
MOB_P_GEHANDICAPTEN.191,191,Carbatinastraat 4,51.88144,5.846161,,2023-02-02,2022-03-24,POINT (186600.79818736 432644.988330657)
MOB_P_GEHANDICAPTEN.192,192,Carbatinastraat2,51.88132,5.846498,,2023-02-02,2022-03-24,POINT (186624.085940962 432631.78450056)
MOB_P_GEHANDICAPTEN.193,193,Spoorstraat 29,51.866288,5.85826,,2023-02-02,2022-03-24,POINT (187444.778254776 430964.602225832)
MOB_P_GEHANDICAPTEN.194,194,Frankrijkstraat 1,51.869784,5.864616,,2023-02-02,2022-03-24,POINT (187879.995913389 431356.403608689)
MOB_P_GEHANDICAPTEN.195,195,Hertog Eduardplein 4 ,51.862482,5.86091,,2023-02-02,2022-03-24,POINT (187630.060385011 430542.357436998)
MOB_P_GEHANDICAPTEN.196,196,Symfoniestraat 204,51.831254,5.812478,,2023-02-02,2022-03-24,POINT (184314.321418878 427047.468897793)
MOB_P_GEHANDICAPTEN.197,197,Symfoniestraat 61,51.830309,5.813235,,2023-02-02,2022-03-24,POINT (184367.117559246 426942.639862668)
MOB_P_GEHANDICAPTEN.198,198,Nieuwe Dukenburgseweg 21a,51.818733,5.818114,,2023-02-02,2022-03-24,POINT (184711.069259908 425656.751283347)
MOB_P_GEHANDICAPTEN.199,199,de Ruyterstraat 84,51.838621,5.853506,,2023-02-02,2022-03-24,POINT (187137.100479969 427884.432019032)
MOB_P_GEHANDICAPTEN.200,200,Maurice Chevalierstraat 20,51.872102,5.860992,,2023-02-02,2022-03-24,POINT (187628.727548407 431612.655837712)
MOB_P_GEHANDICAPTEN.201,201,Lentse Schoolstraat 16,51.862641,5.866091,,2023-02-02,2022-03-24,POINT (187986.819004732 430562.386928837)
MOB_P_GEHANDICAPTEN.202,202,Laauwikstraat 9,51.863537,5.865034,,2023-02-02,2022-03-24,POINT (187913.35574318 430661.59075042)
MOB_P_GEHANDICAPTEN.203,203,Laauwikstraat 4,51.862951,5.863673,,2023-02-02,2022-03-24,POINT (187820.037822847 430595.780253127)
MOB_P_GEHANDICAPTEN.204,204,Marie Curiestraat 80 (Men's health),51.813014,5.836783,,2023-02-02,2022-03-24,POINT (186002.208314399 425028.29496291)
MOB_P_GEHANDICAPTEN.205,205,Nina Simonestraat 16,51.849226,5.851114,,2023-02-02,2022-03-24,POINT (186964.714535874 429063.221755269)
MOB_P_GEHANDICAPTEN.206,206,Nina Simonestraat 140,51.849017,5.851283,,2023-02-02,2022-03-24,POINT (186976.50749373 429040.044117493)
MOB_P_GEHANDICAPTEN.207,207,Eerste oude Heselaan 268,51.844397,5.850129,,2023-02-02,2022-03-24,POINT (186900.2694629 428525.544422736)
MOB_P_GEHANDICAPTEN.208,208,Koekoekstraat 4,51.845009,5.843436,,2023-02-02,2022-03-24,POINT (186438.631864144 428590.713362978)
MOB_P_GEHANDICAPTEN.209,209,Fenikshof 6,51.845513,5.842935,,2023-02-02,2022-03-24,POINT (186403.75702759 428646.568527931)
MOB_P_GEHANDICAPTEN.210,210,Fenikshof 8,51.845539,5.842979,,2023-02-02,2022-03-24,POINT (186406.77081611 428649.480151814)
MOB_P_GEHANDICAPTEN.211,211,Voorstadslaan 21 (oude stad),51.8458538,5.853701,,2023-02-02,2022-03-24,POINT (187145.372763399 428689.193676792)
MOB_P_GEHANDICAPTEN.212,212,Dominicanenstraat 23,51.841546,5.874013,,2023-02-02,2022-03-24,POINT (188548.223044396 428219.120924227)
MOB_P_GEHANDICAPTEN.213,213,Tooropstraat 57,51.836861,5.878597,,2023-02-02,2022-03-24,POINT (188867.647943998 427700.026005808)
