MAST_NUMMER,ARMATUURTYPE_1,ARMATUURTYPE_2,ARMPLAATSINGSDATUM,LAMPPLAATSINGSDATUM,LAMPTYPENAAM
001 001627,2550 1xPLL18/24 Iris,,20140401000000,20201119000000,310024 PL-L 24W/830 4P MASTER
001 001635,KFK 1xPLL18/24 E,,20090615000000,20170406000000,310024 PL-L 24W/830 4P MASTER
001 001643,KFK LED2WELL 1600lm overeenkomst,,20200903000000,20200903000000,LED 13W 3000K 1600lm
001 001651,Furyo 1 CPO-TW 60W Dimbaar,,20140314000000,20180412000000,260060 CPO-TW 060W/728 MASTER
001 001678,KFK 1xPLL18/24 E,,20150327000000,20171204000000,310024 PL-L 24W/830 4P MASTER
001 001686,LIBRA 1xPLL36 E RAL9007,,20120509000000,20170318000000,310036 PL-L 36W/830 4P MASTER
001 001694,KFK 1xPLL18/24 E,,20160721000000,20160721000000,310024 PL-L 24W/830 4P MASTER
001 001708,Ampera Midi 32LED WW 500mA 005A1,,20190430000000,20190430000000,LED 51W 3000K 6000lm - 5100lm
001 001716,LIBRA 1xPLL24 E RAL9007,,20170930000000,20170930000000,310024 PL-L 24W/830 4P MASTER
001 001724,LIBRA 1xPLL24 E RAL9007,,20140401000000,20201120000000,310024 PL-L 24W/830 4P MASTER
001 001732,KFK 1xPLL18/24 E,,20090615000000,20170401000000,310024 PL-L 24W/830 4P MASTER
001 001740,LIBRA 2565 FORTIMO LED 24W LS6,,20120620000000,20120620000000,LED 28w Fortimo 1800 Lm 3000K
001 001759,LIBRA 1xPLL24 E RAL9007,,20141201000000,20201202000000,310024 PL-L 24W/830 4P MASTER
001 001767,2500 1xPLL24 E,,20000401000000,20170325000000,310024 PL-L 24W/830 4P MASTER
001 001783,2500 1xPLL24 E,,20020101000000,20170325000000,310024 PL-L 24W/830 4P MASTER
001 001791,BGP630 GRN 2350/NW PSD IP65 .... D9 SRG10 350mA,,20140331000000,20140331000000,LED 22W 4000K 2350lm
001 001805,KFK LED2WELL 1050lm overeenkomst,,20190615000000,20190615000000,LED 09W 3000K 1050lm
001 001813,2500 1xPLL24 E,,20020501000000,20170329000000,310024 PL-L 24W/830 4P MASTER
001 001821,KFK 1xPLL18/24 E,,20150415000000,20201109000000,310024 PL-L 24W/830 4P MASTER
001 001848,KFK 1xPLL18/24 E,,20160829000000,20160829000000,310024 PL-L 24W/830 4P MASTER
001 001856,2550 1xPLL18/24 Iris,,20160711000000,20190909000000,310024 PL-L 24W/830 4P MASTER
001 001864,KFK 1xPLL18/24 E,,20160701000000,20201207000000,310024 PL-L 24W/830 4P MASTER
001 001872,Axia 2.1 WW 5187 8 led 480mA 1400lm,,20200608000000,20200608000000,LED 13W 3000K 1400lm
001 001880,KFK LED2WELL 1200lm overeenkomst,,20190808000000,20190808000000,LED 10W 3000K 1200lm
001 001899,LIBRA 1xPLL24 E RAL9007,,20141201000000,20201208000000,310024 PL-L 24W/830 4P MASTER
001 001902,2550 1xPLL18/24 Iris,,20150901000000,20150901000000,310024 PL-L 24W/830 4P MASTER
001 001929,KFK 1xPLL18/24 E,,20160808000000,20181224000000,310024 PL-L 24W/830 4P MASTER
001 001937,LIBRA 1xPLL24 E RAL9007,,20120509000000,20170318000000,310024 PL-L 24W/830 4P MASTER
001 001953,2500 1xPLL36 E,,20090928000000,20201105000000,310036 PL-L 36W/830 4P MASTER
001 001961,Axia 2.1 WW 5187 8 led 480mA 1400lm,,20200608000000,20200608000000,LED 13W 3000K 1400lm
001 001988,LIBRA 1xPLL24 E RAL9007,,20120509000000,20170317000000,310024 PL-L 24W/830 4P MASTER
001 001996,2550 1xPLL18/24 Iris,,20160905000000,20160905000000,310024 PL-L 24W/830 4P MASTER
001 002003,RMB 1xPLL 24W E,,19970601000000,20191220000000,310024 PL-L 24W/830 4P MASTER
001 002038,KFK 1xPLL18/24 E,,20150901000000,20150901000000,310024 PL-L 24W/830 4P MASTER
001 002046,KFK 1xPLL18/24 E,,20140401000000,20201119000000,310024 PL-L 24W/830 4P MASTER
001 002054,BGP630 LED22/830 PSD DW50 2200lm 3000k,,20190601000000,20190601000000,LED 19W 3000K 2200m
001 002062,LIBRA 24LED WW RAL9007,,20161201000000,20161201000000,LED 24W 3000K 2650lm
001 002089,KFK 1xPLL18/24 E,,20150901000000,20150901000000,310024 PL-L 24W/830 4P MASTER
001 002097,KFK LED2WELL 1600lm,,20160701000000,20160701000000,LED 15W 3000K 1600lm
001 002100,LIBRA 20LED WW RAL9007,,20180601000000,20180601000000,LED 19W 3000K 2200m
001 002119,2500 1xPLL24 E,,20050301000000,20201106000000,310024 PL-L 24W/830 4P MASTER
001 002127,KFK 1xPLL18/24 E,,20170930000000,20170930000000,310024 PL-L 24W/830 4P MASTER
001 002135,KFK 1xPLL18/24 E,,20141031000000,20170401000000,310024 PL-L 24W/830 4P MASTER
001 002151,LIBRA 1xPLL24 E RAL9007,,20120815000000,20201116000000,310024 PL-L 24W/830 4P MASTER
001 002178,KFK 1xPLL18/24 E,,20160905000000,20160905000000,310024 PL-L 24W/830 4P MASTER
001 002186,Furyo 1 1xCPO-TW45W,,20140301000000,20180412000000,260045 CPO-TW 045W/628 MASTER
001 002194,KFK 1xPLL18/24 E,,20101212000000,20160211000000,310024 PL-L 24W/830 4P MASTER
001 002208,KFK 1xPLL18/24 E,,20160817000000,20160817000000,310024 PL-L 24W/830 4P MASTER
001 002216,Axia 2.1 WW 5187 8 led 690mA 2000lm,,20190215000000,20190215000000,LED 18W 3000K 2000lm
001 002224,BGP630 GRN 2350/NW PSD IP65 .... D9 SRG10 350mA,,20140331000000,20140331000000,LED 22W 4000K 2350lm
001 002232,2500 1xPLL24 E,,20060401000000,20201116000000,310024 PL-L 24W/830 4P MASTER
001 002240,RMB 1xPLL 18W C,,19900101000000,20190613000000,310018 PL-L 18W/830 4P MASTER
001 002259,2550 1xPLL18/24 Iris,,20150901000000,20150901000000,310024 PL-L 24W/830 4P MASTER
001 002275,2500 1xPLL55 E,,20000101000000,20201112000000,310055 PL-L 55W/830 4P MASTER
001 002283,KFK 1xPLL18/24 E,,20150901000000,20150901000000,310024 PL-L 24W/830 4P MASTER
001 002291,2500 1xPLL24 E,,20020101000000,20170404000000,310024 PL-L 24W/830 4P MASTER
001 002305,Furyo 2 CPO-TW 60W,,20140331000000,20180412000000,260060 CPO-TW 060W/728 MASTER
001 002313,LIBRA 1xPLL24 E RAL9007,,20131201000000,20201112000000,310024 PL-L 24W/830 4P MASTER
001 002321,2500 1xPLL24 E,,20000701000000,20201113000000,310024 PL-L 24W/830 4P MASTER
001 002356,2500 1xPLL24 E,,20041201000000,20200728000000,310024 PL-L 24W/830 4P MASTER
001 002364,KFK LED2WELL 1600lm overeenkomst,,20190808000000,20190808000000,LED 13W 3000K 1600lm
001 002372,RMB 1xPLL 18W C,,19891201000000,20190613000000,310018 PL-L 18W/830 4P MASTER
001 002380,ALTRA-3 1xPLL 55 E,,20041101000000,20170401000000,310055 PL-L 55W/830 4P MASTER
001 002399,2500 1xPLL24 E,,20101011000000,20170321000000,310024 PL-L 24W/830 4P MASTER
001 002410,PRT 1x PLL24 E,,20050101000000,20170328000000,310024 PL-L 24W/830 4P MASTER
001 002429,KFK LED2WELL 1600lm,,20181015000000,20181015000000,LED 15W 3000K 1600lm
001 002437,KFK LED2WELL 1500lm overeenkomst,,20190613000000,20190613000000,LED 13W 3000K 1500lm
001 002445,LIBRA 1xPLL24 E RAL9007,,20120620000000,20201106000000,310024 PL-L 24W/830 4P MASTER
001 002453,2500 1xPLL24 E,,19990501000000,20170405000000,310024 PL-L 24W/830 4P MASTER
001 002461,KFK 1xPLL18/24 E,,20110427000000,20201204000000,310024 PL-L 24W/830 4P MASTER
001 002488,2500 1xPLL24 E,,20041201000000,20160115000000,310024 PL-L 24W/830 4P MASTER
001 002496,KFK LED2WELL 1800lm overeenkomst,,20190808000000,20190808000000,LED 16W 3000K 1800lm
001 002518,2500 1xPLL24 E,,20041201000000,20170325000000,310024 PL-L 24W/830 4P MASTER
001 002526,LIBRA 20LED WW RAL9007,,20190923000000,20190923000000,LED 19W 3000K 2200m
001 002534,2500 1xPLL24 E,,20020101000000,20180926000000,310024 PL-L 24W/830 4P MASTER
001 002542,KFK 1xPLL18/24 E,,20110427000000,20201204000000,310024 PL-L 24W/830 4P MASTER
001 002550,2500 1xPLL24 E,,20010301000000,20170405000000,310024 PL-L 24W/830 4P MASTER
001 002569,2500 1xPLL24 E,,20090707000000,20201113000000,310024 PL-L 24W/830 4P MASTER
001 002577,2500 1xPLL24 E,,20020601000000,20170403000000,310024 PL-L 24W/830 4P MASTER
001 002585,2500 1xPLL24 E,,20131216000000,20170329000000,310024 PL-L 24W/830 4P MASTER
001 002593,KFK LED2WELL 1600lm overeenkomst,,20201120000000,20201120000000,LED 13W 3000K 1600lm
001 002607,Axia 2.1 WW 5187 8 led 480mA 1400lm,,20210318000000,20210318000000,LED 13W 3000K 1400lm
001 002615,2500 1xPLL24 E,,20000701000000,20201210000000,310024 PL-L 24W/830 4P MASTER
001 002623,Axia 2.1 WW 5187 8 led 480mA 1400lm,,20191220000000,20191220000000,LED 13W 3000K 1400lm
001 002631,LIBRA 1xPLL36 E RAL9007,,20120620000000,20201113000000,310036 PL-L 36W/830 4P MASTER
001 002658,2500 1xPLL24 E,,20090707000000,20201113000000,310024 PL-L 24W/830 4P MASTER
001 002666,2500 1xPLL24 E,,20090707000000,20201210000000,310024 PL-L 24W/830 4P MASTER
001 002674,2500 1xPLL24 E,,20110615000000,20201104000000,310024 PL-L 24W/830 4P MASTER
001 002682,VALENCY 1xPLT 32,,20051001000000,20201214000000,360032 PL-T TOP 32W/830 4P
001 002690,2500 1xPLL24 E,,20041201000000,20170328000000,310024 PL-L 24W/830 4P MASTER
001 002704,KFK 1xPLL18/24 E,,20090615000000,20170405000000,310024 PL-L 24W/830 4P MASTER
001 002720,KFK 1xPLL18/24 E,,20090615000000,20170405000000,310024 PL-L 24W/830 4P MASTER
001 002739,KFK 1xPLL18/24 E,,20090309000000,20170405000000,310024 PL-L 24W/830 4P MASTER
001 002747,KFK 1xPLL18/24 E,,20090615000000,20170405000000,310024 PL-L 24W/830 4P MASTER
001 002755,KFK LED2WELL 1200lm overeenkomst,,20190808000000,20190808000000,LED 10W 3000K 1200lm
001 002763,BGP630 GRN 2800/NW PSD IP65 .... D9 SRG10 350mA,,20120509000000,20120509000000,LED 27W 4000K 2800lm
001 002771,Furyo 1 CPO-TW 90W Dimbaar,Furyo 1 CPO-TW 90W Dimbaar,20080301000000,20150701000000,LED 20W 3000K 1040lm
001 002771,Furyo 1 CPO-TW 90W Dimbaar,Furyo 1 CPO-TW 90W Dimbaar,20110111000000,20180413000000,260090 CPO-TW 090W/728 MASTER
001 002801,LIBRA 1xPLL24 E RAL9007,,20141201000000,20201202000000,310024 PL-L 24W/830 4P MASTER
001 002828,LIBRA 1xPLL24 E RAL9007,,20140401000000,20201120000000,310024 PL-L 24W/830 4P MASTER
001 002844,KFK 1xPLL18/24 E,,20090707000000,20201210000000,310024 PL-L 24W/830 4P MASTER
001 002852,Furyo 1 CPO-TW 60W Dimbaar,Furyo 1 CPO-TW 60W Dimbaar,20091115000000,20180412000000,260060 CPO-TW 060W/728 MASTER
001 002860,KFK LED2WELL 1800lm overeenkomst,,20190808000000,20190808000000,LED 16W 3000K 1800lm
001 002879,KFK 1xPLL18/24 E,,20120509000000,20170318000000,310024 PL-L 24W/830 4P MASTER
001 002887,2500 1xPLL24 E,,20060201000000,20160215000000,310024 PL-L 24W/830 4P MASTER
001 002895,ALTRA-3 1xPLL 55 E,,20041101000000,20170331000000,310055 PL-L 55W/830 4P MASTER
001 002909,KFK 1xPLL18/24 E,,20160901000000,20160901000000,310024 PL-L 24W/830 4P MASTER
001 002917,2500 1xPLL24 E,,20020101000000,20170821000000,310024 PL-L 24W/830 4P MASTER
001 002933,KFK 1xPLL18/24 E,,20090615000000,20201026000000,310024 PL-L 24W/830 4P MASTER
001 002941,BGP630 GRN 2800/NW PSD IP65 .... D9 SRG10 350mA,,20120509000000,20120509000000,LED 27W 4000K 2800lm
001 002976,2500 1xPLL55 E,,19990701000000,20151204000000,310055 PL-L 55W/830 4P MASTER
001 002984,BGP630 GRN 2800/NW PSD IP65 .... D9 SRG10 350mA,,20120509000000,20120509000000,LED 27W 4000K 2800lm
001 002992,2500 1xPLL24 E,,20041201000000,20170404000000,310024 PL-L 24W/830 4P MASTER
001 003018,Furyo 1 CPO-TW 90W Dimbaar,,20101012000000,20180412000000,260090 CPO-TW 090W/728 MASTER
001 003026,2500 1xPLL24 E,,20010201000000,20170403000000,310024 PL-L 24W/830 4P MASTER
001 003034,KFK LED2WELL 1800lm overeenkomst,,20190717000000,20190717000000,LED 16W 3000K 1800lm
001 003042,2500 1xPLL24 E,,20030701000000,20201105000000,310024 PL-L 24W/830 4P MASTER
001 003077,KFK LED2WELL 1600lm,,20141201000000,20141201000000,LED 15W 4000K 1600lm
001 003085,2550 1xPLL18/24 Iris,,20150901000000,20170330000000,310024 PL-L 24W/830 4P MASTER
001 003093,Furyo 1 CPO-TW 90W Dimbaar,,20141222000000,20180413000000,260090 CPO-TW 090W/728 MASTER
