FID,soort_gebied,gebied_oms,uitleg_apv,geometrie
O10002_Hondenuitlaatkaart.168,Staatsbosbeheer,Eigendom Staatsbosbeheer. Regels van Staatsbosbeheer zijn van toepassing.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175472.664 503423.584, 175475.295 503498.566, 175372.688 503932.671, 174764.94 503791.916, 174007.229 503619.589, 173713.879 503547.238, 173746.766 503347.287, 173912.515 503356.495, 173969.08 503340.709, 174433.442 503376.227, 174516.316 503420.953, 174743.893 503432.792, 174843.869 503392.013, 175472.664 503423.584)))"
O10002_Hondenuitlaatkaart.169,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176350.869 503136.82, 176354.027 503137.197, 176364.538 503163.15, 176370.364 503160.512, 176377.081 503177.084, 176326.649 503197.982, 176313.089 503165.82, 176317.969 503150.36, 176350.869 503136.82)))"
O10002_Hondenuitlaatkaart.178,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175919.849 496438.351, 175915.728 496434.46, 175836.811 496364.15, 175831.723 496359.571, 175880.247 496305.596, 175886.234 496304.982, 175893.603 496312.044, 175905.729 496321.3, 175961.819 496370.95, 175959.876 496374.769, 175959.281 496378.669, 175960.258 496383.54, 175961.117 496386.19, 175961.168 496388.29, 175960.233 496392.667, 175958.889 496394.84, 175919.849 496438.351)))"
O10002_Hondenuitlaatkaart.179,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176271.741 495951.89, 176274.067 495951.249, 176388.077 496014.256, 176414.568 496028.892, 176413.014 496031.566, 176425.268 496038.38, 176409.93 496063.462, 176395.815 496079.503, 176383.085 496092.224, 176379.487 496121.539, 176353.196 496148.641, 176347.385 496163.575, 176328.566 496163.852, 176324.968 496167.171, 176322.754 496194.273, 176321.37 496196.486, 176309.338 496191.423, 176304.057 496174.245, 176297.774 496146.39, 176291.797 496113.895, 176284.541 496074.745, 176277.229 496035.089, 176268.71 495989.006, 176262.854 495957.522, 176264.451 495955.607, 176265.779 495954.917, 176303.368 496045.336, 176323.194 496086.062, 176353.76 496140.272, 176358.992 496134.769, 176352.108 496124.312, 176347.427 496125.137, 176322.093 496079.458, 176303.093 496040.108, 176269.773 495958.38, 176271.976 495957.28, 176306.397 495993.328, 176341.644 496030.477, 176365.05 496052.491, 176379.369 496064.874, 176377.166 496067.901, 176387.355 496078.082, 176392.036 496072.304, 176379.92 496062.397, 176353.76 496039.007, 176321.267 496005.436, 176291.802 495974.341, 176274.73 495957.005, 176271.741 495951.89)))"
O10002_Hondenuitlaatkaart.180,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176300.354 496317.799, 176293.412 496312.312, 176283.407 496299.973, 176276.558 496293.191, 176242.609 496261.419, 176233.983 496253.824, 176241.837 496245.063, 176252.285 496233.591, 176253.549 496227.798, 176252.598 496222.782, 176248.117 496209.906, 176244.478 496197.261, 176241.376 496185.225, 176239.529 496177.341, 176238.671 496173.075, 176236.828 496163.821, 176221.358 496085.537, 176207.94 496017.465, 176202.217 495988.586, 176200.744 495981.083, 176198.536 495976.572, 176199.149 495965.756, 176215.01 495956.256, 176218.083 495957.644, 176221.354 495958.635, 176225.418 495959.131, 176230.791 495958.499, 176227.969 495968.568, 176227.48 495971.012, 176233.129 495986.981, 176234.976 495994.422, 176252.683 496082.087, 176271.041 496172.903, 176275.387 496189.632, 176281.579 496209.837, 176286.902 496225.263, 176293.854 496241.558, 176299.503 496253.073, 176306.455 496265.782, 176327.312 496294.678, 176343.281 496312.494, 176367.18 496333.894, 176385.647 496347.799, 176400.431 496359.692, 176423.456 496373.566, 176456.223 496391.868, 176535.334 496437.328, 176623.597 496488.396, 176632.766 496493.881, 176633.872 496501.722, 176633.482 496506.013, 176632.995 496508.84, 176629.302 496515.373, 176617.368 496535.645, 176580.852 496589.89, 176566.443 496610.357, 176564.645 496611.256, 176562.111 496611.746, 176560.012 496611.84, 176558.024 496611.583, 176555.722 496610.653, 176554.311 496609.678, 176553.158 496609.053, 176545.38 496603.511, 176537.367 496597.773, 176539.199 496595.14, 176557.07 496569.684, 176558.68 496570.83, 176574.93 496548.31, 176588.44 496529.59, 176583.219 496488.7, 176526.999 496456.415, 176516.52 496460.59, 176489.82 496445.31, 176473.82 496447.96, 176394.71 496391.43, 176364.045 496369.518, 176366.699 496364.52, 176368.232 496362.526, 176356.979 496349.388, 176351.778 496345.708, 176303.877 496318.389, 176302.144 496317.932, 176300.354 496317.799)))"
O10002_Hondenuitlaatkaart.181,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176300.354 496317.799, 176299.159 496317.898, 176297.109 496318.43, 176295.146 496319.448, 176293.282 496321.093, 176292.055 496322.585, 176287.947 496327.44, 176284.706 496329.597, 176281.645 496330.927, 176278.074 496331.794, 176276.346 496331.977, 176273.364 496331.946, 176270.694 496331.506, 176267.929 496330.714, 176264.195 496328.887, 176234.929 496307.519, 176230.171 496304.361, 176225.701 496302.483, 176219.06 496300.669, 176225.97 496290.913, 176234.126 496289.181, 176276.558 496293.191, 176283.407 496299.973, 176293.412 496312.312, 176300.354 496317.799)))"
O10002_Hondenuitlaatkaart.182,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175678.569 495594.52, 175679.621 495592.316, 175680.746 495592.901, 175778.596 495646.682, 175847.437 495684.639, 175854.344 495688.221, 175861.109 495691.462, 175863.169 495692.192, 175866.274 495693.227, 175869.956 495694.263, 175874.327 495695.03, 175879.503 495695.528, 175882.264 495695.528, 175886.405 495695.375, 175890.01 495694.991, 175892.847 495694.493, 175896.145 495693.764, 175900.389 495692.445, 175903.852 495691.118, 175908.53 495688.856, 175911.138 495687.437, 175914.896 495684.945, 175919.229 495681.456, 175924.252 495676.432, 175928.817 495670.355, 175938.778 495656.521, 175945.359 495648.139, 175953.133 495639.006, 175961.511 495630.175, 175968.46 495623.453, 175979.626 495613.495, 175990.768 495604.783, 176003.962 495595.276, 176017.398 495587.135, 176029.717 495580.678, 176032.899 495579.219, 176038.855 495577.76, 176042.704 495577.627, 176048.823 495578.125, 176052.664 495579.331, 176059.509 495582.598, 176069.41 495591.031, 176072.415 495595.217, 176074.258 495599.489, 176081.119 495619.359, 176088.208 495638.834, 176098.842 495663.53, 176148.218 495773.444, 176193.038 495873.612, 176200.269 495890.353, 176205.587 495904.286, 176206.875 495909.107, 176205.092 495914.572, 176200.853 495928.846, 176193.293 495932.726, 176186.041 495935.533, 176180.997 495924.309, 176183.496 495923.241, 176177.66 495910.004, 176141.404 495829.359, 176128.51 495802.149, 176131.533 495803.43, 176134.409 495804.282, 176136.513 495804.701, 176137.981 495805.032, 176139.888 495805.08, 176143.092 495804.321, 176145.252 495803.81, 176148.527 495802.553, 176148.196 495801.811, 176146.788 495796.565, 176131.128 495762.455, 176128.331 495757.446, 176124.252 495760.298, 176119.934 495764.489, 176117.009 495769.047, 176115.349 495773.479, 176100.758 495738.701, 176099.043 495734.922, 176074.443 495680.197, 176068.092 495679.337, 176066.682 495679.028, 176065.194 495678.086, 176064.019 495676.233, 176044.28 495632.033, 176039.405 495621.147, 176034.948 495623.244, 176023.681 495598.159, 176018.978 495588.789, 176018.175 495589.22, 176006.107 495596.467, 175990.299 495607.478, 175982.12 495613.925, 175977.428 495617.859, 175968.548 495625.845, 175963.418 495631.016, 175956.149 495638.802, 175949.303 495646.603, 175937.216 495662.203, 175925.34 495677.83, 175923.366 495680.019, 175919.735 495683.259, 175914.541 495687.391, 175907.56 495691.692, 175899.574 495694.875, 175892.481 495696.942, 175886.672 495697.947, 175878.742 495698.394, 175876.801 495698.262, 175870.476 495697.053, 175864.331 495694.943, 175854.101 495689.327, 175707.827 495608.992, 175705.215 495607.577, 175702.317 495606.971, 175678.569 495594.52)))"
O10002_Hondenuitlaatkaart.183,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175397.239 496026.897, 175380.106 496046.115, 175376.39 496043.998, 175373.556 496040.67, 175333.284 495992.449, 175335.987 495990.282, 175370.77 495951.362, 175374.194 495949.798, 175377.394 495950.305, 175382.323 495949.698, 175385.285 495948.346, 175386.865 495946.118, 175389.299 495943.022, 175389.938 495939.976, 175389.311 495936.889, 175391.119 495933.81, 175420.729 495959.99, 175377.345 496008.45, 175397.239 496026.897)))"
O10002_Hondenuitlaatkaart.184,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((174981.627 505977.232, 175009.247 505963.937, 175014.386 505974.295, 175014.089 505981.649, 175003.136 505983.272, 174987.955 505990.366, 174981.627 505977.232)))"
O10002_Hondenuitlaatkaart.185,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175047.938 505957.137, 175056.009 505944.525, 175092.76 505932.262, 175092.951 505932.752, 175049.039 505956.773, 175047.938 505957.137)))"
O10002_Hondenuitlaatkaart.186,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175008.676 506036.162, 175034.76 506020.537, 175033.711 506018.885, 175037.351 506017.103, 175039.726 506017.35, 175041.805 506018.735, 175048.82 506033.61, 175048.841 506035.968, 175047.443 506038.549, 175044.169 506041.021, 175019.199 506055.332, 175016.032 506055.556, 175013.391 506054.412, 175004.889 506042.388, 175004.874 506037.146, 175007.471 506034.315, 175008.676 506036.162)))"
O10002_Hondenuitlaatkaart.187,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175142.626 505908.075, 175140.741 505905.088, 175164.676 505889.633, 175173.739 505889.398, 175175.532 505893.252, 175142.626 505908.075)))"
O10002_Hondenuitlaatkaart.188,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((174920.923 505910.128, 174921.664 505911.951, 174919.427 505912.609, 174916.575 505911.957, 174913.125 505908.075, 174901.367 505890.612, 174900.314 505888.435, 174900.479 505885.834, 174901.918 505883.2, 174905.522 505880.919, 174907.531 505884.959, 174940.465 505868.37, 174938.417 505864.365, 174940.427 505863.635, 174943.402 505863.782, 174944.684 505864.61, 174957.938 505891.034, 174958.122 505893.929, 174957.418 505895.858, 174956.726 505896.852, 174955.015 505898.088, 174954.343 505896.272, 174920.923 505910.128)))"
O10002_Hondenuitlaatkaart.189,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175265.637 505849.256, 175261.64 505842.859, 175266.088 505838.314, 175272.531 505837.066, 175275.983 505843.413, 175265.637 505849.256)))"
O10002_Hondenuitlaatkaart.190,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175439.032 505434.495, 175438.922 505435.563, 175437.962 505437.21, 175436.777 505438.227, 175434.959 505439.084, 175433.801 505439.34, 175412.316 505436.924, 175409.944 505436.106, 175407.526 505433.745, 175406.917 505431.365, 175418.275 505319.142, 175411.51 505318.278, 175409.237 505316.865, 175407.456 505313.311, 175413.323 505256.329, 175416.045 505236.152, 175437.29 505238.403, 175452.261 505099.218, 175464.812 504970.03, 175465.505 504966.961, 175466.606 504965.384, 175472.606 504966.613, 175472.553 504969.015, 175473.087 504971.417, 175474.743 504974.567, 175477.788 504977.716, 175480.298 504979.104, 175481.445 504979.251, 175477.033 504994.332, 175473.704 505005.869, 175470.814 505015.553, 175469.029 505023.114, 175467.839 505029.655, 175467.329 505035.686, 175467.244 505039.849, 175467.496 505046.614, 175468.006 505054.005, 175469.026 505061.395, 175469.281 505070.315, 175469.111 505077.366, 175468.261 505084.161, 175466.215 505094.754, 175463.069 505102.06, 175459.754 505109.96, 175458.054 505114.292, 175456.864 505119.049, 175455.759 505126.015, 175455.079 505137.625, 175455.419 505144.591, 175455.844 505150.368, 175456.864 505155.635, 175458.564 505165.659, 175458.224 505173.984, 175456.434 505180.334, 175454.139 505188.914, 175452.694 505194.011, 175452.099 505198.598, 175452.014 505203.355, 175452.864 505208.367, 175453.714 505213.974, 175454.139 505219.968, 175454.139 505223.706, 175452.864 505230.502, 175451.334 505236.448, 175450.059 505241.97, 175449.713 505247.534, 175448.013 505263.675, 175447.503 505266.818, 175446.313 505270.556, 175443.848 505275.143, 175442.063 505278.711, 175440.788 505282.788, 175439.512 505288.65, 175438.236 505301.871, 175437.556 505306.203, 175435.686 505316.312, 175434.241 505324.977, 175433.986 505329.224, 175434.326 505333.812, 175436.371 505341.345, 175438.071 505346.697, 175438.921 505353.068, 175439.686 505358.845, 175439.771 505364.281, 175439.686 505369.633, 175438.921 505375.834, 175437.984 505381.165, 175436.964 505384.223, 175431.439 505398.24, 175429.824 505402.657, 175428.464 505407.754, 175427.783 505411.577, 175427.443 505415.74, 175428.038 505419.562, 175429.739 505423.98, 175432.034 505428.567, 175436.029 505433.324, 175439.032 505434.495)))"
O10002_Hondenuitlaatkaart.191,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175476.918 505248.295, 175478.166 505249.129, 175479.081 505250.189, 175479.91 505253.954, 175474.714 505304.901, 175473.57 505307.541, 175472.399 505308.58, 175469.145 505309.381, 175452.025 505307.756, 175444.877 505377.698, 175439.159 505433.257, 175436.751 505432.317, 175433.044 505427.903, 175430.838 505423.494, 175429.204 505419.251, 175428.651 505415.695, 175428.975 505411.731, 175429.636 505408.015, 175430.969 505403.019, 175432.561 505398.666, 175438.093 505384.634, 175439.151 505381.461, 175440.109 505376.012, 175440.885 505369.716, 175440.972 505364.281, 175440.885 505358.756, 175440.111 505352.911, 175439.247 505346.434, 175437.523 505341.006, 175435.514 505333.608, 175435.189 505329.216, 175435.435 505325.112, 175436.868 505316.52, 175438.739 505306.405, 175439.427 505302.022, 175440.7 505288.836, 175441.949 505283.096, 175443.179 505279.161, 175444.913 505275.696, 175447.423 505271.026, 175448.674 505267.098, 175449.203 505263.834, 175450.909 505247.635, 175451.25 505242.143, 175454.036 505230.762, 175455.339 505223.817, 175455.339 505219.925, 175454.907 505213.841, 175454.049 505208.177, 175453.215 505203.265, 175453.297 505198.686, 175453.872 505194.253, 175455.296 505189.233, 175459.417 505174.176, 175459.768 505165.59, 175458.983 505160.446, 175457.036 505150.209, 175456.281 505137.631, 175456.953 505126.145, 175458.041 505119.289, 175459.199 505114.659, 175460.866 505110.411, 175464.174 505102.529, 175467.363 505095.12, 175468.413 505090.227, 175469.448 505084.34, 175470.309 505077.455, 175470.482 505070.312, 175470.224 505061.296, 175469.2 505053.881, 175468.694 505046.55, 175468.528 505035.749, 175469.03 505029.813, 175470.204 505023.359, 175471.974 505015.863, 175474.856 505006.207, 175482.65 504979.406, 175485.598 504979.784, 175471.326 505118.503, 175458.585 505246.157, 175475.238 505247.8, 175476.918 505248.295)))"
O10002_Hondenuitlaatkaart.192,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176302.837 496320.33, 176300.996 496321.747, 176295.179 496329.907, 176292.121 496328.056, 176278.471 496346.37, 176277.452 496345.558, 176278.484 496343.949, 176256.324 496330.242, 176217.175 496303.33, 176217.943 496302.246, 176222.077 496303.58, 176225.732 496304.545, 176229.997 496306.673, 176262.429 496330.204, 176265.728 496332.023, 176268.343 496333.005, 176271.886 496333.793, 176277.161 496333.921, 176280.165 496333.445, 176282.819 496332.67, 176286.019 496331.361, 176288.733 496329.469, 176291.926 496326.457, 176296.389 496321.61, 176298.63 496320.459, 176300.877 496320.096, 176302.837 496320.33)))"
O10002_Hondenuitlaatkaart.193,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175430.238 496354.46, 175434.129 496357.956, 175498.105 496414.978, 175495.651 496417.766, 175496.266 496418.271, 175494.792 496419.905, 175496.028 496420.709, 175464.61 496456.143, 175448.743 496442.613, 175431.639 496461.992, 175429.896 496461.141, 175425.051 496456.88, 175373.216 496411.581, 175375.401 496409.118, 175424.364 496354.505, 175426.653 496354.167, 175430.238 496354.46)))"
O10002_Hondenuitlaatkaart.194,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175658.039 496039.319, 175665.279 496031.319, 175666.839 496032.76, 175671.439 496027.53, 175690.804 496044.854, 175712.233 496020.556, 175708.899 496017.58, 175735.589 495987.89, 175737.619 495987.83, 175809.879 496051.96, 175810.049 496054.41, 175749.798 496121.28, 175714.869 496089.8, 175658.039 496039.319)))"
O10002_Hondenuitlaatkaart.203,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172664.35 508491.1, 172670.255 508500, 172730.368 508589.818, 172806.709 508702.77, 172871.882 508799.758, 172875.199 508804.516, 172872.279 508806.5, 172868.559 508809.13, 172867.166 508810.235, 172865.452 508810.894, 172863.804 508811.026, 172862.684 508810.762, 172860.97 508810.103, 172859.718 508808.982, 172858.768 508807.756, 172832.182 508774.087, 172813.676 508751.08, 172779.569 508707.819, 172758.12 508680.666, 172755.968 508678.59, 172754.971 508677.88, 172754.025 508677.22, 172752.571 508676.523, 172750.83 508675.999, 172749.105 508675.639, 172747.258 508675.435, 172745.153 508675.556, 172743.876 508675.769, 172741.04 508674.703, 172739.638 508673.091, 172720.917 508646.019, 172714.918 508650.067, 172714.009 508650.624, 172712.562 508648.974, 172709.161 508644.009, 172687.56 508611.92, 172705.041 508599.869, 172705.439 508596.099, 172691.759 508575.333, 172690.765 508573.176, 172688.018 508564.208, 172677.653 508570.896, 172644.954 508522.146, 172623.536 508536.935, 172609.534 508516.07, 172659.569 508482.36, 172664.35 508491.1)))"
O10002_Hondenuitlaatkaart.195,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172546.583 508255.415, 172571.941 508293.152, 172667.209 508434.614, 172675.125 508429.199, 172676.089 508429.55, 172708.219 508408.38, 172707.44 508407.094, 172725.917 508394.455, 172731.317 508391.328, 172735.889 508398.14, 172747.679 508415.74, 172766.859 508444.18, 172768.408 508447.247, 172768.824 508448.908, 172769.073 508450.155, 172769.198 508452.066, 172769.029 508454.01, 172768.242 508457.508, 172767.411 508459.461, 172766.788 508460.458, 172766.248 508461.331, 172765.085 508462.702, 172763.465 508464.197, 172761.619 508465.45, 172759.268 508466.607, 172757.357 508467.147, 172754.615 508467.479, 172752.372 508467.396, 172750.835 508467.147, 172748.924 508466.607, 172747.054 508465.817, 172744.977 508464.488, 172743.523 508463.283, 172742.417 508462.065, 172741.53 508460.862, 172734.628 508450.54, 172721.616 508431.62, 172710.041 508412.122, 172704.581 508415.735, 172628.148 508466.556, 172590.834 508410.652, 172557.35 508360.892, 172480.082 508246.12, 172460.552 508217.079, 172457.19 508212.155, 172460.116 508210.263, 172461.152 508209.17, 172462.234 508206.072, 172465.162 508195.254, 172465.945 508192.863, 172466.974 508190.301, 172468.246 508187.723, 172470.453 508184.028, 172473.653 508179.892, 172476.425 508177.033, 172480.488 508173.717, 172542.536 508131.849, 172544.588 508129.034, 172550.848 508136.502, 172546.673 508145.492, 172543.984 508151.088, 172542.603 508152.978, 172539.987 508155.158, 172537.371 508156.394, 172534.391 508157.048, 172532.647 508157.121, 172514.187 508161.191, 172510.335 508162.644, 172506.847 508164.461, 172502.341 508167.877, 172500.451 508170.057, 172497.762 508173.473, 172496.308 508176.089, 172495.364 508178.778, 172493.983 508181.758, 172492.384 508184.374, 172490.567 508186.918, 172488.677 508188.953, 172486.424 508191.206, 172483.953 508193.241, 172481.119 508195.131, 172477.267 508197.165, 172474.343 508198.26, 172473.674 508202.058, 172476.297 508202.939, 172478.742 508203.526, 172480.942 508203.82, 172483.289 508204.015, 172486.956 508203.722, 172489.303 508203.233, 172491.747 508202.597, 172494.339 508201.473, 172531.693 508179.813, 172533.502 508178.395, 172536.435 508174.24, 172540.151 508167.297, 172544.649 508156.834, 172552.667 508137.375, 172550.937 508136.545, 172544.608 508128.978, 172545.013 508127.87, 172545.497 508125.653, 172545.421 508122.752, 172544.674 508120.431, 172544.689 508118.994, 172545.251 508117.794, 172553.855 508112.248, 172555.067 508111.769, 172558.171 508112.274, 172561.548 508113.553, 172564.33 508113.989, 172567.688 508113.772, 172574.321 508125.963, 172573.052 508128.394, 172572.194 508131.181, 172573.159 508133.861, 172575.304 508134.504, 172578.736 508132.36, 172585.064 508126.894, 172593.644 508121.642, 172603.94 508119.177, 172611.555 508118.105, 172620.779 508117.89, 172632.254 508115.425, 172642.765 508109.316, 172649.844 508101.17, 172656.386 508088.629, 172665.181 508077.697, 172675.906 508070.944, 172679.231 508067.514, 172675.799 508064.835, 172648.557 508075.982, 172640.62 508082.091, 172635.901 508090.13, 172630.861 508095.489, 172626.356 508097.847, 172617.883 508099.24, 172608.016 508104.064, 172587.745 508118.426, 172574.339 508125.929, 172567.777 508113.767, 172570.859 508112.791, 172672.898 508044.142, 172675.109 508044.741, 172681.399 508054.131, 172728.977 508124.789, 172788.075 508212.564, 172834.672 508281.936, 172841.618 508293.035, 172843.627 508296.105, 172856.059 508316.611, 172868.112 508336.245, 172882.336 508359.394, 172883.349 508361.033, 172884.259 508363.421, 172884.676 508365.051, 172884.751 508366.87, 172884.676 508368.348, 172884.486 508369.523, 172884.069 508370.964, 172883.614 508372.025, 172882.743 508373.541, 172881.643 508374.868, 172880.859 508375.714, 172873.955 508381.035, 172873.722 508381.084, 172872.774 508381.766, 172871.713 508382.751, 172871.069 508383.775, 172870.66 508385.012, 172870.602 508386.456, 172870.949 508387.958, 172871.825 508389.504, 172868.074 508392.709, 172860.12 508399.09, 172846.929 508408, 172812.569 508431.04, 172799.66 508439.778, 172793.479 508443.88, 172790.417 508445.613, 172788.222 508446.248, 172785.391 508446.595, 172782.387 508446.364, 172779.499 508445.555, 172777.303 508444.515, 172775.05 508442.782, 172773.606 508441.28, 172772.979 508440.04, 172768.216 508432.983, 172773.232 508430.089, 172807.549 508407, 172867.856 508366.51, 172835.993 508318.999, 172823.845 508300.732, 172769.216 508219.521, 172694.758 508107.78, 172583.226 508181.846, 172524.209 508222.171, 172546.583 508255.415)))"
O10002_Hondenuitlaatkaart.196,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176887.216 496646.107, 176870.898 496667.895, 176851.969 496659.333, 176664.371 496551.321, 176553.058 496706.004, 176539.889 496702.391, 176551.619 496684.8, 176637.298 496563.916, 176655.309 496542.563, 176666.182 496534.387, 176674.584 496537.478, 176877.856 496654.005, 176883.662 496644.359, 176887.216 496646.107)))"
O10002_Hondenuitlaatkaart.197,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((174968.043 505158.479, 174966.951 505157.285, 174966.913 505153.666, 174968.524 505137.034, 174969.817 505133.758, 174971.301 505132.035, 174972.85 505132.256, 174973.49 505133.674, 174973.741 505135.005, 174973.989 505139.03, 174972.633 505151.813, 174971.431 505155.314, 174969.801 505157.901, 174968.043 505158.479)))"
