FID,soort_gebied,gebied_oms,uitleg_apv,geometrie
O10002_Hondenuitlaatkaart.11,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175781.496 503379.322, 175785.172 503372.817, 175787.67 503368.134, 175790.016 503364.804, 175793.254 503361.59, 175796.913 503359.516, 175799.296 503360.608, 175802.195 503388.242, 175797.204 503388.754, 175798.321 503400.885, 175781.823 503402.668, 175774.558 503387.604, 175777.712 503384.451, 175779.189 503382.636, 175781.496 503379.322)))"
O10002_Hondenuitlaatkaart.12,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175806.916 503351.998, 175805.344 503343.104, 175842.412 503315.02, 175853.739 503338.783, 175851.513 503338.978, 175852.217 503346.729, 175851.481 503347.837, 175806.916 503351.998)))"
O10002_Hondenuitlaatkaart.13,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177007.251 502750.195, 177002.739 502752.505, 176997.107 502754.192, 176990.036 502754.134, 176984.24 502752.049, 176979.429 502748.109, 176977.11 502742.78, 176976.763 502736.639, 176979.545 502729.513, 176984.761 502723.72, 176990.21 502720.244, 176996.934 502718.216, 177002.846 502718.043, 177008.874 502719.375, 177013.569 502722.735, 177016.467 502727.08, 177017.742 502731.946, 177016.931 502738.087, 177014.612 502742.838, 177011.308 502747.009, 177007.251 502750.195)))"
O10002_Hondenuitlaatkaart.14,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176912.298 502983.027, 176887.426 502992.77, 176859.221 502973.54, 176854.606 502960.976, 176908.452 502938.924, 176916.913 502957.129, 176912.298 502983.027)))"
O10002_Hondenuitlaatkaart.15,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177558.949 502439.06, 177555.539 502440.489, 177553.549 502437.51, 177531.929 502385.06, 177536.619 502383.41, 177531.249 502370.96, 177537.349 502352.12, 177552.419 502345.95, 177559.759 502349.96, 177565.429 502347.59, 177594.449 502417.59, 177592.459 502418.47, 177593.249 502420.42, 177590.639 502428.15, 177562.909 502439.75, 177558.949 502439.06)))"
O10002_Hondenuitlaatkaart.16,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177366.529 502759.25, 177359.247 502742.023, 177362.159 502738.69, 177392.269 502726.78, 177400.519 502746.69, 177370.689 502759.13, 177366.529 502759.25)))"
O10002_Hondenuitlaatkaart.17,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177780.789 502740.98, 177784.149 502739.62, 177787.779 502748.56, 177791.179 502747.17, 177794.719 502755.81, 177791.349 502757.19, 177796.889 502770.8, 177801.489 502768.93, 177803.759 502774.53, 177789.236 502780.324, 177792.269 502787.95, 177795.659 502786.56, 177798.504 502793.481, 177795.133 502794.867, 177798.177 502802.35, 177802.348 502800.64, 177802.641 502802.9, 177805.354 502809.519, 177811.047 502807.246, 177809.671 502803.881, 177816.889 502800.92, 177815.509 502797.53, 177822.709 502794.61, 177819.159 502785.85, 177831.461 502780.849, 177828.669 502773.25, 177825.259 502774.62, 177821.649 502765.68, 177818.229 502767.06, 177814.609 502758.13, 177811.199 502759.53, 177807.669 502750.86, 177811.029 502749.49, 177805.509 502735.95, 177800.909 502737.83, 177798.629 502732.22, 177813.179 502726.3, 177810.139 502718.82, 177806.749 502720.19, 177803.71 502713.038, 177798.612 502715.112, 177793.049 502702.75, 177785.579 502705.78, 177786.949 502709.16, 177777.715 502712.846, 177775.437 502707.209, 177764.195 502711.752, 177762.289 502714.922, 177760.901 502714.249, 177770.774 502693.891, 177803.203 502680.695, 177812.819 502683.658, 177815.291 502685.057, 177816.814 502686.577, 177817.408 502688.217, 177822.319 502699.27, 177823.279 502702.97, 177829.949 502719.13, 177836.312 502734.677, 177850.509 502769.15, 177836.759 502802.24, 177793.015 502820.437, 177781.839 502825.04, 177779.829 502829.969, 177777.749 502829.05, 177751.959 502818.63, 177751.539 502815.88, 177745.599 502801.97, 177755.049 502797.92, 177753.609 502794.54, 177756.357 502793.374, 177755.659 502791.729, 177762.418 502788.837, 177753.773 502768.89, 177728.871 502779.214, 177723.853 502770.487, 177721.673 502765.506, 177718.965 502756.211, 177751.828 502742.137, 177751.916 502737.959, 177750.79 502735.975, 177753.035 502730.469, 177760.901 502714.25, 177762.289 502714.923, 177767.397 502727.564, 177770.827 502726.178, 177773.749 502733.41, 177777.149 502732.03, 177780.789 502740.98)))"
O10002_Hondenuitlaatkaart.18,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178007.193 503082.599, 178007.562 503079.282, 178006.048 503079.112, 178007.867 503062.236, 178007.096 503062.141, 178007.824 503055.12, 178022.995 503056.739, 178022.342 503062.851, 178017.933 503062.381, 178015.973 503080.213, 178014.236 503080.019, 178013.808 503083.475, 178008.469 503082.95, 178007.193 503082.599)))"
O10002_Hondenuitlaatkaart.19,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178298.423 503485.37, 178306.589 503506.358, 178304.152 503528.084, 178289.07 503526.361, 178291.969 503488.041, 178298.423 503485.37)))"
O10002_Hondenuitlaatkaart.20,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178367.187 505368.614, 178365.453 505366.78, 178364.949 505364.999, 178364.479 505363.191, 178364.773 505362.109, 178365.265 505361.196, 178365.982 505360.381, 178367.219 505359.481, 178368.439 505359.09, 178370.249 505358.75, 178449.609 505343.41, 178473.858 505338.749, 178475.853 505338.082, 178477.378 505336.977, 178478.588 505335.662, 178479.64 505333.768, 178480.114 505332.138, 178480.114 505330.823, 178479.909 505329.129, 178476.059 505309.78, 178472.309 505290.66, 178468.379 505270.59, 178464.609 505251.53, 178462.4 505240.311, 178456.519 505210.44, 178453.159 505193.28, 178449.339 505174.22, 178445.049 505152.16, 178444.609 505150, 178444.522 505149.201, 178444.601 505148.354, 178444.867 505147.335, 178445.385 505146.316, 178445.745 505145.83, 178446.513 505145.141, 178447.328 505144.623, 178448.889 505144.16, 178450.519 505143.841, 178451.435 505143.746, 178452.486 505143.808, 178453.269 505144.028, 178454.069 505144.341, 178454.931 505144.906, 178455.401 505145.329, 178456.075 505146.175, 178456.378 505146.809, 178476.837 505250, 178483.409 505283.09, 178491.729 505325.84, 178492.444 505329.471, 178492.204 505333.319, 178491.427 505336.559, 178490.145 505339.529, 178488.878 505341.529, 178487.411 505343.58, 178485.453 505345.673, 178483.394 505347.192, 178481.132 505348.576, 178477.554 505349.959, 178476.128 505350.279, 178374.719 505370.56, 178372.699 505370.969, 178370.135 505370.358, 178368.645 505369.619, 178367.187 505368.614)))"
O10002_Hondenuitlaatkaart.28,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178298.403 503479.545, 178297.172 503476.39, 178296.118 503473.303, 178269.899 503460.917, 178274.966 503437.301, 178301.897 503453.327, 178307.587 503456.563, 178321.676 503464.916, 178313.558 503483.324, 178298.403 503479.545)))"
O10002_Hondenuitlaatkaart.21,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176928.82 503968.662, 176928.508 503964.117, 176928.766 503963.327, 176931.234 503959.924, 176932.308 503959.368, 176932.791 503959.363, 176948.324 503958.133, 176954.948 503957.535, 176975.145 503955.573, 176996.626 503953.284, 177055.954 503947.189, 177095.551 503943.177, 177136.183 503939.045, 177141.775 503938.484, 177142.201 503938.49, 177142.545 503938.544, 177142.854 503938.758, 177146.008 503941.25, 177146.41 503941.701, 177146.569 503942.28, 177146.909 503945.93, 177149.119 503967.28, 177150.779 503983.69, 177151.864 503994.111, 177152.879 504004.06, 177154.759 504022.49, 177156.389 504037.63, 177156.629 504039.81, 177157.333 504044.619, 177157.856 504047.872, 177158.218 504049.987, 177158.869 504053.66, 177159.119 504054.88, 177159.589 504057.16, 177159.689 504057.765, 177159.749 504058.958, 177159.629 504060.072, 177159.311 504061.445, 177158.734 504062.718, 177158.297 504063.415, 177157.438 504064.5, 177155.049 504067.22, 177154.106 504068.589, 177153.885 504068.93, 177153.529 504069.55, 177152.568 504071.369, 177152.338 504071.863, 177151.334 504073.189, 177150.671 504073.792, 177149.325 504074.555, 177148.501 504074.857, 177147.738 504075.019, 177146.489 504075.12, 177142.049 504075.54, 177138.229 504075.84, 177138.254 504076.165, 177128.053 504076.924, 177116.589 504077.511, 177103.839 504077.769, 177093.992 504077.769, 177083.778 504077.475, 177072.379 504076.809, 177062.283 504075.968, 177053.171 504074.976, 177046.777 504074.168, 177039.319 504073.102, 177042.518 503980.769, 177020.952 503979.842, 177008.662 503979.61, 176997.763 503979.61, 176988.487 503979.378, 176975.733 503978.682, 176966.689 503977.291, 176960.196 503976.827, 176954.863 503976.827, 176951.35 503976.449, 176948.607 503976.238, 176945.794 503976.027, 176943.755 503976.168, 176941.927 503976.027, 176940.52 503975.957, 176939.324 503975.816, 176937.637 503975.746, 176936.793 503975.746, 176935.457 503975.605, 176934.542 503975.676, 176933.628 503975.605, 176932.362 503975.605, 176931.378 503975.465, 176930.252 503975.324, 176929.127 503975.324, 176929.17 503973.079, 176928.82 503968.662)))"
O10002_Hondenuitlaatkaart.22,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176096.194 503778.031, 176093.859 503775.566, 176091.978 503773.036, 176090.162 503769.923, 176087.633 503766.226, 176085.687 503764.15, 176084.195 503763.177, 176081.211 503761.491, 176078.487 503760.712, 176076.282 503760.323, 176073.882 503760.388, 176070.574 503760.777, 176067.85 503761.75, 176065.709 503762.983, 176063.18 503764.604, 176061.493 503765.383, 176059.028 503766.355, 176056.564 503766.68, 176054.229 503766.615, 176052.78 503766.37, 176050.635 503765.711, 176040.826 503762.898, 176032.625 503760.846, 176025.684 503759.196, 176012.723 503755.748, 175997.42 503751.15, 175970.226 503742.234, 175967.394 503741.123, 175943.665 503731.952, 175939.819 503730.539, 175935.921 503729.157, 175922.546 503724.879, 175919.011 503723.577, 175899.967 503716.635, 175896.045 503715.2, 175892.122 503713.765, 175888.736 503712.201, 175886.023 503709.675, 175883.962 503706.468, 175882.935 503704.155, 175882.374 503700.039, 175882.801 503696.331, 175884.364 503689.847, 175889.866 503667.066, 175895.782 503643.288, 175909.774 503598.636, 175911.49 503592.782, 175913.013 503582.901, 175912.692 503573.608, 175909.814 503544.321, 175905.807 503503.243, 175895.429 503396.74, 175893.859 503378.628, 175893.559 503362.23, 175919.154 503359.699, 175932.573 503500.268, 175948.772 503498.373, 175973.969 503496.268, 175986.267 503494.821, 175998.958 503492.878, 176016.375 503489.233, 176030.391 503487.168, 176033.169 503488.188, 176037.789 503493.93, 176040.772 503522.291, 176001.506 503526.89, 176015.865 503675.917, 176168.911 503663.011, 176172.619 503690.7, 176172.769 503697.258, 176172.599 503701.217, 176172.23 503705.128, 176171.418 503709.924, 176170.976 503711.99, 176169.755 503716.412, 176159.532 503747.485, 176158.859 503750.286, 176158.432 503752.867, 176158.432 503754.933, 176158.778 503756.664, 176161.902 503762, 176164.107 503763.814, 176167.296 503765, 176221.475 503781.954, 176225.196 503783.113, 176227.001 503784.779, 176228.528 503785.89, 176229.639 503788.111, 176230.194 503790.61, 176230.008 503793.291, 176228.667 503797.969, 176224.159 503813.06, 176223.519 503815.16, 176222.583 503816.632, 176221.188 503817.969, 176219.355 503819.076, 176217.828 503819.556, 176216.17 503819.556, 176215.159 503819.28, 176149.633 503798.938, 176133.989 503793.739, 176129.801 503792.232, 176120.687 503788.516, 176114.451 503785.851, 176105.41 503782.055, 176102.799 503781.468, 176099.373 503780.236, 176096.194 503778.031)))"
O10002_Hondenuitlaatkaart.23,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176554.699 503192.74, 176555.762 503195.516, 176561.191 503199.191, 176577.743 503210.399, 176582.07 503221.2, 176623.49 503321.2, 176683.01 503315.299, 176752.449 503308.33, 176867.408 503297.017, 176944.229 503203.28, 176934.675 503180.454, 176937.039 503180.25, 176965.999 503177.35, 176977.87 503206.24, 177081.344 503195.893, 177096.137 503189.771, 177117.17 503240.67, 177118.63 503246.58, 177128.96 503271.6, 177136.963 503291.962, 177116.169 503301.08, 177115.664 503304.172, 177116.325 503306.328, 177117.929 503308.228, 177137.069 503300.309, 177141.989 503323.79, 177142.373 503327.516, 177118.169 503331.959, 177113.099 503332.959, 177106.849 503333.549, 177104.728 503334.053, 177102.799 503335.41, 177055.639 503373.07, 177050.264 503377.118, 177045.06 503380.208, 177039.368 503382.566, 177034.978 503383.948, 177029.758 503384.669, 177016.251 503386.319, 177013.721 503387.063, 177012.679 503388.105, 177012.619 503390.519, 177019.7 503468.379, 177022.27 503471.469, 177024.898 503471.659, 177039.069 503469.66, 177148.369 503458.81, 177171.56 503455.29, 177230.43 503443.84, 177269.71 503436.2, 177263.91 503406.71, 177275.109 503390.24, 177275.771 503389.397, 177276.791 503388.679, 177277.374 503388.452, 177278.61 503388.291, 177280.401 503388.795, 177323.519 503417.44, 177346.358 503433.779, 177276.369 503538.51, 177272.089 503546.6, 177267.399 503557.01, 177264.489 503564.86, 177261.363 503575.898, 177260.038 503582.719, 177259.209 503590.65, 177258.979 503594.906, 177258.979 503601.728, 177259.419 503608.769, 177260.369 503618.38, 177261.159 503625.45, 177260.634 503627.757, 177259.528 503628.539, 177258.638 503628.829, 177247.939 503629.91, 177238.657 503538.645, 176900.237 503573.349, 176895.914 503573.92, 176772.606 503586.511, 176700 503593.758, 176690.157 503594.741, 176715.84 503632.201, 176712.36 503632.437, 176694.53 503634.25, 176648.994 503638.197, 176615.713 503641.825, 176616.93 503652.12, 176621.32 503695.94, 176636.63 503717.25, 176642.097 503724.771, 176623.346 503726.669, 176619.562 503713.846, 176615.908 503707.012, 176597.639 503680.027, 176595.155 503673.089, 176594.47 503665.038, 176600.851 503625.442, 176600.613 503615.46, 176596.992 503604.338, 176587 503581.922, 176583.463 503570.443, 176577.184 503512.842, 176566.182 503447.466, 176565.595 503430.1, 176566.603 503412.465, 176565.343 503407.93, 176558.541 503399.49, 176555.266 503390.421, 176549.497 503335.323, 176551.141 503327.575, 176570.396 503294.818, 176571.346 503287.108, 176568.577 503276.427, 176527.114 503175.797, 176544.82 503168.452, 176554.699 503192.74)))"
O10002_Hondenuitlaatkaart.24,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177946.299 502475.37, 177950.509 502485.41, 177894.209 502508.6, 177891.593 502506.921, 177884.859 502490.53, 177885.779 502488.2, 177892.359 502485.5, 177931.739 502469.34, 177946.299 502475.37)))"
O10002_Hondenuitlaatkaart.25,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178004.433 502851.316, 178005.745 502849.071, 178010.845 502838.29, 178025.559 502844.14, 178023.119 502849.8, 178021.549 502849.13, 178015.989 502851.44, 178013.719 502856.94, 178016.069 502862.54, 178017.569 502863.18, 178015.329 502868.68, 178011.806 502870.143, 177999.482 502864.693, 178004.433 502851.316)))"
