FID,dtb_id,objecttekst,datummutatie,datumopname,muteerder,status,objectcode,datuminwin,inwinner,oudedbwaarde,soort,type,aantal,datumaanleg,faunavoorziening,niveau,hyperlink,onderhouder,beheerder,eigenaar,tekening,doelsoort,photo,gisobjid,systeemdeel,beheerobject,element,bouwdeel,datum_vervallen,se_anno_cad_data,lengte,st_length_shape_,gdb_geomattr_data,shape
groen_lijnen.11,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,41160405,,,ov,,,,,,,"LINESTRING (252240.32239999995 474024.373300001, 252238.66369999945 474025.2184999995, 252234.53330000117 474026.29190000147, 252226.47260000184 474028.3352999985, 252215.9274000004 474029.8909999989, 252205.0544999987 474031.80209999904, 252191.66180000082 474033.8933000006, 252183.1724999994 474035.1853, 252182.8579000011 474035.10869999975, 252182.6187000014 474034.5133000016, 252181.92500000075 474033.06799999997)"
groen_lijnen.12,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,41160872,,,ov,,,,,,,"LINESTRING (255298.3649000004 471499.9699999988, 255289.40619999915 471509.1077999994, 255280.42440000176 471518.08139999956, 255271.8504000008 471526.5709999986, 255259.90680000186 471538.14229999855, 255251.68519999832 471546.4059000015, 255244.40419999883 471553.6314999983, 255239.46669999883 471558.53170000017, 255235.99390000105 471562.36389999837, 255230.32119999826 471567.8425000012, 255225.31019999832 471572.98640000075, 255222.7485000007 471574.7393999994, 255219.0780000016 471573.6845000014)"
groen_lijnen.13,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,41164140,,,ov,,,,,,,"LINESTRING (255166.7611999996 471624.9230999984, 255159.66420000046 471632.5901999995, 255152.6259999983 471639.6400000006, 255146.16310000047 471647.0854999982, 255142.43140000105 471650.7987000011, 255114.64990000054 471678.0859000012, 255086.86840000004 471705.37310000136, 255084.56170000136 471707.9512999989, 255077.13800000027 471714.82869999856, 255074.12970000133 471716.71189999953, 255071.46180000156 471718.58989999816, 255068.35610000044 471720.44739999995, 255065.55099999905 471722.8498999998, 255062.9550999999 471725.2083999999, 255060.30790000036 471727.6134000011, 255056.62570000067 471730.8892999999, 255052.33509999886 471734.3568999991, 255048.73809999973 471737.53069999814, 255046.62040000036 471739.88170000166, 255043.71869999915 471744.17610000074, 255041.8548000008 471746.6031999998, 255040.88329999894 471747.86829999834, 255038.1689000018 471750.97360000014, 255034.04610000178 471754.9871000014, 255030.59980000183 471758.4802000001, 255025.7884999998 471763.5300000012, 255020.06670000032 471769.16420000046, 255019.20549999923 471770.09589999914, 255016.83909999952 471772.6559000015, 255014.51159999892 471775.18019999936, 255010.07950000092 471779.6724999994, 255004.43409999833 471785.04830000177, 255003.35020000115 471786.58999999985, 255003.4987999983 471787.3909999989)"
groen_lijnen.14,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,41164086,,,ov,,,,,,,"LINESTRING (251315.39699999988 474174.1570000015, 251318.27299999818 474172.6790000014, 251320.95800000057 474171.43200000003, 251323.05900000036 474170.7829999998, 251327.30999999866 474170.2419999987, 251354.54199999943 474165.438000001, 251397.3509999998 474158.368999999, 251445.1160000004 474150.4930000007, 251470.51999999955 474146.2419999987, 251496.27749999985 474141.9404999986, 251522.03500000015 474137.63899999857, 251547.79250000045 474133.3374999985, 251573.55000000075 474129.03599999845, 251604.95100000128 474123.58999999985, 251637.74500000104 474117.993999999, 251667.5249999985 474112.8599999994, 251674.71299999952 474111.69999999925, 251676.46299999952 474111.09699999914, 251679.15300000086 474109.4519999996, 251679.83999999985 474108.69200000167, 251679.96499999985 474108.311999999)"
groen_lijnen.151,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50280978,,,ov,,,,,,,"LINESTRING (231462.4197999984 467937.1678000018, 231463.5524000004 467931.4970000014)"
groen_lijnen.15,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,41163917,,,ov,,,,,,,"LINESTRING (253661.78599999845 473207.8520000018, 253646.98999999836 473222.23099999875, 253618.51399999857 473249.9450000003, 253594.52699999884 473273.51300000027, 253570.08799999952 473297.25, 253547.8110000007 473319.1799999997, 253528.53799999878 473338.4990000017, 253508.21799999848 473358.02600000054, 253480.70800000057 473384.8200000003, 253456.37099999934 473408.2270000018, 253432.5159999989 473430.1270000003, 253414.89799999818 473446.2950000018, 253400.36199999973 473459.0390000008, 253384.56799999997 473473.0399999991, 253366.76000000164 473488.62999999896, 253349.8110000007 473502.93200000003, 253331.41000000015 473518.34699999914, 253312.3599999994 473533.9200000018, 253295.1710000001 473547.33199999854, 253279.80099999905 473559.41899999976, 253262.74500000104 473572.06599999964, 253243.20600000024 473586.98999999836, 253223.00400000066 473601.75, 253206.34299999848 473613.8060000017, 253189.6700000018 473625.4780000001, 253172.4530000016 473637.3599999994, 253153.48299999908 473650.1959999986, 253134.6889999993 473662.70800000057, 253117.75200000033 473673.9459999986, 253095.35700000077 473688.1070000008)"
groen_lijnen.16,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,47320384,,,ov,,,,,,,"LINESTRING (250762.40239999816 474250.3066000007, 250761.51199999824 474246.8216000013, 250761.3735000007 474246.0511999987)"
groen_lijnen.17,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,47320385,,,ov,,,,,,,"LINESTRING (250753.6013999991 474196.51839999855, 250754.0100999996 474201.35759999976)"
groen_lijnen.18,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,47317354,,,ov,,,,,,,"LINESTRING (250735.84310000017 474203.684799999, 250735.18239999935 474202.6612999998, 250734.78350000083 474201.69640000165, 250734.51110000163 474200.36740000173, 250734.26480000094 474199.67449999973)"
groen_lijnen.19,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,41163922,,,ov,,,,,,,"LINESTRING (250742.50789999962 474248.4992999993, 250743.07400000095 474250.23999999836, 250743.38159999996 474253.39499999955)"
groen_lijnen.20,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,46232169,,,ov,,,,,,,"MULTILINESTRING ((240941.0150000006 475339.66099999845, 240939.80779999867 475339.5282000005), (240927.81670000032 475376.6821000017, 240927.76960000023 475376.96389999986, 240927.14779999852 475378.80970000103, 240926.496199999 475380.8781999983, 240924.86180000007 475388.84690000117, 240923.37939999998 475400.18129999936, 240918.7749999985 475424.4930000007, 240909.17500000075 475469.8220000006, 240903.98950000107 475495.7824999988, 240898.8040000014 475521.7430000007, 240893.77199999988 475546.65199999884))"
groen_lijnen.21,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,46232168,,,ov,,,,,,,"MULTILINESTRING ((240896.89499999955 475547.1099999994, 240906.26300000027 475502.2870000005, 240912.3759999983 475472.1145000011, 240918.48900000006 475441.94200000167, 240923.8284999989 475416.7895000018, 240929.16800000146 475391.63699999824, 240929.95219999924 475388.2642999999, 240931.77409999818 475380.4296000004, 240932.27199999988 475377.2083999999, 240932.3986000009 475373.9684999995, 240932.37849999964 475373.78009999916), (240939.68950000033 475340.0601999983, 240941.0150000006 475339.66099999845))"
groen_lijnen.22,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50604680,,,ov,,,,,,,"LINESTRING (240782.66710000113 477457.27160000056, 240783.50649999827 477458.060899999, 240783.8343999982 477458.41640000045, 240784.35399999842 477459.2162999995, 240784.73479999974 477460.48860000074, 240784.82779999822 477461.5196999982, 240784.68400000036 477462.7901000008, 240784.4813000001 477463.7476999983, 240783.92049999908 477465.4255999997, 240779.07499999925 477474.6272, 240778.42440000176 477476.8962999992, 240778.31830000132 477477.7652999982, 240778.17220000178 477478.5639999993, 240777.9814000018 477479.2217999995, 240777.56210000068 477480.07019999996, 240773.77230000123 477489.6988000013, 240769.8300999999 477499.76029999927, 240765.2950000018 477513.0780000016, 240764.88789999858 477514.6053000018, 240762.37299999967 477525.3652999997)"
groen_lijnen.23,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50605712,,,ov,,,,,,,"LINESTRING (240683.7039999999 477010.7529999986, 240682.39400000125 476998.311999999, 240681.3110000007 476986.96599999815, 240681.35350000113 476984.15989999846, 240681.43459999934 476978.80420000106, 240681.6667000018 476968.28649999946, 240681.8029000014 476966.9232000001, 240681.88430000097 476965.8590000011, 240681.85179999843 476964.7142000012, 240681.82660000026 476963.93670000136, 240682.1592000015 476960.0628999993, 240682.24579999968 476957.8159000017, 240682.20760000125 476956.57939999923, 240681.9908999987 476955.30590000004, 240681.49819999933 476953.8933000006, 240679.68200000003 476950.11199999973, 240676.80900000036 476946.12000000104, 240675.42940000072 476944.8696999997)"
groen_lijnen.24,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,46232008,,,ov,,,,,,,"LINESTRING (240812.47190000117 477029.34050000086, 240817.63549999893 477010.65139999986, 240820.3808999993 476998.26099999994, 240822.93659999967 476982.21649999917, 240823.8975000009 476973.28759999946, 240825.65029999986 476964.67440000176, 240826.89600000158 476961.4120000005, 240829.92300000042 476958.69000000134, 240833.688000001 476956.63500000164, 240836.9653000012 476955.48640000075, 240848.2153000012 476953.81540000066)"
groen_lijnen.25,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50605877,,,ov,,,,,,,"LINESTRING (240762.37299999967 477525.3652999997, 240764.88919999823 477517.67810000107, 240767.48189999908 477510.3211000003, 240770.9710999988 477500.5042999983, 240774.7426000014 477489.79560000077, 240778.94889999926 477478.73220000044, 240781.00230000168 477472.9296000004, 240781.4472000003 477471.9312000014, 240781.96680000052 477470.86190000176, 240782.42990000173 477469.9690999985, 240782.85709999874 477468.9530999996, 240785.13080000132 477464.0577000007, 240785.33879999816 477463.29399999976, 240785.52969999984 477462.3759999983, 240785.7525999993 477461.30380000174, 240785.8575000018 477460.17909999937, 240785.74269999936 477459.2184999995, 240785.45650000125 477458.34699999914, 240784.70549999923 477457.09849999845, 240783.42639999837 477455.39180000126)"
groen_lijnen.26,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50604648,,,ov,,,,,,,"LINESTRING (240612.8103 477876.47030000016, 240613.72150000185 477876.4096999988, 240615.79949999973 477875.5436999984, 240616.4373999983 477875.0128000006, 240616.8947999999 477874.4428000003, 240617.07189999893 477873.88109999895, 240617.23580000177 477873.33940000087, 240617.33150000125 477872.5511999987, 240617.59650000185 477870.98099999875, 240617.96159999818 477867.02699999884, 240618.51040000096 477862.4780000001, 240618.89499999955 477857.21550000086, 240619.64119999856 477850.9631000012, 240620.13269999996 477847.34219999984, 240621.07290000096 477842.3971000016, 240621.69700000063 477837.7186000012, 240623.14570000023 477827.95749999955, 240624.53060000017 477818.5925000012, 240624.7146999985 477816.9565999992, 240624.91750000045 477815.3016999997, 240625.5465000011 477808.11290000007, 240625.69729999825 477805.3583999984, 240625.86300000176 477802.3299999982, 240626.23200000077 477798.3702000007, 240626.87110000104 477791.28979999945, 240627.9838999994 477782.1336000003, 240628.75329999998 477771.3962999992, 240629.99489999935 477759.9871999994, 240630.88529999927 477749.8099000007, 240632.73330000043 477735.61290000007, 240634.1336000003 477723.0815999992, 240635.88720000163 477709.6909000017, 240636.81760000065 477698.24120000005, 240637.58480000123 477692.1730999984, 240637.74760000035 477690.9517999999, 240639.32880000025 477682.99920000136, 240639.72349999845 477681.10770000145, 240641.02270000055 477671.57829999924, 240641.7677000016 477662.3770000003, 240642.98440000042 477649.87029999867, 240644.4310999997 477634.68620000035, 240645.07880000025 477624.08139999956, 240646.03730000183 477615.9572999999, 240646.08590000123 477615.4001000002, 240646.02930000052 477614.9904000014, 240645.63329999894 477614.3533000015, 240645.14620000124 477613.9354000017, 240644.64570000023 477613.5859000012, 240644.1495999992 477613.4310000017, 240643.72250000015 477613.4365000017, 240642.86300000176 477613.5390000008)"
groen_lijnen.27,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50727274,,,ov,,,,,,,"LINESTRING (240258.7564000003 487565.0438000001, 240255.12319999933 487568.98800000176, 240244.23589999974 487581.43239999935, 240233.8751000017 487593.3081, 240222.9070999995 487605.9838999994, 240212.11989999935 487617.3601000011, 240202.13430000097 487627.816300001, 240192.30700000003 487637.61100000143, 240180.11300000176 487648.8189999983, 240156.30999999866 487669.2170000002, 240126.47899999842 487693.8429999985, 240121.11169999838 487698.18510000035, 240120.30750000104 487698.83570000157, 240101.15320000052 487714.33150000125, 240081.33559999987 487730.9087000005, 240061.51799999923 487747.48600000143, 240046.91200000048 487759.19000000134, 240042.3161999993 487762.7533, 240038.89680000022 487765.64510000125, 240034.21979999915 487769.71550000086, 240028.41849999875 487774.72839999944, 240022.73070000112 487779.63340000063, 240018.36730000004 487783.4373999983, 240012.91310000047 487788.2511, 240011.00690000132 487789.54199999943, 240010.2206000015 487789.71290000156, 240009.72480000183 487789.6955999993, 240006.63149999827 487789.23999999836, 240006.12680000067 487789.3513999991, 240005.79239999875 487789.5751999989, 240005.78299999982 487789.58680000156)"
groen_lijnen.28,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50728452,,,ov,,,,,,,"LINESTRING (240012.23180000111 487795.15579999983, 240028.59800000116 487779.6889999993, 240048.3440000005 487762.73000000045, 240074.60500000045 487741.9609999992, 240111.46599999815 487711.4609999992, 240137.25400000066 487690.44099999964, 240162.86400000006 487668.9059999995, 240182.00400000066 487651.6790000014, 240199.42799999937 487634.6070000008, 240216.8280000016 487617.4230000004, 240234.45600000024 487598.1000000015, 240253.70899999887 487575.65199999884, 240261.18079999834 487567.0865000002)"
groen_lijnen.29,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50605686,,,ov,,,,,,,"LINESTRING (240811.9138999991 476043.05409999937, 240812.88109999895 476034.4712000005, 240813.22399999946 476032.4419, 240813.4338000007 476029.5751999989, 240813.45699999854 476028.53350000083, 240813.46310000122 476027.8066000007, 240813.43919999897 476026.5751999989, 240813.36089999974 476025.61719999835, 240813.29179999977 476024.6314000003, 240814.0716000013 476016.61410000175, 240815.40819999948 476007.82119999826, 240816.42210000008 476001.25719999894, 240820.03700000048 475977.84800000116, 240824.72100000083 475946.0309999995, 240829.3200000003 475916.23800000176, 240833.55900000036 475890.17449999973, 240837.79800000042 475864.11100000143, 240843.6072999984 475829.2789000012, 240850.59800000116 475789.46599999815, 240858.16800000146 475747.9930000007, 240864.1090000011 475714.0949999988, 240872.3145999983 475670.6618999988, 240879.1970999986 475632.83089999855, 240882.58469999954 475616.4712000005, 240883.04100000113 475611.83999999985, 240882.3359999992 475609.6629999988, 240880.80700000003 475607.98600000143, 240878.13100000098 475606.67500000075, 240875.43580000103 475606.22199999914)"
groen_lijnen.30,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50605763,,,ov,,,,,,,"LINESTRING (240912.60819999874 475993.82499999925, 240912.5095999986 475993.8145000003, 240911.61829999834 475993.6688000001, 240908.87310000136 475992.9171999991, 240906.10319999978 475991.91369999945, 240905.43180000037 475991.2699000016, 240905.07409999892 475990.51469999924, 240904.9941000007 475989.9074999988, 240905.04989999905 475989.1088999994, 240906.690200001 475980.6585999988, 240912.44750000164 475944.1257000007, 240919.7826000005 475900.42489999905, 240924.59849999845 475872.1926999986, 240929.41440000013 475843.9605999999, 240935.66209999844 475809.76139999926, 240940.99419999868 475779.3493999988, 240947.09580000117 475745.2468999997, 240953.03599999845 475713.5943999998, 240958.72960000113 475680.7349999994, 240964.73820000142 475648.3654000014, 240967.05270000175 475635.50829999894, 240967.68670000136 475631.9305000007, 240967.99340000004 475631.1937999986, 240968.32449999824 475630.7113999985, 240968.73889999837 475630.3531000018, 240969.9541000016 475629.4726999998, 240970.34870000184 475628.88610000163, 240970.75470000133 475628.1570000015, 240971.72509999946 475625.0322000012)"
groen_lijnen.31,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50605850,,,ov,,,,,,,"LINESTRING (240980.05590000004 475570.7318000011, 240976.0009999983 475587.15900000185, 240975.47899999842 475591.4210000001, 240976.04800000042 475593.33100000024, 240977.3359999992 475595.1620000005, 240979.4609999992 475596.0029999986, 240983.124499999 475595.6990999989)"
groen_lijnen.32,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50604685,,,ov,,,,,,,"LINESTRING (240883.55189999938 475585.78730000183, 240883.5987999998 475590.43730000034, 240883.29630000144 475593.6816000007, 240883.12739999965 475594.7591999993, 240882.82840000093 475595.39770000055, 240882.36659999937 475595.97780000046, 240881.6447999999 475596.5375000015, 240881.02199999988 475596.81799999997, 240880.06049999967 475597.08359999955, 240878.41750000045 475597.3522000015, 240876.6523000002 475597.50769999996)"
groen_lijnen.33,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,46232975,,,ov,,,,,,,"LINESTRING (240884.42350000143 475579.4068999998, 240885.0960999988 475585.27479999885, 240885.55849999934 475590.056499999, 240885.52859999985 475592.8016999997, 240885.42339999974 475594.189199999, 240885.32550000027 475594.56120000035, 240885.11919999868 475595.18939999864, 240884.71660000086 475596.09800000116, 240882.9360000007 475598.33100000024, 240880.67300000042 475599.2659999989, 240878.37999999896 475599.3759999983, 240876.33559999987 475599.37249999866)"
groen_lijnen.34,,,,,,,,,,,,Talud(onderkant),,,,,,RWS,RWS,RWS,,,,50604672,,,ov,,,,,,,"MULTILINESTRING ((240998.31379999965 475609.751699999, 240995.48420000076 475609.51839999855, 240994.6405000016 475609.2551999986, 240993.83080000058 475608.61730000004, 240993.4012000002 475607.8790999986, 240992.42379999906 475605.7879000008, 240992.18420000002 475604.66849999875, 240992.2237999998 475604.0560999997, 240992.53880000114 475603.190200001, 240993.26819999889 475602.4866000004, 240994.12559999898 475602.0320000015, 240997.78060000017 475600.3295000009), (241001.64290000126 475599.19739999995, 241001.8002000004 475599.1928999983, 241002.2287000008 475599.37359999865, 241003.08940000087 475600.0502999984, 241003.89499999955 475600.7877999991, 241004.4375 475601.6257000007, 241004.83630000055 475602.8823999986, 241004.98059999943 475604.6149000004, 241004.8898999989 475607.309799999, 241004.623399999 475607.9433000013, 241004.14779999852 475608.5373999998, 241003.47129999846 475608.9992999993, 241002.47729999945 475609.25609999895, 240998.31379999965 475609.751699999))"
groen_lijnen.35,,,,,,,,,,,,Talud(bovenkant),,,,,,RWS,RWS,RWS,,,,50605699,,,ov,,,,,,,"LINESTRING (240874.44090000167 476221.92240000144, 240873.27950000018 476220.6667999998, 240873.001600001 476220.0760000013, 240872.85779999942 476219.67060000077, 240872.6876000017 476217.9321999997, 240877.12099999934 476182.7259999998, 240884.18710000068 476134.9151000008, 240890.25890000165 476088.35179999843, 240894.4664000012 476059.8542999998, 240898.67390000075 476031.3568999991, 240901.7923000008 476009.7368000001, 240902.78500000015 476003.5529999994, 240903.27490000054 476001.4428000003, 240903.92799999937 476000.439199999, 240904.21429999918 476000.1988000013, 240904.7498999983 475999.8779999986, 240905.4208999984 475999.7109999992, 240908.186999999 475999.0549999997, 240909.2522 475999.0474999994, 240909.94669999927 475999.05270000175, 240911.872299999 475999.21449999884)"
