OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,SUBTYPE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,STATUS,Shape__Length
937,e873c3848f47465887817032006b3d26,283,0,2023/02/01 15:17:45+00,draadmat,24.435,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,51.445266,"51,445266",51.420712,"51,420712",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92314.655,439627.132,92338.616,439631.757,51.94156174,4.47555181,51.94160601,4.4758994,Prorail,L0004,bestaand,Actueel,24.4345900624394
938,b3b5681bfbeb49598b4929391659703f,283,0,2023/01/31 16:06:28+00,draadmat,30.224,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,47.635328,"47,635328",47.628821,"47,628821",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,96053.218,440360.529,96065.312,440334.267,51.94856202,4.52979097,51.94832727,4.52997137,Prorail,L0004,bestaand,Actueel,30.2243207422833
939,8e01f516496f44bf9e3aa97ccd431cdc,283,0,2022/05/09 16:03:59+00,draadmat,170.68,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,21.139938,"21,139938",20.978443,"20,978443",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden - Gouda,14,BASIS,118134.979,450892.106,118227.35,451022.297,52.04512108,4.84983126,52.04629734,4.85116366,Prorail,L0004,bestaand,Actueel,170.679757618642
940,bf9e6c8ed87a47b597848d81121fb005,283,0,2022/06/14 12:48:54+00,,12.227,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,7.890033,"7,890033",7.902326,"7,902326",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128429.422,457365.294,128417.272,457366.662,52.10389026,4.9993829,52.10390198,4.99920546,Utrecht,G0344,bestaand,Actueel,12.2267707919957
941,170ade2777c672d73e050210a7e24429,283,0,2022/05/23 08:21:04+00,,3.397,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,47.989901,"47,989901",47.989168,"47,989168",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,95695.638,440345.516,95695.726,440348.912,51.94838906,4.52459293,51.94841959,4.52459363,Rotterdam,G0599,bestaand,Actueel,3.397139973566
942,27036d9c251643888d6f02ccf06046db,283,0,2021/01/07 07:42:38+00,draadmat,771.144,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,38.486438,"38,486438",39.256271,"39,256271",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,103590.623,444424.845,103172.85,443776.746,51.98583853,4.63880803,51.97997488,4.63282474,Prorail,L0004,bestaand,Actueel,771.1440815326
943,159a48a552ba41eb8a45abfb4bef49be,283,0,2022/05/23 08:21:04+00,,9.398,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,47.988702,"47,988702",47.989168,"47,989168",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,95694.428,440358.22,95695.726,440348.912,51.9485031,4.52457314,51.94841959,4.52459363,Rotterdam,G0599,bestaand,Actueel,9.39806786384356
944,274c6dd4d75440288997c8a1dc1de952,283,0,2016/04/13 00:00:00+00,,1.813,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.348286,"1,348286",1.34813,"1,348130",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134916.605,456544.49,134916.515,456542.679,52.09678633,5.09411588,52.09677005,5.09411468,Utrecht,G0344,bestaand,Actueel,1.81323495443916
945,1ae1032de60d444fb9fd68da679d11fb,283,0,2023/01/31 16:06:28+00,,2.615,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,47.07778,"47,077780",47.080383,"47,080383",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,96591.783,440502.837,96589.202,440502.415,51.94989785,4.53759965,51.94989379,4.53756219,Prorail,L0004,bestaand,Actueel,2.6152714964225
946,74aaf123e7e841e3a13731fa4a6e4270,283,0,2020/04/16 11:48:42+00,,0.005,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,2.000048,"2,000048",1.999952,"1,999952",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,14,BASIS,134268.499,456618.28,134268.503,456618.277,52.09742566,5.08465338,52.09742564,5.08465344,Utrecht,G0344,bestaand,Actueel,0.00477074417675062
947,74aaf123e7e841e3a13731fa4a6e4270,283,0,2020/04/16 11:48:42+00,,1.606,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.999952,"1,999952",1.998509,"1,998509",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134268.503,456618.277,134269.853,456617.406,52.09742564,5.08465344,52.09741786,5.08467319,Utrecht,G0344,bestaand,Actueel,1.60650895111107
948,74aaf123e7e841e3a13731fa4a6e4270,283,0,2020/04/16 11:48:42+00,,0.41,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.000234,"2,000234",2.000048,"2,000048",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,134268.351,456618.613,134268.499,456618.28,52.09742865,5.08465119,52.09742566,5.08465338,Utrecht,G0344,bestaand,Actueel,0.409865481380636
949,6659b5b69a8a4212e05332a1e90a7b0e,283,0,2022/02/22 09:44:39+00,draadmat,23.119,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,40.041395,"40,041395",40.04365,"40,043650",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,102773.258,443100.049,102752.598,443110.415,51.97385561,4.62711194,51.97394683,4.6268097,Prorail,L0004,bestaand,Actueel,23.1192679594899
950,170ade266ee742d73e050210a7e24429,283,0,2011/06/16 08:13:46+00,,0.621,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.95827,"53,958270",53.957668,"53,957668",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90534.221,438340.715,90534.531,438341.253,51.92979679,4.44990298,51.92980166,4.44990739,Rotterdam,G0599,bestaand,Actueel,0.620921895249314
951,170ade266b3ad2d73e050210a7e24429,283,0,2014/08/18 13:24:21+00,,2.559,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.02635,"54,026350",54.025641,"54,025641",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90489.013,438281.444,90491.565,438281.638,51.92925887,4.44925689,51.92926091,4.44929395,Rotterdam,G0599,bestaand,Actueel,2.55936320204851
952,170ade2777c642d73e050210a7e24429,283,0,2015/03/17 08:14:28+00,,46.635,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,48.084018,"48,084018",48.037628,"48,037628",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,95602.465,440329.298,95648.255,440338.137,51.94823335,4.52324064,51.94831768,4.52390508,Rotterdam,G0599,bestaand,Actueel,46.6353087370503
953,e6fc6187df295f61e0530b29a8c0e64a,283,0,2022/08/31 13:45:44+00,spijlen / staaf hekwerk,0.844,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,2.611837,"2,611837",2.611803,"2,611803",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133661.459,456699.855,133661.572,456700.691,52.09813579,5.07578942,52.09814331,5.07579101,Prorail,L0004,bestaand,Actueel,0.843602394496365
954,c85e408e12f0498d85b0bd8349aeca07,283,0,2022/02/22 09:44:39+00,draadmat,69.707,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.023302,"44,023302",44.033999,"44,033999",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99613.361,440942.588,99609.593,440881.259,51.9541594,4.5814762,51.95360783,4.58143128,Prorail,L0004,bestaand,Actueel,69.7071279025539
955,170ade255be232d73e050210a7e24429,283,0,2008/01/15 09:55:34+00,,16.837,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,50.263034,"50,263034",50.263257,"50,263257",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,93468.295,439882.587,93471.66,439866.09,51.94398647,4.49228181,51.94383858,4.4923337,Rotterdam,G0599,bestaand,Actueel,16.8366930838571
956,99a716eaea8545d0b2600717f5b4d012,283,0,2022/05/09 14:43:27+00,draadmat,365.96,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,24.916028,"24,916028",24.549382,"24,549382",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,115078.093,448699.273,115383.897,448900.124,52.02520079,4.80552991,52.02702791,4.80996208,Prorail,L0004,bestaand,Actueel,365.959889620555
957,99a716eaea8545d0b2600717f5b4d012,283,0,2022/05/09 14:43:27+00,draadmat,304.683,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,24.549382,"24,549382",24.245439,"24,245439",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden - Gouda,14,BASIS,115383.897,448900.124,115637.498,449067.943,52.02702791,4.80996208,52.02855428,4.81363778,Prorail,L0004,bestaand,Actueel,304.68262219104
958,170ade27708a22d73e050210a7e24429,283,0,2012/04/27 08:58:49+00,,158.254,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,49.214745,"49,214745",49.06502,"49,065020",Derden - Overig,Randstad Zuid,RZ,n.v.t.,n.v.t.,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,94536.077,439898.009,94677.972,439968.081,51.94424223,4.50780722,51.94488741,4.50985842,Rotterdam,G0599,bestaand,Actueel,158.253922187635
959,170ade27708a22d73e050210a7e24429,283,0,2012/04/27 08:58:49+00,,68.527,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,49.280877,"49,280877",49.214745,"49,214745",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,94474.634,439867.666,94536.077,439898.009,51.94396284,4.50691903,51.94424223,4.50780722,Rotterdam,G0599,bestaand,Actueel,68.5268408170842
960,1d57fa20a39e42baa48b10528d5ef123,283,0,2022/05/09 10:27:58+00,,6.02,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.056266,"32,056266",32.050444,"32,050444",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,108312.326,447913.429,108318.167,447911.973,52.01760971,4.70706419,52.01759712,4.70714947,Prorail,L0004,bestaand,Actueel,6.01973562542409
961,1242428421e847f39cf01b239d8c3ab1,283,0,2022/09/15 09:43:40+00,,191.034,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.331785,"1,331785",1.170703,"1,170703",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134962.868,456759.312,135123.988,456698.746,52.09871881,5.09477839,52.09818026,5.0971333,Prorail,L0004,bestaand,Actueel,191.03370053213
962,88d34377ccf343609d89deebdfe4df83,283,0,2014/07/11 17:37:00+00,,23.514,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,3.008107,"3,008107",3.006467,"3,006467",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,133271.268,456766.413,133275.931,456789.458,52.09871883,5.07009082,52.09892614,5.07015741,Prorail,L0004,bestaand,Actueel,23.5142189147607
963,07ad47f7acd442e5a22227af2bdd6123,283,0,2022/05/09 10:27:58+00,,7.949,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.363402,"32,363402",32.371265,"32,371265",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,108000.486,447893.675,107992.618,447894.806,52.01740584,4.70252437,52.01741534,4.70240961,Prorail,L0004,bestaand,Actueel,7.94887319058494
964,fd23313090e1406ea6dfdd6d3499e81b,283,0,2021/01/05 07:08:38+00,gaashekwerk,96.858,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,10.800194,"10,800194",10.897036,"10,897036",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125546.693,457548.819,125453.13,457523.806,52.10539385,4.95729222,52.10516406,4.95592874,Prorail,L0004,bestaand,Actueel,96.8576838649539
965,b2740b1fcd7e4c3aa954745c4ab20123,283,0,2022/05/09 10:27:58+00,,7.537,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.859502,"32,859502",32.852007,"32,852007",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107511.967,447986.312,107519.405,447985.096,52.01819683,4.69539538,52.01818653,4.6955039,Prorail,L0004,bestaand,Actueel,7.53674332852061
966,37acc3120b1137c8e053293c320a4c37,283,0,2016/07/15 15:33:47+00,,7.951,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,134,,134,134__,Gouda - Moordrecht Aansl.,33.620434,"33,620434",33.622385,"33,622385",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda - Moordrecht Aansl.,81,BASIS,106690.581,448086.945,106690.5,448078.994,52.01903035,4.68341604,52.01895889,4.68341599,Gouda,G0513,bestaand,Actueel,7.95141257890697
967,170ade2777c652d73e050210a7e24429,283,0,2015/08/11 08:41:13+00,,23.396,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,48.106821,"48,106821",48.084018,"48,084018",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,95579.612,440324.289,95602.465,440329.298,51.94818589,4.52290914,51.94823335,4.52324064,Rotterdam,G0599,bestaand,Actueel,23.3955057690447
968,7782d6c6ff9f44aabe057226ea09657d,283,0,2021/01/07 11:02:17+00,draadmat,27.675,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.457293,"44,457293",44.429746,"44,429746",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99182.849,440888.086,99210.349,440891.184,51.95362649,4.57522286,51.9536571,4.57562237,Prorail,L0004,bestaand,Actueel,27.6745914823131
969,654fb501b8cb461fb55afd9d22d2b61e,283,0,2022/05/09 16:03:59+00,draadmat,40.232,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,22.292784,"22,292784",22.259035,"22,259035",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden - Gouda,14,BASIS,117236.263,450190.815,117272.651,450196.946,52.03875755,4.83680894,52.03881513,4.83733858,Prorail,L0004,bestaand,Actueel,40.2322415529205
970,1d2e260693201102e0531f050e0a4efd,283,0,2015/11/11 16:41:48+00,,6.62,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,43.697683,"43,697683",43.698627,"43,698627",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99940.955,440950.325,99941.413,440943.722,51.95426149,4.58624012,51.95420219,4.58624784,Capelle aan den IJssel,G0502,bestaand,Actueel,6.62045280618414
971,d76fc51badb83518e0530b29a8c0c3f9,283,1,2022/02/17 16:32:11+00,spijlen / staaf hekwerk,1.379,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.096085,"17,096085",17.097476,"17,097476",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120261.766,454326.874,120261.172,454325.629,52.07612936,4.88048236,52.07611814,4.88047382,Prorail,L0004,bestaand,Actueel,1.37944227860393
972,170ade266b4092d73e050210a7e24429,283,0,2014/08/18 12:35:25+00,,2.394,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.999885,"53,999885",53.999323,"53,999323",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90469.061,438312.469,90467.359,438313.38,51.92953538,4.44896101,51.92954337,4.4489361,Rotterdam,G0599,bestaand,Actueel,2.39415547475121
973,d76fc51baeb03518e0530b29a8c0c3f9,283,1,2022/02/17 16:31:24+00,spijlen / staaf hekwerk,10.198,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.540493,"17,540493",17.530907,"17,530907",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,119993.201,453969.027,120000.954,453975.652,52.07289621,4.8766017,52.07295625,4.8767141,Prorail,L0004,bestaand,Actueel,10.1980327601955
974,5a42c3ab3c6a4698928c6ba74721e55e,283,0,2023/02/01 15:17:45+00,spijlen / staaf hekwerk,4.103,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,51.044398,"51,044398",51.04196,"51,041960",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92707.88,439703.697,92709.929,439705.863,51.94229405,4.48125603,51.94231375,4.48128543,Prorail,L0004,bestaand,Actueel,4.10336607466344
975,d76fc51badea3518e0530b29a8c0c3f9,283,0,2022/02/17 16:36:39+00,spijlen / staaf hekwerk,17.869,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.944532,"11,944532",11.958684,"11,958684",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124490.433,457115.041,124478.072,457108.254,52.10143793,4.94191392,52.10137625,4.94173413,Prorail,L0004,bestaand,Actueel,17.8690436614357
976,d76fc51badd13518e0530b29a8c0c3f9,283,1,2022/02/17 16:36:09+00,spijlen / staaf hekwerk,1.444,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,16.864359,"16,864359",16.864342,"16,864342",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120341.649,454549.263,120340.435,454550.045,52.07813315,4.88162497,52.0781401,4.88160719,Prorail,L0004,bestaand,Actueel,1.44406371050588
977,2c34a096048f4e0cb516f5c950390eb0,283,0,2022/11/30 17:11:22+00,draadmat,54.661,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.579775,"53,579775",53.593924,"53,593924",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90550.29,438722.081,90593.616,438698.905,51.93322609,4.4500651,51.93302282,4.45069934,Prorail,L0004,bestaand,Actueel,54.6612649465663
978,afe1b776e5b43562e0530b29a8c0f552,283,1,2020/10/09 10:00:29+00,spijlen / staaf hekwerk,1.376,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,4.761351,"4,761351",4.759989,"4,759989",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,131527.079,456932.994,131528.449,456932.864,52.10014484,5.04462481,52.10014373,5.04464481,Prorail,L0004,bestaand,Actueel,1.37615406114286
979,d76fc51bae1d3518e0530b29a8c0c3f9,283,0,2022/02/17 16:31:05+00,spijlen / staaf hekwerk,3.887,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.905904,"15,905904",15.905259,"15,905259",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121023.08,455204.414,121021.745,455207.683,52.08406371,4.89149974,52.08409301,4.89147994,Prorail,L0004,bestaand,Actueel,3.88733461120334
980,d76fc51badd53518e0530b29a8c0c3f9,283,0,2022/02/17 16:36:27+00,spijlen / staaf hekwerk,0.546,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.127707,"17,127707",17.12718,"17,127180",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120206.364,454320.924,120206.643,454321.393,52.07607241,4.87967486,52.07607664,4.87967888,Prorail,L0004,bestaand,Actueel,0.545712378455904
981,4322b8545e6142acac4661d7006f9f0d,283,0,2022/11/30 17:37:07+00,spijlen / staaf hekwerk,1.552,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.112687,"54,112687",54.114254,"54,114254",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90460.683,438199.321,90460.367,438197.802,51.92851752,4.44886045,51.92850383,4.44885615,Prorail,L0004,bestaand,Actueel,1.55152086676267
982,d76fc51badf43518e0530b29a8c0c3f9,283,1,2022/02/17 16:36:21+00,spijlen / staaf hekwerk,1.814,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.529283,"17,529283",17.530991,"17,530991",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,119995.276,453980.899,119993.903,453979.713,52.07300305,4.87663074,52.0729923,4.87661084,Prorail,L0004,bestaand,Actueel,1.81431116405097
983,d76fc51bade83518e0530b29a8c0c3f9,283,1,2022/02/17 16:33:18+00,spijlen / staaf hekwerk,107.752,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,10.874359,"10,874359",10.978186,"10,978186",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125468.949,457551.939,125377.275,457495.368,52.10541775,4.95615719,52.10490441,4.95482404,Prorail,L0004,bestaand,Actueel,107.752018661964
984,170ade2770f042d73e050210a7e24429,283,0,2014/09/23 09:38:33+00,,20.981,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.023427,"54,023427",54.002375,"54,002375",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90464.239,438289.536,90468.566,438310.066,51.92932872,4.44889522,51.92951373,4.44895427,Rotterdam,G0599,bestaand,Actueel,20.981034984004
985,d0fcb606b82a4551af2889e4d7bf4dc6,283,0,2022/11/30 17:23:35+00,,5.641,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.997891,"53,997891",53.997862,"53,997862",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90467.686,438314.745,90469.458,438314.41,51.92955568,4.44894059,51.92955287,4.44896642,Prorail,L0004,bestaand,Actueel,5.64102823656146
986,d76fc51bade53518e0530b29a8c0c3f9,283,0,2022/02/17 16:35:53+00,palen met draden,272.97,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.682315,"11,682315",11.40872,"11,408720",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124720.773,457240.77,124962.193,457368.1,52.10258061,4.94526449,52.10373818,4.9487768,Prorail,L0004,bestaand,Actueel,272.9703589535
987,61de5d386c8f400187b0820079193123,283,0,2022/02/22 09:44:39+00,,14.972,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.82364,"45,823640",45.836155,"45,836155",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97825.677,440724.384,97813.081,440725.744,51.95201728,4.55550911,51.95202821,4.55532567,Prorail,L0004,bestaand,Actueel,14.9721859791699
988,f013c3226e10404cb7db1c9abf2fa3c8,283,0,2014/07/11 16:02:49+00,,11.135,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,4.230191,"4,230191",4.21904,"4,219040",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,132054.896,456898.012,132065.997,456897.314,52.09985255,5.05233033,52.09984674,5.05249239,Prorail,L0004,bestaand,Actueel,11.1352364853232
