objectid;id;stadsdeel;buurt_code;straat;eigenaar;beheerder;onderhouder;soort;voet;zitobject;afwerking;kleur;aanleg_jaar;standplaats;locatie;leverancier;geo_shape;geo_point_2d
7757;16350;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.3916805444934095, 51.45771815207705], ""type"": ""Point""}";51.45771815207705, 5.3916805444934095
7758;16351;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447836251696282, 51.476566964699956], ""type"": ""Point""}";51.476566964699956, 5.447836251696282
7760;16353;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447959775639676, 51.476496608958364], ""type"": ""Point""}";51.476496608958364, 5.447959775639676
7764;16358;Woensel noord 2;1543;;;;;;;;;;;;;;"{""coordinates"": [5.493398622504698, 51.47725726052394], ""type"": ""Point""}";51.47725726052394, 5.493398622504698
7766;16360;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447913001671093, 51.476566825761125], ""type"": ""Point""}";51.476566825761125, 5.447913001671093
7769;16364;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.490813004426819, 51.44541214691878], ""type"": ""Point""}";51.44541214691878, 5.490813004426819
7772;16368;Strijp 2;1635;;;;;;;;;;;;;;"{""coordinates"": [5.401820554261021, 51.43983420438695], ""type"": ""Point""}";51.43983420438695, 5.401820554261021
7775;16371;Strijp 2;1635;;;;;;;;;;;;;;"{""coordinates"": [5.4017184818263475, 51.439927816456446], ""type"": ""Point""}";51.439927816456446, 5.4017184818263475
7777;16374;Woensel zuid;1423;;;;;;;;;;;;;;"{""coordinates"": [5.458151565961186, 51.46110881805358], ""type"": ""Point""}";51.46110881805358, 5.458151565961186
7779;16242;Woensel zuid;1431;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;;Gazon;Park;Ergon;"{""coordinates"": [5.4768490987368965, 51.46141189740159], ""type"": ""Point""}";51.46141189740159, 5.4768490987368965
7781;16557;Strijp 1;1612;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank 1+1 zits);Staal;Hout;Beits;Licht bruin;2020;Verharding;Overig;Velopa;"{""coordinates"": [5.463275166507829, 51.43929008549914], ""type"": ""Point""}";51.43929008549914, 5.463275166507829
7783;16703;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Onbehandeld;Licht bruin;2022;Verharding;Overig;Grijsen;"{""coordinates"": [5.455968398699892, 51.45939339436203], ""type"": ""Point""}";51.45939339436203, 5.455968398699892
7785;16706;Woensel zuid;1424;;;;;;;;;;;;;;"{""coordinates"": [5.468689079203308, 51.46004116647574], ""type"": ""Point""}";51.46004116647574, 5.468689079203308
7786;16707;Woensel zuid;1424;;;;;;;;;;;;;;"{""coordinates"": [5.468683099077568, 51.46002584679743], ""type"": ""Point""}";51.46002584679743, 5.468683099077568
7788;16743;Strijp 1;1612;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Picknickset;Beton;Hout;Beits;Licht bruin;2021;Gazon;Park;;"{""coordinates"": [5.463840417768196, 51.4430533722977], ""type"": ""Point""}";51.4430533722977, 5.463840417768196
7793;16590;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.445296551382459, 51.47773441325855], ""type"": ""Point""}";51.47773441325855, 5.445296551382459
7799;16596;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.448281062452605, 51.476588070859634], ""type"": ""Point""}";51.476588070859634, 5.448281062452605
7802;16600;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.390878527097539, 51.457323472087865], ""type"": ""Point""}";51.457323472087865, 5.390878527097539
7805;16604;Woensel zuid;1421;;;;;;;;;;;;;;"{""coordinates"": [5.456798853483312, 51.45145328040422], ""type"": ""Point""}";51.45145328040422, 5.456798853483312
7807;16606;Strijp 2;1635;;;;;;;;;;;;;;"{""coordinates"": [5.40160545238036, 51.440030957812006], ""type"": ""Point""}";51.440030957812006, 5.40160545238036
7808;16608;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.487464405388425, 51.449781871615976], ""type"": ""Point""}";51.449781871615976, 5.487464405388425
7814;16673;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Onbehandeld;Licht bruin;;Verharding;Overig;Grijsen;"{""coordinates"": [5.45226020341498, 51.45862275441027], ""type"": ""Point""}";51.45862275441027, 5.45226020341498
7815;16378;Centrum;1113;;;;;;;;;;;;;;"{""coordinates"": [5.471792461822642, 51.43976094711605], ""type"": ""Point""}";51.43976094711605, 5.471792461822642
7817;16381;Woensel zuid;1421;;;;;;;;;;;;;;"{""coordinates"": [5.456536435827293, 51.45122820819763], ""type"": ""Point""}";51.45122820819763, 5.456536435827293
7819;16383;Strijp 2;1640;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;;;Hout;Onbehandeld;Licht bruin;2021;Verharding;Plein;;"{""coordinates"": [5.407204703583664, 51.442212811526424], ""type"": ""Point""}";51.442212811526424, 5.407204703583664
7821;16385;Stratum;1211;;;;;;;;;;;;;;"{""coordinates"": [5.50018165734139, 51.43206383959359], ""type"": ""Point""}";51.43206383959359, 5.50018165734139
7831;16397;Woensel zuid;1421;;;;;;;;;;;;;;"{""coordinates"": [5.456093189068698, 51.45504582096791], ""type"": ""Point""}";51.45504582096791, 5.456093189068698
7833;16399;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.487583893658906, 51.451781477036725], ""type"": ""Point""}";51.451781477036725, 5.487583893658906
7834;16401;Strijp 2;1635;;;;;;;;;;;;;;"{""coordinates"": [5.40337023112063, 51.43884043295482], ""type"": ""Point""}";51.43884043295482, 5.40337023112063
7836;16403;Tongelre;1322;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2021;Verharding;Overig;Ergon;"{""coordinates"": [5.512387673592628, 51.43431136144011], ""type"": ""Point""}";51.43431136144011, 5.512387673592628
7837;16404;Centrum;1113;;;;;;;;;;;;;;"{""coordinates"": [5.471734764715128, 51.44056365944569], ""type"": ""Point""}";51.44056365944569, 5.471734764715128
7838;16406;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.4860860310829835, 51.45107687889992], ""type"": ""Point""}";51.45107687889992, 5.4860860310829835
7840;16408;Woensel noord 2;1534;;;;;;;;;;;;;;"{""coordinates"": [5.4779794144313385, 51.48713536461756], ""type"": ""Point""}";51.48713536461756, 5.4779794144313385
7843;16740;Stratum;1237;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Toledo;Staal;Hout;Beits;Donker bruin;2022;Gazon;Plein;Samson;"{""coordinates"": [5.4989638805649665, 51.420626265637765], ""type"": ""Point""}";51.420626265637765, 5.4989638805649665
7845;16742;Stratum;1237;;BOR;BOR Stedelijk;BOR Stedelijk;Camino;Staal;Hout;Lak;Donker bruin;;Verharding;Plein;Velopa;"{""coordinates"": [5.497181529921279, 51.419757974753665], ""type"": ""Point""}";51.419757974753665, 5.497181529921279
7847;16745;Woensel noord 2;1516;;BOR Stedelijk;BOR Stedelijk;;Laths;Staal;Hout;Lak;Licht bruin;2022;Verharding;Park;Grijsen;"{""coordinates"": [5.484358719471013, 51.47349540867132], ""type"": ""Point""}";51.47349540867132, 5.484358719471013
7849;16748;Strijp 2;1633;;;;;;;;;;;;;;"{""coordinates"": [5.420132624381431, 51.43736860497412], ""type"": ""Point""}";51.43736860497412, 5.420132624381431
7850;16779;Stratum;1223;;;;;;;;;;;;;;"{""coordinates"": [5.481787291241632, 51.423949720419714], ""type"": ""Point""}";51.423949720419714, 5.481787291241632
7855;16784;Strijp 1;1624;;;;;;;;;;;;;;"{""coordinates"": [5.446446613760664, 51.446044827217065], ""type"": ""Point""}";51.446044827217065, 5.446446613760664
7858;16252;Woensel noord 1;1511;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Kunststof;Kunststof;Onbehandeld;Grijs;;Verharding;Park;;"{""coordinates"": [5.454047394162428, 51.47709979638132], ""type"": ""Point""}";51.47709979638132, 5.454047394162428
7859;16253;Woensel noord 1;1511;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Kunststof;Kunststof;Onbehandeld;Grijs;;Verharding;Park;;"{""coordinates"": [5.4541468782963385, 51.47713203539059], ""type"": ""Point""}";51.47713203539059, 5.4541468782963385
7860;16254;Woensel noord 1;1511;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Kunststof;Kunststof;Onbehandeld;Grijs;;Verharding;Park;;"{""coordinates"": [5.4542765906286075, 51.477173847778616], ""type"": ""Point""}";51.477173847778616, 5.4542765906286075
7861;16255;Woensel noord 1;1511;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Kunststof;Kunststof;Onbehandeld;Grijs;;Verharding;Park;;"{""coordinates"": [5.454375182723128, 51.47720615002794], ""type"": ""Point""}";51.47720615002794, 5.454375182723128
7862;16411;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.494924695725171, 51.45018644075239], ""type"": ""Point""}";51.45018644075239, 5.494924695725171
7869;16419;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447419775163615, 51.476474175668656], ""type"": ""Point""}";51.476474175668656, 5.447419775163615
7870;16420;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.3913321431427565, 51.45750800193194], ""type"": ""Point""}";51.45750800193194, 5.3913321431427565
7873;16424;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447530744937675, 51.47644513871667], ""type"": ""Point""}";51.47644513871667, 5.447530744937675
7875;16426;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447540106328672, 51.47645988423055], ""type"": ""Point""}";51.47645988423055, 5.447540106328672
7876;16427;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.494955844194622, 51.450339848474336], ""type"": ""Point""}";51.450339848474336, 5.494955844194622
7879;16431;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.390857965041044, 51.45730510894718], ""type"": ""Point""}";51.45730510894718, 5.390857965041044
7880;16434;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.391699883956141, 51.45773516682015], ""type"": ""Point""}";51.45773516682015, 5.391699883956141
7888;16444;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.489073302115696, 51.45157901717172], ""type"": ""Point""}";51.45157901717172, 5.489073302115696
7893;16789;Strijp 1;1612;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;;2022;;;Ergon;"{""coordinates"": [5.461372885846746, 51.440874466069275], ""type"": ""Point""}";51.440874466069275, 5.461372885846746
7897;16793;Strijp 1;1612;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;;2022;;Park;Ergon;"{""coordinates"": [5.461110373356882, 51.44094915370212], ""type"": ""Point""}";51.44094915370212, 5.461110373356882
7898;16446;Stratum;1223;;;;;;;;;;;;;;"{""coordinates"": [5.4786676984575156, 51.41735589299594], ""type"": ""Point""}";51.41735589299594, 5.4786676984575156
7907;16457;Woensel noord 2;1543;;;;;;;;;;;;;;"{""coordinates"": [5.493218316295399, 51.47725699327928], ""type"": ""Point""}";51.47725699327928, 5.493218316295399
7909;16460;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447429293778829, 51.476488103142856], ""type"": ""Point""}";51.476488103142856, 5.447429293778829
7910;16461;Strijp 2;1638;;;;;;;;;;;;;;"{""coordinates"": [5.392362760582604, 51.4576985088139], ""type"": ""Point""}";51.4576985088139, 5.392362760582604
7915;16469;Woensel noord 1;1522;;;;;;;;;;;;;;"{""coordinates"": [5.447815901355259, 51.47655850800682], ""type"": ""Point""}";51.47655850800682, 5.447815901355259
7920;16475;Strijp 2;1635;;;;;;;;;;;;;;"{""coordinates"": [5.401682866392483, 51.43996054873592], ""type"": ""Point""}";51.43996054873592, 5.401682866392483
7921;16476;Centrum;1115;;;;;;;;;;;;;;"{""coordinates"": [5.489053037737126, 51.45152375460879], ""type"": ""Point""}";51.45152375460879, 5.489053037737126
7926;16675;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Onbehandeld;Licht bruin;;Verharding;Overig;Grijsen;"{""coordinates"": [5.452387857709784, 51.457302797318505], ""type"": ""Point""}";51.457302797318505, 5.452387857709784
7927;16266;Stratum;1222;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2009;Verharding;School;;"{""coordinates"": [5.490992140210606, 51.41702816568748], ""type"": ""Point""}";51.41702816568748, 5.490992140210606
7932;16308;Centrum;1114;;;;;;;;;;;;;;"{""coordinates"": [5.475771709489892, 51.44385847440905], ""type"": ""Point""}";51.44385847440905, 5.475771709489892
7934;16627;Park Centrum;1111;;;;;;;;;;;;;;"{""coordinates"": [5.48148620503071, 51.43498689487197], ""type"": ""Point""}";51.43498689487197, 5.48148620503071
7935;16632;Tongelre;1311;;;;;;;;;;;;;;"{""coordinates"": [5.49121283954178, 51.43777690341936], ""type"": ""Point""}";51.43777690341936, 5.49121283954178
7939;16342;Woensel zuid;1425;;;;;;;;;;;;;;"{""coordinates"": [5.471146815780601, 51.465130809299914], ""type"": ""Point""}";51.465130809299914, 5.471146815780601
