BEGINDATUM;EINDDATUM;ID;NWB_ID;CAPACITEIT;ORIENTATIE;TYPE_PARKEERPLEK;MAANDAG;DINSDAG;WOENSDAG;DONDERDAG;VRIJDAG;ZATERDAG;ZONDAG;VAN;TOT;GEBRUIKSDOEL;WEGDEEL_ID;GUID;DOSSIERNUMMER;COUNTER;TYPE_GERESERVEERD_AS400;STRAATCODE_AS400;STRAATNAAM_AS400;PLAATSAANDUIDING_AS400;DOSSIERNNUMMER_AS400
20130411;;1128703;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;696809;{B61A2F18-B44F-4873-ADBF-90260;87002;2387;Gehandicaptenparkeerpl.;6690;HAZELAARSTR;NABIJ PERC;87002
20130411;;1128704;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;696808;{CDC40F06-3748-4968-B9F9-2C91B;86086;2388;;;;;
20130411;;1128705;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;696808;{B59A018B-B9D5-43F5-B2F1-3A7FE;85593;2389;;;;;
20130411;20170803;1128706;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;678687;{CF0D7F26-7A16-4238-91DC-B2067;87785;2390;;;;;
20130411;;1128707;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;678690;{8E80E672-F63F-4D29-9E07-5A5C9;86573;2391;;;;;
20130411;;1128708;;1;Haaks;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;697672;{84FBB43D-653C-4EDB-9C0A-73886;80137;2392;Gehandicaptenparkeerpl.;3260;COPERNICUSLAAN;THV;80137
20130411;;1128709;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;688657;{DF290F89-EBD0-4F57-9FC1-B55D0;84524;2393;Gehandicaptenparkeerpl.;18410;VALKENBOSKADE;T/O;84524
20130108;;1128601;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;677059;{EDD537E3-076D-4614-B268-4D626;85773;2394;Gehandicaptenparkeerpl.;16380;SEINPOSTSTR;NABIJ PERC;85773
20130108;;1128602;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;262657;{F85DBE04-7CD9-4613-BC5E-95422;86788;2395;;;;;
20130115;;1128603;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;676800;{B6EF44F3-D126-4C83-B44F-F09E8;86536;2396;;;;;
20130115;;1128604;;;;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690532;{D62243E5-889D-439F-A3CD-F4932;92103;2397;;;;;
20130115;;1128606;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;672078;{1BE76AD5-1688-499B-9A09-DF7CA;36161   92;2398;;;;;
20130129;;1128608;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;258514;{479EF397-1358-444D-843E-E1F5A;91759;2399;;;;;
20130130;;1128609;;;;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690153;{492AFB3D-22E1-4F90-B925-3B0BD;103667;2400;;;;;
20130207;;1128610;;1;Visgraat;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;238296;{B6D06E62-2D02-4FDB-821C-76003;85606;2401;Gehandicaptenparkeerpl.;11140;MAANWEG;NABIJ PERC;85606
20130207;;1128611;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;680150;{70C7228F-2A04-46B8-AFFA-E21EF;107079;2402;Gehandicaptenparkeerpl.;14900;REGENTESSELAAN;NABIJ PERC;107079
20130211;20170512;1128613;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;183652;{088D99B6-AC84-4404-A700-B7823;104407;2403;;;;;
20130211;;1128614;;;;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;690482;{A907C3BC-4386-443F-99A5-2175A;93315;2404;Gehandicaptenparkeerpl.;11726;MELODIESTR;T/O;93315
20130411;;1128649;;3;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;256576;{4F6428A4-3601-4C72-BEF0-5D408;71360;2336;Ambassade;10040;LN V MEERDERVOORT;NABIJ PERC;71360
20130411;;1128650;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;240961;{BA21266F-82E9-4132-A0F9-8F0DE;;2337;;;;;
20130411;;1128651;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;253167;{5704094B-E943-4115-A869-88B33;70969;2338;Arts;18150;TROMPSTR;NABIJ PERC;70969
20130411;;1128652;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;245333;{75269125-7B4C-426F-91BF-BDEE5;80001;2339;;;;;
20130411;;1128653;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;253825;{636F0F0D-CA09-41F5-9C30-5B929;;2340;;;;;
20130411;;1128654;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;247190;{D105D325-2E1C-432D-8FAE-C3F0E;Autodate J;2341;;;;;
20130411;;1128655;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;2578726;{0E940BE6-03F0-44D6-B962-9649A;71290;2342;Specialist;16880;V SPEIJKSTR;NABIJ PERC;71290
20130411;;1128656;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;246920;{7D356142-4811-414E-9D83-E98FC;71145;2343;Arts;7780;H DE GROOTSTR;NABIJ PERC;71145
20130411;;1128658;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;263995;{3C566F6A-A18A-4FA3-8869-FDBDC;86749;2344;Gehandicaptenparkeerpl.;9110;V KINSBERGENSTR;NABIJ PERC;86749
20130411;;1128659;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;261158;{684E8179-274B-4B65-9BE5-4944C;81039;2345;Gehandicaptenparkeerpl.;2300;V BRAKELSTR;NABIJ PERC;81039
20130411;;1128660;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;261895;{5BA46A1D-E35A-4BC0-B9C0-2F44E;82048;2346;Gehandicaptenparkeerpl.;17640;TASMANSTR;NABIJ PERC;82048
20130411;;1128661;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;2578633;{E4343892-9D8B-4C47-93B0-C609C;81253;2347;;;;;
20130411;;1128662;;1;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;248501;{110620AE-3ABF-46F0-8A54-FE593;Autodate T;2348;;;;;
20130411;;1128663;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;2381955;{46FA8EF0-9216-4BDF-9ABE-1D5A8;81366;2349;;;;;
20130411;;1128664;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;252657;{820024FB-C455-4ACE-94EC-06155;80276;2350;;;;;
20130411;;1128665;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;250600;{ACB80D5D-D28C-4538-87DF-518DC;Autodate V;2351;;;;;
20130411;20181019;1128666;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;256992;{3BF7553A-AB42-463B-BE62-A00C2;89613;2352;;;;;
20130411;20170724;1128668;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;245129;{28237164-5C5B-4864-BD22-392AF;81413;2353;;;;;
20130411;;1128795;;1;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;263143;{62A15D20-24CF-49F8-9114-F6C6A;71177;2421;Ambassade;430;AMALIASTR;NABIJ PERC;71177
20130411;;1128796;;3;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;266575;{CBAAA426-AB0A-400E-8CED-DA537;71186;2422;Ambassade;9390;KONINGINNEGRACHT;NABIJ PERC;71186
20130411;;1128797;;2;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;252967;{765CC20D-4B96-4D70-8410-ABFC1;;2423;;;;;
20130411;;1128798;;2;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;239204;{1E2E8C30-D65A-401B-B2F9-85EB4;71235;2424;Ambassade;16770;SOPHIALAAN;NABIJ PERC;71235
20130411;;1128799;;1;File;Autodate;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Autodate;242716;{B4E95EB3-8AD7-43B6-9955-AD018;Autodate D;2425;;;;;
20130411;;1128800;;1;File;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;252402;{C5CB5600-18F8-4564-A37C-EEC4B;71082;2426;Arts;1310;BAZARSTR;NABIJ PERC;71082
20130411;;1128801;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;252402;{48812F14-F1D4-4FC6-B608-BFD47;80093;2427;Gehandicaptenparkeerpl.;1310;BAZARSTR;NABIJ PERC;80093
20130411;;1128803;;2;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;259396;{066E9584-F529-4AFC-8120-8337E;71122;2428;Ambassade;13680;PARKSTR;NABIJ PERC;71122
20130411;;1128805;;2;File;Ambassadeur;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassadeur;2783380;{48C60C4E-0000-44BA-B076-88DBD;71269;2429;Ambassade;360;V ALKEMADELAAN;NABIJ PERC;71269
20130411;;1128806;;1;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;;{123ADFBB-008F-4FB2-A56C-CD97C;87697;2430;;;;;
20130411;;1128807;;1;Haaks;Arts;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Arts;240718;{D0FF1279-EB3C-4888-9714-BFAEE;71244;2431;Arts;5380;FREDERIKSTR;NABIJ PERC;71244
20130411;;1128808;;2;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;242003;{6847FF74-593E-40B9-8AE7-F7F72;71198;2432;Ambassade;5380;FREDERIKSTR;NABIJ PERC;71198
20130411;;1128809;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;242535;{F38F0F38-2FD8-4AF8-90D0-5C0B9;80113;2433;;;;;
20130411;;1128810;;2;File;Ambassadeur;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassadeur;244873;{45F11106-3B4E-4551-B970-5335D;71202;2434;Ambassade;12380;NASSAULAAN;NABIJ PERC;71202
20130411;;1128811;;1;File;Parkeergelegenheid;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Parkeergelegenheid;255318;{3DDD007D-C250-4B47-876E-A744A;;2435;;;;;
20130411;;1128812;;2;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;263747;{3E34DF17-3253-4C73-8B30-E2E91;71254;2436;Ambassade;17450;SURINAMESTR;T/O PERC;71254
20130411;;1128813;;1;File;Ambassade + internationale zaken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Ambassade + internationale zaken;263747;{70CF1492-F363-4C99-BEA6-CE63E;71178;2437;;;;;
20130411;;1128850;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;695837;{3EB45A35-890C-42E7-BDB1-1FC84;89261;2472;Gehandicaptenparkeerpl.;130;ABRIKOZENPLEIN;NABIJ PERC;89261
20130411;;1128852;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;;{20F909F0-E54B-4120-88CD-1E848;84972;2473;Gehandicaptenparkeerpl.;5980;GOUDREINETSTR;NABIJ PERC;84972
20130411;;1128853;;1;File;Gehandicapte op kenteken;Ja;Ja;Ja;Ja;Ja;Ja;Ja;00:00;24:00;Gehandicapte op kenteken;;{2D5081B6-B400-4451-8AF9-FC52E;82702;2474;;;;;
