"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","2799","Cooley Elementary School","63300","Waterford School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486730300","2000 HIGHFIELD RD","48329","General Education","Elementary","Suburb: Large","Oakland","832","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9303","Cooley High School","83010","Cadillac Area Public Schools","83","Wexford-Missaukee ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","2318765900","221 GRANITE ST","49601","Alternative Education","High School","Town: Remote","Wexford","833","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","541","Coolidge Elementary School","82095","Livonia Public Schools School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7347442705","30500 CURTIS RD","48152","General Education","Elementary","City: Small","Wayne","834","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Coolidge Intermediate School","63020","Ferndale Public Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2485868767","2521 BERMUDA ST","48220","General Education","Elem_Middle School","Suburb: Large","Oakland","835","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9942","Coon School","34140","Berlin Township S/D #3","34","Ionia ISD","LEA School","Open-Active","General Education","General Education","6165274900","6679 SOUTH STATE RD","48846","General Education","Elem_Middle School","Rural: Distant","Ionia","836","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1035","Cooper Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","6836 GEORGIA ST","48211",,"Other","Not Specified","Wayne","837","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3418","Cooper Correctional Facility","84020","Michigan Department of Corrections","84","State of Michigan","State Unique Education Provider","Open-Active","Alternative Education","Adult Education","5176367498","3100 COOPER ST","49201","Alternative Education","Other","Not Specified","Jackson","838","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3554","Cooper Elementary School","3010","Plainwell Community Schools","3","Allegan Area Educational Service Agency","LEA School","Open-Active","General Education","Multiple Settings","2693492674","7559 NORTH 14TH ST","49009","General Education","Elementary","Rural: Fringe","Kalamazoo","839","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cooper Upper Elementary School","82095","Livonia Public Schools School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7347446103","28550 ANN ARBOR TRL","48185","General Education","Elem_Middle School","Suburb: Large","Wayne","840","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","552","Coopersville Area Public School District","70120","Coopersville Area Public School District","70","Ottawa Area ISD","LEA District","Open-Active",,,"6169973200","198 EAST ST","49404",,"Elem thru High School","Rural: Fringe","Ottawa","841","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8969","Coopersville East Elementary","70120","Coopersville Area Public School District","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6169973301","198 EAST ST","49404","General Education","Elementary","Rural: Fringe","Ottawa","842","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7308","Coopersville High School","70120","Coopersville Area Public School District","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6169973501","198 EAST ST","49404","General Education","High School","Rural: Fringe","Ottawa","843","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4296","Coopersville Middle School","70120","Coopersville Area Public School District","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6169973400","198 EAST ST","49404","General Education","Middle School","Rural: Fringe","Ottawa","844","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2618","Coopersville South Elementary School","70120","Coopersville Area Public School District","70","Ottawa Area ISD","LEA School","Open-Active","Special Education","Multiple Settings","6169973101","198 EAST ST","49404","Special Education","Elementary","Rural: Fringe","Ottawa","845","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2607","Coopersville West Early Childhood Center","70120","Coopersville Area Public School District","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6169973301","198 EAST ST","49404","General Education","Elementary","Rural: Fringe","Ottawa","846","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6967","COP ESD Programs","16000","Cheb-Otsego-Presque Isle ESD","16","Cheb-Otsego-Presque Isle ESD","ISD School","Open-Active","Special Education","Multiple Settings","2312389394","6065 LEARNING LN","49749","Special Education","Elem thru High School","Rural: Remote","Cheboygan","847","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8805","Copeland","81050","Dexter Community School District","81","Washtenaw ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"7344244100","7714 Ann Arbor St","48130",,"Other","Not Specified","Washtenaw","848","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8961","Copper Country ISD","31000","Copper Country ISD","31","Copper Country ISD","ISD","Open-Active",,,"9064824250","809 HECLA ST","49930",,"ISD","Town: Remote","Houghton","849","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9837","Copper Country Learning Center","31000","Copper Country ISD","31","Copper Country ISD","ISD School","Open-Active","Special Education","SpecEd","9064827260","809 HECLA ST","49930","Special Education","Elem thru High School","Town: Remote","Houghton","850","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cornell Elementary School","33170","Okemos Public Schools","33","Ingham ISD","LEA School","Open-Active","General Education","Multiple Settings","5177065300","4371 CORNELL RD","48864","General Education","Elementary","Suburb: Large","Ingham","851","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cornerstone Elementary School","81050","Dexter Community School District","81","Washtenaw ISD","LEA School","Open-Active","General Education","Multiple Settings","7344244120","7480 DAN HOEY RD","48130","General Education","Elementary","Suburb: Large","Washtenaw","852","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2924","Corunna High School","78100","Corunna Public Schools","78","Shiawassee Regional ESD","LEA School","Open-Active","General Education","Multiple Settings","9897433441","417 EAST KING ST","48817","General Education","Middle_High School","Rural: Fringe","Shiawassee","853","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4143","Corunna Middle School","78100","Corunna Public Schools","78","Shiawassee Regional ESD","LEA School","Open-Active","General Education","Multiple Settings","9897435641","400 NORTH COMSTOCK ST","48817","General Education","Elem_Middle School","Town: Distant","Shiawassee","854","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8056","Corunna Public Schools","78100","Corunna Public Schools","78","Shiawassee Regional ESD","LEA District","Open-Active",,,"9897436338","124 NORTH SHIAWASSEE ST","48817",,"Elem thru High School","Town: Distant","Shiawassee","855","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9888","Cory GSRP","82130","Romulus Community Schools","82","Wayne RESA","LEA Unique Education Provider","Open-Active","Reportable Program","Pre-Kindergarten","7345321624","35200 Smith","48174","Reportable Program","Other","Not Specified","Wayne","856","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","612","Costello Elementary School","63150","Troy School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2488233700","1333 HAMMAN DR","48085","General Education","Elementary","City: Small","Oakland","857","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cotter Early Childhood Center","82030","Dearborn City School District","82","Wayne RESA","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","3138276150","13020 OSBORNE ST","48126","General Education","Other","City: Small","Wayne","858","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","838","Cotton Correctional Facility","84020","Michigan Department of Corrections","84","State of Michigan","State Unique Education Provider","Open-Active","Alternative Education","Adult Education","5176367498","3500 NORTH ELM AVE","49201","Alternative Education","Other","Not Specified","Jackson","859","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5782","Country Elementary School","47080","Pinckney Community Schools","47","Livingston ESA","LEA School","Open-Active","General Education","Multiple Settings","8102256600","2939 EAST M 36","48169","General Education","Elementary","Suburb: Midsize","Livingston","860","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","692","Country Oaks Elementary School","63220","Huron Valley Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486848075","5070 SOUTH DUCK LAKE RD","48382","General Education","Elementary","Suburb: Large","Oakland","861","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5779","Countryside Academy","11901","Countryside Academy","11","Berrien RESA","PSA District","Open-Active",,,"2699443319","4800 MEADOWBROOK RD","49022",,"Elem thru High School","Rural: Fringe","Berrien","862","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Countryside Academy - Elementary","11901","Countryside Academy","11","Berrien RESA","PSA School","Open-Active","General Education","Multiple Settings","2699445655","4821 North Street","49022","General Education","Elementary","Rural: Fringe","Berrien","863","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Countryside Academy - Middle/High School","11901","Countryside Academy","11","Berrien RESA","PSA School","Open-Active","General Education","Multiple Settings","2699443319","4800 MEADOWBROOK RD","49022","General Education","Middle_High School","Rural: Fringe","Berrien","864","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Countryside Elementary School","41040","Byron Center Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168786900","8200 EASTERN AVE SE","49315","General Education","Elementary","Rural: Fringe","Kent","865","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4417","Courtade Elementary School","28010","Traverse City Area Public Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2319335800","1111 RASHO RD","49686","General Education","Elementary","Rural: Fringe","Grand Traverse","866","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Courville Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3138737450","18040 SAINT AUBIN ST","48234",,"Other","Not Specified","Wayne","867","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9505","Cousino Senior High School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","5866984201","30333 HOOVER RD","48093","Alternative Education","High School","City: Midsize","Macomb","868","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6280","Covenant House Academy Detroit","82991","Covenant House Academy Detroit","82","Wayne RESA","PSA District","Open-Active",,,"3135589277","2959 MARTIN LUTHER KING JR BLVD","48208",,"High School","City: Large","Wayne","869","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","39","Covenant House Academy Detroit - Central Site","82991","Covenant House Academy Detroit","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3134632023","2959 MARTIN LUTHER KING JR BLVD","48208","Alternative Education","High School","City: Large","Wayne","870","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2809","Covenant House Academy Detroit - East Site","82991","Covenant House Academy Detroit","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3134632023","7600 GOETHE ST","48214","Alternative Education","High School","City: Large","Wayne","871","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1089","Covenant House Academy Detroit - Southwest Site","82991","Covenant House Academy Detroit","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3134632023","1450 25TH ST","48216","Alternative Education","High School","City: Large","Wayne","872","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2762","Covenant House Academy Grand Rapids","41900","Covenant House Academy Grand Rapids","41","Kent ISD","PSA District","Open-Active",,,"3135589022","50 ANTOINE ST SW","49507",,"High School","Not Specified","Kent","873","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","521","Covert Center","63300","Waterford School District","63","Oakland Schools","LEA Non-Instructional Ancillary Facility","Open-Active",,,"2486828696","1150 Scott Lake Road","49328",,"Other","Not Specified","Oakland","874","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Covert Elementary School","80040","Covert Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2697643730","35323 M 140 HWY","49043","General Education","Elementary","Rural: Distant","Van Buren","875","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2416","Covert High School","80040","Covert Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2697643711","35323 M 140 HWY","49043","General Education","High School","Rural: Distant","Van Buren","876","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6172","Covert Middle School","80040","Covert Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2697643739","35323 M 140 HWY","49043","General Education","Middle School","Rural: Distant","Van Buren","877","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5959","Covert Public Schools","80040","Covert Public Schools","80","Van Buren ISD","LEA District","Open-Active",,,"2697643710","35323 M 140 HWY","49043",,"Elem thru High School","Rural: Distant","Van Buren","878","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5180","Crestwood School District","82230","Crestwood School District","82","Wayne RESA","LEA District","Open-Active",,,"3132780906","1501 NORTH BEECH DALY RD","48127",,"Elem thru High School","Suburb: Large","Wayne","901","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9382","Cramer Junior High School","9050","Essexville-Hampton Public Schools","9","Bay-Arenac ISD","LEA School","Open-Active","General Education","Multiple Settings","9898949740","313 PINE ST","48732","General Education","Elem_Middle School","Suburb: Small","Bay","879","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5408","Crawford AuSable School Bus Garage","20015","Crawford AuSable Schools","72","C.O.O.R. ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"9893443545","1135 NORTH OLD 27","49738",,"Other","Not Specified","Crawford","880","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1067","Crawford AuSable Schools","20015","Crawford AuSable Schools","72","C.O.O.R. ISD","LEA District","Open-Active",,,"9893443500","1135 NORTH OLD 27","49738",,"Elem thru High School","Town: Remote","Crawford","881","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4468","Creative Learning Center - Dearborn","50070","Clintondale Community Schools","50","Macomb ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","5867916300","4915 SCHAEFER RD","48126","Alternative Education","High School","City: Small","Wayne","882","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2822","Creative Learning Center - Highland Park","50070","Clintondale Community Schools","50","Macomb ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","5867916300","14104 Woodward Ave","48203","Alternative Education","High School","Suburb: Large","Wayne","883","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","801","Creative Learning Center - Madison Heights","50070","Clintondale Community Schools","50","Macomb ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","5867916300","31499 John R","48071","Alternative Education","High School","Suburb: Large","Oakland","884","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","122","Creative Learning Center - Warren","50070","Clintondale Community Schools","50","Macomb ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","5867916300","4545 EAST 8 MILE RD","48091","Alternative Education","High School","City: Midsize","Macomb","885","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8801","Creative Montessori Academy","82969","Creative Montessori Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","7342845600","15100 NORTHLINE RD","48195","General Education","Elem_Middle School","Suburb: Large","Wayne","886","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1954","Creative Technologies Academy","41918","Creative Technologies Academy","41","Kent ISD","PSA District","Open-Active",,,"6166964905","350 PINE ST","49319",,"Elem thru High School","Town: Fringe","Kent","887","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7271","Creekside Intermediate School","81050","Dexter Community School District","81","Washtenaw ISD","LEA School","Open-Active","General Education","Multiple Settings","7344244160","2615 BAKER RD","48130","General Education","Elem_Middle School","Suburb: Large","Washtenaw","888","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Creekside Middle School","70350","Zeeland Public Schools","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","6167483300","179 WEST ROOSEVELT AVE","49464","General Education","Middle School","Suburb: Small","Ottawa","889","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1896","Crescent Academy","63921","Crescent Academy","63","Oakland Schools","PSA District","Open-Active",,,"2484234581","17570 WEST 12 MILE RD","48076",,"Elem thru High School","Suburb: Large","Oakland","890","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1376","Crescent Academy - High School","63921","Crescent Academy","63","Oakland Schools","PSA School","Open-Active","General Education","Multiple Settings","2484234581","13400 Oak Park Boulevard","48237","General Education","High School","Not Specified","Oakland","891","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1491","Crescent Academy Elementary","63921","Crescent Academy","63","Oakland Schools","PSA School","Open-Active","General Education","Multiple Settings","2482816471","25175 Code Road","48033","General Education","Elementary","Not Specified","Oakland","892","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2070","Crescent Academy Middle School","63921","Crescent Academy","63","Oakland Schools","PSA School","Open-Active","General Education","Multiple Settings","2484234581","17570 WEST 12 MILE RD","48076","General Education","Elem_Middle School","City: Small","Oakland","893","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8494","Crescent Academy PK Program","63921","Crescent Academy","63","Oakland Schools","PSA Unique Education Provider","Open-Active","General Education","Pre-Kindergarten","2484234581","2219 COOLIDGE HWY","48072","General Education","Elementary","Not Specified","Oakland","894","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8052","Crescentwood Elementary School","50020","East Detroit Public Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5865333200","14500 Crescentwood","48021","General Education","Elementary","City: Midsize","Macomb","895","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3041","Creston Plaza Community Center","41010","Grand Rapids Public Schools","41","Kent ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"6168191661","1014 CLANCY AVE NE","49503",,"Other","Not Specified","Kent","896","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5673","Crestwood Accelerated Program","82230","Crestwood School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132746545","7500 NORTH VERNON ST","48127","General Education","Elementary","Suburb: Large","Wayne","897","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6401","Crestwood Elementary School","41210","Rockford Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6168636346","6350 COURTLAND DR NE","49341","General Education","Elementary","Rural: Fringe","Kent","898","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1297","Crestwood High School","82230","Crestwood School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132787475","1501 NORTH BEECH DALY RD","48127","General Education","High School","Suburb: Large","Wayne","899","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5769","Crestwood Middle School","41160","Kentwood Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6164551200","2674 44TH ST SE","49512","General Education","Middle School","Suburb: Large","Kent","900","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6310","Crissman Elementary School","50210","Utica Community Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867974300","53550 WOLF DR","48316","General Education","Elem_Middle School","Suburb: Large","Macomb","902","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9372","Crockett Career and Technical Center","82010","Detroit City School District","82","Wayne RESA","LEA Unique Education Provider","Open-Active","Vocational/CTE","Multiple Settings","3134941805","571 MACK AVE","48201","Vocational/CTE","High School","City: Large","Wayne","903","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2278","Cromie Elementary School","50230","Warren Consolidated Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5866984329","29797 GILBERT DR","48093","General Education","Elementary","City: Midsize","Macomb","904","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cross Creek Charter Academy","41916","Cross Creek Charter Academy","41","Kent ISD","PSA School","Open-Active","General Education","Multiple Settings","6166564000","7701 KALAMAZOO AVE SE","49315","General Education","Elem_Middle School","Suburb: Large","Kent","905","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9947","Crossroads Alternative High School","41160","Kentwood Public Schools","41","Kent ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","6162616166","28 60TH ST SE","49548","Alternative Education","Middle_High School","Suburb: Large","Kent","906","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Crossroads Charter Academy","54901","Crossroads Charter Academy","54","Mecosta-Osceola ISD","PSA District","Open-Active",,,"2317969041","215 NORTH STATE ST","49307",,"Elem thru High School","Town: Distant","Mecosta","907","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8544","Crossroads Charter Academy (7-12)","54901","Crossroads Charter Academy","54","Mecosta-Osceola ISD","PSA School","Open-Active","General Education","Multiple Settings","2317969041","215 SPRUCE ST W","49307","General Education","Middle_High School","Town: Remote","Mecosta","908","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8482","Crossroads Charter Academy (PK-6)","54901","Crossroads Charter Academy","54","Mecosta-Osceola ISD","PSA School","Open-Active","General Education","Multiple Settings","2317969041","215 NORTH STATE ST","49307","General Education","Elem_Middle School","Town: Remote","Mecosta","909","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1837","Crossroads Middle School","41025","Northview Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6163613430","4400 AMBROSE AVE NE","49525","General Education","Middle School","Suburb: Large","Kent","910","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2118","Croswell Elementary School","50190","Romeo Community Schools","50","Macomb ISD","LEA Unique Education Provider","Open-Active","General Education","Multiple Settings","5867520422","175 CROSWELL ST","48065","General Education","Other","Suburb: Large","Macomb","911","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2140","Croswell-Lexington Alternative Secondary School","76080","Croswell-Lexington Community Schools","76","Sanilac ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","8106791000","7178 Boynton St","48450","Alternative Education","Middle_High School","Not Specified","Sanilac","912","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2117","Croswell-Lexington Community Schools","76080","Croswell-Lexington Community Schools","76","Sanilac ISD","LEA District","Open-Active",,,"8106791000","5407 PECK RD","48422",,"Elem thru High School","Rural: Fringe","Sanilac","913","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6405","Croswell-Lexington High School","76080","Croswell-Lexington Community Schools","76","Sanilac ISD","LEA School","Open-Active","General Education","Multiple Settings","8106791500","5461 PECK RD","48422","General Education","High School","Rural: Fringe","Sanilac","914","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","704","Croswell-Lexington Middle School","76080","Croswell-Lexington Community Schools","76","Sanilac ISD","LEA School","Open-Active","General Education","Multiple Settings","8106791400","5485 PECK RD","48422","General Education","Elem_Middle School","Rural: Fringe","Sanilac","915","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1870","Crothers Elementary School","50010","Center Line Public Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5865102400","27401 CAMPBELL RD","48093","General Education","Elementary","City: Midsize","Macomb","916","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8998","Crowley Center","82090","Lincoln Park, School District of the City of","82","Wayne RESA","LEA Unique Education Provider","Open-Active","Reportable Program","Pre-Kindergarten","3133890213","2000 Pagel Avenue","48146","Reportable Program","Other","Not Specified","Wayne","917","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","424","CTE Contracted Programs","84020","Michigan Department of Corrections","84","State of Michigan","State Unique Education Provider","Closed","General Education","General Education","5173350505","704 W Kalamazoo","48933","General Education","High School","Not Specified","Ingham","918","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Cumberland School","33020","Lansing Public School District","33","Ingham ISD","LEA School","Open-Active","General Education","Multiple Settings","5177551280","2801 CUMBERLAND RD","48906","General Education","Elementary","City: Midsize","Ingham","919","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8739","Curious Kids Child Care","39140","Portage Public Schools","39","Kalamazoo RESA","LEA Non-Instructional Ancillary Facility","Open-Active",,,"2693236755","1010 W. Milham","49024",,"Other","Not Specified","Kalamazoo","920","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5157","Custer Elementary School","58010","Monroe Public Schools","58","Monroe ISD","LEA School","Open-Active","General Education","Multiple Settings","7342654300","5003 WEST ALBAIN RD","48161","General Education","Elem_Middle School","Suburb: Small","Monroe","921","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5529","Da Vinci Institute","38901","Da Vinci Institute","38","Jackson ISD","PSA District","Open-Active",,,"5177960031","2255 EMMONS RD","49201",,"Elem thru High School","Rural: Fringe","Jackson","922","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
