"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","location_1","firearm_used_flag"
"140054547","2014-08-03T00:00:00.000","21:29","2014-08-03T00:00:00.000","21:29",,,"403","13A","Agg Assault - Domest","124","E 29 ST/PARK AV","KANSAS CITY","64127","PJ2321","CPD","U","1","SUS","B","M","18","29 ST PARK AV
KANSAS CITY,  64127
(39.089617958, -94.539247867)","Y"
"140075538","2014-10-18T00:00:00.000","19:57","2014-10-18T00:00:00.000","19:45",,,"403","13A","Agg Assault - Domest","341","6200  E 14 ST","KANSAS CITY","64126","PJ1346","EPD","Y","1","ARR","W","F","52","6200 E 14 ST
KANSAS CITY,  64126
(39.094809042, -94.51000011)","N"
"140048486","2014-07-12T00:00:00.000","2:40","2014-07-12T00:00:00.000","2:40",,,"2402","90C","Disorderly Conduct","133","PENNSYLVANIA AV/WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","ARR","W","M","35","PENNSYLVANIA AV/WESTPORT KANSAS CITY
, RD 64111
(39.05549663, -94.59306945)","N"
"140022854","2014-04-06T00:00:00.000","15:05","2014-04-06T00:00:00.000","15:00",,,"802","13B","Non Agg Assault Dome","413","5500  NW WAUKOMIS DR","KANSAS CITY","64151","PP0712","NPD","Y","1","SUS","B","M","22","5500 NW WAUKOMIS DR
KANSAS CITY,  64151
(39.195339331, -94.607354841)","N"
"140028374","2014-04-28T00:00:00.000","0:38","2014-04-27T00:00:00.000","21:36",,,"1401","290","Property Damage","412","600  NW 68 ST","KANSAS CITY","64118","PC0599","NPD","U","2","VIC","B","F","42","600 NW 68 ST
KANSAS CITY,  64118
(39.217417878, -94.587879531)","N"
"140044676","2014-06-27T00:00:00.000","16:42","2014-06-25T00:00:00.000","23:59","2014-06-26T00:00:00.000","7:00","650","23G","Stealing Auto Parts/","143","4300  TRACY AV","KANSAS CITY","64110","PJ3481","CPD","U","1","SUS","U","U",,"4300 TRACY AV
KANSAS CITY,  64110
(39.048671967, -94.570056036)","N"
"140089490","2014-12-14T00:00:00.000","3:36","2014-12-14T00:00:00.000","2:30",,,"801","13B","Non Aggravated Assau","123","1700  E 18 ST","KANSAS CITY","64108","PJ1522","CPD","U","1","SUS","B","M",,"1700 E 18 ST
KANSAS CITY,  64108
(39.091194709, -94.56201163)","N"
"140053265","2014-07-29T00:00:00.000","16:25","2014-07-29T00:00:00.000","13:00","2014-07-29T00:00:00.000","16:00","501","220","Burglary - Residence","233","8000  HIGHLAND AV","KANSAS CITY","64132","PJ5894","MPD","U","1","VIC","B","F","56","8000 HIGHLAND AV
KANSAS CITY,  64132
(38.98277146, -94.568097502)","N"
"140068575","2014-09-23T00:00:00.000","13:35","2014-09-19T00:00:00.000","18:00","2014-09-21T00:00:00.000","19:30","1401","290","Property Damage","345","6100  NORFLEET RD","KANSAS CITY","64133","PJ5008","EPD","U","1","VIC",,,,"6100 NORFLEET RD
KANSAS CITY,  64133
(39.009822786, -94.430845413)","N"
"140060368","2014-08-24T00:00:00.000","2:54","2014-08-24T00:00:00.000","2:54",,,"401","13A","Aggravated Assault (","543","11800  BLUE RIDGE BL","KANSAS CITY","64134","PJ7250","SPD","N","1","VIC","B","M","32","11800 BLUE RIDGE
BL KANSAS CITY,  64134
(38.909955804, -94.521322133)","Y"
"140026850","2014-04-22T00:00:00.000","8:21","2014-04-21T00:00:00.000","15:00","2014-04-22T00:00:00.000","8:00","702","240","Auto Theft","133","4100  BROADWAY","KANSAS CITY","64111","PJ3284","CPD","U","1","SUS","U","U",,"4100 BROADWAY
KANSAS CITY,  64111
(39.053249541, -94.590538203)","N"
"140010783","2014-02-16T00:00:00.000","16:48","2014-02-16T00:00:00.000","16:40",,,"801","13B","Non Aggravated Assau","634","5200  N BALES AV","KANSAS CITY","64117","PC0816","SCP","U","1","SUS","W","F","23","5200 N BALES AV
KANSAS CITY,  64117
(39.188172219, -94.538740135)","N"
"140063519","2014-09-04T00:00:00.000","12:29","2014-09-04T00:00:00.000","12:20",,,"501","220","Burglary - Residence","144","4300  PASEO","KANSAS CITY","64110","PJ3486","CPD","U","1","SUS","U","U",,"4300 PASEO
KANSAS CITY,  64110
(39.035987555, -94.57321712)","N"
"140046830","2014-07-05T00:00:00.000","21:04","2014-07-05T00:00:00.000","21:04",,,"1849","35A","Possession/Sale/Dist","323","E 23 ST/MONROE AV","KANSAS CITY","64127","PJ1843","EPD","U","1","ARR","W","F","23","23 ST MONROE AV
KANSAS CITY,  64127
(39.089617958, -94.539247867)","N"
"140048919","2014-07-13T00:00:00.000","20:46","2014-07-13T00:00:00.000","20:30",,,"802","13B","Non Agg Assault Dome","421","6800  NW 77 ST","KANSAS CITY","64152","PP0476","NPD","Y","1","SUS","W","M","44","6800 NW 77 ST
KANSAS CITY,  64152
(39.234026868, -94.659628663)","N"
"140090946","2014-12-20T00:00:00.000","0:02","2014-12-20T00:00:00.000","0:02",,,"702","240","Auto Theft","231","300  E 69 TE","KANSAS CITY","64113","PJ5275","MPD","U","1","SUS","U","U",,"300 E 69
TE KANSAS CITY,  64113
(39.002244816, -94.585220098)","N"
"140074647","2014-10-15T00:00:00.000","18:45","2014-10-15T00:00:00.000","18:45",,,"401","13A","Aggravated Assault (","312","5800  E 10 ST","KANSAS CITY","64123","PJ1003","EPD","N","1","VIC","W","M",,"5800 E 10 ST
KANSAS CITY,  64123
(39.100365618, -94.514290861)","N"
"140013901","2014-03-01T00:00:00.000","22:52","2014-03-01T00:00:00.000","22:40","2014-03-01T00:00:00.000","22:50","801","13B","Non Aggravated Assau","133","3700  BROADWAY","KANSAS CITY","64111","PJ2960","CPD","U","1","SUS","W","F","19","3700 BROADWAY
KANSAS CITY,  64111
(39.061101631, -94.590545911)","N"
"140081562","2014-11-10T00:00:00.000","19:01","2014-11-10T00:00:00.000","19:01",,,"2604","90Z","False Information to","421","NW 86 ST/NW PRAIRIE VIEW RD","KANSAS CITY","64154","PP0317","NPD","U","1","ARR","B","M","22","86 ST NW PRAIRIE VIEW RD
KANSAS CITY,  64154
(39.257569801, -94.63615887)","N"
"140009960","2014-02-12T00:00:00.000","23:32","2014-02-12T00:00:00.000","23:30",,,"802","13B","Non Agg Assault Dome","341","1600  TOPPING AV","KANSAS CITY","64126","PJ1559","EPD","Y","1","VIC","W","F","32","1600 TOPPING AV
KANSAS CITY,  64126
(39.09261193, -94.514815645)","N"
"140057543","2014-08-14T00:00:00.000","7:09","2014-08-13T00:00:00.000","21:30","2014-08-14T00:00:00.000","7:00","1401","290","Property Damage","345","11100  E 44 TE","KANSAS CITY","64133","PJ3792","EPD","N","1","VIC","W","F","50","11100 E 44
TE KANSAS CITY,  64133
(39.041081961, -94.449305913)","N"
"140044317","2014-06-26T00:00:00.000","10:44","2014-06-26T00:00:00.000","10:44",,,"1850","35B","Possession of Drug E","641","N BRIGHTON AV/NE VIVION RD","KANSAS CITY","64119","PC0806","SCP","U","1","VIC",,,,"N BRIGHTON AV/NE VIVION KANSAS CITY
, RD 64119
(39.203009567, -94.524566093)","N"
"140051481","2014-07-23T00:00:00.000","11:08","2014-07-23T00:00:00.000","11:08",,,"2655","90J","Trespassing","211","5800  SWOPE PK","KANSAS CITY","64130","PJ4668","MPD","U","1","ARR","B","M","59","5800 SWOPE PK
KANSAS CITY,  64130
(39.020891823, -94.541821246)","N"
"140004919","2014-01-22T00:00:00.000","2:18","2014-01-22T00:00:00.000","2:17","2014-01-22T00:00:00.000","2:55","502","220","Burglary - Non Resid","342","4100  STERLING AV","KANSAS CITY","64131","PJ3493","EPD","N","1","SUS","U","U",,"4100 STERLING AV
KANSAS CITY,  64131
(39.046973509, -94.447662062)","N"
"140021607","2014-04-01T00:00:00.000","20:42","2014-03-29T00:00:00.000","18:00","2014-04-01T00:00:00.000","17:00","801","13B","Non Aggravated Assau","534","10400  CHESTNUT AV","KANSAS CITY","64134","PJ6874","SPD","N","1","VIC","W","F","94","10400 CHESTNUT AV
KANSAS CITY,  64134
(38.936437667, -94.558922555)","N"
"140041732","2014-06-17T00:00:00.000","7:09","2014-06-16T00:00:00.000","18:00","2014-06-17T00:00:00.000","7:00","640","23F","Stealing From Auto","421","7400  N RHODE AV","KANSAS CITY","64152","PP0489","NPD","U","1","SUS","U","U",,"7400 N RHODE AV
KANSAS CITY,  64152
(39.228997732, -94.670496962)","N"
"140077314","2014-10-25T00:00:00.000","7:46","2014-10-25T00:00:00.000","5:00",,,"690","23H","Stealing All Other","345","4500  PITTMAN RD","KANSAS CITY","64133","PJ3792","EPD","U","1","SUS","U","U",,"4500 PITTMAN RD
KANSAS CITY,  64133
(39.040801883, -94.461876362)","N"
"140073650","2014-10-11T00:00:00.000","13:20","2014-10-11T00:00:00.000","13:20",,,"501","220","Burglary - Residence","533","500  W 107 ST","KANSAS CITY","64114","PJ6850","SPD","U","1","SUS","U","U",,"500 W 107 ST
KANSAS CITY,  64114
(38.934283759, -94.597365883)","N"
"140046528","2014-07-04T00:00:00.000","13:59","2014-07-03T00:00:00.000","21:00","2014-07-04T00:00:00.000","13:59","501","220","Burglary - Residence","232","1800  E 68 TE","KANSAS CITY","64132","PJ5295","MPD","U","1","VIC","B","F","25","1800 E 68
TE KANSAS CITY,  64132
(39.002915609, -94.56458815)","N"
"140063047","2014-09-02T00:00:00.000","21:20","2014-09-02T00:00:00.000","21:19",,,"1849","35A","Possession/Sale/Dist","633","2400  NE VIVION RD","KANSAS CITY","64118","PC0925","SCP","U","1","ARR","W","M","24","2400 NE VIVION RD
KANSAS CITY,  64118
(39.184474942, -94.551624785)","N"
"140031872","2014-05-10T00:00:00.000","23:57","2014-05-10T00:00:00.000","23:57",,,"802","13B","Non Agg Assault Dome","411","100  NW HARLEM RD","KANSAS CITY","64116","PC1483","NPD","Y","1","SUS","W","M","19","100 NW HARLEM RD
KANSAS CITY,  64116
(39.11747176, -94.587850206)","N"
"140068672","2014-09-23T00:00:00.000","18:59","2014-09-23T00:00:00.000","7:25",,,"2655","90J","Trespassing","122","1600  ELLA FITZGERALD LN","KANSAS CITY","64106","PJ1056","CPD","U","1","VIC","B","F","23","1600 ELLA FITZGERALD LN
KANSAS CITY,  64106
(39.100264636, -94.562411743)","N"
"140029787","2014-05-03T00:00:00.000","13:26","2014-05-03T00:00:00.000","13:15",,,"801","13B","Non Aggravated Assau","233","E 85 ST/PASEO","KANSAS CITY","64132","PJ6081","MPD","U","1","VIC","W","M","36","85 ST
PASEO KANSAS CITY,  64132
(38.986858578, -94.552169913)","N"
"140012774","2014-02-25T00:00:00.000","11:29","2014-02-23T00:00:00.000","13:00","2014-02-23T00:00:00.000","14:00","670","23D","Stealing from Buildi","143","3900  TROOST AV","KANSAS CITY","64110","PJ3151","CPD","U","1","VIC","W","M","58","3900 TROOST AV
KANSAS CITY,  64110
(39.055973927, -94.572147681)","N"
"140055620","2014-08-07T00:00:00.000","14:01","2014-08-04T00:00:00.000","13:30",,,"640","23F","Stealing From Auto","224","1600  E 63 ST","KANSAS CITY","64131","PJ4883","MPD","U","1","VIC","B","F","61","1600 E 63 ST
KANSAS CITY,  64131
(39.013022767, -94.568038338)","N"
"140073262","2014-10-10T00:00:00.000","10:48","2014-10-06T00:00:00.000","16:00",,,"2601","90Z","Misc Violation","421","7500  N BERKLEY AV","KANSAS CITY","64152","PP0497","NPD","N","2","VIC","W","M",,"7500 N BERKLEY AV
KANSAS CITY,  64152
(39.231154157, -94.661120776)","N"
"140066337","2014-09-15T00:00:00.000","12:54","2014-09-03T00:00:00.000","7:27","2014-09-03T00:00:00.000","8:16","690","23H","Stealing All Other","534","5700  E RED BRIDGE RD","KANSAS CITY","64137","PJ6969","SPD","U","2","SUS","B","M","25","5700 E RED BRIDGE RD
KANSAS CITY,  64137
(38.925202264, -94.524391822)","N"
"140080512","2014-11-06T00:00:00.000","16:51","2014-11-06T00:00:00.000","15:00","2014-11-06T00:00:00.000","15:30","1120","26A","Fraud/Confidence Gam","314","3800  E 8 ST","KANSAS CITY","64124","PJ0796","EPD","U","1","SUS","U","U",,"3800 E 8 ST
KANSAS CITY,  64124
(39.103043771, -94.537251861)","N"
"140027828","2014-04-25T00:00:00.000","22:10","2014-04-25T00:00:00.000","22:10",,,"802","13B","Non Agg Assault Dome","114","1000  W 29 ST","KANSAS CITY","64105","PJ2250","CPD","U","1","SUS","W","M","45","1000 W 29 ST
KANSAS CITY,  64105
(39.074982447, -94.596833987)","N"
"140050739","2014-07-20T00:00:00.000","16:41","2014-07-16T00:00:00.000","19:00","2014-07-20T00:00:00.000","16:15","501","220","Burglary - Residence","331","3000  E 32 ST","KANSAS CITY","64127","PJ2553","EPD","U","1","VIC","W","M","34","3000 E 32 ST
KANSAS CITY,  64127
(39.068864112, -94.548132188)","N"
"140066550","2014-09-16T00:00:00.000","8:24","2014-09-15T00:00:00.000","23:30","2014-09-16T00:00:00.000","7:00","640","23F","Stealing From Auto","643","8700  NE 107 PL","KANSAS CITY","64157","PC0168","SCP","N","1","VIC","B","F","19","8700 NE 107 PL
KANSAS CITY,  64157
(39.287520441, -94.474242007)","N"
"140048798","2014-07-13T00:00:00.000","12:03","2014-07-13T00:00:00.000","12:03",,,"670","23D","Stealing from Buildi","131","3400  BROADWAY","KANSAS CITY","64111","PJ2749","CPD","U","1","VIC","U","M","22","3400 BROADWAY
KANSAS CITY,  64111
(39.066513296, -94.590196983)","N"
"140047704","2014-07-09T00:00:00.000","11:19","2014-07-08T00:00:00.000","13:30","2014-07-08T00:00:00.000","14:00","690","23H","Stealing All Other","112","100  W 12 ST","KANSAS CITY","64106","PJ1020","CPD","U","1","VIC","B","M","35","100 W 12 ST
KANSAS CITY,  64106
(39.099912898, -94.581952328)","N"
"140072928","2014-10-08T00:00:00.000","23:48","2014-10-08T00:00:00.000","23:48","2014-10-08T00:00:00.000","23:48","302","120","Armed Robbery","121","600  PASEO","KANSAS CITY","64106","PJ0654","CPD","U","2","SUS","B","M",,"600 PASEO
KANSAS CITY,  64106
(39.104256282, -94.574659662)","Y"
"140085724","2014-11-29T00:00:00.000","1:50","2014-11-28T00:00:00.000","23:40","2014-11-29T00:00:00.000","1:50","640","23F","Stealing From Auto","132","W 37 ST/MAIN ST","KANSAS CITY","64110","PJ2900","CPD","U","2","VIC","B","F","20","37 ST MAIN ST
KANSAS CITY,  64110
(39.035987555, -94.57321712)","N"
"140059934","2014-08-22T00:00:00.000","12:53","2014-02-24T00:00:00.000","12:00","2014-08-01T00:00:00.000","12:00","1002","250","Forged Checks","421","8400  N ARCOLA AV","KANSAS CITY","64153","PP0318","NPD","N","1","VIC","W","F","55","8400 N ARCOLA AV
KANSAS CITY,  64153
(39.24724302, -94.703959445)","N"
"140026052","2014-04-18T00:00:00.000","22:37","2014-04-18T00:00:00.000","22:36","2014-04-18T00:00:00.000","22:43","801","13B","Non Aggravated Assau","242","7600  MONROE AV","KANSAS CITY","64132","PJ5718","MPD","U","2","VIC","W","M","25","7600 MONROE AV
KANSAS CITY,  64132
(38.990122686, -94.544817503)","N"
"140060487","2014-08-24T00:00:00.000","15:45","2014-08-24T00:00:00.000","1:00","2014-08-24T00:00:00.000","15:00","702","240","Auto Theft","213","8600  E 61 TE","KANSAS CITY",,"PJ4889","MPD","U","1","SUS","U","U",,"8600 E 61
,  
(39.013913941, -94.484660425)","N"
"140016035","2014-03-10T00:00:00.000","18:01","2014-03-10T00:00:00.000","18:00",,,"3070",,"Attempt Suicide by C","343","4900  E 40 PL","KANSAS CITY","64127","PJ3278","EPD","N","1","VIC","B","F","47","4900 E 40 PL
KANSAS CITY,  64127
(39.05213563, -94.527938343)","N"
"140024857","2014-04-14T00:00:00.000","12:50","2014-04-14T00:00:00.000","12:50",,,"802","13B","Non Agg Assault Dome","314","4400  INDEPENDENCE AV","KANSAS CITY","64124","PJ0610","EPD","Y","1","VIC","W","F","51","4400 INDEPENDENCE AV
KANSAS CITY,  64124
(39.105647694, -94.530539683)","N"
"140092870","2014-12-28T00:00:00.000","20:33","2014-12-28T00:00:00.000","19:30","2014-12-28T00:00:00.000","20:30","1401","290","Property Damage","414","7700  NW ROANRIDGE RD","KANSAS CITY","64154","PP0402","NPD","U","1","SUS","U","U",,"7700 NW ROANRIDGE RD
KANSAS CITY,  64154
(39.233603854, -94.655422544)","N"
"140014695","2014-03-05T00:00:00.000","14:56","2014-03-05T00:00:00.000","6:03",,,"1188","26E","Wire Fraud","634","4600  N GLADSTONE AV","KANSAS CITY","64117","PC1029","SCP","N","1","SUS","U","U",,"4600 N GLADSTONE AV
KANSAS CITY,  64117
(39.178234785, -94.540110309)","N"
"140074211","2014-10-14T00:00:00.000","7:38","2014-10-14T00:00:00.000","7:38",,,"1850","35B","Possession of Drug E","213","5100  RINKER RD","KANSAS CITY","64129","PJ4368","MPD","U","1","VIC",,,,"5100 RINKER RD
KANSAS CITY,  64129
(39.03121389, -94.48743817)","N"
"140034168","2014-05-19T00:00:00.000","15:43","2014-05-18T00:00:00.000","16:00",,,"1122","26B","Credit/Debit/ATM Car","331","2900  WABASH AV","KANSAS CITY","64109","PJ2410","EPD","U","1","SUS","B","F",,"2900 WABASH AV
KANSAS CITY,  64109
(39.073434715, -94.553847808)","N"
"140038133","2014-06-03T00:00:00.000","14:30","2014-06-03T00:00:00.000","14:30",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC",,,,"1100 LOCUST ST
KANSAS CITY,  64106
(39.100855311, -94.577375383)","N"
"140083897","2014-11-20T00:00:00.000","18:24","2014-10-28T00:00:00.000","13:00","2014-11-07T00:00:00.000","13:00","1120","26A","Fraud/Confidence Gam","223","5500  SOUTH BENTON AV","KANSAS CITY","64130","PJ4448","MPD","U","2","SUS","U","U",,"5500 SOUTH BENTON AV
KANSAS CITY,  64130
(39.026281979, -94.55211616)","N"
"140038360","2014-06-04T00:00:00.000","13:05","2014-06-04T00:00:00.000","13:00","2014-06-04T00:00:00.000","13:20","302","120","Armed Robbery","224","1700  E 63 ST","KANSAS CITY","64130","PJ4883","MPD","U","3","SUS","B","F",,"1700 E 63 ST
KANSAS CITY,  64130
(39.012954327, -94.566401016)","N"
"140024102","2014-04-11T00:00:00.000","11:17","2014-04-11T00:00:00.000","10:30",,,"802","13B","Non Agg Assault Dome","542","E BANNISTER RD/JAMES A REED RD","KANSAS CITY","64134","PJ6514","SPD","Y","1","VIC","W","F","21","E BANNISTER RD/JAMES A REED KANSAS CITY
, RD 64134
(38.931207748, -94.50177654)","N"
"140024064","2014-04-11T00:00:00.000","9:13","2014-04-10T00:00:00.000","21:15","2014-04-11T00:00:00.000","7:00","640","23F","Stealing From Auto","641","9300  NE 79 ST","KANSAS CITY","64158","PC0430","SCP","N","1","VIC","W","F","31","9300 NE 79 ST
KANSAS CITY,  64158
(39.236009989, -94.467969868)","N"
"140041990","2014-06-17T00:00:00.000","23:55","2014-06-17T00:00:00.000","23:00",,,"301","120","Strong Arm Robbery","141","GILLHAM PL/E LINWOOD BL","KANSAS CITY","64111","PJ2538","CPD","U","1","SUS","W","M",,"GILLHAM PL/E LINWOOD KANSAS CITY
, BL 64111
(39.05549663, -94.59306945)","N"
"140073704","2014-10-11T00:00:00.000","21:54","2014-10-11T00:00:00.000","21:54",,,"1401","290","Property Damage","331","INDIANA AV/E LINWOOD BL","KANSAS CITY","64128","PJ2610","EPD","U","1","SUS","U","U",,"INDIANA AV/E LINWOOD KANSAS CITY
, BL 64128
(39.0673976, -94.53796609)","N"
"140054637","2014-08-04T00:00:00.000","9:32","2014-08-03T00:00:00.000","18:30","2014-08-04T00:00:00.000","2:00","670","23D","Stealing from Buildi","113","1300  WYANDOTTE ST","KANSAS CITY","64105","PJ1163","CPD","U","1","VIC","W","M","28","1300 WYANDOTTE ST
KANSAS CITY,  64105
(39.098574077, -94.585694086)","N"
"140022183","2014-04-04T00:00:00.000","8:17","2013-07-01T00:00:00.000","17:00","2014-04-02T00:00:00.000","17:00","1198","26C","Impersonation","222","5800  HIGHLAND AV","KANSAS CITY","64110","PJ4637","MPD","U","1","SUS","U","U",,"5800 HIGHLAND AV
KANSAS CITY,  64110
(39.021383436, -94.56600947)","N"
"140058236","2014-08-16T00:00:00.000","15:21","2014-08-15T00:00:00.000","9:00","2014-08-15T00:00:00.000","19:30","1401","290","Property Damage","113","1700  MAIN ST","KANSAS CITY","64108","PJ1466","CPD","U","1","SUS","U","U",,"1700 MAIN ST
KANSAS CITY,  64108
(39.093302147, -94.583545799)","N"
"140018815","2014-03-21T00:00:00.000","11:32","2014-03-20T00:00:00.000","13:00","2014-03-21T00:00:00.000","11:00","640","23F","Stealing From Auto","221","600  W 59 ST","KANSAS CITY","64113","PJ4609","MPD","U","1","VIC","W","M","40","600 W 59 ST
KANSAS CITY,  64113
(39.020698022, -94.595429281)","N"
"140063236","2014-09-03T00:00:00.000","13:46","2014-08-27T00:00:00.000","19:45",,,"630","23C","Stealing Shoplifting","535","1200  W 136 ST","KANSAS CITY","64145","PJ7425","SPD","U","1","SUS","W","M","25","1200 W 136 ST
KANSAS CITY,  64145
(38.881460529, -94.606648871)","N"
"140072104","2014-10-06T00:00:00.000","10:35","2014-10-04T00:00:00.000","16:00","2014-10-05T00:00:00.000","14:45","702","240","Auto Theft","134","4600  WARWICK BL","KANSAS CITY","64109","PJ3709","CPD","U","1","VIC","W","F","56","4600 WARWICK
BL KANSAS CITY,  64109
(39.043220349, -94.583232313)","N"
"140063539","2014-09-04T00:00:00.000","14:21","2014-09-04T00:00:00.000","14:21","2014-09-04T00:00:00.000","14:21","1850","35B","Possession of Drug E","314","E 7 ST/BRIGHTON AV","KANSAS CITY","64124","PJ0794","EPD","U","1","VIC",,,,"7 ST BRIGHTON AV
KANSAS CITY,  64124
(39.10687632, -94.543605907)","N"
"140064572","2014-09-08T00:00:00.000","15:49","2014-09-04T00:00:00.000","15:30","2014-09-08T00:00:00.000","12:10","650","23G","Stealing Auto Parts/","641","7900  N FLINTLOCK RD","KANSAS CITY","64158","PC0406","SCP","U","1","SUS","U","U",,"7900 N FLINTLOCK RD
KANSAS CITY,  64158
(39.237884689, -94.468980232)","N"
"140089212","2014-12-13T00:00:00.000","0:44","2014-12-13T00:00:00.000","0:44",,,"801","13B","Non Aggravated Assau","133","400  WESTPORT RD","KANSAS CITY","64112","PJ3275","CPD","U","1","SUS","W","M",,"400 WESTPORT RD
KANSAS CITY,  64112
(39.053256721, -94.590644771)","N"
"140002994","2014-01-13T00:00:00.000","23:00","2014-01-13T00:00:00.000","20:00","2014-01-13T00:00:00.000","22:00","702","240","Auto Theft","343","2800  DENVER AV","KANSAS CITY","64127","PJ2394","EPD","N","1","SUS","U","U",,"2800 DENVER AV
KANSAS CITY,  64127
(39.074164715, -94.52306327)","N"
"140008161","2014-02-04T00:00:00.000","15:21","2014-02-04T00:00:00.000","5:00","2014-02-04T00:00:00.000","15:20","501","220","Burglary - Residence","343","3000  KENSINGTON AV","KANSAS CITY","64127","PJ2518","EPD","N","1","VIC","B","F","64","3000 KENSINGTON AV
KANSAS CITY,  64127
(39.070941243, -94.532005844)","N"
"140044483","2014-06-26T00:00:00.000","21:56","2014-06-26T00:00:00.000","21:56",,,"801","13B","Non Aggravated Assau","134","E EMANUEL CLEAVER II BL/TROOST AV","KANSAS CITY","64110","PJ3708","CPD","N","1","VIC","W","M","45","E EMANUEL CLEAVER BL/TROOST AV KANSAS CITY
, II 64110
(39.035987555, -94.57321712)","N"
"140081542","2014-11-10T00:00:00.000","18:27","2014-11-10T00:00:00.000","17:15","2014-11-10T00:00:00.000","18:00","501","220","Burglary - Residence","414","6700  NW HILLDALE DR","KANSAS CITY","64157","PP0603","NPD","Y","1","VIC","W","F","43","6700 NW HILLDALE DR
KANSAS CITY,  64157
(39.215404695, -94.654270309)","N"
"140006851","2014-01-30T00:00:00.000","1:00","2014-01-25T00:00:00.000","21:30",,,"801","13B","Non Aggravated Assau","222","E 53 ST/EUCLID AV","KANSAS CITY","64127","PJ4193","MPD","U","1","VIC","B","F","45","53 ST EUCLID AV
KANSAS CITY,  64127
(39.089617958, -94.539247867)","N"
"140005469","2014-01-24T00:00:00.000","10:13","2014-01-23T00:00:00.000","22:00","2014-01-24T00:00:00.000","8:00","640","23F","Stealing From Auto","422","8600  N HELENA AV","KANSAS CITY","64154","PP0303","NPD","N","1","VIC","W","M","22","8600 N HELENA AV
KANSAS CITY,  64154
(39.25089923, -94.648385725)","N"
"140089302","2014-12-13T00:00:00.000","12:21","2014-12-12T00:00:00.000","22:00","2014-12-13T00:00:00.000","1:00","640","23F","Stealing From Auto","123","E 18 ST/VINE ST","KANSAS CITY","64118","PJ1515","CPD","N","1","VIC","B","F","50","18 ST VINE ST
KANSAS CITY,  64118
(39.214267476, -94.573369195)","N"
"140019077","2014-03-22T00:00:00.000","12:26","2014-03-19T00:00:00.000","22:00","2014-03-22T00:00:00.000","12:00","501","220","Burglary - Residence","324","2500  NORTON AV","KANSAS CITY","64127","PJ2127","EPD","U","2","VIC","B","M","39","2500 NORTON AV
KANSAS CITY,  64127
(39.080032469, -94.535115394)","N"
"140061955","2014-08-29T00:00:00.000","18:13","2014-08-29T00:00:00.000","16:00",,,"1198","26C","Impersonation","232","400  E 73 ST","KANSAS CITY","64131","PJ5474","MPD","U","1","SUS","U","U",,"400 E 73 ST
KANSAS CITY,  64131
(38.995587496, -94.584449188)","N"
"140043530","2014-06-23T00:00:00.000","14:54","2014-06-23T00:00:00.000","14:54",,,"401","13A","Aggravated Assault (","344","7100  E 47 ST","KANSAS CITY","64129","PJ3946","EPD","U","1","SUS","W","M","25","7100 E 47 ST
KANSAS CITY,  64129
(39.03926968, -94.50262354)","Y"
"140027619","2014-04-25T00:00:00.000","7:53","2014-04-24T00:00:00.000","18:30","2014-04-25T00:00:00.000","7:20","690","23H","Stealing All Other","323","2400  ASKEW AV","KANSAS CITY","64127","PJ2038","EPD","U","1","VIC","B","F","100","2400 ASKEW AV
KANSAS CITY,  64127
(39.081161846, -94.540826549)","N"
"140054835","2014-08-04T00:00:00.000","20:37","2014-08-04T00:00:00.000","6:00","2014-08-04T00:00:00.000","15:00","650","23G","Stealing Auto Parts/","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC","W","M","26","11600 E US 40 HWY
KANSAS CITY,  64133
(39.04648091, -94.441167741)","N"
"140036099","2014-05-26T00:00:00.000","22:28","2014-05-26T00:00:00.000","17:00",,,"501","220","Burglary - Residence","234","9400  CLEVELAND AV","KANSAS CITY",,"PJ6453","MPD","N","1","VIC","B","M","39","9400 CLEVELAND AV
,  
(38.956044457, -94.543920894)","N"
"140076370","2014-10-21T00:00:00.000","20:34","2014-10-21T00:00:00.000","20:34",,,"1401","290","Property Damage","241","2300  E 63 ST","KANSAS CITY","64132","PJ4990","MPD","U","1","SUS","B","M","22","2300 E 63 ST
KANSAS CITY,  64132
(39.012655523, -94.55933217)","N"
"140052896","2014-07-28T00:00:00.000","14:21","2014-07-23T00:00:00.000","12:00","2014-07-26T00:00:00.000","12:00","1120","26A","Fraud/Confidence Gam","334","4600  CYPRESS AV","KANSAS CITY","64130","PJ3798","EPD","U","1","VIC","B","M","55","4600 CYPRESS AV
KANSAS CITY,  64130
(39.041111255, -94.532417056)","N"
"140052710","2014-07-27T00:00:00.000","19:30","2014-07-27T00:00:00.000","19:30",,,"802","13B","Non Agg Assault Dome","343","4900  E 39 ST","KANSAS CITY","64127","PJ3076","EPD","Y","1","VIC","B","F","43","4900 E 39 ST
KANSAS CITY,  64127
(39.055487108, -94.526878929)","N"
