Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,Description,Address,City,Zip Code,Area,Sex,Age,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
06/14/2014 12:00:00 AM,22:32,06/14/2014 12:00:00 AM,22:30,,,101,HOMICIDE/Non Neglige,600  GRAND AV,KANSAS CITY,64106,CPD,M,26,"600 GRAND AV
KANSAS CITY 64106
(39.10572144, -94.580483034)",5,4,7,75
01/08/2014 12:00:00 AM,8:07,01/07/2014 12:00:00 AM,13:18,,,101,HOMICIDE/Non Neglige,5800  WILSON AV,KANSAS CITY,,EPD,M,44,"5800 WILSON AV
(39.105426456, -94.514293662)",192,4,7,76
06/02/2014 12:00:00 AM,15:52,06/02/2014 12:00:00 AM,15:50,,,101,HOMICIDE/Non Neglige,9600  LYDIA AV,KANSAS CITY,64134,SPD,M,20,"9600 LYDIA AV
KANSAS CITY 64134
(38.953376044, -94.571790434)",212,2,7,163
05/11/2014 12:00:00 AM,1:33,05/11/2014 12:00:00 AM,1:33,,,101,HOMICIDE/Non Neglige,5500  E TRUMAN RD,KANSAS CITY,,EPD,U,,"5500 E TRUMAN RD
(39.094106917, -94.518081155)",140,3,7,95
10/24/2014 12:00:00 AM,22:35,10/24/2014 12:00:00 AM,22:34,,,101,HOMICIDE/Non Neglige,8600  THOMPSON AV,KANSAS CITY,,EPD,M,39,"8600 THOMPSON AV
(39.105638476, -94.481989441)",207,4,7,125
12/27/2014 12:00:00 AM,3:18,12/27/2014 12:00:00 AM,3:18,,,101,HOMICIDE/Non Neglige,E 87 ST/BRISTOL AV,KANSAS CITY,,MPD,U,,"87 ST BRISTOL AV
(39.102950303, -94.583075872)",5,4,7,75
03/10/2014 12:00:00 AM,22:51,03/10/2014 12:00:00 AM,22:51,,,101,HOMICIDE/Non Neglige,800  N KANSAS AV,KANSAS CITY,,EPD,M,75,"800 N KANSAS AV
(39.087468144, -94.629661269)",,,5,93
09/21/2014 12:00:00 AM,23:18,09/21/2014 12:00:00 AM,23:18,,,101,HOMICIDE/Non Neglige,5600  E 16 TE,KANSAS CITY,64127,EPD,U,,"5600 E 16
TE KANSAS CITY 64127
(39.091666118, -94.51700925)",140,3,7,95
01/14/2014 12:00:00 AM,13:23,01/14/2014 12:00:00 AM,13:23,,,101,HOMICIDE/Non Neglige,BLUE PK/HARDESTY AV,KANSAS CITY,,EPD,M,35,"BLUE PK/HARDESTY KANSAS CITY, AV
(39.102950303, -94.583075872)",5,4,7,75
04/18/2014 12:00:00 AM,22:09,04/18/2014 12:00:00 AM,22:09,,,101,HOMICIDE/Non Neglige,4500  CLEVELAND AV,KANSAS CITY,64130,EPD,M,34,"4500 CLEVELAND AV
KANSAS CITY 64130
(39.043992551, -94.540355972)",68,3,7,157
12/27/2014 12:00:00 AM,3:18,12/27/2014 12:00:00 AM,3:18,,,101,HOMICIDE/Non Neglige,E 87 ST/BRISTOL AV,KANSAS CITY,,MPD,M,27,"87 ST BRISTOL AV
(39.102950303, -94.583075872)",5,4,7,75
04/18/2014 12:00:00 AM,22:09,04/18/2014 12:00:00 AM,22:09,,,101,HOMICIDE/Non Neglige,4500  CLEVELAND AV,KANSAS CITY,64130,EPD,M,,"4500 CLEVELAND AV
KANSAS CITY 64130
(39.043992551, -94.540355972)",68,3,7,157
04/24/2014 12:00:00 AM,15:15,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64106,CPD,M,27,"1100 LOCUST ST
KANSAS CITY 64106
(39.100855311, -94.577375383)",5,4,7,75
07/20/2014 12:00:00 AM,0:20,07/19/2014 12:00:00 AM,18:55,,,101,HOMICIDE/Non Neglige,5400  NORTON AV,KANSAS CITY,64130,MPD,M,33,"5400 NORTON AV
KANSAS CITY 64130
(39.027683154, -94.537795602)",170,2,7,157
06/03/2014 12:00:00 AM,0:42,06/03/2014 12:00:00 AM,0:42,,,101,HOMICIDE/Non Neglige,4100  BROOKLYN AV,KANSAS CITY,64130,CPD,M,,"4100 BROOKLYN AV
KANSAS CITY 64130
(39.051871854, -94.558456015)",13,3,7,157
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,U,,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
06/03/2014 12:00:00 AM,0:42,06/03/2014 12:00:00 AM,0:42,,,101,HOMICIDE/Non Neglige,4100  BROOKLYN AV,KANSAS CITY,64130,CPD,U,,"4100 BROOKLYN AV
KANSAS CITY 64130
(39.051871854, -94.558456015)",13,3,7,157
09/14/2014 12:00:00 AM,16:15,09/14/2014 12:00:00 AM,15:13,,,101,HOMICIDE/Non Neglige,2000  E 37 ST,KANSAS CITY,64109,CPD,M,,"2000 E 37 ST
KANSAS CITY 64109
(39.059596981, -94.560310846)",12,3,7,19
01/26/2014 12:00:00 AM,10:50,01/26/2014 12:00:00 AM,3:25,,,101,HOMICIDE/Non Neglige,1500  MCGEE ST,KANSAS CITY,64106,CPD,M,,"1500 MCGEE ST
KANSAS CITY 64106
(39.095532174, -94.579978626)",125,4,7,92
01/13/2014 12:00:00 AM,20:47,01/13/2014 12:00:00 AM,20:47,,,101,HOMICIDE/Non Neglige,2900  E 22 ST,KANSAS CITY,64127,EPD,M,21,"2900 E 22 ST
KANSAS CITY 64127
(39.085458238, -94.548470544)",233,3,7,95
09/02/2014 12:00:00 AM,12:52,09/02/2014 12:00:00 AM,12:52,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,64145,SPD,U,,"0 WOODBRIDGE LN
KANSAS CITY 64145
(38.89287221, -94.593510041)",142,1,7,129
03/15/2014 12:00:00 AM,22:02,03/15/2014 12:00:00 AM,22:02,,,101,HOMICIDE/Non Neglige,E 50 ST/WOODLAND AV,KANSAS CITY,,MPD,U,,"50 ST WOODLAND AV
(39.102950303, -94.583075872)",5,4,7,75
07/18/2014 12:00:00 AM,9:37,07/15/2014 12:00:00 AM,22:30,,,101,HOMICIDE/Non Neglige,11800  HOLIDAY DR,KANSAS CITY,,SPD,M,20,"11800 HOLIDAY DR
(38.910720418, -94.512342066)",151,1,7,143
09/10/2014 12:00:00 AM,15:23,09/02/2014 12:00:00 AM,12:50,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,,SPD,F,86,"0 WOODBRIDGE LN
(38.89287221, -94.593510041)",142,1,7,129
09/06/2014 12:00:00 AM,21:20,09/06/2014 12:00:00 AM,21:20,,,101,HOMICIDE/Non Neglige,4900  COLLEGE AV,KANSAS CITY,,MPD,M,20,"4900 COLLEGE AV
(39.036942891, -94.546495329)",175,3,7,157
10/01/2014 12:00:00 AM,7:12,10/01/2014 12:00:00 AM,7:00,,,101,HOMICIDE/Non Neglige,4100  E 6 ST,KANSAS CITY,64124,EPD,U,,"4100 E 6 ST
KANSAS CITY 64124
(39.10483764, -94.534039163)",215,3,7,70
02/12/2014 12:00:00 AM,8:03,11/17/2013 12:00:00 AM,,,,101,HOMICIDE/Non Neglige,13100  E 53 TE,KANSAS CITY,,EPD,M,48,"13100 E 53
(39.024387628, -94.425964347)",61,2,7,37
08/03/2014 12:00:00 AM,3:53,08/03/2014 12:00:00 AM,3:53,,,101,HOMICIDE/Non Neglige,W 8 ST/JEFFERSON ST,KANSAS CITY,64106,CPD,U,,"8 ST JEFFERSON ST
KANSAS CITY 64106
(39.104256282, -94.574659662)",5,4,7,75
05/11/2014 12:00:00 AM,1:33,05/11/2014 12:00:00 AM,1:33,,,101,HOMICIDE/Non Neglige,5500  E TRUMAN RD,KANSAS CITY,,EPD,M,24,"5500 E TRUMAN RD
(39.094106917, -94.518081155)",140,3,7,95
11/30/2014 12:00:00 AM,8:35,11/30/2014 12:00:00 AM,8:35,,,101,HOMICIDE/Non Neglige,5200  SCARRITT AV,KANSAS CITY,64123,EPD,M,,"5200 SCARRITT AV
KANSAS CITY 64123
(39.114368163, -94.520769486)",174,4,7,76
10/26/2014 12:00:00 AM,14:54,10/26/2014 12:00:00 AM,11:45,,,101,HOMICIDE/Non Neglige,W 40 ST/PENNSYLVANIA AV,KANSAS CITY,,CPD,M,39,"40 ST PENNSYLVANIA AV
(39.102950303, -94.583075872)",5,4,7,75
01/01/2014 12:00:00 AM,20:03,01/01/2014 12:00:00 AM,20:03,,,101,HOMICIDE/Non Neglige,4000  HARVARD CI,KANSAS CITY,64133,EPD,M,,"4000 HARVARD
CI KANSAS CITY 64133
(39.049064366, -94.448411831)",,,7,146
08/10/2014 12:00:00 AM,2:11,,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64108,CPD,M,25,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64108
(39.085068738, -94.581576911)",97,4,7,92
07/18/2014 12:00:00 AM,9:37,07/15/2014 12:00:00 AM,22:30,,,101,HOMICIDE/Non Neglige,11800  HOLIDAY DR,KANSAS CITY,,SPD,M,21,"11800 HOLIDAY DR
(38.910720418, -94.512342066)",151,1,7,143
08/24/2014 12:00:00 AM,1:18,08/24/2014 12:00:00 AM,1:17,,,101,HOMICIDE/Non Neglige,E TRUMAN RD/WOODLAND AV,KANSAS CITY,,CPD,M,22,"E TRUMAN RD/WOODLAND KANSAS CITY, AV
(39.102950303, -94.583075872)",5,4,7,75
09/10/2014 12:00:00 AM,15:23,09/02/2014 12:00:00 AM,12:50,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,,SPD,M,33,"0 WOODBRIDGE LN
(38.89287221, -94.593510041)",142,1,7,129
06/02/2014 12:00:00 AM,15:52,06/02/2014 12:00:00 AM,15:50,,,101,HOMICIDE/Non Neglige,9600  LYDIA AV,KANSAS CITY,64134,SPD,U,,"9600 LYDIA AV
KANSAS CITY 64134
(38.953376044, -94.571790434)",212,2,7,163
08/12/2014 12:00:00 AM,12:57,,,,,101,HOMICIDE/Non Neglige,1100  LOCUST ST,KANSAS CITY,64157,CPD,M,41,"1100 LOCUST ST
KANSAS CITY 64157
(39.100855311, -94.577375383)",5,4,7,75
03/04/2014 12:00:00 AM,17:11,03/04/2014 12:00:00 AM,17:11,,,101,HOMICIDE/Non Neglige,8200  E 23 TF E,KANSAS CITY,,EPD,M,,"8200 E 23
(39.102950303, -94.583075872)",5,4,7,75
09/02/2014 12:00:00 AM,12:52,09/02/2014 12:00:00 AM,12:52,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,64145,SPD,F,86,"0 WOODBRIDGE LN
KANSAS CITY 64145
(38.89287221, -94.593510041)",142,1,7,129
09/05/2014 12:00:00 AM,18:32,09/05/2014 12:00:00 AM,18:32,,,101,HOMICIDE/Non Neglige,7400  E 118 TE,KANSAS CITY,64134,SPD,M,,"7400 E 118
TE KANSAS CITY 64134
(38.908788412, -94.505557061)",217,1,7,143
08/31/2014 12:00:00 AM,15:50,08/31/2014 12:00:00 AM,4:56,,,121,Justifiable Homicide,3800  E 6 ST,KANSAS CITY,,EPD,M,24,"3800 E 6 ST
(39.104976366, -94.537150612)",215,3,7,70
05/04/2014 12:00:00 AM,22:21,05/04/2014 12:00:00 AM,22:20,,,101,HOMICIDE/Non Neglige,100  N WHITE AV,KANSAS CITY,64123,EPD,M,,"100 N WHITE AV
KANSAS CITY 64123
(39.112053229, -94.511756337)",192,4,7,76
02/12/2014 12:00:00 AM,8:03,11/17/2013 12:00:00 AM,,,,101,HOMICIDE/Non Neglige,13100  E 53 TE,KANSAS CITY,,EPD,M,28,"13100 E 53
(39.024387628, -94.425964347)",61,2,7,37
09/09/2014 12:00:00 AM,8:15,08/31/2014 12:00:00 AM,21:13,,,101,HOMICIDE/Non Neglige,8400  E 97 TE,KANSAS CITY,64134,SPD,M,18,"8400 E 97
TE KANSAS CITY 64134
(38.947667553, -94.491930176)",195,2,7,143
07/20/2014 12:00:00 AM,0:20,07/19/2014 12:00:00 AM,18:55,,,101,HOMICIDE/Non Neglige,5400  NORTON AV,KANSAS CITY,64130,MPD,M,46,"5400 NORTON AV
KANSAS CITY 64130
(39.027683154, -94.537795602)",170,2,7,157
08/10/2014 12:00:00 AM,6:07,08/10/2014 12:00:00 AM,2:11,,,101,HOMICIDE/Non Neglige,BROADWAY/SOUTHWEST BL,KANSAS CITY,64109,CPD,M,21,"BROADWAY/SOUTHWEST KANSAS CITY, BL 64109
(39.066698054, -94.568728729)",123,3,7,19
01/08/2014 12:00:00 AM,8:07,01/07/2014 12:00:00 AM,13:18,,,101,HOMICIDE/Non Neglige,5800  WILSON AV,KANSAS CITY,,EPD,M,21,"5800 WILSON AV
(39.105426456, -94.514293662)",192,4,7,76
11/18/2014 12:00:00 AM,21:57,11/18/2014 12:00:00 AM,21:45,,,101,HOMICIDE/Non Neglige,1700  E 12 TE,KANSAS CITY,64106,CPD,M,20,"1700 E 12
TE KANSAS CITY 64106
(39.098410648, -94.562327746)",134,3,7,75
07/23/2014 12:00:00 AM,20:53,07/23/2014 12:00:00 AM,20:53,,,101,HOMICIDE/Non Neglige,E BANNISTER RD/JAMES A REED RD,KANSAS CITY,64134,SPD,M,43,"E BANNISTER RD/JAMES A REED KANSAS CITY, RD 64134
(38.931207748, -94.50177654)",23,1,7,143
12/20/2014 12:00:00 AM,22:04,12/20/2014 12:00:00 AM,22:01,,,101,HOMICIDE/Non Neglige,5300  E 24 ST,KANSAS CITY,64127,EPD,M,40,"5300 E 24 ST
KANSAS CITY 64127
(39.081477431, -94.520887018)",222,3,7,95
04/29/2014 12:00:00 AM,19:30,04/29/2014 12:00:00 AM,15:00,,,101,HOMICIDE/Non Neglige,5500  THOMPSON AV,KANSAS CITY,64126,EPD,U,,"5500 THOMPSON AV
KANSAS CITY 64126
(39.107033947, -94.517700443)",192,4,7,76
09/02/2014 12:00:00 AM,12:52,09/02/2014 12:00:00 AM,12:52,,,101,HOMICIDE/Non Neglige,0  WOODBRIDGE LN,KANSAS CITY,64145,SPD,M,80,"0 WOODBRIDGE LN
KANSAS CITY 64145
(38.89287221, -94.593510041)",142,1,7,129
