"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code_1","rep_dist_1","area_1","dvflag_1","invl_no_1","involvement_1","race_1","sex_1","age_1","firearm_used_flag","latitude","longitude","location_1"
"150057462","2015-08-15T00:00:00.000","3:00","2015-08-15T00:00:00.000","3:00",,,"2402","90C","Disorderly Conduct","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64110","PJ3218","CPD","U","1","VIC","B","M","23","N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64110
(39.0529, -94.5915)"
"150028898","2015-04-29T00:00:00.000","16:48","2015-04-29T00:00:00.000","16:15",,,"501","220","Burglary - Residence","541","E BANNISTER RD and MARION RIDGE RD","KANSAS CITY","64137","PJ6336","SPD","U","1","ARR","B","M",,"N","38.9214","-94.5351","E BANNISTER KANSAS CITY
, RD 64137
(38.9214, -94.5351)"
"150015041","2015-03-04T00:00:00.000","10:35","2015-03-02T00:00:00.000","16:00","2015-03-03T00:00:00.000","20:00","301","120","Strong Arm Robbery","241","E GREGORY BL and INDIANA AV","KANSAS CITY","64132","PJ5394","MPD","N","1","VIC","B","F","45","N","38.9976","-94.5476","E GREGORY KANSAS CITY
, BL 64132
(38.9976, -94.5476)"
"150053739","2015-08-01T00:00:00.000","10:40","2015-08-01T00:00:00.000","9:15","2015-08-01T00:00:00.000","9:30","302","120","Armed Robbery","243","E GREGORY BL and OLDHAM RD","KANSAS CITY","64132","PJ5603","MPD","U","1","SUS","B","M","20","Y","38.9945","-94.5223","E GREGORY KANSAS CITY
, BL 64132
(38.9945, -94.5223)"
"150029649","2015-05-02T00:00:00.000","20:48","2015-05-02T00:00:00.000","20:48",,,"301","120","Strong Arm Robbery","314","BUDD PARK ESPLANADE and COLORADO AV","KANSAS CITY","64123","PJ0373","EPD","N","1","VIC","B","M",,"N","39.1129","-94.534","BUDD PARK ESPLANADE KANSAS CITY
,  64123
(39.1129, -94.534)"
"150057972","2015-08-17T00:00:00.000","7:32","2015-08-17T00:00:00.000","7:25",,,"801","13B","Non Aggravated Assau","543","FOOD LN and LONGVIEW RD","KANSAS CITY","64134","PJ7162","SPD","U","1","SUS","B","F","25","N","38.915","-94.5053","FOOD KANSAS CITY
, LN 64134
(38.915, -94.5053)"
"150036849","2015-05-30T00:00:00.000","19:51","2015-05-30T00:00:00.000","19:46",,,"401","13A","Aggravated Assault (","242","PAVILION RD and STARLIGHT RD","KANSAS CITY","64130","PJ5043","MPD","U","1","SUS","B","M","40","N","39.037","-94.5474","PAVILION KANSAS CITY
, RD 64130
(39.037, -94.5474)"
"150091002","2015-12-17T00:00:00.000","23:32","2015-12-17T00:00:00.000","23:30",,,"2100","90D","Driving Under Influe","341","E TRUMAN RD and WINCHESTER AV","KANSAS CITY","64127","PJ1388","EPD","U","1","VIC",,,,"N","39.0936","-94.501","E TRUMAN KANSAS CITY
, RD 64127
(39.0936, -94.501)"
"150015092","2015-03-04T00:00:00.000","14:40","2015-03-04T00:00:00.000","14:40",,,"1849","35A","Possession/Sale/Dist","311","N HARDESTY AV and NORLEDGE AV","KANSAS CITY","64123","PJ0195","EPD","U","1","ARR","W","F","34","N","39.1161","-94.5185","N HARDESTY KANSAS CITY
, AV 64123
(39.1161, -94.5185)"
"150087016","2015-12-02T00:00:00.000","21:30","2015-12-02T00:00:00.000","20:00",,,"2201","90G","Liquor Law Violaton","331","E LINWOOD BL and PROSPECT AV","KANSAS CITY","64128","PJ2572","EPD","U","1","VIC",,,,"N","39.068","-94.5529","E LINWOOD KANSAS CITY
, BL 64128
(39.068, -94.5529)"
"150055914","2015-08-09T00:00:00.000","9:17","2015-08-07T00:00:00.000","14:00","2015-08-09T00:00:00.000","8:54","670","23D","Stealing from Buildi","125","E LINWOOD BL and WAYNE AV","KANSAS CITY","64109","PJ2549","CPD","U","1","VIC",,,,"N","39.0684","-94.5644","E LINWOOD KANSAS CITY
, BL 64109
(39.0684, -94.5644)"
"150017486","2015-03-13T00:00:00.000","22:20","2015-03-13T00:00:00.000","22:20",,,"1849","35A","Possession/Sale/Dist","133","BROADWAY and VIETNAM VETERANS MEM DR","KANSAS CITY","64111","PJ3363","CPD","U","1","VIC",,,,"N","39.0506","-94.5885","BROADWAY KANSAS CITY
,  64111
(39.0506, -94.5885)"
"150026305","2015-04-19T00:00:00.000","12:41","2015-04-19T00:00:00.000","12:41",,,"1849","35A","Possession/Sale/Dist","331","CHESTNUT AV and E LINWOOD BL","KANSAS CITY","64128","PJ2577","EPD","U","1","VIC",,,,"N","39.068","-94.5506","E CHESTNUT BL KANSAS CITY
, AV 64128
(39.068, -94.5506)"
"150034077","2015-05-19T00:00:00.000","19:34","2015-05-19T00:00:00.000","19:22",,,"1401","290","Property Damage","125","BRUCE R WATKINS DR and E EMANUEL CLEAVER II","KANSAS CITY","64109","PJ3649","CPD","U","1","VIC","B","M","42","N","39.0633","-94.573","E BRUCE R WATKINS CLEAVER II KANSAS CITY
, DR 64109
(39.0633, -94.573)"
"150035242","2015-05-24T00:00:00.000","22:11","2015-05-24T00:00:00.000","22:11",,,"2100","90D","Driving Under Influe","422","N AMBASSADOR DR and NW SKYVIEW AVE","KANSAS CITY","64154","PP0285","NPD","U","1","ARR","W","M","39","N","39.2578","-94.6496","N AMBASSADOR DR KANSAS CITY
, NW 64154
(39.2578, -94.6496)"
"150036795","2015-05-30T00:00:00.000","14:51","2015-05-28T00:00:00.000","16:00","2015-05-30T00:00:00.000","14:45","1401","290","Property Damage","134","J C NICHOLS PK and WARD PK S","KANSAS CITY","64112","PJ3754","CPD","U","1","VIC","W","M","24","N","39.04","-94.5882","J C NICHOLS S KANSAS CITY
, PK 64112
(39.04, -94.5882)"
"150009062","2015-02-06T00:00:00.000","23:08","2015-02-06T00:00:00.000","23:08",,,"801","13B","Non Aggravated Assau","234","WARD PK N and WORNALL RD","KANSAS CITY","64112","PJ6344","MPD","N","1","VIC","W","M","28","N","39.0398","-94.5918","WARD N KANSAS CITY
, PK 64112
(39.0398, -94.5918)"
"150013709","2015-02-27T00:00:00.000","0:30","2015-02-27T00:00:00.000","0:30",,,"2100","90D","Driving Under Influe","314","INDEPENDENCE AV and SPRUCE AV","KANSAS CITY","64110","PJ0607","EPD","U","1","ARR","W","M","23","N","39.1057","-94.5319","INDEPENDENCE KANSAS CITY
, AV 64110
(39.1057, -94.5319)"
"150034572","2015-05-22T00:00:00.000","2:25","2015-05-22T00:00:00.000","2:25",,,"402","13A","Agg Assault - Drive-","131","BROADWAY and W LINWOOD BL","KANSAS CITY","64110","PJ2652","CPD","U","1","SUS","B","M",,"Y","39.0489","-94.5743","W BROADWAY KANSAS CITY
, BL 64110
(39.0489, -94.5743)"
"150000721","2015-01-04T00:00:00.000","1:42","2015-01-04T00:00:00.000","1:42",,,"2402","90C","Disorderly Conduct","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","ARR","W","M","27","N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0529, -94.5915)"
"150076707","2015-10-24T00:00:00.000","18:39","2015-10-24T00:00:00.000","18:39",,,"302","120","Armed Robbery","123","BROOKLYN AV and E TRUMAN RD","KANSAS CITY","64108","PJ1330","CPD","Y","1","SUS","B","F","27","N","39.0949","-94.5562","E BROOKLYN KANSAS CITY
, AV 64108
(39.0949, -94.5562)"
"150057705","2015-08-16T00:00:00.000","2:34","2015-08-15T00:00:00.000","23:40","2015-08-16T00:00:00.000","2:10","640","23F","Stealing From Auto","133","BROADWAY and WESTPORT RD","KANSAS CITY","64109","PJ3229","CPD","U","1","SUS","U","U",,"N","39.0633","-94.573","BROADWAY KANSAS CITY
,  64109
(39.0633, -94.573)"
"150047956","2015-07-11T00:00:00.000","18:02","2015-07-11T00:00:00.000","18:02",,,"401","13A","Aggravated Assault (","123","TROOST LAKE DR and VINE ST","KANSAS CITY","64109","PJ2261","CPD","N","2","VIC","B","M","72","Y","39.0752","-94.5642","TROOST LAKE KANSAS CITY
, DR 64109
(39.0752, -94.5642)"
"150061537","2015-08-30T00:00:00.000","2:35","2015-08-30T00:00:00.000","2:35",,,"2402","90C","Disorderly Conduct","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","N","1","ARR","B","M","23","N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0529, -94.5915)"
"150019575","2015-03-22T00:00:00.000","22:27","2015-03-22T00:00:00.000","22:27",,,"802","13B","Non Agg Assault Dome","321","INDIANA AV and E TRUMAN RD","KANSAS CITY","64127","PJ1283","EPD","U","1","VIC","B","M",,"N","39.0944","-94.5425","E INDIANA KANSAS CITY
, AV 64127
(39.0944, -94.5425)"
"150042214","2015-06-20T00:00:00.000","1:47","2015-06-20T00:00:00.000","1:40",,,"801","13B","Non Aggravated Assau","133","ARCHIBALD AV and PENNSYLVANIA AV","KANSAS CITY","64111","PJ3303","CPD","N","2","VIC","W","M","57","N","39.052","-94.5908","ARCHIBALD KANSAS CITY
, AV 64111
(39.052, -94.5908)"
"150034435","2015-05-21T00:00:00.000","13:33","2015-05-21T00:00:00.000","13:25",,,"1401","290","Property Damage","241","BELLEFONTAINE AV and E MEYER BL","KANSAS CITY","64133","PJ5055","MPD","U","1","SUS","B","M",,"N","39.0076","-94.5506","E BELLEFONTAINE BL KANSAS CITY
, AV 64133
(39.0076, -94.5506)"
"150040305","2015-06-12T00:00:00.000","21:12","2015-06-12T00:00:00.000","21:12",,,"1850","35B","Possession of Drug E","311","CHELSEA AV and ST JOHN AV","KANSAS CITY","64123","PJ0286","EPD","U","1","VIC",,,,"N","39.1127","-94.5245","CHELSEA KANSAS CITY
, AV 64123
(39.1127, -94.5245)"
"150018430","2015-03-18T00:00:00.000","0:17","2015-03-18T00:00:00.000","0:17",,,"2604","90Z","False Information to","133","MILL ST and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","VIC",,,,"N","39.0525","-94.5923","MILL KANSAS CITY
, ST 64111
(39.0525, -94.5923)"
"150043523","2015-06-25T00:00:00.000","2:19","2015-06-25T00:00:00.000","2:19",,,"2655","90J","Trespassing","313","INDEPENDENCE AV and INDIANA AV","KANSAS CITY","64124","PJ0613","EPD","U","2","VIC","A","M","40","N","39.106","-94.5423","INDEPENDENCE KANSAS CITY
, AV 64124
(39.106, -94.5423)"
"150010740","2015-02-13T00:00:00.000","23:14","2015-02-13T00:00:00.000","23:13",,,"1850","35B","Possession of Drug E","341","OAKLEY AV and E TRUMAN RD","KANSAS CITY","64127","PJ1307","EPD","U","1","ARR","B","M","22","N","39.0941","-94.517","E OAKLEY KANSAS CITY
, AV 64127
(39.0941, -94.517)"
"150037864","2015-06-03T00:00:00.000","23:02","2015-06-03T00:00:00.000","23:02",,,"1849","35A","Possession/Sale/Dist","121","INDEPENDENCE AV and WOODLAND AV","KANSAS CITY","64111","PJ0534","CPD","U","2","VIC","U","F",,"N","39.1067","-94.5601","INDEPENDENCE KANSAS CITY
, AV 64111
(39.1067, -94.5601)"
"150058158","2015-08-17T00:00:00.000","18:27","2015-08-17T00:00:00.000","18:27","2015-08-17T00:00:00.000","18:27","1652","40C","Prostitution/Patroni","121","INDEPENDENCE AV and PARK AV","KANSAS CITY","64124","PJ0554","CPD","U","1","VIC","U","U",,"N","39.1065","-94.5545","INDEPENDENCE KANSAS CITY
, AV 64124
(39.1065, -94.5545)"
"150093992","2015-12-31T00:00:00.000","13:15","2015-12-22T00:00:00.000","21:30","2015-12-23T00:00:00.000","13:30","702","240","Auto Theft","131","W ARMOUR BL and CENTRAL ST","KANSAS CITY","64111","PJ2749","CPD","U","1","VIC","B","M","23","N","39.0639","-94.5891","W ARMOUR KANSAS CITY
, BL 64111
(39.0639, -94.5891)"
"150046941","2015-07-07T00:00:00.000","22:36","2015-07-07T00:00:00.000","22:30",,,"401","13A","Aggravated Assault (","141","GILLHAM RD and E LINWOOD BL","KANSAS CITY","64109","PJ2537","CPD","U","1","VIC","B","M","56","N","39.0689","-94.5778","E GILLHAM BL KANSAS CITY
, RD 64109
(39.0689, -94.5778)"
"150062837","2015-09-03T00:00:00.000","19:39","2015-09-03T00:00:00.000","19:20",,,"1401","290","Property Damage","422","NW BARRY RD and N ST CLAIR AV","KANSAS CITY","64154","PP0347","NPD","N","1","SUS","W","F","27","N","39.2468","-94.6472","BARRY RD CLAIR AV KANSAS CITY
, NW 64154
(39.2468, -94.6472)"
"150017715","2015-03-14T00:00:00.000","22:43","2015-03-14T00:00:00.000","22:43",,,"801","13B","Non Aggravated Assau","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64110","PJ3218","CPD","N","1","VIC","B","M","36","N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64110
(39.0529, -94.5915)"
"150085954","2015-11-29T00:00:00.000","2:30","2015-11-29T00:00:00.000","2:30",,,"2100","90D","Driving Under Influe","133","PENNSYLVANIA AV and WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","U","1","VIC",,,,"N","39.0529","-94.5915","PENNSYLVANIA KANSAS CITY
, AV 64111
(39.0529, -94.5915)"
"150000265","2015-01-02T00:00:00.000","3:42","2015-01-02T00:00:00.000","3:42",,,"801","13B","Non Aggravated Assau","334","AGNES AV and SWOPE PK","KANSAS CITY","65130","PJ3880","EPD","U","1","VIC","B","F","29","N","39.103","-94.5831","AGNES KANSAS CITY
, AV 65130
(39.103, -94.5831)"
"150078234","2015-10-30T00:00:00.000","11:08","2015-10-30T00:00:00.000","10:58",,,"301","120","Strong Arm Robbery","314","LAWN AV and THOMPSON AV","KANSAS CITY","64123","PJ0512","EPD","U","4","SUS","B","M",,"N","39.1073","-94.5271","LAWN KANSAS CITY
, AV 64123
(39.1073, -94.5271)"
"150007067","2015-01-29T00:00:00.000","23:19","2015-01-29T00:00:00.000","20:00","2015-01-29T00:00:00.000","23:00","640","23F","Stealing From Auto","134","NICHOLS RD and PENNSYLVANIA AV","KANSAS CITY","64111","PJ3736","CPD","U","1","VIC","W","F","36","N","39.0413","-94.5935","NICHOLS KANSAS CITY
, RD 64111
(39.0413, -94.5935)"
"150015136","2015-03-04T00:00:00.000","17:10","2015-03-04T00:00:00.000","17:10",,,"1850","35B","Possession of Drug E","144","E EMANUEL CLEAVER II BL and PASEO","KANSAS CITY","64109","PJ3711","CPD","U","1","VIC",,,,"N","39.0633","-94.573","E EMANUEL CLEAVER BL KANSAS CITY
, II 64109
(39.0633, -94.573)"
"150063120","2015-09-04T00:00:00.000","22:18","2015-09-04T00:00:00.000","22:18",,,"1546","520","Weapons Law Violatio","311","N JACKSON AV and ST JOHN AV","KANSAS CITY","64127","PJ0293","EPD","U","1","VIC",,,,"Y","39.1129","-94.5327","N JACKSON KANSAS CITY
, AV 64127
(39.1129, -94.5327)"
"150022747","2015-04-04T00:00:00.000","22:15","2015-04-04T00:00:00.000","22:15",,,"840","90Z","Resisting an Officer","121","INDEPENDENCE AV and MAPLE BL","KANSAS CITY","64106","PJ0571","CPD","U","1","VIC",,,,"N","39.1066","-94.5586","INDEPENDENCE BL KANSAS CITY
, AV 64106
(39.1066, -94.5586)"
"150086986","2015-12-02T00:00:00.000","18:57","2015-12-02T00:00:00.000","18:57",,,"2601","90Z","Misc Violation","121","GARFIELD AV and INDEPENDENCE AV","KANSAS CITY","64124","PJ0544","CPD","U","1","SUS","B","M",,"N","39.1065","-94.5572","GARFIELD KANSAS CITY
, AV 64124
(39.1065, -94.5572)"
"150061624","2015-08-30T00:00:00.000","14:00","2015-08-29T00:00:00.000","8:15",,,"690","23H","Stealing All Other","241","E GREGORY BL and PROSPECT AV","KANSAS CITY","64111","PJ5393","MPD","U","1","SUS","U","U",,"N","38.9981","-94.5569","E GREGORY KANSAS CITY
, BL 64111
(38.9981, -94.5569)"
"150062264","2015-09-01T00:00:00.000","21:59","2015-09-01T00:00:00.000","21:59",,,"1849","35A","Possession/Sale/Dist","232","E GREGORY BL and PASEO","KANSAS CITY","64132","PJ5295","MPD","U","1","VIC",,,,"N","38.9984","-94.5644","E GREGORY KANSAS CITY
, BL 64132
(38.9984, -94.5644)"
"150049509","2015-07-17T00:00:00.000","8:16","2015-07-17T00:00:00.000","8:16",,,"302","120","Armed Robbery","313","INDEPENDENCE AV and INDIANA AV","KANSAS CITY","64124","PJ0613","EPD","N","3","SUS","W","M",,"N","39.106","-94.5423","INDEPENDENCE KANSAS CITY
, AV 64124
(39.106, -94.5423)"
"150091281","2015-12-19T00:00:00.000","1:27","2015-12-19T00:00:00.000","0:01","2015-12-19T00:00:00.000","1:27","1401","290","Property Damage","131","BROADWAY and VALENTINE RD","KANSAS CITY","64111","PJ2874","CPD","U","1","VIC","U","U",,"N","39.0613","-94.5905","BROADWAY KANSAS CITY
,  64111
(39.0613, -94.5905)"
"150058241","2015-08-18T00:00:00.000","2:42","2015-08-18T00:00:00.000","2:42",,,"2402","90C","Disorderly Conduct","422","N AMBASSADOR DR and NW BARRY RD","KANSAS CITY","64154","PP0347","NPD","U","1","ARR","W","M","23","N","39.247","-94.6516","N AMBASSADOR DR KANSAS CITY
, NW 64154
(39.247, -94.6516)"
"150051664","2015-07-24T00:00:00.000","16:18","2015-07-24T00:00:00.000","16:18",,,"2100","90D","Driving Under Influe","125","BROOKLYN AV and E LINWOOD BL","KANSAS CITY","64128","PJ2561","CPD","U","1","VIC",,,,"N","39.0682","-94.5576","E BROOKLYN BL KANSAS CITY
, AV 64128
(39.0682, -94.5576)"
"150038201","2015-06-05T00:00:00.000","8:35","2015-06-05T00:00:00.000","8:35",,,"2601","90Z","Misc Violation","341","BENNINGTON AV and E TRUMAN RD","KANSAS CITY","64126","PJ1385","EPD","U","1","VIC","U","U",,"N","39.0938","-94.5056","E BENNINGTON KANSAS CITY
, AV 64126
(39.0938, -94.5056)"
"150056490","2015-08-11T00:00:00.000","13:40","2015-08-11T00:00:00.000","13:40",,,"1352","280","Stolen Property OFFE","422","NW BARRY RD and N BEAMAN AV","KANSAS CITY","64154","PP0336","NPD","N","3","VIC","W","F","42","N","39.2466","-94.6364","N BARRY RD KANSAS CITY
, NW 64154
(39.2466, -94.6364)"
"150017672","2015-03-14T00:00:00.000","18:56","2015-03-14T00:00:00.000","18:56",,,"302","120","Armed Robbery","121","INDEPENDENCE AV and PASEO","KANSAS CITY","64106","PJ0561","CPD","U","1","ARR","W","M","30","N","39.1068","-94.5639","INDEPENDENCE KANSAS CITY
, AV 64106
(39.1068, -94.5639)"
"150084316","2015-11-22T00:00:00.000","0:54","2015-11-22T00:00:00.000","0:54",,,"801","13B","Non Aggravated Assau","133","BROADWAY and WESTPORT RD","KANSAS CITY","99999","PJ3229","CPD","U","1","VIC","W","M","27","N","39.103","-94.5831","BROADWAY KANSAS CITY
,  99999
(39.103, -94.5831)"
"150074308","2015-10-15T00:00:00.000","20:35","2015-10-15T00:00:00.000","20:30",,,"2601","90Z","Misc Violation","331","BENTON BL and E LINWOOD BL","KANSAS CITY","64130","PJ2606","EPD","U","2","SUS","B","M",,"N","39.0679","-94.5495","E BENTON BL KANSAS CITY
, BL 64130
(39.0679, -94.5495)"
"150059471","2015-08-22T00:00:00.000","12:43","2015-08-22T00:00:00.000","12:43",,,"801","13B","Non Aggravated Assau","121","ADMIRAL BL and HIGHLAND AV","KANSAS CITY","64106","PJ0659","CPD","N","2","VIC","W","M","61","N","39.1052","-94.5615","ADMIRAL KANSAS CITY
, BL 64106
(39.1052, -94.5615)"
"150064983","2015-09-11T00:00:00.000","19:02","2015-09-11T00:00:00.000","19:00","2015-09-11T00:00:00.000","19:05","1850","35B","Possession of Drug E","334","BLUE PK E and SWOPE PK","KANSAS CITY","64130","PJ3880","EPD","U","1","VIC",,,,"N","39.0367","-94.5433","BLUE E KANSAS CITY
, PK 64130
(39.0367, -94.5433)"
"150000959","2015-01-05T00:00:00.000","8:58","2015-01-03T00:00:00.000","16:00","2015-01-05T00:00:00.000","8:50","502","220","Burglary - Non Resid","542","E BANNISTER RD and JAMES A REED RD","KANSAS CITY","64138","PJ6514","SPD","U","1","VIC",,,,"N","38.9517","-94.494","E BANNISTER KANSAS CITY
, RD 64138
(38.9517, -94.494)"
"150084065","2015-11-21T00:00:00.000","0:12","2015-11-21T00:00:00.000","0:12",,,"2100","90D","Driving Under Influe","131","GENESEE ST and WESTPORT RD","KANSAS CITY","64112","PJ3332","CPD","U","1","ARR","W","M","25","N","39.0502","-94.6055","GENESEE KANSAS CITY
, ST 64112
(39.0502, -94.6055)"
"150063726","2015-09-07T00:00:00.000","13:35","2015-09-07T00:00:00.000","13:35",,,"2601","90Z","Misc Violation","312","DONNELLY AV and INDEPENDENCE AV","KANSAS CITY","64123","PJ0708","EPD","U","2","SUS","B","F",,"N","39.1039","-94.4845","DONNELLY KANSAS CITY
, AV 64123
(39.1039, -94.4845)"
"150059270","2015-08-21T00:00:00.000","17:44","2015-08-21T00:00:00.000","17:44",,,"1850","35B","Possession of Drug E","131","VALENTINE RD and WYOMING ST","KANSAS CITY","64111","PJ2957","CPD","U","1","VIC","B","M","51","N","39.0586","-94.6037","VALENTINE KANSAS CITY
, RD 64111
(39.0586, -94.6037)"
"150055914","2015-08-09T00:00:00.000","9:17","2015-08-07T00:00:00.000","14:00","2015-08-09T00:00:00.000","8:54","670","23D","Stealing from Buildi","125","E LINWOOD BL and WAYNE AV","KANSAS CITY","64109","PJ2549","CPD","U","1","SUS","B","M",,"N","39.0684","-94.5644","E LINWOOD KANSAS CITY
, BL 64109
(39.0684, -94.5644)"
"150015739","2015-03-07T00:00:00.000","2:38","2015-03-07T00:00:00.000","2:38",,,"401","13A","Aggravated Assault (","114","SOUTHWEST BL and WASHINGTON ST","KANSAS CITY","64108","PJ1752","CPD","N","2","VIC","B","F","25","Y","39.0871","-94.5902","SOUTHWEST KANSAS CITY
, BL 64108
(39.0871, -94.5902)"
"150059471","2015-08-22T00:00:00.000","12:43","2015-08-22T00:00:00.000","12:43",,,"2655","90J","Trespassing","121","ADMIRAL BL and HIGHLAND AV","KANSAS CITY","64106","PJ0659","CPD","U","3","VIC",,,,"N","39.1052","-94.5615","ADMIRAL KANSAS CITY
, BL 64106
(39.1052, -94.5615)"
"150027639","2015-04-24T00:00:00.000","17:25","2015-04-24T00:00:00.000","17:15",,,"401","13A","Aggravated Assault (","125","E LINWOOD BL and PASEO","KANSAS CITY","64108","PJ2544","CPD","U","1","VIC","B","M","27","N","39.0891","-94.5855","E LINWOOD KANSAS CITY
, BL 64108
(39.0891, -94.5855)"
"150057135","2015-08-13T00:00:00.000","21:29","2015-08-13T00:00:00.000","21:28",,,"1850","35B","Possession of Drug E","315","ST JOHN AV and TOPPING AV","KANSAS CITY","64123","PJ0305","EPD","U","1","VIC",,,,"N","39.1123","-94.514","JOHN AV KANSAS CITY
, ST 64123
(39.1123, -94.514)"
"150054896","2015-08-05T00:00:00.000","18:35","2015-08-05T00:00:00.000","18:35",,,"801","13B","Non Aggravated Assau","121","E MISSOURI AV and WOODLAND AV","KANSAS CITY","64124","PJ0385","CPD","N","2","VIC","B","F","20","N","39.1093","-94.5599","E MISSOURI KANSAS CITY
, AV 64124
(39.1093, -94.5599)"
"150089071","2015-12-10T00:00:00.000","16:24","2015-12-10T00:00:00.000","16:24",,,"1850","35B","Possession of Drug E","313","BENTON BL and INDEPENDENCE AV","KANSAS CITY","64111","PJ0609","EPD","U","1","VIC",,,,"N","39.1061","-94.5446","BENTON KANSAS CITY
, BL 64111
(39.1061, -94.5446)"
"150001064","2015-01-05T00:00:00.000","15:14","2015-01-05T00:00:00.000","15:14",,,"1849","35A","Possession/Sale/Dist","532","BLUE RIDGE BL and LONGVIEW RD","KANSAS CITY","65134","PJ7111","SPD","U","1","VIC",,,,"N","38.9155","-94.5133","BLUE RIDGE KANSAS CITY
, BL 65134
(38.9155, -94.5133)"
