"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location_1"
"170051884","2017-06-09T00:00:00.000","14:00","2017-06-09T00:00:00.000","13:30",,,"802","13B","Non Agg Assault Dome","233","1300  E 84 ST","KANSAS CITY","64138","PJ6059","MPD","Y","1","VIC","B","F","22","N","1300 E 84 ST
KANSAS CITY,  64138"
"170009912","2017-02-22T00:00:00.000","16:20","2017-02-22T00:00:00.000","11:55",,,"1849","35A","Possession/Sale/Dist","113","2000  BROADWAY BL","KANSAS CITY","64108","PJ1680","CPD","U","1","VIC",,,,"N","2000 BROADWAY
BL KANSAS CITY,  64108"
"170074792","2017-08-26T00:00:00.000","23:10","2017-08-26T00:00:00.000","23:10",,,"1849","35A","Possession/Sale/Dist","133","W 40 TER and CENTRAL ST","KANSAS CITY","64110","PJ3155","CPD","U","1","SUS","B","M",,"N","40 TER and CENTRAL ST
KANSAS CITY,  64110"
"170083139","2017-09-24T00:00:00.000","09:23","2017-09-24T00:00:00.000","08:38","2017-09-24T00:00:00.000","09:00","1401","290","Property Damage","412","5400  N MERCIER ST","KANSAS CITY","64118","PC0773","NPD","N","1","SUS","U","U",,"N","5400 N MERCIER ST
KANSAS CITY,  64118
(39.192735, -94.596897)"
"170017825","2017-03-12T00:00:00.000","16:29","2017-03-08T00:00:00.000","22:45","2017-03-10T00:00:00.000","08:00","702","240","Auto Theft","311","800  N MONTGALL AV","KANSAS CITY","64120","PJ0104","EPD","U","1","VIC","W","M","63","N","800 N MONTGALL AV
KANSAS CITY,  64120
(39.123092, -94.549034)"
"170088236","2017-10-12T00:00:00.000","19:30","2017-10-12T00:00:00.000","11:25","2017-10-12T00:00:00.000","11:40","630","23C","Stealing Shoplifting","134","400  NICHOLS RD","KANSAS CITY","64112","PJ3793","CPD","U","1","VIC",,,,"N","400 NICHOLS RD
KANSAS CITY,  64112
(39.041263, -94.591585)"
"170080434","2017-09-14T00:00:00.000","23:35","2017-09-14T00:00:00.000","23:35",,,"2402","90C","Disorderly Conduct","133","E 41 ST and MCGEE ST","KANSAS CITY","64111","PJ3264","CPD","U","1","ARR","W","M","57","N","41 ST and MCGEE ST
KANSAS CITY,  64111
(39.051637, -94.58289)"
"170093517","2017-11-01T00:00:00.000","18:00","2017-11-01T00:00:00.000","06:50","2017-11-01T00:00:00.000","17:45","501","220","Burglary - Residence","545","11300  MARSH AV","KANSAS CITY","64134","PJ7128","SPD","U","1","SUS","U","U",,"N","11300 MARSH AV
KANSAS CITY,  64134
(38.918244, -94.495336)"
"170046961","2017-05-22T00:00:00.000","12:00","2017-05-22T00:00:00.000","12:00",,,"801","13B","Non Aggravated Assau","332","3200  PROSPECT AV","KANSAS CITY","64130","PJ2651","EPD","U","2","VIC",,,,"N","3200 PROSPECT AV
KANSAS CITY,  64130"
"170020481","2017-03-22T00:00:00.000","15:44","2017-03-22T00:00:00.000","15:40",,,"831","13C","Intimidation","312","8800  E 8 ST","KANSAS CITY","64125","PJ1033","EPD","U","1","SUS","U","M",,"N","8800 E 8 ST
KANSAS CITY,  64125
(39.102176, -94.501167)"
"170106528","2017-12-21T00:00:00.000","16:40","2017-12-15T00:00:00.000","12:00",,,"670","23D","Stealing from Buildi","545","11600  SYCAMORE DR","KANSAS CITY","64134","PJ7230","SPD","U","1","VIC","B","F","30","N","11600 SYCAMORE DR
KANSAS CITY,  64134
(38.912702, -94.500241)"
"170058361","2017-07-02T00:00:00.000","13:05","2017-07-01T00:00:00.000","12:30","2017-07-02T00:00:00.000","12:50","501","220","Burglary - Residence","545","8200  RUSKIN WA","KANSAS CITY","64134","PJ7128","SPD","U","1","VIC","B","F","35","N","8200 RUSKIN
WA KANSAS CITY,  64134
(38.920392, -94.496239)"
"170002438","2017-01-10T00:00:00.000","15:58","2017-01-10T00:00:00.000","15:58","2017-01-10T00:00:00.000","15:58","799",,"Auto Theft Outside S","311","BALES AV and MORRELL AV","KANSAS CITY","64123","PJ0322","EPD","U","1","VIC","B","F",,"N","BALES AV
KANSAS CITY,  64123"
"170011551","2017-02-15T00:00:00.000","17:48","2017-02-15T00:00:00.000","17:48",,,"801","13B","Non Aggravated Assau","142","4000  PASEO","KANSAS CITY","64110","PJ3244","CPD","U","3","SUS","B","F",,"N","4000 PASEO
KANSAS CITY,  64110
(39.053978, -94.567593)"
"170028405","2017-04-20T00:00:00.000","14:12","2017-04-20T00:00:00.000","14:00",,,"802","13B","Non Agg Assault Dome","223","5700  COLLEGE AV","KANSAS CITY","64130","PJ4602","MPD","U","1","SUS","B","F","27","N","5700 COLLEGE AV
KANSAS CITY,  64130
(39.022655, -94.547363)"
"170009671","2017-02-08T00:00:00.000","10:36","2017-02-06T00:00:00.000","21:09",,,"630","23C","Stealing Shoplifting","413","6200  N CHATHAM AV","KANSAS CITY","64151","PP0647","NPD","U","1","VIC",,,,"N","6200 N CHATHAM AV
KANSAS CITY,  64151
(39.208341, -94.643575)"
"170079337","2017-09-11T00:00:00.000","12:07","2017-09-01T00:00:00.000","13:00","2017-09-10T00:00:00.000","12:00","502","220","Burglary - Non Resid","322","5300  WINNER RD","KANSAS CITY","64123","PJ1091","EPD","U","1","VIC",,,,"N","5300 WINNER RD
KANSAS CITY,  64123
(39.099022, -94.519458)"
"170027198","2017-04-16T00:00:00.000","05:17","2017-04-16T00:00:00.000","05:00",,,"1120","26A","Fraud/Confidence Gam","342","3800  BLUE RIDGE CT","KANSAS CITY","64128","PJ3163","EPD","N","1","SUS","W","M","38","N","3800 BLUE RIDGE CT
KANSAS CITY,  64128"
"170067032","2017-07-30T00:00:00.000","11:49","2017-04-01T00:00:00.000","10:00","2017-07-29T00:00:00.000","21:00","1201","270","Embezzlement","535","900  W 136 ST","KANSAS CITY","64145","PJ7425","SPD","U","1","VIC",,,,"N","900 W 136 ST
KANSAS CITY,  64145
(38.881985, -94.604527)"
"170024534","2017-04-06T00:00:00.000","18:26","2017-04-06T00:00:00.000","18:25",,,"1401","290","Property Damage","142","3700  PASEO","KANSAS CITY","64109","PJ3014","CPD","U","1","VIC","W","M","52","N","3700 PASEO
KANSAS CITY,  64109
(39.05949, -94.567289)"
"170012225","2017-02-18T00:00:00.000","03:48","2017-02-18T00:00:00.000","03:30",,,"802","13B","Non Agg Assault Dome","314","500  NORTON AV","KANSAS CITY","64123","PJ0602","EPD","Y","1","SUS","W","M","33","N","500 NORTON AV
KANSAS CITY,  64123
(39.107403, -94.534113)"
"170064165","2017-07-22T00:00:00.000","20:15","2017-07-22T00:00:00.000","20:15",,,"2655","90J","Trespassing","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170067509","2017-08-01T00:00:00.000","04:10","2017-08-01T00:00:00.000","03:45",,,"501","220","Burglary - Residence","641","7900  NE 75 TE","KANSAS CITY","64158","PC0478","SCP","U","4","VIC","W","M",,"N","7900 NE 75
TE KANSAS CITY,  64158"
"170043509","2017-05-09T00:00:00.000","19:06","2017-05-09T00:00:00.000","19:06",,,"840","90Z","Resisting an Officer","421","8100  NW PRAIRIE VIEW RD","KANSAS CITY","64151","PP0398","NPD","U","5","VIC",,,,"N","8100 NW PRAIRIE VIEW RD
KANSAS CITY,  64151
(39.24107, -94.658828)"
"170074347","2017-08-25T00:00:00.000","10:57","2017-08-21T00:00:00.000","20:00","2017-08-22T00:00:00.000","08:00","650","23G","Stealing Auto Parts/","531","10000  LYDIA AV","KANSAS CITY","64131","PJ6647","SPD","U","1","VIC","U","M","32","N","10000 LYDIA AV
KANSAS CITY,  64131
(38.946001, -94.573223)"
"170002556","2017-01-11T00:00:00.000","00:22","2017-01-11T00:00:00.000","00:22",,,"1850","35B","Possession of Drug E","242","E 85 ST and HICKMAN MILLS DR","KANSAS CITY","64131","PJ6033","MPD","U","1","VIC",,,,"N","85 ST and HICKMAN MILLS DR
KANSAS CITY,  64131"
"170020801","2017-03-23T00:00:00.000","20:36","2017-03-23T00:00:00.000","20:07",,,"401","13A","Aggravated Assault (","545","10600  BLUE RIDGE BL","KANSAS CITY","64134","PJ6876","SPD","U","1","VIC","U","M","60","N","10600 BLUE RIDGE
BL KANSAS CITY,  64134
(38.932336, -94.507892)"
"170090672","2017-10-22T00:00:00.000","00:01","2017-10-21T00:00:00.000","09:00","2017-10-22T00:00:00.000","00:01","1401","290","Property Damage","233","8000  MICHIGAN AV","KANSAS CITY","64132","PJ5915","MPD","U","1","SUS","U","U",,"N","8000 MICHIGAN AV
KANSAS CITY,  64132
(38.9821, -94.565744)"
"170021627","2017-03-27T00:00:00.000","09:15","2017-03-25T00:00:00.000","17:00","2017-03-27T00:00:00.000","09:00","502","220","Burglary - Non Resid","341","6200  E TRUMAN RD","KANSAS CITY","64126","PJ1435","EPD","U","1","SUS","U","U",,"N","6200 E TRUMAN RD
KANSAS CITY,  64126
(39.093881, -94.509931)"
"170025031","2017-04-08T00:00:00.000","13:44","2017-04-08T00:00:00.000","13:44",,,"640","23F","Stealing From Auto","415","2200  NW BARRY RD","KANSAS CITY","64155","PP0424","NPD","N","1","VIC","W","F","58","N","2200 NW BARRY RD
KANSAS CITY,  64155"
"170061943","2017-07-14T00:00:00.000","16:56","2017-07-14T00:00:00.000","08:00","2017-07-14T00:00:00.000","16:00","702","240","Auto Theft","532","11400  BLUE RIDGE BL","KANSAS CITY","64134","PJ7111","SPD","U","1","VIC","W","M","42","N","11400 BLUE RIDGE
BL KANSAS CITY,  64134
(38.917199, -94.511452)"
"170026505","2017-04-13T00:00:00.000","20:45","2017-04-12T00:00:00.000","20:50",,,"302","120","Armed Robbery","642","9200  N OAK TR","KANSAS CITY","64155","PC0267","SCP","N","2","VIC","B","F","18","Y","9200 N OAK TR
KANSAS CITY,  64155
(39.261477, -94.575817)"
"170100349","2017-11-28T00:00:00.000","08:19","2017-11-28T00:00:00.000","04:55","2017-11-28T00:00:00.000","06:10","640","23F","Stealing From Auto","641","8200  N DITZLER AV","KANSAS CITY","64158","PC0406","SCP","N","1","VIC","U","F","41","N","8200 N DITZLER AV
KANSAS CITY,  64158
(39.243255, -94.468335)"
"170077363","2017-09-05T00:00:00.000","07:51","2017-09-04T00:00:00.000","23:00","2017-09-05T00:00:00.000","07:30","640","23F","Stealing From Auto","412","6600  N PENNSYLVANIA AV","KANSAS CITY","64118","PC0599","NPD","N","1","VIC","W","F","21","N","6600 N PENNSYLVANIA AV
KANSAS CITY,  64118
(39.214818, -94.587956)"
"170009376","2017-02-07T00:00:00.000","08:00","2017-02-06T00:00:00.000","06:30",,,"2601","90Z","Misc Violation","224","1200  W 61 TE","KANSAS CITY","64112","PJ4775","MPD","U","1","SUS","W","M",,"N","1200 W 61
TE KANSAS CITY,  64112
(39.016391, -94.603058)"
"170022262","2017-03-29T00:00:00.000","10:22","2017-03-16T00:00:00.000","15:00","2017-03-17T00:00:00.000","20:00","640","23F","Stealing From Auto","424","11100  N CONGRESS AV","KANSAS CITY","64153","PP0212","NPD","N","1","SUS","U","U",,"N","11100 N CONGRESS AV
KANSAS CITY,  64153
(39.295458, -94.667864)"
"170069195","2017-08-07T00:00:00.000","13:38","2017-06-23T00:00:00.000","12:00",,,"1120","26A","Fraud/Confidence Gam","224","1700  E 63 ST","KANSAS CITY","64130","PJ4883","MPD","U","1","SUS","U","U",,"N","1700 E 63 ST
KANSAS CITY,  64130"
"170003092","2017-01-12T00:00:00.000","21:26","2017-01-12T00:00:00.000","21:26",,,"802","13B","Non Agg Assault Dome","121","600  VIRGINIA AV","KANSAS CITY","64109","PJ0641","CPD","U","1","SUS","B","M","58","N","600 VIRGINIA AV
KANSAS CITY,  64109"
"170091732","2017-10-25T00:00:00.000","20:29","2017-10-25T00:00:00.000","09:00","2017-10-25T00:00:00.000","20:00","702","240","Auto Theft","111","200  GRAND BL","KANSAS CITY","64127","PJ0375","CPD","U","1","SUS","U","U",,"N","200 GRAND
BL KANSAS CITY,  64127
(39.111154, -94.581034)"
"170059387","2017-07-06T00:00:00.000","01:42","2017-07-06T00:00:00.000","01:42",,,"2040","90Z","Violation Full Order","242","2200  E 72 ST","KANSAS CITY","64132","PJ5427","MPD","Y","1","VIC","B","F","49","N","2200 E 72 ST
KANSAS CITY,  64132
(38.996429, -94.561395)"
"170017903","2017-03-13T00:00:00.000","01:35","2017-03-13T00:00:00.000","01:35",,,"802","13B","Non Agg Assault Dome","212","6800  CRABAPPLE CIR","KANSAS CITY","64130","PJ4311","MPD","Y","1","SUS","W","M","33","N","6800 CRABAPPLE CIR
KANSAS CITY,  64130
(39.030439, -94.502458)"
"170030147","2017-04-27T00:00:00.000","10:04","2017-04-26T00:00:00.000","16:50",,,"630","23C","Stealing Shoplifting","422","8900  N GREEN HILLS RD","KANSAS CITY","64154","PP0281","NPD","N","1","SUS","W","M",,"N","8900 N GREEN HILLS RD
KANSAS CITY,  64154
(39.255632, -94.630947)"
"170094532","2017-11-05T00:00:00.000","13:50","2017-11-05T00:00:00.000","01:00","2017-11-05T00:00:00.000","12:00","702","240","Auto Theft","412","1100  NW 63 ST","KANSAS CITY","64118","PC0589","NPD","U","1","VIC","W","M","46","N","1100 NW 63 ST
KANSAS CITY,  64118
(39.20972, -94.59341)"
"170103925","2017-12-11T00:00:00.000","21:14","2017-12-11T00:00:00.000","21:00",,,"802","13B","Non Agg Assault Dome","331","3200  INDIANA AV","KANSAS CITY","64128","PJ2583","EPD","Y","1","VIC","W","F",,"N","3200 INDIANA AV
KANSAS CITY,  64128
(39.068676, -94.543687)"
"170027112","2017-04-15T00:00:00.000","21:42","2017-04-15T00:00:00.000","21:42",,,"2041","90Z","Violation Ex Parte O","531","500  E 97 TE","KANSAS CITY","64131","PJ6582","SPD","Y","1","VIC","B","F","38","N","500 E 97
TE KANSAS CITY,  64131
(38.950652, -94.585957)"
"170045319","2017-05-16T00:00:00.000","15:25","2017-05-16T00:00:00.000","01:50",,,"401","13A","Aggravated Assault (","543","11900  BLUE RIDGE BL EX","GRANDVIEW","64137","PJX004","OSPD","U","1","SUS","B","M",,"Y","11900 BLUE RIDGE
BL EX GRANDVIEW,  64137
(38.915547, -94.569477)"
"170032563","2017-05-06T00:00:00.000","06:53","2017-05-06T00:00:00.000","03:30","2017-05-06T00:00:00.000","06:40","702","240","Auto Theft","314","600  ELMWOOD AV","KANSAS CITY","64123","PJ0734","EPD","U","1","SUS","U","U",,"N","600 ELMWOOD AV
KANSAS CITY,  64123"
"170004360","2017-01-18T00:00:00.000","09:53","2017-01-18T00:00:00.000","09:53",,,"501","220","Burglary - Residence","224","6000  HIGHLAND AV","KANSAS CITY","64130","PJ4734","MPD","U","1","SUS","U","U",,"N","6000 HIGHLAND AV
KANSAS CITY,  64130
(39.017488, -94.56705)"
"170080992","2017-09-17T00:00:00.000","02:01","2017-09-17T00:00:00.000","02:01",,,"801","13B","Non Aggravated Assau","321","2800  E 12 ST","KANSAS CITY","64126","PJ1092","EPD","U","3","ARR","W","M","22","N","2800 E 12 ST
KANSAS CITY,  64126"
"170015566","2017-03-03T00:00:00.000","15:36","2017-03-02T00:00:00.000","15:59","2017-03-03T00:00:00.000","09:00","650","23G","Stealing Auto Parts/","312","1100  BENNINGTON AV","KANSAS CITY","64123","PJ1182","EPD","U","1","SUS","U","U",,"N","1100 BENNINGTON AV
KANSAS CITY,  64123"
"170108612","2017-12-31T00:00:00.000","07:49","2017-12-31T00:00:00.000","07:49",,,"502","220","Burglary - Non Resid","542","9400  JAMES A REED RD","KANSAS CITY","64138","PJ6514","SPD","U","1","SUS","U","U",,"N","9400 JAMES A REED RD
KANSAS CITY,  64138
(38.953018, -94.493966)"
"170025386","2017-04-10T00:00:00.000","06:43","2017-04-10T00:00:00.000","05:40","2017-04-10T00:00:00.000","06:43","702","240","Auto Theft","534","5700  LONGVIEW RD","KANSAS CITY","64134","PJ7168","SPD","U","1","SUS","U","M",,"N","5700 LONGVIEW RD
KANSAS CITY,  64134"
"170101556","2017-12-02T00:00:00.000","23:20","2017-12-02T00:00:00.000","23:20",,,"802","13B","Non Agg Assault Dome",,"700  NW 60 ST","KANSAS CITY","64151","PC0599","NPD","Y","1","ARR","B","M","25","N","700 NW 60 ST
KANSAS CITY,  64151"
"170046406","2017-05-20T00:00:00.000","09:05","2017-05-19T00:00:00.000","24:00","2017-05-20T00:00:00.000","08:55","1401","290","Property Damage","311","800  N PROSPECT AV","KANSAS CITY","64120","PJ0104","EPD","N","1","SUS","U","U",,"N","800 N PROSPECT AV
KANSAS CITY,  64120
(39.122546, -94.550195)"
"170078444","2017-09-08T00:00:00.000","01:02","2017-09-07T00:00:00.000","21:00",,,"302","120","Armed Robbery","331","3200  E LINWOOD BL","KANSAS CITY","64130","PJ2610","EPD","U","1","SUS","B","M",,"N","3200 E LINWOOD
BL KANSAS CITY,  64130
(39.067802, -94.545844)"
"170106843","2017-12-22T00:00:00.000","23:07","2017-12-22T00:00:00.000","23:07","2017-12-22T00:00:00.000","23:10","1849","35A","Possession/Sale/Dist","144","EMANUEL CLEAVER II BL and OLIVE ST","KANSAS CITY","64133","PJ3678","CPD","U","1","SUS","B","M","27","N","EMANUEL CLEAVER II BL
KANSAS CITY,  64133"
"170012795","2017-02-20T00:00:00.000","17:15","2017-02-20T00:00:00.000","16:41",,,"630","23C","Stealing Shoplifting","999","11600  E US 40 HW E","INDEPENDENCE","99999","PJX007","OSPD","U","1","ARR","W","M","24","N","11600 E US
HW E INDEPENDENCE,  99999"
"170032933","2017-05-07T00:00:00.000","19:17","2017-05-07T00:00:00.000","19:15",,,"630","23C","Stealing Shoplifting","312","5900  WILSON AV","KANSAS CITY","64123","PJ0608","EPD","U","2","SUS","B","F",,"N","5900 WILSON AV
KANSAS CITY,  64123
(39.105695, -94.512192)"
"170077734","2017-09-05T00:00:00.000","15:48","2017-09-04T00:00:00.000","22:00",,,"1122","26B","Credit/Debit/ATM Car","533","500  E 105 ST","KANSAS CITY","64114","PJ6764","SPD","U","1","SUS","U","U",,"N","500 E 105 ST
KANSAS CITY,  64114"
"170026413","2017-04-13T00:00:00.000","15:02","2017-04-13T00:00:00.000","15:02",,,"1401","290","Property Damage","543","11300  SYCAMORE TE","KANSAS CITY","64134","PJ7122","SPD","U","1","VIC","B","F","33","N","11300 SYCAMORE
TE KANSAS CITY,  64134
(38.922378, -94.498365)"
"170093148","2017-10-31T00:00:00.000","12:07","2017-10-26T00:00:00.000","10:30","2017-10-27T00:00:00.000","10:00","1002","250","Forged Checks","141","6500  TROOST AV","KANSAS CITY","64131","PJ5025","MPD","U","1","SUS","U","U",,"N","6500 TROOST AV
KANSAS CITY,  64131
(39.009273, -94.57476)"
"170074806","2017-08-27T00:00:00.000","00:09","2017-08-26T00:00:00.000","21:30","2017-08-26T00:00:00.000","21:35","640","23F","Stealing From Auto","134","4800  WESTWOOD RD","KANSAS CITY","64111","PJ3881","CPD","U","1","VIC","W","F","23","N","4800 WESTWOOD RD
KANSAS CITY,  64111
(39.04058, -94.605367)"
"170013716","2017-02-23T00:00:00.000","20:53","2017-02-23T00:00:00.000","20:52","2017-02-23T00:00:00.000","20:53","1401","290","Property Damage","313","800  INDIANA AV","KANSAS CITY","64123","PJ0884","EPD","U","1","SUS","B","F","45","N","800 INDIANA AV
KANSAS CITY,  64123"
"170002829","2017-01-11T00:00:00.000","21:43","2017-01-11T00:00:00.000","21:40",,,"1050","250","Counterfeiting","331","2700  INDIANA AV","KANSAS CITY","64128","PJ2264","EPD","U","1","SUS","B","M","25","N","2700 INDIANA AV
KANSAS CITY,  64128
(39.076772, -94.543281)"
"170094857","2017-11-06T00:00:00.000","17:57","2017-11-06T00:00:00.000","17:57",,,"802","13B","Non Agg Assault Dome","313","2900  INDEPENDENCE BL","KANSAS CITY","64124","PJ0588","EPD","U","1","ARR","W","M","19","N","2900 INDEPENDENCE
BL KANSAS CITY,  64124
(39.106149, -94.546563)"
"170043608","2017-05-10T00:00:00.000","09:44","2017-05-07T00:00:00.000","11:30","2017-05-10T00:00:00.000","07:00","1401","290","Property Damage","233","8100  HOLMES RD","KANSAS CITY","64131","PJ5921","MPD","U","1","SUS","U","U",,"N","8100 HOLMES RD
KANSAS CITY,  64131
(38.981199, -94.580917)"
"170016086","2017-03-05T00:00:00.000","22:00","2017-03-05T00:00:00.000","22:00",,,"2601","90Z","Misc Violation","323","2600  PROSPECT AV","KANSAS CITY","64127","PJ2172","EPD","U","1","ARR","B","M","35","N","2600 PROSPECT AV
KANSAS CITY,  64127
(39.078772, -94.552412)"
"170092409","2017-11-28T00:00:00.000","12:42","2017-11-28T00:00:00.000","12:42","2017-11-28T00:00:00.000","12:42","1849","35A","Possession/Sale/Dist","312","MANCHESTER AV and WINNER RD","KANSAS CITY","64125","PJ0596","EPD","U","1","VIC","W","M","49","N","MANCHESTER AV
KANSAS CITY,  64125"
"170072330","2017-08-18T00:00:00.000","13:00","2017-08-15T00:00:00.000","17:00","2017-08-15T00:00:00.000","18:00","670","23D","Stealing from Buildi","331","3000  BENTON BL","KANSAS CITY","64128","PJ2489","EPD","U","1","VIC","B","F","77","N","3000 BENTON
BL KANSAS CITY,  64128
(39.071548, -94.549266)"
"170066983","2017-07-30T00:00:00.000","08:16","2017-07-30T00:00:00.000","03:00","2017-07-30T00:00:00.000","07:10","640","23F","Stealing From Auto","415","500  NW 68 ST","KANSAS CITY","64118","PC0514","NPD","N","1","VIC","W","F","43","N","500 NW 68 ST
KANSAS CITY,  64118
(39.218119, -94.585534)"
"170108646","2017-12-31T00:00:00.000","13:18","2017-12-29T00:00:00.000","13:00","2017-12-30T00:00:00.000","12:30","670","23D","Stealing from Buildi","411","4200  N MULBERRY DR","KANSAS CITY","64116","PC1119","NPD","N","1","VIC","W","M","54","N","4200 N MULBERRY DR
KANSAS CITY,  64116
(39.169216, -94.599093)"
"170010677","2017-02-12T00:00:00.000","08:48","2017-02-10T00:00:00.000","15:00","2017-02-12T00:00:00.000","08:15","670","23D","Stealing from Buildi","344","4600  EASTERN AV","KANSAS CITY","64129","PJ3695","EPD","N","1","SUS","U","U",,"N","4600 EASTERN AV
KANSAS CITY,  64129
(39.040818, -94.498356)"
"170050670","2017-06-05T00:00:00.000","10:50","2017-06-04T00:00:00.000","20:30","2017-06-05T00:00:00.000","09:00","640","23F","Stealing From Auto","342","9100  E 39 ST","KANSAS CITY","64133","PJ3327","EPD","N","1","SUS","U","U",,"N","9100 E 39 ST
KANSAS CITY,  64133
(39.052419, -94.471506)"
"170061242","2017-07-12T00:00:00.000","15:30","2017-07-11T00:00:00.000","14:00","2017-07-11T00:00:00.000","15:15","670","23D","Stealing from Buildi","211","4200  E 50 TE","KANSAS CITY","64130","PJ4089","MPD","U","1","SUS","U","U",,"N","4200 E 50
TE KANSAS CITY,  64130
(39.033836, -94.536103)"
"170045251","2017-05-16T00:00:00.000","10:37","2017-05-16T00:00:00.000","10:30",,,"1742","90Z","Sex Off Misconduct","121","700  VIRGINIA AV","KANSAS CITY","64106","PJ0751","CPD","U","2","VIC","W","F","35","N","700 VIRGINIA AV
KANSAS CITY,  64106
(39.105356, -94.565955)"
"170087811","2017-10-11T00:00:00.000","11:05","2017-09-25T00:00:00.000","14:00","2017-10-02T00:00:00.000","14:00","1401","290","Property Damage","415","8100  N THOMAS MEYERS DR","KANSAS CITY","64118","PC0410","NPD","N","1","SUS","U","U",,"N","8100 N THOMAS MEYERS DR
KANSAS CITY,  64118
(39.24259, -94.591024)"
"170047931","2017-05-25T00:00:00.000","22:00","2017-05-25T00:00:00.000","22:00",,,"301","120","Strong Arm Robbery","123","E 17 TE and PASEO","KANSAS CITY","64108","PJ1417","CPD","U","3","VIC","W","F","28","N","17 TE
and PASEO KANSAS CITY,  64108"
"170027020","2017-04-15T00:00:00.000","14:53","2017-04-15T00:00:00.000","14:30",,,"630","23C","Stealing Shoplifting","313","600  PROSPECT AV","KANSAS CITY","64124","PJ0766","EPD","U","1","SUS","B","M","40","N","600 PROSPECT AV
KANSAS CITY,  64124
(39.104876, -94.551117)"
"170031059","2017-04-30T00:00:00.000","19:40","2017-04-30T00:00:00.000","19:40",,,"401","13A","Aggravated Assault (","324","2400  DENVER AV","KANSAS CITY","64127","PJ2099","EPD","U","1","SUS","W","M",,"Y","2400 DENVER AV
KANSAS CITY,  64127
(39.081651, -94.522284)"
"170098644","2017-11-20T00:00:00.000","20:28","2017-11-20T00:00:00.000","19:00","2017-11-20T00:00:00.000","20:00","702","240","Auto Theft","121","1000  E 4 ST","KANSAS CITY","64106","PJ0380","CPD","U","1","SUS","U","U",,"N","1000 E 4 ST
KANSAS CITY,  64106
(39.111403, -94.572028)"
"170092216","2017-10-27T00:00:00.000","16:30","2017-10-27T00:00:00.000","16:30",,,"1850","35B","Possession of Drug E","312","5800  WILSON AV","KANSAS CITY","64123","PJ0608","EPD","U","2","VIC",,,,"N","5800 WILSON AV
KANSAS CITY,  64123
(39.105453, -94.513944)"
"170062497","2017-07-17T00:00:00.000","07:13","2017-07-16T00:00:00.000","21:30","2017-07-17T00:00:00.000","07:08","1401","290","Property Damage","642","7800  N GARFIELD AV","KANSAS CITY","64118","PC0411","SCP","N","1","VIC","W","M","57","N","7800 N GARFIELD AV
KANSAS CITY,  64118
(39.23495, -94.554293)"
"160009565","2017-11-01T00:00:00.000","11:41","2017-10-31T00:00:00.000","04:38","2017-10-31T00:00:00.000","05:13","1546","520","Weapons Law Violatio","641","6800  NE PLEASANT VALLEY RD","KANSAS CITY","64157","PC0579","SCP","U","1","VIC",,,,"Y","6800 NE PLEASANT VALLEY RD
KANSAS CITY,  64157
(39.21658, -94.499005)"
"170070400","2017-08-11T00:00:00.000","12:57","2017-08-10T00:00:00.000","14:47",,,"630","23C","Stealing Shoplifting","422","8500  N BOARDWALK AV","KANSAS CITY","64154","PP0321","NPD","N","1","SUS","U","F",,"N","8500 N BOARDWALK AV
KANSAS CITY,  64154
(39.252248, -94.655483)"
"170024445","2017-04-06T00:00:00.000","13:48","2017-04-05T00:00:00.000","04:00",,,"640","23F","Stealing From Auto","321","E 13 ST and BALES AV","KANSAS CITY","64127","PJ1184","EPD","U","1","SUS","W","M",,"N","13 ST and BALES AV
KANSAS CITY,  64127"
"170085462","2017-10-02T00:00:00.000","23:25","2017-10-02T00:00:00.000","23:25",,,"801","13B","Non Aggravated Assau","534","11600  HICKMAN MILLS DR","KANSAS CITY","64134","PJ7216","SPD","U","1","SUS","W","M",,"N","11600 HICKMAN MILLS DR
KANSAS CITY,  64134
(38.914109, -94.523844)"
"170020104","2017-03-21T00:00:00.000","10:51","2017-03-20T00:00:00.000","19:30","2017-03-21T00:00:00.000","07:50","702","240","Auto Theft","132","3800  CENTRAL ST","KANSAS CITY","64111","PJ3049","CPD","U","1","SUS","U","U",,"N","3800 CENTRAL ST
KANSAS CITY,  64111
(39.058382, -94.589442)"
"170003788","2017-01-16T00:00:00.000","10:04","2017-01-13T00:00:00.000","18:00","2017-01-16T00:00:00.000","06:00","502","220","Burglary - Non Resid","423","1600  NW 88 ST","KANSAS CITY","64154","PC0323","NPD","U","2","VIC","W","M","49","N","1600 NW 88 ST
KANSAS CITY,  64154"
"170010626","2017-02-12T00:00:00.000","01:48","2017-02-12T00:00:00.000","01:48",,,"630","23C","Stealing Shoplifting","223","6200  PROSPECT AV","KANSAS CITY","64130","PJ4826","MPD","U","1","SUS","B","M",,"N","6200 PROSPECT AV
KANSAS CITY,  64130
(39.014109, -94.556086)"
