"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location_1"
"170045549","2017-05-17T00:00:00.000","12:50","2017-05-17T00:00:00.000","12:50",,,"840","90F","Resisting an Officer","241","7600  MONROE AV","KANSAS CITY","64130","PJ5718","MPD","U","2","VIC","B","F",,"N","7600 MONROE AV
KANSAS CITY,  64130"
"170099817","2017-11-26T00:00:00.000","01:12","2017-11-26T00:00:00.000","01:12",,,"840","90Z","Resisting an Officer","123","E 19 ST and PASEO","KANSAS CITY","64127","PJ1576","CPD","U","3","VIC",,,,"N","19 ST
and PASEO KANSAS CITY,  64127"
"170014963","2017-03-01T00:00:00.000","12:20","2017-02-28T00:00:00.000","15:30","2017-03-01T00:00:00.000","08:00","702","240","Auto Theft","634","5100  N CHOUTEAU TR","KANSAS CITY","64119","PC0861","SCP","N","1","VIC","B","M","30","N","5100 N CHOUTEAU TR
KANSAS CITY,  64119"
"170080388","2017-09-14T00:00:00.000","20:42","2017-09-14T00:00:00.000","07:30",,,"302","120","Armed Robbery","222","5500  WOODLAND AV","KANSAS CITY","64130","PJ4431","MPD","U","1","SUS","B","M",,"Y","5500 WOODLAND AV
KANSAS CITY,  64130"
"170094619","2017-11-05T00:00:00.000","23:50","2017-11-05T00:00:00.000","23:50",,,"802","13B","Non Agg Assault Dome","543","11800  BLUE RIDGE BL",,"64134","PJ7293","SPD","U","1","ARR","W","M","30","N","11800 BLUE RIDGE
BL,  64134"
"170101250","2017-12-01T00:00:00.000","16:03","2017-12-01T00:00:00.000","16:00",,,"402","13A","Agg Assault - Drive-","324","E 27 ST and I 70 HIGHWAY OFF RA","KANSAS CITY","64123","PJ2191","EPD","N","1","VIC","W","M","30","Y","70 HIGHWAY
OFF RA KANSAS CITY,  64123"
"170074784","2017-08-29T00:00:00.000","10:44",,,,,"640","280","Stealing From Auto",,,,"99999",,,"U","1","VIC","W","M","21","N","
,  99999"
"170095996","2017-11-10T00:00:00.000","22:41","2017-11-10T00:00:00.000","22:35",,,"1401","290","Property Damage","333","3800  ASKEW AV","KANSAS CITY","64130","PJ3122","EPD","U","1","VIC","B","F","24","N","3800 ASKEW AV
KANSAS CITY,  64130"
"170102010","2017-12-04T00:00:00.000","16:15","2017-12-04T00:00:00.000","16:15",,,"2601","90Z","Misc Violation","112","1100  LOCUST ST","KANSAS CITY","64110","PJ1029","CPD","U","1","VIC",,,,"N","1100 LOCUST ST
KANSAS CITY,  64110"
"170076632","2017-09-02T00:00:00.000","07:14","2017-09-02T00:00:00.000","07:14",,,"901","200","Arson","242","3500  E 72 ST","KCMO","64132","PJ5520","MPD","U","1","SUS","B","M","34","N","3500 E 72 ST
KCMO,  64132
(38.995728, -94.546522)"
"170078018","2017-09-06T00:00:00.000","14:50","2017-09-05T00:00:00.000","12:00",,,"1198","26F","Identity Theft","411","00  NE 50 CT","KANSAS CITY","64118","PC0863","NPD","U","1","VIC","B","F","28","N","00 NE 50 CT
KANSAS CITY,  64118"
"170082134","2017-09-20T00:00:00.000","18:34","2017-09-20T00:00:00.000","18:30",,,"2655","90J","Trespassing","341","6400  E 16 ST","KANSAS CITY","64127","PJ1527","EPD","U","1","VIC",,,,"N","6400 E 16 ST
KANSAS CITY,  64127"
"170000538","2017-01-03T00:00:00.000","08:58","2017-01-02T00:00:00.000","19:30","2017-01-03T00:00:00.000","09:00","640","23F","Stealing From Auto","535","800  W 133 ST","KANSAS CITY","64145","PJ7404","SPD","U","1","VIC","W","F","18","N","800 W 133 ST
KANSAS CITY,  64145"
"170028753","2017-04-21T00:00:00.000","21:24","2017-04-21T00:00:00.000","21:24",,,"302","120","Armed Robbery","123","2200  E TRUMAN RD","KANSAS CITY","64108","PJ1332","CPD","U","1","SUS","B","M",,"N","2200 E TRUMAN RD
KANSAS CITY,  64108"
"170080158","2017-09-14T00:00:00.000","03:17","2017-09-14T00:00:00.000","02:17",,,"801","13B","Non Aggravated Assau","232","E 75 ST and TROOST AV","KANSAS CITY","64131","PJ5604","MPD","N","1","VIC","B","M","39","N","75 ST and TROOST AV
KANSAS CITY,  64131"
"170067672","2017-08-01T00:00:00.000","16:02","2017-08-01T00:00:00.000","16:02",,,"302","120","Armed Robbery","333","4000  INDIANA AV","KANSAS CITY","64128","PJ3288","EPD","U","1","SUS","B","M",,"N","4000 INDIANA AV
KANSAS CITY,  64128"
"170061511","2017-07-13T00:00:00.000","11:29","2017-07-12T00:00:00.000","21:30","2017-07-13T00:00:00.000","10:00","1401","290","Property Damage","425","7600  NW 97 TE","KANSAS CITY","64152","PP0256","NPD","N","1","VIC","W","M","36","N","7600 NW 97
TE KANSAS CITY,  64152"
"170092974","2017-10-30T00:00:00.000","17:32","2017-10-30T00:00:00.000","17:32",,,"801","13B","Non Aggravated Assau","323","600  GLADSTONE BLVD","KANSAS CITY","64124",,,"N","1","VIC","B","F","65","N","600 GLADSTONE BLVD
KANSAS CITY,  64124"
"170075074","2017-08-27T00:00:00.000","23:44","2017-08-27T00:00:00.000","23:44",,,"1849","35A","Possession/Sale/Dist","144","E 43 ST and OLIVE ST","KANSAS CITY","64109","PJ3429","CPD","U","1","ARR","B","F","33","N","43 ST and OLIVE ST
KANSAS CITY,  64109"
"170057168","2017-06-27T00:00:00.000","23:48","2017-06-27T00:00:00.000","23:40",,,"1401","290","Property Damage","334","4300  CLEVELAND AV","KANSAS CITY","64128","PJ3533","EPD","U","1","SUS","U","U",,"N","4300 CLEVELAND AV
KANSAS CITY,  64128"
"170001294","2017-01-06T00:00:00.000","07:29","2017-01-05T00:00:00.000","16:00","2017-01-06T00:00:00.000","06:30","501","220","Burglary - Residence","323","1602 and 1606 BENTON","KANSAS CITY","64128","PJ1464","EPD","U","1","VIC",,,,"N","1602 and
BENTON KANSAS CITY,  64128"
"170076073","2017-08-31T00:00:00.000","11:26","2017-08-31T00:00:00.000","11:20",,,"1401","290","Property Damage","114","W 12 ST and JEFFERSON ST","KANSAS CITY","64106","PJ1077","CPD","U","2","SUS","U","U",,"N","12 ST and JEFFERSON ST
KANSAS CITY,  64106"
"170054822","2017-06-18T00:00:00.000","20:57","2017-06-14T00:00:00.000","17:00","2017-06-18T00:00:00.000","16:00","501","220","Burglary - Residence","213","7600  E 52 ST","KANSAS CITY","64130","PJ4293","MPD","U","1","VIC","W","M","65","N","7600 E 52 ST
KANSAS CITY,  64130"
"170079378","2017-09-11T00:00:00.000","15:30","2017-09-11T00:00:00.000","14:56",,,"670","23D","Stealing from Buildi","112","00  W 10 ST","KANSAS CITY","64106","PJ0865","CPD","U","1","VIC","B","F","37","N","00 W 10 ST
KANSAS CITY,  64106"
"170089326","2017-10-16T00:00:00.000","23:59","2017-10-16T00:00:00.000","23:15","2017-10-16T00:00:00.000","23:59","630","23C","Stealing Shoplifting","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170052980","2017-06-13T00:00:00.000","14:40","2017-06-13T00:00:00.000","14:35",,,"802","13B","Non Agg Assault Dome","332","3600  ASKEW AV","KANSAS CITY","64130","PJ2963","EPD","U","1","SUS","B","M","30","N","3600 ASKEW AV
KANSAS CITY,  64130"
"170007942","2017-02-01T00:00:00.000","08:52","2017-01-28T00:00:00.000","04:07",,,"670","23D","Stealing from Buildi","132","00  W 36 ST","KANSAS CITY","64111","PJ2827","CPD","U","1","SUS","W","M",,"N","00 W 36 ST
KANSAS CITY,  64111"
"170106847","2017-12-23T00:00:00.000","00:03","2017-12-23T00:00:00.000","00:01",,,"2402","90C","Disorderly Conduct","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","2","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170030546","2017-04-28T00:00:00.000","16:35","2017-04-28T00:00:00.000","16:35",,,"2402","90C","Disorderly Conduct","111","300  MAIN ST","KANSAS CITY","64106","PJ0469","CPD","U","1","ARR","W","M","31","N","300 MAIN ST
KANSAS CITY,  64106"
"170045549","2017-05-17T00:00:00.000","12:50","2017-05-17T00:00:00.000","12:50",,,"2001","90F","Family Offense","241","7600  MONROE AV","KANSAS CITY","64130","PJ5718","MPD","U","3","VIC","B","F",,"N","7600 MONROE AV
KANSAS CITY,  64130"
"170086100","2017-10-04T00:00:00.000","23:14","2017-10-04T00:00:00.000","23:14",,,"2601","90Z","Misc Violation","642","1600  NE 101 TE","KANSAS CITY","64155","PC0202","SCP","U","1","SUS","W","M","55","N","1600 NE 101
TE KANSAS CITY,  64155"
"170007942","2017-02-01T00:00:00.000","08:52","2017-01-28T00:00:00.000","04:07",,,"670","23D","Stealing from Buildi","132","00  W 36 ST","KANSAS CITY","64111","PJ2827","CPD","U","2","SUS","W","M",,"N","00 W 36 ST
KANSAS CITY,  64111"
"170000364","2017-01-02T00:00:00.000","14:31","2016-12-26T00:00:00.000","12:00",,,"1198","26F","Identity Theft","131","4200  MERCIER ST","KANSAS CITY","64112","PJ3345","CPD","U","1","SUS","U","U",,"N","4200 MERCIER ST
KANSAS CITY,  64112"
"170088006","2017-10-11T00:00:00.000","23:40","2017-10-11T00:00:00.000","23:40",,,"802","13B","Non Agg Assault Dome","334","4700  BENTON BL","KANSAS CITY","64123","PJ3871","EPD","Y","2","VIC","B","F",,"N","4700 BENTON
BL KANSAS CITY,  64123"
"170061009","2017-07-11T00:00:00.000","16:10","2017-07-11T00:00:00.000","16:10",,,"1850","35B","Possession of Drug E","631","NE 43 ST and N ANTIOCH RD","KANSAS CITY","64119","PC1185","SCP","U","1","ARR","W","F","49","N","43 ST and N ANTIOCH RD
KANSAS CITY,  64119"
"170052359","2017-06-11T00:00:00.000","12:10","2017-06-11T00:00:00.000","12:08",,,"1401","290","Property Damage","233","E 80 ST and PASEO","KANSAS CITY","64130","PJ5897","MPD","U","1","SUS","B","M",,"N","80 ST
and PASEO KANSAS CITY,  64130"
"170032064","2017-05-04T00:00:00.000","13:32","2017-05-04T00:00:00.000","13:32",,,"1849","35A","Possession/Sale/Dist","221","GREGORY and 71 HWY","KANSAS CITY","64132",,,"U","1","ARR","W","F","20","N","71 HWY
KANSAS CITY,  64132"
"170099205","2017-11-23T00:00:00.000","00:08","2017-11-23T00:00:00.000","00:05",,,"402","13A","Agg Assault - Drive-","241","6700  PASEO","KANSAS CITY","64131","PJ5199","MPD","N","1","SUS","U","U",,"Y","6700 PASEO
KANSAS CITY,  64131"
"170048971","2017-05-30T00:00:00.000","09:35","2017-05-29T00:00:00.000","12:00","2017-05-29T00:00:00.000","13:00","702","240","Auto Theft","124","2800  OLIVE ST","KANSAS CITY","64127","PJ2324","CPD","N","1","SUS","U","U",,"N","2800 OLIVE ST
KANSAS CITY,  64127"
"170051100","2017-06-06T00:00:00.000","20:21","2017-06-06T00:00:00.000","20:21",,,"401","13A","Aggravated Assault (","314","JACKSON AV and SMART AV","KANSAS CITY","64124","PJ0414","EPD","U","2","VIC","B","M","19","Y","JACKSON AV
KANSAS CITY,  64124"
"170083173","2017-09-24T00:00:00.000","12:41","2017-09-23T00:00:00.000","23:30","2017-09-24T00:00:00.000","02:45","1401","290","Property Damage",,"3800  CYPRESS AV","KANSAS CITY","64130",,,"U","1","SUS","U","U",,"N","3800 CYPRESS AV
KANSAS CITY,  64130"
"170043391","2017-05-09T00:00:00.000","11:30","2017-05-09T00:00:00.000","11:30",,,"630","23C","Stealing Shoplifting","535","13100  STATE LINE RD","KANSAS CITY","64145","PJ7404","SPD","U","2","SUS","B","M",,"N","13100 STATE LINE RD
KANSAS CITY,  64145"
"170044897","2017-05-15T00:00:00.000","06:15","2017-05-15T00:00:00.000","06:15",,,"840","90Z","Resisting an Officer","241","E 63 ST and PROSPECT AV","KANSAS CITY","64130","PJ4900","MPD","U","1","VIC",,,,"N","63 ST and PROSPECT AV
KANSAS CITY,  64130"
"170067162","2017-07-30T00:00:00.000","16:43","2017-07-30T00:00:00.000","15:00",,,"1401","290","Property Damage","345","11800  E 47 ST","KANSAS CITY","64130","PJ4064","EPD","U","1","SUS","U","U",,"N","11800 E 47 ST
KANSAS CITY,  64130"
"170070944","2017-08-13T00:00:00.000","16:45","2017-08-13T00:00:00.000","16:30",,,"401","13A","Aggravated Assault (",,"I-435 AND US 40 HIGHWAY","KANSAS CITY","99999",,,"U","1","VIC","W","F","64","N","40 HIGHWAY
KANSAS CITY,  99999"
"170048767","2017-05-29T00:00:00.000","13:21","2017-05-29T00:00:00.000","13:21",,,"1401","290","Property Damage","312","6800  WILSON AV","KANSAS CITY","64125","PJ0570","EPD","N","1","SUS","U","U",,"N","6800 WILSON AV
KANSAS CITY,  64125"
"170048839","2017-05-29T00:00:00.000","19:00","2017-05-29T00:00:00.000","19:00",,,"2655","90J","Trespassing","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","2","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
"170027094","2017-04-14T00:00:00.000","01:34","2017-04-14T00:00:00.000","01:34",,,"401","13A","Aggravated Assault (","133","4000  BROADWAY","KANSAS CITY","64111","PJ3215","CPD","U","1","SUS","B","M",,"Y","4000 BROADWAY
KANSAS CITY,  64111"
"170098456","2017-11-20T00:00:00.000","11:00","2017-11-20T00:00:00.000","11:00",,,"630","23C","Stealing Shoplifting","113","00  E 13 ST","KANSAS CITY","64106","PJ1087","CPD","U","1","VIC",,,,"N","00 E 13 ST
KANSAS CITY,  64106"
"170032400","2017-05-05T00:00:00.000","15:15","2017-05-05T00:00:00.000","15:15",,,"2403","90E","Drunkenness","232","6300  ROCKHILL RD","KANSAS CITY","64110","PJ4933","MPD","U","1","VIC",,,,"N","6300 ROCKHILL RD
KANSAS CITY,  64110"
"170045966","2017-05-18T00:00:00.000","18:15","2017-05-18T00:00:00.000","18:15",,,"401","13A","Aggravated Assault (","145","E 35 ST and TROOST AV","KANSAS CITY","64109",,,"U","1","SUS","B","F",,"Y","35 ST and TROOST AV
KANSAS CITY,  64109"
"170094496","2017-11-06T00:00:00.000","08:29","2017-11-06T00:00:00.000","08:29",,,"1849","35A","Possession/Sale/Dist","314","DENVER AV and THOMPSON AV","KANSAS CITY","64124","PJ0527","EPD","U","1","VIC",,,,"N","DENVER AV
KANSAS CITY,  64124"
"170087082","2017-10-08T00:00:00.000","16:05","2017-10-08T00:00:00.000","16:05",,,"2402","90C","Disorderly Conduct","132","E 39 ST and MAIN ST","KANSAS CITY","64111","PJ3053","CPD","U","1","ARR","B","M","40","N","39 ST and MAIN ST
KANSAS CITY,  64111"
"170017362","2017-03-10T00:00:00.000","17:18","2017-03-10T00:00:00.000","17:18",,,"1849","35A","Possession/Sale/Dist","344","EASTERN AV and SNI-A-BAR RD","KANSAS CITY","64129","PJ3975","EPD","U","1","VIC",,,,"N","EASTERN AV
KANSAS CITY,  64129"
"170054298","2017-06-18T00:00:00.000","02:24","2017-06-18T00:00:00.000","01:05",,,"301","120","Strong Arm Robbery","543","E 114 ST and EASTERN AV","KANSAS CITY","64134","PJ7115","SPD","U","3","SUS","B","M",,"N","114 ST and EASTERN AV
KANSAS CITY,  64134"
"170062256","2017-07-16T00:00:00.000","01:40","2017-07-16T00:00:00.000","01:40",,,"2402","90C","Disorderly Conduct","133","W 40 TE and PENNSYLVANIA AV","KANSAS CITY","64119","PJ3218","CPD","U","2","ARR","B","F","30","N","40 TE and PENNSYLVANIA AV
KANSAS CITY,  64119"
"170000815","2017-01-04T00:00:00.000","08:01","2017-01-04T00:00:00.000","08:01",,,"1401","290","Property Damage","344","3900  RAYTOWN RD","KANSAS CITY","64128","PJ3194","EPD","U","1","SUS","U","U",,"N","3900 RAYTOWN RD
KANSAS CITY,  64128"
"170086103","2017-10-04T00:00:00.000","23:17","2017-10-04T00:00:00.000","22:30","2017-10-04T00:00:00.000","23:17","1401","290","Property Damage","132","0  E 39 ST","KANSAS CITY","64111","PJ3056","CPD","U","1","VIC","W","M","20","N","0 E 39 ST
KANSAS CITY,  64111"
"170005697","2017-01-23T00:00:00.000","13:07","2017-01-23T00:00:00.000","13:07",,,"2601","90Z","Misc Violation","531","200  E 97 ST","KANSAS CITY","64131","PJ6484","SPD","U","1","ARR","W","M","30","N","200 E 97 ST
KANSAS CITY,  64131"
"170075618","2017-08-29T00:00:00.000","20:45","2017-08-29T00:00:00.000","20:45",,,"2655","90J","Trespassing","122","2100  INDEPENDENCE BL","KANSAS CITY","64106","PJ0683","CPD","U","1","ARR","B","M","50","N","2100 INDEPENDENCE
BL KANSAS CITY,  64106"
"170095877","2017-11-10T00:00:00.000","13:07","2017-11-10T00:00:00.000","13:05",,,"690","23H","Stealing All Other","142","E 37 ST and GARFIELD AV","KANSAS CITY","64109","PJ2932","CPD","U","1","SUS","B","M",,"N","37 ST and GARFIELD AV
KANSAS CITY,  64109"
"170001593","2017-01-07T00:00:00.000","06:10","2017-01-07T00:00:00.000","06:10",,,"1120","26A","Fraud/Confidence Gam","342","3000  VAN BRUNT BL","KANSAS CITY","64128","PJ2573","EPD","U","1","VIC",,,,"N","3000 VAN
BRUNT BL KANSAS CITY,  64128"
"170097592","2017-11-16T00:00:00.000","21:43","2017-11-16T00:00:00.000","17:30","2017-11-16T00:00:00.000","19:30","690","23H","Stealing All Other","341","1800  WHITE AV","KANSAS CITY","64123","PJ1791","EPD","U","1","VIC","W","M",,"N","1800 WHITE AV
KANSAS CITY,  64123"
"170099102","2017-11-22T00:00:00.000","15:30","2017-11-22T00:00:00.000","14:46",,,"831","13C","Intimidation","312","100  BELMONT BL","KANSAS CITY","64123","PJ0433","EPD","U","1","VIC","W","M","79","N","100 BELMONT
BL KANSAS CITY,  64123"
"170032906","2017-05-07T00:00:00.000","16:17","2017-05-07T00:00:00.000","16:17",,,"1849","35A","Possession/Sale/Dist","544","BLUE PK E and NOLAND RD","KANSAS CITY","64139","PJ6270","SPD","U","1","SUS","B","M","48","N","BLUE PK E
KANSAS CITY,  64139"
"170075457","2017-08-29T00:00:00.000","10:11","2017-08-28T00:00:00.000","21:00","2017-08-29T00:00:00.000","05:35","1401","290","Property Damage","345","13100  E 75 ST","KANSAS CITY","64133","PJ5593","EPD","U","1","VIC",,,,"N","13100 E 75 ST
KANSAS CITY,  64133"
"170058789","2017-07-03T00:00:00.000","21:00","2017-07-03T00:00:00.000","21:00",,,"801","13B","Non Aggravated Assau","332","E 35 ST and BENTON BL","KANSAS CITY","64123","PJ2808","EPD","U","1","SUS","B","M","18","N","35 ST
and BENTON BL KANSAS CITY,  64123"
"170005176","2017-01-21T00:00:00.000","06:15","2017-01-21T00:00:00.000","06:00",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HW","KANSAS CITY","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US
HW KANSAS CITY,  64133"
