"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22002343","2022-01-11T17:00:00.000","07:12","2022-01-11T17:00:00.000","17:00","2022-01-11T17:00:00.000","06:45","Property Damage","290","Vandalism/Destruction of Property","113","E 16TH ST and WALNUT ST","KANSAS CITY","64108","PJ1394","CPD","false","VIC","W","M","33","false",,"25-34"
"KC22014375","2022-03-04T00:30:00.000","00:30","2022-03-04T00:30:00.000","00:30","2022-03-04T00:30:00.000",,"Trespass of Real Property","35A","Drug / Narcotic Violations","122","1100  TROOST AVE","KANSAS CITY","64106","PJ1046","CPD","false","VIC",,,,"false","POINT (-94.569846 39.10068)",
"KC22003739","2022-01-18T15:30:00.000","15:37","2022-01-18T15:30:00.000","15:30","2022-01-18T15:30:00.000","15:30","State Warrant Arrest","35A","Drug / Narcotic Violations","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22010559","2022-02-15T12:50:00.000","12:55","2022-02-15T12:50:00.000","12:50","2022-02-15T12:50:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","243","6400  E 87TH ST","KANSAS CITY","64138","PJ6215","MPD","false","ARR SUS CHA","B","M","27","false","POINT (-94.514906 38.967215)","25-34"
"KC22007934","2022-02-03T01:30:00.000","16:21","2022-02-03T01:30:00.000","01:30","2022-02-03T01:30:00.000","12:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","123","2300  TROOST AVE","KANSAS CITY","64108","PJ1884","CPD","false","VIC","U","F","50","false","POINT (-94.570584 39.084807)","45-54"
"KC22013561","2022-02-28T06:30:00.000","17:32","2022-02-28T06:30:00.000","06:30","2022-02-28T06:30:00.000","17:00","Stolen Auto","240","Motor Vehicle Theft","124","2700  OLIVE ST","KANSAS CITY","64109","PJ2249","CPD","false","VIC","B","M","32","false","POINT (-94.554802 39.076903)","25-34"
"KC22011677","2022-02-20T00:00:00.000","15:04","2022-02-20T00:00:00.000","00:00","2022-02-20T00:00:00.000","08:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","115","E 27TH ST and MCGEE TRFY","KANSAS CITY","64108","PJ2139","CPD","false","VIC","W","F","57","false","POINT (-94.580106 39.076815)","55-64"
"KC22016328","2022-03-12T15:06:00.000","15:16","2022-03-12T15:06:00.000","15:06","2022-03-12T15:06:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","313","3400  E 6TH ST","KANSAS CITY","64124","PJ0688","EPD","false","VIC","B","F","50","false","POINT (-94.540737 39.105032)","45-54"
"KC22008849","2022-02-07T19:21:00.000","19:21","2022-02-07T19:21:00.000","19:21","2022-02-07T19:21:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","213","8600  BUCKINGHAM LN","KANSAS CITY","64133","PJ5693","MPD","true","CHA SUS","B","M","36","false","POINT (-94.48595 38.987979)","35-44"
"KC22008627","2022-02-07T03:40:00.000","03:35","2022-02-07T03:40:00.000","03:40","2022-02-07T03:40:00.000","03:41","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","314","4000  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0731","EPD","false","VIC",,,,"false","POINT (-94.535243 39.105776)",
"KC22001073","2022-01-06T07:30:00.000","07:39","2022-01-06T07:30:00.000","07:30","2022-01-06T07:30:00.000",,"Vehicular - Non-Injury Hit and Run",,,"341","E 16TH TER and BELMONT AVE","KANSAS CITY","64126","PJ1518","EPD","false","VIC","W","F","37","false","POINT (-94.510242 39.092054)","35-44"
"KC22000958","2022-01-05T15:34:00.000","15:33","2022-01-05T15:34:00.000","15:34","2022-01-05T15:34:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","343","4200  E LINWOOD BLVD","KANSAS CITY","64128","PJ2682","EPD","false","VIC","B","M","54","false","POINT (-94.534535 39.067457)","45-54"
"KC22001907","2022-01-10T06:28:00.000","06:41","2022-01-10T06:28:00.000","06:28","2022-01-10T06:28:00.000","06:38","Stolen Auto","240","Motor Vehicle Theft","631","1300  NE RUSSELL RD","KANSAS CITY",,"PC1234","SCP","false","SUS","W","F","29","false","POINT (-94.56463 39.166635)","25-34"
"KC22000439","2022-01-03T10:10:00.000","11:20","2022-01-03T10:10:00.000","10:10","2022-01-03T10:10:00.000",,"Possession of Illegal Firearm","520","Weapon Law Violations","242","3600  E GREGORY BLVD","KANSAS CITY","64132","PJ5458","MPD","false","ARR CHA SUS","B","M","22","true","POINT (-94.544875 38.997615)","18-24"
"KC22011850","2022-02-20T23:00:00.000","09:37","2022-02-20T23:00:00.000","23:00","2022-02-20T23:00:00.000",,"Property Damage","290","Vandalism/Destruction of Property","222","5500  MICHIGAN AVE","KANSAS CITY","64130","PJ4431","MPD","false","VIC","B","F","30","false","POINT (-94.563346 39.026575)","25-34"
"KC22008143","2022-02-04T14:58:00.000","14:58","2022-02-04T14:58:00.000","14:58","2022-02-04T14:58:00.000","15:40","Miscellaneous Investigation",,,"334","4500  CHESTNUT AVE","KANSAS CITY","64130","PJ3674","EPD","false","SUS","B","F","54","false","POINT (-94.5519 39.044395)","45-54"
"KC22002432","2022-01-07T21:00:00.000","14:07","2022-01-07T21:00:00.000","21:00","2022-01-07T21:00:00.000","00:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","133","300  WESTPORT RD","KANSAS CITY","64111","PJ3215","CPD","false","VIC","W","M","36","false","POINT (-94.589291 39.053893)","35-44"
"KC22004730","2022-01-23T09:07:00.000","09:07","2022-01-23T09:07:00.000","09:07","2022-01-23T09:07:00.000",,"Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor","520","Weapon Law Violations","131","3400  WYOMING ST","KANSAS CITY","64111","PJ2762","CPD","false","ARR CHA SUS","B","M","25","true","POINT (-94.604094 39.065524)","25-34"
"KC22005565","2022-01-27T02:04:00.000","02:28","2022-01-27T02:04:00.000","02:04","2022-01-27T02:04:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","633","5200  N WAYNE AVE","KANSAS CITY","64118","PC0789","SCP","false","VIC","W","F","25","false","POINT (-94.560016 39.188942)","25-34"
"KC22003296","2022-01-16T14:00:00.000","14:18","2022-01-16T14:00:00.000","14:00","2022-01-16T14:00:00.000","14:00","Vehicular - Non-Injury Hit and Run",,,"242","E 73RD ST and CLEVELAND AVE","KANSAS CITY","64132","PJ5591","MPD","false","VIC WIT VDR","B","M","42","false","POINT (-94.748211 39.134324)","35-44"
"KC22012386","2022-02-23T11:21:00.000","11:21","2022-02-23T11:21:00.000","11:21","2022-02-23T11:21:00.000",,"Property Damage","290","Vandalism/Destruction of Property","231","300  E 68TH TER","KANSAS CITY","64113","PJ5148","MPD","false","VIC","W","F","39","false","POINT (-94.585388 39.00543)","35-44"
"KC22005623","2022-01-26T21:00:00.000","10:26","2022-01-26T21:00:00.000","21:00","2022-01-26T21:00:00.000","08:30","Stolen Auto","240","Motor Vehicle Theft","134","44TH ST and JEFFERSON ST","KANSAS CITY","64111",,"CPD","false","VIC","W","M","35","false","POINT (-94.594416 39.047888)","35-44"
"KC22003774","2022-01-18T17:00:00.000","17:27","2022-01-18T17:00:00.000","17:00","2022-01-18T17:00:00.000",,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","415","600  NW 78TH TER","KANSAS CITY","64118","PC0421","NPD","false","ARR CHA SUS","W","F","61","false","POINT (-94.587592 39.236523)","55-64"
"KC22009800","2022-02-11T18:06:00.000","18:06","2022-02-11T18:06:00.000","18:06","2022-02-11T18:06:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","115","2300  HOLMES ST","KANSAS CITY","64108","PJ1938","CPD","false","SUS","B","M","40","false","POINT (-94.575809 39.084583)","35-44"
"KC22010383","2022-02-14T16:15:00.000","16:15","2022-02-14T16:15:00.000","16:15","2022-02-14T16:15:00.000",,"Stealing - Shoplift","23C","Shoplifting","421","7100  NW 86TH TER","KANSAS CITY","64153","PP0317","NPD","false","SUS",,,,"false","POINT (-94.665375 39.250703)",
"KC22005532","2022-01-26T21:39:00.000","21:39","2022-01-26T21:39:00.000","21:39","2022-01-26T21:39:00.000",,"Robbery (Armed Street)","120","Robbery","143","3900  TRACY AVE","KANSAS CITY","64110","PJ3153","CPD","false","VIC","B","M","54","true","POINT (-94.569719 39.055845)","45-54"
"KC22006197","2022-01-29T19:45:00.000","19:50","2022-01-29T19:45:00.000","19:45","2022-01-29T19:45:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","234","8600  WARD PKWY","KANSAS CITY","64114","PJ6115","MPD","false","VIC","B","M",,"false","POINT (-94.605532 38.971886)",
"KC22000194","2022-01-02T00:25:00.000","00:25","2022-01-02T00:25:00.000","00:25","2022-01-02T00:25:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","131","3400  BROADWAY BLVD","KANSAS CITY","64111","PJ2704","CPD","false","ARR CHA SUS","W","M","33","false","POINT (-94.590267 39.06534)","25-34"
"KC22015229","2022-03-07T19:04:00.000","19:04","2022-03-07T19:04:00.000","19:04","2022-03-07T19:04:00.000",,"Possession of Stolen Property","35A","Drug / Narcotic Violations","344","STADIUM DR and FULLER AVE","KANSAS CITY",,"PJ2984","EPD","false","ARR CHA SUS","W","M","51","false","POINT (-94.508522 39.05767)","45-54"
"KC22002415","2022-01-12T12:30:00.000","10:32","2022-01-12T12:30:00.000","12:30","2022-01-12T12:30:00.000",,"Stealing - Other","23H","All Other Larceny","334","4000  EMANUEL CLEAVER II BLVD","KANSAS CITY","64130","PJ3798","EPD","false","VIC",,,,"false","POINT (-94.5387 39.038128)",
"KC22012784","2022-02-25T08:11:00.000","08:11","2022-02-25T08:11:00.000","08:11","2022-02-25T08:11:00.000",,"Property Damage","290","Vandalism/Destruction of Property","112","12TH ST and CHARLOTTE ST","KANSAS CITY",,,"CPD","false","VIC",,,,"false","POINT (-94.57394 39.099618)",
"KC22005873","2022-01-28T11:55:00.000","11:59","2022-01-28T11:55:00.000","11:55","2022-01-28T11:55:00.000",,"Stealing - Other","23H","All Other Larceny","241","6300  WOODLAND AVE","KANSAS CITY","64132","PJ4990","MPD","false","CMP VIC","B","M","58","false",,"55-64"
"KC22005461","2022-01-23T12:00:00.000","15:29","2022-01-23T12:00:00.000","12:00","2022-01-23T12:00:00.000","21:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","134","W 46TH ST and WASHINGTON ST","KANSAS CITY","64111","PJ3565","CPD","false","VIC","W","M","35","false",,"35-44"
"KC22011888","2022-02-18T15:00:00.000","14:49","2022-02-18T15:00:00.000","15:00","2022-02-18T15:00:00.000",,"Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","231","7600  WORNALL RD","KANSAS CITY","64114","PJ5683","MPD","false","SUS",,"M","47","false","POINT (-94.594357 38.990472)","45-54"
"KC22016358","2022-03-12T16:56:00.000","16:56","2022-03-12T16:56:00.000","16:56","2022-03-12T16:56:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","211","3100  E 49TH ST","KANSAS CITY","64130","PJ3916","MPD","false","ARR CHA SUS","B","M","39","false",,"35-44"
"KC22011528","2022-02-19T22:49:00.000","22:49","2022-02-19T22:49:00.000","22:49","2022-02-19T22:49:00.000",,"Eluding / Resisting a Lawful Stop","90Z","All Other Offenses","543","LONGVIEW RD and ORCHARD RD","KANSAS CITY","64134","PJ7205","SPD","false","SUS",,,,"false",,
"KC22015077","2022-03-07T08:30:00.000","08:30","2022-03-07T08:30:00.000","08:30","2022-03-07T08:30:00.000",,"Stealing - Shoplift","90J","Trespass of Real Property","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","SUS","B","M","33","false",,"25-34"
"KC22005255","2022-01-25T17:40:00.000","17:40","2022-01-25T17:40:00.000","17:40","2022-01-25T17:40:00.000",,"Endangering the Welfare of a Child","90F","Family Offenses, Nonviolent","332","E 34TH ST and S ASKEW AVE","KANSAS CITY","64128",,"EPD","false","VIC","B","M",,"false","POINT (-94.541669 39.064082)",
"KC22000940","2022-01-05T14:24:00.000","14:24","2022-01-05T14:24:00.000","14:24","2022-01-05T14:24:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","233","2000  E 83RD TER","KANSAS CITY","64132","PJ6041","MPD","true","SUS CHA","W","M","32","false","POINT (-94.56478 38.975219)","25-34"
"KC22005989","2022-01-28T20:42:00.000","20:42","2022-01-28T20:42:00.000","20:42","2022-01-28T20:42:00.000",,"City Weapons Offense","520","Weapon Law Violations","313","3700  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0691","EPD","false","VIC","W","F","54","false","POINT (-94.537364 39.105845)","45-54"
"KC22010021","2022-02-12T20:00:00.000","20:06","2022-02-12T20:00:00.000","20:00","2022-02-12T20:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13A","Aggravated Assault","234","900  E 79TH TER","KANSAS CITY",,,"MPD","true","VIC","B","F","58","false","POINT (-94.578613 38.98355)","55-64"
"KC22009422","2022-02-10T07:00:00.000","07:28","2022-02-10T07:00:00.000","07:00","2022-02-10T07:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","642","9200  N VIRGINIA AVE","KANSAS CITY","64155","PC0267","SCP","true","ARR CHA SUS","W","M",,"false","POINT (-94.563268 39.261641)",
"KC22000002","2022-01-01T00:19:00.000","00:19","2022-01-01T00:19:00.000","00:19","2022-01-01T00:19:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","241","3300  E MEYER BLVD","KANSAS CITY","64132","PJ5125","MPD","false","SUS",,,,"true","POINT (-94.548093 39.007827)",
"KC22015710","2022-03-09T19:02:00.000","19:02","2022-03-09T19:02:00.000","19:02","2022-03-09T19:02:00.000",,"Burglary (Residential)","220","Burglary/Breaking and Entering","233","8200  HIGHLAND AVE","KANSAS CITY","64131","PJ5994","MPD","false","VIC","W","F","34","false","POINT (-94.568253 38.978987)","25-34"
"KC22011442","2022-02-18T22:00:00.000","14:28","2022-02-18T22:00:00.000","22:00","2022-02-18T22:00:00.000","02:00","Stolen Auto","240","Motor Vehicle Theft","111","E I 670 HWY and GENESSEE ST","KANSAS CITY","64102",,"CPD","false","VIC","B","F","34","false",,"25-34"
"KC22003696","2022-01-18T12:30:00.000","12:37","2022-01-18T12:30:00.000","12:30","2022-01-18T12:30:00.000",,"Property Damage","290","Vandalism/Destruction of Property","132","3700  BROADWAY BLVD","KANSAS CITY","64111","PJ2968","CPD","false","VIC",,,,"false","POINT (-94.590523 39.06095)",
"KC22009599","2022-02-10T21:45:00.000","21:52","2022-02-10T21:45:00.000","21:45","2022-02-10T21:45:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","422","9000  NW SKYVIEW AVE","KANSAS CITY","64154","PP0285","NPD","false","VIC","W","M","60","true","POINT (-94.656521 39.264159)","55-64"
"KC22006218","2022-01-29T19:15:00.000","21:43","2022-01-29T19:15:00.000","19:15","2022-01-29T19:15:00.000",,"Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor","35A","Drug / Narcotic Violations","331","E 32ND ST and AGNES AVE","KANSAS CITY","64127","PJ2553","EPD","false","ARR CHA SUS","B","M","33","false","POINT (-94.548284 39.068815)","25-34"
"KC22014091","2022-03-02T13:30:00.000","18:12","2022-03-02T13:30:00.000","13:30","2022-03-02T13:30:00.000",,"Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","232","1900  E 70TH TER","KANSAS CITY","64132","PJ5295","MPD","false","SUS","U","U",,"false","POINT (-94.564813 38.999267)",
"KC22006322","2022-01-30T10:52:00.000","10:56","2022-01-30T10:52:00.000","10:52","2022-01-30T10:52:00.000",,"Stealing - Shoplift","23H","All Other Larceny","224","1600  E 63RD ST","KANSAS CITY","64110","PJ4883","MPD","false","ARR CHA SUS","B","M","65","false","POINT (-94.568791 39.013033)","65-74"
"KC22006379","2022-01-30T17:00:00.000","17:33","2022-01-30T17:00:00.000","17:00","2022-01-30T17:00:00.000",,"Assault (Non-Aggravated)","90J","Trespass of Real Property","113","100  E 13TH ST","KANSAS CITY","64106","PJ1177","CPD","false","VIC","W","M","24","false","POINT (-94.58215 39.098581)","18-24"
"KC22012906","2022-02-01T11:46:00.000","15:56","2022-02-01T11:46:00.000","11:46","2022-02-01T11:46:00.000","11:45","Attempt to Locate Motor Vehicle","240","Motor Vehicle Theft","132","3500  MAIN ST","KANSAS CITY","64111","PJ2828","CPD","false","SUS","B","M","30","false","POINT (-94.585673 39.063788)","25-34"
"KC22014168","2022-03-03T05:15:00.000","04:42","2022-03-03T05:15:00.000","05:15","2022-03-03T05:15:00.000",,"Property Damage","290","Vandalism/Destruction of Property","121","600  E 3RD ST","KANSAS CITY","64106","PJ0352","CPD","false","VIC",,,,"false","POINT (-94.576759 39.1112)",
"KC22008454","2022-02-06T04:35:00.000","03:58","2022-02-06T04:35:00.000","04:35","2022-02-06T04:35:00.000",,"Property Damage","290","Vandalism/Destruction of Property","324","2600  VAN BRUNT BLVD","KANSAS CITY","64127","PJ2226","EPD","false","VIC A02","I","M","22","false","POINT (-94.52081 39.077717)","18-24"
"KC22010053","2022-02-12T11:30:00.000","23:20","2022-02-12T11:30:00.000","11:30","2022-02-12T11:30:00.000","22:20","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC","U","F","24","false",,"18-24"
"KC22001170","2022-01-06T13:30:00.000","13:40","2022-01-06T13:30:00.000","13:30","2022-01-06T13:30:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","533","11400  OAK ST","KANSAS CITY","64114",,"SPD","true","CMP VIC","B","F","21","true","POINT (-94.588564 38.919706)","18-24"
"KC22009629","2022-02-11T01:20:00.000","01:22","2022-02-11T01:20:00.000","01:20","2022-02-11T01:20:00.000","01:22","Casualty","90Z","All Other Offenses","411","5000  N OAK TRFY","KANSAS CITY",,,"NPD","false","VIC","W","M","23","false","POINT (-94.576615 39.18469)","18-24"
"KC22015331","2022-03-08T10:00:00.000","10:20","2022-03-08T10:00:00.000","10:00","2022-03-08T10:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","543","10700  SYCAMORE TER","KANSAS CITY","64134","PJ6904","SPD","false","VIC SUS","W","M","51","false","POINT (-94.507698 38.929616)","45-54"
"KC22009153","2021-09-29T11:07:00.000","08:27","2021-09-29T11:07:00.000","11:07","2021-09-29T11:07:00.000","11:11","Fraud / Stealing Through Deceit (Scam/Confidence Game)","26A","False Pretenses / Swindle","422","3700  NW 90TH ST","KANSAS CITY","64154","PP0281","NPD","false","ARR CHA INA SUS","W","M","40","false","POINT (-94.615416 39.25597)","35-44"
"KC22006071","2022-01-28T18:15:00.000","08:53","2022-01-28T18:15:00.000","18:15","2022-01-28T18:15:00.000","21:30","Stealing - Pickpocket","23D","Theft From Building","134","4600  MILL CREEK PKWY","KANSAS CITY","64131",,"CPD","false","VIC","W","F","55","false",,"55-64"
"KC22005504","2022-01-26T16:30:00.000","17:53","2022-01-26T16:30:00.000","16:30","2022-01-26T16:30:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","531","9500  CHARLOTTE ST","KANSAS CITY","64131","PJ6490","SPD","false","CMP VIC SUS","B","M","44","false","POINT (-94.580703 38.955258)","35-44"
"KC22015356","2022-02-25T18:15:00.000","12:26","2022-02-25T18:15:00.000","18:15","2022-02-25T18:15:00.000",,"Stealing from Auto (Theft from Auto)","23G","Theft of Vehicle Parts and Accessories","112","W 8TH ST and WYANDOTTE ST","KANSAS CITY","64106","PJ0714","CPD","false","SUS","U","U",,"false","POINT (-94.585357 39.104571)",
"KC22008267","2022-02-05T03:00:00.000","02:50","2022-02-05T03:00:00.000","03:00","2022-02-05T03:00:00.000",,"Sexual Misconduct - Juvenile","11D","Forcible Fondling","233","1100  E 80TH ST","KANSAS CITY","64131","PJ5844","MPD","false","VIC","W","F",,"false","POINT (-94.576012 38.983159)",
"KC22011329","2022-02-19T02:00:00.000","02:21","2022-02-19T02:00:00.000","02:00","2022-02-19T02:00:00.000","02:00","Assault (Non-Aggravated)","90C","Disorderly Conduct","113","1300  WALNUT ST","KANSAS CITY","64106","PJ1177","CPD","false","VIC","W","M","29","false","POINT (-94.582162 39.098401)","25-34"
"KC22005212","2022-01-20T17:20:00.000","14:58","2022-01-20T17:20:00.000","17:20","2022-01-20T17:20:00.000",,"Stealing - Shoplift","23C","Shoplifting","134","300  W 47TH ST","KANSAS CITY","64112",,"CPD","false","SUS","B","F","30","false","POINT (-94.590291 39.042323)","25-34"
"KC22010899","2021-08-16T01:00:00.000","18:04","2021-08-16T01:00:00.000","01:00","2021-08-16T01:00:00.000",,"Stealing from Building/Residence","23D","Theft From Building","341","2100  TELEVISION PL","KANSAS CITY","64126",,"EPD","false","SUS","B","F","24","false","POINT (-94.482065 39.084153)","18-24"
"KC22008451","2022-02-06T03:35:00.000","03:35","2022-02-06T03:35:00.000","03:35","2022-02-06T03:35:00.000",,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","121","1700  E MISSOURI AVE","KANSAS CITY","64106","PJ0385","CPD","true","VIC","B","F","33","false","POINT (-94.561911 39.109328)","25-34"
"KC22011212","2022-02-18T15:00:00.000","15:00","2022-02-18T15:00:00.000","15:00","2022-02-18T15:00:00.000","15:00","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22016611","2022-03-13T23:16:00.000","23:16","2022-03-13T23:16:00.000","23:16","2022-03-13T23:16:00.000",,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","314","4100  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0603","EPD","false","SUS","W","M",,"false","POINT (-94.534068 39.105729)",
"KC22009682","2022-02-11T09:19:00.000","09:19","2022-02-11T09:19:00.000","09:19","2022-02-11T09:19:00.000","10:22","Assault (Aggravated)","13A","Aggravated Assault","313","3400  GARNER AVE","KANSAS CITY","64124","PJ0510","EPD","false","SUS","B","M","44","true","POINT (-94.542124 39.108705)","35-44"
"KC22014175","2022-03-03T07:02:00.000","07:01","2022-03-03T07:02:00.000","07:02","2022-03-03T07:02:00.000",,"Domestic Violence Assault (Aggravated)","23H","All Other Larceny","223","3000  E 59TH ST","KANSAS CITY","64130","PJ4618","MPD","true","VIC","W","F","31","false","POINT (-94.550933 39.019133)","25-34"
"KC22016000","2022-03-11T00:00:00.000","07:06","2022-03-11T00:00:00.000","00:00","2022-03-11T00:00:00.000","07:00","Stealing from Building/Residence","23D","Theft From Building","533","1400  E 104TH ST","KANSAS CITY","64131","PJ6838","SPD","false","VIC",,,,"false","POINT (-94.567457 38.938954)",
"KC22015076","2022-03-05T12:00:00.000","08:20","2022-03-05T12:00:00.000","12:00","2022-03-05T12:00:00.000","07:30","Burglary (Residential)","220","Burglary/Breaking and Entering","341","5600  E 16TH TER","KANSAS CITY","64127","PJ1548","EPD","false","SUS","W","F",,"false","POINT (-94.517144 39.091626)",
"KC22005699","2022-01-27T11:28:00.000","11:28","2022-01-27T11:28:00.000","11:28","2022-01-27T11:28:00.000","11:35","Property Damage","290","Vandalism/Destruction of Property","122","1500  E 9TH ST","KANSAS CITY","64106","PJ0834","CPD","false","SUS","W","F","49","false","POINT (-94.56384 39.103014)","45-54"
"KC22008317","2022-02-05T10:00:00.000","12:02","2022-02-05T10:00:00.000","10:00","2022-02-05T10:00:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","142","3900  PARK AVE","KANSAS CITY","64130","PJ3177","CPD","false","VIC","B","F","21","false","POINT (-94.55708 39.055464)","18-24"
"KC22000767","2022-01-04T15:12:00.000","18:26","2022-01-04T15:12:00.000","15:12","2022-01-04T15:12:00.000",,"Stealing - Other","23H","All Other Larceny","231","7900  MADISON AVE","KANSAS CITY","64114","PJ5819","MPD","false","VIC A01","W","M",,"false","POINT (-94.600344 38.985141)",
"KC22014696","2022-03-05T09:05:00.000","09:11","2022-03-05T09:05:00.000","09:05","2022-03-05T09:05:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","242","7900  OLIVE ST","KANSAS CITY","64132","PJ5904","MPD","true","CMP VIC","W","F","43","false","POINT (-94.560024 38.982884)","35-44"
"KC22008659","2022-02-07T09:23:00.000","09:23","2022-02-07T09:23:00.000","09:23","2022-02-07T09:23:00.000",,"Stolen Auto","240","Motor Vehicle Theft","641","8300  NE 83RD TER","KANSAS CITY","64158","PC0406","SCP","false","VIC","W","M","66","false","POINT (-94.480324 39.243731)","65-74"
"KC22013743","2022-02-27T22:00:00.000","12:45","2022-02-27T22:00:00.000","22:00","2022-02-27T22:00:00.000","08:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","642","10200  N CHERRY DR","KANSAS CITY","64155","PC0187","SCP","false","CMP VIC","U","M","34","false","POINT (-94.5723 39.279856)","25-34"
"KC22003381","2022-01-17T01:05:00.000","01:05","2022-01-17T01:05:00.000","01:05","2022-01-17T01:05:00.000",,"Domestic Violence Assault (Non-Aggravated)","13A","Aggravated Assault","631","3900  N HOLMES ST","KANSAS CITY","64116","PC1259","SCP","true","ARR CHA SUS","W","F","19","false","POINT (-94.57222 39.164958)","18-24"
"KC22016856","2022-03-14T19:43:00.000","19:43","2022-03-14T19:43:00.000","19:43","2022-03-14T19:43:00.000","21:10","Harassment / Intimidation - Domestic Violence","13C","Intimidation","342","8800  LEEDS RD","KANSAS CITY","64129","PJ3163","EPD","true","SUS",,,,"false","POINT (-94.479512 39.05642)",
"KC22015733","2022-03-09T17:00:00.000","22:58","2022-03-09T17:00:00.000","17:00","2022-03-09T17:00:00.000",,"Fraudulent Use of a Credit Device","26B","Credit Card / Automatic Teller","422","6300  NW BARRY RD","KANSAS CITY","64154","PP0321","NPD","false","VIC","W","F","55","false","POINT (-94.652737 39.247017)","55-64"
"KC22010969","2022-02-17T00:53:00.000","00:53","2022-02-17T00:53:00.000","00:53","2022-02-17T00:53:00.000",,"State Warrant Arrest",,,"344","E US 40 HWY and BELLAIRE AVE","KANSAS CITY","64129","PJ2633","EPD","false","SUS","B","M","53","false",,"45-54"
"KC22000543","2021-12-27T07:00:00.000","16:39","2021-12-27T07:00:00.000","07:00","2021-12-27T07:00:00.000","16:30","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","641","8300  N DONNELLY AVE","KANSAS CITY","64158",,"SCP","false","VIC","W","F","23","false","POINT (-94.479037 39.242697)","18-24"
"KC22010607","2022-02-15T12:30:00.000","13:15","2022-02-15T12:30:00.000","12:30","2022-02-15T12:30:00.000",,"Stolen Auto","240","Motor Vehicle Theft","232","E 79TH ST and TROOST AVE","KANSAS CITY","64131","PJ5832","MPD","false","SUS","W","F",,"false","POINT (-94.576058 38.983429)",
"KC22004631","2022-01-22T18:12:00.000","18:04","2022-01-22T18:12:00.000","18:12","2022-01-22T18:12:00.000",,"City/Municipal Warrant Arrest",,,"632","4200  N ANTIOCH RD","KANSAS CITY","64117","PC1221","SCP","true","ARR CHA SUS","W","M","32","false","POINT (-94.549396 39.16986)","25-34"
"KC22005997","2022-01-28T21:25:00.000","15:10","2022-01-28T21:25:00.000","21:25","2022-01-28T21:25:00.000",,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","322","1500  LISTER AVE","KANSAS CITY","64127","PJ1438","EPD","false","SUS",,,,"false","POINT (-94.526696 39.094195)",
