"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location"
"180037927","2018-05-21T00:00:00.000","03:57","2018-05-21T00:00:00.000","03:00","2018-05-21T00:00:00.000","03:15","302","120","Armed Robbery","224","6000  TROOST AV","KANSAS CITY","64110","PJ4758","MPD","U","1","SUS","B","M","18","Y","6000 TROOST AV
KANSAS CITY,  64110
(39.01794, -94.574309)"
"180039873","2018-05-27T00:00:00.000","17:45","2018-05-27T00:00:00.000","17:45",,,"702","240","Auto Theft","415","2200  NW 82 ST","KANSAS CITY","64151","PP0393","NPD","N","1","VIC","W","M","32","N","2200 NW 82 ST
KANSAS CITY,  64151
(39.243249, -94.607175)"
"180030729","2018-04-25T00:00:00.000","19:21","2018-04-25T00:00:00.000","19:10",,,"802","13B","Non Agg Assault Dome","322","5200  WINNER RD","KANSAS CITY","64127","PJ1143","EPD","Y","1","VIC","B","F","30","N","5200 WINNER RD
KANSAS CITY,  64127
(39.09879, -94.520377)"
"180038022","2018-05-21T00:00:00.000","12:00","2018-05-21T00:00:00.000","12:00",,,"1401","290","Property Damage","241","2100  E 77 TE","KANSAS CITY","64132","PJ5798","MPD","Y","2","SUS","B","F","19","N","2100 E 77
TE KANSAS CITY,  64132
(38.987795, -94.561761)"
"180039584","2018-05-26T00:00:00.000","12:20","2018-05-23T00:00:00.000","17:00","2018-05-24T00:00:00.000","07:30","1401","290","Property Damage","114","1300  WEST BLUFF DR","KANSAS CITY","64108","PJ1675","CPD","U","1","VIC","B","F","31","N","1300 WEST BLUFF DR
KANSAS CITY,  64108
(39.086896, -94.600217)"
"180039392","2018-05-25T00:00:00.000","17:19","2018-05-22T00:00:00.000","22:00",,,"802","13B","Non Agg Assault Dome","242","7300  BELLEFONTAINE AV","KANSAS CITY","64129","PJ5580","MPD","Y","1","SUS","B","M","35","N","7300 BELLEFONTAINE AV
KANSAS CITY,  64129
(38.994165, -94.55125)"
"180038459","2018-05-22T00:00:00.000","18:36","2018-05-22T00:00:00.000","18:36",,,"302","120","Armed Robbery","141","900  E ARMOUR BL","KANSAS CITY","64109","PJ2771","CPD","U","2","SUS","B","F",,"Y","900 E ARMOUR
BL KANSAS CITY,  64109
(39.063278, -94.573336)"
"180039273","2018-05-25T00:00:00.000","11:06","2018-05-25T00:00:00.000","07:00",,,"702","240","Auto Theft","212","6900  CRABAPPLE LN","KANSAS CITY","64129","PJ4270","MPD","U","1","VIC","B","F","25","N","6900 CRABAPPLE LN
KANSAS CITY,  64129
(39.029456, -94.504269)"
"180037936","2018-05-21T00:00:00.000","07:03","2018-05-20T00:00:00.000","15:00","2018-05-21T00:00:00.000","06:30","702","240","Auto Theft","414","8300  N GREEN HILLS RD","KANSAS CITY","64151","PP0367","NPD","U","1","SUS","U","U",,"N","8300 N GREEN HILLS RD
KANSAS CITY,  64151
(39.244126, -94.631031)"
"180039399","2018-05-25T00:00:00.000","17:40","2018-05-25T00:00:00.000","17:39",,,"802","13B","Non Agg Assault Dome","344","3600  TOPPING AV","KANSAS CITY","64129","PJ2939","EPD","N","2","SUS","B","M",,"N","3600 TOPPING AV
KANSAS CITY,  64129
(39.059621, -94.516452)"
"180039535","2018-05-26T00:00:00.000","07:02","2018-05-25T00:00:00.000","23:00","2018-05-26T00:00:00.000","02:00","640","23F","Stealing From Auto","113","W 21 ST and FORT SCOTT ST","KANSAS CITY","64109","PJ1678","CPD","U","1","VIC","W","F","20","N","21 ST and FORT SCOTT ST
KANSAS CITY,  64109
(39.088281, -94.586856)"
"180039513","2018-05-26T00:00:00.000","01:14","2018-05-26T00:00:00.000","01:00",,,"801","13B","Non Aggravated Assau","531","100  W 103 ST","KANSAS CITY","64114","PJ6695","SPD","N","1","VIC","W","M","41","N","100 W 103 ST
KANSAS CITY,  64114
(38.941574, -94.596649)"
"180037905","2018-05-20T00:00:00.000","23:46","2018-05-20T00:00:00.000","23:46",,,"2655","90J","Trespassing","114","500  WEST PENNWAY","KANSAS CITY","64106","PJ1694","CPD","U","2","ARR","W","M","41","N","500 WEST PENNWAY
KANSAS CITY,  64106
(39.087428, -94.59045)"
"180039432","2018-05-25T00:00:00.000","19:51","2018-05-25T00:00:00.000","19:51",,,"2604","90Z","False Information to","422","8900  NW SKYVIEW AV","KANSAS CITY","64154","PP0285","NPD","U","1","ARR","W","M","34","N","8900 NW SKYVIEW AV
KANSAS CITY,  64154
(39.263975, -94.656416)"
"180039237","2018-05-25T00:00:00.000","10:14","2018-05-23T00:00:00.000","06:00","2018-05-24T00:00:00.000","12:00","640","23F","Stealing From Auto","314","300  JACKSON AV","KANSAS CITY","64124","PJ0415","EPD","N","1","SUS","U","U",,"N","300 JACKSON AV
KANSAS CITY,  64124
(39.110975, -94.53275)"
"180022797","2018-03-27T00:00:00.000","05:35","2018-03-27T00:00:00.000","02:04",,,"1401","290","Property Damage","232","400  E 79 TE","KANSAS CITY","64132","PJ5854","MPD","U","1","VIC","W","M","34","N","400 E 79
TE KANSAS CITY,  64132"
"180006283","2018-01-26T00:00:00.000","00:41","2018-01-26T00:00:00.000","00:30",,,"1546","520","Weapons Law Violatio","213","7800  DONNELLY AV","KANSAS CITY","64129","PJ5693","MPD","U","1","ARR","B","M",,"Y","7800 DONNELLY AV
KANSAS CITY,  64129"
"180033972","2018-05-07T00:00:00.000","08:00","2018-05-07T00:00:00.000","08:00",,,"1352","280","Stolen Property OFFE","223","5600  PROSPECT AV","KANSAS CITY","64131","PJ4514","MPD","U","1","SUS","W","M",,"N","5600 PROSPECT AV
KANSAS CITY,  64131"
"180064223","2018-08-21T00:00:00.000","07:44","2018-08-20T00:00:00.000","22:00","2018-08-21T00:00:00.000","07:00","640","23F","Stealing From Auto","224","00  W 61 TE","KANSAS CITY","64113","PJ4814","MPD","U","1","SUS","U","U",,"N","00 W 61
TE KANSAS CITY,  64113"
"180069027","2018-09-06T00:00:00.000","20:57","2018-09-06T00:00:00.000","16:00",,,"801","13B","Non Aggravated Assau","342","5800  E 23 TRFY , KC","KANSAS CITY","64126","PJ2136","EPD","Y","1","SUS","W","F","39","N","5800 E 23 TRFY
KC KANSAS CITY,  64126"
"180068459","2018-09-04T00:00:00.000","17:27","2018-09-04T00:00:00.000","08:30","2018-09-04T00:00:00.000","17:20","1401","290","Property Damage","322","1800  NORTON AV","KANSAS CITY","64127","PJ1632","EPD","U","1","SUS","U","U",,"N","1800 NORTON AV
KANSAS CITY,  64127"
"180067582","2018-09-01T00:00:00.000","18:30","2018-09-01T00:00:00.000","18:30",,,"2041","90Z","Violation Ex Parte O","543","7100  E 107 PL","KANSAS CITY","64134","PJ6926","SPD","Y","1","VIC","B","F","44","N","7100 E 107 PL
KANSAS CITY,  64134
(38.928537, -94.507474)"
"180064618","2018-08-22T00:00:00.000","17:58","2018-08-22T00:00:00.000","12:50",,,"1352","280","Stolen Property OFFE","212","7000  EASTWOOD TR","KANSAS CITY","64129","PJ4182","MPD","U","2","VIC",,,,"N","7000 EASTWOOD TR
KANSAS CITY,  64129
(39.031072, -94.503033)"
"180068517","2018-09-05T00:00:00.000","08:12","2018-09-05T00:00:00.000","08:12",,,"1849","35A","Possession/Sale/Dist","123","1200  E TRUMAN RD","KANSAS CITY","64106","PJ1443","CPD","U","1","VIC",,,,"N","1200 E TRUMAN RD
KANSAS CITY,  64106
(39.095297, -94.568066)"
"180065444","2018-08-25T00:00:00.000","08:44","2018-08-25T00:00:00.000","08:44",,,"501","220","Burglary - Residence","343","5200  E 29 ST","KANSAS CITY","64127","PJ2423","EPD","U","1","VIC","W","F","18","N","5200 E 29 ST
KANSAS CITY,  64127
(39.072486, -94.521489)"
"180069523","2018-09-08T00:00:00.000","17:40","2018-09-08T00:00:00.000","17:40",,,"802","13B","Non Agg Assault Dome","545","10700  MARSH AV","KANSAS CITY","64134","PJ6922","SPD","U","1","SUS","B","M","46","N","10700 MARSH AV
KANSAS CITY,  64134
(38.929954, -94.49373)"
"180068846","2018-09-06T00:00:00.000","09:10","2018-09-05T00:00:00.000","18:00",,,"650","23G","Stealing Auto Parts/","144","3500  WALNUT ST","KANSAS CITY","64111","PJ2829","CPD","U","1","SUS","U","U",,"N","3500 WALNUT ST
KANSAS CITY,  64111
(39.063738, -94.584478)"
"180069096","2018-09-07T00:00:00.000","05:09","2018-09-07T00:00:00.000","05:09",,,"502","220","Burglary - Non Resid","542","8100  E BANNISTER RD","KANSAS CITY","64134","PJ6554","SPD","U","1","SUS","U","U",,"N","8100 E BANNISTER RD
KANSAS CITY,  64134"
"180068471","2018-09-04T00:00:00.000","23:40","2018-09-03T00:00:00.000","12:29","2018-09-03T00:00:00.000","12:34","630","23C","Stealing Shoplifting","643","9200  NE M 152 HW","KANSAS CITY","64157","PC0303","SCP","U","1","SUS","B","F",,"N","9200 NE M
HW KANSAS CITY,  64157"
"180068954","2018-09-06T00:00:00.000","15:22","2018-09-06T00:00:00.000","13:52",,,"690","23H","Stealing All Other","642","600  NE BARRY RD","KANSAS CITY","64155","PC0340","SCP","U","1","SUS","U","U",,"N","600 NE BARRY RD
KANSAS CITY,  64155
(39.246361, -94.573316)"
"180068041","2018-09-03T00:00:00.000","15:05","2018-09-03T00:00:00.000","15:00",,,"702","240","Auto Theft","143","4000  HARRISON ST","KANSAS CITY","64111","PJ3230","CPD","U","1","VIC","W","M","35","N","4000 HARRISON ST
KANSAS CITY,  64111
(39.054161, -94.573428)"
"180068312","2018-09-04T00:00:00.000","12:49","2018-09-04T00:00:00.000","10:00","2018-09-04T00:00:00.000","12:17","501","220","Burglary - Residence","213","8600  E 61 TE","KANSAS CITY","64129","PJ4889","MPD","U","1","VIC","B","F","38","N","8600 E 61
TE KANSAS CITY,  64129
(39.013902, -94.48456)"
"180068366","2018-09-04T00:00:00.000","16:20","2018-09-04T00:00:00.000","15:30","2018-09-04T00:00:00.000","16:20","401","13A","Aggravated Assault (","111","1500  W 9 ST","KANSAS CITY","64130","PJ0687","CPD","N","1","VIC","B","M","51","Y","1500 W 9 ST
KANSAS CITY,  64130
(39.104318, -94.602926)"
"180069310","2018-09-07T00:00:00.000","20:30","2018-09-07T00:00:00.000","20:05",,,"802","13B","Non Agg Assault Dome","642","8800  N CHARLOTTE ST","KANSAS CITY","64155","PC0292","SCP","U","1","SUS","B","M","33","N","8800 N CHARLOTTE ST
KANSAS CITY,  64155
(39.253661, -94.570813)"
"180069688","2018-09-09T00:00:00.000","12:35","2018-09-08T00:00:00.000","21:45","2018-09-08T00:00:00.000","22:40","640","23F","Stealing From Auto","321","E 12 ST and CHESTNUT AV","KANSAS CITY","64124","PJ1088","EPD","N","1","VIC","W","M","37","N","12 ST and CHESTNUT AV
KANSAS CITY,  64124"
"180066132","2018-08-27T00:00:00.000","17:52","2018-08-23T00:00:00.000","13:30","2018-08-27T00:00:00.000","17:00","501","220","Burglary - Residence","415","400  NW 72 TE","KANSAS CITY","64118","PC0499","NPD","U","1","VIC","W","F","69","N","400 NW 72
TE KANSAS CITY,  64118
(39.226097, -94.585587)"
"180053216","2018-07-13T00:00:00.000","09:00","2016-07-07T00:00:00.000","12:00",,,"1120","26A","Fraud/Confidence Gam","115","2700  CAMPBELL ST","KANSAS CITY","64109","PJ2231","CPD","U","1","VIC",,,,"N","2700 CAMPBELL ST
KANSAS CITY,  64109
(39.077822, -94.573647)"
"180069531","2018-09-08T00:00:00.000","17:50","2018-09-08T00:00:00.000","17:00",,,"802","13B","Non Agg Assault Dome","341","5800  E 20 ST","KANSAS CITY","64127","PJ1797","EPD","U","1","SUS","B","M","32","N","5800 E 20 ST
KANSAS CITY,  64127"
"180063639","2018-08-19T00:00:00.000","02:24","2018-08-19T00:00:00.000","02:18",,,"640","23F","Stealing From Auto","141","3700  LOCUST ST","KANSAS CITY","64109","PJ2982","CPD","U","4","VIC","U","U",,"N","3700 LOCUST ST
KANSAS CITY,  64109
(39.060013, -94.580044)"
"180066324","2018-08-28T00:00:00.000","10:39","2018-08-28T00:00:00.000","10:30",,,"1401","290","Property Damage","414","NW 76 TE and N GREEN HILLS RD","KANSAS CITY","64118","PP0454","NPD","N","1","VIC","B","M","26","N","76 TE and N GREEN HILLS RD
KANSAS CITY,  64118"
"180067961","2018-09-03T00:00:00.000","07:33","2018-09-03T00:00:00.000","07:33",,,"1849","35A","Possession/Sale/Dist","121","FRONT ST and I 35-29 HW","KANSAS CITY","64120","PJ0143","CPD","U","1","VIC",,,,"N","29 HW
KANSAS CITY,  64120"
"180045230","2018-06-15T00:00:00.000","02:11","2018-06-15T00:00:00.000","02:11",,,"1849","35A","Possession/Sale/Dist","321","E 10 ST and INDIANA AV","KANSAS CITY","99999","PJ0955","EPD","U","1","VIC",,,,"N","10 ST and INDIANA AV
KANSAS CITY,  99999"
"180065152","2018-08-24T00:00:00.000","10:46","2018-08-24T00:00:00.000","01:00","2018-08-24T00:00:00.000","10:30","702","240","Auto Theft","333","4200  PROSPECT AV","KANSAS CITY","64127","PJ3434","EPD","U","1","VIC","W","M","30","N","4200 PROSPECT AV
KANSAS CITY,  64127"
"180069350","2018-09-07T00:00:00.000","22:32","2018-09-07T00:00:00.000","22:32",,,"1849","35A","Possession/Sale/Dist","222","E 55 ST and PROSPECT AV","KANSAS CITY","64132","PJ4367","MPD","U","1","VIC",,,,"N","55 ST and PROSPECT AV
KANSAS CITY,  64132"
"180068804","2018-09-06T00:00:00.000","04:07","2018-09-06T00:00:00.000","04:07",,,"802","13B","Non Agg Assault Dome","333","E 38 ST and ASKEW AV","KANSAS CITY","64130","PJ3039","EPD","Y","1","SUS","B","M","35","N","38 ST and ASKEW AV
KANSAS CITY,  64130"
"180069263","2018-09-07T00:00:00.000","17:30","2018-09-01T00:00:00.000","22:30","2018-09-02T00:00:00.000","16:00","640","23F","Stealing From Auto","545","10600  BLUE RIDGE BL","KANSAS CITY","64134","PJ6876","SPD","U","1","VIC","B","F","26","N","10600 BLUE RIDGE
BL KANSAS CITY,  64134
(38.932336, -94.507892)"
"180068296","2018-09-04T00:00:00.000","12:45","2018-09-04T00:00:00.000","12:00","2018-09-04T00:00:00.000","12:45","1002","250","Forged Checks","234","8500  WARD PK S","KANSAS CITY","64114","PJ6174","MPD","U","1","VIC","W","F","87","N","8500 WARD PK S
KANSAS CITY,  64114
(38.974325, -94.606841)"
"180069590","2018-09-08T00:00:00.000","23:38","2018-09-08T00:00:00.000","23:20","2018-09-08T00:00:00.000","23:38","802","13B","Non Agg Assault Dome","111","1100  SANTA FE ST","KANSAS CITY","64101","PJ0978","CPD","Y","1","VIC","W","M","41","N","1100 SANTA FE ST
KANSAS CITY,  64101
(39.101368, -94.598254)"
"180068185","2018-09-04T00:00:00.000","07:50","2018-09-04T00:00:00.000","07:50",,,"802","13B","Non Agg Assault Dome","534","5700  LONGVIEW RD","KANSAS CITY","64134","PJ7216","SPD","Y","1","VIC","B","F","20","N","5700 LONGVIEW RD
KANSAS CITY,  64134"
"180068012","2018-09-03T00:00:00.000","13:22","2018-09-03T00:00:00.000","13:00",,,"802","13B","Non Agg Assault Dome","112","600  MCGEE ST","KANSAS CITY","64106","PJ0672","CPD","Y","1","VIC","W","M","32","N","600 MCGEE ST
KANSAS CITY,  64106
(39.106162, -94.579373)"
"180069722","2018-09-09T00:00:00.000","16:13","2018-09-09T00:00:00.000","09:30","2018-09-09T00:00:00.000","16:13","702","240","Auto Theft","132","200  E LINWOOD BL","KANSAS CITY","64111","PJ2650","CPD","U","1","SUS","U","U",,"N","200 E LINWOOD
BL KANSAS CITY,  64111
(39.068365, -94.582777)"
"180068397","2018-09-04T00:00:00.000","18:12","2018-09-04T00:00:00.000","18:12",,,"2655","90J","Trespassing","141","600  E LINWOOD BL","KANSAS CITY","64109","PJ2629","CPD","U","1","ARR","B","M","52","N","600 E LINWOOD
BL KANSAS CITY,  64109
(39.068886, -94.577427)"
"180068125","2018-09-03T00:00:00.000","22:28","2018-09-03T00:00:00.000","22:28",,,"1352","280","Stolen Property OFFE","331","3900  E 31 ST","KANSAS CITY","64128","PJ2510","EPD","U","3","VIC",,,,"N","3900 E 31 ST
KANSAS CITY,  64128
(39.069357, -94.537424)"
"180069713","2018-09-09T00:00:00.000","14:39","2018-09-09T00:00:00.000","14:39",,,"403","13A","Agg Assault - Domest","322","5300  E 12 ST","KANSAS CITY","64126","PJ1303","EPD","Y","1","SUS","B","M","22","Y","5300 E 12 ST
KANSAS CITY,  64126"
"180069409","2018-09-08T00:00:00.000","08:11","2018-09-08T00:00:00.000","08:00",,,"2041","90Z","Violation Ex Parte O","632","3700  N BALES AV","KANSAS CITY","64117","PC1315","SCP","U","1","SUS","W","F","47","N","3700 N BALES AV
KANSAS CITY,  64117
(39.161684, -94.53927)"
"180066650","2018-08-29T00:00:00.000","12:33","2018-08-29T00:00:00.000","12:33",,,"1651","40A","Prostitution/Solicit","331","BENTON BL and LOCKRIDGE ST","KANSAS CITY","64127","PJ2241","EPD","U","1","ARR","B","F","48","N","BENTON BL
KANSAS CITY,  64127"
"180069039","2018-09-06T00:00:00.000","15:21","2018-09-06T00:00:00.000","15:10","2018-09-06T00:00:00.000","15:21","640","23F","Stealing From Auto","342","4000  HARVARD LN","KANSAS CITY","64133","PJ3460","EPD","U","1","VIC","B","F","32","N","4000 HARVARD LN
KANSAS CITY,  64133
(39.050137, -94.450044)"
"180069780","2018-09-09T00:00:00.000","21:31","2018-09-09T00:00:00.000","18:30","2018-09-09T00:00:00.000","19:00","650","23G","Stealing Auto Parts/","213","8800  BUCKINGHAM LN","KANSAS CITY","64138","PJ5693","MPD","U","1","VIC","W","F","20","N","8800 BUCKINGHAM LN
KANSAS CITY,  64138
(38.988418, -94.483854)"
"180068293","2018-09-04T00:00:00.000","09:52","2018-09-04T00:00:00.000","09:50",,,"901","200","Arson","314","3900  ANDERSON AV","KANSAS CITY","64123","PJ0412","EPD","U","1","VIC",,,,"N","3900 ANDERSON AV
KANSAS CITY,  64123
(39.111221, -94.535367)"
"180068064","2018-09-03T00:00:00.000","18:26","2018-09-03T00:00:00.000","18:26",,,"2040","90Z","Violation Full Order","415","7800  N MAIN ST","KANSAS CITY","64118","PC0426","NPD","U","1","VIC","W","M","74","N","7800 N MAIN ST
KANSAS CITY,  64118
(39.235484, -94.580621)"
"180068274","2018-09-04T00:00:00.000","11:57","2018-09-04T00:00:00.000","11:57",,,"840","90Z","Resisting an Officer","144","2400  E 42 ST","KANSAS CITY","64110","PJ3348","CPD","U","2","ARR","B","F","28","N","2400 E 42 ST
KANSAS CITY,  64110"
"180069220","2018-09-07T00:00:00.000","15:09","2018-09-04T00:00:00.000","00:01","2018-09-07T00:00:00.000","15:09","702","240","Auto Theft","422","8400  N COSBY AV","KANSAS CITY","64154","PP0339","NPD","U","1","VIC","W","M","67","N","8400 N COSBY AV
KANSAS CITY,  64154
(39.247685, -94.645642)"
"180068616","2018-09-05T00:00:00.000","13:30","2018-09-04T00:00:00.000","16:00",,,"2601","90Z","Misc Violation",,"11400  E. 4TH PL","TULSA, OK","74128",,,"U","1","SUS","W","M","30","N","11400 E 4TH PL
TULSA, OK 74128
(36.154982, -95.849915)"
"180069477","2018-09-08T00:00:00.000","13:32","2018-09-08T00:00:00.000","13:32",,,"401","13A","Aggravated Assault (","313","3500  INDEPENDENCE AV","KANSAS CITY","64126","PJ0619","EPD","U","1","VIC","B","F",,"N","3500 INDEPENDENCE AV
KANSAS CITY,  64126
(39.105933, -94.540295)"
"180068010","2018-09-03T00:00:00.000","12:49","2018-07-12T00:00:00.000","00:01","2018-07-29T00:00:00.000","00:01","1201","270","Embezzlement","641","8300  N CHURCH RD","KANSAS CITY","64158","PC0387","SCP","U","1","ARR","W","F","18","N","8300 N CHURCH RD
KANSAS CITY,  64158
(39.242051, -94.461697)"
"180068681","2018-09-05T00:00:00.000","16:25","2018-08-25T00:00:00.000","19:12",,,"1001","250","Forgery","234","9300  TROOST AV","KANSAS CITY","64131","PJ6368","MPD","U","1","SUS","U","U",,"N","9300 TROOST AV
KANSAS CITY,  64131
(38.957326, -94.577667)"
"180069461","2018-09-08T00:00:00.000","11:55","2018-09-08T00:00:00.000","11:30","2018-09-08T00:00:00.000","12:00","1401","290","Property Damage","134","0  EMANUEL CLEAVER II BL","KANSAS CITY","64111","PJ3594","CPD","U","1","VIC",,,,"N","0 EMANUEL
CLEAVER II BL KANSAS CITY,  64111"
"180005963","2018-01-24T00:00:00.000","20:10","2018-01-24T00:00:00.000","20:10",,,"302","120","Armed Robbery","313","E 9TH and WABASH","KANSAS CITY","64127",,,"U","2","SUS","W","F",,"Y","E 9TH
KANSAS CITY,  64127"
"180090883","2018-11-25T00:00:00.000","03:09","2018-11-25T00:00:00.000","02:55",,,"2100","90D","Driving Under Influe","544","BLUE PK W and NOLAND RD","KANSAS CITY","64138","PJ6239","SPD","U","1","VIC",,,,"N","BLUE PK W
KANSAS CITY,  64138"
"180013364","2018-02-23T00:00:00.000","22:56","2018-02-23T00:00:00.000","22:56",,,"802","13B","Non Agg Assault Dome",,"2700  BRIGHTON AV","KANSAS CITY","64123","PJ2290","EPD","Y","1","VIC","B","F","50","N","2700 BRIGHTON AV
KANSAS CITY,  64123"
"180003813","2018-01-16T00:00:00.000","16:00","1983-07-10T00:00:00.000","09:00","1988-07-10T00:00:00.000","09:00","210","11B","Forcible Sodomy","999","9900  S UNKNOWN ST","KANSAS CITY","64106","PKC000","PD1","U","1","VIC","B","F","41","N","9900 S UNKNOWN ST
KANSAS CITY,  64106"
"180002537","2018-01-10T00:00:00.000","20:20","2018-01-10T00:00:00.000","17:40","2018-01-10T00:00:00.000","20:00","1401","290","Property Damage","144","4500  PASEO","KANSAS CITY","64110","PJ3641","CPD","U","1","SUS","U","U",,"N","4500 PASEO
KANSAS CITY,  64110
(39.044969, -94.568097)"
"180023881","2018-03-31T00:00:00.000","01:51","2018-03-31T00:00:00.000","01:48",,,"302","120","Armed Robbery","222","E 50 ST and PROSPECT AV","KANSAS CITY","64130","PJ3945","MPD","U","1","VIC","B","M","26","N","50 ST and PROSPECT AV
KANSAS CITY,  64130"
"180051179","2018-07-05T00:00:00.000","22:15","2018-07-05T00:00:00.000","22:15",,,"801","13B","Non Aggravated Assau","242","8100  PARK AV","KANSAS CITY","64130","PJ6020","MPD","Y","1","VIC","B","F","42","N","8100 PARK AV
KANSAS CITY,  64130"
"180008619","2018-02-04T00:00:00.000","15:39","2018-02-04T00:00:00.000","14:00",,,"702","240","Auto Theft","133","3700  BROADWAY BL","KANSAS CITY","64111","PJ2960","CPD","N","1","VIC","W","M","29","N","3700 BROADWAY
BL KANSAS CITY,  64111"
"180030032","2018-04-23T00:00:00.000","14:43","2018-04-23T00:00:00.000","14:43",,,"801","13B","Non Aggravated Assau","243","E 87 ST and HILLCREST RD","KANSAS CITY","64138","PJ6199","MPD","N","1","VIC","B","F",,"N","87 ST and HILLCREST RD
KANSAS CITY,  64138"
