"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmused_flag","location","age_range"
"KC21000697","2021-01-04T16:31:11.000","16:31","2020-12-31T08:00:00.000","08:00","2021-01-04T16:00:00.000","16:00","Stolen Auto","240","Motor Vehicle Theft","312","1100  N CENTURY AVE","KANSAS CITY",,,"EPD","false","VIC","B","M","47","false",,"45-54"
"KC21009593","2021-02-11T15:51:34.000","15:51","2021-02-11T15:51:00.000","15:51",,,"Legacy Incident Report/Arrest",,,"232","6300  TROOST AVE","KANSAS CITY","64131","PJ4934","MPD","false","ARR CHA SUS","B","M","63","false",,"55-64"
"KC21002709","2021-01-13T06:26:46.000","06:26","2021-01-13T00:01:00.000","00:01","2021-01-13T06:26:00.000","06:26","Recovered Stolen Auto",,,"535","13800  MADISON AVE","KANSAS CITY","64145","PJ7425","SPD","false","SUS","W","M","30","false","POINT (-94.604981 38.878022)","25-34"
"KC21011440","2021-02-20T06:42:42.000","06:42","2021-02-20T04:39:00.000","04:39",,,"Arson","200","Arson","341","1600  CORRINGTON AVE","KANSAS CITY","64126","PJ1484","EPD","false","VIC","W","F","54","false","POINT (-94.498807 39.092248)","45-54"
"KC21007891","2021-02-04T17:11:25.000","17:11","2021-02-04T17:11:00.000","17:11",,,"Eluding / Resisting a Lawful Stop","35A","Drug / Narcotic Violations","115","2100  WALNUT ST","KANSAS CITY","64108",,"CPD","false","ARR CHA SUS","W","F","41","false",,"35-44"
"KC21002562","2021-01-12T13:01:39.000","13:01","2021-01-12T12:50:00.000","12:50",,,"Outside State Warrant Arrest",,,"535","E 150 HWY and S BOTTS RD","KANSAS CITY","64158",,"SPD","false","ARR CHA SUS","W","M","33","false",,"25-34"
"KC21009456","2021-02-11T02:50:14.000","02:50","2021-02-11T02:50:00.000","02:50",,,"Burglary (Residential)","220","Burglary/Breaking and Entering","134","4500  WORNALL RD","KANSAS CITY","64111",,"CPD","false","SUS","B","M","26","false",,"25-34"
"KC21008243","2021-02-06T05:40:41.000","05:40","2021-02-06T05:40:00.000","05:40",,,"Robbery (Strong Armed Street)","120","Robbery","344","7600  E 49TH ST","KANSAS CITY",,,"EPD","false","ARR CHA SUS","B","M",,"false",,
"KC21011744","2021-02-21T14:01:36.000","14:01","2021-02-21T15:50:00.000","15:50",,,"Property Damage","290","Vandalism/Destruction of Property","544","1100  E BANNISTER RD","KANSAS CITY","64134","PJ6639","SPD","false","VIC",,,,"false",,
"KC21011958","2021-02-22T13:34:33.000","13:34","2021-02-06T23:00:00.000","23:00","2021-02-09T19:07:00.000","19:07","Sexual Misconduct","11D","Forcible Fondling","113","300  W 13TH ST","KANSAS CITY","64105","PJ1076","CPD","false","VIC","W","F","33","false",,"25-34"
"KC21011673","2021-02-21T04:22:35.000","04:22","2021-02-21T04:40:00.000","04:40",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","112","W 12TH ST and BALTIMORE AVE","KANSAS CITY","64108","PJ1024","CPD","false","VIC SUS","W","F","41","false",,"35-44"
"KC21011424","2021-02-20T01:55:32.000","01:55","2021-02-20T01:55:00.000","01:55",,,"Disorderly Conduct","90C","Disorderly Conduct","224","00  W 63RD ST","KANSAS CITY","64113",,"CPD","false","VIC",,,,"false",,
"KC21008235","2021-02-06T03:26:30.000","03:26","2021-02-06T03:26:00.000","03:26",,,"Assault (Non-Aggravated)","13B","Simple Assault","142","3900  TROOST AVE","KANSAS CITY",,,"CPD","false","SUS","W","F","35","false",,"35-44"
"KC21011076","2021-02-18T15:34:10.000","15:34","2021-02-18T15:34:00.000","15:34",,,"Abuse of a Child","90Z","All Other Offenses","234","1000  W 89TH ST","KANSAS CITY","64114","PJ6232","MPD","false","SUS","I","F",,"false",,
"KC21007563","2021-02-03T12:48:43.000","12:48","2021-02-03T12:48:00.000","12:48",,,"Stealing – Other","23H","All Other Larceny","411","1600  NW VIVION RD","KANSAS CITY","64118","PC0916","NPD","false","VIC",,,,"false",,
"KC21002487","2021-01-12T08:00:46.000","08:00","2021-01-11T17:30:00.000","17:30","2021-01-12T07:30:00.000","07:30","Stolen Auto","240","Motor Vehicle Theft","242","BRUCE R WATKINS DR S and E 85TH ST","KANSAS CITY","64132","PJ6036","MPD","false","VIC","B","M","55","false",,"55-64"
"KC21012237","2021-02-23T15:21:26.000","15:21","2021-02-23T16:37:00.000","16:37",,,"Recovered Stolen Auto",,,"634","4600  NE WINN RD","KANAS CITY","64117",,"SCP","false","VIC","W","M","60","false",,"55-64"
"KC21009959","2021-02-13T10:30:56.000","10:30","2021-02-13T10:25:00.000","10:25",,,"Vehicular – Non-Injury",,,"533","E RED BRIDGE RD and HOLMES RD","KANSAS CITY","64131","PJ6960","SPD","false","ARR SUS CHA VDR","W","M","45","false",,"45-54"
"KC21014386","2021-03-04T19:56:13.000","19:56","2021-03-04T19:56:00.000","19:56",,,"Property Damage","290","Vandalism/Destruction of Property","113","E 14TH ST and MAIN ST","KANSAS CITY","64105","PJ1175","CPD","false","VIC",,,,"false",,
"KC21012357","2021-02-24T08:30:16.000","08:30","2021-02-24T08:30:00.000","08:30",,,"Miscellaneous Investigation",,,"322","4300  E 23RD ST","KANSAS CITY","64127","PJ1873","EPD","false","SUS","B","M",,"false","POINT (-94.532549 39.083689)",
"KC21008951","2021-02-09T07:31:14.000","07:31","2021-02-08T18:00:00.000","18:00","2021-02-09T07:00:00.000","07:00","Stolen Auto","240","Motor Vehicle Theft","121","2500  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0573","CPD","false","VIC","B","M","38","false",,"35-44"
"KC21024076","2021-04-16T16:24:34.000","16:24","2021-04-16T16:24:00.000","16:24",,,"Rape - Juvenile","36B","Statutory Rape","115","3900  RAINBOW BLVD","KCK","66160",,"OSPD","false","SUS",,"M","22","false",,"18-24"
"KC21019256","2021-03-26T18:20:35.000","18:20","2021-03-26T18:20:00.000","18:20",,,"Possession/Sale/Distribution of a Controlled Substance","35A","Drug / Narcotic Violations","223","E 59TH ST and PROSPECT AVE","KANSAS CITY","64130","PJ4655","MPD","false","ARR CHA SUS","B","F","31","false",,"25-34"
"KC21027219","2021-04-30T04:08:48.000","04:08","2021-04-30T04:06:00.000","04:06","2021-04-30T04:08:00.000","04:08","Stealing – Other","23H","All Other Larceny","641","8400  N BOOTH AVE","KANSAS CITY","64158","PC0406","SCP","false","VIC",,,,"false",,
"KC21021519","2021-04-05T22:46:33.000","22:46","2021-04-05T22:47:00.000","22:47",,,"Assault (Aggravated)","13A","Aggravated Assault","112","12TH ST and OAK ST","KANSAS CITY","64106",,"CPD","false","SOC SUS","W","M","30","false",,"25-34"
"KC21029997","2021-05-11T17:45:17.000","17:45","2021-05-11T17:40:00.000","17:40",,,"Abuse of a Child","13B","Simple Assault","212","5300  PERSIMMON TRAL","KANSAS CITY","64129",,"MPD","false","VIC","B","F",,"false","POINT (-94.502955 39.028064)",
"KC21033934","2021-05-27T15:46:14.000","15:46","2021-05-27T15:46:00.000","15:46",,,"Vehicular – Injury",,,"535","BOTTS RD and E 149TH ST","KANSAS CITY","64147","PJ7458","SPD","false","CHA VDR","W","M","26","false",,"25-34"
"KC21032383","2021-05-21T14:42:45.000","14:42","2021-05-21T14:42:00.000","14:42",,,"Recovered Stolen Auto",,,"411","00  NW HARLEM RD","KANSAS CITY","64116",,"NPD","false","SUS","W","F","30","false",,"25-34"
"KC21028421","2021-05-05T09:49:47.000","09:49","2021-05-05T02:00:00.000","02:00",,,"Property Damage","290","Vandalism/Destruction of Property","134","HOLLY ST and W 47TH ST","KANSAS CITY","64112","PJ3747","CPD","false","VIC","W","F","56","false",,"55-64"
"KC21029272","2021-05-08T16:00:32.000","16:00","2021-04-29T13:45:00.000","13:45","2021-05-08T15:50:00.000","15:50","Burglary (Residential)","220","Burglary/Breaking and Entering","343","4700  E 39TH ST","KANSAS CITY","64130","PJ3204","EPD","false","VIC",,,,"false",,
"KC21027147","2021-04-29T18:40:24.000","18:40","2021-04-29T18:40:00.000","18:40",,,"Assault (Non-Aggravated)","13A","Aggravated Assault","132","43 RD ST and MILL CREEK PKWY","KANSAS CITY",,,"CPD","false","VIC","W","M","30","false",,"25-34"
"KC21019559","2021-03-28T10:16:46.000","10:16","2021-03-27T16:00:00.000","16:00","2021-03-28T08:00:00.000","08:00","Stolen Auto","240","Motor Vehicle Theft","422","5600  NW 86TH TER","KANSAS CITY","64154",,"NPD","false","VIC","W","M","23","false",,"18-24"
"KC21033241","2021-05-24T19:18:47.000","19:18","2021-05-23T12:30:00.000","12:30",,,"Assault (Aggravated)","13A","Aggravated Assault","332","3400  COLLEGE AVE","KANSAS CITY","64128","PJ2811","EPD","false","VIC","W","F",,"true",,
"KC21029559","2021-05-10T03:01:56.000","03:01","2021-05-10T03:01:00.000","03:01",,,"Eluding / Resisting a Lawful Stop","23H","All Other Larceny","421","N I 29 HWY N and NW BARRY RD","KANSAS CITY","64154","PP0317","NPD","false","ARR SUS","W","F","39","false",,"35-44"
"KC21032269","2021-05-21T02:14:58.000","02:14","2021-05-21T02:14:00.000","02:14",,,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","345","4100  BLUE RIDGE CTOF","KANSAS CITY","64133","PJ3492","EPD","false","VIC",,,,"false",,
"KC21020713","2021-04-02T12:44:23.000","12:44","2021-04-02T12:04:00.000","12:04",,,"Property Damage","290","Vandalism/Destruction of Property","242","E 75TH ST and PROSPECT AVE","KANSAS CITY","64132","PJ5634","MPD","false","SUS","B","M","60","false",,"55-64"
"KC21025100","2021-04-21T10:31:49.000","10:31","2021-04-21T01:30:00.000","01:30",,,"Stolen Auto","240","Motor Vehicle Theft","633","1400  NE VIVION RD","KANSAS CITY","64118","PC1033","SCP","false","VIC","W","M","53","false",,"45-54"
"KC21024920","2021-04-20T13:23:44.000","13:23","2021-04-20T09:00:00.000","09:00","2021-04-20T10:00:00.000","10:00","Stolen Auto","240","Motor Vehicle Theft","123","2100  E 21ST ST","KANSAS CITY","64127",,"CPD","false","VIC",,,,"false",,
"KC21031001","2021-05-16T01:45:21.000","01:45","2021-05-16T01:30:00.000","01:30",,,"Domestic Violence Robbery (Strong-Armed)","120","Robbery","312","900  TOPPING AVE","KANSAS CITY","64127","PJ1017","EPD","false","VIC","W","F","39","false",,"35-44"
"KC21029221","2021-05-08T10:12:06.000","10:12","2021-05-08T11:50:00.000","11:50",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","ARR CHA SUS","W","M","41","false",,"35-44"
"KC21023674","2021-04-15T00:25:19.000","00:25","2021-04-15T00:29:00.000","00:29",,,"Miscellaneous Investigation",,,"423","00  NW 95TH PL","KANSAS CITY","64155",,"NPD","false","VIC","W","F",,"false",,
"KC21034051","2021-05-28T03:14:36.000","03:14","2021-05-28T03:14:00.000","03:14",,,"Dead Body",,,"535","14400  S US 71 HWY","KANSAS CITY","64147","PJ7447","SPD","false","DEC VIC","B","M",,"false",,
"KC21021843","2021-04-07T09:06:00.000","09:06","2021-04-06T22:00:00.000","22:00","2021-04-07T08:30:00.000","08:30","Stolen Auto","240","Motor Vehicle Theft","224","100  MORNINGSIDE DR","KANSAS CITY","64113","PJ4731","MPD","false","VIC","W","M","36","false",,"35-44"
"KC21028118","2021-05-03T21:26:11.000","21:26","2021-05-03T21:26:00.000","21:26",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","224","1500  CITADEL DR","KANSAS CITY","64110",,"MPD","false","VIC WIT","B","F",,"false",,
"KC21022748","2021-04-10T21:03:20.000","21:03","2021-04-10T20:00:00.000","20:00",,,"Casualty",,,"223","E 57TH ST and AGNES AVE","KANSAS CITY","64130","PJ4498","MPD","false","VIC","B","M",,"false",,
"KC21023606","2021-04-14T17:12:27.000","17:12","2021-04-14T17:10:00.000","17:10",,,"Assault (Aggravated)","13A","Aggravated Assault","423","SHOAL CREEK PKWY W and US 169 N HWY S","KANSAS CITY",,,"NPD","false","VIC","W","M","58","false",,"55-64"
"KC21020026","2021-03-30T12:39:28.000","12:39","2021-03-30T12:30:00.000","12:30",,,"Vehicular – Non-Injury",,,"131","E 31ST ST and OAK ST","KANSAS CITY","64108","PJ2540","CPD","false","CHA VDR","B","M","62","false",,"55-64"
"KC21035128","2021-06-01T22:12:54.000","22:12","2021-06-01T22:12:00.000","22:12",,,"Rape - Juvenile","11A","Forcible Rape","314","SMART AVE and BRIGHTON AVE","KANSAS CITY","64124","PJ0439","EPD","false","SUS","W","M",,"false",,
"KC21023311","2021-04-13T14:44:08.000","14:44","2021-04-12T17:30:00.000","17:30",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","231","00  W 80TH ST","KANSAS CITY","64114","PJ5871","MPD","false","VIC","B","F","40","false",,"35-44"
"KC21018279","2021-03-22T12:01:52.000","12:01","2021-03-22T04:00:00.000","04:00",,,"Recovered Stolen Auto",,,"999","5700  WAVERLY AVE","KANSAS CITY","66104",,"OSPD","false","VIC","B","M","32","false","POINT (-94.711396 39.13187)","25-34"
"KC21029429","2021-05-09T06:40:19.000","06:40","2021-05-09T11:40:00.000","11:40",,,"Possession of Stolen Property",,,"345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21021592","2021-04-06T09:24:59.000","09:24","2021-04-06T09:20:00.000","09:20",,,"Assault (Non-Aggravated)","13B","Simple Assault","332","3400  ASKEW AVE","KANSAS CITY","64127","PJ2813","EPD","false","VIC","B","M","65","false",,"65-74"
"KC21032442","2021-05-21T19:34:38.000","19:34","2021-05-21T19:34:00.000","19:34",,,"Dead Body",,,"311","300  BELLEFONTAINE AVE","KANSAS CITY","64124","PJ0394","EPD","false","CMP VIC","W","F","60","false","POINT (-94.546711 39.110553)","55-64"
"KC21032518","2021-05-22T03:17:42.000","03:17","2021-05-22T03:17:00.000","03:17",,,"Vehicular – Non-Injury","90D","Driving Under the Influence","342","E 23RD ST and BLUE RIDGE BLVD","KANSAS CITY","64126","PJ2069","EPD","false","ARR A02 VDR","B","M","26","false","POINT (-94.471103 39.080859)","25-34"
"KC21022195","2021-04-08T14:58:40.000","14:58","2021-04-08T14:58:00.000","14:58",,,"Possession of Stolen Property","280","Stolen Property Offenses","636","3600  N RANDOLPH RD","KANSAS CITY","64161","PC1337","SCP","false","VIC","W","M",,"false",,
"KC21017895","2021-03-20T15:18:21.000","15:18","2021-03-19T20:00:00.000","20:00",,,"Abuse of a Child","90Z","All Other Offenses","321","3000  E 23RD ST","KANSAS CITY","64127",,"EPD","false","VIC","B","M",,"false","POINT (-94.547451 39.084407)",
"KC21029536","2021-05-09T22:57:38.000","22:57","2021-05-09T22:55:00.000","22:55",,,"Stolen Auto","240","Motor Vehicle Theft","314","400  JACKSON AVE","KANSAS CITY","64124","PJ0502","EPD","false","VIC","W","M","48","false","POINT (-94.532866 39.109186)","45-54"
"KC21031128","2021-05-16T15:58:47.000","15:58","2021-05-16T14:50:00.000","14:50","2021-05-16T15:40:00.000","15:40","Stealing from Building/Residence","23D","Theft From Building","642","400  NE BARRY RD","KANSAS CITY","64155","PC0340","SCP","false","CMP VIC","W","F","18","false","POINT (-94.57547 39.246394)","18-24"
"KC21023293","2021-04-13T13:09:28.000","13:09","2021-04-13T08:00:00.000","08:00","2021-04-13T13:00:00.000","13:00","Property Damage","290","Vandalism/Destruction of Property","211","5000  WALROND AVE","KANSAS CITY","64130","PJ4074","MPD","false","VIC","U","F","53","false","POINT (-94.547729 39.035191)","45-54"
"KC21028981","2021-05-07T12:42:04.000","12:42","2021-05-01T16:00:00.000","16:00",,,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","323","2400  COLLEGE AVE","KANSAS CITY","64127","PJ1988","EPD","false","VIC","B","F","40","false",,"35-44"
"KC21026066","2021-04-25T14:37:05.000","14:37","2021-04-25T14:37:00.000","14:37",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","114","1800  BELLEVIEW AVE","KANSAS CITY","64108",,"CPD","true","SUS","B","M","38","false","POINT (-94.595824 39.090587)","35-44"
"KC21027860","2021-05-02T23:19:09.000","23:19","2021-05-02T23:15:00.000","23:15",,,"Property Damage","290","Vandalism/Destruction of Property","141","3400  HOLMES ST","KANSAS CITY","64109",,"CPD","false","SUS","W","F",,"false","POINT (-94.576273 39.065229)",
"KC21019002","2021-03-25T16:19:43.000","16:19","2021-03-25T16:19:00.000","16:19",,,"Stealing – Shoplift","23C","Shoplifting","313","600  PROSPECT AVE","KANSAS CITY","64124","PJ0766","EPD","false","VIC",,,,"false","POINT (-94.551117 39.104876)",
"KC21020620","2021-04-02T01:29:16.000","01:29","2021-04-02T01:00:00.000","01:00",,,"Assault (Aggravated)","13A","Aggravated Assault","133","3900  BALTIMORE AVE","KANSAS CITY","64111","PJ3132","CPD","false","SUS","B","F",,"false","POINT (-94.587312 39.056624)",
"KC21019358","2021-03-27T07:20:26.000","07:20","2021-03-27T07:20:00.000","07:20",,,"Assault (Aggravated)","13A","Aggravated Assault","212","E GREGORY BLVD and SWOPE MEMORIAL DR","KANSAS CITY",,,"MPD","false","VIC","B","M","42","true","POINT (-94.518313 38.996068)","35-44"
"KC21022647","2021-04-10T12:01:05.000","12:01","2021-04-08T17:30:00.000","17:30","2021-04-09T16:00:00.000","16:00","Property Damage","290","Vandalism/Destruction of Property","644","10400  N CYPRESS AVE","KANSAS CITY","64156","PC0175","SCP","false","VIC","I","F","39","false",,"35-44"
"KC21022574","2021-04-10T00:49:18.000","00:49","2021-04-10T00:46:00.000","00:46","2021-04-10T00:47:00.000","00:47","Recovered Property",,,"212","5000  GLENSIDE DR","KANSAS CITY","64129","PJ4111","MPD","false","SUS","B","M",,"false",,
"KC21020726","2021-04-02T12:36:19.000","12:36","2021-04-02T13:00:00.000","13:00",,,"Recovered Stolen Auto",,,"999","1ST ST and KENTUCKY AVE","INDEP",,,"OSPD","false","VIC","W","M","59","false","POINT (-87.447402 36.616811)","55-64"
"KC21026331","2021-04-26T15:03:36.000","15:03","2021-04-26T15:03:00.000","15:03",,,"Stealing – Other","23H","All Other Larceny","999","M 210 HWY E and N M 291 HWY N","RIVER BEND","64058","PJX007","OSPD","false","VIC",,,,"false",,
"KC21025869","2021-04-24T17:03:09.000","17:03","2021-04-24T15:00:00.000","15:00","2021-04-24T16:11:00.000","16:11","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","134","4600  SUMMIT ST","KANSAS CITY","64111","PJ3684","CPD","false","SUS","U","U",,"false",,
"KC21033613","2021-05-26T12:16:48.000","12:16","2021-05-26T11:30:00.000","11:30",,,"Stealing – Other","23H","All Other Larceny","542","E 98 ST and N BELMONT","KANSAS CITY","64134",,"SPD","false","SUS","B","M",,"false",,
"KC21021433","2021-04-05T16:30:21.000","16:30","2021-04-05T16:24:00.000","16:24",,,"Stolen Auto","240","Motor Vehicle Theft","642","8400  N VIRGINIA AVE","KANSAS CITY","64155","PC0346","SCP","false","CMP VIC WIT","W","M","55","false",,"55-64"
"KC21034309","2021-05-29T10:48:26.000","10:48","2021-05-29T10:45:00.000","10:45",,,"Stealing – Other","23D","Theft From Building","232","6300  TROOST AVE","KANSAS CITY","64131","PJ4934","MPD","false","SUS","W","M",,"false",,
"KC21026297","2021-04-26T13:47:13.000","13:47","2021-04-26T13:47:00.000","13:47",,,"State Warrant Arrest",,,"315","ANDERSON AVE and WHITE AVE","KANSAS CITY","64123","PJ0370","EPD","false","SUS","W","M","34","false",,"25-34"
"KC21027986","2021-05-03T13:59:51.000","13:59","2021-05-02T21:00:00.000","21:00",,,"Stolen Auto","240","Motor Vehicle Theft","113","E 17TH ST and OAK ST","KANSAS CITY","64108","PJ1475","CPD","false","VIC","W","F","41","false",,"35-44"
"KC21021193","2021-04-04T20:20:07.000","20:20","2021-04-04T20:00:00.000","20:00",,,"Assault (Non-Aggravated)","290","Vandalism/Destruction of Property","535","400  E 137TH ST","KANSAS CITY","64145","PJ7431","SPD","false","VIC","W","F",,"false",,
"KC21023961","2021-04-16T08:28:24.000","08:28","2021-04-16T08:00:00.000","08:00",,,"Sexual Misconduct","90Z","All Other Offenses","331","3900  E 31ST ST","KANSAS CITY",,"PJ2510","EPD","false","VIC",,,,"false","POINT (-94.537424 39.069357)",
"KC21019937","2021-03-30T02:56:29.000","02:56","2021-03-30T02:56:00.000","02:56",,,"Eluding / Resisting a Lawful Stop",,,"132","3800  BROADWAY BLVD","KANSAS CITY","64111","PJ3045","CPD","false","SUS","W","M","41","false","POINT (-94.590708 39.057707)","35-44"
"KC21019011","2021-03-25T16:53:52.000","16:53","2021-03-25T16:45:00.000","16:45",,,"Stealing – Shoplift","23C","Shoplifting","542","8700  BLUE RIDGE BLVD","KANSAS CITY","64132",,"SPD","false","VIC",,,,"false",,
"KC21034085","2021-05-28T10:52:45.000","10:52","2021-05-25T17:00:00.000","17:00","2021-05-28T10:15:00.000","10:15","Stolen Auto","240","Motor Vehicle Theft","213","8400  BLUE PKWY E","KANSAS CITY","64133",,"MPD","false","VIC",,,,"false",,
