"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"8604",,"E","50","TE","1","1","1970","Residential","New Construction","Single Family","1","15000","2793643","1043585","18462","8604 E 50 TE
,  "
"210",,"W","47","ST","5","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1800","2763319","1047125","23516","210 W 47 ST
,  "
"1614",,"E","31","ST","1","1","1973","Residential","Demolition","Multifamily","2","950","2770498","1057420","80105","1614 E 31 ST
,  "
"4000",,"E","43","ST","11","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2777971","1049066","75951","4000 E 43 ST
,  "
"5324",,"NE","43","ST","10","1","1972","Residential","Additions, Alterations, Repairs","NA","0","3100","2783810","1094224","74161","5324 NE 43 ST
,  "
"2421",,"E","11","ST","9","1","1970","Residential","Demolition","Multifamily","2","1040","2773567","1068290","29669","2421 E 11 ST
,  "
"5308",,"NE","46","ST","10","1","1972","Residential","New Construction","Single Family","1","12900","2783754","1096265","73875","5308 NE 46 ST
,  "
"2715",,"E","54","ST","6","1","1971","Residential","Demolition","Single Family","1","450","2773701","1047837","45470","2715 E 54 ST
,  "
"6504",,"E","58","ST","7","1","1970","Residential","Additions, Alterations, Repairs","NA","0","259","2785893","1038839","26304","6504 E 58 ST
,  "
"1638",,"E","22","ST","4","1","1970","Residential","New Construction","Multifamily","8","52000","2771008","1063333","23058","1638 E 22 ST
,  "
"2914",,"E","33","ST","2","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1000","2774814","1055792","59781","2914 E 33 ST
,  "
"5912",,"NE","45","TE","10","1","1971","Residential","New Construction","Single Family","1","12000","2785823","1095830","52385","5912 NE 45 TE
,  "
"12112",,"E","55","ST","4","1","1972","Residential","New Construction","Single Family","1","20000","2806218","1039775","63310","12112 E 55 ST
,  "
"409",,"E","3","ST","4","1","1971","Non-Residential","Demolition","NA","0","400","2766125","1071905","41715","409 E 3 ST
,  "
"15316",,"E","48","TE","11","1","1970","Residential","New Construction","Single Family","1","10000","2817187","1043486","32930","15316 E 48 TE
,  "
"3018",,"E","26","ST","10","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2000","2775458","1060392","52138","3018 E 26 ST
,  "
"2505",,"NE","38","ST","11","1","1972","Residential","Additions, Alterations, Repairs","NA","0","3000","2774601","1091058","76409","2505 NE 38 ST
,  "
"4840",,"E","12","ST","4","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2781798","1067433","63658","4840 E 12 ST
,  "
"308",,"W","8","ST","8","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","700","2764111","1069843","70570","308 W 8 ST
,  "
"12106",,"E","56","ST","7","1","1970","Residential","New Construction","Single Family","1","13000","2806228","1039151","27715","12106 E 56 ST
,  "
"12206",,"E","58","ST","7","1","1972","Residential","New Construction","Single Family","1","16800","2806405","1037978","69280","12206 E 58 ST
,  "
"21",,"W","10","ST","6","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","27550","2764862","1068851","45758","21 W 10 ST
,  "
"1326",,"E","47","ST","5","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","16600","2769074","1046914","43172","1326 E 47 ST
,  "
"1215",,"W","56","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","9200","2759059","1041317","65108","1215 W 56 ST
,  "
"1909",,"E","36","ST","10","1","1972","Residential","Demolition","Single Family","1","477","2771249","1053859","75156","1909 E 36 ST
,  "
"1506",,"E","12","ST","5","1","1970","Residential","Demolition","Single Family","1","100","2770694","1067861","23675","1506 E 12 ST
,  "
"2216",,"NE","39","TE","3","1","1971","Residential","Additions, Alterations, Repairs","NA","0","429","2773802","1092122","38863","2216 NE 39 TE
,  "
"3612",,"E","26","ST","3","1","1972","Residential","Additions, Alterations, Repairs","NA","0","300","2777276","1060321","60931","3612 E 26 ST
,  "
"3100",,"E","12","ST","8","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","200","2775709","1067657","28611","3100 E 12 ST
,  "
"3815",,"E","19","ST","2","1","1972","Residential","Demolition","Single Family","1","405","2777953","1063985","60363","3815 E 19 ST
,  "
"2508",,"E","13","ST","2","1","1970","Residential","Demolition","Single Family","1","753","2773819","1067238","19919","2508 E 13 ST
,  "
"2818",,"E","55","ST","3","1","1972","Residential","New Construction","Single Family","1","18500","2773943","1041342","61661","2818 E 55 ST
,  "
"2801",,"NE","50","ST","11","1","1972","Residential","New Construction","Single Family","1","18200","2775504","1098732","76199","2801 NE 50 ST
,  "
"5805",,"NE","45","TE","6","1","1972","Residential","New Construction","Single Family","1","12000","2785410","1095712","66878","5805 NE 45 TE
,  "
"2600",,"E","18","ST","5","4","1973","Residential","Demolition","Single Family","1","900","2774014","1064782","85160","2600 E 18 ST
,  "
"1810",,"E","48","TE","5","15","1973","Residential","Additions, Alterations, Repairs","NA","0","2500","2770737","1045749","85763","1810 E 48 TE
,  "
"127",,"W","10","ST","2","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2764552","1068859","38283","127 W 10 ST
,  "
"5809",,"E","19","TE","2","1","1970","Residential","New Construction","Multifamily","10","70960","2784549","1063440","19031","5809 E 19 TE
,  "
"1610",,"E","41","ST","2","1","1973","Residential","Demolition","Multifamily","2","900","2770261","1050736","81708","1610 E 41 ST
,  "
"2417",,"E","10","ST","1","1","1970","Residential","Demolition","Single Family","1","987","2773753","1068613","18591","2417 E 10 ST
,  "
"903",,"E","18","ST","8","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","400","2768074","1064903","48374","903 E 18 ST
,  "
"523",,"NE","43","TE","5","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","600","2767504","1094511","23705","523 NE 43 TE
,  "
"30",,"W","31","TE","2","1","1973","Non-Residential","Additions, Alterations, Repairs","NA","0","2143","2764344","1057147","80866","30 W 31 TE
,  "
"506",,"E","26","ST","4","1","1970","Residential","Demolition","Single Family","1","1185","2766474","1060570","22292","506 E 26 ST
,  "
"1617",,"E","37","ST","8","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1000","2770562","1053241","29189","1617 E 37 ST
,  "
"4027",,"E","45","ST","12","1","1971","Residential","New Construction","Single Family","1","14000","2778191","1047639","55915","4027 E 45 ST
,  "
"5809",,"NE","45","ST","4","1","1972","Residential","New Construction","Single Family","1","12000","2785466","1095431","63113","5809 NE 45 ST
,  "
"17",,"E","5","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2765493","1071084","65550","17 E 5 ST
,  "
"8714",,"E","57","TE","10","1","1972","Residential","New Construction","Single Family","1","15000","2793350","1038580","74044","8714 E 57 TE
,  "
"7708",,"E","48","TE","12","1","1970","Residential","Additions, Alterations, Repairs","NA","0","2000","2790202","1045007","34709","7708 E 48 TE
,  "
"935",,"W","33","ST","8","1","1971","Residential","Additions, Alterations, Repairs","NA","0","950","2761009","1056322","49089","935 W 33 ST
,  "
"7507",,"E","50","ST","10","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2789486","1043647","53038","7507 E 50 ST
,  "
"16",,"W","43","ST","9","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2763939","1049697","29747","16 W 43 ST
,  "
"15308",,"E","48","ST","7","1","1970","Residential","New Construction","Single Family","1","12000","2817082","1043791","27665","15308 E 48 ST
,  "
"11712",,"E","47","ST","3","1","1971","Residential","Additions, Alterations, Repairs","NA","0","10000","2805245","1045108","39216","11712 E 47 ST
,  "
"1601",,"E","12","ST","8","1","1971","Non-Residential","Demolition","NA","0","525","2770866","1067752","48946","1601 E 12 ST
,  "
"1600",,"E","12","ST","9","1","1970","Non-Residential","Demolition","NA","0","600","2770871","1067852","30588","1600 E 12 ST
,  "
"2648",,"E","7","ST","8","1","1971","Residential","Demolition","Single Family","1","253","2774800","1069758","48678","2648 E 7 ST
,  "
"2321",,"E","48","ST","4","1","1973","Residential","Demolition","Single Family","1","341","2772367","1045790","84604","2321 E 48 ST
,  "
"1903",,"E","36","ST","11","1","1970","Residential","Demolition","Single Family","1","897","2771220","1053861","32628","1903 E 36 ST
,  "
"15204",,"E","49","ST","11","1","1970","Residential","New Construction","Single Family","1","10000","2816676","1043218","32923","15204 E 49 ST
,  "
"5100",,"E","41","ST","12","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1150","2781640","1050376","34440","5100 E 41 ST
,  "
"6033",,"E","14","ST","11","1","1972","Residential","Additions, Alterations, Repairs","NA","0","2900","2785619","1066133","76450","6033 E 14 ST
,  "
"11901",,"E","55","TE","8","1","1972","Residential","New Construction","Single Family","1","20000","2805393","1039339","70497","11901 E 55 TE
,  "
"904",,"E","16","ST","5","1","1971","Residential","Demolition","Single Family","1","500","2761890","1066515","42675","904 E 16 ST
,  "
"918",,"E","9","ST","4","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","40000","2768229","1069300","41718","918 E 9 ST
,  "
"1119",,"E","49","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2350","2768188","1045370","47264","1119 E 49 ST
,  "
"2900",,"E","52","ST","4","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1000","2774121","1043303","22893","2900 E 52 ST
,  "
"2309",,"E","13","ST","2","1","1971","Residential","Demolition","Multifamily","4","660","2773147","1067169","37149","2309 E 13 ST
,  "
"1236",,"W","57","ST","8","1","1972","Residential","Additions, Alterations, Repairs","NA","0","13000","2758506","1040777","71675","1236 W 57 ST
,  "
"4304",,"E","36","ST","9","1","1971","Residential","New Construction","Single Family","1","20000","2779248","1053644","50414","4304 E 36 ST
,  "
"11907",,"E","55","ST","3","1","1973","Residential","New Construction","Single Family","1","16500","2805466","1039660","82082","11907 E 55 ST
,  "
"1903",,"E","24","ST","12","1","1970","Residential","Demolition","Single Family","1","350","2771627","1061971","34505","1903 E 24 ST
,  "
"3201",,"E","59","ST","10","1","1970","Residential","Additions, Alterations, Repairs","NA","0","329","2774876","1038537","31825","3201 E 59 ST
,  "
"1653",,"E","21","ST","4","1","1970","Residential","New Construction","Multifamily","4","49000","2771008","1063333","23056","1653 E 21 ST
,  "
"831",,"W","39","TE","2","1","1973","Residential","Additions, Alterations, Repairs","NA","0","120","2761178","1052030","81394","831 W 39 TE
,  "
"11900",,"E","56","TE","10","1","1970","Residential","Additions, Alterations, Repairs","NA","0","5000","2805364","1038858","31218","11900 E 56 TE
,  "
"4208",,"E","52","ST","6","1","1972","Non-Residential","New Construction","NA","0","2000","2778519","1043132","67838","4208 E 52 ST
,  "
"700",,"W","12","ST","8","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1100","2762508","1068231","28666","700 W 12 ST
,  "
"4526",,"E","39","ST","7","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","1500","2779791","1051635","46272","4526 E 39 ST
,  "
"5021",,"E","24","ST","8","1","1971","Non-Residential","Demolition","NA","0","3000","2781795","1061444","48003","5021 E 24 ST
,  "
"1617",,"E","42","ST","7","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1143","2770332","1049973","69923","1617 E 42 ST
,  "
"12013",,"E","57","ST","4","1","1971","Residential","New Construction","Single Family","1","15000","2806006","1038421","41165","12013 E 57 ST
,  "
"1600",,"W","39","ST","3","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2759234","1052560","61720","1600 W 39 ST
,  "
"5832",,"E","20","ST","2","1","1970","Residential","New Construction","Multifamily","4","31680","2784671","1063281","19028","5832 E 20 ST
,  "
"2414",,"NE","53","ST","11","1","1971","Residential","Additions, Alterations, Repairs","NA","0","7000","2774369","1100997","54014","2414 NE 53 ST
,  "
"8301",,"E","55","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","480","2791753","1040405","43680","8301 E 55 ST
,  "
"15304",,"E","49","ST","11","1","1970","Residential","New Construction","Single Family","1","10000","2816970","1043196","32924","15304 E 49 ST
,  "
"10600",,"E","42","ST","4","1","1971","Residential","New Construction","Multifamily","20","96632","2801541","1048585","41873","10600 E 42 ST
,  "
"1802",,"E","22","ST","12","1","1970","Residential","Demolition","Single Family","1","400","2771392","1062956","34752","1802 E 22 ST
,  "
"4816",,"E","27","ST","11","1","1971","Residential","Demolition","Multifamily","2","450","2780951","1059485","54195","4816 E 27 ST
,  "
"4717",,"NE","47","TE","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","550","2781874","1097119","45880","4717 NE 47 TE
,  "
"617",,"E","29","ST","6","1","1971","Residential","Demolition","Single Family","1","450","2766750","1058696","45794","617 E 29 ST
,  "
"1318",,"E","33","ST","8","1","1970","Residential","Demolition","Multifamily","2","200","2769250","1056032","28437","1318 E 33 ST
,  "
"4226",,"E","54","TE","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1000","2778665","1041450","42934","4226 E 54 TE
,  "
"106",,"W","11","ST","6","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","300000","2764726","1068485","43980","106 W 11 ST
,  "
"12001",,"E","55","TE","3","1","1972","Residential","New Construction","Single Family","1","20000","2805810","1039321","62169","12001 E 55 TE
,  "
"310",,"W","14","ST","3","1","1973","Residential","Demolition","Single Family","1","400","2763887","1067063","83330","310 W 14 ST
,  "
"2640",,"NE","42","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","22740","2774908","1093527","46820","2640 NE 42 ST
,  "
"2400",,"E","9","ST","1","1","1971","Residential","Demolition","Multifamily","2","744","2773528","1069058","35793","2400 E 9 ST
,  "
"12012",,"E","56","TE","3","1","1971","Residential","New Construction","Single Family","1","15000","2806005","1038826","39085","12012 E 56 TE
,  "
"5909",,"NE","45","ST","4","1","1972","Residential","New Construction","Single Family","1","12000","2785768","1095428","63108","5909 NE 45 ST
,  "
"123",,"E","39","ST","4","1","1970","Non-Residential","Demolition","NA","0","672","2764635","1052205","21837","123 E 39 ST
,  "
"1708",,"E","28","ST","8","1","1972","Residential","Demolition","Single Family","1","452","2770905","1059391","71566","1708 E 28 ST
,  "
"11924",,"E","44","ST","4","1","1970","Residential","New Construction","Single Family","1","12950","2805786","1047016","22367","11924 E 44 ST
,  "
"3122",,"E","19","TE","3","1","1973","Residential","Demolition","Multifamily","2","936","2776014","1064070","83279","3122 E 19 TE
,  "
"2505",,"E","24","TE","4","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1000","2773651","1061422","63030","2505 E 24 TE
,  "
"301",,"W","9","ST","3","1","1971","Non-Residential","Demolition","NA","0","3500","2764051","1069386","38829","301 W 9 ST
,  "
"5602",,"E","34","ST","8","1","1971","Residential","Demolition","Single Family","1","299","2783420","1054875","49412","5602 E 34 ST
,  "
"1900",,"E","12","ST","9","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","7000","2772104","1067974","30042","1900 E 12 ST
,  "
"1903",,"E","38","ST","11","1","1970","Residential","Demolition","Single Family","1","897","2771165","1052567","32626","1903 E 38 ST
,  "
"5305",,"E","49","ST","1","1","1971","Residential","Additions, Alterations, Repairs","NA","0","400","2782228","1044604","35607","5305 E 49 ST
,  "
"3015",,"E","27","ST","3","1","1971","Residential","Additions, Alterations, Repairs","NA","0","494","2775334","1059610","39699","3015 E 27 ST
,  "
"1020",,"E","10","ST","4","1","1971","Non-Residential","New Construction","NA","0","56000","2768853","1068877","40434","1020 E 10 ST
,  "
"8004",,"E","51","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1000","2791051","1043181","46663","8004 E 51 ST
,  "
"12300",,"E","57","TE","3","1","1972","Residential","New Construction","Single Family","1","14500","2806591","1038272","61017","12300 E 57 TE
,  "
"5213",,"NE","59","TE","7","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","150","2783601","1105117","27406","5213 NE 59 TE
,  "
"1912",,"E","31","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2000","2771455","1057257","46456","1912 E 31 ST
,  "
"12201",,"E","55","TE","11","1","1972","Residential","New Construction","Single Family","1","17808","2806376","1039370","75513","12201 E 55 TE
,  "
"4401",,"E","53","ST","6","1","1972","Residential","New Construction","Single Family","1","25500","2779065","1042283","66928","4401 E 53 ST
,  "
"19",,"W","39","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","8000","2763971","1052178","65960","19 W 39 ST
,  "
"743",,"W","35","ST","11","1","1972","Residential","Demolition","Single Family","1","1500","2761950","1055202","75884","743 W 35 ST
,  "
"3615",,"E","49","TE","8","1","1971","Residential","Additions, Alterations, Repairs","NA","0","100","2776380","1044533","47959","3615 E 49 TE
,  "
"4131",,"E","6","ST","3","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1200","2779443","1069771","21589","4131 E 6 ST
,  "
"4208",,"NW","57","TE","5","1","1972","Residential","New Construction","Multifamily","4","32600","2751922","1104122","65494","4208 NW 57 TE
,  "
"1817",,"E","43","ST","10","1","1972","Residential","Demolition","Single Family","1","460","2770794","1049300","75157","1817 E 43 ST
,  "
"3900",,"E","46","TE","8","1","1971","Residential","Additions, Alterations, Repairs","NA","0","950","2777436","1046762","48669","3900 E 46 TE
,  "
"5107",,"E","23","ST","5","1","1970","Residential","Additions, Alterations, Repairs","NA","0","700","2782186","1061969","24514","5107 E 23 ST
,  "
"626",,"NE","43","TE","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1000","2768017","1094644","40636","626 NE 43 TE
,  "
"900",,"E","21","ST","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","2000","2768021","1063778","30689","900 E 21 ST
,  "
"1834",,"NE","55","ST","6","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1593","2772820","1102080","66360","1834 NE 55 ST
,  "
"2310",,"E","25","ST","9","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1800","2773027","1061147","51212","2310 E 25 ST
,  "
"2401",,"E","12","ST","12","1","1970","Residential","Demolition","Single Family","1","1324","2773532","1067639","33830","2401 E 12 ST
,  "
"1115",,"E","5","ST","3","1","1973","Residential","Demolition","Single Family","1","400","2767857","1038843","83328","1115 E 5 ST
,  "
"1108",,"E","30","ST","6","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","750","2768788","1058145","25042","1108 E 30 ST
,  "
"919",,"W","26","ST","7","1","1970","Residential","Additions, Alterations, Repairs","NA","0","1200","2761429","1060908","27729","919 W 26 ST
,  "
"30",,"E","32","ST","4","1","1970","Residential","Additions, Alterations, Repairs","NA","0","2575","2765036","1056902","22705","30 E 32 ST
,  "
"221",,"W","10","ST","4","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2764141","1068874","63770","221 W 10 ST
,  "
"118",,"W","47","ST","6","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","8000","2763409","1047127","44401","118 W 47 ST
,  "
"12100",,"E","55","ST","2","1","1973","Residential","New Construction","Single Family","1","18500","2806066","1039779","81155","12100 E 55 ST
,  "
"615",,"E","54","ST","10","1","1970","Non-Residential","New Construction","NA","0","956","2766248","1042229","31073","615 E 54 ST
,  "
"2305",,"E","48","ST","6","1","1971","Residential","Demolition","Multifamily","2","400","2772222","1045820","44389","2305 E 48 ST
,  "
"1845",,"E","48","ST","5","1","1970","Non-Residential","New Construction","NA","0","1000","2771140","1045909","23770","1845 E 48 ST
,  "
"2509",,"NE","53","ST","7","1","1970","Residential","Additions, Alterations, Repairs","NA","0","995","2774685","1100880","27058","2509 NE 53 ST
,  "
"2716",,"NE","42","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","14690","2775093","1093527","46814","2716 NE 42 ST
,  "
"10005",,"E","47","ST","2","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","8773","2799670","1045251","19186","10005 E 47 ST
,  "
"1812",,"E","43","ST","11","1","1970","Residential","Additions, Alterations, Repairs","NA","0","400","2770790","1049401","32658","1812 E 43 ST
,  "
"2212",,"E","11","ST","8","1","1971","Residential","Demolition","Multifamily","4","800","2772871","1068210","48325","2212 E 11 ST
,  "
"8501",,"E","56","ST","12","1","1970","Residential","New Construction","Single Family","1","12000","2792483","1039664","34495","8501 E 56 ST
,  "
"15308",,"E","48","TE","2","1","1971","Residential","New Construction","Single Family","1","11000","2817052","1043493","37866","15308 E 48 TE
,  "
"403",,"E","45","ST","3","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","57770","2765721","1048412","21481","403 E 45 ST
,  "
"3008",,"E","11","ST","4","1","1970","Residential","Demolition","Single Family","1","289","2775394","1068317","22874","3008 E 11 ST
,  "
"12206",,"E","57","ST","1","1","1971","Residential","New Construction","Single Family","1","16000","2806424","1038565","35661","12206 E 57 ST
,  "
"6015",,"E","16","TE","5","1","1972","Residential","Additions, Alterations, Repairs","NA","0","4000","2785378","1064810","66276","6015 E 16 TE
,  "
"959",,"W","42","ST","11","1","1972","Residential","Demolition","Single Family","1","900","2760275","1050445","76794","959 W 42 ST
,  "
"8317",,"E","56","ST","11","1","1971","Non-Residential","New Construction","NA","0","16000","2791636","1039829","54097","8317 E 56 ST
,  "
"5300",,"NE","45","TE","10","1","1970","Residential","New Construction","Single Family","1","10844","2783651","1095943","31675","5300 NE 45 TE
,  "
"2700",,"E","55","ST","11","1","1972","Residential","Demolition","Single Family","1","319","2773311","1041361","76214","2700 E 55 ST
,  "
"2904",,"E","12","ST","3","1","1970","Residential","Demolition","Single Family","1","740","2775177","1067667","20857","2904 E 12 ST
,  "
"1617",,"W","50","ST","6","1","1971","Residential","Additions, Alterations, Repairs","NA","0","600","2758468","1045239","44081","1617 W 50 ST
,  "
"8508",,"E","56","TE","5","1","1971","Residential","New Construction","Single Family","1","18000","2792522","1039475","43246","8508 E 56 TE
,  "
"3429",,"E","6","ST","8","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2777217","1069863","71448","3429 E 6 ST
,  "
"3011",,"E","53","ST","6","1","1970","Residential","Demolition","Single Family","1","428","2774616","1042516","26120","3011 E 53 ST
,  "
"3430",,"E","45","TE","5","15","1973","Residential","Additions, Alterations, Repairs","NA","0","100","2776043","1047475","85708","3430 E 45 TE
,  "
"5220",,"E","39","TE","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","224","2782324","1051297","30767","5220 E 39 TE
,  "
"2519",,"E","48","TE","4","1","1973","Residential","Demolition","Single Family","1","500","2772742","1045486","83716","2519 E 48 TE
,  "
"4015",,"E","39","ST","5","1","1970","Residential","Additions, Alterations, Repairs","NA","0","995","2778299","1051592","24462","4015 E 39 ST
,  "
"800",,"W","47","ST","4","1","1973","Non-Residential","Additions, Alterations, Repairs","NA","0","2900","2761127","1047244","83587","800 W 47 ST
,  "
"4007",,"E","45","ST","12","1","1971","Residential","New Construction","Single Family","1","14000","2778021","1047638","55052","4007 E 45 ST
,  "
"436",,"W","5","ST","2","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","7300","2763322","1070995","36750","436 W 5 ST
,  "
"1110",,"W","39","ST","10","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","825","2760358","1052509","32452","1110 W 39 ST
,  "
"6646",,"NE","52","ST","5","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2000","2788776","1100123","42685","6646 NE 52 ST
,  "
"3108",,"E","19","ST","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","100","2775906","1064075","40994","3108 E 19 ST
,  "
"127",,"W","10","ST","2","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2764552","1068859","19550","127 W 10 ST
,  "
"1608",,"E","12","ST","6","1","1970","Non-Residential","Demolition","NA","0","800","2770896","1067850","25330","1608 E 12 ST
,  "
"2016",,"E","47","TE","12","1","1972","Residential","Demolition","Single Family","1","730","2771322","1046296","77225","2016 E 47 TE
,  "
"2642",,"E","7","ST","8","1","1971","Residential","Demolition","Multifamily","2","491","2774384","1069757","48894","2642 E 7 ST
,  "
"8316",,"E","32","ST","10","1","1971","Residential","Additions, Alterations, Repairs","NA","0","800","2792305","1055731","52380","8316 E 32 ST
,  "
"500",,"NE","43","ST","2","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","250","2767238","1094361","19340","500 NE 43 ST
,  "
"5817",,"E","21","ST","4","1","1970","Residential","New Construction","Multifamily","4","31680","2784461","1062746","22391","5817 E 21 ST
,  "
"2612",,"E","40","ST","2","1","1973","Residential","Demolition","Single Family","1","275","2773707","1051228","80839","2612 E 40 ST
,  "
"23",,"E","5","ST","3","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","850","2765493","1071084","61945","23 E 5 ST
,  "
"11109",,"E","48","TE","8","1","1971","Residential","New Construction","Single Family","1","19000","2803062","1043898","47867","11109 E 48 TE
,  "
"11800",,"E","59","ST","10","1","1971","Residential","Additions, Alterations, Repairs","NA","0","1000","2805016","1037153","51566","11800 E 59 ST
,  "
"1001",,"E","17","ST","3","1","1970","Non-Residential","Demolition","NA","0","199","2765791","1000512","20358","1001 E 17 ST
,  "
"11115",,"E","50","ST","5","2","1973","Residential","Additions, Alterations, Repairs","NA","0","600","2803185","1042943","85076","11115 E 50 ST
,  "
"225",,"W","43","ST","9","1","1971","Residential","Additions, Alterations, Repairs","NA","0","750","2763186","1048872","50543","225 W 43 ST
,  "
"7721",,"E","55","ST","6","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2790025","1040494","67185","7721 E 55 ST
,  "
"11919",,"E","55","TE","8","1","1972","Residential","New Construction","Single Family","1","20000","2805603","1039333","70494","11919 E 55 TE
,  "
"714",,"E","10","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2767490","1068889","64390","714 E 10 ST
,  "
"15300",,"E","49","ST","11","1","1970","Residential","New Construction","Single Family","1","10000","2816911","1043199","32925","15300 E 49 ST
,  "
"15201",,"E","48","ST","7","1","1970","Residential","New Construction","Single Family","1","10000","2816630","1043704","27282","15201 E 48 ST
,  "
"6001",,"E","40","TE","2","1","1970","Residential","New Construction","Multifamily","6","31704","2784460","1050296","19953","6001 E 40 TE
,  "
"2900",,"E","21","ST","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","700","2774942","1063234","29615","2900 E 21 ST
,  "
"3303",,"NW","59","ST","5","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","2070","2755018","1104893","66235","3303 NW 59 ST
,  "
"804",,"E","24","ST","1","1","1973","Residential","Demolition","Single Family","1","620","2767526","1062243","80478","804 E 24 ST
,  "
"11818",,"E","58","ST","5","1","1970","Residential","New Construction","Single Family","1","8000","2805137","1037971","23930","11818 E 58 ST
,  "
"1331",,"E","12","ST","2","1","1971","Non-Residential","Demolition","NA","0","280","2769914","1067796","37233","1331 E 12 ST
,  "
"2408",,"E","13","ST","12","1","1972","Residential","Demolition","Single Family","1","525","2773482","1067253","77752","2408 E 13 ST
,  "
"3216",,"E","52","ST","10","1","1971","Residential","Additions, Alterations, Repairs","NA","0","700","2775318","1043243","51747","3216 E 52 ST
,  "
"5045",,"E","8","ST","6","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","300","2782573","1068931","66801","5045 E 8 ST
,  "
"3300",,"E","53","ST","4","1","1970","Residential","Demolition","Single Family","1","424","2775397","1042579","22980","3300 E 53 ST
,  "
"2212",,"E","42","ST","7","1","1972","Residential","Additions, Alterations, Repairs","NA","0","1700","2772316","1049994","68891","2212 E 42 ST
,  "
"7022",,"NE","51","TE","4","1","1971","Residential","Additions, Alterations, Repairs","NA","0","5000","2789531","1099787","41977","7022 NE 51 TE
,  "
"5200",,"E","39","TE","4","1","1972","Residential","Additions, Alterations, Repairs","NA","0","2700","2782037","1051308","62805","5200 E 39 TE
,  "
"12301",,"E","57","TE","3","1","1972","Residential","New Construction","Single Family","1","14500","2806580","1038158","61018","12301 E 57 TE
,  "
