"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"127",,"W","10","ST","2","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2764552","1068859","19200","127 W 10 ST
,  "
"5801",,"NE","45","ST","4","1","1972","Residential","New Construction","Single Family","1","12000","2785331","1095433","63115","5801 NE 45 ST
,  "
"5116",,"NE","48","ST","6","1","1972","Non-Residential","Additions, Alterations, Repairs","NA","0","300","2783192","1097533","67611","5116 NE 48 ST
,  "
"600",,"W","26","ST","3","1","1971","Non-Residential","Demolition","NA","0","700","2762659","1060975","39465","600 W 26 ST
,  "
"2009",,"E","42","ST","4","1","1970","Residential","Additions, Alterations, Repairs","NA","0","100","2771570","1049925","22953","2009 E 42 ST
,  "
"3508",,"E","36","ST","7","1","1972","Residential","Additions, Alterations, Repairs","NA","0","400","2776669","1053774","69336","3508 E 36 ST
,  "
"4954",,"E","31","ST","4","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2781421","1056834","21681","4954 E 31 ST
,  "
"2019",,"NE","34","PL","7","1","1970","Non-Residential","New Construction","NA","0","4100","2772764","1088949","27567","2019 NE 34 PL
,  "
"7700",,"NE","55","ST","11","1","1971","Residential","Additions, Alterations, Repairs","NA","0","2900","2791199","1102400","54875","7700 NE 55 ST
,  "
"2000",,"E","13","ST","4","1","1970","Residential","Demolition","Single Family","1","197","2772149","1067309","23035","2000 E 13 ST
,  "
"2748",,"NE","42","ST","7","1","1971","Residential","Additions, Alterations, Repairs","NA","0","320","2775171","1093526","46819","2748 NE 42 ST
,  "
"407",,"W","8","ST","1","1","1973","Non-Residential","Additions, Alterations, Repairs","NA","0","1100","2763509","1069768","79988","407 W 8 ST
,  "
"222",,"E","55","ST","9","1","1970","Residential","Additions, Alterations, Repairs","NA","0","691","2764924","1041423","29882","222 E 55 ST
,  "
"3020",,"E","54","ST","2","1","1970","Residential","Additions, Alterations, Repairs","NA","0","4000","2774668","1041961","19731","3020 E 54 ST
,  "
"3009",,"E","10","ST","4","1","1970","Residential","Demolition","Single Family","1","625","2775412","1068543","22877","3009 E 10 ST
,  "
"15200",,"E","48","ST","7","1","1970","Residential","New Construction","Single Family","1","12000","2816642","1043809","27664","15200 E 48 ST
,  "
"5300",,"E","59","ST","3","1","1971","Non-Residential","Additions, Alterations, Repairs","NA","0","14000","2781734","1038344","39815","5300 E 59 ST
,  "
"106",,"W","11","ST","12","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","50000","2764726","1068485","34725","106 W 11 ST
,  "
"5103",,"E","40","ST","10","1","1970","Residential","Additions, Alterations, Repairs","NA","0","398","2781803","1050894","31816","5103 E 40 ST
,  "
"2629",,"E","28","ST","2","1","1973","Residential","Demolition","Multifamily","2","1120","2773890","1058880","81615","2629 E 28 ST
,  "
"1401",,"E","8","ST","10","1","1972","Non-Residential","New Construction","NA","0","1500","2770263","1069454","74660","1401 E 8 ST
,  "
"4504",,"E","16","ST","2","1","1970","Non-Residential","Additions, Alterations, Repairs","NA","0","995","2780309","1065424","19502","4504 E 16 ST
,  "
"4310",,"E","22","ST","8","1","1970","Residential","Demolition","Single Family","1","300","2779623","1062843","29248","4310 E 22 ST
,  "
"3001",,"NE","37","ST","12","1","1971","Residential","New Construction","Multifamily","16","275000","2775846","1090337","56241","3001 NE 37 ST
,  "
"2415",,"E","49","ST","7","1","1971","Residential","Demolition","Single Family","1","375","2772677","1045175","45972","2415 E 49 ST
,  "
