"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearm_used_flag","location"
"190003634","2019-01-14T00:00:00.000","22:51","2019-01-14T00:00:00.000","22:51",,,"Armed Robbery","120",,"344","5020 BLUE RIDGE CT","KANSAS CITY","64130","PJ4078","EPD","U","VIC",,,,"false",
"190003945","2019-01-16T00:00:00.000","0:30","2019-01-15T00:00:00.000","19:12",,,"Forgery","250",,"345","11601 E US 40 HW","KANSAS CITY","64129","PJ3601","EPD","U","SUS","U","U",,"false",
"190004250","2019-01-16T00:00:00.000","23:30","2019-01-16T00:00:00.000","23:30",,,"Burglary - Residence","220",,"531","100 W 99 TE #103","KANSAS CITY","64114","PJ6611","SPD","U","SUS","U","U",,"false",
"190004250","2019-01-16T00:00:00.000","23:30","2019-01-16T00:00:00.000","23:30",,,"Burglary - Residence","220",,"531","100 W 99 TE #103","KANSAS CITY","64114","PJ6611","SPD","U","VIC","B","F","18","false",
"190004323","2019-01-17T00:00:00.000","9:40","2018-09-29T00:00:00.000","17:23",,,"Forged Checks","250",,"532","10408 BLUE RIDGE BL","KANSAS CITY","64134","PJ6828","SPD","U","VIC",,,,"false",
"190004453","2019-01-17T00:00:00.000","15:18","2019-01-17T00:00:00.000","15:17",,,"Aggravated Assault (","13A",,"223","E 63 ST/SWOPE PK","KANSAS CITY","64130","PJ4922","MPD","U","VIC","B","M",,"true",
"190004538","2019-01-17T00:00:00.000","21:20","2019-01-17T00:00:00.000","21:20",,,"Resisting an Officer","90Z",,"141","914 E ARMOUR BL #402","KANSAS CITY","64127","PJ2771","CPD","U","ARR","B","M","23","false",
"190004588","2019-01-18T00:00:00.000","6:34","2019-01-18T00:00:00.000","1:00","2019-01-18T00:00:00.000","6:58","Auto Theft","240",,"545","E 99 ST/LANE AV","KANSAS CITY","64134","PJ6620","SPD","U","SUS","U","U",,"false",
"190004661","2019-01-18T00:00:00.000","11:50","2019-01-18T00:00:00.000","11:48",,,"Non Agg Assault Dome","13B",,"413","NW 64 ST/I 29 HW","KANSAS CITY","64151","PP0623","NPD","Y","VIC","W","F","47","false",
"190004743","2019-03-11T00:00:00.000","8:00",,,,,"Forcible Sodomy","11B",,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","SUS","W","M","26","false",
"190004762","2019-01-18T00:00:00.000","17:05","2019-01-18T00:00:00.000","17:05",,,"Resisting an Officer","90Z",,"113","E 18 ST/CHARLOTTE ST","KANSAS CITY","64108","PJ1483","CPD","U","VIC",,,,"false",
"190004826","2019-01-18T00:00:00.000","21:44","2019-01-18T00:00:00.000","21:44",,,"Non Aggravated Assau","13B",,"334","2600 SWOPE PK #901","KANSAS CITY","64129","PJ3880","EPD","Y","SUS","B","M","59","false",
"190005069","2019-01-20T00:00:00.000","1:08","2019-01-20T00:00:00.000","1:08",,,"Aggravated Assault (","13A",,"344","BYRAMS FORD RD/SNI-A-BAR RD","KANSAS CITY","64129","PJ4035","EPD","N","VIC","B","F","30","true",
"190005231","2019-01-20T00:00:00.000","17:57","2019-01-20T00:00:00.000","17:57",,,"Non Agg Assault Dome","13B",,"421","NW BARRY RD/I 29 HW","KANSAS CITY","64153","PP0317","NPD","Y","ARR","W","M","22","false",
"190005246","2019-01-20T00:00:00.000","19:27","2019-01-20T00:00:00.000","19:27",,,"Trespassing","90J",,"132","3741 BROADWAY BL","KANSAS CITY","64110","PJ2968","CPD","U","VIC",,,,"false",
"190005250","2019-01-20T00:00:00.000","19:41","2019-01-20T00:00:00.000","19:40",,,"Agg Assault - Drive-","13A",,"312","E 11 ST/OAKLEY AV","KANSAS CITY","64127","PJ1079","EPD","N","VIC","W","M","37","false",
"190005314","2019-01-20T00:00:00.000","23:56","2019-01-20T00:00:00.000","23:56",,,"Non Agg Assault Dome","13B",,"133","115 W 39 ST #210","KANSAS CITY","64111","PJ3132","CPD","U","SUS","B","F","41","false",
"190005349","2019-01-21T00:00:00.000","7:46","2019-01-20T00:00:00.000","0:01","2019-01-21T00:00:00.000","7:00","Disorderly Conduct","90C",,"121","2201 LEXINGTON AV","KANSAS CITY","64106","PJ0390","CPD","U","VIC","W","M","35","false",
"190005443","2019-01-21T00:00:00.000","14:09","2019-01-20T00:00:00.000","23:45",,,"Auto Theft","240",,"121","CHESTNUT TR/CLIFF DR","KANSAS CITY","64106","PJ0318","CPD","U","VIC",,,,"false",
"190005500","2019-01-21T00:00:00.000","17:14","2019-01-21T00:00:00.000","17:14",,,"Disorderly Conduct","90C",,"144","PROSPECT AV/SWOPE PK","KANSAS CITY","64130","PJ3813","CPD","U","VIC",,,,"false",
"190005551","2019-01-21T00:00:00.000","18:18","2019-01-21T00:00:00.000","18:08",,,"Auto Theft","240",,"345","4902 RAYTOWN RD #162","KANSAS CITY","64129","PJ4031","EPD","U","SUS","U","U",,"false",
"190005604","2019-01-22T00:00:00.000","4:50","2019-01-22T00:00:00.000","0:01","2019-01-22T00:00:00.000","3:00","Agg Assault - Domest","13A",,"115","2301 HOLMES ST #13","KANSAS CITY","64106","PJ1938","CPD","Y","SUS","B","M","30","true",
"190005672","2019-01-22T00:00:00.000","10:21","2019-01-22T00:00:00.000","10:00","2019-01-22T00:00:00.000","10:21","Auto Theft","240",,"122","E 12 ST/WOODLAND AV","KANSAS CITY","64127","PJ1056","CPD","U","VIC",,,,"false",
"190005774","2019-01-22T00:00:00.000","16:57","2019-01-21T00:00:00.000","17:10","2019-01-22T00:00:00.000","15:45","Auto Theft","240",,"143","E 45 ST/TRACY AV","KANSAS CITY","64110","PJ3554","CPD","N","VIC","B","F","63","false",
"190005821","2019-01-22T00:00:00.000","20:34","2019-01-22T00:00:00.000","20:34",,,"Non Agg Assault Dome","13B",,"242","7615 MONROE AV","KANSAS CITY","64132","PJ5718","MPD","Y","SUS","B","M","25","false",
"190005978","2019-01-23T00:00:00.000","12:35","2019-01-20T00:00:00.000","3:20","2019-01-20T00:00:00.000","14:30","Stealing All Other","23H",,"345","E 47 ST/STERLING AV","KANSAS CITY","64133","PJ3792","EPD","U","SUS","W","F","34","false",
"190006258","2019-01-24T00:00:00.000","12:28","2019-01-03T00:00:00.000","22:32","2019-01-23T00:00:00.000","13:22","Pornography","370",,,"UNKNOWN","KANSAS CITY",,,,"U","VIC",,,,"false",
"190006330","2019-01-24T00:00:00.000","16:14","2019-01-24T00:00:00.000","16:14",,,"Possession/Sale/Dist","35A",,"121","BROOKLYN AV/INDEPENDENCE BL","KANSAS CITY","64108","PJ0569","CPD","U","VIC",,,,"false",
"190006758","2019-01-26T00:00:00.000","4:22","2019-01-26T00:00:00.000","4:22",,,"Driving Under Influe","90D",,"123","E 19 ST/VINE ST","KANSAS CITY","64105","PJ1581","CPD","U","ARR","B","M","51","false",
"190006874","2019-01-26T00:00:00.000","14:04","2019-01-25T00:00:00.000","23:39",,,"Intimidation","13C",,"224","6036 FOREST AV","KANSAS CITY","64110","PJ4759","MPD","Y","SUS","W","M","61","false",
"190006925","2019-01-26T00:00:00.000","20:11","2019-01-26T00:00:00.000","20:11",,,"Arson","200",,"342","3226 WALLACE AV","KANSAS CITY","64133","PJ2758","EPD","U","SUS","U","U",,"false",
"190006950","2019-01-27T00:00:00.000","4:06","2019-01-26T00:00:00.000","22:43",,,"HOMICIDE/Non Neglige","09A",,"322","E 22 ST/CYPRESS AV","KANSAS CITY",,"PJ1783","EPD","U","VIC","W","M",,"true",
"190006978","2019-01-27T00:00:00.000","4:27","2019-01-27T00:00:00.000","2:09",,,"Aggravated Assault (","13A",,"125","E LINWOOD BL/OLIVE ST","KANSAS CITY",,"PJ2566","CPD","U","VIC","B","M","21","true",
"190006988","2019-01-27T00:00:00.000","4:16","2019-01-27T00:00:00.000","4:15",,,"Resisting an Officer","90Z",,"531","9916 HOLMES RD","KANSAS CITY","64114","PJ6625","SPD","U","VIC",,,,"false",
"190007106","2019-01-27T00:00:00.000","18:02","2019-01-27T00:00:00.000","18:02",,,"Intimidation","13C",,"531","9701 MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","VIC","B","M","28","false",
"190007197","2019-01-28T00:00:00.000","6:50","2019-01-28T00:00:00.000","6:50",,,"Misc Violation","90Z",,"312","817 WHEELING AV","KANSAS CITY","64126","PJ0933","EPD","U","SUS","U","U",,"false",
"190007285","2019-02-19T00:00:00.000","12:57",,,,,"Fraud/Confidence Gam","26A",,,,,,,,"U","VIC",,,,"false",
"190007336","2019-01-28T00:00:00.000","16:00","2018-12-16T00:00:00.000","12:00","2018-12-16T00:00:00.000","14:00","Rape","11A",,"632","3500  N POPLAR AV","KANSAS CITY","64119","PC1384","SCP","U","SUS","W","M",,"false",
"190007440","2019-01-28T00:00:00.000","23:04","2019-01-28T00:00:00.000","23:04",,,"Possession of Drug E","35B",,"144","E 42 ST/OLIVE ST","KANSAS CITY","64130","PJ3347","CPD","U","VIC",,,,"false",
"190007478","2019-01-28T00:00:00.000","8:22","2019-01-06T00:00:00.000","17:00","2019-01-07T00:00:00.000","17:00","Stealing Auto Parts/","23G",,"131","W 39 ST/BROADWAY BL","KANSAS CITY","64111","PJ3062","CPD","U","VIC","B","M","20","false",
"190007584","2019-01-29T00:00:00.000","15:10","2019-01-29T00:00:00.000","15:10",,,"Possession/Sale/Dist","35A",,"314","INDEPENDENCE AV/MYRTLE AV","KANSAS CITY","64123","PJ0602","EPD","U","VIC",,,,"false",
"190007589","2019-01-29T00:00:00.000","15:30","2019-01-29T00:00:00.000","15:30",,,"Possession of Drug E","35B",,"632","NE 41 ST/N MONROE AV","KANSAS CITY","64118","PC1204","SCP","U","VIC",,,,"false",
"190007736","2019-01-30T00:00:00.000","9:47","2019-01-30T00:00:00.000","9:20","2019-01-30T00:00:00.000","9:47","Property Damage","290",,"342","2801 OAKLEY AV","KANSAS CITY","64127","PJ2341","EPD","U","SUS","W","F",,"false",
"190008028","2019-01-31T00:00:00.000","12:27","2019-01-31T00:00:00.000","12:24","2019-01-31T00:00:00.000","12:27","Possession/Sale/Dist","35A",,"211","E 52 ST/INDIANA AV","KANSAS CITY","64130","PJ4150","MPD","U","VIC",,,,"false",
"190008048","2019-01-31T00:00:00.000","11:38","2019-01-29T00:00:00.000","7:00","2019-01-31T00:00:00.000","11:30","Property Damage","290",,"123","E 18 ST/GARFIELD AV","KANSAS CITY","64108","PJ1448","CPD","U","VIC",,,,"false",
"190008110","2019-01-31T00:00:00.000","16:58","2019-01-31T00:00:00.000","16:58",,,"Non Agg Assault Dome","13B",,"332","3615 CHESTNUT AV","KANSAS CITY","64127","PJ2961","EPD","Y","VIC","B","M","29","false",
"190008190","2019-02-01T00:00:00.000","1:08","2019-02-01T00:00:00.000","1:08",,,"Trespassing","90J",,"113","E 14 ST/MAIN ST","KANSAS CITY","64105","PJ1170","CPD","U","VIC",,,,"false",
"190008371","2019-02-01T00:00:00.000","17:29","2019-02-01T00:00:00.000","17:29",,,"Agg Assault - Drive-","13A",,"114","AVENIDA CESAR E. CHA/JARBOE ST","KANSAS CITY","64105","PJ1842","CPD","U","VIC","W","M","18","true",
"190008386","2019-02-01T00:00:00.000","18:05","2019-02-01T00:00:00.000","17:45",,,"Aggravated Assault (","13A",,"213","E 53 TE/BYRAMS FORD RD","KANSAS CITY","64129","PJ4368","MPD","U","SUS","W","M",,"true",
"190008580","2019-02-02T00:00:00.000","13:12","2019-02-02T00:00:00.000","12:30","2019-02-02T00:00:00.000","13:12","Auto Theft","240",,"323","2916 PROSPECT AV","KANSAS CITY","64127","PJ2410","EPD","U","SUS","W","M",,"false",
"190008661","2019-02-02T00:00:00.000","19:33","2019-02-02T00:00:00.000","19:33",,,"Possession of Drug E","35B",,"124","E 31 ST/PARK AV","KANSAS CITY","64109","PJ2478","CPD","U","VIC",,,,"false",
"190008698","2019-02-02T00:00:00.000","22:28","2019-02-02T00:00:00.000","22:28",,,"Non Agg Assault Dome","13B",,"121","2500 INDEPENDENCE BL #C5","KANSAS CITY","64124","PJ0573","CPD","U","ARR","B","M","36","false",
"190008786","2019-02-03T00:00:00.000","11:02","2019-02-03T00:00:00.000","11:02",,,"Trespassing","90J",,"113","1201 MAIN ST","KANSAS CITY","64106","PJ1087","CPD","U","VIC",,,,"false",
"190008953","2019-02-04T00:00:00.000","0:04","2019-02-04T00:00:00.000","0:02",,,"Non Aggravated Assau","13B",,"CPD","E ARMOUR BL/TRACY AV","KANSAS CITY","64110","PJ2778","CPD","U","SUS","B","M","30","false",
"190009014","2019-02-04T00:00:00.000","10:17","2019-02-04T00:00:00.000","10:10",,,"Aggravated Assault (","13A",,"312","E 10 ST/WHITE AV","KANSAS CITY","64126","PJ1003","EPD","U","SUS","U","U",,"true",
"190009151","2019-02-04T00:00:00.000","17:35","2019-02-04T00:00:00.000","17:30",,,"Trespassing","90J",,"241","2316 E MEYER BL","KANSAS CITY","64131","PJ4990","MPD","U","VIC",,,,"false",
"190009256","2019-02-05T00:00:00.000","6:17","2019-02-04T00:00:00.000","19:00","2019-02-05T00:00:00.000","6:00","Stealing from Buildi","23D",,"113","215 W 18 ST","KANSAS CITY","64108","PJ1531","CPD","U","VIC","U","U",,"false",
"190009379","2019-02-05T00:00:00.000","21:58","2019-02-05T00:00:00.000","15:04",,,"Non Agg Assault Dome","13B",,"312","812 BENTON BL","KANSAS CITY","64127","PJ0879","EPD","U","SUS","B","M","30","false",
"190009465","2019-02-05T00:00:00.000","20:09","2019-02-05T00:00:00.000","20:09",,,"Trespassing","90J",,"121","711 TRACY AV","KANSAS CITY","64108","PJ0749","CPD","U","VIC",,,,"false",
"190009620","2019-02-06T00:00:00.000","8:58","2019-02-06T00:00:00.000","8:58","2019-02-06T00:00:00.000","13:13","Possession/Sale/Dist","35A",,,"7001 E 163 ST","BELTON","64012",,,"U","ARR","B","M","37","false",
"190009668","2019-02-06T00:00:00.000","15:28","2019-02-06T00:00:00.000","15:00","2019-02-06T00:00:00.000","15:20","Non Aggravated Assau","13B",,"324","E 26 ST/KENSINGTON AV","KANSAS CITY","64127","PJ2131","EPD","N","SUS","B","M",,"false",
"190009699","2019-02-06T00:00:00.000","17:40","2019-02-06T00:00:00.000","17:40",,,"Trespassing","90J",,"641","8301 N CHURCH RD","KANSAS CITY","64157","PC0387","SCP","U","ARR","W","M","42","false",
"190009807","2019-02-07T00:00:00.000","10:26","2019-02-06T00:00:00.000","17:00","2019-02-07T00:00:00.000","8:00","Burglary - Non Resid","220",,"341","1600 OAKLAND AV","KANSAS CITY","64129","PJ1542","EPD","U","SUS","U","U",,"false",
"190010004","2019-02-08T00:00:00.000","8:29","2019-02-07T00:00:00.000","11:00","2019-02-07T00:00:00.000","15:00","Stealing Auto Parts/","23G",,"321","CHESTNUT AV/E TRUMAN RD","KANSAS CITY","64127","PJ1331","EPD","U","VIC",,,,"false",
"190010078","2019-02-08T00:00:00.000","13:05","2019-01-26T00:00:00.000","10:00","2019-01-27T00:00:00.000","17:00","Stealing From Auto","23F",,"341","7023 E 12 TE","KANSAS CITY","64127","PJ1341","EPD","U","SUS","U","U",,"false",
"190010391","2019-02-09T00:00:00.000","15:00","2019-02-09T00:00:00.000","14:45",,,"Misc Violation","90Z",,"111","E 3 ST/GRAND BL","KANSAS CITY","64106","PJ0391","CPD","U","VIC",,,,"false",
"190010703","2019-02-10T00:00:00.000","20:52","2019-02-10T00:00:00.000","20:52",,,"Possession/Sale/Dist","35A",,"411","M 9 HW N/WATER WORKS RD","KANSAS CITY","64116","PC1308","NPD","U","VIC",,,,"false",
"190010992","2019-02-11T00:00:00.000","23:06","2019-02-11T00:00:00.000","23:06",,,"Trespassing","90J",,"113","1301 MAIN ST","KANSAS CITY","64105","PJ1175","CPD","U","VIC",,,,"false","1301 MAIN ST
KANSAS CITY,  64105
(39.098412, -94.583254)"
"190011260","2019-02-12T00:00:00.000","22:30","2019-02-12T00:00:00.000","22:30",,,"Aggravated Assault (","13A",,"222","5401 OLIVE ST","KANSAS CITY","64132","PJ4317","MPD","U","ARR","B","M",,"true",
"190011328","2019-02-13T00:00:00.000","9:01","2019-02-12T00:00:00.000","22:35",,,"Property Damage","290",,"134","333 W 46 TE","KANSAS CITY","64111","PJ3703","CPD","U","VIC",,,,"false",
"190011431","2019-02-13T00:00:00.000","15:05","2019-02-13T00:00:00.000","14:40",,,"Possession/Sale/Dist","35A",,"132","3845 BROADWAY BL","KANSAS CITY",,"PJ3045","CPD","U","VIC",,,,"false",
"190011482","2019-02-13T00:00:00.000","16:23","2019-02-13T00:00:00.000","16:23",,,"Stolen Property OFFE","280",,"322","E 23 ST/LAWN AV","KANSAS CITY","64127","PJ1876","EPD","U","SUS","W","M","45","false",
"190011636","2019-02-14T00:00:00.000","8:40","2019-02-14T00:00:00.000","8:40",,,"Trespassing","90J",,"315","5401 SMART AV","KANSAS CITY","64124","PJ0541","EPD","U","VIC",,,,"false",
"190011838","2019-02-14T00:00:00.000","21:00","2019-02-14T00:00:00.000","21:00",,,"Resisting an Officer","90Z",,"311","3214 ST JOHN AV #2W","KANSAS CITY","64124","PJ0276","EPD","U","VIC",,,,"false",
"190011851","2019-02-14T00:00:00.000","23:01","2019-02-14T00:00:00.000","22:54",,,"Stealing Pickpocket","23A",,,"UNKNOWN","KANSAS CITY",,,,"U","SUS","U","U",,"false",
"190012058","2019-02-16T00:00:00.000","1:02","2019-02-16T00:00:00.000","1:02",,,"Trespassing","90J",,"243","6400 E 87 ST","KANSAS CITY","64132","PJ6223","MPD","U","VIC",,,,"false",
"190012096","2019-02-16T00:00:00.000","7:16","2019-02-15T00:00:00.000","20:00","2019-02-16T00:00:00.000","5:00","Burglary - Residence","220",,"422","3201 NW 100 ST","KANSAS CITY","53154","PP0265","NPD","U","SUS","U","U",,"false",
"190012230","2019-02-16T00:00:00.000","18:08","2019-02-16T00:00:00.000","18:08",,,"Strong Arm Robbery","120",,"643","9220 NE M 152 HW","KANSAS CITY","64157","PC0303","SCP","N","VIC","W","M","23","false",
"190012319","2019-02-17T00:00:00.000","6:27","2019-02-17T00:00:00.000","6:20",,,"Non Agg Assault Dome","13B",,"544","8645 E 97 TE","KANSAS CITY","64138","PJ6620","SPD","Y","SUS","B","M","30","false",
"190012433","2019-02-17T00:00:00.000","15:43","2019-02-17T00:00:00.000","15:43",,,"Aggravated Assault (","13A",,"315","ANDERSON AV/WHITE AV","KANSAS CITY","64124","PJ0370","EPD","N","VIC","B","M","34","true",
"190012528","2019-02-18T00:00:00.000","2:08","2019-02-18T00:00:00.000","2:08",,,"Disorderly Conduct","90C",,"331","2730 JACKSON AV","KANSAS CITY","64123","PJ2286","EPD","U","ARR","B","M","38","false",
"190012609","2019-02-18T00:00:00.000","11:26","2019-02-18T00:00:00.000","11:26",,,"Stolen Property OFFE","280",,"412","5716 N JARBOE DR","KANSAS CITY","64119","PC0647","NPD","U","SUS","W","F","18","false",
"190012762","2019-02-19T00:00:00.000","2:47","2019-02-19T00:00:00.000","2:47",,,"Possession/Sale/Dist","35A",,"315","LAWNDALE AV/SMART AV","KANSAS CITY","64123","PJ0451","EPD","U","ARR","W","M","26","false",
"190012899","2019-02-19T00:00:00.000","14:31","2019-02-19T00:00:00.000","14:00",,,"Stealing Shoplifting","23C",,"423","400 NW BARRY RD","KANSAS CITY","64154","PC0338","NPD","U","VIC",,,,"false",
"190012911","2019-02-19T00:00:00.000","15:55","2019-02-19T00:00:00.000","15:55",,,"False Information to","90Z",,"323","2640 PROSPECT AV","KANSAS CITY","64131","PJ2172","EPD","U","VIC",,,,"false",
"190012952","2019-02-19T00:00:00.000","14:08","2019-02-16T00:00:00.000","16:55",,,"Misc Violation","90Z",,"345","4111 BLUE RIDGE CT","KANSAS CITY","64133","PJ3492","EPD","U","VIC","U","U",,"false",
"190012993","2019-02-19T00:00:00.000","20:41","2019-02-19T00:00:00.000","20:39",,,"Armed Robbery","120",,"535","E BLUE RIDGE BL/BLUE RIVER RD","KANSAS CITY","64146","PJ7371","SPD","U","SUS","B","M",,"true",
"190013044","2019-02-20T00:00:00.000","8:24","2019-02-19T00:00:00.000","1:00",,,"Agg Assault - Domest","13A",,"243","E 75 ST/JAMES A REED RD","KANSAS CITY","64133","PJ5694","MPD","Y","SUS","B","M","18","true",
"190013107","2019-02-20T00:00:00.000","12:15","2019-02-20T00:00:00.000","12:00",,,"Auto Theft","240",,"415","1000 NW 79 TE #8","KANSAS CITY","64118","PC0388","NPD","U","VIC","B","M","31","false",
"190013235","2019-02-20T00:00:00.000","22:21","2019-02-20T00:00:00.000","22:21",,,"Resisting an Officer","90Z",,"122","1108 E 10 ST","KANSAS CITY","64106","PJ0894","CPD","U","VIC",,,,"false",
"190013333","2019-02-21T00:00:00.000","11:11","2019-02-21T00:00:00.000","11:11",,,"Prostitution/Solicit","40A",,"134","1 E 45 ST","KANSAS CITY","64110","PJ3629","CPD","U","ARR","W","F","29","false",
"190013699","2019-02-22T00:00:00.000","19:02","2019-02-22T00:00:00.000","19:02",,,"Fraud/Confidence Gam","26A",,"121","1120 GRAND BL","KANSAS CITY","66104","PJ1015","CPD","U","VIC",,,,"false",
"190013899","2019-02-23T00:00:00.000","16:41","2019-02-23T00:00:00.000","14:30","2019-02-23T00:00:00.000","16:40","Stealing Auto Parts/","23G",,"241","6674 MONROE AV","KANSAS CITY","64130","PJ5142","MPD","U","VIC","B","M","33","false",
"190013999","2019-02-24T00:00:00.000","2:19","2019-02-24T00:00:00.000","2:19",,,"Trespassing","90J",,"115","2301 HOLMES ST","KANSAS CITY","64106","PJ1938","CPD","U","ARR","W","M","60","false",
"190014053","2019-02-24T00:00:00.000","10:20","2019-02-23T00:00:00.000","15:00","2019-02-24T00:00:00.000","10:15","Stealing From Auto","23F",,"535","812 E 121 TE","KANSAS CITY","64146","PJ7317","SPD","U","SUS","U","U",,"false",
"190014068","2019-02-24T00:00:00.000","11:02","2019-02-24T00:00:00.000","11:02",,,"Trespassing","90J",,"641","7100 N CORRINGTON AV","KANSAS CITY","64117","PC0538","SCP","U","VIC",,,,"false",
"190014097","2019-02-24T00:00:00.000","13:59","2019-02-24T00:00:00.000","13:59",,,"Aggravated Assault (","13A",,"342","E 39 ST/WINDSOR RD","KANSAS CITY","64133","PJ3217","EPD","N","VIC","W","M","53","true",
"190014101","2019-02-24T00:00:00.000","15:11","2019-02-23T00:00:00.000","20:00","2019-02-24T00:00:00.000","24:00:00","Stealing From Auto","23F",,"113","E 19 ST/CHERRY ST","KANSAS CITY","64108","PJ1551","CPD","U","SUS","U","U",,"false",
