"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"1601",,"E"," 18TH","ST","5","4","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","55132","2770789","1064824","6248","1601 E 18TH ST
,  "
"4700",,"NW"," 67TH","TE","3","31","1982","Non-Residential","New Construction","NA","0","11000","2750573","1110452","74457","4700 NW 67TH TE
,  "
"330",,"W","  8TH","ST","12","6","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2761865","1022363","20276","330 W 8TH ST
,  "
"6001",,"NE"," 60TH","ST","5","25","1983","Residential","New Construction","Single Family","1","38000","2786066","1105271","7567","6001 NE 60TH ST
,  "
"112",,"W","  9TH","ST","11","2","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","34000","2764532","1069514","85847","112 W 9TH ST
,  "
"3003",,"E"," 31ST","ST","4","22","1980","Residential","Additions, Alterations, Repairs","NA","0","250","2775086","1056978","33291","3003 E 31ST ST
,  "
"7605",,"E"," 90TH","TE","4","22","1980","Residential","Additions, Alterations, Repairs","NA","0","6000","2788717","1016901","33300","7605 E 90TH TE
,  "
"3532",,"NE"," 46TH","TE","7","31","1980","Residential","Additions, Alterations, Repairs","NA","0","4334","2778475","1096717","39452","3532 NE 46TH TE
,  "
"214",,"W"," 18TH","ST","9","22","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2764248","1065180","83584","214 W 18TH ST
,  "
"812",,"W"," 59TH","TE","5","5","1983","Non-Residential","New Construction","NA","0","5000","2760783","1038980","6334","812 W 59TH TE
,  "
"629",,"NE"," 46TH","ST","6","28","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2767772","1096247","9689","629 NE 46TH ST
,  "
"336",,"W"," 63RD","ST","4","15","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","5500","2762282","1036890","32936","336 W 63RD ST
,  "
"3835",,"E","  9TH","ST","3","14","1983","Residential","Demolition","Single Family","1","0","2778567","1068777","3389","3835 E 9TH ST
,  "
"613",,"E"," 97TH","TE","10","29","1982","Residential","New Construction","Multifamily","2","45000","2764854","1013623","85669","613 E 97TH TE
,  "
"114",,"W"," 11TH","ST","7","23","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","115000","2764495","1068499","38894","114 W 11TH ST
,  "
"641",,"W"," 62ND","ST","12","16","1983","Residential","Additions, Alterations, Repairs","NA","0","5000","2760874","1037261","21061","641 W 62ND ST
,  "
"330",,"W"," 85TH","ST","4","29","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2761865","1022363","5980","330 W 85TH ST
,  "
"3908",,"E"," 19TH","ST","3","15","1983","Residential","Additions, Alterations, Repairs","NA","0","7683","2778424","1064062","3517","3908 E 19TH ST
,  "
"12505",,"E"," 53RD","TE","4","27","1983","Non-Residential","New Construction","NA","0","5200","2808370","1040461","5773","12505 E 53RD TE
,  "
"5402",,"NW","85","ST","12","2","1986","Residential","New Construction","Single Family","1","54400","2748192","1122444","26880","5402 NW 85 ST
,  "
"601",,"E"," 69TH","TE","7","22","1982","Residential","Additions, Alterations, Repairs","NA","0","5450","2765428","1032280","80435","601 E 69TH TE
,  "
"1635",,"E"," 49TH","ST","10","24","1983","Non-Residential","Demolition","NA","0","0","2770224","1045371","17386","1635 E 49TH ST
,  "
"1820",,"E"," 73RD","ST","8","18","1980","Residential","Additions, Alterations, Repairs","NA","0","6265","2770285","1029807","40648","1820 E 73RD ST
,  "
"12009",,"E"," 55TH","ST","8","25","1980","Residential","Additions, Alterations, Repairs","NA","0","4800","2805963","1039678","41019","12009 E 55TH ST
,  "
"414",,"E"," 12TH","ST","9","26","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","48000","2766495","1068344","15343","414 E 12TH ST
,  "
"1407",,"W"," 40TH","ST","3","8","1983","Residential","Additions, Alterations, Repairs","NA","0","800","2759388","1051739","3070","1407 W 40TH ST
,  "
"4026",,"E"," 67TH","TE","10","12","1983","Residential","Additions, Alterations, Repairs","NA","0","13000","2777549","1033022","16551","4026 E 67TH TE
,  "
"7501",,"E"," 23RD","TF","4","24","1986","Non-Residential","New Construction","NA","0","10000","2789677","1061729","15149","7501 E 23RD TF
,  "
"1616",,"E"," 24TH","TE","9","10","1980","Residential","Demolition","Single Family","1","0","2770801","1062099","42010","1616 E 24TH TE
,  "
"1324",,"W"," 12TH","ST","11","18","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","18900","2760034","1068423","19263","1324 W 12TH ST
,  "
"2817",,"E","  8TH","ST","4","26","1982","Residential","Additions, Alterations, Repairs","NA","0","500","2775268","1069252","75864","2817 E 8TH ST
,  "
"628",,"E"," 73RD","ST","9","24","1980","Non-Residential","New Construction","NA","0","2700","2765704","1030055","42881","628 E 73RD ST
,  "
"314",,"E"," 11TH","ST","9","8","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","50000","2766377","1068546","41837","314 E 11TH ST
,  "
"201",,"NE"," 88TH","ST","6","16","1983","Residential","New Construction","Single Family","1","35600","2766472","1123968","8898","201 NE 88TH ST
,  "
"1836",,"E"," 68TH","TE","4","25","1983","Residential","Additions, Alterations, Repairs","NA","0","3001","2770489","1032767","5562","1836 E 68TH TE
,  "
"7508",,"NW"," 82ND","ST","8","22","1983","Residential","New Construction","Multifamily","2","55680","2741218","1120215","13239","7508 NW 82ND ST
,  "
"216",,"W"," 12TH","ST","4","15","1980","Non-Residential","Demolition","NA","0","12000","2760520","995057","32868","216 W 12TH ST
,  "
"2118",,"E"," 70TH","TE","4","14","1982","Non-Residential","New Construction","NA","0","4700","2771088","1031419","75275","2118 E 70TH TE
,  "
"5505",,"NE"," 48TH","ST","5","1","1980","Residential","Demolition","Single Family","1","2400","2784389","1097356","33881","5505 NE 48TH ST
,  "
"4008",,"E"," 69TH","TE","7","27","1982","Residential","Additions, Alterations, Repairs","NA","0","3500","2777274","1031750","80631","4008 E 69TH TE
,  "
"9424",,"E"," 90TH","TE","9","10","1982","Residential","New Construction","Single Family","1","52700","2796832","1016651","82930","9424 E 90TH TE
,  "
"6019",,"E"," 12TH","ST","3","31","1980","Residential","Additions, Alterations, Repairs","NA","0","350","2785514","1066794","52090","6019 E 12TH ST
,  "
"4206",,"E"," 54TH","ST","1","13","1983","Non-Residential","Demolition","NA","0","0","2778360","1041766","90810","4206 E 54TH ST
,  "
"101",,"W"," 11TH","ST","8","7","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","7013","2764725","1068355","39946","101 W 11TH ST
,  "
"1749",,"E"," 21ST","ST","1","17","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2771008","1063333","90","1749 E 21ST ST
,  "
"616",,"E","  1ST","ST","7","8","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","7800","2766374","1072727","79604","616 E 1ST ST
,  "
"11209",,"E"," 43RD","TE","7","20","1983","Residential","Additions, Alterations, Repairs","NA","0","4500","2804025","1047150","11147","11209 E 43RD TE
,  "
"114",,"W"," 11TH","ST","8","1","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","250000","2764495","1068499","11773","114 W 11TH ST
,  "
"1105",,"E","  8TH","ST","10","8","1980","Non-Residential","Demolition","NA","0","0","2768955","1069510","43881","1105 E 8TH ST
,  "
"6708",,"E"," 17TH","ST","10","29","1980","Residential","Additions, Alterations, Repairs","NA","0","400","2787490","1064528","45147","6708 E 17TH ST
,  "
"3836",,"E","  9TH","ST","1","30","1980","Residential","Demolition","Single Family","1","800","2778557","1068514","29425","3836 E 9TH ST
,  "
"1008",,"E"," 24TH","ST","5","7","1982","Non-Residential","Demolition","NA","0","0","2768353","1062232","76519","1008 E 24TH ST
,  "
"108",,"NW"," 44TH","ST","9","22","1980","Residential","New Construction","Single Family","1","62025","2764763","1095620","42658","108 NW 44TH ST
,  "
"4315",,"E"," 20TH","ST","1","26","1982","Residential","Additions, Alterations, Repairs","NA","0","2000","2779710","1063384","71412","4315 E 20TH ST
,  "
"111",,"E"," 31ST","TE","3","10","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2765054","1057105","31091","111 E 31ST TE
,  "
"1317",,"E"," 12TH","ST","11","10","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","16000","2769800","1067800","86383","1317 E 12TH ST
,  "
"2008",,"E"," 24TH","TE","6","14","1983","Residential","Additions, Alterations, Repairs","NA","0","1500","2771932","1061638","8646","2008 E 24TH TE
,  "
"641",,"E"," 72ND","TE","7","26","1982","Residential","Additions, Alterations, Repairs","NA","0","600","2765871","1030257","80590","641 E 72ND TE
,  "
"1227",,"W"," 63RD","TE","5","4","1983","Residential","Additions, Alterations, Repairs","NA","0","20000","2758881","1036543","6213","1227 W 63RD TE
,  "
"3013",,"E"," 31ST","ST","12","1","1980","Residential","Additions, Alterations, Repairs","NA","0","14000","2775216","1056978","47095","3013 E 31ST ST
,  "
"3504",,"E"," 25TH","ST","6","1","1983","Residential","Demolition","Multifamily","4","0","2776890","1060980","7926","3504 E 25TH ST
,  "
"2",,"E"," 39TH","ST","8","17","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","40000","2764336","1052373","12968","2 E 39TH ST
,  "
"1115",,"E"," 44TH","ST","9","30","1980","Residential","Additions, Alterations, Repairs","NA","0","46800","2768281","1048809","43278","1115 E 44TH ST
,  "
"330",,"W","  8TH","ST","9","10","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2761865","1022363","42001","330 W 8TH ST
,  "
"12101",,"E"," 58TH","TE","5","9","1983","Residential","New Construction","Single Family","1","53500","2806173","1037288","6546","12101 E 58TH TE
,  "
"505",,"W"," 10TH","ST","12","29","1980","Residential","Demolition","Multifamily","4","0","2764330","1009116","48365","505 W 10TH ST
,  "
"3829",,"E"," 53RD","TE","3","18","1983","Residential","Additions, Alterations, Repairs","NA","0","500","2777455","1041897","3696","3829 E 53RD TE
,  "
"3500",,"E"," 51ST","ST","8","30","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","225000","2776166","1043891","13772","3500 E 51ST ST
,  "
"1314",,"E"," 37TH","ST","2","4","1980","Residential","Additions, Alterations, Repairs","NA","0","2500","2769222","1053408","29570","1314 E 37TH ST
,  "
"9103",,"E"," 39TH","ST","3","5","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","2750000","2797070","1050657","30856","9103 E 39TH ST
,  "
"12301",,"E"," 59TH","TE","7","3","1980","Non-Residential","New Construction","NA","0","4395","2806465","1036591","37645","12301 E 59TH TE
,  "
"7019",,"E"," 17TH","ST","5","28","1982","Residential","Additions, Alterations, Repairs","NA","0","1000","2788639","1064363","77649","7019 E 17TH ST
,  "
"819",,"E"," 93RD","ST","10","26","1983","Residential","Additions, Alterations, Repairs","NA","0","14200","2765752","1016718","17578","819 E 93RD ST
,  "
"12520",,"E"," 65TH","CT","12","1","1983","Residential","New Construction","Single Family","1","54300","2807624","1033077","20027","12520 E 65TH CT
,  "
"820",,"W"," 84TH","ST","10","2","1980","Non-Residential","New Construction","NA","0","1464","2760116","1023081","43439","820 W 84TH ST
,  "
"7613",,"NW"," 73RD","ST","8","22","1983","Residential","New Construction","Single Family","1","29500","2740729","1114133","13237","7613 NW 73RD ST
,  "
"5411",,"E"," 97TH","ST","4","13","1982","Non-Residential","New Construction","NA","0","5300","2781509","1012966","75177","5411 E 97TH ST
,  "
"3608",,"NE"," 78TH","ST","9","30","1983","Residential","New Construction","Single Family","1","45500","2778613","1117345","15709","3608 NE 78TH ST
,  "
"2617",,"E"," 11TH","ST","7","21","1983","Residential","Demolition","Single Family","1","0","2774411","1068247","11214","2617 E 11TH ST
,  "
"1601",,"W"," 16TH","ST","8","24","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","800","2759207","1066078","13412","1601 W 16TH ST
,  "
"12307",,"E"," 58TH","TE","7","15","1983","Non-Residential","New Construction","NA","0","9000","2806671","1037244","10837","12307 E 58TH TE
,  "
"200",,"E"," 25TH","ST","11","16","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","25000","2765532","1061538","18972","200 E 25TH ST
,  "
"2515",,"E","  9TH","ST","2","22","1980","Non-Residential","Demolition","NA","0","1000","2774061","1068930","30337","2515 E 9TH ST
,  "
"6904",,"E"," 96TH","TE","10","21","1982","Residential","Demolition","Single Family","1","0","2786330","1013586","85267","6904 E 96TH TE
,  "
"4936",,"NE"," 48TH","ST","4","20","1987","Residential","Additions, Alterations, Repairs","NA","0","10000","2782422","1097540","14950","4936 NE 48TH ST
,  "
"2200",,"E"," 75TH","ST","6","8","1983","Residential","Additions, Alterations, Repairs","NA","0","2000","2770722","1028473","8368","2200 E 75TH ST
,  "
"3508",,"NE"," 77TH","TE","11","23","1983","Residential","New Construction","Single Family","1","32000","2778309","1116960","19590","3508 NE 77TH TE
,  "
"911",,"W"," 33RD","ST","12","5","1983","Residential","Additions, Alterations, Repairs","NA","0","1575","2761225","1055963","20212","911 W 33RD ST
,  "
"17",,"W"," 82ND","TE","10","25","1983","Non-Residential","New Construction","NA","0","5000","2762790","1023812","17488","17 W 82ND TE
,  "
"1217",,"W"," 95TH","CT","9","2","1982","Residential","New Construction","Single Family","1","160000","2758176","1015371","82553","1217 W 95TH CT
,  "
"207",,"W"," 90TH","ST","10","23","1980","Residential","Additions, Alterations, Repairs","NA","0","7500","2762117","1018898","44834","207 W 90TH ST
,  "
"6468",,"NW"," 70TH","ST","7","22","1980","Residential","New Construction","Multifamily","4","106000","2744544","1111807","38783","6468 NW 70TH ST
,  "
"801",,"W"," 47TH","ST","10","18","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","95000","2761251","1046936","17028","801 W 47TH ST
,  "
"300",,"E"," 75TH","ST","4","29","1980","Residential","Additions, Alterations, Repairs","NA","0","824","2764250","1028808","33670","300 E 75TH ST
,  "
"2100",,"E"," 39TH","ST","5","16","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","5000","2771813","1051991","34788","2100 E 39TH ST
,  "
"218",,"E"," 48TH","ST","4","7","1980","Residential","Demolition","Single Family","1","1135","2764127","1071277","32423","218 E 48TH ST
,  "
"400",,"W"," 51ST","ST","6","1","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","82616","2762573","1044503","7932","400 W 51ST ST
,  "
"8501",,"E"," 57TH","ST","4","27","1983","Residential","New Construction","Single Family","1","61800","2792383","1038974","5763","8501 E 57TH ST
,  "
"6828",,"E"," 13TH","ST","8","27","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2788143","1066476","41177","6828 E 13TH ST
,  "
"401",,"W"," 61ST","TE","10","22","1980","Residential","Additions, Alterations, Repairs","NA","0","400","2762169","1037631","44722","401 W 61ST TE
,  "
"3012",,"NW"," 83RD","TE","6","12","1980","Residential","New Construction","Single Family","1","38450","2755981","1120827","36309","3012 NW 83RD TE
,  "
"8700",,"E"," 74TH","ST","9","9","1983","Residential","Additions, Alterations, Repairs","NA","0","500","2792955","1028125","14394","8700 E 74TH ST
,  "
"14",,"NE"," 43RD","ST","4","29","1980","Residential","Additions, Alterations, Repairs","NA","0","3000","2765879","1094455","33664","14 NE 43RD ST
,  "
"403",,"E"," 45TH","ST","5","26","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","67804","2765721","1048412","7611","403 E 45TH ST
,  "
"1900",,"E"," 55TH","ST","3","3","1980","Residential","Additions, Alterations, Repairs","NA","0","811","2770780","1041489","30787","1900 E 55TH ST
,  "
"715",,"W"," 42ND","ST","7","1","1980","Residential","Demolition","Single Family","1","0","2761918","1050828","37412","715 W 42ND ST
,  "
"628",,"E"," 36TH","ST","9","8","1980","Non-Residential","New Construction","NA","0","4700","2766793","1054186","41788","628 E 36TH ST
,  "
"2010",,"E"," 48TH","TE","8","6","1980","Non-Residential","Demolition","NA","0","0","2771399","1045712","39803","2010 E 48TH TE
,  "
"1222",,"W"," 39TH","ST","7","31","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2759953","1052525","39517","1222 W 39TH ST
,  "
"5411",,"NW"," 59TH","TE","6","11","1985","Residential","New Construction","Single Family","1","65000","2748257","1105547","16872","5411 NW 59TH TE
,  "
"216",,"NW"," 47TH","ST","12","6","1983","Residential","New Construction","Single Family","1","85000","2764396","1096750","20348","216 NW 47TH ST
,  "
"9921",,"E"," 38TH","ST","8","1","1980","Residential","Additions, Alterations, Repairs","NA","0","6300","2799351","1051285","39567","9921 E 38TH ST
,  "
"801",,"W"," 47TH","ST","5","11","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","11700","2761251","1046936","6713","801 W 47TH ST
,  "
"525",,"NE"," 44TH","TE","5","27","1980","Residential","Additions, Alterations, Repairs","NA","0","5500","2767692","1095337","35300","525 NE 44TH TE
,  "
"4014",,"E"," 67TH","TE","7","7","1983","Residential","Additions, Alterations, Repairs","NA","0","600","2777380","1033036","10221","4014 E 67TH TE
,  "
"2003",,"E"," 60TH","TE","8","24","1983","Residential","New Construction","Single Family","1","68000","2770939","1037753","13392","2003 E 60TH TE
,  "
"3000",,"E"," 69TH","ST","9","24","1982","Residential","Additions, Alterations, Repairs","NA","0","6000","2773922","1032238","83728","3000 E 69TH ST
,  "
"4520",,"E"," 56TH","ST","12","5","1980","Residential","Demolition","Single Family","1","0","2779491","1040425","47353","4520 E 56TH ST
,  "
"200",,"W"," 12TH","ST","5","3","1982","Non-Residential","New Construction","NA","0","2000000","2764220","1068169","76165","200 W 12TH ST
,  "
"1305",,"W"," 11TH","ST","1","10","1984","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2760298","1068614","21923","1305 W 11TH ST
,  "
"4412",,"NE"," 49TH","TE","7","10","1980","Residential","Additions, Alterations, Repairs","NA","0","140","2781035","1098932","38021","4412 NE 49TH TE
,  "
"309",,"E"," 41ST","ST","3","28","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2765201","1050428","4199","309 E 41ST ST
,  "
"5837",,"E"," 14TH","ST","6","16","1982","Residential","Additions, Alterations, Repairs","NA","0","500","2785033","1066155","78380","5837 E 14TH ST
,  "
"6212",,"NE"," 68TH","TE","5","25","1983","Non-Residential","New Construction","NA","0","4700","2786803","1111020","7559","6212 NE 68TH TE
,  "
"2900",,"E"," 52ND","ST","7","15","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2774121","1043303","10834","2900 E 52ND ST
,  "
"5223",,"E","  6TH","ST","10","24","1983","Non-Residential","New Construction","NA","0","2500","2782971","1069594","17432","5223 E 6TH ST
,  "
"6411",,"NW"," 72ND","ST","7","9","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","9500","2745598","1113573","79656","6411 NW 72ND ST
,  "
"3229",,"E","  7TH","ST","2","15","1984","Residential","Demolition","Single Family","1","0","2776592","1069547","26149","3229 E 7TH ST
,  "
"148",,"W"," 54TH","ST","5","14","1980","Residential","Additions, Alterations, Repairs","NA","0","42000","2763251","1042370","34666","148 W 54TH ST
,  "
"2409",,"E"," 28TH","ST","7","3","1980","Residential","Demolition","Single Family","1","0","2773272","1059062","37635","2409 E 28TH ST
,  "
"4313",,"E"," 10TH","ST","6","23","1983","Residential","Additions, Alterations, Repairs","NA","0","8000","2779966","1068369","9443","4313 E 10TH ST
,  "
"7512",,"E"," 67TH","ST","2","28","1980","Residential","Additions, Alterations, Repairs","NA","0","3500","2789086","1033087","30646","7512 E 67TH ST
,  "
"1205",,"W"," 76TH","ST","5","2","1983","Residential","Additions, Alterations, Repairs","NA","0","850","2759044","1028381","6095","1205 W 76TH ST
,  "
"2",,"W"," 39TH","ST","10","2","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","200","2764178","1052336","43505","2 W 39TH ST
,  "
"4014",,"E"," 26TH","ST","7","23","1980","Residential","Demolition","Single Family","1","0","2778676","1060236","38893","4014 E 26TH ST
,  "
"1930",,"E"," 72ND","ST","8","22","1980","Residential","Additions, Alterations, Repairs","NA","0","220","2770627","1030452","40878","1930 E 72ND ST
,  "
"1600",,"E"," 18TH","ST","8","10","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","700","2770907","1064925","81368","1600 E 18TH ST
,  "
"722",,"E"," 67TH","ST","4","13","1982","Residential","Additions, Alterations, Repairs","NA","0","400","2766290","1033819","75071","722 E 67TH ST
,  "
"106",,"W"," 12TH","ST","7","10","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","2500000","2764717","1068169","38024","106 W 12TH ST
,  "
"1417",,"E","  8TH","ST","12","19","1980","Non-Residential","Demolition","NA","0","0","2768520","1025409","48136","1417 E 8TH ST
,  "
"3804",,"E"," 19TH","ST","3","24","1983","Residential","Additions, Alterations, Repairs","NA","0","5702","2778060","1064079","4026","3804 E 19TH ST
,  "
"210",,"W"," 10TH","ST","4","8","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","26800","2764171","1069010","4765","210 W 10TH ST
,  "
"3718",,"E"," 18TH","ST","12","1","1980","Non-Residential","Demolition","NA","0","0","2777665","1064619","47071","3718 E 18TH ST
,  "
"3043",,"E"," 32ND","ST","4","18","1980","Residential","Additions, Alterations, Repairs","NA","0","611","2775522","1056656","33172","3043 E 32ND ST
,  "
"100",,"E"," 30TH","ST","6","8","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2764906","1058232","8324","100 E 30TH ST
,  "
"3908",,"E"," 19TH","ST","3","24","1983","Residential","Additions, Alterations, Repairs","NA","0","7683","2778424","1064062","4027","3908 E 19TH ST
,  "
"724",,"NE"," 79TH","TE","10","21","1982","Non-Residential","New Construction","NA","0","1075000","2768700","1118530","85287","724 NE 79TH TE
,  "
"3007",,"E"," 12TH","ST","1","14","1981","Residential","Demolition","Single Family","1","0","2775398","1067542","50128","3007 E 12TH ST
,  "
"1121",,"W"," 38TH","ST","2","7","1980","Residential","Additions, Alterations, Repairs","NA","0","1600","2760378","1052837","29718","1121 W 38TH ST
,  "
"2625",,"E","  6TH","ST","1","17","1980","Residential","Additions, Alterations, Repairs","NA","0","3000","2774322","1069991","28683","2625 E 6TH ST
,  "
"7",,"W"," 69TH","TE","4","15","1982","Residential","Additions, Alterations, Repairs","NA","0","535","2763227","1032510","75323","7 W 69TH TE
,  "
"3871",,"E"," 61ST","ST","8","27","1980","Residential","Demolition","Single Family","1","0","2777786","1036990","41198","3871 E 61ST ST
,  "
"314",,"W","  9TH","ST","7","3","1980","Non-Residential","New Construction","NA","0","12000","2764143","1069491","37633","314 W 9TH ST
,  "
"8402",,"E"," 91ST","TE","4","18","1983","Residential","Additions, Alterations, Repairs","NA","0","2000","2791190","1016291","5206","8402 E 91ST TE
,  "
"5020",,"E"," 10TH","ST","7","22","1983","Residential","Additions, Alterations, Repairs","NA","0","500","2782277","1068409","11306","5020 E 10TH ST
,  "
"2810",,"NE"," 39TH","ST","9","23","1983","Residential","Additions, Alterations, Repairs","NA","0","700","2775564","1091755","15296","2810 NE 39TH ST
,  "
"1708",,"E"," 35TH","ST","5","29","1980","Residential","Demolition","Single Family","1","750","2770694","1054648","35432","1708 E 35TH ST
,  "
"2816",,"E","  7TH","ST","1","16","1981","Residential","Additions, Alterations, Repairs","NA","0","7000","2775130","1069741","50547","2816 E 7TH ST
,  "
"8701",,"E"," 55TH","ST","3","4","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","25900","2793748","1040296","2886","8701 E 55TH ST
,  "
"9509",,"E"," 90TH","TE","5","27","1982","Residential","New Construction","Single Family","1","38875","2797005","1016507","77577","9509 E 90TH TE
,  "
"6900",,"NW"," 83RD","ST","6","16","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2742963","1120949","8885","6900 NW 83RD ST
,  "
"2611",,"NW"," 68TH","ST","9","18","1980","Non-Residential","New Construction","NA","0","1450","2757057","1110808","42546","2611 NW 68TH ST
,  "
"1212",,"W","  8TH","ST","4","6","1982","Non-Residential","Demolition","NA","0","0","2760673","1070023","74790","1212 W 8TH ST
,  "
"2121",,"E"," 63RD","ST","11","8","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","3453500","2771189","1036084","18544","2121 E 63RD ST
,  "
"621",,"W"," 43RD","ST","9","24","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2761970","1049661","42805","621 W 43RD ST
,  "
"1662",,"E"," 22ND","ST","1","17","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2771008","1063333","103","1662 E 22ND ST
,  "
"925",,"E"," 85TH","ST","8","27","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","7000","2766417","1022149","41115","925 E 85TH ST
,  "
"5638",,"E"," 11TH","ST","5","29","1980","Residential","Demolition","Single Family","1","640","2784437","1067719","35441","5638 E 11TH ST
,  "
"325",,"W"," 40TH","ST","4","29","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2763063","1051411","33730","325 W 40TH ST
,  "
"3211",,"E"," 26TH","TE","4","1","1980","Residential","Additions, Alterations, Repairs","NA","0","500","2775814","1059989","32171","3211 E 26TH TE
,  "
"5200",,"E"," 22ND",,"4","16","1980","Residential","Additions, Alterations, Repairs","NA","0","200","2782497","1062730","32986","5200 E 22ND
,  "
"302",,"W"," 47TH","ST","9","14","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","260000","2763039","1047138","14664","302 W 47TH ST
,  "
"301",,"W"," 11TH","ST","3","14","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","400000","2763967","1068365","31337","301 W 11TH ST
,  "
"2801",,"E"," 80TH","ST","9","19","1983","Residential","Demolition","Single Family","1","0","2773007","1024900","14994","2801 E 80TH ST
,  "
"2424",,"E"," 69TH","TE","10","7","1982","Non-Residential","New Construction","NA","0","3400","2772264","1032013","84416","2424 E 69TH TE
,  "
"314",,"W"," 10TH","ST","3","8","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","25000","2763785","1069030","73200","314 W 10TH ST
,  "
"6612",,"E"," 16TH","ST","7","29","1983","Residential","Additions, Alterations, Repairs","NA","0","900","2787303","1065183","11691","6612 E 16TH ST
,  "
"3702",,"E"," 61ST","ST","7","5","1983","Residential","Additions, Alterations, Repairs","NA","0","300","2776435","1037306","10029","3702 E 61ST ST
,  "
"1212",,"E","  8TH","ST","2","17","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2769631","1069697","72388","1212 E 8TH ST
,  "
"5204",,"NW"," 84TH","TE","10","22","1981","Residential","New Construction","Single Family","1","41706","2748941","1121709","65809","5204 NW 84TH TE
,  "
"5629",,"E"," 29TH","ST","9","19","1983","Residential","Demolition","Single Family","1","0","2783963","1057689","14989","5629 E 29TH ST
,  "
"7510",,"E"," 87TH","ST","8","22","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","50000","2788348","1019497","13213","7510 E 87TH ST
,  "
"5414",,"NE"," 41ST","TE","6","23","1983","Residential","Additions, Alterations, Repairs","NA","0","10000","2784093","1092839","9423","5414 NE 41ST TE
,  "
"4920",,"E"," 40TH","TE","6","23","1983","Residential","Additions, Alterations, Repairs","NA","0","4600","2781219","1050588","9351","4920 E 40TH TE
,  "
"8106",,"E"," 68TH","ST","6","11","1982","Residential","Additions, Alterations, Repairs","NA","0","48000","2790808","1032050","78236","8106 E 68TH ST
,  "
"2",,"E"," 20TH","ST","8","19","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2765017","1064205","13169","2 E 20TH ST
,  "
"1107",,"E","  9TH","ST","6","30","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","30000","2769040","1069167","79168","1107 E 9TH ST
,  "
"417",,"E"," 13TH","ST","12","29","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","26000","2766656","1067472","21378","417 E 13TH ST
,  "
"8122",,"NE"," 52ND","ST","4","1","1980","Residential","Additions, Alterations, Repairs","NA","0","200","2793719","1100415","32201","8122 NE 52ND ST
,  "
