"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","latitude","longitude","location_1"
"140029511","2016-03-21T00:00:00.000","9:54","2016-03-19T00:00:00.000","8:08",,"8:59","840","90Z","Resisting an Officer","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","1","VIC",,,,"N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"140029511","2016-03-21T00:00:00.000","9:54","2016-03-19T00:00:00.000","8:08",,"8:59","840","90Z","Resisting an Officer","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","1","SUS","B","M","47","N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"140055542","2016-04-17T00:00:00.000","18:16",,,,,"101","09A","HOMICIDE/Non Neglige","123","E 28 ST and VINE ST","KANSAS CITY","99999","PJ2261","CPD","U","1","VIC","B","M","24","N","39.103","-94.5831","28 ST and VINE ST
KANSAS CITY,  99999
(39.103, -94.5831)"
"140071459","2016-03-26T00:00:00.000","20:23","2016-03-26T00:00:00.000","18:50",,,"1352","280","Stolen Property OFFE","333","E 40 ST and MONROE AV","KANSAS CITY","64130","PJ3205","EPD","U","1","ARR","B","M","26","N","39.037","-94.5474","40 ST and MONROE AV
KANSAS CITY,  64130
(39.037, -94.5474)"
"140071459","2016-03-26T00:00:00.000","20:23","2016-03-26T00:00:00.000","18:50",,,"1352","280","Stolen Property OFFE","333","E 40 ST and MONROE AV","KANSAS CITY","64130","PJ3205","EPD","U","1","VIC","W","M","39","N","39.037","-94.5474","40 ST and MONROE AV
KANSAS CITY,  64130
(39.037, -94.5474)"
"140087385","2016-03-23T00:00:00.000","12:30","2016-03-23T00:00:00.000","12:30",,"12:30","702","240","Auto Theft","545","11500  FOOD LN","KANSAS CITY","64134","PJ7228","SPD","U","1","SUS","U","U",,"N","38.9141","-94.5054","11500 FOOD LN
KANSAS CITY,  64134
(38.9141, -94.5054)"
"140087385","2016-03-23T00:00:00.000","12:30","2016-03-23T00:00:00.000","12:30",,"12:30","702","240","Auto Theft","545","11500  FOOD LN","KANSAS CITY","64134","PJ7228","SPD","U","1","VIC","B","F","28","N","38.9141","-94.5054","11500 FOOD LN
KANSAS CITY,  64134
(38.9141, -94.5054)"
"150009421","2016-01-25T00:00:00.000","7:22",,,,,"210","11B","Forcible Sodomy","112","1100  LOCUST ST , KC","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC","W","F",,"N","39.1009","-94.5774","1100 LOCUST ST
KC KANSAS CITY,  64106
(39.1009, -94.5774)"
"150009421","2016-01-25T00:00:00.000","7:22",,,,,"210","11B","Forcible Sodomy","112","1100  LOCUST ST , KC","KANSAS CITY","64106","PJ1029","CPD","U","1","ARR","W","M","32","N","39.1009","-94.5774","1100 LOCUST ST
KC KANSAS CITY,  64106
(39.1009, -94.5774)"
"150012483","2016-10-31T00:00:00.000","17:28","2015-02-21T00:00:00.000","13:50",,,"1352","280","Stolen Property OFFE","211","E 52 ST and BELLEFONTAINE AV","KANSAS CITY","64130","PJ4145","MPD","U","1","VIC",,,,"N","39.037","-94.5474","52 ST and BELLEFONTAINE AV
KANSAS CITY,  64130
(39.037, -94.5474)"
"150027172","2016-07-08T00:00:00.000","6:20","2016-07-08T00:00:00.000","6:20","2016-08-07T00:00:00.000","6:35","1546","520","Weapons Law Violatio","113","1300  CHERRY ST","KANSAS CITY","64106","PJ1191","CPD","U","1","SUS","B","M","31","Y","39.0983","-94.5763","1300 CHERRY ST
KANSAS CITY,  64106
(39.0983, -94.5763)"
"150027172","2016-07-08T00:00:00.000","6:20","2016-07-08T00:00:00.000","6:20","2016-08-07T00:00:00.000","6:35","1546","520","Weapons Law Violatio","113","1300  CHERRY ST","KANSAS CITY","64106","PJ1191","CPD","U","1","VIC",,,,"Y","39.0983","-94.5763","1300 CHERRY ST
KANSAS CITY,  64106
(39.0983, -94.5763)"
"150029486","2016-02-25T00:00:00.000","12:07","2016-02-25T00:00:00.000","7:55",,"8:23","1546","520","Weapons Law Violatio","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC",,,,"Y","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150029486","2016-02-25T00:00:00.000","12:07","2016-02-25T00:00:00.000","7:55",,"8:23","1546","520","Weapons Law Violatio","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","B","M","45","Y","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150030713","2016-01-25T00:00:00.000","9:00",,,,,"210","11B","Forcible Sodomy","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC","W","F",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150031570","2016-03-03T00:00:00.000","4:50","2016-03-03T00:00:00.000","3:06",,,"1850","35B","Possession of Drug E","131","1300  WESTPORT RD","KANSAS CITY","64111","PJ3423","CPD","U","1","VIC",,,,"N","39.05","-94.6022","1300 WESTPORT RD
KANSAS CITY,  64111
(39.05, -94.6022)"
"150031570","2016-03-03T00:00:00.000","4:50","2016-03-03T00:00:00.000","3:06",,,"840","90Z","Resisting an Officer","131","1300  WESTPORT RD","KANSAS CITY","64111","PJ3423","CPD","U","1","VIC",,,,"N","39.05","-94.6022","1300 WESTPORT RD
KANSAS CITY,  64111
(39.05, -94.6022)"
"150033991","2016-09-16T00:00:00.000","14:30","2016-09-16T00:00:00.000","14:30",,"14:30","840","90Z","Resisting an Officer","344","OZARK RD and RICHMOND AV","KANSAS CITY","64129","PJ3865","EPD","U","1","VIC",,,,"N","39.0385","-94.4973","OZARK KANSAS CITY
, RD 64129
(39.0385, -94.4973)"
"150041914","2016-11-30T00:00:00.000","16:28","2016-11-30T00:00:00.000",,,,"1849","35A","Possession/Sale/Dist","999","800  SOUTHWEST BL","KANSAS CITY","64106","PWX001","OSPD","U","1","SUS","W","M",,"N","39.063","-94.6191","800 SOUTHWEST BL
KANSAS CITY,  64106
(39.063, -94.6191)"
"150046551","2016-05-04T00:00:00.000","14:16","2016-05-04T00:00:00.000","13:04","2016-04-05T00:00:00.000","13:31","1849","35A","Possession/Sale/Dist","531","9700  MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","1","VIC",,,,"N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64138
(38.9507, -94.5361)"
"150046551","2016-05-04T00:00:00.000","14:16","2016-05-04T00:00:00.000","13:04","2016-04-05T00:00:00.000","13:31","1546","520","Weapons Law Violatio","531","9700  MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","1","SUS","B","M","24","Y","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64138
(38.9507, -94.5361)"
"150046551","2016-05-04T00:00:00.000","14:16","2016-05-04T00:00:00.000","13:04","2016-04-05T00:00:00.000","13:31","840","90Z","Resisting an Officer","531","9700  MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","1","VIC",,,,"N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64138
(38.9507, -94.5361)"
"150046551","2016-05-04T00:00:00.000","14:16","2016-05-04T00:00:00.000","13:04","2016-04-05T00:00:00.000","13:31","1849","35A","Possession/Sale/Dist","531","9700  MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","1","SUS","B","M","24","N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64138
(38.9507, -94.5361)"
"150046551","2016-05-04T00:00:00.000","14:16","2016-05-04T00:00:00.000","13:04","2016-04-05T00:00:00.000","13:31","1546","520","Weapons Law Violatio","531","9700  MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","1","VIC",,,,"Y","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64138
(38.9507, -94.5361)"
"150046551","2016-05-04T00:00:00.000","14:16","2016-05-04T00:00:00.000","13:04","2016-04-05T00:00:00.000","13:31","840","90Z","Resisting an Officer","531","9700  MARION PARK DR","KANSAS CITY","64138","PJ6588","SPD","U","1","SUS","B","M","24","N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64138
(38.9507, -94.5361)"
"150048210","2016-05-09T00:00:00.000","9:00","2016-05-09T00:00:00.000","9:00",,,"101","09A","HOMICIDE/Non Neglige","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC","W","M","47","Y","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150048210","2016-05-09T00:00:00.000","9:00","2016-05-09T00:00:00.000","9:00",,,"101","09A","HOMICIDE/Non Neglige","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","B","M","22","Y","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150053360","2016-03-22T00:00:00.000","21:06","2016-03-22T00:00:00.000","21:06",,,"1849","35A","Possession/Sale/Dist","333","E 40 ST and PROSPECT AV","KANSAS CITY","64128","PJ3183","EPD","U","1","VIC",,,,"N","39.0697","-94.5473","40 ST and PROSPECT AV
KANSAS CITY,  64128
(39.0697, -94.5473)"
"150062183","2016-05-24T00:00:00.000","13:07","2016-05-24T00:00:00.000","13:00",,,"502","220","Burglary - Non Resid","415","1000  NW BARRY RD","KANSAS CITY","64154","PC0410","NPD","U","1","VIC",,,,"N","39.2466","-94.5942","1000 NW BARRY RD
KANSAS CITY,  64154
(39.2466, -94.5942)"
"150062591","2016-02-09T00:00:00.000","11:10","2016-02-09T00:00:00.000","9:52","2016-09-02T00:00:00.000","9:54","1546","520","Weapons Law Violatio",,"3400  FARAON ST","ST. JOSEPH","64506",,,"U","1","SUS","W","M","19","Y","39.7697","-94.8102","3400 FARAON ST ST
JOSEPH,  64506
(39.7697, -94.8102)"
"150062591","2016-02-09T00:00:00.000","11:10","2016-02-09T00:00:00.000","9:52","2016-09-02T00:00:00.000","9:54","1546","520","Weapons Law Violatio",,"3400  FARAON ST","ST. JOSEPH","64506",,,"U","1","VIC",,,,"Y","39.7697","-94.8102","3400 FARAON ST ST
JOSEPH,  64506
(39.7697, -94.8102)"
"150067909","2016-01-08T00:00:00.000","4:30",,,,,"1352","280","Stolen Property OFFE","331","E LINWOOD BL and WALROND AV","KANSAS CITY","64127","PJ2606","EPD","U","1","SUS","W","M","36","N","39.0678","-94.5461","E LINWOOD KANSAS CITY
, BL 64127
(39.0678, -94.5461)"
"150067909","2016-01-08T00:00:00.000","4:30",,,,,"702","240","Auto Theft","331","E LINWOOD BL and WALROND AV","KANSAS CITY","64127","PJ2606","EPD","U","1","SUS","W","M","36","N","39.0678","-94.5461","E LINWOOD KANSAS CITY
, BL 64127
(39.0678, -94.5461)"
"150071363","2016-04-07T00:00:00.000","14:03","2016-04-07T00:00:00.000","8:30","2016-07-04T00:00:00.000","11:00","1050","250","Counterfeiting","112","900  CHARLOTTE ST","KANSAS CITY","64106","PJ0887","CPD","U","1","VIC","W","M","43","N","39.1032","-94.5738","900 CHARLOTTE ST
KANSAS CITY,  64106
(39.1032, -94.5738)"
"150073794","2016-01-21T00:00:00.000","13:06","2015-10-13T00:00:00.000","23:07",,"23:50","1546","520","Weapons Law Violatio","242","7600  PROSPECT AV","KANSAS CITY","64132","PJ5702","MPD","U","1","VIC",,,,"Y","38.9871","-94.5575","7600 PROSPECT AV
KANSAS CITY,  64132
(38.9871, -94.5575)"
"150073794","2016-01-21T00:00:00.000","11:09","2015-10-13T00:00:00.000","22:47",,"23:57","1546","520","Weapons Law Violatio","242","7600  PROSPECT AV","KANSAS CITY","99999","PJ5702","MPD","U","1","VIC",,,,"Y","38.9871","-94.5575","7600 PROSPECT AV
KANSAS CITY,  99999
(38.9871, -94.5575)"
"150073794","2016-01-21T00:00:00.000","11:09","2015-10-13T00:00:00.000","22:47",,"23:57","1546","520","Weapons Law Violatio","242","7600  PROSPECT AV","KANSAS CITY","99999","PJ5702","MPD","U","2","SUS","B","M","17","Y","38.9871","-94.5575","7600 PROSPECT AV
KANSAS CITY,  99999
(38.9871, -94.5575)"
"150073794","2016-01-21T00:00:00.000","13:06","2015-10-13T00:00:00.000","23:07",,"23:50","1546","520","Weapons Law Violatio","242","7600  PROSPECT AV","KANSAS CITY","64132","PJ5702","MPD","U","2","SUS","B","M","17","Y","38.9871","-94.5575","7600 PROSPECT AV
KANSAS CITY,  64132
(38.9871, -94.5575)"
"150073794","2016-01-21T00:00:00.000","13:06","2015-10-13T00:00:00.000","23:07",,"23:50","1546","520","Weapons Law Violatio","242","7600  PROSPECT AV","KANSAS CITY","64132","PJ5702","MPD","U","1","SUS","B","M","17","Y","38.9871","-94.5575","7600 PROSPECT AV
KANSAS CITY,  64132
(38.9871, -94.5575)"
"150073794","2016-01-21T00:00:00.000","11:09","2015-10-13T00:00:00.000","22:47",,"23:57","1546","520","Weapons Law Violatio","242","7600  PROSPECT AV","KANSAS CITY","99999","PJ5702","MPD","U","1","SUS","B","M","17","Y","38.9871","-94.5575","7600 PROSPECT AV
KANSAS CITY,  99999
(38.9871, -94.5575)"
"150075756","2016-05-30T00:00:00.000","16:08",,,,,"702","240","Auto Theft","632","N BRIGHTON AV and NE PARVIN RD","KANSAS CITY","64118","PC1231","SCP","U","1","VIC","W","M","22","N","39.167","-94.5215","N BRIGHTON AV KANSAS CITY
, NE 64118
(39.167, -94.5215)"
"150077679","2016-01-05T00:00:00.000","10:36","2016-01-05T00:00:00.000","10:35",,,"1750","11D","Sex Off Fondle - mol","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC","B","M",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150077679","2016-01-05T00:00:00.000","10:36","2016-01-05T00:00:00.000","10:35",,,"1750","11D","Sex Off Fondle - mol","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","W","M","39","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150078627","2016-05-19T00:00:00.000","14:30",,,,,"801","13B","Non Aggravated Assau","113","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC","W","M","44","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150078627","2016-05-19T00:00:00.000","14:30",,,,,"801","13B","Non Aggravated Assau","113","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","B","M","24","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150082015","2016-01-04T00:00:00.000","12:41",,,,,"1701","90Z","Sex Offense -others","112","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","SUS","B","M",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150082015","2016-01-04T00:00:00.000","12:41",,,,,"1701","90Z","Sex Offense -others","112","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","VIC","B","F",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150082191","2016-06-10T00:00:00.000","8:59","2016-06-10T00:00:00.000","7:20","2016-10-06T00:00:00.000","7:45","1546","520","Weapons Law Violatio","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","2","SUS","B","M","32","Y","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"150082191","2016-06-10T00:00:00.000","8:59","2016-06-10T00:00:00.000","7:20","2016-10-06T00:00:00.000","7:45","1546","520","Weapons Law Violatio","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","1","SUS","B","M","50","Y","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"150082267","2016-01-16T00:00:00.000","22:47","2016-01-16T00:00:00.000","21:22",,,"1352","280","Stolen Property OFFE","322","E 12 ST and VAN BRUNT BL","KANSAS CITY","64127","PJ1143","EPD","U","1","VIC",,,,"N","39.0956","-94.5483","12 ST
and VAN BRUNT BL KANSAS CITY,  64127
(39.0956, -94.5483)"
"150084357","2016-02-04T00:00:00.000","9:36","2016-02-02T00:00:00.000","9:00",,,"101","09A","HOMICIDE/Non Neglige","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","Y","1","VIC","B","M","50","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150086113","2016-03-27T00:00:00.000","16:42",,,,,"1546","280","Weapons Law Violatio","341","7100  E 12 ST","KANSAS CITY","64125","PJ1341","EPD","U","1","ARR","W","M","38","N","39.0973","-94.4999","7100 E 12 ST
KANSAS CITY,  64125
(39.0973, -94.4999)"
"150086113","2016-03-27T00:00:00.000","16:42",,,,,"1546","280","Weapons Law Violatio","341","7100  E 12 ST","KANSAS CITY","64125","PJ1341","EPD","U","1","VIC",,,,"N","39.0973","-94.4999","7100 E 12 ST
KANSAS CITY,  64125
(39.0973, -94.4999)"
"150087737","2016-02-01T00:00:00.000","6:30","2015-12-04T00:00:00.000","17:00","2015-05-12T00:00:00.000","16:35","501","220","Burglary - Residence","422","8600  N MARSTON AV","KANSAS CITY","64155","PP0345","NPD","N","1","VIC","W","M","80","N","39.2497","-94.6073","8600 N MARSTON AV
KANSAS CITY,  64155
(39.2497, -94.6073)"
"150088298","2016-01-11T00:00:00.000","23:46","2015-12-08T00:00:00.000","0:15",,,"2100","90D","Driving Under Influe","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","1","SUS","B","M","31","N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"150088385","2016-01-07T00:00:00.000","11:14","2016-01-07T00:00:00.000",,,,"2001","90F","Family Offense","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC","A","F",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150088385","2016-01-07T00:00:00.000","11:14","2016-01-07T00:00:00.000",,,,"2001","90F","Family Offense","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","A","F","26","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150088540","2016-01-05T00:00:00.000","1:54","2015-12-08T00:00:00.000","20:29",,,"2100","90D","Driving Under Influe","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","1","ARR","W","M","63","N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"150088566","2016-09-09T00:00:00.000","8:26",,,,,"630","23C","Stealing Shoplifting",,,,"99999",,,"U","1","SUS","B","M","29","N","0","0","
,  99999
(0.0, 0.0)"
"150088566","2016-09-09T00:00:00.000","8:26",,,,,"630","23C","Stealing Shoplifting",,,,"99999",,,"U","2","SUS","B","F","29","N","0","0","
,  99999
(0.0, 0.0)"
"150088566","2016-09-09T00:00:00.000","8:26",,,,,"630","23C","Stealing Shoplifting",,,,"99999",,,"U","1","VIC",,,,"N","0","0","
,  99999
(0.0, 0.0)"
"150088748","2016-02-01T00:00:00.000","16:26",,,,,"2001","90F","Family Offense","112","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","VIC","B","M",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150088748","2016-02-01T00:00:00.000","16:26",,,,,"2001","90F","Family Offense","112","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","SUS","B","M","47","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150088966","2016-06-02T00:00:00.000","10:21",,,,,"210","11B","Forcible Sodomy","112","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","SUS","W","M","28","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150088966","2016-06-02T00:00:00.000","10:21",,,,,"210","11B","Forcible Sodomy","112","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","VIC","W","F",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150090093","2016-05-19T00:00:00.000","6:29",,,,,"210","11B","Forcible Sodomy","242","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","VIC","B","M",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150090093","2016-05-19T00:00:00.000","6:29",,,,,"210","11B","Forcible Sodomy","242","1100  LOCUST ST","KANSAS CITY","99999","PJ1029","CPD","U","1","SUS","B","M",,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  99999
(39.1009, -94.5774)"
"150090272","2016-12-12T00:00:00.000","10:59","2015-12-15T00:00:00.000","11:00","2016-12-12T00:00:00.000","11:00","1849","35A","Possession/Sale/Dist","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","VIC",,,,"N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150090272","2016-12-12T00:00:00.000","10:59","2015-12-15T00:00:00.000","11:00","2016-12-12T00:00:00.000","11:00","1849","35A","Possession/Sale/Dist","112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","U","1","SUS","B","M","58","N","39.1009","-94.5774","1100 LOCUST ST
KANSAS CITY,  64106
(39.1009, -94.5774)"
"150090920","2016-01-04T00:00:00.000","23:39","2016-01-04T00:00:00.000","23:39","2016-04-01T00:00:00.000","23:59","702","240","Auto Theft","211","E 56 ST and JACKSON AV","KANSAS CITY","64132","PJ4460","MPD","U","1","VIC","U","M","52","N","39.0028","-94.5566","56 ST and JACKSON AV
KANSAS CITY,  64132
(39.0028, -94.5566)"
"150090920","2016-01-04T00:00:00.000","23:39","2016-01-04T00:00:00.000","23:39","2016-04-01T00:00:00.000","23:59","702","240","Auto Theft","211","E 56 ST and JACKSON AV","KANSAS CITY","64132","PJ4460","MPD","U","1","ARR","B","M",,"N","39.0028","-94.5566","56 ST and JACKSON AV
KANSAS CITY,  64132
(39.0028, -94.5566)"
"150091192","2016-02-03T00:00:00.000","2:40","2016-02-03T00:00:00.000","2:40",,,"2100","90D","Driving Under Influe","531","9700  MARION PARK DR","KANSAS CITY","64137","PJ6588","SPD","U","1","ARR","B","F","33","N","38.9507","-94.5361","9700 MARION PARK DR
KANSAS CITY,  64137
(38.9507, -94.5361)"
"150093019","2016-01-02T00:00:00.000","21:36","2016-01-02T00:00:00.000","21:36",,,"1850","35B","Possession of Drug E","333","E 43 ST and COLLEGE AV","KANSAS CITY","64128","PJ3401","EPD","U","1","VIC","B","F","35","N","39.0697","-94.5473","43 ST and COLLEGE AV
KANSAS CITY,  64128
(39.0697, -94.5473)"
"150093019","2016-01-02T00:00:00.000","21:36","2016-01-02T00:00:00.000","21:36",,,"1849","35A","Possession/Sale/Dist","333","E 43 ST and COLLEGE AV","KANSAS CITY","64128","PJ3401","EPD","U","1","VIC","B","F","35","N","39.0697","-94.5473","43 ST and COLLEGE AV
KANSAS CITY,  64128
(39.0697, -94.5473)"
"150093019","2016-01-02T00:00:00.000","21:36","2016-01-02T00:00:00.000","21:36",,,"1849","35A","Possession/Sale/Dist","333","E 43 ST and COLLEGE AV","KANSAS CITY","64128","PJ3401","EPD","U","2","VIC",,,,"N","39.0697","-94.5473","43 ST and COLLEGE AV
KANSAS CITY,  64128
(39.0697, -94.5473)"
