"fiscal_year","county","region","race_ethnicity","children_entering_fbss_family_preservation_services_during_fiscal_year","children_entering_fpr_by_stage"
"2021","Callahan","2-Abilene","Anglo","15","15"
"2021","Callahan","2-Abilene","Hispanic","3","3"
"2021","Callahan","2-Abilene","Other","1","1"
"2021","Cameron","11-Edinburg","Anglo","8","8"
"2021","Cameron","11-Edinburg","Hispanic","191","193"
"2021","Cameron","11-Edinburg","Other","2","2"
"2021","Camp","4-Tyler","African American","7","7"
"2021","Camp","4-Tyler","Anglo","11","12"
"2021","Camp","4-Tyler","Other","1","1"
"2021","Carson","1-Lubbock","Anglo","9","9"
"2021","Carson","1-Lubbock","Hispanic","5","5"
"2021","Cass","4-Tyler","African American","6","6"
"2021","Cass","4-Tyler","Anglo","48","52"
"2021","Cass","4-Tyler","Hispanic","5","5"
"2021","Cass","4-Tyler","Other","12","12"
"2021","Castro","1-Lubbock","Anglo","2","2"
"2021","Castro","1-Lubbock","Hispanic","6","6"
"2021","Chambers","6-Houston","African American","4","4"
"2021","Chambers","6-Houston","Anglo","20","20"
"2021","Chambers","6-Houston","Hispanic","1","1"
"2021","Chambers","6-Houston","Other","2","2"
"2021","Cherokee","4-Tyler","African American","26","26"
"2021","Cherokee","4-Tyler","Anglo","52","53"
"2021","Cherokee","4-Tyler","Hispanic","13","13"
"2021","Cherokee","4-Tyler","Other","14","14"
"2021","Childress","1-Lubbock","African American","5","5"
"2021","Childress","1-Lubbock","Anglo","21","21"
"2021","Childress","1-Lubbock","Hispanic","11","11"
"2021","Childress","1-Lubbock","Other","8","8"
"2021","Clay","2-Abilene","Anglo","32","36"
"2021","Clay","2-Abilene","Hispanic","5","5"
"2021","Clay","2-Abilene","Other","2","2"
"2021","Cochran","1-Lubbock","Anglo","1","1"
"2021","Cochran","1-Lubbock","Hispanic","10","18"
"2021","Cochran","1-Lubbock","Other","1","2"
"2021","Coke","9-Midland","Other","3","6"
"2021","Coleman","2-Abilene","Anglo","12","12"
"2021","Coleman","2-Abilene","Hispanic","5","5"
"2021","Coleman","2-Abilene","Other","3","3"
"2021","Collin","3-Arlington","African American","113","119"
"2021","Collin","3-Arlington","Anglo","152","155"
"2021","Collin","3-Arlington","Asian","11","11"
"2021","Collin","3-Arlington","Hispanic","82","82"
"2021","Collin","3-Arlington","Native American","1","1"
"2021","Collin","3-Arlington","Other","40","40"
"2021","Collingsworth","1-Lubbock","Anglo","5","5"
"2021","Collingsworth","1-Lubbock","Hispanic","7","7"
"2021","Colorado","6-Houston","African American","6","6"
"2021","Colorado","6-Houston","Hispanic","6","6"
"2021","Colorado","6-Houston","Other","1","1"
"2021","Comal","8-San Antonio","African American","6","6"
"2021","Comal","8-San Antonio","Anglo","121","121"
"2021","Comal","8-San Antonio","Asian","1","1"
"2021","Comal","8-San Antonio","Hispanic","129","129"
"2021","Comal","8-San Antonio","Other","9","9"
"2021","Comanche","2-Abilene","Anglo","12","12"
"2021","Comanche","2-Abilene","Hispanic","10","10"
"2021","Concho","9-Midland","African American","2","2"
"2021","Concho","9-Midland","Hispanic","5","5"
"2021","Cooke","3-Arlington","Anglo","37","37"
"2021","Cooke","3-Arlington","Hispanic","14","14"
"2021","Cooke","3-Arlington","Other","1","1"
"2021","Coryell","7-Austin","African American","28","28"
"2021","Coryell","7-Austin","Anglo","55","58"
"2021","Coryell","7-Austin","Hispanic","36","38"
"2021","Coryell","7-Austin","Other","11","12"
"2021","Crane","9-Midland","Hispanic","2","2"
"2021","Crockett","9-Midland","Hispanic","11","11"
"2021","Crockett","9-Midland","Other","1","1"
"2021","Crosby","1-Lubbock","Anglo","2","2"
"2021","Crosby","1-Lubbock","Hispanic","5","5"
"2021","Culberson","10-El Paso","Hispanic","11","11"
"2021","Dallam","1-Lubbock","Anglo","9","9"
"2021","Dallam","1-Lubbock","Hispanic","21","21"
"2021","Dallam","1-Lubbock","Other","1","1"
"2021","Dallas","3-Arlington","African American","1318","1330"
"2021","Dallas","3-Arlington","Anglo","312","313"
"2021","Dallas","3-Arlington","Asian","28","28"
"2021","Dallas","3-Arlington","Hispanic","1245","1251"
"2021","Dallas","3-Arlington","Native American","2","2"
"2021","Dallas","3-Arlington","Other","168","168"
"2021","Dawson","9-Midland","Anglo","6","6"
"2021","Dawson","9-Midland","Hispanic","14","15"
"2021","Deaf Smith","1-Lubbock","Anglo","4","4"
"2021","Deaf Smith","1-Lubbock","Hispanic","57","57"
"2021","Delta","4-Tyler","African American","1","1"
"2021","Delta","4-Tyler","Anglo","4","4"
"2021","Denton","3-Arlington","African American","153","153"
"2021","Denton","3-Arlington","Anglo","188","189"
"2021","Denton","3-Arlington","Asian","8","8"
"2021","Denton","3-Arlington","Hispanic","147","149"
"2021","Denton","3-Arlington","Other","43","43"
"2021","DeWitt","8-San Antonio","African American","4","4"
"2021","DeWitt","8-San Antonio","Anglo","12","12"
"2021","DeWitt","8-San Antonio","Hispanic","18","18"
"2021","DeWitt","8-San Antonio","Other","2","2"
"2021","Dickens","1-Lubbock","Anglo","2","2"
"2021","Dimmit","8-San Antonio","Anglo","3","3"
"2021","Dimmit","8-San Antonio","Hispanic","42","42"
"2021","Dimmit","8-San Antonio","Other","1","1"
"2021","Donley","1-Lubbock","Anglo","5","5"
"2021","Donley","1-Lubbock","Hispanic","4","4"
"2021","Duval","11-Edinburg","Hispanic","52","52"
"2021","Duval","11-Edinburg","Other","3","3"
"2021","Eastland","2-Abilene","African American","8","8"
"2021","Eastland","2-Abilene","Anglo","32","32"
"2021","Eastland","2-Abilene","Hispanic","6","6"
"2021","Eastland","2-Abilene","Other","1","1"
"2021","Ector","9-Midland","African American","16","16"
"2021","Ector","9-Midland","Anglo","68","68"
"2021","Ector","9-Midland","Hispanic","190","193"
"2021","Ector","9-Midland","Other","11","11"
"2021","Edwards","8-San Antonio","Hispanic","5","5"
"2021","Ellis","3-Arlington","African American","20","20"
"2021","Ellis","3-Arlington","Anglo","73","73"
"2021","Ellis","3-Arlington","Hispanic","64","64"
"2021","Ellis","3-Arlington","Other","16","16"
"2021","El Paso","10-El Paso","African American","53","55"
"2021","El Paso","10-El Paso","Anglo","99","101"
"2021","El Paso","10-El Paso","Hispanic","1161","1181"
"2021","El Paso","10-El Paso","Native American","5","5"
"2021","El Paso","10-El Paso","Other","39","39"
"2021","Erath","3-Arlington","Anglo","54","54"
"2021","Erath","3-Arlington","Hispanic","19","19"
"2021","Erath","3-Arlington","Other","3","3"
"2021","Falls","7-Austin","African American","5","5"
"2021","Falls","7-Austin","Anglo","6","6"
"2021","Falls","7-Austin","Hispanic","4","4"
"2021","Fannin","3-Arlington","African American","7","7"
"2021","Fannin","3-Arlington","Anglo","48","48"
"2021","Fannin","3-Arlington","Hispanic","3","3"
"2021","Fannin","3-Arlington","Other","5","5"
"2021","Fayette","7-Austin","African American","6","6"
"2021","Fayette","7-Austin","Anglo","20","20"
"2021","Fayette","7-Austin","Hispanic","6","6"
"2021","Fayette","7-Austin","Other","4","4"
"2021","Fisher","2-Abilene","Anglo","6","6"
"2021","Fisher","2-Abilene","Hispanic","5","5"
"2021","Floyd","1-Lubbock","Hispanic","21","21"
"2021","Foard","2-Abilene","Anglo","2","2"
"2021","Fort Bend","6-Houston","African American","105","108"
"2021","Fort Bend","6-Houston","Anglo","52","52"
"2021","Fort Bend","6-Houston","Asian","11","11"
"2021","Fort Bend","6-Houston","Hispanic","172","172"
"2021","Fort Bend","6-Houston","Native American","1","1"
"2021","Fort Bend","6-Houston","Other","13","13"
"2021","Franklin","4-Tyler","African American","5","7"
"2021","Franklin","4-Tyler","Anglo","7","7"
"2021","Franklin","4-Tyler","Hispanic","5","5"
"2021","Franklin","4-Tyler","Other","4","4"
"2021","Freestone","7-Austin","African American","1","1"
"2021","Freestone","7-Austin","Anglo","6","6"
"2021","Freestone","7-Austin","Hispanic","2","2"
"2021","Freestone","7-Austin","Other","3","3"
"2021","Frio","8-San Antonio","Anglo","10","10"
"2021","Frio","8-San Antonio","Hispanic","57","57"
"2021","Frio","8-San Antonio","Other","9","9"
"2021","Gaines","9-Midland","Anglo","5","5"
"2021","Gaines","9-Midland","Hispanic","16","16"
"2021","Galveston","6-Houston","African American","163","165"
"2021","Galveston","6-Houston","Anglo","210","216"
"2021","Galveston","6-Houston","Asian","2","2"
"2021","Galveston","6-Houston","Hispanic","207","209"
"2021","Galveston","6-Houston","Native American","1","1"
"2021","Galveston","6-Houston","Other","57","59"
"2021","Garza","1-Lubbock","Anglo","2","2"
"2021","Garza","1-Lubbock","Hispanic","2","2"
"2021","Gillespie","8-San Antonio","Anglo","19","19"
"2021","Gillespie","8-San Antonio","Hispanic","17","23"
"2021","Gillespie","8-San Antonio","Other","2","2"
"2021","Goliad","8-San Antonio","African American","4","4"
"2021","Goliad","8-San Antonio","Anglo","2","2"
"2021","Goliad","8-San Antonio","Hispanic","11","11"
"2021","Gonzales","8-San Antonio","Anglo","4","4"
"2021","Gonzales","8-San Antonio","Hispanic","18","18"
"2021","Gonzales","8-San Antonio","Other","1","1"
"2021","Gray","1-Lubbock","African American","3","3"
"2021","Gray","1-Lubbock","Anglo","30","30"
"2021","Gray","1-Lubbock","Asian","1","1"
"2021","Gray","1-Lubbock","Hispanic","44","44"
"2021","Gray","1-Lubbock","Other","3","3"
"2021","Grayson","3-Arlington","African American","16","16"
"2021","Grayson","3-Arlington","Anglo","78","80"
"2021","Grayson","3-Arlington","Hispanic","9","9"
"2021","Grayson","3-Arlington","Native American","1","1"
"2021","Grayson","3-Arlington","Other","18","18"
"2021","Gregg","4-Tyler","African American","91","91"
"2021","Gregg","4-Tyler","Anglo","72","72"
"2021","Gregg","4-Tyler","Asian","1","1"
"2021","Gregg","4-Tyler","Hispanic","26","26"
"2021","Gregg","4-Tyler","Other","18","18"
"2021","Grimes","7-Austin","African American","6","6"
"2021","Grimes","7-Austin","Anglo","2","2"
"2021","Grimes","7-Austin","Other","3","3"
"2021","Guadalupe","8-San Antonio","African American","17","17"
"2021","Guadalupe","8-San Antonio","Anglo","63","63"
"2021","Guadalupe","8-San Antonio","Hispanic","100","100"
"2021","Guadalupe","8-San Antonio","Other","12","12"
"2021","Hale","1-Lubbock","African American","5","5"
"2021","Hale","1-Lubbock","Anglo","10","12"
"2021","Hale","1-Lubbock","Hispanic","101","101"
"2021","Hale","1-Lubbock","Other","3","3"
"2021","Hall","1-Lubbock","African American","5","5"
"2021","Hall","1-Lubbock","Anglo","1","1"
"2021","Hall","1-Lubbock","Hispanic","18","18"
"2021","Hall","1-Lubbock","Other","1","1"
"2021","Hamilton","7-Austin","Anglo","10","10"
"2021","Hansford","1-Lubbock","Anglo","3","3"
"2021","Hardeman","2-Abilene","Anglo","2","2"
"2021","Hardin","5-Beaumont","African American","1","1"
"2021","Hardin","5-Beaumont","Anglo","23","23"
"2021","Hardin","5-Beaumont","Hispanic","1","1"
"2021","Harris","6-Houston","African American","1851","1871"
"2021","Harris","6-Houston","Anglo","647","661"
"2021","Harris","6-Houston","Asian","33","33"
"2021","Harris","6-Houston","Hispanic","2284","2296"
"2021","Harris","6-Houston","Other","286","288"
"2021","Harrison","4-Tyler","African American","42","42"
"2021","Harrison","4-Tyler","Anglo","41","41"
"2021","Harrison","4-Tyler","Hispanic","6","6"
"2021","Harrison","4-Tyler","Other","7","7"
"2021","Hartley","1-Lubbock","Anglo","5","5"
"2021","Hartley","1-Lubbock","Hispanic","2","2"
"2021","Haskell","2-Abilene","Anglo","4","4"
"2021","Haskell","2-Abilene","Other","1","1"
"2021","Hays","7-Austin","African American","6","6"
"2021","Hays","7-Austin","Anglo","37","38"
"2021","Hays","7-Austin","Asian","1","1"
"2021","Hays","7-Austin","Hispanic","123","123"
"2021","Hays","7-Austin","Other","7","9"
"2021","Hemphill","1-Lubbock","Anglo","5","5"
"2021","Henderson","4-Tyler","African American","11","11"
"2021","Henderson","4-Tyler","Anglo","108","108"
"2021","Henderson","4-Tyler","Hispanic","32","32"
"2021","Henderson","4-Tyler","Other","8","8"
"2021","Hidalgo","11-Edinburg","Anglo","10","10"
"2021","Hidalgo","11-Edinburg","Hispanic","801","802"
"2021","Hidalgo","11-Edinburg","Other","11","11"
"2021","Hill","7-Austin","African American","3","3"
"2021","Hill","7-Austin","Anglo","21","21"
"2021","Hill","7-Austin","Hispanic","8","8"
"2021","Hill","7-Austin","Other","1","1"
"2021","Hockley","1-Lubbock","African American","5","6"
"2021","Hockley","1-Lubbock","Anglo","10","10"
"2021","Hockley","1-Lubbock","Hispanic","38","38"
"2021","Hockley","1-Lubbock","Other","4","4"
"2021","Hood","3-Arlington","African American","2","2"
"2021","Hood","3-Arlington","Anglo","53","53"
"2021","Hood","3-Arlington","Hispanic","20","20"
"2021","Hood","3-Arlington","Native American","3","3"
"2021","Hood","3-Arlington","Other","20","20"
"2021","Hopkins","4-Tyler","African American","6","6"
"2021","Hopkins","4-Tyler","Anglo","31","31"
"2021","Hopkins","4-Tyler","Hispanic","8","8"
"2021","Hopkins","4-Tyler","Other","3","3"
"2021","Houston","5-Beaumont","African American","4","4"
"2021","Houston","5-Beaumont","Anglo","3","3"
"2021","Houston","5-Beaumont","Other","3","3"
"2021","Howard","9-Midland","Anglo","24","24"
"2021","Howard","9-Midland","Hispanic","25","25"
"2021","Hudspeth","10-El Paso","Anglo","4","4"
"2021","Hudspeth","10-El Paso","Hispanic","3","3"
"2021","Hudspeth","10-El Paso","Other","1","1"
"2021","Hunt","3-Arlington","African American","23","23"
"2021","Hunt","3-Arlington","Anglo","81","85"
"2021","Hunt","3-Arlington","Hispanic","27","27"
"2021","Hunt","3-Arlington","Other","15","15"
"2021","Hutchinson","1-Lubbock","African American","1","1"
"2021","Hutchinson","1-Lubbock","Anglo","70","70"
"2021","Hutchinson","1-Lubbock","Hispanic","21","21"
"2021","Hutchinson","1-Lubbock","Other","1","1"
"2021","Irion","9-Midland","Hispanic","4","4"
"2021","Jack","2-Abilene","Anglo","9","9"
"2021","Jack","2-Abilene","Hispanic","5","5"
"2021","Jackson","8-San Antonio","African American","2","2"
"2021","Jackson","8-San Antonio","Anglo","11","11"
"2021","Jackson","8-San Antonio","Hispanic","21","21"
"2021","Jackson","8-San Antonio","Other","5","8"
"2021","Jasper","5-Beaumont","Anglo","19","19"
"2021","Jasper","5-Beaumont","Hispanic","4","8"
"2021","Jasper","5-Beaumont","Other","7","7"
"2021","Jefferson","5-Beaumont","African American","128","128"
"2021","Jefferson","5-Beaumont","Anglo","55","57"
"2021","Jefferson","5-Beaumont","Asian","1","1"
"2021","Jefferson","5-Beaumont","Hispanic","36","36"
"2021","Jefferson","5-Beaumont","Other","5","5"
"2021","Jim Hogg","11-Edinburg","Hispanic","15","15"
"2021","Jim Hogg","11-Edinburg","Other","2","2"
"2021","Jim Wells","11-Edinburg","Anglo","15","15"
"2021","Jim Wells","11-Edinburg","Hispanic","148","148"
"2021","Jim Wells","11-Edinburg","Other","2","2"
"2021","Johnson","3-Arlington","African American","8","8"
"2021","Johnson","3-Arlington","Anglo","218","222"
"2021","Johnson","3-Arlington","Hispanic","57","59"
"2021","Johnson","3-Arlington","Other","29","31"
"2021","Jones","2-Abilene","Anglo","17","17"
"2021","Jones","2-Abilene","Hispanic","24","24"
"2021","Karnes","8-San Antonio","Anglo","1","1"
"2021","Karnes","8-San Antonio","Hispanic","14","14"
"2021","Karnes","8-San Antonio","Other","1","1"
"2021","Kaufman","3-Arlington","African American","105","106"
"2021","Kaufman","3-Arlington","Anglo","140","140"
"2021","Kaufman","3-Arlington","Asian","3","3"
"2021","Kaufman","3-Arlington","Hispanic","46","47"
"2021","Kaufman","3-Arlington","Other","20","20"
"2021","Kendall","8-San Antonio","Anglo","16","16"
"2021","Kendall","8-San Antonio","Hispanic","8","8"
"2021","Kendall","8-San Antonio","Other","3","3"
"2021","Kerr","8-San Antonio","Anglo","67","67"
"2021","Kerr","8-San Antonio","Hispanic","46","46"
"2021","Kerr","8-San Antonio","Other","5","5"
"2021","Kimble","9-Midland","Hispanic","3","6"
"2021","Kinney","8-San Antonio","Anglo","3","3"
"2021","Kinney","8-San Antonio","Hispanic","1","1"
"2021","Kleberg","11-Edinburg","African American","2","2"
"2021","Kleberg","11-Edinburg","Anglo","7","7"
"2021","Kleberg","11-Edinburg","Hispanic","86","87"
"2021","Kleberg","11-Edinburg","Other","4","4"
"2021","Knox","2-Abilene","Hispanic","2","2"
"2021","Lamar","4-Tyler","African American","58","58"
"2021","Lamar","4-Tyler","Anglo","67","67"
"2021","Lamar","4-Tyler","Hispanic","11","11"
"2021","Lamar","4-Tyler","Native American","1","1"
"2021","Lamar","4-Tyler","Other","30","30"
"2021","Lamb","1-Lubbock","African American","2","2"
"2021","Lamb","1-Lubbock","Anglo","11","11"
"2021","Lamb","1-Lubbock","Hispanic","39","39"
"2021","Lamb","1-Lubbock","Other","1","1"
"2021","Lampasas","7-Austin","African American","2","2"
"2021","Lampasas","7-Austin","Anglo","23","24"
"2021","Lampasas","7-Austin","Hispanic","16","16"
"2021","Lampasas","7-Austin","Other","2","2"
"2021","La Salle","8-San Antonio","Hispanic","20","20"
"2021","Lavaca","8-San Antonio","African American","2","2"
"2021","Lavaca","8-San Antonio","Anglo","11","11"
"2021","Lavaca","8-San Antonio","Hispanic","2","2"
"2021","Lavaca","8-San Antonio","Other","2","2"
"2021","Lee","7-Austin","African American","10","10"
"2021","Lee","7-Austin","Anglo","2","2"
"2021","Lee","7-Austin","Hispanic","5","5"
"2021","Leon","7-Austin","Anglo","4","4"
"2021","Liberty","6-Houston","African American","8","8"
"2021","Liberty","6-Houston","Anglo","34","34"
"2021","Liberty","6-Houston","Hispanic","19","19"
"2021","Liberty","6-Houston","Other","2","2"
"2021","Limestone","7-Austin","African American","12","12"
"2021","Limestone","7-Austin","Anglo","9","9"
"2021","Limestone","7-Austin","Hispanic","1","1"
"2021","Limestone","7-Austin","Other","3","3"
"2021","Lipscomb","1-Lubbock","Anglo","6","6"
"2021","Lipscomb","1-Lubbock","Hispanic","5","5"
"2021","Live Oak","11-Edinburg","African American","1","1"
"2021","Live Oak","11-Edinburg","Anglo","4","4"
"2021","Live Oak","11-Edinburg","Hispanic","23","23"
"2021","Live Oak","11-Edinburg","Other","1","1"
"2021","Llano","7-Austin","African American","1","1"
"2021","Llano","7-Austin","Anglo","28","31"
"2021","Llano","7-Austin","Hispanic","12","12"
"2021","Llano","7-Austin","Other","9","9"
"2021","Lubbock","1-Lubbock","African American","106","108"
"2021","Lubbock","1-Lubbock","Anglo","175","175"
"2021","Lubbock","1-Lubbock","Asian","6","6"
"2021","Lubbock","1-Lubbock","Hispanic","455","465"
"2021","Lubbock","1-Lubbock","Native American","2","2"
"2021","Lubbock","1-Lubbock","Other","52","60"
"2021","Lynn","1-Lubbock","Hispanic","14","14"
"2021","Madison","7-Austin","Anglo","3","3"
"2021","Madison","7-Austin","Other","1","1"
"2021","Marion","4-Tyler","African American","2","2"
"2021","Marion","4-Tyler","Anglo","23","23"
"2021","Marion","4-Tyler","Other","2","2"
"2021","Martin","9-Midland","Hispanic","1","1"
"2021","Matagorda","6-Houston","African American","21","21"
"2021","Matagorda","6-Houston","Anglo","21","21"
"2021","Matagorda","6-Houston","Hispanic","23","23"
"2021","Matagorda","6-Houston","Other","4","4"
"2021","Maverick","8-San Antonio","Anglo","3","3"
"2021","Maverick","8-San Antonio","Hispanic","80","86"
"2021","Maverick","8-San Antonio","Other","2","2"
"2021","McCulloch","9-Midland","Anglo","11","11"
"2021","McCulloch","9-Midland","Hispanic","12","12"
"2021","McLennan","7-Austin","African American","137","139"
"2021","McLennan","7-Austin","Anglo","93","94"
"2021","McLennan","7-Austin","Hispanic","132","132"
"2021","McLennan","7-Austin","Other","41","45"
"2021","McMullen","11-Edinburg","Anglo","1","1"
"2021","Medina","8-San Antonio","African American","4","4"
"2021","Medina","8-San Antonio","Anglo","46","46"
"2021","Medina","8-San Antonio","Hispanic","108","111"
"2021","Medina","8-San Antonio","Other","10","10"
"2021","Midland","9-Midland","African American","46","47"
"2021","Midland","9-Midland","Anglo","38","38"
"2021","Midland","9-Midland","Hispanic","173","174"
"2021","Midland","9-Midland","Other","10","10"
"2021","Milam","7-Austin","African American","3","3"
"2021","Milam","7-Austin","Anglo","18","18"
"2021","Milam","7-Austin","Hispanic","5","5"
"2021","Mitchell","2-Abilene","African American","7","7"
"2021","Mitchell","2-Abilene","Anglo","5","5"
"2021","Mitchell","2-Abilene","Hispanic","21","21"
"2021","Mitchell","2-Abilene","Other","3","3"
"2021","Montague","2-Abilene","African American","1","1"
"2021","Montague","2-Abilene","Anglo","56","58"
"2021","Montague","2-Abilene","Hispanic","16","16"
"2021","Montague","2-Abilene","Other","2","2"
"2021","Montgomery","6-Houston","African American","29","29"
"2021","Montgomery","6-Houston","Anglo","188","192"
"2021","Montgomery","6-Houston","Hispanic","81","83"
"2021","Montgomery","6-Houston","Other","15","15"
"2021","Moore","1-Lubbock","African American","1","1"
"2021","Moore","1-Lubbock","Anglo","7","7"
"2021","Moore","1-Lubbock","Hispanic","40","40"
"2021","Moore","1-Lubbock","Other","5","5"
"2021","Morris","4-Tyler","African American","14","14"
"2021","Morris","4-Tyler","Anglo","17","17"
"2021","Morris","4-Tyler","Hispanic","4","4"
"2021","Morris","4-Tyler","Other","2","2"
"2021","Nacogdoches","5-Beaumont","African American","37","37"
"2021","Nacogdoches","5-Beaumont","Anglo","28","28"
"2021","Nacogdoches","5-Beaumont","Hispanic","7","7"
"2021","Nacogdoches","5-Beaumont","Other","7","7"
"2021","Navarro","3-Arlington","African American","25","25"
"2021","Navarro","3-Arlington","Anglo","25","26"
"2021","Navarro","3-Arlington","Hispanic","43","43"
"2021","Navarro","3-Arlington","Other","7","7"
"2021","Newton","5-Beaumont","African American","9","10"
"2021","Newton","5-Beaumont","Anglo","6","6"
"2021","Newton","5-Beaumont","Other","2","4"
"2021","Nolan","2-Abilene","Anglo","24","24"
"2021","Nolan","2-Abilene","Hispanic","53","56"
"2021","Nolan","2-Abilene","Other","5","5"
"2021","Nueces","11-Edinburg","African American","34","34"
"2021","Nueces","11-Edinburg","Anglo","83","83"
"2021","Nueces","11-Edinburg","Asian","1","1"
"2021","Nueces","11-Edinburg","Hispanic","441","451"
"2021","Nueces","11-Edinburg","Other","19","19"
"2021","Ochiltree","1-Lubbock","Anglo","7","7"
"2021","Ochiltree","1-Lubbock","Hispanic","14","14"
"2021","Oldham","1-Lubbock","Anglo","2","2"
"2021","Orange","5-Beaumont","African American","9","9"
"2021","Orange","5-Beaumont","Anglo","44","44"
"2021","Orange","5-Beaumont","Hispanic","9","9"
"2021","Orange","5-Beaumont","Other","13","13"
"2021","Palo Pinto","3-Arlington","African American","5","5"
"2021","Palo Pinto","3-Arlington","Anglo","35","35"
"2021","Palo Pinto","3-Arlington","Hispanic","26","26"
"2021","Palo Pinto","3-Arlington","Other","6","6"
"2021","Panola","4-Tyler","African American","4","4"
"2021","Panola","4-Tyler","Anglo","5","5"
"2021","Panola","4-Tyler","Other","4","4"
"2021","Parker","3-Arlington","African American","6","6"
