"fiscal_year","county","region","sum_fgc"
"2018","Comanche","2-Abilene","22"
"2018","Concho","9-Midland","4"
"2018","Cooke","3-Arlington","48"
"2018","Coryell","7-Austin","85"
"2018","Cottle","2-Abilene","3"
"2018","Crane","9-Midland","1"
"2018","Crockett","9-Midland","12"
"2018","Crosby","1-Lubbock","7"
"2018","Culberson","10-El Paso","1"
"2018","Dallam","1-Lubbock","3"
"2018","Dallas","3-Arlington","200"
"2018","Dawson","9-Midland","18"
"2018","Deaf Smith","1-Lubbock","17"
"2018","Delta","4-Tyler","3"
"2018","Denton","3-Arlington","119"
"2018","DeWitt","8-San Antonio","11"
"2018","Dimmit","8-San Antonio","8"
"2018","Donley","1-Lubbock","2"
"2018","Duval","11-Edinburg","16"
"2018","Eastland","2-Abilene","17"
"2018","Ector","9-Midland","125"
"2018","Edwards","8-San Antonio","1"
"2018","Ellis","3-Arlington","17"
"2018","El Paso","10-El Paso","182"
"2018","Erath","3-Arlington","21"
"2018","Falls","7-Austin","13"
"2018","Fannin","3-Arlington","13"
"2018","Fayette","7-Austin","4"
"2018","Fisher","2-Abilene","4"
"2018","Floyd","1-Lubbock","2"
"2018","Foard","2-Abilene","4"
"2018","Fort Bend","6-Houston","7"
"2018","Franklin","4-Tyler","8"
"2018","Freestone","7-Austin","9"
"2018","Frio","8-San Antonio","30"
"2018","Gaines","9-Midland","24"
"2018","Galveston","6-Houston","77"
"2018","Garza","1-Lubbock","1"
"2018","Gillespie","8-San Antonio","4"
"2018","Goliad","8-San Antonio","5"
"2018","Gonzales","8-San Antonio","10"
"2018","Gray","1-Lubbock","15"
"2018","Grayson","3-Arlington","30"
"2018","Gregg","4-Tyler","125"
"2018","Grimes","7-Austin","12"
"2018","Guadalupe","8-San Antonio","101"
"2018","Hale","1-Lubbock","15"
"2018","Hall","1-Lubbock","3"
"2018","Hamilton","7-Austin","5"
"2018","Hardeman","2-Abilene","2"
"2018","Hardin","5-Beaumont","27"
"2018","Harris","6-Houston","554"
"2018","Harrison","4-Tyler","35"
"2018","Hartley","1-Lubbock","2"
"2018","Haskell","2-Abilene","9"
"2018","Hays","7-Austin","28"
"2018","Henderson","4-Tyler","112"
"2018","Hidalgo","11-Edinburg","383"
"2018","Hill","7-Austin","26"
"2018","Hockley","1-Lubbock","13"
"2018","Hood","3-Arlington","32"
"2018","Hopkins","4-Tyler","34"
"2018","Houston","5-Beaumont","32"
"2018","Howard","9-Midland","33"
"2018","Hunt","3-Arlington","14"
"2018","Hutchinson","1-Lubbock","15"
"2018","Irion","9-Midland","1"
"2018","Jack","2-Abilene","13"
"2018","Jackson","8-San Antonio","4"
"2018","Jasper","5-Beaumont","42"
"2018","Jefferson","5-Beaumont","79"
"2018","Jim Hogg","11-Edinburg","10"
"2018","Jim Wells","11-Edinburg","62"
"2018","Johnson","3-Arlington","96"
"2018","Jones","2-Abilene","32"
"2018","Karnes","8-San Antonio","31"
"2018","Kaufman","3-Arlington","13"
"2018","Kendall","8-San Antonio","9"
"2018","Kerr","8-San Antonio","52"
"2018","Kimble","9-Midland","20"
"2018","Kinney","8-San Antonio","4"
"2018","Kleberg","11-Edinburg","36"
"2018","Knox","2-Abilene","1"
"2018","Lamar","4-Tyler","91"
"2018","Lamb","1-Lubbock","7"
"2018","Lampasas","7-Austin","19"
"2018","La Salle","8-San Antonio","2"
"2018","Lavaca","8-San Antonio","7"
"2018","Lee","7-Austin","3"
"2018","Leon","7-Austin","2"
"2018","Liberty","6-Houston","14"
"2018","Limestone","7-Austin","5"
"2018","Lipscomb","1-Lubbock","3"
"2018","Live Oak","11-Edinburg","11"
"2018","Llano","7-Austin","27"
"2018","Loving","9-Midland","1"
"2018","Lubbock","1-Lubbock","228"
"2018","Lynn","1-Lubbock","1"
"2018","Madison","7-Austin","6"
"2018","Marion","4-Tyler","6"
"2018","Martin","9-Midland","4"
"2018","Mason","9-Midland","7"
"2018","Matagorda","6-Houston","4"
"2018","Maverick","8-San Antonio","15"
"2018","McCulloch","9-Midland","23"
"2018","McLennan","7-Austin","228"
"2018","Medina","8-San Antonio","71"
"2018","Menard","9-Midland","7"
"2018","Midland","9-Midland","106"
"2018","Milam","7-Austin","19"
"2018","Mills","7-Austin","5"
"2018","Mitchell","2-Abilene","16"
"2018","Montague","2-Abilene","37"
"2018","Montgomery","6-Houston","251"
"2018","Moore","1-Lubbock","3"
"2018","Morris","4-Tyler","30"
"2018","Motley","1-Lubbock","1"
"2018","Nacogdoches","5-Beaumont","48"
"2018","Navarro","3-Arlington","7"
"2018","Newton","5-Beaumont","8"
"2018","Nolan","2-Abilene","28"
"2018","Nueces","11-Edinburg","265"
"2018","Ochiltree","1-Lubbock","7"
"2018","Oldham","1-Lubbock","2"
"2018","Orange","5-Beaumont","39"
"2018","Palo Pinto","3-Arlington","18"
"2018","Panola","4-Tyler","22"
"2018","Parker","3-Arlington","27"
"2018","Parmer","1-Lubbock","3"
"2018","Pecos","9-Midland","17"
"2018","Polk","5-Beaumont","32"
"2018","Potter","1-Lubbock","109"
"2018","Presidio","10-El Paso","1"
"2018","Rains","4-Tyler","7"
"2018","Randall","1-Lubbock","85"
"2018","Reagan","9-Midland","9"
"2018","Real","8-San Antonio","4"
"2018","Red River","4-Tyler","14"
"2018","Reeves","9-Midland","3"
"2018","Refugio","11-Edinburg","9"
"2018","Robertson","7-Austin","15"
"2018","Rockwall","3-Arlington","7"
"2018","Runnels","2-Abilene","10"
"2018","Rusk","4-Tyler","41"
"2018","Sabine","5-Beaumont","7"
"2018","San Augustine","5-Beaumont","13"
"2018","San Jacinto","5-Beaumont","13"
"2018","San Patricio","11-Edinburg","55"
"2018","San Saba","7-Austin","6"
"2018","Schleicher","9-Midland","5"
"2018","Scurry","2-Abilene","17"
"2018","Shackelford","2-Abilene","3"
"2018","Shelby","5-Beaumont","24"
"2018","Smith","4-Tyler","101"
"2018","Somervell","3-Arlington","5"
"2018","Starr","11-Edinburg","35"
"2018","Stephens","2-Abilene","20"
"2018","Sterling","9-Midland","1"
"2018","Stonewall","2-Abilene","3"
"2018","Sutton","9-Midland","4"
"2018","Swisher","1-Lubbock","9"
"2018","Tarrant","3-Arlington","394"
"2018","Taylor","2-Abilene","352"
"2018","Terrell","9-Midland","1"
"2018","Terry","1-Lubbock","6"
"2018","Titus","4-Tyler","24"
"2018","Tom Green","9-Midland","237"
"2018","Travis","7-Austin","363"
"2018","Trinity","5-Beaumont","20"
"2018","Tyler","5-Beaumont","20"
"2018","Upshur","4-Tyler","71"
"2018","Upton","9-Midland","3"
"2018","Uvalde","8-San Antonio","30"
"2018","Val Verde","8-San Antonio","14"
"2018","Van Zandt","4-Tyler","52"
"2018","Victoria","8-San Antonio","41"
"2018","Walker","6-Houston","22"
"2018","Waller","6-Houston","14"
"2018","Ward","9-Midland","3"
"2018","Washington","7-Austin","7"
"2018","Webb","11-Edinburg","253"
"2018","Wharton","6-Houston","4"
"2018","Wheeler","1-Lubbock","2"
"2018","Wichita","2-Abilene","170"
"2018","Wilbarger","2-Abilene","10"
"2018","Willacy","11-Edinburg","39"
"2018","Williamson","7-Austin","88"
"2018","Wilson","8-San Antonio","38"
"2018","Winkler","9-Midland","7"
"2018","Wise","3-Arlington","29"
"2018","Wood","4-Tyler","43"
"2018","Young","2-Abilene","24"
"2018","Zapata","11-Edinburg","25"
"2018","Zavala","8-San Antonio","15"
"2018","Unknown","Unknown","22"
"2018","Out of State","Out of State","1"
"2017","Anderson","4-Tyler","38"
"2017","Andrews","9-Midland","31"
"2017","Angelina","5-Beaumont","75"
"2017","Aransas","11-Edinburg","41"
"2017","Archer","2-Abilene","6"
"2017","Atascosa","8-San Antonio","59"
"2017","Bailey","1-Lubbock","1"
"2017","Bandera","8-San Antonio","23"
"2017","Bastrop","7-Austin","14"
"2017","Baylor","2-Abilene","4"
"2017","Bee","11-Edinburg","34"
"2017","Bell","7-Austin","254"
"2017","Bexar","8-San Antonio","874"
"2017","Blanco","7-Austin","7"
"2017","Bosque","7-Austin","15"
"2017","Bowie","4-Tyler","25"
"2017","Brazoria","6-Houston","35"
"2017","Brazos","7-Austin","37"
"2017","Brewster","10-El Paso","2"
"2017","Brooks","11-Edinburg","4"
"2017","Brown","2-Abilene","92"
"2017","Burleson","7-Austin","13"
"2017","Burnet","7-Austin","48"
"2017","Caldwell","7-Austin","8"
"2017","Calhoun","8-San Antonio","14"
"2017","Callahan","2-Abilene","7"
"2017","Cameron","11-Edinburg","315"
"2017","Camp","4-Tyler","14"
"2017","Carson","1-Lubbock","9"
"2017","Cass","4-Tyler","14"
"2017","Chambers","6-Houston","1"
"2017","Cherokee","4-Tyler","61"
"2017","Childress","1-Lubbock","3"
"2017","Clay","2-Abilene","1"
"2017","Coke","9-Midland","4"
"2017","Coleman","2-Abilene","10"
"2017","Collin","3-Arlington","71"
"2017","Collingsworth","1-Lubbock","5"
"2017","Comal","8-San Antonio","162"
"2017","Comanche","2-Abilene","15"
"2017","Cooke","3-Arlington","34"
"2017","Coryell","7-Austin","45"
"2017","Crane","9-Midland","3"
"2017","Crockett","9-Midland","11"
"2017","Crosby","1-Lubbock","3"
"2017","Dallam","1-Lubbock","4"
"2017","Dallas","3-Arlington","131"
"2017","Dawson","9-Midland","29"
"2017","Deaf Smith","1-Lubbock","16"
"2017","Delta","4-Tyler","3"
"2017","Denton","3-Arlington","74"
"2017","DeWitt","8-San Antonio","9"
"2017","Dickens","1-Lubbock","1"
"2017","Dimmit","8-San Antonio","14"
"2017","Donley","1-Lubbock","2"
"2017","Duval","11-Edinburg","12"
"2017","Eastland","2-Abilene","15"
"2017","Ector","9-Midland","129"
"2017","Ellis","3-Arlington","29"
"2017","El Paso","10-El Paso","177"
"2017","Erath","3-Arlington","24"
"2017","Falls","7-Austin","10"
"2017","Fannin","3-Arlington","5"
"2017","Fayette","7-Austin","3"
"2017","Fisher","2-Abilene","5"
"2017","Fort Bend","6-Houston","6"
"2017","Franklin","4-Tyler","9"
"2017","Freestone","7-Austin","4"
"2017","Frio","8-San Antonio","25"
"2017","Gaines","9-Midland","32"
"2017","Galveston","6-Houston","46"
