"fiscal_year","county","region","confirmed_perpetrators","perpetrators"
"2021","San Jacinto","5-Beaumont","Unconfirmed","213"
"2021","San Jacinto","5-Beaumont","Confirmed","51"
"2021","Shelby","5-Beaumont","Unconfirmed","178"
"2021","Shelby","5-Beaumont","Confirmed","49"
"2021","Trinity","5-Beaumont","Unconfirmed","123"
"2021","Trinity","5-Beaumont","Confirmed","31"
"2021","Tyler","5-Beaumont","Unconfirmed","207"
"2021","Tyler","5-Beaumont","Confirmed","40"
"2021","Austin","6-Houston","Unconfirmed","144"
"2021","Austin","6-Houston","Confirmed","57"
"2021","Brazoria","6-Houston","Unconfirmed","1449"
"2021","Brazoria","6-Houston","Confirmed","386"
"2021","Chambers","6-Houston","Unconfirmed","243"
"2021","Chambers","6-Houston","Confirmed","65"
"2021","Colorado","6-Houston","Unconfirmed","96"
"2021","Colorado","6-Houston","Confirmed","40"
"2021","Fort Bend","6-Houston","Unconfirmed","2204"
"2021","Fort Bend","6-Houston","Confirmed","435"
"2021","Galveston","6-Houston","Unconfirmed","1674"
"2021","Galveston","6-Houston","Confirmed","589"
"2021","Harris","6-Houston","Unconfirmed","25855"
"2021","Harris","6-Houston","Confirmed","5836"
"2021","Liberty","6-Houston","Unconfirmed","739"
"2021","Liberty","6-Houston","Confirmed","211"
"2021","Matagorda","6-Houston","Unconfirmed","259"
"2021","Matagorda","6-Houston","Confirmed","81"
"2021","Montgomery","6-Houston","Unconfirmed","2755"
"2021","Montgomery","6-Houston","Confirmed","796"
"2021","Walker","6-Houston","Unconfirmed","293"
"2021","Walker","6-Houston","Confirmed","83"
"2021","Waller","6-Houston","Unconfirmed","199"
"2021","Waller","6-Houston","Confirmed","79"
"2021","Wharton","6-Houston","Unconfirmed","210"
"2021","Wharton","6-Houston","Confirmed","61"
"2021","Bastrop","7-Austin","Unconfirmed","573"
"2021","Bastrop","7-Austin","Confirmed","177"
"2021","Bell","7-Austin","Unconfirmed","3151"
"2021","Bell","7-Austin","Confirmed","1402"
"2021","Blanco","7-Austin","Unconfirmed","31"
"2021","Blanco","7-Austin","Confirmed","15"
"2021","Bosque","7-Austin","Unconfirmed","134"
"2021","Bosque","7-Austin","Confirmed","43"
"2021","Brazos","7-Austin","Unconfirmed","986"
"2021","Brazos","7-Austin","Confirmed","487"
"2021","Burleson","7-Austin","Unconfirmed","123"
"2021","Burleson","7-Austin","Confirmed","46"
"2021","Burnet","7-Austin","Unconfirmed","306"
"2021","Burnet","7-Austin","Confirmed","158"
"2021","Caldwell","7-Austin","Unconfirmed","321"
"2021","Caldwell","7-Austin","Confirmed","108"
"2021","Coryell","7-Austin","Unconfirmed","762"
"2021","Coryell","7-Austin","Confirmed","378"
"2021","Falls","7-Austin","Unconfirmed","96"
"2021","Falls","7-Austin","Confirmed","72"
"2021","Fayette","7-Austin","Unconfirmed","117"
"2021","Fayette","7-Austin","Confirmed","50"
"2021","Freestone","7-Austin","Unconfirmed","113"
"2021","Freestone","7-Austin","Confirmed","33"
"2021","Grimes","7-Austin","Unconfirmed","165"
"2021","Grimes","7-Austin","Confirmed","62"
"2021","Hamilton","7-Austin","Unconfirmed","68"
"2021","Hamilton","7-Austin","Confirmed","23"
"2021","Hays","7-Austin","Unconfirmed","992"
"2021","Hays","7-Austin","Confirmed","381"
"2021","Hill","7-Austin","Unconfirmed","284"
"2021","Hill","7-Austin","Confirmed","133"
"2021","Lampasas","7-Austin","Unconfirmed","186"
"2021","Lampasas","7-Austin","Confirmed","82"
"2021","Lee","7-Austin","Unconfirmed","100"
"2021","Lee","7-Austin","Confirmed","39"
"2021","Leon","7-Austin","Unconfirmed","91"
"2021","Leon","7-Austin","Confirmed","28"
"2021","Limestone","7-Austin","Unconfirmed","183"
"2021","Limestone","7-Austin","Confirmed","79"
"2021","Llano","7-Austin","Unconfirmed","170"
"2021","Llano","7-Austin","Confirmed","88"
"2021","Madison","7-Austin","Unconfirmed","69"
"2021","Madison","7-Austin","Confirmed","23"
"2021","McLennan","7-Austin","Unconfirmed","2067"
"2021","McLennan","7-Austin","Confirmed","973"
"2021","Milam","7-Austin","Unconfirmed","192"
"2021","Milam","7-Austin","Confirmed","93"
"2021","Mills","7-Austin","Unconfirmed","27"
"2021","Mills","7-Austin","Confirmed","8"
"2021","Robertson","7-Austin","Unconfirmed","114"
"2021","Robertson","7-Austin","Confirmed","62"
"2021","San Saba","7-Austin","Unconfirmed","30"
"2021","San Saba","7-Austin","Confirmed","12"
"2021","Travis","7-Austin","Unconfirmed","4831"
"2021","Travis","7-Austin","Confirmed","1578"
"2021","Washington","7-Austin","Unconfirmed","172"
"2021","Washington","7-Austin","Confirmed","76"
"2021","Williamson","7-Austin","Unconfirmed","2591"
"2021","Williamson","7-Austin","Confirmed","577"
"2021","Atascosa","8-San Antonio","Unconfirmed","493"
"2021","Atascosa","8-San Antonio","Confirmed","153"
"2021","Bandera","8-San Antonio","Unconfirmed","96"
"2021","Bandera","8-San Antonio","Confirmed","41"
"2021","Bexar","8-San Antonio","Unconfirmed","12630"
"2021","Bexar","8-San Antonio","Confirmed","4280"
"2021","Calhoun","8-San Antonio","Unconfirmed","118"
"2021","Calhoun","8-San Antonio","Confirmed","42"
"2021","Comal","8-San Antonio","Unconfirmed","816"
"2021","Comal","8-San Antonio","Confirmed","318"
"2021","DeWitt","8-San Antonio","Unconfirmed","132"
"2021","DeWitt","8-San Antonio","Confirmed","23"
"2021","Dimmit","8-San Antonio","Unconfirmed","66"
"2021","Dimmit","8-San Antonio","Confirmed","35"
"2021","Edwards","8-San Antonio","Unconfirmed","12"
"2021","Edwards","8-San Antonio","Confirmed","8"
"2021","Frio","8-San Antonio","Unconfirmed","171"
"2021","Frio","8-San Antonio","Confirmed","61"
"2021","Gillespie","8-San Antonio","Unconfirmed","107"
"2021","Gillespie","8-San Antonio","Confirmed","39"
"2021","Goliad","8-San Antonio","Unconfirmed","29"
"2021","Goliad","8-San Antonio","Confirmed","13"
"2021","Gonzales","8-San Antonio","Unconfirmed","156"
"2021","Gonzales","8-San Antonio","Confirmed","26"
"2021","Guadalupe","8-San Antonio","Unconfirmed","978"
"2021","Guadalupe","8-San Antonio","Confirmed","236"
"2021","Jackson","8-San Antonio","Unconfirmed","94"
"2021","Jackson","8-San Antonio","Confirmed","45"
"2021","Karnes","8-San Antonio","Unconfirmed","76"
"2021","Karnes","8-San Antonio","Confirmed","38"
"2021","Kendall","8-San Antonio","Unconfirmed","157"
"2021","Kendall","8-San Antonio","Confirmed","49"
"2021","Kerr","8-San Antonio","Unconfirmed","332"
"2021","Kerr","8-San Antonio","Confirmed","151"
"2021","Kinney","8-San Antonio","Unconfirmed","12"
"2021","Kinney","8-San Antonio","Confirmed","7"
"2021","La Salle","8-San Antonio","Unconfirmed","57"
"2021","La Salle","8-San Antonio","Confirmed","18"
"2021","Lavaca","8-San Antonio","Unconfirmed","108"
"2021","Lavaca","8-San Antonio","Confirmed","21"
"2021","Maverick","8-San Antonio","Unconfirmed","175"
"2021","Maverick","8-San Antonio","Confirmed","67"
"2021","Medina","8-San Antonio","Unconfirmed","333"
"2021","Medina","8-San Antonio","Confirmed","148"
"2021","Real","8-San Antonio","Unconfirmed","29"
"2021","Real","8-San Antonio","Confirmed","10"
"2021","Uvalde","8-San Antonio","Unconfirmed","213"
"2021","Uvalde","8-San Antonio","Confirmed","80"
"2021","Val Verde","8-San Antonio","Unconfirmed","192"
"2021","Val Verde","8-San Antonio","Confirmed","88"
"2021","Victoria","8-San Antonio","Unconfirmed","593"
"2021","Victoria","8-San Antonio","Confirmed","209"
"2021","Wilson","8-San Antonio","Unconfirmed","268"
"2021","Wilson","8-San Antonio","Confirmed","97"
"2021","Zavala","8-San Antonio","Unconfirmed","141"
"2021","Zavala","8-San Antonio","Confirmed","45"
"2021","Andrews","9-Midland","Unconfirmed","159"
"2021","Andrews","9-Midland","Confirmed","38"
"2021","Borden","9-Midland","Unconfirmed","1"
"2021","Borden","9-Midland","Confirmed","7"
"2021","Coke","9-Midland","Unconfirmed","17"
"2021","Coke","9-Midland","Confirmed","2"
"2021","Concho","9-Midland","Unconfirmed","29"
"2021","Concho","9-Midland","Confirmed","3"
"2021","Crane","9-Midland","Unconfirmed","21"
"2021","Crane","9-Midland","Confirmed","3"
"2021","Crockett","9-Midland","Unconfirmed","29"
"2021","Crockett","9-Midland","Confirmed","3"
"2021","Dawson","9-Midland","Unconfirmed","106"
"2021","Dawson","9-Midland","Confirmed","40"
"2021","Ector","9-Midland","Unconfirmed","1292"
"2021","Ector","9-Midland","Confirmed","317"
"2021","Gaines","9-Midland","Unconfirmed","134"
"2021","Gaines","9-Midland","Confirmed","35"
"2021","Glasscock","9-Midland","Unconfirmed","2"
"2021","Howard","9-Midland","Unconfirmed","312"
"2021","Howard","9-Midland","Confirmed","111"
"2021","Irion","9-Midland","Unconfirmed","9"
"2021","Kimble","9-Midland","Unconfirmed","48"
"2021","Kimble","9-Midland","Confirmed","10"
"2021","Loving","9-Midland","Unconfirmed","2"
"2021","Martin","9-Midland","Unconfirmed","26"
"2021","Martin","9-Midland","Confirmed","15"
"2021","Mason","9-Midland","Unconfirmed","16"
"2021","Mason","9-Midland","Confirmed","7"
"2021","McCulloch","9-Midland","Unconfirmed","106"
"2021","McCulloch","9-Midland","Confirmed","22"
"2021","Menard","9-Midland","Unconfirmed","12"
"2021","Menard","9-Midland","Confirmed","3"
"2021","Midland","9-Midland","Unconfirmed","929"
"2021","Midland","9-Midland","Confirmed","251"
"2021","Pecos","9-Midland","Unconfirmed","101"
"2021","Pecos","9-Midland","Confirmed","41"
"2021","Reagan","9-Midland","Unconfirmed","23"
"2021","Reagan","9-Midland","Confirmed","4"
"2021","Reeves","9-Midland","Unconfirmed","79"
"2021","Reeves","9-Midland","Confirmed","21"
"2021","Schleicher","9-Midland","Unconfirmed","14"
"2021","Schleicher","9-Midland","Confirmed","7"
"2021","Sterling","9-Midland","Unconfirmed","11"
"2021","Sterling","9-Midland","Confirmed","2"
"2021","Sutton","9-Midland","Unconfirmed","50"
"2021","Sutton","9-Midland","Confirmed","6"
"2021","Terrell","9-Midland","Unconfirmed","8"
"2021","Tom Green","9-Midland","Unconfirmed","942"
"2021","Tom Green","9-Midland","Confirmed","321"
"2021","Upton","9-Midland","Unconfirmed","24"
"2021","Upton","9-Midland","Confirmed","7"
"2021","Ward","9-Midland","Unconfirmed","72"
"2021","Ward","9-Midland","Confirmed","38"
"2021","Winkler","9-Midland","Unconfirmed","64"
"2021","Winkler","9-Midland","Confirmed","13"
"2021","Brewster","10-El Paso","Unconfirmed","61"
"2021","Brewster","10-El Paso","Confirmed","20"
"2021","Culberson","10-El Paso","Unconfirmed","15"
"2021","Culberson","10-El Paso","Confirmed","7"
"2021","El Paso","10-El Paso","Unconfirmed","3983"
"2021","El Paso","10-El Paso","Confirmed","1355"
"2021","Hudspeth","10-El Paso","Unconfirmed","29"
"2021","Hudspeth","10-El Paso","Confirmed","10"
"2021","Jeff Davis","10-El Paso","Unconfirmed","11"
"2021","Presidio","10-El Paso","Unconfirmed","17"
"2021","Presidio","10-El Paso","Confirmed","9"
"2021","Aransas","11-Edinburg","Unconfirmed","234"
"2021","Aransas","11-Edinburg","Confirmed","68"
"2021","Bee","11-Edinburg","Unconfirmed","254"
"2021","Bee","11-Edinburg","Confirmed","117"
"2021","Brooks","11-Edinburg","Unconfirmed","61"
"2021","Brooks","11-Edinburg","Confirmed","36"
"2021","Cameron","11-Edinburg","Unconfirmed","2323"
"2021","Cameron","11-Edinburg","Confirmed","868"
"2021","Duval","11-Edinburg","Unconfirmed","75"
"2021","Duval","11-Edinburg","Confirmed","43"
"2021","Hidalgo","11-Edinburg","Unconfirmed","4527"
"2021","Hidalgo","11-Edinburg","Confirmed","1441"
"2021","Jim Hogg","11-Edinburg","Unconfirmed","48"
"2021","Jim Hogg","11-Edinburg","Confirmed","13"
"2021","Jim Wells","11-Edinburg","Unconfirmed","392"
"2021","Jim Wells","11-Edinburg","Confirmed","149"
"2021","Kenedy","11-Edinburg","Unconfirmed","3"
"2021","Kleberg","11-Edinburg","Unconfirmed","261"
"2021","Kleberg","11-Edinburg","Confirmed","87"
"2021","Live Oak","11-Edinburg","Unconfirmed","82"
"2021","Live Oak","11-Edinburg","Confirmed","21"
"2021","McMullen","11-Edinburg","Unconfirmed","2"
"2021","Nueces","11-Edinburg","Unconfirmed","2628"
"2021","Nueces","11-Edinburg","Confirmed","861"
"2021","Refugio","11-Edinburg","Unconfirmed","58"
"2021","Refugio","11-Edinburg","Confirmed","15"
"2021","San Patricio","11-Edinburg","Unconfirmed","554"
"2021","San Patricio","11-Edinburg","Confirmed","174"
"2021","Starr","11-Edinburg","Unconfirmed","273"
"2021","Starr","11-Edinburg","Confirmed","109"
"2021","Webb","11-Edinburg","Unconfirmed","1228"
"2021","Webb","11-Edinburg","Confirmed","390"
"2021","Willacy","11-Edinburg","Unconfirmed","207"
"2021","Willacy","11-Edinburg","Confirmed","80"
"2021","Zapata","11-Edinburg","Unconfirmed","63"
"2021","Zapata","11-Edinburg","Confirmed","29"
"2021","Out of State","Out of State","Unconfirmed","28"
"2021","Out of State","Out of State","Confirmed","6"
"2020","Armstrong","1-Lubbock","Unconfirmed","10"
"2020","Bailey","1-Lubbock","Unconfirmed","48"
"2020","Bailey","1-Lubbock","Confirmed","20"
"2020","Briscoe","1-Lubbock","Unconfirmed","6"
"2020","Briscoe","1-Lubbock","Confirmed","1"
"2020","Carson","1-Lubbock","Unconfirmed","16"
"2020","Carson","1-Lubbock","Confirmed","19"
"2020","Castro","1-Lubbock","Unconfirmed","33"
"2020","Castro","1-Lubbock","Confirmed","13"
"2020","Childress","1-Lubbock","Unconfirmed","60"
"2020","Childress","1-Lubbock","Confirmed","26"
"2020","Cochran","1-Lubbock","Unconfirmed","11"
"2020","Cochran","1-Lubbock","Confirmed","4"
"2020","Collingsworth","1-Lubbock","Unconfirmed","9"
"2020","Collingsworth","1-Lubbock","Confirmed","12"
"2020","Crosby","1-Lubbock","Unconfirmed","53"
"2020","Crosby","1-Lubbock","Confirmed","11"
"2020","Dallam","1-Lubbock","Unconfirmed","39"
"2020","Dallam","1-Lubbock","Confirmed","36"
"2020","Deaf Smith","1-Lubbock","Unconfirmed","120"
"2020","Deaf Smith","1-Lubbock","Confirmed","49"
"2020","Dickens","1-Lubbock","Unconfirmed","11"
"2020","Dickens","1-Lubbock","Confirmed","3"
"2020","Donley","1-Lubbock","Unconfirmed","23"
"2020","Donley","1-Lubbock","Confirmed","10"
"2020","Floyd","1-Lubbock","Unconfirmed","22"
"2020","Floyd","1-Lubbock","Confirmed","13"
"2020","Garza","1-Lubbock","Unconfirmed","37"
"2020","Garza","1-Lubbock","Confirmed","7"
"2020","Gray","1-Lubbock","Unconfirmed","197"
"2020","Gray","1-Lubbock","Confirmed","68"
"2020","Hale","1-Lubbock","Unconfirmed","208"
