"fiscal_year","county","region","final_inv_risk_assessment","completed_investigations"
"2020","Bastrop","7-Austin","High","38"
"2020","Bastrop","7-Austin","Moderate","7"
"2020","Bastrop","7-Austin","Low","1"
"2020","Baylor","2-Abilene","High","10"
"2020","Bee","11-Edinburg","Very High","4"
"2020","Bee","11-Edinburg","High","32"
"2020","Bee","11-Edinburg","Moderate","9"
"2020","Bell","7-Austin","Very High","8"
"2020","Bell","7-Austin","High","193"
"2020","Bell","7-Austin","Moderate","156"
"2020","Bell","7-Austin","Low","2"
"2020","Bell","7-Austin","No Assessment","1"
"2020","Bexar","8-San Antonio","Very High","132"
"2020","Bexar","8-San Antonio","High","1250"
"2020","Bexar","8-San Antonio","Moderate","801"
"2020","Bexar","8-San Antonio","Low","25"
"2020","Blanco","7-Austin","Very High","1"
"2020","Blanco","7-Austin","Moderate","1"
"2020","Borden","9-Midland","Moderate","1"
"2020","Bosque","7-Austin","High","9"
"2020","Bosque","7-Austin","Moderate","3"
"2020","Bowie","4-Tyler","Very High","3"
"2020","Bowie","4-Tyler","High","36"
"2020","Bowie","4-Tyler","Moderate","29"
"2020","Bowie","4-Tyler","No Assessment","1"
"2020","Brazoria","6-Houston","Very High","8"
"2020","Brazoria","6-Houston","High","86"
"2020","Brazoria","6-Houston","Moderate","106"
"2020","Brazoria","6-Houston","Low","6"
"2020","Brazos","7-Austin","Very High","3"
"2020","Brazos","7-Austin","High","18"
"2020","Brazos","7-Austin","Moderate","7"
"2020","Brewster","10-El Paso","Very High","1"
"2020","Brewster","10-El Paso","High","7"
"2020","Brewster","10-El Paso","Moderate","3"
"2020","Brooks","11-Edinburg","Very High","4"
"2020","Brooks","11-Edinburg","High","17"
"2020","Brooks","11-Edinburg","Moderate","5"
"2020","Brooks","11-Edinburg","No Assessment","1"
"2020","Brown","2-Abilene","Very High","3"
"2020","Brown","2-Abilene","High","75"
"2020","Brown","2-Abilene","Moderate","31"
"2020","Brown","2-Abilene","Low","2"
"2020","Burleson","7-Austin","High","1"
"2020","Burleson","7-Austin","Moderate","1"
"2020","Burnet","7-Austin","Very High","1"
"2020","Burnet","7-Austin","High","19"
"2020","Burnet","7-Austin","Moderate","12"
"2020","Caldwell","7-Austin","Very High","6"
"2020","Caldwell","7-Austin","High","29"
"2020","Caldwell","7-Austin","Moderate","11"
"2020","Calhoun","8-San Antonio","Very High","2"
"2020","Calhoun","8-San Antonio","High","17"
"2020","Calhoun","8-San Antonio","Moderate","2"
"2020","Callahan","2-Abilene","High","9"
"2020","Callahan","2-Abilene","Moderate","3"
"2020","Cameron","11-Edinburg","Very High","17"
"2020","Cameron","11-Edinburg","High","171"
"2020","Cameron","11-Edinburg","Moderate","110"
"2020","Cameron","11-Edinburg","Low","2"
"2020","Cameron","11-Edinburg","No Assessment","1"
"2020","Camp","4-Tyler","High","8"
"2020","Camp","4-Tyler","Moderate","6"
"2020","Camp","4-Tyler","Low","1"
"2020","Carson","1-Lubbock","Very High","1"
"2020","Carson","1-Lubbock","High","5"
"2020","Carson","1-Lubbock","Moderate","1"
"2020","Cass","4-Tyler","High","20"
"2020","Cass","4-Tyler","Moderate","13"
"2020","Castro","1-Lubbock","Very High","1"
"2020","Castro","1-Lubbock","High","2"
"2020","Castro","1-Lubbock","Moderate","2"
"2020","Chambers","6-Houston","High","5"
"2020","Chambers","6-Houston","Moderate","7"
"2020","Cherokee","4-Tyler","Very High","1"
"2020","Cherokee","4-Tyler","High","27"
"2020","Cherokee","4-Tyler","Moderate","20"
"2020","Cherokee","4-Tyler","Low","1"
"2020","Childress","1-Lubbock","High","4"
"2020","Childress","1-Lubbock","Moderate","1"
"2020","Clay","2-Abilene","High","7"
"2020","Clay","2-Abilene","Moderate","2"
"2020","Cochran","1-Lubbock","High","1"
"2020","Cochran","1-Lubbock","Moderate","1"
"2020","Coke","9-Midland","High","4"
"2020","Coleman","2-Abilene","Very High","1"
"2020","Coleman","2-Abilene","High","10"
"2020","Coleman","2-Abilene","Moderate","10"
"2020","Collin","3-Arlington","Very High","13"
"2020","Collin","3-Arlington","High","177"
"2020","Collin","3-Arlington","Moderate","79"
"2020","Collin","3-Arlington","Low","3"
"2020","Collin","3-Arlington","No Assessment","2"
"2020","Collingsworth","1-Lubbock","High","2"
"2020","Colorado","6-Houston","High","6"
"2020","Colorado","6-Houston","Moderate","2"
"2020","Comal","8-San Antonio","Very High","2"
"2020","Comal","8-San Antonio","High","43"
"2020","Comal","8-San Antonio","Moderate","35"
"2020","Comanche","2-Abilene","Very High","3"
"2020","Comanche","2-Abilene","High","7"
"2020","Comanche","2-Abilene","Moderate","3"
"2020","Concho","9-Midland","High","2"
"2020","Concho","9-Midland","Moderate","1"
"2020","Cooke","3-Arlington","Very High","3"
"2020","Cooke","3-Arlington","High","26"
"2020","Cooke","3-Arlington","Moderate","11"
"2020","Coryell","7-Austin","Very High","1"
"2020","Coryell","7-Austin","High","23"
"2020","Coryell","7-Austin","Moderate","43"
"2020","Cottle","2-Abilene","High","1"
"2020","Crane","9-Midland","High","1"
"2020","Crane","9-Midland","Moderate","2"
"2020","Crockett","9-Midland","High","6"
"2020","Crockett","9-Midland","Moderate","2"
"2020","Crosby","1-Lubbock","High","4"
"2020","Crosby","1-Lubbock","Moderate","3"
"2020","Culberson","10-El Paso","High","4"
"2020","Culberson","10-El Paso","Moderate","1"
"2020","Culberson","10-El Paso","Low","1"
"2020","Dallam","1-Lubbock","High","3"
"2020","Dallam","1-Lubbock","Moderate","1"
"2020","Dallas","3-Arlington","Very High","76"
"2020","Dallas","3-Arlington","High","864"
"2020","Dallas","3-Arlington","Moderate","904"
"2020","Dallas","3-Arlington","Low","22"
"2020","Dallas","3-Arlington","No Assessment","4"
"2020","Dawson","9-Midland","High","5"
"2020","Dawson","9-Midland","Moderate","6"
"2020","DeWitt","8-San Antonio","Very High","3"
"2020","DeWitt","8-San Antonio","High","11"
"2020","DeWitt","8-San Antonio","Moderate","4"
"2020","Deaf Smith","1-Lubbock","Very High","1"
"2020","Deaf Smith","1-Lubbock","High","4"
"2020","Deaf Smith","1-Lubbock","Moderate","6"
"2020","Delta","4-Tyler","Very High","1"
"2020","Delta","4-Tyler","High","2"
"2020","Denton","3-Arlington","Very High","26"
"2020","Denton","3-Arlington","High","217"
"2020","Denton","3-Arlington","Moderate","148"
"2020","Denton","3-Arlington","Low","2"
"2020","Denton","3-Arlington","No Assessment","2"
"2020","Dimmit","8-San Antonio","Very High","2"
"2020","Dimmit","8-San Antonio","High","13"
"2020","Dimmit","8-San Antonio","Moderate","3"
"2020","Donley","1-Lubbock","Very High","1"
"2020","Donley","1-Lubbock","High","2"
"2020","Donley","1-Lubbock","Moderate","1"
"2020","Duval","11-Edinburg","Very High","5"
"2020","Duval","11-Edinburg","High","13"
"2020","Duval","11-Edinburg","Moderate","5"
"2020","Duval","11-Edinburg","Low","1"
"2020","Eastland","2-Abilene","Very High","4"
"2020","Eastland","2-Abilene","High","8"
"2020","Eastland","2-Abilene","Moderate","4"
"2020","Ector","9-Midland","Very High","2"
"2020","Ector","9-Midland","High","77"
"2020","Ector","9-Midland","Moderate","38"
"2020","Edwards","8-San Antonio","High","1"
"2020","El Paso","10-El Paso","Very High","66"
"2020","El Paso","10-El Paso","High","449"
"2020","El Paso","10-El Paso","Moderate","210"
"2020","El Paso","10-El Paso","Low","5"
"2020","El Paso","10-El Paso","No Assessment","4"
"2020","Ellis","3-Arlington","Very High","7"
"2020","Ellis","3-Arlington","High","73"
"2020","Ellis","3-Arlington","Moderate","27"
"2020","Ellis","3-Arlington","Low","1"
"2020","Ellis","3-Arlington","No Assessment","1"
"2020","Erath","3-Arlington","Very High","3"
"2020","Erath","3-Arlington","High","39"
"2020","Erath","3-Arlington","Moderate","19"
"2020","Falls","7-Austin","High","7"
"2020","Falls","7-Austin","Moderate","1"
"2020","Falls","7-Austin","Low","1"
"2020","Fannin","3-Arlington","High","24"
"2020","Fannin","3-Arlington","Moderate","6"
"2020","Fayette","7-Austin","High","4"
"2020","Fayette","7-Austin","Moderate","4"
"2020","Fisher","2-Abilene","Very High","1"
"2020","Fisher","2-Abilene","High","3"
"2020","Fisher","2-Abilene","Moderate","1"
"2020","Floyd","1-Lubbock","Moderate","2"
"2020","Foard","2-Abilene","High","1"
"2020","Fort Bend","6-Houston","Very High","9"
"2020","Fort Bend","6-Houston","High","92"
"2020","Fort Bend","6-Houston","Moderate","140"
"2020","Fort Bend","6-Houston","Low","14"
"2020","Fort Bend","6-Houston","No Assessment","3"
"2020","Franklin","4-Tyler","High","7"
"2020","Franklin","4-Tyler","Moderate","8"
"2020","Freestone","7-Austin","High","2"
"2020","Freestone","7-Austin","Moderate","1"
"2020","Frio","8-San Antonio","Very High","1"
"2020","Frio","8-San Antonio","High","21"
"2020","Frio","8-San Antonio","Moderate","9"
"2020","Gaines","9-Midland","High","10"
"2020","Gaines","9-Midland","Moderate","2"
"2020","Gaines","9-Midland","Low","1"
"2020","Galveston","6-Houston","Very High","12"
"2020","Galveston","6-Houston","High","171"
"2020","Galveston","6-Houston","Moderate","121"
"2020","Galveston","6-Houston","Low","13"
"2020","Galveston","6-Houston","No Assessment","1"
"2020","Garza","1-Lubbock","High","3"
"2020","Garza","1-Lubbock","Moderate","1"
"2020","Gillespie","8-San Antonio","Very High","1"
"2020","Gillespie","8-San Antonio","High","10"
"2020","Gillespie","8-San Antonio","Moderate","5"
"2020","Glasscock","9-Midland","High","1"
"2020","Goliad","8-San Antonio","Very High","3"
"2020","Goliad","8-San Antonio","High","3"
"2020","Goliad","8-San Antonio","Moderate","2"
"2020","Gonzales","8-San Antonio","Very High","5"
"2020","Gonzales","8-San Antonio","High","10"
"2020","Gonzales","8-San Antonio","Moderate","4"
"2020","Gray","1-Lubbock","Very High","4"
"2020","Gray","1-Lubbock","High","28"
"2020","Gray","1-Lubbock","Moderate","14"
"2020","Grayson","3-Arlington","Very High","7"
"2020","Grayson","3-Arlington","High","75"
"2020","Grayson","3-Arlington","Moderate","32"
"2020","Gregg","4-Tyler","Very High","12"
"2020","Gregg","4-Tyler","High","86"
"2020","Gregg","4-Tyler","Moderate","17"
"2020","Grimes","7-Austin","Very High","1"
"2020","Grimes","7-Austin","High","2"
"2020","Grimes","7-Austin","Moderate","1"
"2020","Guadalupe","8-San Antonio","Very High","6"
"2020","Guadalupe","8-San Antonio","High","73"
"2020","Guadalupe","8-San Antonio","Moderate","46"
"2020","Guadalupe","8-San Antonio","Low","3"
"2020","Hale","1-Lubbock","High","19"
"2020","Hale","1-Lubbock","Moderate","16"
"2020","Hale","1-Lubbock","Low","1"
"2020","Hall","1-Lubbock","High","10"
"2020","Hamilton","7-Austin","Very High","1"
"2020","Hamilton","7-Austin","High","4"
"2020","Hamilton","7-Austin","Moderate","6"
"2020","Hardeman","2-Abilene","High","2"
"2020","Hardeman","2-Abilene","Moderate","3"
"2020","Hardin","5-Beaumont","High","21"
"2020","Hardin","5-Beaumont","Moderate","5"
"2020","Harris","6-Houston","Very High","59"
"2020","Harris","6-Houston","High","905"
"2020","Harris","6-Houston","Moderate","962"
"2020","Harris","6-Houston","Low","92"
"2020","Harris","6-Houston","No Assessment","8"
"2020","Harrison","4-Tyler","Very High","1"
"2020","Harrison","4-Tyler","High","36"
"2020","Harrison","4-Tyler","Moderate","28"
"2020","Hartley","1-Lubbock","Moderate","1"
"2020","Haskell","2-Abilene","Very High","1"
"2020","Haskell","2-Abilene","High","3"
"2020","Haskell","2-Abilene","Moderate","1"
"2020","Hays","7-Austin","Very High","1"
"2020","Hays","7-Austin","High","58"
"2020","Hays","7-Austin","Moderate","31"
"2020","Hays","7-Austin","Low","1"
"2020","Hemphill","1-Lubbock","High","2"
"2020","Henderson","4-Tyler","Very High","4"
"2020","Henderson","4-Tyler","High","44"
"2020","Henderson","4-Tyler","Moderate","26"
"2020","Henderson","4-Tyler","Low","1"
"2020","Hidalgo","11-Edinburg","Very High","56"
"2020","Hidalgo","11-Edinburg","High","406"
"2020","Hidalgo","11-Edinburg","Moderate","282"
"2020","Hidalgo","11-Edinburg","Low","2"
"2020","Hidalgo","11-Edinburg","No Assessment","1"
"2020","Hill","7-Austin","High","19"
"2020","Hill","7-Austin","Moderate","16"
"2020","Hockley","1-Lubbock","High","20"
"2020","Hockley","1-Lubbock","Moderate","9"
"2020","Hockley","1-Lubbock","Low","1"
"2020","Hood","3-Arlington","Very High","3"
"2020","Hood","3-Arlington","High","48"
"2020","Hood","3-Arlington","Moderate","9"
"2020","Hood","3-Arlington","Low","1"
"2020","Hood","3-Arlington","No Assessment","1"
"2020","Hopkins","4-Tyler","Very High","1"
"2020","Hopkins","4-Tyler","High","29"
"2020","Hopkins","4-Tyler","Moderate","9"
"2020","Hopkins","4-Tyler","Low","1"
"2020","Houston","5-Beaumont","High","10"
"2020","Houston","5-Beaumont","Moderate","7"
"2020","Houston","5-Beaumont","Low","1"
"2020","Howard","9-Midland","Very High","1"
"2020","Howard","9-Midland","High","12"
"2020","Howard","9-Midland","Moderate","8"
"2020","Hudspeth","10-El Paso","Moderate","2"
"2020","Hunt","3-Arlington","Very High","1"
"2020","Hunt","3-Arlington","High","30"
"2020","Hunt","3-Arlington","Moderate","38"
"2020","Hunt","3-Arlington","Low","1"
"2020","Hutchinson","1-Lubbock","High","23"
"2020","Hutchinson","1-Lubbock","Moderate","14"
"2020","Hutchinson","1-Lubbock","Low","1"
"2020","Irion","9-Midland","High","1"
"2020","Irion","9-Midland","Moderate","1"
"2020","Jack","2-Abilene","High","4"
"2020","Jack","2-Abilene","Moderate","2"
"2020","Jackson","8-San Antonio","Very High","2"
"2020","Jackson","8-San Antonio","High","4"
"2020","Jackson","8-San Antonio","Moderate","1"
"2020","Jasper","5-Beaumont","High","16"
"2020","Jasper","5-Beaumont","Moderate","7"
"2020","Jeff Davis","10-El Paso","Moderate","1"
"2020","Jefferson","5-Beaumont","Very High","4"
"2020","Jefferson","5-Beaumont","High","90"
"2020","Jefferson","5-Beaumont","Moderate","18"
"2020","Jim Hogg","11-Edinburg","Very High","2"
"2020","Jim Hogg","11-Edinburg","High","8"
"2020","Jim Hogg","11-Edinburg","Moderate","4"
"2020","Jim Wells","11-Edinburg","Very High","6"
"2020","Jim Wells","11-Edinburg","High","51"
"2020","Jim Wells","11-Edinburg","Moderate","12"
"2020","Jim Wells","11-Edinburg","No Assessment","1"
"2020","Johnson","3-Arlington","Very High","8"
"2020","Johnson","3-Arlington","High","116"
"2020","Johnson","3-Arlington","Moderate","68"
"2020","Johnson","3-Arlington","Low","1"
"2020","Jones","2-Abilene","Very High","2"
"2020","Jones","2-Abilene","High","15"
"2020","Jones","2-Abilene","Moderate","5"
"2020","Karnes","8-San Antonio","Very High","1"
"2020","Karnes","8-San Antonio","High","14"
"2020","Karnes","8-San Antonio","Moderate","5"
"2020","Kaufman","3-Arlington","Very High","4"
"2020","Kaufman","3-Arlington","High","70"
"2020","Kaufman","3-Arlington","Moderate","36"
"2020","Kendall","8-San Antonio","High","9"
"2020","Kendall","8-San Antonio","Moderate","11"
"2020","Kerr","8-San Antonio","Very High","6"
"2020","Kerr","8-San Antonio","High","34"
"2020","Kerr","8-San Antonio","Moderate","15"
"2020","Kimble","9-Midland","High","2"
"2020","Kinney","8-San Antonio","High","3"
"2020","Kinney","8-San Antonio","Moderate","2"
"2020","Kleberg","11-Edinburg","Very High","4"
"2020","Kleberg","11-Edinburg","High","45"
"2020","Kleberg","11-Edinburg","Moderate","14"
"2020","Knox","2-Abilene","High","3"
"2020","Knox","2-Abilene","Moderate","2"
"2020","La Salle","8-San Antonio","High","7"
"2020","La Salle","8-San Antonio","Moderate","5"
"2020","Lamar","4-Tyler","Very High","2"
"2020","Lamar","4-Tyler","High","47"
"2020","Lamar","4-Tyler","Moderate","35"
"2020","Lamar","4-Tyler","Low","3"
"2020","Lamb","1-Lubbock","High","7"
"2020","Lamb","1-Lubbock","Moderate","5"
"2020","Lampasas","7-Austin","High","9"
"2020","Lampasas","7-Austin","Moderate","11"
"2020","Lavaca","8-San Antonio","Very High","3"
"2020","Lavaca","8-San Antonio","High","9"
"2020","Lavaca","8-San Antonio","Moderate","8"
"2020","Lee","7-Austin","High","5"
"2020","Lee","7-Austin","Moderate","5"
"2020","Leon","7-Austin","Very High","1"
"2020","Leon","7-Austin","High","1"
"2020","Leon","7-Austin","Moderate","1"
"2020","Liberty","6-Houston","Very High","1"
"2020","Liberty","6-Houston","High","19"
"2020","Liberty","6-Houston","Moderate","17"
"2020","Limestone","7-Austin","Very High","1"
"2020","Limestone","7-Austin","High","6"
"2020","Limestone","7-Austin","Moderate","4"
"2020","Lipscomb","1-Lubbock","High","1"
"2020","Lipscomb","1-Lubbock","Moderate","1"
"2020","Live Oak","11-Edinburg","High","7"
"2020","Live Oak","11-Edinburg","Moderate","5"
"2020","Llano","7-Austin","Very High","2"
"2020","Llano","7-Austin","High","18"
"2020","Llano","7-Austin","Moderate","8"
"2020","Loving","9-Midland","Moderate","1"
"2020","Lubbock","1-Lubbock","Very High","13"
"2020","Lubbock","1-Lubbock","High","208"
"2020","Lubbock","1-Lubbock","Moderate","144"
"2020","Lubbock","1-Lubbock","Low","1"
"2020","Lubbock","1-Lubbock","No Assessment","1"
"2020","Lynn","1-Lubbock","High","2"
"2020","Lynn","1-Lubbock","Moderate","2"
"2020","Madison","7-Austin","High","2"
"2020","Madison","7-Austin","Moderate","1"
"2020","Marion","4-Tyler","Very High","1"
"2020","Marion","4-Tyler","High","4"
