"month","track","signal_type","monthly_net_handle"
"2017-08-01T00:00:00.000","GCF","L","391495.00"
"2017-08-01T00:00:00.000","GCF","S","266594.00"
"2017-08-01T00:00:00.000","GCF","X","39216.80"
"2017-08-01T00:00:00.000","GULF","S","678868.60"
"2017-08-01T00:00:00.000","GULF","X","552158.80"
"2017-08-01T00:00:00.000","LSP","S","8758854.50"
"2017-08-01T00:00:00.000","LSP","X","532513.80"
"2017-08-01T00:00:00.000","RETA","L","296221.70"
"2017-08-01T00:00:00.000","RETA","S","2295449.10"
"2017-08-01T00:00:00.000","RETA","X","390001.70"
"2017-08-01T00:00:00.000","SHRP","S","4060540.40"
"2017-08-01T00:00:00.000","SHRP","X","1184673.80"
"2017-08-01T00:00:00.000","VGP","S","450075.20"
"2017-08-01T00:00:00.000","VGP","X","449055.30"
"2017-09-01T00:00:00.000","CCGP","S","167652.60"
"2017-09-01T00:00:00.000","CCGP","X","79547.90"
"2017-09-01T00:00:00.000","GCF","S","78886.30"
"2017-09-01T00:00:00.000","GCF","X","10462.20"
"2017-09-01T00:00:00.000","GULF","S","285845.60"
"2017-09-01T00:00:00.000","GULF","X","216402.90"
"2017-09-01T00:00:00.000","LSP","L","717851.60"
"2017-09-01T00:00:00.000","LSP","S","7644637.30"
"2017-09-01T00:00:00.000","LSP","X","352796.00"
"2017-09-01T00:00:00.000","RETA","L","518404.20"
"2017-09-01T00:00:00.000","RETA","S","2445280.90"
"2017-09-01T00:00:00.000","RETA","X","393550.80"
"2017-09-01T00:00:00.000","SHRP","S","4704633.70"
"2017-09-01T00:00:00.000","SHRP","X","1466068.00"
"2017-09-01T00:00:00.000","VGP","S","431988.10"
"2017-09-01T00:00:00.000","VGP","X","426106.00"
"2017-10-01T00:00:00.000","CCGP","S","504388.60"
"2017-10-01T00:00:00.000","CCGP","X","240447.90"
"2017-10-01T00:00:00.000","GCF","S","213300.70"
"2017-10-01T00:00:00.000","GCF","X","37201.50"
"2017-10-01T00:00:00.000","GULF","S","700874.90"
"2017-10-01T00:00:00.000","GULF","X","555141.30"
"2017-10-01T00:00:00.000","LSP","L","928627.40"
"2017-10-01T00:00:00.000","LSP","S","7237067.60"
"2017-10-01T00:00:00.000","LSP","X","407469.70"
"2017-10-01T00:00:00.000","RETA","L","324263.40"
"2017-10-01T00:00:00.000","RETA","S","2188972.50"
"2017-10-01T00:00:00.000","RETA","X","375211.70"
"2017-10-01T00:00:00.000","SHRP","S","4462037.80"
"2017-10-01T00:00:00.000","SHRP","X","1315816.50"
"2017-10-01T00:00:00.000","VGP","S","417445.60"
"2017-10-01T00:00:00.000","VGP","X","409788.60"
"2017-11-01T00:00:00.000","CCGP","S","596663.20"
"2017-11-01T00:00:00.000","CCGP","X","307445.30"
"2017-11-01T00:00:00.000","GCF","S","262917.70"
"2017-11-01T00:00:00.000","GCF","X","40390.70"
"2017-11-01T00:00:00.000","GULF","L","0.00"
"2017-11-01T00:00:00.000","GULF","S","788259.60"
"2017-11-01T00:00:00.000","GULF","X","713997.40"
"2017-11-01T00:00:00.000","LSP","L","633716.60"
"2017-11-01T00:00:00.000","LSP","S","8711634.60"
"2017-11-01T00:00:00.000","LSP","X","442078.60"
"2017-11-01T00:00:00.000","RETA","L","168815.60"
"2017-11-01T00:00:00.000","RETA","S","2586295.40"
"2017-11-01T00:00:00.000","RETA","X","381539.10"
"2017-11-01T00:00:00.000","SHRP","S","5146123.70"
"2017-11-01T00:00:00.000","SHRP","X","1406515.90"
"2017-11-01T00:00:00.000","VGP","S","460403.90"
"2017-11-01T00:00:00.000","VGP","X","380167.80"
"2017-12-01T00:00:00.000","CCGP","S","630404.60"
"2017-12-01T00:00:00.000","CCGP","X","246337.00"
"2017-12-01T00:00:00.000","GCF","S","235674.50"
"2017-12-01T00:00:00.000","GCF","X","38282.90"
"2017-12-01T00:00:00.000","GULF","L","88516.70"
"2017-12-01T00:00:00.000","GULF","S","941275.00"
"2017-12-01T00:00:00.000","GULF","X","680453.10"
"2017-12-01T00:00:00.000","LSP","S","7280027.60"
"2017-12-01T00:00:00.000","LSP","X","522378.90"
"2017-12-01T00:00:00.000","RETA","S","2275553.00"
"2017-12-01T00:00:00.000","RETA","X","523534.90"
"2017-12-01T00:00:00.000","SHRP","S","4810955.30"
"2017-12-01T00:00:00.000","SHRP","X","1608353.80"
"2017-12-01T00:00:00.000","VGP","S","446145.50"
"2017-12-01T00:00:00.000","VGP","X","316115.60"
,,,
