"fiscal_year","county","region","current_priority","assigned","intakes"
"2021","Hall","1-Lubbock","N","Not Assigned","4"
"2021","Hansford","1-Lubbock","1","Investigation","9"
"2021","Hansford","1-Lubbock","2","Alternative Response","7"
"2021","Hansford","1-Lubbock","2","Investigation","17"
"2021","Hartley","1-Lubbock","1","Investigation","6"
"2021","Hartley","1-Lubbock","2","Alternative Response","5"
"2021","Hartley","1-Lubbock","2","Investigation","22"
"2021","Hartley","1-Lubbock","N","Not Assigned","1"
"2021","Hemphill","1-Lubbock","1","Investigation","3"
"2021","Hemphill","1-Lubbock","2","Alternative Response","5"
"2021","Hemphill","1-Lubbock","2","Investigation","10"
"2021","Hemphill","1-Lubbock","N","Not Assigned","4"
"2021","Hockley","1-Lubbock","1","Investigation","65"
"2021","Hockley","1-Lubbock","2","Alternative Response","40"
"2021","Hockley","1-Lubbock","2","Investigation","179"
"2021","Hockley","1-Lubbock","N","Not Assigned","21"
"2021","Hutchinson","1-Lubbock","1","Investigation","70"
"2021","Hutchinson","1-Lubbock","2","Alternative Response","51"
"2021","Hutchinson","1-Lubbock","2","Investigation","224"
"2021","Hutchinson","1-Lubbock","N","Not Assigned","24"
"2021","King","1-Lubbock","2","Investigation","1"
"2021","Lamb","1-Lubbock","1","Investigation","25"
"2021","Lamb","1-Lubbock","2","Alternative Response","14"
"2021","Lamb","1-Lubbock","2","Investigation","81"
"2021","Lamb","1-Lubbock","N","Not Assigned","13"
"2021","Lipscomb","1-Lubbock","1","Investigation","3"
"2021","Lipscomb","1-Lubbock","2","Alternative Response","4"
"2021","Lipscomb","1-Lubbock","2","Investigation","12"
"2021","Lubbock","1-Lubbock","1","Investigation","822"
"2021","Lubbock","1-Lubbock","2","Alternative Response","567"
"2021","Lubbock","1-Lubbock","2","Investigation","2037"
"2021","Lubbock","1-Lubbock","N","Not Assigned","439"
"2021","Lynn","1-Lubbock","1","Investigation","12"
"2021","Lynn","1-Lubbock","2","Alternative Response","7"
"2021","Lynn","1-Lubbock","2","Investigation","28"
"2021","Lynn","1-Lubbock","N","Not Assigned","7"
"2021","Moore","1-Lubbock","1","Investigation","58"
"2021","Moore","1-Lubbock","2","Alternative Response","34"
"2021","Moore","1-Lubbock","2","Investigation","183"
"2021","Moore","1-Lubbock","N","Not Assigned","25"
"2021","Motley","1-Lubbock","1","Investigation","1"
"2021","Motley","1-Lubbock","2","Alternative Response","2"
"2021","Motley","1-Lubbock","2","Investigation","6"
"2021","Motley","1-Lubbock","N","Not Assigned","1"
"2021","Ochiltree","1-Lubbock","1","Investigation","18"
"2021","Ochiltree","1-Lubbock","2","Alternative Response","19"
"2021","Ochiltree","1-Lubbock","2","Investigation","66"
"2021","Ochiltree","1-Lubbock","N","Not Assigned","8"
"2021","Oldham","1-Lubbock","1","Investigation","4"
"2021","Oldham","1-Lubbock","2","Alternative Response","2"
"2021","Oldham","1-Lubbock","2","Investigation","5"
"2021","Oldham","1-Lubbock","N","Not Assigned","7"
"2021","Parmer","1-Lubbock","1","Investigation","16"
"2021","Parmer","1-Lubbock","2","Alternative Response","6"
"2021","Parmer","1-Lubbock","2","Investigation","33"
"2021","Parmer","1-Lubbock","N","Not Assigned","9"
"2021","Potter","1-Lubbock","1","Investigation","536"
"2021","Potter","1-Lubbock","2","Alternative Response","364"
"2021","Potter","1-Lubbock","2","Investigation","1382"
"2021","Potter","1-Lubbock","N","Not Assigned","225"
"2021","Randall","1-Lubbock","1","Investigation","307"
"2021","Randall","1-Lubbock","2","Alternative Response","247"
"2021","Randall","1-Lubbock","2","Investigation","924"
"2021","Randall","1-Lubbock","N","Not Assigned","191"
"2021","Roberts","1-Lubbock","1","Investigation","1"
"2021","Roberts","1-Lubbock","2","Alternative Response","2"
"2021","Roberts","1-Lubbock","2","Investigation","5"
"2021","Sherman","1-Lubbock","1","Investigation","5"
"2021","Sherman","1-Lubbock","2","Alternative Response","6"
"2021","Sherman","1-Lubbock","2","Investigation","13"
"2021","Sherman","1-Lubbock","N","Not Assigned","1"
"2021","Swisher","1-Lubbock","1","Investigation","25"
"2021","Swisher","1-Lubbock","2","Alternative Response","12"
"2021","Swisher","1-Lubbock","2","Investigation","57"
"2021","Swisher","1-Lubbock","N","Not Assigned","8"
"2021","Terry","1-Lubbock","1","Investigation","45"
"2021","Terry","1-Lubbock","2","Alternative Response","20"
"2021","Terry","1-Lubbock","2","Investigation","97"
"2021","Terry","1-Lubbock","N","Not Assigned","17"
"2021","Wheeler","1-Lubbock","1","Investigation","12"
"2021","Wheeler","1-Lubbock","2","Alternative Response","6"
"2021","Wheeler","1-Lubbock","2","Investigation","27"
"2021","Wheeler","1-Lubbock","N","Not Assigned","2"
"2021","Yoakum","1-Lubbock","1","Investigation","15"
"2021","Yoakum","1-Lubbock","2","Alternative Response","13"
"2021","Yoakum","1-Lubbock","2","Investigation","35"
"2021","Yoakum","1-Lubbock","N","Not Assigned","5"
"2021","Archer","2-Abilene","1","Investigation","11"
"2021","Archer","2-Abilene","2","Alternative Response","10"
"2021","Archer","2-Abilene","2","Investigation","46"
"2021","Archer","2-Abilene","N","Not Assigned","7"
"2021","Baylor","2-Abilene","1","Investigation","7"
"2021","Baylor","2-Abilene","2","Alternative Response","3"
"2021","Baylor","2-Abilene","2","Investigation","40"
"2021","Baylor","2-Abilene","N","Not Assigned","3"
"2021","Brown","2-Abilene","1","Investigation","111"
"2021","Brown","2-Abilene","2","Alternative Response","61"
"2021","Brown","2-Abilene","2","Investigation","352"
"2021","Brown","2-Abilene","N","Not Assigned","113"
"2021","Callahan","2-Abilene","1","Investigation","36"
"2021","Callahan","2-Abilene","2","Alternative Response","32"
"2021","Callahan","2-Abilene","2","Investigation","133"
"2021","Callahan","2-Abilene","N","Not Assigned","18"
"2021","Clay","2-Abilene","1","Investigation","18"
"2021","Clay","2-Abilene","2","Alternative Response","24"
"2021","Clay","2-Abilene","2","Investigation","61"
"2021","Clay","2-Abilene","N","Not Assigned","8"
"2021","Coleman","2-Abilene","1","Investigation","17"
"2021","Coleman","2-Abilene","2","Alternative Response","20"
"2021","Coleman","2-Abilene","2","Investigation","55"
"2021","Coleman","2-Abilene","N","Not Assigned","14"
"2021","Comanche","2-Abilene","1","Investigation","27"
"2021","Comanche","2-Abilene","2","Alternative Response","23"
"2021","Comanche","2-Abilene","2","Investigation","116"
"2021","Comanche","2-Abilene","N","Not Assigned","24"
"2021","Cottle","2-Abilene","1","Investigation","3"
"2021","Cottle","2-Abilene","2","Alternative Response","2"
"2021","Cottle","2-Abilene","2","Investigation","7"
"2021","Eastland","2-Abilene","1","Investigation","49"
"2021","Eastland","2-Abilene","2","Alternative Response","32"
"2021","Eastland","2-Abilene","2","Investigation","160"
"2021","Eastland","2-Abilene","N","Not Assigned","26"
"2021","Fisher","2-Abilene","1","Investigation","11"
"2021","Fisher","2-Abilene","2","Alternative Response","10"
"2021","Fisher","2-Abilene","2","Investigation","22"
"2021","Fisher","2-Abilene","N","Not Assigned","3"
"2021","Foard","2-Abilene","1","Investigation","2"
"2021","Foard","2-Abilene","2","Alternative Response","5"
"2021","Foard","2-Abilene","2","Investigation","3"
"2021","Foard","2-Abilene","N","Not Assigned","1"
"2021","Hardeman","2-Abilene","1","Investigation","10"
"2021","Hardeman","2-Abilene","2","Alternative Response","4"
"2021","Hardeman","2-Abilene","2","Investigation","26"
"2021","Hardeman","2-Abilene","N","Not Assigned","7"
"2021","Haskell","2-Abilene","1","Investigation","20"
"2021","Haskell","2-Abilene","2","Alternative Response","10"
"2021","Haskell","2-Abilene","2","Investigation","35"
"2021","Haskell","2-Abilene","N","Not Assigned","4"
"2021","Jack","2-Abilene","1","Investigation","13"
"2021","Jack","2-Abilene","2","Alternative Response","18"
"2021","Jack","2-Abilene","2","Investigation","69"
"2021","Jack","2-Abilene","N","Not Assigned","7"
"2021","Jones","2-Abilene","1","Investigation","48"
"2021","Jones","2-Abilene","2","Alternative Response","27"
"2021","Jones","2-Abilene","2","Investigation","131"
"2021","Jones","2-Abilene","N","Not Assigned","32"
"2021","Kent","2-Abilene","1","Investigation","1"
"2021","Kent","2-Abilene","2","Alternative Response","1"
"2021","Kent","2-Abilene","2","Investigation","2"
"2021","Knox","2-Abilene","1","Investigation","8"
"2021","Knox","2-Abilene","2","Alternative Response","3"
"2021","Knox","2-Abilene","2","Investigation","28"
"2021","Knox","2-Abilene","N","Not Assigned","7"
"2021","Mitchell","2-Abilene","1","Investigation","33"
"2021","Mitchell","2-Abilene","2","Alternative Response","7"
"2021","Mitchell","2-Abilene","2","Investigation","65"
"2021","Mitchell","2-Abilene","N","Not Assigned","8"
"2021","Montague","2-Abilene","1","Investigation","46"
"2021","Montague","2-Abilene","2","Alternative Response","30"
"2021","Montague","2-Abilene","2","Investigation","153"
"2021","Montague","2-Abilene","N","Not Assigned","21"
"2021","Nolan","2-Abilene","1","Investigation","100"
"2021","Nolan","2-Abilene","2","Alternative Response","45"
"2021","Nolan","2-Abilene","2","Investigation","215"
"2021","Nolan","2-Abilene","N","Not Assigned","24"
"2021","Runnels","2-Abilene","1","Investigation","18"
"2021","Runnels","2-Abilene","2","Alternative Response","28"
"2021","Runnels","2-Abilene","2","Investigation","94"
"2021","Runnels","2-Abilene","N","Not Assigned","26"
"2021","Scurry","2-Abilene","1","Investigation","68"
"2021","Scurry","2-Abilene","2","Alternative Response","39"
"2021","Scurry","2-Abilene","2","Investigation","166"
"2021","Scurry","2-Abilene","N","Not Assigned","26"
"2021","Shackelford","2-Abilene","1","Investigation","4"
"2021","Shackelford","2-Abilene","2","Alternative Response","8"
"2021","Shackelford","2-Abilene","2","Investigation","25"
"2021","Shackelford","2-Abilene","N","Not Assigned","3"
"2021","Stephens","2-Abilene","1","Investigation","25"
"2021","Stephens","2-Abilene","2","Alternative Response","19"
"2021","Stephens","2-Abilene","2","Investigation","79"
"2021","Stephens","2-Abilene","N","Not Assigned","12"
"2021","Stonewall","2-Abilene","2","Alternative Response","3"
"2021","Stonewall","2-Abilene","2","Investigation","2"
"2021","Stonewall","2-Abilene","N","Not Assigned","1"
"2021","Taylor","2-Abilene","1","Investigation","524"
"2021","Taylor","2-Abilene","2","Alternative Response","380"
"2021","Taylor","2-Abilene","2","Investigation","1605"
"2021","Taylor","2-Abilene","N","Not Assigned","385"
"2021","Throckmorton","2-Abilene","1","Investigation","2"
"2021","Throckmorton","2-Abilene","2","Alternative Response","3"
"2021","Throckmorton","2-Abilene","2","Investigation","23"
"2021","Throckmorton","2-Abilene","N","Not Assigned","2"
"2021","Wichita","2-Abilene","1","Investigation","358"
"2021","Wichita","2-Abilene","2","Alternative Response","357"
"2021","Wichita","2-Abilene","2","Investigation","1261"
"2021","Wichita","2-Abilene","N","Not Assigned","234"
"2021","Wilbarger","2-Abilene","1","Investigation","48"
"2021","Wilbarger","2-Abilene","2","Alternative Response","26"
"2021","Wilbarger","2-Abilene","2","Investigation","137"
"2021","Wilbarger","2-Abilene","N","Not Assigned","21"
"2021","Young","2-Abilene","1","Investigation","37"
"2021","Young","2-Abilene","2","Alternative Response","36"
"2021","Young","2-Abilene","2","Investigation","175"
"2021","Young","2-Abilene","N","Not Assigned","22"
"2021","Collin","3-Arlington","1","Investigation","794"
"2021","Collin","3-Arlington","2","Alternative Response","1436"
"2021","Collin","3-Arlington","2","Investigation","3760"
"2021","Collin","3-Arlington","N","Not Assigned","1152"
"2021","Cooke","3-Arlington","1","Investigation","99"
"2021","Cooke","3-Arlington","2","Alternative Response","82"
"2021","Cooke","3-Arlington","2","Investigation","347"
"2021","Cooke","3-Arlington","N","Not Assigned","56"
"2021","Dallas","3-Arlington","1","Investigation","4456"
"2021","Dallas","3-Arlington","2","Alternative Response","3700"
"2021","Dallas","3-Arlington","2","Investigation","12884"
"2021","Dallas","3-Arlington","N","Not Assigned","2378"
"2021","Denton","3-Arlington","1","Investigation","944"
"2021","Denton","3-Arlington","2","Alternative Response","1555"
"2021","Denton","3-Arlington","2","Investigation","4097"
"2021","Denton","3-Arlington","N","Not Assigned","869"
"2021","Ellis","3-Arlington","1","Investigation","217"
"2021","Ellis","3-Arlington","2","Alternative Response","332"
"2021","Ellis","3-Arlington","2","Investigation","998"
"2021","Ellis","3-Arlington","N","Not Assigned","229"
"2021","Erath","3-Arlington","1","Investigation","103"
"2021","Erath","3-Arlington","2","Alternative Response","74"
"2021","Erath","3-Arlington","2","Investigation","261"
"2021","Erath","3-Arlington","N","Not Assigned","37"
"2021","Fannin","3-Arlington","1","Investigation","54"
"2021","Fannin","3-Arlington","2","Alternative Response","56"
"2021","Fannin","3-Arlington","2","Investigation","234"
"2021","Fannin","3-Arlington","N","Not Assigned","41"
"2021","Grayson","3-Arlington","1","Investigation","338"
"2021","Grayson","3-Arlington","2","Alternative Response","270"
"2021","Grayson","3-Arlington","2","Investigation","912"
"2021","Grayson","3-Arlington","N","Not Assigned","153"
"2021","Hood","3-Arlington","1","Investigation","177"
"2021","Hood","3-Arlington","2","Alternative Response","121"
"2021","Hood","3-Arlington","2","Investigation","438"
"2021","Hood","3-Arlington","N","Not Assigned","63"
"2021","Hunt","3-Arlington","1","Investigation","284"
"2021","Hunt","3-Arlington","2","Alternative Response","202"
"2021","Hunt","3-Arlington","2","Investigation","672"
"2021","Hunt","3-Arlington","N","Not Assigned","110"
"2021","Johnson","3-Arlington","1","Investigation","395"
"2021","Johnson","3-Arlington","2","Alternative Response","399"
"2021","Johnson","3-Arlington","2","Investigation","1203"
"2021","Johnson","3-Arlington","N","Not Assigned","267"
"2021","Kaufman","3-Arlington","1","Investigation","254"
"2021","Kaufman","3-Arlington","2","Alternative Response","283"
"2021","Kaufman","3-Arlington","2","Investigation","932"
"2021","Kaufman","3-Arlington","N","Not Assigned","138"
"2021","Navarro","3-Arlington","1","Investigation","110"
"2021","Navarro","3-Arlington","2","Alternative Response","98"
"2021","Navarro","3-Arlington","2","Investigation","347"
"2021","Navarro","3-Arlington","N","Not Assigned","72"
"2021","Palo Pinto","3-Arlington","1","Investigation","96"
"2021","Palo Pinto","3-Arlington","2","Alternative Response","73"
"2021","Palo Pinto","3-Arlington","2","Investigation","247"
"2021","Palo Pinto","3-Arlington","N","Not Assigned","47"
"2021","Parker","3-Arlington","1","Investigation","288"
"2021","Parker","3-Arlington","2","Alternative Response","260"
"2021","Parker","3-Arlington","2","Investigation","866"
"2021","Parker","3-Arlington","N","Not Assigned","172"
"2021","Rockwall","3-Arlington","1","Investigation","122"
"2021","Rockwall","3-Arlington","2","Alternative Response","187"
"2021","Rockwall","3-Arlington","2","Investigation","428"
"2021","Rockwall","3-Arlington","N","Not Assigned","95"
"2021","Somervell","3-Arlington","1","Investigation","18"
"2021","Somervell","3-Arlington","2","Alternative Response","27"
"2021","Somervell","3-Arlington","2","Investigation","67"
"2021","Somervell","3-Arlington","N","Not Assigned","9"
"2021","Tarrant","3-Arlington","1","Investigation","3846"
"2021","Tarrant","3-Arlington","2","Alternative Response","3799"
"2021","Tarrant","3-Arlington","2","Investigation","12377"
"2021","Tarrant","3-Arlington","N","Not Assigned","2226"
"2021","Wise","3-Arlington","1","Investigation","124"
"2021","Wise","3-Arlington","2","Alternative Response","125"
"2021","Wise","3-Arlington","2","Investigation","502"
"2021","Wise","3-Arlington","N","Not Assigned","65"
"2021","Anderson","4-Tyler","1","Investigation","129"
"2021","Anderson","4-Tyler","2","Alternative Response","76"
"2021","Anderson","4-Tyler","2","Investigation","307"
"2021","Anderson","4-Tyler","N","Not Assigned","45"
"2021","Bowie","4-Tyler","1","Investigation","333"
"2021","Bowie","4-Tyler","2","Alternative Response","143"
"2021","Bowie","4-Tyler","2","Investigation","494"
"2021","Bowie","4-Tyler","N","Not Assigned","111"
"2021","Camp","4-Tyler","1","Investigation","35"
"2021","Camp","4-Tyler","2","Alternative Response","23"
"2021","Camp","4-Tyler","2","Investigation","81"
"2021","Camp","4-Tyler","N","Not Assigned","16"
"2021","Cass","4-Tyler","1","Investigation","129"
"2021","Cass","4-Tyler","2","Alternative Response","42"
"2021","Cass","4-Tyler","2","Investigation","179"
"2021","Cass","4-Tyler","N","Not Assigned","22"
"2021","Cherokee","4-Tyler","1","Investigation","190"
"2021","Cherokee","4-Tyler","2","Alternative Response","114"
"2021","Cherokee","4-Tyler","2","Investigation","407"
"2021","Cherokee","4-Tyler","N","Not Assigned","55"
"2021","Delta","4-Tyler","1","Investigation","11"
"2021","Delta","4-Tyler","2","Alternative Response","10"
"2021","Delta","4-Tyler","2","Investigation","20"
"2021","Delta","4-Tyler","N","Not Assigned","2"
"2021","Franklin","4-Tyler","1","Investigation","18"
"2021","Franklin","4-Tyler","2","Alternative Response","13"
"2021","Franklin","4-Tyler","2","Investigation","70"
"2021","Franklin","4-Tyler","N","Not Assigned","9"
"2021","Gregg","4-Tyler","1","Investigation","371"
"2021","Gregg","4-Tyler","2","Alternative Response","226"
"2021","Gregg","4-Tyler","2","Investigation","714"
"2021","Gregg","4-Tyler","N","Not Assigned","103"
"2021","Harrison","4-Tyler","1","Investigation","222"
"2021","Harrison","4-Tyler","2","Alternative Response","106"
"2021","Harrison","4-Tyler","2","Investigation","350"
"2021","Harrison","4-Tyler","N","Not Assigned","47"
"2021","Henderson","4-Tyler","1","Investigation","148"
"2021","Henderson","4-Tyler","2","Alternative Response","181"
"2021","Henderson","4-Tyler","2","Investigation","653"
"2021","Henderson","4-Tyler","N","Not Assigned","122"
"2021","Hopkins","4-Tyler","1","Investigation","83"
"2021","Hopkins","4-Tyler","2","Alternative Response","81"
"2021","Hopkins","4-Tyler","2","Investigation","257"
"2021","Hopkins","4-Tyler","N","Not Assigned","52"
"2021","Lamar","4-Tyler","1","Investigation","166"
"2021","Lamar","4-Tyler","2","Alternative Response","102"
"2021","Lamar","4-Tyler","2","Investigation","257"
"2021","Lamar","4-Tyler","N","Not Assigned","40"
"2021","Marion","4-Tyler","1","Investigation","53"
"2021","Marion","4-Tyler","2","Alternative Response","21"
"2021","Marion","4-Tyler","2","Investigation","76"
"2021","Marion","4-Tyler","N","Not Assigned","7"
"2021","Morris","4-Tyler","1","Investigation","34"
"2021","Morris","4-Tyler","2","Alternative Response","30"
"2021","Morris","4-Tyler","2","Investigation","92"
"2021","Morris","4-Tyler","N","Not Assigned","11"
"2021","Panola","4-Tyler","1","Investigation","68"
"2021","Panola","4-Tyler","2","Alternative Response","25"
"2021","Panola","4-Tyler","2","Investigation","136"
"2021","Panola","4-Tyler","N","Not Assigned","18"
"2021","Rains","4-Tyler","1","Investigation","25"
"2021","Rains","4-Tyler","2","Alternative Response","30"
"2021","Rains","4-Tyler","2","Investigation","88"
"2021","Rains","4-Tyler","N","Not Assigned","24"
"2021","Red River","4-Tyler","1","Investigation","34"
"2021","Red River","4-Tyler","2","Alternative Response","31"
"2021","Red River","4-Tyler","2","Investigation","74"
"2021","Red River","4-Tyler","N","Not Assigned","9"
"2021","Rusk","4-Tyler","1","Investigation","166"
"2021","Rusk","4-Tyler","2","Alternative Response","87"
"2021","Rusk","4-Tyler","2","Investigation","281"
"2021","Rusk","4-Tyler","N","Not Assigned","51"
"2021","Smith","4-Tyler","1","Investigation","503"
"2021","Smith","4-Tyler","2","Alternative Response","372"
"2021","Smith","4-Tyler","2","Investigation","1120"
"2021","Smith","4-Tyler","N","Not Assigned","226"
"2021","Titus","4-Tyler","1","Investigation","97"
"2021","Titus","4-Tyler","2","Alternative Response","50"
"2021","Titus","4-Tyler","2","Investigation","173"
"2021","Titus","4-Tyler","N","Not Assigned","30"
"2021","Upshur","4-Tyler","1","Investigation","115"
"2021","Upshur","4-Tyler","2","Alternative Response","70"
"2021","Upshur","4-Tyler","2","Investigation","242"
"2021","Upshur","4-Tyler","N","Not Assigned","39"
"2021","Van Zandt","4-Tyler","1","Investigation","101"
"2021","Van Zandt","4-Tyler","2","Alternative Response","108"
"2021","Van Zandt","4-Tyler","2","Investigation","414"
"2021","Van Zandt","4-Tyler","N","Not Assigned","70"
"2021","Wood","4-Tyler","1","Investigation","84"
"2021","Wood","4-Tyler","2","Alternative Response","84"
"2021","Wood","4-Tyler","2","Investigation","253"
"2021","Wood","4-Tyler","N","Not Assigned","68"
"2021","Angelina","5-Beaumont","1","Investigation","243"
"2021","Angelina","5-Beaumont","2","Alternative Response","163"
"2021","Angelina","5-Beaumont","2","Investigation","546"
"2021","Angelina","5-Beaumont","N","Not Assigned","113"
"2021","Hardin","5-Beaumont","1","Investigation","49"
"2021","Hardin","5-Beaumont","2","Alternative Response","85"
"2021","Hardin","5-Beaumont","2","Investigation","332"
"2021","Hardin","5-Beaumont","N","Not Assigned","46"
"2021","Houston","5-Beaumont","1","Investigation","54"
"2021","Houston","5-Beaumont","2","Alternative Response","45"
"2021","Houston","5-Beaumont","2","Investigation","150"
"2021","Houston","5-Beaumont","N","Not Assigned","28"
"2021","Jasper","5-Beaumont","1","Investigation","86"
"2021","Jasper","5-Beaumont","2","Alternative Response","62"
"2021","Jasper","5-Beaumont","2","Investigation","222"
"2021","Jasper","5-Beaumont","N","Not Assigned","37"
"2021","Jefferson","5-Beaumont","1","Investigation","346"
"2021","Jefferson","5-Beaumont","2","Alternative Response","362"
"2021","Jefferson","5-Beaumont","2","Investigation","1582"
"2021","Jefferson","5-Beaumont","N","Not Assigned","175"
"2021","Nacogdoches","5-Beaumont","1","Investigation","202"
"2021","Nacogdoches","5-Beaumont","2","Alternative Response","92"
"2021","Nacogdoches","5-Beaumont","2","Investigation","287"
"2021","Nacogdoches","5-Beaumont","N","Not Assigned","50"
"2021","Newton","5-Beaumont","1","Investigation","31"
"2021","Newton","5-Beaumont","2","Alternative Response","26"
"2021","Newton","5-Beaumont","2","Investigation","61"
"2021","Newton","5-Beaumont","N","Not Assigned","11"
"2021","Orange","5-Beaumont","1","Investigation","126"
"2021","Orange","5-Beaumont","2","Alternative Response","188"
"2021","Orange","5-Beaumont","2","Investigation","716"
"2021","Orange","5-Beaumont","N","Not Assigned","74"
"2021","Polk","5-Beaumont","1","Investigation","129"
"2021","Polk","5-Beaumont","2","Alternative Response","130"
"2021","Polk","5-Beaumont","2","Investigation","372"
"2021","Polk","5-Beaumont","N","Not Assigned","58"
"2021","Sabine","5-Beaumont","1","Investigation","41"
"2021","Sabine","5-Beaumont","2","Alternative Response","15"
"2021","Sabine","5-Beaumont","2","Investigation","64"
"2021","Sabine","5-Beaumont","N","Not Assigned","13"
"2021","San Augustine","5-Beaumont","1","Investigation","22"
"2021","San Augustine","5-Beaumont","2","Alternative Response","15"
"2021","San Augustine","5-Beaumont","2","Investigation","42"
"2021","San Augustine","5-Beaumont","N","Not Assigned","5"
"2021","San Jacinto","5-Beaumont","1","Investigation","60"
"2021","San Jacinto","5-Beaumont","2","Alternative Response","61"
"2021","San Jacinto","5-Beaumont","2","Investigation","182"
"2021","San Jacinto","5-Beaumont","N","Not Assigned","25"
"2021","Shelby","5-Beaumont","1","Investigation","88"
"2021","Shelby","5-Beaumont","2","Alternative Response","33"
"2021","Shelby","5-Beaumont","2","Investigation","126"
"2021","Shelby","5-Beaumont","N","Not Assigned","22"
"2021","Trinity","5-Beaumont","1","Investigation","44"
"2021","Trinity","5-Beaumont","2","Alternative Response","23"
"2021","Trinity","5-Beaumont","2","Investigation","100"
"2021","Trinity","5-Beaumont","N","Not Assigned","26"
"2021","Tyler","5-Beaumont","1","Investigation","43"
"2021","Tyler","5-Beaumont","2","Alternative Response","36"
"2021","Tyler","5-Beaumont","2","Investigation","193"
"2021","Tyler","5-Beaumont","N","Not Assigned","19"
"2021","Austin","6-Houston","1","Investigation","66"
"2021","Austin","6-Houston","2","Alternative Response","33"
"2021","Austin","6-Houston","2","Investigation","105"
"2021","Austin","6-Houston","N","Not Assigned","19"
"2021","Brazoria","6-Houston","1","Investigation","634"
"2021","Brazoria","6-Houston","2","Alternative Response","496"
"2021","Brazoria","6-Houston","2","Investigation","1234"
