"fiscal_year","county","region","families_receiving_fbss_family_preservation_services_on_august_31"
"2021","San Augustine","5-Beaumont","3"
"2021","San Jacinto","5-Beaumont","1"
"2021","San Patricio","11-Edinburg","14"
"2021","Scurry","2-Abilene","4"
"2021","Shelby","5-Beaumont","1"
"2021","Sherman","1-Lubbock","1"
"2021","Smith","4-Tyler","47"
"2021","Somervell","3-Arlington","1"
"2021","Starr","11-Edinburg","3"
"2021","Stephens","2-Abilene","3"
"2021","Swisher","1-Lubbock","6"
"2021","Tarrant","3-Arlington","322"
"2021","Taylor","2-Abilene","81"
"2021","Terry","1-Lubbock","8"
"2021","Titus","4-Tyler","5"
"2021","Tom Green","9-Midland","34"
"2021","Travis","7-Austin","141"
"2021","Trinity","5-Beaumont","3"
"2021","Tyler","5-Beaumont","1"
"2021","Upshur","4-Tyler","10"
"2021","Uvalde","8-San Antonio","17"
"2021","Val Verde","8-San Antonio","16"
"2021","Van Zandt","4-Tyler","4"
"2021","Victoria","8-San Antonio","19"
"2021","Walker","6-Houston","3"
"2021","Waller","6-Houston","5"
"2021","Ward","9-Midland","5"
"2021","Washington","7-Austin","1"
"2021","Webb","11-Edinburg","57"
"2021","Wharton","6-Houston","11"
"2021","Wheeler","1-Lubbock","3"
"2021","Wichita","2-Abilene","36"
"2021","Wilbarger","2-Abilene","2"
"2021","Willacy","11-Edinburg","2"
"2021","Williamson","7-Austin","35"
"2021","Wilson","8-San Antonio","13"
"2021","Winkler","9-Midland","1"
"2021","Wise","3-Arlington","12"
"2021","Wood","4-Tyler","5"
"2021","Young","2-Abilene","4"
"2021","Zapata","11-Edinburg","4"
"2021","Zavala","8-San Antonio","3"
"2020","Anderson","4-Tyler","14"
"2020","Andrews","9-Midland","14"
"2020","Angelina","5-Beaumont","32"
"2020","Aransas","11-Edinburg","16"
"2020","Archer","2-Abilene","1"
"2020","Atascosa","8-San Antonio","48"
"2020","Austin","6-Houston","8"
"2020","Bailey","1-Lubbock","3"
"2020","Bandera","8-San Antonio","20"
"2020","Bastrop","7-Austin","32"
"2020","Baylor","2-Abilene","3"
"2020","Bee","11-Edinburg","10"
"2020","Bell","7-Austin","139"
"2020","Bexar","8-San Antonio","1324"
"2020","Blanco","7-Austin","1"
"2020","Borden","9-Midland","2"
"2020","Bosque","7-Austin","1"
"2020","Bowie","4-Tyler","33"
"2020","Brazoria","6-Houston","170"
"2020","Brazos","7-Austin","20"
"2020","Brewster","10-El Paso","4"
"2020","Brooks","11-Edinburg","14"
"2020","Brown","2-Abilene","44"
"2020","Burleson","7-Austin","1"
"2020","Burnet","7-Austin","7"
"2020","Caldwell","7-Austin","24"
"2020","Calhoun","8-San Antonio","18"
"2020","Callahan","2-Abilene","3"
"2020","Cameron","11-Edinburg","182"
"2020","Camp","4-Tyler","7"
"2020","Carson","1-Lubbock","2"
"2020","Cass","4-Tyler","11"
"2020","Castro","1-Lubbock","4"
"2020","Chambers","6-Houston","9"
"2020","Cherokee","4-Tyler","24"
"2020","Childress","1-Lubbock","1"
"2020","Clay","2-Abilene","4"
"2020","Coke","9-Midland","4"
"2020","Coleman","2-Abilene","6"
"2020","Collin","3-Arlington","148"
"2020","Colorado","6-Houston","5"
"2020","Comal","8-San Antonio","33"
"2020","Comanche","2-Abilene","3"
"2020","Concho","9-Midland","2"
"2020","Cooke","3-Arlington","29"
"2020","Coryell","7-Austin","19"
"2020","Crockett","9-Midland","2"
"2020","Crosby","1-Lubbock","2"
"2020","Culberson","10-El Paso","1"
"2020","Dallam","1-Lubbock","1"
"2020","Dallas","3-Arlington","694"
"2020","Dawson","9-Midland","9"
"2020","Deaf Smith","1-Lubbock","8"
"2020","Delta","4-Tyler","1"
"2020","Denton","3-Arlington","153"
"2020","DeWitt","8-San Antonio","13"
"2020","Dimmit","8-San Antonio","6"
"2020","Donley","1-Lubbock","3"
"2020","Duval","11-Edinburg","12"
"2020","Eastland","2-Abilene","8"
"2020","Ector","9-Midland","71"
"2020","El Paso","10-El Paso","357"
"2020","Ellis","3-Arlington","63"
"2020","Erath","3-Arlington","27"
"2020","Falls","7-Austin","6"
"2020","Fannin","3-Arlington","12"
"2020","Fayette","7-Austin","4"
"2020","Fisher","2-Abilene","1"
"2020","Floyd","1-Lubbock","1"
"2020","Fort Bend","6-Houston","133"
"2020","Franklin","4-Tyler","3"
"2020","Frio","8-San Antonio","17"
"2020","Gaines","9-Midland","6"
"2020","Galveston","6-Houston","205"
"2020","Garza","1-Lubbock","3"
"2020","Gillespie","8-San Antonio","8"
"2020","Goliad","8-San Antonio","4"
"2020","Gonzales","8-San Antonio","7"
"2020","Gray","1-Lubbock","14"
"2020","Grayson","3-Arlington","54"
"2020","Gregg","4-Tyler","73"
"2020","Grimes","7-Austin","2"
"2020","Guadalupe","8-San Antonio","47"
"2020","Hale","1-Lubbock","20"
"2020","Hall","1-Lubbock","3"
"2020","Hamilton","7-Austin","3"
"2020","Hardeman","2-Abilene","2"
"2020","Hardin","5-Beaumont","11"
"2020","Harris","6-Houston","1074"
"2020","Harrison","4-Tyler","30"
"2020","Hartley","1-Lubbock","2"
"2020","Haskell","2-Abilene","1"
"2020","Hays","7-Austin","43"
"2020","Henderson","4-Tyler","37"
"2020","Hidalgo","11-Edinburg","322"
"2020","Hill","7-Austin","14"
"2020","Hockley","1-Lubbock","22"
"2020","Hood","3-Arlington","30"
"2020","Hopkins","4-Tyler","11"
"2020","Houston","5-Beaumont","16"
"2020","Howard","9-Midland","15"
"2020","Hudspeth","10-El Paso","1"
"2020","Hunt","3-Arlington","23"
"2020","Hutchinson","1-Lubbock","15"
"2020","Jack","2-Abilene","3"
"2020","Jackson","8-San Antonio","5"
"2020","Jasper","5-Beaumont","19"
"2020","Jeff Davis","10-El Paso","1"
"2020","Jefferson","5-Beaumont","66"
"2020","Jim Hogg","11-Edinburg","10"
"2020","Jim Wells","11-Edinburg","31"
"2020","Johnson","3-Arlington","101"
"2020","Jones","2-Abilene","6"
"2020","Karnes","8-San Antonio","7"
"2020","Kaufman","3-Arlington","78"
"2020","Kendall","8-San Antonio","12"
"2020","Kerr","8-San Antonio","33"
"2020","Kimble","9-Midland","1"
"2020","Kinney","8-San Antonio","3"
"2020","Kleberg","11-Edinburg","27"
"2020","Knox","2-Abilene","4"
"2020","La Salle","8-San Antonio","8"
"2020","Lamar","4-Tyler","36"
"2020","Lamb","1-Lubbock","1"
"2020","Lampasas","7-Austin","4"
"2020","Lavaca","8-San Antonio","10"
"2020","Lee","7-Austin","4"
"2020","Leon","7-Austin","1"
"2020","Liberty","6-Houston","25"
"2020","Limestone","7-Austin","6"
"2020","Lipscomb","1-Lubbock","2"
"2020","Live Oak","11-Edinburg","4"
"2020","Llano","7-Austin","12"
"2020","Lubbock","1-Lubbock","159"
"2020","Lynn","1-Lubbock","3"
"2020","Madison","7-Austin","2"
"2020","Marion","4-Tyler","2"
"2020","Martin","9-Midland","1"
"2020","Matagorda","6-Houston","27"
"2020","Maverick","8-San Antonio","20"
"2020","McCulloch","9-Midland","3"
"2020","McLennan","7-Austin","128"
"2020","Medina","8-San Antonio","38"
"2020","Menard","9-Midland","1"
"2020","Midland","9-Midland","48"
"2020","Milam","7-Austin","4"
"2020","Mitchell","2-Abilene","4"
"2020","Montague","2-Abilene","23"
"2020","Montgomery","6-Houston","85"
"2020","Moore","1-Lubbock","10"
"2020","Morris","4-Tyler","6"
"2020","Nacogdoches","5-Beaumont","24"
"2020","Navarro","3-Arlington","34"
"2020","Newton","5-Beaumont","11"
"2020","Nolan","2-Abilene","12"
"2020","Nueces","11-Edinburg","325"
"2020","Ochiltree","1-Lubbock","5"
"2020","Orange","5-Beaumont","31"
"2020","Out of State","Out of State","1"
"2020","Palo Pinto","3-Arlington","40"
"2020","Panola","4-Tyler","7"
"2020","Parker","3-Arlington","62"
"2020","Parmer","1-Lubbock","4"
"2020","Pecos","9-Midland","10"
"2020","Polk","5-Beaumont","17"
"2020","Potter","1-Lubbock","64"
"2020","Presidio","10-El Paso","3"
"2020","Rains","4-Tyler","5"
"2020","Randall","1-Lubbock","35"
"2020","Reagan","9-Midland","3"
"2020","Red River","4-Tyler","10"
"2020","Reeves","9-Midland","5"
"2020","Refugio","11-Edinburg","6"
"2020","Robertson","7-Austin","1"
"2020","Rockwall","3-Arlington","29"
"2020","Runnels","2-Abilene","8"
"2020","Rusk","4-Tyler","13"
"2020","Sabine","5-Beaumont","3"
"2020","San Augustine","5-Beaumont","7"
"2020","San Jacinto","5-Beaumont","13"
"2020","San Patricio","11-Edinburg","33"
"2020","Schleicher","9-Midland","1"
"2020","Scurry","2-Abilene","14"
"2020","Shelby","5-Beaumont","3"
"2020","Sherman","1-Lubbock","1"
"2020","Smith","4-Tyler","82"
"2020","Somervell","3-Arlington","7"
"2020","Starr","11-Edinburg","19"
"2020","Stonewall","2-Abilene","1"
"2020","Sutton","9-Midland","3"
"2020","Swisher","1-Lubbock","1"
"2020","Tarrant","3-Arlington","667"
"2020","Taylor","2-Abilene","132"
"2020","Terry","1-Lubbock","13"
"2020","Titus","4-Tyler","2"
"2020","Tom Green","9-Midland","92"
"2020","Travis","7-Austin","396"
"2020","Trinity","5-Beaumont","5"
"2020","Tyler","5-Beaumont","5"
"2020","Upshur","4-Tyler","21"
"2020","Upton","9-Midland","2"
"2020","Uvalde","8-San Antonio","18"
"2020","Val Verde","8-San Antonio","26"
"2020","Van Zandt","4-Tyler","35"
"2020","Victoria","8-San Antonio","63"
"2020","Walker","6-Houston","16"
"2020","Waller","6-Houston","12"
"2020","Ward","9-Midland","5"
"2020","Washington","7-Austin","3"
"2020","Webb","11-Edinburg","138"
"2020","Wharton","6-Houston","19"
"2020","Wheeler","1-Lubbock","4"
"2020","Wichita","2-Abilene","88"
"2020","Wilbarger","2-Abilene","4"
"2020","Willacy","11-Edinburg","19"
"2020","Williamson","7-Austin","68"
"2020","Wilson","8-San Antonio","24"
"2020","Winkler","9-Midland","4"
"2020","Wise","3-Arlington","31"
"2020","Wood","4-Tyler","12"
"2020","Young","2-Abilene","8"
"2020","Zapata","11-Edinburg","9"
"2020","Zavala","8-San Antonio","15"
"2019","Anderson","4-Tyler","11"
"2019","Andrews","9-Midland","9"
"2019","Angelina","5-Beaumont","15"
"2019","Aransas","11-Edinburg","26"
"2019","Atascosa","8-San Antonio","39"
"2019","Austin","6-Houston","9"
"2019","Bailey","1-Lubbock","1"
"2019","Bandera","8-San Antonio","15"
"2019","Bastrop","7-Austin","39"
"2019","Baylor","2-Abilene","2"
"2019","Bee","11-Edinburg","14"
"2019","Bell","7-Austin","87"
"2019","Bexar","8-San Antonio","1178"
"2019","Blanco","7-Austin","1"
"2019","Bowie","4-Tyler","26"
"2019","Brazoria","6-Houston","147"
"2019","Brazos","7-Austin","13"
"2019","Brewster","10-El Paso","6"
"2019","Brooks","11-Edinburg","4"
"2019","Brown","2-Abilene","31"
"2019","Burleson","7-Austin","1"
"2019","Burnet","7-Austin","13"
"2019","Caldwell","7-Austin","30"
"2019","Calhoun","8-San Antonio","21"
"2019","Callahan","2-Abilene","6"
"2019","Cameron","11-Edinburg","196"
"2019","Camp","4-Tyler","5"
"2019","Carson","1-Lubbock","1"
"2019","Cass","4-Tyler","23"
"2019","Chambers","6-Houston","6"
"2019","Cherokee","4-Tyler","17"
"2019","Childress","1-Lubbock","12"
"2019","Clay","2-Abilene","6"
"2019","Coke","9-Midland","2"
"2019","Coleman","2-Abilene","7"
"2019","Collin","3-Arlington","145"
"2019","Collingsworth","1-Lubbock","3"
"2019","Colorado","6-Houston","4"
"2019","Comal","8-San Antonio","52"
"2019","Comanche","2-Abilene","10"
"2019","Concho","9-Midland","2"
"2019","Cooke","3-Arlington","25"
"2019","Coryell","7-Austin","25"
"2019","Cottle","2-Abilene","2"
"2019","Crockett","9-Midland","1"
"2019","Crosby","1-Lubbock","3"
"2019","Culberson","10-El Paso","4"
"2019","Dallas","3-Arlington","693"
"2019","Dawson","9-Midland","6"
"2019","Deaf Smith","1-Lubbock","6"
"2019","Delta","4-Tyler","4"
"2019","Denton","3-Arlington","120"
"2019","DeWitt","8-San Antonio","11"
"2019","Dimmit","8-San Antonio","8"
"2019","Duval","11-Edinburg","10"
"2019","Eastland","2-Abilene","9"
"2019","Ector","9-Midland","55"
"2019","Edwards","8-San Antonio","1"
"2019","El Paso","10-El Paso","480"
"2019","Ellis","3-Arlington","46"
"2019","Erath","3-Arlington","28"
"2019","Falls","7-Austin","6"
"2019","Fannin","3-Arlington","14"
"2019","Fayette","7-Austin","3"
"2019","Floyd","1-Lubbock","3"
"2019","Fort Bend","6-Houston","156"
"2019","Franklin","4-Tyler","2"
"2019","Freestone","7-Austin","1"
"2019","Frio","8-San Antonio","17"
"2019","Gaines","9-Midland","9"
"2019","Galveston","6-Houston","141"
"2019","Garza","1-Lubbock","3"
"2019","Gillespie","8-San Antonio","9"
"2019","Goliad","8-San Antonio","2"
"2019","Gonzales","8-San Antonio","7"
"2019","Gray","1-Lubbock","16"
"2019","Grayson","3-Arlington","54"
"2019","Gregg","4-Tyler","45"
"2019","Guadalupe","8-San Antonio","65"
"2019","Hale","1-Lubbock","17"
"2019","Hall","1-Lubbock","2"
"2019","Hamilton","7-Austin","3"
"2019","Hansford","1-Lubbock","1"
"2019","Hardeman","2-Abilene","1"
"2019","Hardin","5-Beaumont","12"
"2019","Harris","6-Houston","985"
"2019","Harrison","4-Tyler","23"
"2019","Haskell","2-Abilene","2"
"2019","Hays","7-Austin","63"
"2019","Hemphill","1-Lubbock","3"
"2019","Henderson","4-Tyler","37"
"2019","Hidalgo","11-Edinburg","368"
"2019","Hill","7-Austin","9"
"2019","Hockley","1-Lubbock","22"
"2019","Hood","3-Arlington","17"
"2019","Hopkins","4-Tyler","13"
"2019","Houston","5-Beaumont","10"
"2019","Howard","9-Midland","12"
"2019","Hudspeth","10-El Paso","1"
"2019","Hunt","3-Arlington","39"
"2019","Hutchinson","1-Lubbock","15"
"2019","Jack","2-Abilene","4"
"2019","Jackson","8-San Antonio","6"
"2019","Jasper","5-Beaumont","14"
"2019","Jefferson","5-Beaumont","35"
"2019","Jim Hogg","11-Edinburg","4"
"2019","Jim Wells","11-Edinburg","36"
"2019","Johnson","3-Arlington","80"
"2019","Jones","2-Abilene","7"
"2019","Karnes","8-San Antonio","8"
"2019","Kaufman","3-Arlington","63"
"2019","Kendall","8-San Antonio","7"
"2019","Kerr","8-San Antonio","29"
"2019","Kimble","9-Midland","2"
"2019","Kinney","8-San Antonio","2"
"2019","Kleberg","11-Edinburg","16"
"2019","La Salle","8-San Antonio","4"
"2019","Lamar","4-Tyler","38"
"2019","Lamb","1-Lubbock","5"
"2019","Lampasas","7-Austin","8"
"2019","Lavaca","8-San Antonio","9"
"2019","Lee","7-Austin","1"
"2019","Liberty","6-Houston","24"
"2019","Limestone","7-Austin","2"
"2019","Live Oak","11-Edinburg","8"
"2019","Llano","7-Austin","7"
"2019","Lubbock","1-Lubbock","221"
"2019","Lynn","1-Lubbock","6"
"2019","Marion","4-Tyler","5"
"2019","Martin","9-Midland","1"
"2019","Mason","9-Midland","1"
"2019","Matagorda","6-Houston","18"
"2019","Maverick","8-San Antonio","29"
"2019","McCulloch","9-Midland","2"
"2019","McLennan","7-Austin","79"
"2019","Medina","8-San Antonio","31"
"2019","Menard","9-Midland","1"
"2019","Midland","9-Midland","25"
"2019","Milam","7-Austin","4"
"2019","Mills","7-Austin","2"
"2019","Mitchell","2-Abilene","3"
"2019","Montague","2-Abilene","12"
"2019","Montgomery","6-Houston","104"
"2019","Moore","1-Lubbock","15"
"2019","Morris","4-Tyler","8"
"2019","Motley","1-Lubbock","1"
"2019","Nacogdoches","5-Beaumont","15"
"2019","Navarro","3-Arlington","19"
"2019","Newton","5-Beaumont","3"
"2019","Nolan","2-Abilene","8"
"2019","Nueces","11-Edinburg","297"
"2019","Ochiltree","1-Lubbock","5"
"2019","Oldham","1-Lubbock","2"
"2019","Orange","5-Beaumont","16"
"2019","Out of State","Out of State","1"
"2019","Palo Pinto","3-Arlington","28"
"2019","Panola","4-Tyler","5"
"2019","Parker","3-Arlington","48"
"2019","Pecos","9-Midland","5"
"2019","Polk","5-Beaumont","14"
"2019","Potter","1-Lubbock","56"
"2019","Presidio","10-El Paso","3"
"2019","Rains","4-Tyler","5"
"2019","Randall","1-Lubbock","32"
"2019","Real","8-San Antonio","4"
"2019","Red River","4-Tyler","3"
"2019","Reeves","9-Midland","3"
"2019","Refugio","11-Edinburg","3"
"2019","Robertson","7-Austin","1"
"2019","Rockwall","3-Arlington","15"
"2019","Runnels","2-Abilene","1"
"2019","Rusk","4-Tyler","14"
"2019","Sabine","5-Beaumont","5"
"2019","San Augustine","5-Beaumont","1"
"2019","San Jacinto","5-Beaumont","2"
"2019","San Patricio","11-Edinburg","54"
"2019","San Saba","7-Austin","1"
"2019","Scurry","2-Abilene","11"
"2019","Shelby","5-Beaumont","4"
"2019","Sherman","1-Lubbock","1"
"2019","Smith","4-Tyler","77"
"2019","Somervell","3-Arlington","1"
"2019","Starr","11-Edinburg","25"
"2019","Stephens","2-Abilene","5"
"2019","Swisher","1-Lubbock","4"
"2019","Tarrant","3-Arlington","588"
"2019","Taylor","2-Abilene","106"
"2019","Terry","1-Lubbock","7"
"2019","Titus","4-Tyler","10"
"2019","Tom Green","9-Midland","80"
"2019","Travis","7-Austin","309"
"2019","Trinity","5-Beaumont","4"
"2019","Tyler","5-Beaumont","3"
"2019","Upshur","4-Tyler","14"
"2019","Uvalde","8-San Antonio","17"
"2019","Val Verde","8-San Antonio","13"
"2019","Van Zandt","4-Tyler","27"
"2019","Victoria","8-San Antonio","52"
"2019","Walker","6-Houston","18"
"2019","Waller","6-Houston","7"
"2019","Ward","9-Midland","4"
"2019","Washington","7-Austin","2"
"2019","Webb","11-Edinburg","155"
"2019","Wharton","6-Houston","15"
"2019","Wheeler","1-Lubbock","5"
"2019","Wichita","2-Abilene","73"
"2019","Wilbarger","2-Abilene","5"
"2019","Willacy","11-Edinburg","15"
"2019","Williamson","7-Austin","76"
"2019","Wilson","8-San Antonio","15"
"2019","Winkler","9-Midland","4"
"2019","Wise","3-Arlington","20"
"2019","Wood","4-Tyler","13"
"2019","Yoakum","1-Lubbock","1"
"2019","Young","2-Abilene","5"
"2019","Zapata","11-Edinburg","10"
"2019","Zavala","8-San Antonio","7"
"2018","Anderson","4-Tyler","11"
"2018","Andrews","9-Midland","2"
"2018","Angelina","5-Beaumont","29"
"2018","Aransas","11-Edinburg","7"
"2018","Archer","2-Abilene","1"
"2018","Armstrong","1-Lubbock","1"
"2018","Atascosa","8-San Antonio","34"
"2018","Austin","6-Houston","5"
"2018","Bailey","1-Lubbock","3"
"2018","Bandera","8-San Antonio","6"
"2018","Bastrop","7-Austin","42"
"2018","Baylor","2-Abilene","2"
"2018","Bee","11-Edinburg","15"
"2018","Bell","7-Austin","73"
"2018","Bexar","8-San Antonio","1195"
"2018","Borden","9-Midland","2"
"2018","Bosque","7-Austin","4"
"2018","Bowie","4-Tyler","26"
"2018","Brazoria","6-Houston","145"
"2018","Brazos","7-Austin","16"
"2018","Brewster","10-El Paso","3"
"2018","Brooks","11-Edinburg","14"
"2018","Brown","2-Abilene","31"
"2018","Burnet","7-Austin","13"
"2018","Caldwell","7-Austin","17"
"2018","Calhoun","8-San Antonio","17"
"2018","Callahan","2-Abilene","1"
"2018","Cameron","11-Edinburg","169"
"2018","Camp","4-Tyler","3"
"2018","Carson","1-Lubbock","2"
"2018","Cass","4-Tyler","10"
"2018","Castro","1-Lubbock","2"
"2018","Chambers","6-Houston","9"
"2018","Cherokee","4-Tyler","26"
"2018","Childress","1-Lubbock","2"
"2018","Clay","2-Abilene","1"
"2018","Coke","9-Midland","2"
"2018","Coleman","2-Abilene","3"
"2018","Collin","3-Arlington","177"
"2018","Collingsworth","1-Lubbock","1"
"2018","Colorado","6-Houston","8"
"2018","Comal","8-San Antonio","48"
"2018","Comanche","2-Abilene","5"
"2018","Concho","9-Midland","2"
"2018","Cooke","3-Arlington","46"
"2018","Coryell","7-Austin","29"
"2018","Cottle","2-Abilene","1"
"2018","Crane","9-Midland","1"
"2018","Crockett","9-Midland","1"
"2018","Crosby","1-Lubbock","3"
"2018","Culberson","10-El Paso","1"
"2018","Dallam","1-Lubbock","1"
"2018","Dallas","3-Arlington","697"
"2018","Dawson","9-Midland","5"
"2018","Deaf Smith","1-Lubbock","7"
"2018","Delta","4-Tyler","2"
"2018","Denton","3-Arlington","170"
"2018","DeWitt","8-San Antonio","9"
"2018","Dimmit","8-San Antonio","4"
"2018","Duval","11-Edinburg","10"
"2018","Eastland","2-Abilene","6"
"2018","Ector","9-Midland","29"
"2018","El Paso","10-El Paso","285"
"2018","Ellis","3-Arlington","84"
"2018","Erath","3-Arlington","19"
"2018","Falls","7-Austin","3"
"2018","Fannin","3-Arlington","15"
"2018","Fayette","7-Austin","4"
"2018","Fisher","2-Abilene","1"
"2018","Floyd","1-Lubbock","3"
"2018","Foard","2-Abilene","1"
"2018","Fort Bend","6-Houston","175"
"2018","Franklin","4-Tyler","2"
"2018","Freestone","7-Austin","3"
"2018","Frio","8-San Antonio","6"
"2018","Galveston","6-Houston","170"
"2018","Garza","1-Lubbock","4"
"2018","Gillespie","8-San Antonio","16"
"2018","Goliad","8-San Antonio","6"
"2018","Gonzales","8-San Antonio","6"
"2018","Gray","1-Lubbock","9"
"2018","Grayson","3-Arlington","75"
"2018","Gregg","4-Tyler","43"
"2018","Grimes","7-Austin","4"
