"fiscal_year","county","region","program","youth_served"
"2021","Camp","4-Tyler","FAYS","12"
"2021","Carson","1-Lubbock","FAYS","2"
"2021","Cass","4-Tyler","FAYS","38"
"2021","Castro","1-Lubbock","FAYS","12"
"2021","Chambers","6-Houston","CYD","1"
"2021","Chambers","6-Houston","FAYS","31"
"2021","Cherokee","4-Tyler","FAYS","114"
"2021","Clay","2-Abilene","FAYS","6"
"2021","Cochran","1-Lubbock","FAYS","4"
"2021","Coke","9-Midland","FAYS","8"
"2021","Coleman","2-Abilene","FAYS","25"
"2021","Collin","3-Arlington","FAYS","362"
"2021","Collin","3-Arlington","SYSN","157"
"2021","Collingsworth","1-Lubbock","FAYS","2"
"2021","Colorado","6-Houston","FAYS","87"
"2021","Colorado","6-Houston","SYSN","9"
"2021","Comal","8-San Antonio","FAYS","354"
"2021","Comal","8-San Antonio","SYSN","4"
"2021","Comanche","2-Abilene","FAYS","9"
"2021","Concho","9-Midland","FAYS","8"
"2021","Cooke","3-Arlington","FAYS","4"
"2021","Cooke","3-Arlington","SYSN","31"
"2021","Coryell","7-Austin","CYD","1"
"2021","Coryell","7-Austin","FAYS","128"
"2021","Coryell","7-Austin","SYSN","46"
"2021","Cottle","2-Abilene","FAYS","5"
"2021","Crane","9-Midland","FAYS","2"
"2021","Crockett","9-Midland","FAYS","8"
"2021","Crosby","1-Lubbock","FAYS","25"
"2021","Culberson","10-El Paso","FAYS","2"
"2021","Dallam","1-Lubbock","FAYS","28"
"2021","Dallas","3-Arlington","CYD","409"
"2021","Dallas","3-Arlington","FAYS","520"
"2021","Dallas","3-Arlington","SYSN","291"
"2021","Dawson","9-Midland","FAYS","13"
"2021","Deaf Smith","1-Lubbock","FAYS","82"
"2021","Deaf Smith","1-Lubbock","SYSN","26"
"2021","Delta","4-Tyler","FAYS","3"
"2021","Delta","4-Tyler","SYSN","1"
"2021","Denton","3-Arlington","FAYS","317"
"2021","Denton","3-Arlington","SYSN","54"
"2021","DeWitt","8-San Antonio","FAYS","19"
"2021","Dickens","1-Lubbock","FAYS","7"
"2021","Dimmit","8-San Antonio","FAYS","3"
"2021","Donley","1-Lubbock","FAYS","5"
"2021","Duval","11-Edinburg","FAYS","11"
"2021","Eastland","2-Abilene","FAYS","7"
"2021","Ector","9-Midland","FAYS","167"
"2021","Ector","9-Midland","SYSN","31"
"2021","Edwards","8-San Antonio","FAYS","6"
"2021","Ellis","3-Arlington","FAYS","50"
"2021","Ellis","3-Arlington","SYSN","16"
"2021","El Paso","10-El Paso","CYD","909"
"2021","El Paso","10-El Paso","FAYS","669"
"2021","El Paso","10-El Paso","SYSN","47"
"2021","Erath","3-Arlington","FAYS","64"
"2021","Erath","3-Arlington","SYSN","6"
"2021","Falls","7-Austin","CYD","1"
"2021","Falls","7-Austin","FAYS","13"
"2021","Fannin","3-Arlington","FAYS","9"
"2021","Fayette","7-Austin","FAYS","62"
"2021","Fayette","7-Austin","SYSN","9"
"2021","Fisher","2-Abilene","FAYS","7"
"2021","Floyd","1-Lubbock","FAYS","14"
"2021","Fort Bend","6-Houston","CYD","11"
"2021","Fort Bend","6-Houston","FAYS","135"
"2021","Fort Bend","6-Houston","SYSN","43"
"2021","Franklin","4-Tyler","FAYS","7"
"2021","Freestone","7-Austin","FAYS","21"
"2021","Frio","8-San Antonio","FAYS","4"
"2021","Gaines","9-Midland","FAYS","17"
"2021","Galveston","6-Houston","CYD","879"
"2021","Galveston","6-Houston","FAYS","481"
"2021","Galveston","6-Houston","SYSN","11"
"2021","Garza","1-Lubbock","FAYS","8"
"2021","Gillespie","8-San Antonio","FAYS","47"
"2021","Glasscock","9-Midland","FAYS","1"
"2021","Goliad","8-San Antonio","FAYS","4"
"2021","Gonzales","8-San Antonio","FAYS","2"
"2021","Gray","1-Lubbock","FAYS","3"
"2021","Grayson","3-Arlington","FAYS","19"
"2021","Grayson","3-Arlington","SYSN","39"
"2021","Gregg","4-Tyler","FAYS","105"
"2021","Gregg","4-Tyler","SYSN","14"
"2021","Grimes","7-Austin","FAYS","16"
"2021","Guadalupe","8-San Antonio","FAYS","216"
"2021","Guadalupe","8-San Antonio","SYSN","2"
"2021","Hale","1-Lubbock","FAYS","69"
"2021","Hall","1-Lubbock","FAYS","2"
"2021","Hamilton","7-Austin","FAYS","6"
"2021","Hansford","1-Lubbock","SYSN","2"
"2021","Hardeman","2-Abilene","FAYS","9"
"2021","Hardin","5-Beaumont","CYD","1"
"2021","Hardin","5-Beaumont","FAYS","51"
"2021","Hardin","5-Beaumont","SYSN","5"
"2021","Harris","6-Houston","CYD","1886"
"2021","Harris","6-Houston","FAYS","883"
"2021","Harris","6-Houston","SYSN","327"
"2021","Harrison","4-Tyler","FAYS","84"
"2021","Harrison","4-Tyler","SYSN","18"
"2021","Hartley","1-Lubbock","FAYS","14"
"2021","Hays","7-Austin","CYD","15"
"2021","Hays","7-Austin","FAYS","228"
"2021","Hays","7-Austin","SYSN","20"
"2021","Hemphill","1-Lubbock","FAYS","1"
"2021","Henderson","4-Tyler","FAYS","31"
"2021","Hidalgo","11-Edinburg","CYD","2101"
"2021","Hidalgo","11-Edinburg","FAYS","463"
"2021","Hidalgo","11-Edinburg","SYSN","280"
"2021","Hill","7-Austin","FAYS","45"
"2021","Hill","7-Austin","SYSN","16"
"2021","Hockley","1-Lubbock","FAYS","36"
"2021","Hood","3-Arlington","FAYS","47"
"2021","Hopkins","4-Tyler","FAYS","19"
"2021","Hopkins","4-Tyler","SYSN","1"
"2021","Houston","5-Beaumont","FAYS","38"
"2021","Howard","9-Midland","FAYS","13"
"2021","Howard","9-Midland","SYSN","9"
"2021","Hunt","3-Arlington","FAYS","16"
"2021","Hunt","3-Arlington","SYSN","228"
"2021","Hutchinson","1-Lubbock","FAYS","37"
"2021","Jackson","8-San Antonio","FAYS","39"
"2021","Jasper","5-Beaumont","FAYS","34"
"2021","Jeff Davis","10-El Paso","FAYS","2"
"2021","Jefferson","5-Beaumont","CYD","22"
"2021","Jefferson","5-Beaumont","FAYS","191"
"2021","Jefferson","5-Beaumont","SYSN","9"
"2021","Jim Wells","11-Edinburg","FAYS","2"
"2021","Jim Wells","11-Edinburg","SYSN","22"
"2021","Johnson","3-Arlington","CYD","2"
"2021","Johnson","3-Arlington","FAYS","173"
"2021","Johnson","3-Arlington","SYSN","2"
"2021","Jones","2-Abilene","FAYS","64"
"2021","Jones","2-Abilene","SYSN","1"
"2021","Karnes","8-San Antonio","FAYS","10"
"2021","Kaufman","3-Arlington","FAYS","54"
"2021","Kaufman","3-Arlington","SYSN","9"
"2021","Kendall","8-San Antonio","FAYS","108"
"2021","Kendall","8-San Antonio","SYSN","4"
"2021","Kerr","8-San Antonio","FAYS","154"
"2021","Kerr","8-San Antonio","SYSN","4"
"2021","Kimble","9-Midland","FAYS","28"
"2021","Kinney","8-San Antonio","FAYS","2"
"2021","Kleberg","11-Edinburg","FAYS","9"
"2021","Kleberg","11-Edinburg","SYSN","34"
"2021","Knox","2-Abilene","FAYS","17"
"2021","Lamar","4-Tyler","FAYS","11"
"2021","Lamb","1-Lubbock","FAYS","22"
"2021","Lampasas","7-Austin","FAYS","21"
"2021","Lampasas","7-Austin","SYSN","1"
"2021","La Salle","8-San Antonio","FAYS","5"
"2021","Lavaca","8-San Antonio","FAYS","17"
"2021","Lee","7-Austin","FAYS","4"
"2021","Leon","7-Austin","FAYS","23"
"2021","Liberty","6-Houston","FAYS","20"
"2021","Limestone","7-Austin","FAYS","16"
"2021","Lipscomb","1-Lubbock","FAYS","2"
"2021","Live Oak","11-Edinburg","FAYS","5"
"2021","Llano","7-Austin","FAYS","29"
"2021","Lubbock","1-Lubbock","CYD","1655"
"2021","Lubbock","1-Lubbock","FAYS","177"
"2021","Lubbock","1-Lubbock","SYSN","127"
"2021","Lynn","1-Lubbock","FAYS","9"
"2021","Madison","7-Austin","FAYS","44"
"2021","Marion","4-Tyler","FAYS","11"
"2021","Martin","9-Midland","FAYS","3"
"2021","Mason","9-Midland","FAYS","14"
"2021","Matagorda","6-Houston","FAYS","3"
"2021","Matagorda","6-Houston","SYSN","28"
"2021","Maverick","8-San Antonio","FAYS","78"
"2021","McCulloch","9-Midland","FAYS","11"
"2021","McLennan","7-Austin","CYD","1214"
"2021","McLennan","7-Austin","FAYS","315"
"2021","McLennan","7-Austin","SYSN","14"
"2021","McMullen","11-Edinburg","FAYS","1"
"2021","Medina","8-San Antonio","FAYS","80"
"2021","Menard","9-Midland","FAYS","6"
"2021","Midland","9-Midland","FAYS","58"
"2021","Midland","9-Midland","SYSN","26"
"2021","Milam","7-Austin","FAYS","58"
"2021","Mills","7-Austin","FAYS","5"
"2021","Mitchell","2-Abilene","FAYS","15"
"2021","Montague","2-Abilene","FAYS","9"
"2021","Montgomery","6-Houston","FAYS","541"
"2021","Montgomery","6-Houston","SYSN","13"
"2021","Moore","1-Lubbock","FAYS","34"
"2021","Morris","4-Tyler","FAYS","17"
"2021","Motley","1-Lubbock","FAYS","3"
"2021","Nacogdoches","5-Beaumont","FAYS","55"
"2021","Nacogdoches","5-Beaumont","SYSN","9"
"2021","Navarro","3-Arlington","FAYS","5"
"2021","Navarro","3-Arlington","SYSN","13"
"2021","Newton","5-Beaumont","FAYS","21"
"2021","Nolan","2-Abilene","FAYS","62"
"2021","Nueces","11-Edinburg","CYD","853"
"2021","Nueces","11-Edinburg","FAYS","336"
"2021","Nueces","11-Edinburg","SYSN","24"
"2021","Ochiltree","1-Lubbock","FAYS","13"
"2021","Oldham","1-Lubbock","FAYS","7"
"2021","Orange","5-Beaumont","CYD","3"
"2021","Orange","5-Beaumont","FAYS","36"
"2021","Palo Pinto","3-Arlington","FAYS","9"
"2021","Panola","4-Tyler","FAYS","15"
"2021","Parker","3-Arlington","CYD","5"
"2021","Parker","3-Arlington","FAYS","59"
"2021","Parker","3-Arlington","SYSN","1"
"2021","Parmer","1-Lubbock","FAYS","13"
"2021","Parmer","1-Lubbock","SYSN","5"
"2021","Pecos","9-Midland","FAYS","20"
"2021","Polk","5-Beaumont","CYD","1"
"2021","Polk","5-Beaumont","FAYS","51"
"2021","Polk","5-Beaumont","SYSN","21"
"2021","Potter","1-Lubbock","CYD","1072"
"2021","Potter","1-Lubbock","FAYS","107"
"2021","Potter","1-Lubbock","SYSN","19"
"2021","Presidio","10-El Paso","FAYS","3"
"2021","Rains","4-Tyler","FAYS","3"
"2021","Randall","1-Lubbock","CYD","31"
"2021","Randall","1-Lubbock","FAYS","97"
"2021","Randall","1-Lubbock","SYSN","15"
"2021","Reagan","9-Midland","FAYS","5"
"2021","Real","8-San Antonio","FAYS","10"
"2021","Red River","4-Tyler","FAYS","13"
"2021","Red River","4-Tyler","SYSN","2"
"2021","Reeves","9-Midland","FAYS","11"
"2021","Refugio","11-Edinburg","FAYS","1"
"2021","Robertson","7-Austin","FAYS","17"
"2021","Robertson","7-Austin","SYSN","1"
"2021","Rockwall","3-Arlington","FAYS","18"
"2021","Rockwall","3-Arlington","SYSN","39"
"2021","Runnels","2-Abilene","FAYS","30"
"2021","Rusk","4-Tyler","FAYS","27"
"2021","Rusk","4-Tyler","SYSN","19"
"2021","Sabine","5-Beaumont","FAYS","27"
"2021","San Augustine","5-Beaumont","FAYS","22"
"2021","San Augustine","5-Beaumont","SYSN","16"
"2021","San Jacinto","5-Beaumont","FAYS","14"
"2021","San Jacinto","5-Beaumont","SYSN","1"
"2021","San Patricio","11-Edinburg","FAYS","46"
"2021","San Saba","7-Austin","FAYS","7"
"2021","Schleicher","9-Midland","FAYS","2"
"2021","Scurry","2-Abilene","FAYS","36"
"2021","Shackelford","2-Abilene","FAYS","1"
"2021","Shelby","5-Beaumont","FAYS","38"
"2021","Sherman","1-Lubbock","FAYS","15"
"2021","Smith","4-Tyler","FAYS","212"
"2021","Somervell","3-Arlington","FAYS","14"
"2021","Starr","11-Edinburg","FAYS","112"
"2021","Stephens","2-Abilene","FAYS","1"
"2021","Sterling","9-Midland","FAYS","2"
"2021","Sutton","9-Midland","FAYS","7"
"2021","Swisher","1-Lubbock","FAYS","6"
"2021","Tarrant","3-Arlington","CYD","803"
"2021","Tarrant","3-Arlington","FAYS","1170"
"2021","Tarrant","3-Arlington","SYSN","154"
"2021","Taylor","2-Abilene","FAYS","462"
"2021","Taylor","2-Abilene","SYSN","94"
"2021","Terrell","9-Midland","FAYS","1"
"2021","Terry","1-Lubbock","FAYS","22"
"2021","Titus","4-Tyler","FAYS","23"
"2021","Tom Green","9-Midland","FAYS","208"
"2021","Travis","7-Austin","CYD","838"
"2021","Travis","7-Austin","FAYS","530"
"2021","Travis","7-Austin","SYSN","111"
"2021","Trinity","5-Beaumont","FAYS","85"
"2021","Trinity","5-Beaumont","SYSN","11"
"2021","Tyler","5-Beaumont","FAYS","26"
"2021","Upshur","4-Tyler","FAYS","65"
"2021","Upton","9-Midland","FAYS","3"
"2021","Uvalde","8-San Antonio","FAYS","108"
"2021","Val Verde","8-San Antonio","FAYS","195"
"2021","Val Verde","8-San Antonio","SYSN","10"
"2021","Van Zandt","4-Tyler","CYD","1"
"2021","Van Zandt","4-Tyler","FAYS","20"
"2021","Victoria","8-San Antonio","FAYS","161"
"2021","Victoria","8-San Antonio","SYSN","9"
"2021","Walker","6-Houston","FAYS","9"
"2021","Walker","6-Houston","SYSN","45"
"2021","Waller","6-Houston","FAYS","16"
"2021","Waller","6-Houston","SYSN","17"
"2021","Ward","9-Midland","FAYS","11"
"2021","Washington","7-Austin","FAYS","79"
"2021","Washington","7-Austin","SYSN","17"
"2021","Webb","11-Edinburg","CYD","698"
"2021","Webb","11-Edinburg","FAYS","290"
"2021","Webb","11-Edinburg","SYSN","50"
"2021","Wharton","6-Houston","FAYS","4"
"2021","Wharton","6-Houston","SYSN","35"
"2021","Wheeler","1-Lubbock","FAYS","2"
"2021","Wichita","2-Abilene","FAYS","215"
"2021","Wichita","2-Abilene","SYSN","97"
"2021","Wilbarger","2-Abilene","FAYS","39"
"2021","Wilbarger","2-Abilene","SYSN","28"
"2021","Willacy","11-Edinburg","CYD","1245"
"2021","Willacy","11-Edinburg","FAYS","71"
"2021","Williamson","7-Austin","CYD","1"
"2021","Williamson","7-Austin","FAYS","619"
"2021","Williamson","7-Austin","SYSN","47"
"2021","Wilson","8-San Antonio","FAYS","41"
"2021","Winkler","9-Midland","FAYS","8"
"2021","Wise","3-Arlington","FAYS","10"
"2021","Wood","4-Tyler","FAYS","11"
"2021","Yoakum","1-Lubbock","FAYS","12"
"2021","Young","2-Abilene","FAYS","4"
"2021","Zapata","11-Edinburg","FAYS","4"
"2021","Zapata","11-Edinburg","SYSN","16"
"2021","Zavala","8-San Antonio","FAYS","58"
"2021","Out of State","Out of State","CYD","8"
"2021","Out of State","Out of State","FAYS","3"
"2021","Out of State","Out of State","SYSN","2"
"2020","Anderson","4-Tyler","FAYS","80"
"2020","Andrews","9-Midland","FAYS","28"
"2020","Angelina","5-Beaumont","FAYS","242"
"2020","Angelina","5-Beaumont","SYSN","34"
"2020","Archer","2-Abilene","FAYS","16"
"2020","Armstrong","1-Lubbock","FAYS","2"
"2020","Atascosa","8-San Antonio","FAYS","113"
"2020","Atascosa","8-San Antonio","SYSN","1"
"2020","Austin","6-Houston","FAYS","62"
"2020","Austin","6-Houston","SYSN","37"
"2020","Bailey","1-Lubbock","FAYS","42"
"2020","Bandera","8-San Antonio","FAYS","125"
"2020","Bandera","8-San Antonio","SYSN","31"
"2020","Bastrop","7-Austin","CYD","4"
"2020","Bastrop","7-Austin","FAYS","59"
"2020","Bastrop","7-Austin","SYSN","12"
"2020","Baylor","2-Abilene","FAYS","28"
"2020","Bee","11-Edinburg","FAYS","12"
"2020","Bell","7-Austin","FAYS","794"
"2020","Bell","7-Austin","SYSN","50"
"2020","Bexar","8-San Antonio","CYD","745"
"2020","Bexar","8-San Antonio","FAYS","812"
"2020","Bexar","8-San Antonio","SYSN","276"
"2020","Blanco","7-Austin","FAYS","21"
"2020","Bosque","7-Austin","FAYS","15"
"2020","Bowie","4-Tyler","FAYS","86"
"2020","Bowie","4-Tyler","SYSN","7"
"2020","Brazoria","6-Houston","FAYS","432"
"2020","Brazoria","6-Houston","SYSN","23"
"2020","Brazos","7-Austin","FAYS","242"
"2020","Brazos","7-Austin","SYSN","26"
"2020","Brewster","10-El Paso","FAYS","22"
"2020","Briscoe","1-Lubbock","FAYS","1"
"2020","Brooks","11-Edinburg","FAYS","1"
"2020","Brown","2-Abilene","FAYS","14"
"2020","Brown","2-Abilene","SYSN","10"
"2020","Burleson","7-Austin","FAYS","69"
"2020","Burleson","7-Austin","SYSN","1"
"2020","Burnet","7-Austin","FAYS","39"
"2020","Burnet","7-Austin","SYSN","21"
"2020","Caldwell","7-Austin","CYD","3"
"2020","Caldwell","7-Austin","FAYS","64"
"2020","Caldwell","7-Austin","SYSN","1"
"2020","Calhoun","8-San Antonio","FAYS","27"
"2020","Callahan","2-Abilene","FAYS","9"
"2020","Cameron","11-Edinburg","CYD","707"
"2020","Cameron","11-Edinburg","FAYS","348"
"2020","Cameron","11-Edinburg","SYSN","77"
"2020","Camp","4-Tyler","FAYS","10"
"2020","Carson","1-Lubbock","FAYS","2"
"2020","Cass","4-Tyler","FAYS","17"
"2020","Castro","1-Lubbock","FAYS","6"
"2020","Chambers","6-Houston","FAYS","31"
"2020","Cherokee","4-Tyler","FAYS","100"
"2020","Childress","1-Lubbock","FAYS","1"
"2020","Clay","2-Abilene","FAYS","12"
"2020","Cochran","1-Lubbock","FAYS","2"
"2020","Coke","9-Midland","FAYS","5"
"2020","Coleman","2-Abilene","FAYS","29"
"2020","Collin","3-Arlington","FAYS","290"
"2020","Collin","3-Arlington","SYSN","150"
"2020","Collingsworth","1-Lubbock","FAYS","3"
"2020","Colorado","6-Houston","FAYS","86"
"2020","Colorado","6-Houston","SYSN","22"
"2020","Comal","8-San Antonio","CYD","1"
"2020","Comal","8-San Antonio","FAYS","294"
"2020","Comal","8-San Antonio","SYSN","3"
"2020","Comanche","2-Abilene","FAYS","11"
"2020","Concho","9-Midland","FAYS","5"
"2020","Cooke","3-Arlington","FAYS","11"
"2020","Cooke","3-Arlington","SYSN","22"
"2020","Coryell","7-Austin","FAYS","123"
"2020","Coryell","7-Austin","SYSN","58"
"2020","Cottle","2-Abilene","FAYS","1"
"2020","Crane","9-Midland","FAYS","2"
"2020","Crockett","9-Midland","FAYS","5"
"2020","Crosby","1-Lubbock","FAYS","18"
"2020","Culberson","10-El Paso","FAYS","5"
"2020","Dallam","1-Lubbock","FAYS","30"
"2020","Dallas","3-Arlington","CYD","447"
"2020","Dallas","3-Arlington","FAYS","796"
"2020","Dallas","3-Arlington","SYSN","288"
"2020","Dawson","9-Midland","FAYS","13"
"2020","Deaf Smith","1-Lubbock","FAYS","114"
"2020","Deaf Smith","1-Lubbock","SYSN","21"
"2020","Delta","4-Tyler","FAYS","8"
"2020","Denton","3-Arlington","FAYS","245"
"2020","Denton","3-Arlington","SYSN","61"
"2020","DeWitt","8-San Antonio","FAYS","12"
"2020","Dickens","1-Lubbock","FAYS","4"
"2020","Dimmit","8-San Antonio","FAYS","5"
"2020","Donley","1-Lubbock","FAYS","1"
"2020","Duval","11-Edinburg","FAYS","7"
"2020","Eastland","2-Abilene","FAYS","9"
"2020","Eastland","2-Abilene","SYSN","1"
"2020","Ector","9-Midland","FAYS","127"
"2020","Ector","9-Midland","SYSN","35"
"2020","Edwards","8-San Antonio","FAYS","6"
"2020","Ellis","3-Arlington","FAYS","52"
"2020","Ellis","3-Arlington","SYSN","14"
"2020","El Paso","10-El Paso","CYD","955"
"2020","El Paso","10-El Paso","FAYS","741"
"2020","El Paso","10-El Paso","SYSN","60"
"2020","Erath","3-Arlington","FAYS","111"
"2020","Erath","3-Arlington","SYSN","6"
"2020","Falls","7-Austin","CYD","1"
"2020","Falls","7-Austin","FAYS","22"
"2020","Falls","7-Austin","SYSN","5"
"2020","Fannin","3-Arlington","FAYS","12"
"2020","Fayette","7-Austin","FAYS","62"
"2020","Fayette","7-Austin","SYSN","12"
"2020","Fisher","2-Abilene","FAYS","2"
"2020","Floyd","1-Lubbock","FAYS","12"
"2020","Foard","2-Abilene","FAYS","2"
"2020","Fort Bend","6-Houston","CYD","11"
"2020","Fort Bend","6-Houston","FAYS","149"
"2020","Fort Bend","6-Houston","SYSN","55"
"2020","Franklin","4-Tyler","FAYS","12"
"2020","Freestone","7-Austin","FAYS","23"
"2020","Frio","8-San Antonio","FAYS","1"
"2020","Gaines","9-Midland","FAYS","20"
"2020","Galveston","6-Houston","CYD","646"
"2020","Galveston","6-Houston","FAYS","494"
"2020","Garza","1-Lubbock","FAYS","1"
"2020","Gillespie","8-San Antonio","FAYS","38"
"2020","Goliad","8-San Antonio","FAYS","4"
"2020","Gonzales","8-San Antonio","FAYS","6"
"2020","Gray","1-Lubbock","FAYS","13"
"2020","Grayson","3-Arlington","FAYS","24"
"2020","Grayson","3-Arlington","SYSN","46"
"2020","Gregg","4-Tyler","FAYS","125"
"2020","Gregg","4-Tyler","SYSN","14"
"2020","Grimes","7-Austin","FAYS","66"
"2020","Guadalupe","8-San Antonio","FAYS","189"
"2020","Guadalupe","8-San Antonio","SYSN","6"
"2020","Hale","1-Lubbock","FAYS","76"
"2020","Hamilton","7-Austin","FAYS","21"
"2020","Hansford","1-Lubbock","SYSN","7"
"2020","Hardeman","2-Abilene","FAYS","13"
"2020","Hardin","5-Beaumont","FAYS","52"
"2020","Hardin","5-Beaumont","SYSN","11"
"2020","Harris","6-Houston","CYD","1766"
"2020","Harris","6-Houston","FAYS","821"
"2020","Harris","6-Houston","SYSN","397"
"2020","Harrison","4-Tyler","FAYS","61"
"2020","Harrison","4-Tyler","SYSN","32"
"2020","Hartley","1-Lubbock","FAYS","14"
"2020","Haskell","2-Abilene","FAYS","10"
"2020","Hays","7-Austin","CYD","9"
"2020","Hays","7-Austin","FAYS","288"
"2020","Hays","7-Austin","SYSN","22"
"2020","Hemphill","1-Lubbock","FAYS","4"
"2020","Henderson","4-Tyler","FAYS","35"
"2020","Hidalgo","11-Edinburg","CYD","1995"
"2020","Hidalgo","11-Edinburg","FAYS","543"
"2020","Hidalgo","11-Edinburg","SYSN","281"
"2020","Hill","7-Austin","FAYS","45"
"2020","Hill","7-Austin","SYSN","20"
"2020","Hockley","1-Lubbock","FAYS","43"
"2020","Hood","3-Arlington","FAYS","52"
"2020","Hopkins","4-Tyler","FAYS","38"
"2020","Houston","5-Beaumont","FAYS","14"
"2020","Howard","9-Midland","FAYS","7"
"2020","Howard","9-Midland","SYSN","11"
"2020","Hunt","3-Arlington","FAYS","15"
"2020","Hunt","3-Arlington","SYSN","39"
"2020","Hutchinson","1-Lubbock","FAYS","39"
"2020","Irion","9-Midland","FAYS","3"
"2020","Jack","2-Abilene","FAYS","4"
"2020","Jackson","8-San Antonio","FAYS","22"
"2020","Jasper","5-Beaumont","FAYS","41"
"2020","Jeff Davis","10-El Paso","FAYS","6"
"2020","Jefferson","5-Beaumont","FAYS","156"
"2020","Jefferson","5-Beaumont","SYSN","11"
"2020","Jim Hogg","11-Edinburg","FAYS","142"
"2020","Jim Wells","11-Edinburg","FAYS","1"
"2020","Jim Wells","11-Edinburg","SYSN","10"
"2020","Johnson","3-Arlington","FAYS","124"
"2020","Johnson","3-Arlington","SYSN","1"
"2020","Jones","2-Abilene","FAYS","57"
"2020","Jones","2-Abilene","SYSN","1"
"2020","Karnes","8-San Antonio","FAYS","14"
"2020","Kaufman","3-Arlington","FAYS","50"
"2020","Kaufman","3-Arlington","SYSN","4"
"2020","Kendall","8-San Antonio","FAYS","116"
"2020","Kenedy","11-Edinburg","FAYS","1"
"2020","Kerr","8-San Antonio","FAYS","172"
"2020","Kerr","8-San Antonio","SYSN","16"
"2020","Kimble","9-Midland","FAYS","31"
"2020","Kinney","8-San Antonio","FAYS","6"
"2020","Kleberg","11-Edinburg","FAYS","9"
"2020","Kleberg","11-Edinburg","SYSN","31"
"2020","Knox","2-Abilene","FAYS","17"
"2020","Lamar","4-Tyler","FAYS","34"
"2020","Lamb","1-Lubbock","FAYS","24"
"2020","Lampasas","7-Austin","FAYS","24"
"2020","Lampasas","7-Austin","SYSN","2"
"2020","La Salle","8-San Antonio","FAYS","12"
"2020","Lavaca","8-San Antonio","FAYS","15"
"2020","Lee","7-Austin","FAYS","2"
"2020","Leon","7-Austin","FAYS","28"
"2020","Liberty","6-Houston","FAYS","39"
"2020","Limestone","7-Austin","FAYS","21"
"2020","Live Oak","11-Edinburg","FAYS","7"
"2020","Llano","7-Austin","FAYS","19"
"2020","Llano","7-Austin","SYSN","2"
"2020","Lubbock","1-Lubbock","CYD","1542"
"2020","Lubbock","1-Lubbock","FAYS","208"
"2020","Lubbock","1-Lubbock","SYSN","105"
"2020","Lynn","1-Lubbock","FAYS","5"
"2020","Madison","7-Austin","FAYS","43"
"2020","Marion","4-Tyler","FAYS","10"
"2020","Martin","9-Midland","FAYS","1"
"2020","Mason","9-Midland","FAYS","19"
"2020","Matagorda","6-Houston","FAYS","11"
"2020","Matagorda","6-Houston","SYSN","62"
"2020","Maverick","8-San Antonio","FAYS","83"
"2020","McCulloch","9-Midland","FAYS","11"
"2020","McLennan","7-Austin","CYD","1178"
"2020","McLennan","7-Austin","FAYS","363"
"2020","McLennan","7-Austin","SYSN","17"
"2020","Medina","8-San Antonio","FAYS","70"
"2020","Medina","8-San Antonio","SYSN","1"
