"fiscal_year","county","region","race_ethnicity","children_receving_fbss_family_preservation_services_on_august_31","children_in_fpr_stages_open_on_august_31"
"2021","Cass","4-Tyler","Anglo","4","4"
"2021","Chambers","6-Houston","African American","4","4"
"2021","Chambers","6-Houston","Anglo","9","9"
"2021","Cherokee","4-Tyler","African American","10","10"
"2021","Cherokee","4-Tyler","Anglo","12","12"
"2021","Cherokee","4-Tyler","Hispanic","2","2"
"2021","Cherokee","4-Tyler","Other","4","4"
"2021","Childress","1-Lubbock","African American","8","8"
"2021","Childress","1-Lubbock","Anglo","10","10"
"2021","Childress","1-Lubbock","Hispanic","3","3"
"2021","Childress","1-Lubbock","Other","4","4"
"2021","Clay","2-Abilene","Anglo","9","9"
"2021","Clay","2-Abilene","Hispanic","3","3"
"2021","Cochran","1-Lubbock","Hispanic","9","11"
"2021","Cochran","1-Lubbock","Other","1","2"
"2021","Coleman","2-Abilene","Anglo","3","3"
"2021","Coleman","2-Abilene","Hispanic","1","1"
"2021","Collin","3-Arlington","African American","32","32"
"2021","Collin","3-Arlington","Anglo","60","60"
"2021","Collin","3-Arlington","Asian","12","12"
"2021","Collin","3-Arlington","Hispanic","21","21"
"2021","Collin","3-Arlington","Native American","1","1"
"2021","Collin","3-Arlington","Other","12","12"
"2021","Collingsworth","1-Lubbock","Anglo","3","3"
"2021","Collingsworth","1-Lubbock","Hispanic","2","2"
"2021","Colorado","6-Houston","African American","9","9"
"2021","Colorado","6-Houston","Hispanic","6","6"
"2021","Comal","8-San Antonio","African American","1","1"
"2021","Comal","8-San Antonio","Anglo","27","27"
"2021","Comal","8-San Antonio","Hispanic","47","47"
"2021","Comal","8-San Antonio","Other","3","3"
"2021","Comanche","2-Abilene","Anglo","3","3"
"2021","Comanche","2-Abilene","Hispanic","5","5"
"2021","Cooke","3-Arlington","Anglo","11","11"
"2021","Cooke","3-Arlington","Hispanic","4","4"
"2021","Coryell","7-Austin","African American","3","3"
"2021","Coryell","7-Austin","Anglo","6","6"
"2021","Coryell","7-Austin","Hispanic","9","9"
"2021","Coryell","7-Austin","Other","2","2"
"2021","Crockett","9-Midland","Hispanic","2","2"
"2021","Crosby","1-Lubbock","Anglo","2","2"
"2021","Crosby","1-Lubbock","Hispanic","2","2"
"2021","Dallam","1-Lubbock","Anglo","4","4"
"2021","Dallam","1-Lubbock","Hispanic","4","4"
"2021","Dallas","3-Arlington","African American","172","172"
"2021","Dallas","3-Arlington","Anglo","32","32"
"2021","Dallas","3-Arlington","Asian","6","6"
"2021","Dallas","3-Arlington","Hispanic","191","191"
"2021","Dallas","3-Arlington","Other","24","24"
"2021","Dawson","9-Midland","Hispanic","13","13"
"2021","Deaf Smith","1-Lubbock","Anglo","4","4"
"2021","Deaf Smith","1-Lubbock","Hispanic","30","30"
"2021","Denton","3-Arlington","African American","36","36"
"2021","Denton","3-Arlington","Anglo","55","55"
"2021","Denton","3-Arlington","Asian","2","2"
"2021","Denton","3-Arlington","Hispanic","47","47"
"2021","Denton","3-Arlington","Other","8","8"
"2021","DeWitt","8-San Antonio","Anglo","1","1"
"2021","DeWitt","8-San Antonio","Hispanic","7","7"
"2021","Dimmit","8-San Antonio","Hispanic","13","13"
"2021","Donley","1-Lubbock","Anglo","2","2"
"2021","Duval","11-Edinburg","Hispanic","4","4"
"2021","Eastland","2-Abilene","Anglo","4","4"
"2021","Ector","9-Midland","Anglo","17","17"
"2021","Ector","9-Midland","Asian","2","2"
"2021","Ector","9-Midland","Hispanic","53","53"
"2021","Ector","9-Midland","Other","9","9"
"2021","Edwards","8-San Antonio","Hispanic","2","2"
"2021","Ellis","3-Arlington","African American","2","2"
"2021","Ellis","3-Arlington","Anglo","17","17"
"2021","Ellis","3-Arlington","Hispanic","30","30"
"2021","Ellis","3-Arlington","Other","2","2"
"2021","El Paso","10-El Paso","African American","13","13"
"2021","El Paso","10-El Paso","Anglo","32","32"
"2021","El Paso","10-El Paso","Asian","5","5"
"2021","El Paso","10-El Paso","Hispanic","513","520"
"2021","El Paso","10-El Paso","Native American","2","2"
"2021","El Paso","10-El Paso","Other","21","21"
"2021","Erath","3-Arlington","Anglo","23","23"
"2021","Erath","3-Arlington","Hispanic","8","8"
"2021","Erath","3-Arlington","Other","2","2"
"2021","Falls","7-Austin","African American","3","3"
"2021","Falls","7-Austin","Anglo","2","2"
"2021","Falls","7-Austin","Hispanic","3","3"
"2021","Fannin","3-Arlington","African American","1","1"
"2021","Fannin","3-Arlington","Anglo","5","5"
"2021","Fannin","3-Arlington","Other","1","1"
"2021","Fayette","7-Austin","African American","2","2"
"2021","Fayette","7-Austin","Anglo","7","7"
"2021","Floyd","1-Lubbock","Hispanic","6","6"
"2021","Fort Bend","6-Houston","African American","52","52"
"2021","Fort Bend","6-Houston","Anglo","11","11"
"2021","Fort Bend","6-Houston","Asian","4","4"
"2021","Fort Bend","6-Houston","Hispanic","65","65"
"2021","Fort Bend","6-Houston","Other","10","10"
"2021","Freestone","7-Austin","Anglo","2","2"
"2021","Frio","8-San Antonio","Hispanic","15","15"
"2021","Gaines","9-Midland","Anglo","2","2"
"2021","Gaines","9-Midland","Hispanic","5","5"
"2021","Galveston","6-Houston","African American","74","74"
"2021","Galveston","6-Houston","Anglo","93","93"
"2021","Galveston","6-Houston","Asian","2","2"
"2021","Galveston","6-Houston","Hispanic","83","83"
"2021","Galveston","6-Houston","Native American","1","1"
"2021","Galveston","6-Houston","Other","22","22"
"2021","Garza","1-Lubbock","Hispanic","2","2"
"2021","Gillespie","8-San Antonio","Anglo","6","6"
"2021","Gillespie","8-San Antonio","Hispanic","6","6"
"2021","Gillespie","8-San Antonio","Other","1","1"
"2021","Goliad","8-San Antonio","Anglo","2","2"
"2021","Goliad","8-San Antonio","Hispanic","4","4"
"2021","Gonzales","8-San Antonio","Anglo","3","3"
"2021","Gonzales","8-San Antonio","Other","1","1"
"2021","Gray","1-Lubbock","Anglo","13","13"
"2021","Gray","1-Lubbock","Hispanic","17","17"
"2021","Grayson","3-Arlington","African American","6","6"
"2021","Grayson","3-Arlington","Anglo","29","29"
"2021","Grayson","3-Arlington","Hispanic","3","3"
"2021","Grayson","3-Arlington","Other","3","3"
"2021","Gregg","4-Tyler","African American","30","30"
"2021","Gregg","4-Tyler","Anglo","24","24"
"2021","Gregg","4-Tyler","Hispanic","8","8"
"2021","Gregg","4-Tyler","Other","8","8"
"2021","Guadalupe","8-San Antonio","African American","5","5"
"2021","Guadalupe","8-San Antonio","Anglo","15","15"
"2021","Guadalupe","8-San Antonio","Hispanic","34","34"
"2021","Guadalupe","8-San Antonio","Other","3","3"
"2021","Hale","1-Lubbock","Anglo","7","7"
"2021","Hale","1-Lubbock","Hispanic","48","48"
"2021","Hall","1-Lubbock","Hispanic","4","4"
"2021","Hansford","1-Lubbock","Anglo","2","2"
"2021","Hardin","5-Beaumont","Anglo","11","11"
"2021","Harris","6-Houston","African American","652","656"
"2021","Harris","6-Houston","Anglo","180","180"
"2021","Harris","6-Houston","Asian","18","18"
"2021","Harris","6-Houston","Hispanic","784","784"
"2021","Harris","6-Houston","Other","69","69"
"2021","Harrison","4-Tyler","African American","4","4"
"2021","Harrison","4-Tyler","Anglo","10","10"
"2021","Harrison","4-Tyler","Hispanic","4","4"
"2021","Hartley","1-Lubbock","Anglo","5","5"
"2021","Hartley","1-Lubbock","Hispanic","1","1"
"2021","Haskell","2-Abilene","Anglo","3","3"
"2021","Hays","7-Austin","African American","1","1"
"2021","Hays","7-Austin","Anglo","3","3"
"2021","Hays","7-Austin","Hispanic","11","11"
"2021","Hemphill","1-Lubbock","Anglo","3","3"
"2021","Henderson","4-Tyler","African American","6","6"
"2021","Henderson","4-Tyler","Anglo","29","29"
"2021","Henderson","4-Tyler","Hispanic","8","8"
"2021","Henderson","4-Tyler","Other","3","3"
"2021","Hidalgo","11-Edinburg","Anglo","1","1"
"2021","Hidalgo","11-Edinburg","Hispanic","154","154"
"2021","Hidalgo","11-Edinburg","Other","3","3"
"2021","Hill","7-Austin","Anglo","8","8"
"2021","Hill","7-Austin","Hispanic","2","2"
"2021","Hockley","1-Lubbock","African American","6","6"
"2021","Hockley","1-Lubbock","Anglo","4","4"
"2021","Hockley","1-Lubbock","Hispanic","20","20"
"2021","Hockley","1-Lubbock","Other","4","4"
"2021","Hood","3-Arlington","Anglo","19","19"
"2021","Hood","3-Arlington","Hispanic","6","6"
"2021","Hood","3-Arlington","Other","6","6"
"2021","Hopkins","4-Tyler","African American","6","6"
"2021","Hopkins","4-Tyler","Anglo","2","2"
"2021","Hopkins","4-Tyler","Hispanic","1","1"
"2021","Hopkins","4-Tyler","Other","1","1"
"2021","Houston","5-Beaumont","African American","1","1"
"2021","Houston","5-Beaumont","Other","1","1"
"2021","Howard","9-Midland","Anglo","6","6"
"2021","Howard","9-Midland","Hispanic","11","11"
"2021","Hunt","3-Arlington","African American","4","4"
"2021","Hunt","3-Arlington","Anglo","16","16"
"2021","Hunt","3-Arlington","Hispanic","3","3"
"2021","Hunt","3-Arlington","Other","1","1"
"2021","Hutchinson","1-Lubbock","Anglo","29","29"
"2021","Hutchinson","1-Lubbock","Hispanic","8","8"
"2021","Hutchinson","1-Lubbock","Other","1","1"
"2021","Irion","9-Midland","Hispanic","1","1"
"2021","Jack","2-Abilene","Anglo","2","2"
"2021","Jack","2-Abilene","Hispanic","1","1"
"2021","Jackson","8-San Antonio","Anglo","5","5"
"2021","Jackson","8-San Antonio","Hispanic","1","1"
"2021","Jasper","5-Beaumont","Anglo","17","17"
"2021","Jasper","5-Beaumont","Other","7","7"
"2021","Jefferson","5-Beaumont","African American","42","42"
"2021","Jefferson","5-Beaumont","Anglo","17","17"
"2021","Jefferson","5-Beaumont","Hispanic","13","13"
"2021","Jefferson","5-Beaumont","Other","4","4"
"2021","Jim Hogg","11-Edinburg","Hispanic","4","4"
"2021","Jim Wells","11-Edinburg","Anglo","4","4"
"2021","Jim Wells","11-Edinburg","Hispanic","31","31"
"2021","Jim Wells","11-Edinburg","Other","1","1"
"2021","Johnson","3-Arlington","African American","3","3"
"2021","Johnson","3-Arlington","Anglo","90","90"
"2021","Johnson","3-Arlington","Hispanic","17","17"
"2021","Johnson","3-Arlington","Other","9","9"
"2021","Jones","2-Abilene","Hispanic","5","5"
"2021","Karnes","8-San Antonio","Hispanic","8","8"
"2021","Kaufman","3-Arlington","African American","35","35"
"2021","Kaufman","3-Arlington","Anglo","63","63"
"2021","Kaufman","3-Arlington","Hispanic","14","14"
"2021","Kaufman","3-Arlington","Other","3","3"
"2021","Kendall","8-San Antonio","Anglo","10","10"
"2021","Kendall","8-San Antonio","Hispanic","7","7"
"2021","Kendall","8-San Antonio","Other","3","3"
"2021","Kerr","8-San Antonio","Anglo","18","18"
"2021","Kerr","8-San Antonio","Hispanic","19","19"
"2021","Kimble","9-Midland","Hispanic","3","3"
"2021","Kleberg","11-Edinburg","African American","2","2"
"2021","Kleberg","11-Edinburg","Anglo","1","1"
"2021","Kleberg","11-Edinburg","Hispanic","33","33"
"2021","Lamar","4-Tyler","African American","13","13"
"2021","Lamar","4-Tyler","Anglo","15","15"
"2021","Lamar","4-Tyler","Hispanic","5","5"
"2021","Lamar","4-Tyler","Other","9","9"
"2021","Lamb","1-Lubbock","Hispanic","15","15"
"2021","Lampasas","7-Austin","Anglo","2","2"
"2021","Lampasas","7-Austin","Hispanic","6","6"
"2021","Lavaca","8-San Antonio","African American","4","4"
"2021","Lavaca","8-San Antonio","Anglo","4","4"
"2021","Lavaca","8-San Antonio","Hispanic","1","1"
"2021","Lee","7-Austin","African American","3","3"
"2021","Lee","7-Austin","Hispanic","3","3"
"2021","Lee","7-Austin","Other","2","2"
"2021","Leon","7-Austin","Anglo","4","4"
"2021","Liberty","6-Houston","African American","4","4"
"2021","Liberty","6-Houston","Anglo","16","16"
"2021","Liberty","6-Houston","Hispanic","7","7"
"2021","Limestone","7-Austin","African American","4","4"
"2021","Limestone","7-Austin","Anglo","1","1"
"2021","Lipscomb","1-Lubbock","Anglo","6","6"
"2021","Lipscomb","1-Lubbock","Hispanic","2","2"
"2021","Live Oak","11-Edinburg","African American","1","1"
"2021","Live Oak","11-Edinburg","Hispanic","9","9"
"2021","Live Oak","11-Edinburg","Other","2","2"
"2021","Llano","7-Austin","Anglo","6","6"
"2021","Llano","7-Austin","Hispanic","5","5"
"2021","Lubbock","1-Lubbock","African American","42","42"
"2021","Lubbock","1-Lubbock","Anglo","69","69"
"2021","Lubbock","1-Lubbock","Asian","4","4"
"2021","Lubbock","1-Lubbock","Hispanic","151","153"
"2021","Lubbock","1-Lubbock","Native American","2","2"
"2021","Lubbock","1-Lubbock","Other","25","25"
"2021","Marion","4-Tyler","African American","1","1"
"2021","Marion","4-Tyler","Anglo","4","4"
"2021","Matagorda","6-Houston","African American","15","15"
"2021","Matagorda","6-Houston","Anglo","15","15"
"2021","Matagorda","6-Houston","Hispanic","11","11"
"2021","Matagorda","6-Houston","Other","2","2"
"2021","Maverick","8-San Antonio","Hispanic","33","33"
"2021","Maverick","8-San Antonio","Other","2","2"
"2021","McCulloch","9-Midland","Anglo","4","4"
"2021","McCulloch","9-Midland","Hispanic","1","1"
"2021","McLennan","7-Austin","African American","30","30"
"2021","McLennan","7-Austin","Anglo","31","31"
"2021","McLennan","7-Austin","Hispanic","46","46"
"2021","McLennan","7-Austin","Other","6","6"
"2021","Medina","8-San Antonio","African American","4","4"
"2021","Medina","8-San Antonio","Anglo","22","22"
"2021","Medina","8-San Antonio","Hispanic","45","45"
"2021","Medina","8-San Antonio","Other","3","3"
"2021","Midland","9-Midland","African American","15","16"
"2021","Midland","9-Midland","Anglo","8","8"
"2021","Midland","9-Midland","Hispanic","61","61"
"2021","Midland","9-Midland","Other","7","7"
"2021","Milam","7-Austin","Anglo","6","6"
"2021","Mitchell","2-Abilene","Anglo","4","4"
"2021","Mitchell","2-Abilene","Hispanic","8","8"
"2021","Mitchell","2-Abilene","Other","3","3"
"2021","Montague","2-Abilene","Anglo","11","13"
"2021","Montague","2-Abilene","Hispanic","6","6"
"2021","Montgomery","6-Houston","African American","16","16"
"2021","Montgomery","6-Houston","Anglo","55","55"
"2021","Montgomery","6-Houston","Hispanic","19","19"
"2021","Montgomery","6-Houston","Other","1","1"
"2021","Moore","1-Lubbock","Anglo","1","1"
"2021","Moore","1-Lubbock","Hispanic","7","7"
"2021","Nacogdoches","5-Beaumont","African American","16","16"
"2021","Nacogdoches","5-Beaumont","Anglo","5","5"
"2021","Nacogdoches","5-Beaumont","Hispanic","1","1"
"2021","Nacogdoches","5-Beaumont","Other","4","4"
"2021","Navarro","3-Arlington","African American","17","17"
"2021","Navarro","3-Arlington","Anglo","13","13"
"2021","Navarro","3-Arlington","Hispanic","14","14"
"2021","Navarro","3-Arlington","Other","3","3"
"2021","Newton","5-Beaumont","African American","7","9"
"2021","Newton","5-Beaumont","Anglo","6","6"
"2021","Newton","5-Beaumont","Other","1","2"
"2021","Nolan","2-Abilene","Anglo","6","6"
"2021","Nolan","2-Abilene","Hispanic","13","13"
"2021","Nolan","2-Abilene","Other","4","4"
"2021","Nueces","11-Edinburg","African American","21","21"
"2021","Nueces","11-Edinburg","Anglo","24","24"
"2021","Nueces","11-Edinburg","Hispanic","143","145"
"2021","Nueces","11-Edinburg","Other","8","8"
"2021","Ochiltree","1-Lubbock","Hispanic","6","6"
"2021","Orange","5-Beaumont","African American","6","6"
"2021","Orange","5-Beaumont","Anglo","19","19"
"2021","Orange","5-Beaumont","Hispanic","5","5"
"2021","Palo Pinto","3-Arlington","African American","4","4"
"2021","Palo Pinto","3-Arlington","Anglo","17","17"
"2021","Palo Pinto","3-Arlington","Hispanic","16","16"
"2021","Palo Pinto","3-Arlington","Other","1","1"
"2021","Panola","4-Tyler","African American","1","1"
"2021","Parker","3-Arlington","African American","5","5"
"2021","Parker","3-Arlington","Anglo","87","87"
"2021","Parker","3-Arlington","Hispanic","21","21"
"2021","Parker","3-Arlington","Other","2","2"
"2021","Parmer","1-Lubbock","African American","1","1"
"2021","Parmer","1-Lubbock","Anglo","1","1"
"2021","Parmer","1-Lubbock","Hispanic","6","6"
"2021","Pecos","9-Midland","Anglo","1","1"
"2021","Pecos","9-Midland","Hispanic","6","6"
"2021","Polk","5-Beaumont","Anglo","9","9"
"2021","Polk","5-Beaumont","Hispanic","5","5"
"2021","Potter","1-Lubbock","African American","5","5"
"2021","Potter","1-Lubbock","Anglo","26","26"
"2021","Potter","1-Lubbock","Hispanic","29","29"
"2021","Potter","1-Lubbock","Other","13","13"
"2021","Rains","4-Tyler","African American","1","1"
"2021","Randall","1-Lubbock","African American","3","3"
"2021","Randall","1-Lubbock","Anglo","20","20"
"2021","Randall","1-Lubbock","Hispanic","27","27"
"2021","Randall","1-Lubbock","Other","1","1"
"2021","Real","8-San Antonio","Anglo","12","12"
"2021","Red River","4-Tyler","Anglo","7","7"
"2021","Reeves","9-Midland","Hispanic","4","4"
"2021","Roberts","1-Lubbock","Other","2","2"
"2021","Robertson","7-Austin","African American","1","1"
"2021","Rockwall","3-Arlington","African American","3","3"
"2021","Rockwall","3-Arlington","Anglo","9","9"
"2021","Rockwall","3-Arlington","Hispanic","4","4"
"2021","Rockwall","3-Arlington","Other","5","5"
"2021","Runnels","2-Abilene","Hispanic","10","10"
"2021","Runnels","2-Abilene","Other","1","1"
"2021","Rusk","4-Tyler","African American","4","4"
"2021","Rusk","4-Tyler","Anglo","5","5"
"2021","Rusk","4-Tyler","Hispanic","1","1"
"2021","Sabine","5-Beaumont","Anglo","6","6"
"2021","San Augustine","5-Beaumont","Anglo","3","3"
"2021","San Augustine","5-Beaumont","Hispanic","5","5"
"2021","San Augustine","5-Beaumont","Other","1","1"
"2021","San Jacinto","5-Beaumont","Anglo","1","1"
"2021","San Patricio","11-Edinburg","African American","2","2"
"2021","San Patricio","11-Edinburg","Anglo","14","14"
"2021","San Patricio","11-Edinburg","Hispanic","23","23"
"2021","San Patricio","11-Edinburg","Other","1","1"
"2021","Scurry","2-Abilene","Anglo","1","1"
"2021","Scurry","2-Abilene","Hispanic","12","12"
"2021","Shelby","5-Beaumont","Anglo","1","1"
"2021","Sherman","1-Lubbock","Hispanic","1","1"
"2021","Smith","4-Tyler","African American","36","36"
"2021","Smith","4-Tyler","Anglo","33","33"
"2021","Smith","4-Tyler","Hispanic","31","31"
"2021","Smith","4-Tyler","Other","6","6"
"2021","Somervell","3-Arlington","Anglo","2","2"
"2021","Starr","11-Edinburg","Hispanic","5","5"
"2021","Stephens","2-Abilene","Anglo","2","2"
"2021","Stephens","2-Abilene","Hispanic","6","6"
"2021","Swisher","1-Lubbock","African American","8","8"
"2021","Swisher","1-Lubbock","Anglo","4","4"
"2021","Swisher","1-Lubbock","Hispanic","3","3"
"2021","Swisher","1-Lubbock","Other","3","3"
"2021","Tarrant","3-Arlington","African American","292","292"
"2021","Tarrant","3-Arlington","Anglo","181","181"
"2021","Tarrant","3-Arlington","Asian","10","10"
"2021","Tarrant","3-Arlington","Hispanic","294","294"
"2021","Tarrant","3-Arlington","Other","65","65"
"2021","Taylor","2-Abilene","African American","25","25"
"2021","Taylor","2-Abilene","Anglo","81","84"
"2021","Taylor","2-Abilene","Hispanic","80","80"
"2021","Taylor","2-Abilene","Other","18","18"
"2021","Terry","1-Lubbock","African American","1","1"
"2021","Terry","1-Lubbock","Anglo","1","1"
"2021","Terry","1-Lubbock","Hispanic","16","16"
"2021","Terry","1-Lubbock","Other","1","1"
"2021","Titus","4-Tyler","African American","7","7"
"2021","Titus","4-Tyler","Hispanic","6","6"
"2021","Titus","4-Tyler","Other","1","1"
"2021","Tom Green","9-Midland","African American","4","4"
"2021","Tom Green","9-Midland","Anglo","27","27"
"2021","Tom Green","9-Midland","Hispanic","34","34"
"2021","Tom Green","9-Midland","Other","4","4"
"2021","Travis","7-Austin","African American","94","94"
"2021","Travis","7-Austin","Anglo","42","42"
"2021","Travis","7-Austin","Hispanic","199","199"
"2021","Travis","7-Austin","Other","18","18"
"2021","Trinity","5-Beaumont","Anglo","5","5"
"2021","Trinity","5-Beaumont","Hispanic","2","2"
"2021","Trinity","5-Beaumont","Other","1","1"
"2021","Tyler","5-Beaumont","Anglo","4","4"
"2021","Upshur","4-Tyler","African American","2","2"
"2021","Upshur","4-Tyler","Anglo","14","14"
"2021","Upshur","4-Tyler","Hispanic","2","2"
"2021","Upshur","4-Tyler","Other","5","5"
"2021","Uvalde","8-San Antonio","Anglo","2","2"
"2021","Uvalde","8-San Antonio","Hispanic","34","34"
"2021","Val Verde","8-San Antonio","African American","1","1"
"2021","Val Verde","8-San Antonio","Hispanic","44","44"
"2021","Val Verde","8-San Antonio","Other","1","1"
"2021","Van Zandt","4-Tyler","African American","2","2"
"2021","Van Zandt","4-Tyler","Anglo","6","6"
"2021","Victoria","8-San Antonio","African American","3","3"
"2021","Victoria","8-San Antonio","Anglo","6","6"
"2021","Victoria","8-San Antonio","Hispanic","38","38"
"2021","Victoria","8-San Antonio","Other","2","2"
"2021","Walker","6-Houston","Anglo","4","4"
"2021","Walker","6-Houston","Hispanic","7","7"
"2021","Waller","6-Houston","African American","3","3"
"2021","Waller","6-Houston","Anglo","6","6"
"2021","Waller","6-Houston","Hispanic","2","2"
"2021","Ward","9-Midland","Anglo","11","11"
"2021","Ward","9-Midland","Hispanic","4","4"
"2021","Ward","9-Midland","Other","2","2"
"2021","Washington","7-Austin","African American","1","1"
"2021","Webb","11-Edinburg","Anglo","1","1"
"2021","Webb","11-Edinburg","Hispanic","175","175"
"2021","Webb","11-Edinburg","Other","3","3"
"2021","Wharton","6-Houston","African American","7","7"
"2021","Wharton","6-Houston","Anglo","6","6"
"2021","Wharton","6-Houston","Hispanic","16","16"
"2021","Wharton","6-Houston","Other","6","6"
"2021","Wheeler","1-Lubbock","African American","1","1"
"2021","Wheeler","1-Lubbock","Anglo","4","4"
"2021","Wheeler","1-Lubbock","Hispanic","3","3"
"2021","Wheeler","1-Lubbock","Other","1","1"
"2021","Wichita","2-Abilene","African American","13","13"
"2021","Wichita","2-Abilene","Anglo","30","30"
"2021","Wichita","2-Abilene","Asian","6","6"
"2021","Wichita","2-Abilene","Hispanic","33","33"
"2021","Wichita","2-Abilene","Other","7","7"
"2021","Wilbarger","2-Abilene","African American","1","1"
"2021","Wilbarger","2-Abilene","Hispanic","1","1"
"2021","Wilbarger","2-Abilene","Other","2","2"
"2021","Willacy","11-Edinburg","Hispanic","3","3"
"2021","Williamson","7-Austin","African American","12","12"
"2021","Williamson","7-Austin","Anglo","24","24"
"2021","Williamson","7-Austin","Hispanic","50","50"
"2021","Williamson","7-Austin","Other","6","6"
"2021","Wilson","8-San Antonio","African American","3","3"
"2021","Wilson","8-San Antonio","Anglo","13","13"
"2021","Wilson","8-San Antonio","Hispanic","12","12"
"2021","Winkler","9-Midland","Hispanic","3","3"
"2021","Wise","3-Arlington","Anglo","14","14"
"2021","Wise","3-Arlington","Hispanic","16","16"
"2021","Wood","4-Tyler","African American","2","2"
"2021","Wood","4-Tyler","Anglo","6","6"
"2021","Wood","4-Tyler","Other","1","1"
"2021","Young","2-Abilene","Anglo","2","2"
"2021","Young","2-Abilene","Hispanic","4","4"
"2021","Young","2-Abilene","Other","1","1"
"2021","Zapata","11-Edinburg","Anglo","2","2"
"2021","Zapata","11-Edinburg","Hispanic","6","6"
"2021","Zavala","8-San Antonio","Hispanic","6","6"
"2021","Out of State","Out of State","Anglo","1","1"
"2020","Anderson","4-Tyler","African American","6","6"
"2020","Anderson","4-Tyler","Anglo","18","18"
"2020","Anderson","4-Tyler","Hispanic","3","3"
"2020","Andrews","9-Midland","African American","1","1"
"2020","Andrews","9-Midland","Anglo","11","11"
"2020","Andrews","9-Midland","Hispanic","16","16"
"2020","Angelina","5-Beaumont","African American","8","8"
"2020","Angelina","5-Beaumont","Anglo","41","41"
"2020","Angelina","5-Beaumont","Hispanic","12","12"
"2020","Angelina","5-Beaumont","Other","4","4"
"2020","Aransas","11-Edinburg","African American","1","1"
"2020","Aransas","11-Edinburg","Anglo","11","11"
"2020","Aransas","11-Edinburg","Hispanic","17","17"
"2020","Aransas","11-Edinburg","Other","1","1"
"2020","Archer","2-Abilene","Anglo","2","2"
"2020","Atascosa","8-San Antonio","Anglo","31","31"
