"fiscal_year","county","region","placement_intended_to_be_permanent","children_wating_for_adoption_on_31_august","average_months_since_termination_of_parental_rights"
"2021","Chambers","6-Houston","Placement Not Intended to be Permanent","2","46.5"
"2021","Chambers","6-Houston","Placement Intended to be Permanent","1","9.61290322580645"
"2021","Cherokee","4-Tyler","Placement Not Intended to be Permanent","8","28.4717741935484"
"2021","Cherokee","4-Tyler","Placement Intended to be Permanent","30","11.4043010752688"
"2021","Childress","1-Lubbock","Placement Intended to be Permanent","2","5.04838709677419"
"2021","Coke","9-Midland","Placement Intended to be Permanent","1","5.41935483870968"
"2021","Coleman","2-Abilene","Placement Not Intended to be Permanent","1","70.741935483871"
"2021","Coleman","2-Abilene","Placement Intended to be Permanent","1","70.741935483871"
"2021","Collin","3-Arlington","Placement Not Intended to be Permanent","36","16.0591397849462"
"2021","Collin","3-Arlington","Placement Intended to be Permanent","25","13.8658064516129"
"2021","Colorado","6-Houston","Placement Intended to be Permanent","3","13.1182795698925"
"2021","Comal","8-San Antonio","Placement Not Intended to be Permanent","10","28.5129032258065"
"2021","Comal","8-San Antonio","Placement Intended to be Permanent","37","10.3705318221447"
"2021","Comanche","2-Abilene","Placement Not Intended to be Permanent","1","17.8387096774194"
"2021","Comanche","2-Abilene","Placement Intended to be Permanent","4","14.7338709677419"
"2021","Cooke","3-Arlington","Placement Not Intended to be Permanent","12","26.3736559139785"
"2021","Cooke","3-Arlington","Placement Intended to be Permanent","3","21.6881720430108"
"2021","Coryell","7-Austin","Placement Not Intended to be Permanent","12","20.8413978494624"
"2021","Coryell","7-Austin","Placement Intended to be Permanent","21","7.98003072196621"
"2021","Crane","9-Midland","Placement Intended to be Permanent","1","22.8709677419355"
"2021","Crockett","9-Midland","Placement Intended to be Permanent","4","10.4274193548387"
"2021","Dallam","1-Lubbock","Placement Not Intended to be Permanent","4","11.3306451612903"
"2021","Dallam","1-Lubbock","Placement Intended to be Permanent","12","12.0994623655914"
"2021","Dallas","3-Arlington","Placement Not Intended to be Permanent","145","34.4880978865406"
"2021","Dallas","3-Arlington","Placement Intended to be Permanent","159","19.2878880097383"
"2021","Dawson","9-Midland","Placement Not Intended to be Permanent","2","48.1129032258065"
"2021","Dawson","9-Midland","Placement Intended to be Permanent","2","2.87096774193548"
"2021","Deaf Smith","1-Lubbock","Placement Not Intended to be Permanent","1","14.4516129032258"
"2021","Deaf Smith","1-Lubbock","Placement Intended to be Permanent","7","32.8248847926267"
"2021","Denton","3-Arlington","Placement Not Intended to be Permanent","57","18.2416525183928"
"2021","Denton","3-Arlington","Placement Intended to be Permanent","48","12.3172043010753"
"2021","DeWitt","8-San Antonio","Placement Not Intended to be Permanent","7","50.221198156682"
"2021","DeWitt","8-San Antonio","Placement Intended to be Permanent","2","7.32258064516129"
"2021","Dimmit","8-San Antonio","Placement Not Intended to be Permanent","2","66.3870967741935"
"2021","Dimmit","8-San Antonio","Placement Intended to be Permanent","1","7.74193548387097"
"2021","Donley","1-Lubbock","Placement Intended to be Permanent","1","32.5483870967742"
"2021","Duval","11-Edinburg","Placement Not Intended to be Permanent","9","43.0071684587814"
"2021","Duval","11-Edinburg","Placement Intended to be Permanent","3","5.06451612903226"
"2021","Eastland","2-Abilene","Placement Not Intended to be Permanent","8","30.8145161290323"
"2021","Eastland","2-Abilene","Placement Intended to be Permanent","2","5.62903225806452"
"2021","Ector","9-Midland","Placement Not Intended to be Permanent","32","20.5735887096774"
"2021","Ector","9-Midland","Placement Intended to be Permanent","46","9.90953716690042"
"2021","Ellis","3-Arlington","Placement Not Intended to be Permanent","12","10.260752688172"
"2021","Ellis","3-Arlington","Placement Intended to be Permanent","7","17.3087557603687"
"2021","El Paso","10-El Paso","Placement Not Intended to be Permanent","69","25.2024310425432"
"2021","El Paso","10-El Paso","Placement Intended to be Permanent","25","6.17806451612903"
"2021","Erath","3-Arlington","Placement Not Intended to be Permanent","4","27.3467741935484"
"2021","Falls","7-Austin","Placement Not Intended to be Permanent","3","7.66666666666667"
"2021","Falls","7-Austin","Placement Intended to be Permanent","7","4.7926267281106"
"2021","Fannin","3-Arlington","Placement Not Intended to be Permanent","10","13.9225806451613"
"2021","Fannin","3-Arlington","Placement Intended to be Permanent","8","3.125"
"2021","Fayette","7-Austin","Placement Not Intended to be Permanent","5","4.83225806451613"
"2021","Fayette","7-Austin","Placement Intended to be Permanent","9","8.7168458781362"
"2021","Foard","2-Abilene","Placement Intended to be Permanent","2","0.193548387096774"
"2021","Fort Bend","6-Houston","Placement Not Intended to be Permanent","10","29.6967741935484"
"2021","Fort Bend","6-Houston","Placement Intended to be Permanent","12","8.50537634408602"
"2021","Franklin","4-Tyler","Placement Not Intended to be Permanent","1","36.6774193548387"
"2021","Franklin","4-Tyler","Placement Intended to be Permanent","1","12.5483870967742"
"2021","Freestone","7-Austin","Placement Not Intended to be Permanent","2","53.5"
"2021","Freestone","7-Austin","Placement Intended to be Permanent","5","10.7870967741935"
"2021","Frio","8-San Antonio","Placement Not Intended to be Permanent","5","53.3935483870968"
"2021","Frio","8-San Antonio","Placement Intended to be Permanent","21","11.1582181259601"
"2021","Gaines","9-Midland","Placement Not Intended to be Permanent","3","48.3010752688172"
"2021","Galveston","6-Houston","Placement Not Intended to be Permanent","24","16.1465053763441"
"2021","Galveston","6-Houston","Placement Intended to be Permanent","21","7.23809523809524"
"2021","Garza","1-Lubbock","Placement Not Intended to be Permanent","1","23.3548387096774"
"2021","Gillespie","8-San Antonio","Placement Not Intended to be Permanent","2","44.0645161290323"
"2021","Gillespie","8-San Antonio","Placement Intended to be Permanent","2","6.2258064516129"
"2021","Goliad","8-San Antonio","Placement Not Intended to be Permanent","1","4.32258064516129"
"2021","Gonzales","8-San Antonio","Placement Not Intended to be Permanent","3","36.5376344086022"
"2021","Gonzales","8-San Antonio","Placement Intended to be Permanent","5","2.09032258064516"
"2021","Gray","1-Lubbock","Placement Not Intended to be Permanent","13","31.5359801488834"
"2021","Gray","1-Lubbock","Placement Intended to be Permanent","11","7.51319648093842"
"2021","Grayson","3-Arlington","Placement Not Intended to be Permanent","13","20.3697270471464"
"2021","Grayson","3-Arlington","Placement Intended to be Permanent","22","10.4794721407625"
"2021","Gregg","4-Tyler","Placement Not Intended to be Permanent","14","49.8502304147465"
"2021","Gregg","4-Tyler","Placement Intended to be Permanent","39","7.03473945409429"
"2021","Grimes","7-Austin","Placement Not Intended to be Permanent","2","36.0161290322581"
"2021","Grimes","7-Austin","Placement Intended to be Permanent","1","7.87096774193548"
"2021","Guadalupe","8-San Antonio","Placement Not Intended to be Permanent","5","27.1032258064516"
"2021","Guadalupe","8-San Antonio","Placement Intended to be Permanent","15","10.7913978494624"
"2021","Hale","1-Lubbock","Placement Not Intended to be Permanent","3","62.0967741935484"
"2021","Hale","1-Lubbock","Placement Intended to be Permanent","10","12.0806451612903"
"2021","Hall","1-Lubbock","Placement Intended to be Permanent","3","32.4193548387097"
"2021","Hamilton","7-Austin","Placement Not Intended to be Permanent","1","21.8064516129032"
"2021","Hamilton","7-Austin","Placement Intended to be Permanent","2","2.48387096774194"
"2021","Hardeman","2-Abilene","Placement Intended to be Permanent","1","3.87096774193548"
"2021","Hardin","5-Beaumont","Placement Intended to be Permanent","9","4.50179211469534"
"2021","Harris","6-Houston","Placement Not Intended to be Permanent","247","39.3227112446128"
"2021","Harris","6-Houston","Placement Intended to be Permanent","247","17.5466893039049"
"2021","Harrison","4-Tyler","Placement Not Intended to be Permanent","4","49.6693548387097"
"2021","Harrison","4-Tyler","Placement Intended to be Permanent","9","3.62365591397849"
"2021","Haskell","2-Abilene","Placement Not Intended to be Permanent","1","17.8387096774194"
"2021","Haskell","2-Abilene","Placement Intended to be Permanent","1","24.741935483871"
"2021","Hays","7-Austin","Placement Not Intended to be Permanent","12","19.75"
"2021","Hays","7-Austin","Placement Intended to be Permanent","59","6.6074357572444"
"2021","Henderson","4-Tyler","Placement Not Intended to be Permanent","20","18.3338709677419"
"2021","Henderson","4-Tyler","Placement Intended to be Permanent","36","10.7965949820789"
"2021","Hidalgo","11-Edinburg","Placement Not Intended to be Permanent","23","34.492286115007"
"2021","Hidalgo","11-Edinburg","Placement Intended to be Permanent","10","17.9225806451613"
"2021","Hill","7-Austin","Placement Not Intended to be Permanent","6","21.8333333333333"
"2021","Hill","7-Austin","Placement Intended to be Permanent","14","15.3341013824885"
"2021","Hockley","1-Lubbock","Placement Not Intended to be Permanent","5","30.3354838709677"
"2021","Hockley","1-Lubbock","Placement Intended to be Permanent","5","5.52903225806452"
"2021","Hood","3-Arlington","Placement Not Intended to be Permanent","10","26.0612903225806"
"2021","Hood","3-Arlington","Placement Intended to be Permanent","1","78.3870967741935"
"2021","Hopkins","4-Tyler","Placement Not Intended to be Permanent","2","2.20967741935484"
"2021","Hopkins","4-Tyler","Placement Intended to be Permanent","17","8.20303605313093"
"2021","Houston","5-Beaumont","Placement Not Intended to be Permanent","4","6.75806451612903"
"2021","Houston","5-Beaumont","Placement Intended to be Permanent","11","4.31964809384164"
"2021","Howard","9-Midland","Placement Not Intended to be Permanent","2","43.8548387096774"
"2021","Howard","9-Midland","Placement Intended to be Permanent","8","22.9758064516129"
"2021","Hunt","3-Arlington","Placement Not Intended to be Permanent","19","14.9252971137521"
"2021","Hunt","3-Arlington","Placement Intended to be Permanent","14","8.25576036866359"
"2021","Hutchinson","1-Lubbock","Placement Not Intended to be Permanent","4","38.3387096774194"
"2021","Hutchinson","1-Lubbock","Placement Intended to be Permanent","8","6.15322580645161"
"2021","Irion","9-Midland","Placement Not Intended to be Permanent","1","47.6129032258065"
"2021","Irion","9-Midland","Placement Intended to be Permanent","3","7.61290322580645"
"2021","Jack","2-Abilene","Placement Intended to be Permanent","1","11.9032258064516"
"2021","Jackson","8-San Antonio","Placement Not Intended to be Permanent","1","70.9677419354839"
"2021","Jackson","8-San Antonio","Placement Intended to be Permanent","5","34.2129032258065"
"2021","Jasper","5-Beaumont","Placement Not Intended to be Permanent","4","27.8790322580645"
"2021","Jasper","5-Beaumont","Placement Intended to be Permanent","4","5.94354838709677"
"2021","Jefferson","5-Beaumont","Placement Not Intended to be Permanent","27","22.1768219832736"
"2021","Jefferson","5-Beaumont","Placement Intended to be Permanent","87","8.50129773822766"
"2021","Jim Hogg","11-Edinburg","Placement Not Intended to be Permanent","1","80.6451612903226"
"2021","Jim Wells","11-Edinburg","Placement Not Intended to be Permanent","11","35.3724340175953"
"2021","Jim Wells","11-Edinburg","Placement Intended to be Permanent","3","12.5376344086022"
"2021","Johnson","3-Arlington","Placement Not Intended to be Permanent","36","14.1863799283154"
"2021","Johnson","3-Arlington","Placement Intended to be Permanent","2","17.5645161290323"
"2021","Jones","2-Abilene","Placement Not Intended to be Permanent","4","28.75"
"2021","Jones","2-Abilene","Placement Intended to be Permanent","11","20.466275659824"
"2021","Karnes","8-San Antonio","Placement Not Intended to be Permanent","6","17.0698924731183"
"2021","Karnes","8-San Antonio","Placement Intended to be Permanent","7","22.8940092165899"
"2021","Kaufman","3-Arlington","Placement Not Intended to be Permanent","4","8.67741935483871"
"2021","Kaufman","3-Arlington","Placement Intended to be Permanent","8","17.5120967741935"
"2021","Kendall","8-San Antonio","Placement Not Intended to be Permanent","2","8.66129032258065"
"2021","Kendall","8-San Antonio","Placement Intended to be Permanent","1","19.0645161290323"
"2021","Kerr","8-San Antonio","Placement Not Intended to be Permanent","1","60.6774193548387"
"2021","Kerr","8-San Antonio","Placement Intended to be Permanent","2","6.33870967741935"
"2021","Kimble","9-Midland","Placement Not Intended to be Permanent","1","29.8064516129032"
"2021","Kimble","9-Midland","Placement Intended to be Permanent","4","6.13709677419355"
"2021","Kinney","8-San Antonio","Placement Not Intended to be Permanent","2","5.38709677419355"
"2021","Kinney","8-San Antonio","Placement Intended to be Permanent","1","1.06451612903226"
"2021","Kleberg","11-Edinburg","Placement Not Intended to be Permanent","2","23.6129032258065"
"2021","Kleberg","11-Edinburg","Placement Intended to be Permanent","2","32.9032258064516"
"2021","Knox","2-Abilene","Placement Intended to be Permanent","3","6.19354838709677"
"2021","Lamar","4-Tyler","Placement Not Intended to be Permanent","7","27.1612903225806"
"2021","Lamar","4-Tyler","Placement Intended to be Permanent","25","10.0283870967742"
"2021","Lamb","1-Lubbock","Placement Not Intended to be Permanent","5","15.9806451612903"
"2021","Lampasas","7-Austin","Placement Intended to be Permanent","10","5.88709677419355"
"2021","La Salle","8-San Antonio","Placement Not Intended to be Permanent","2","1.12903225806452"
"2021","La Salle","8-San Antonio","Placement Intended to be Permanent","1","5.16129032258065"
"2021","Lavaca","8-San Antonio","Placement Not Intended to be Permanent","2","3.33870967741935"
"2021","Lavaca","8-San Antonio","Placement Intended to be Permanent","2","0.419354838709677"
"2021","Lee","7-Austin","Placement Not Intended to be Permanent","1","2.29032258064516"
"2021","Lee","7-Austin","Placement Intended to be Permanent","7","5.1889400921659"
"2021","Leon","7-Austin","Placement Not Intended to be Permanent","3","43.2258064516129"
"2021","Leon","7-Austin","Placement Intended to be Permanent","1","29.7741935483871"
"2021","Liberty","6-Houston","Placement Not Intended to be Permanent","4","58.258064516129"
"2021","Liberty","6-Houston","Placement Intended to be Permanent","7","21.6774193548387"
"2021","Limestone","7-Austin","Placement Not Intended to be Permanent","5","18.7096774193548"
"2021","Limestone","7-Austin","Placement Intended to be Permanent","8","5.625"
"2021","Lipscomb","1-Lubbock","Placement Not Intended to be Permanent","1","2.64516129032258"
"2021","Live Oak","11-Edinburg","Placement Not Intended to be Permanent","3","3"
"2021","Live Oak","11-Edinburg","Placement Intended to be Permanent","1","11.5483870967742"
"2021","Llano","7-Austin","Placement Not Intended to be Permanent","2","34"
"2021","Llano","7-Austin","Placement Intended to be Permanent","8","7.07661290322581"
"2021","Lubbock","1-Lubbock","Placement Not Intended to be Permanent","61","24.1269169751454"
"2021","Lubbock","1-Lubbock","Placement Intended to be Permanent","97","12.5557033588294"
"2021","Lynn","1-Lubbock","Placement Not Intended to be Permanent","2","34.8548387096774"
"2021","Madison","7-Austin","Placement Intended to be Permanent","4","10.2016129032258"
"2021","Marion","4-Tyler","Placement Not Intended to be Permanent","1","24.2903225806452"
"2021","Martin","9-Midland","Placement Intended to be Permanent","1","9.2258064516129"
"2021","Matagorda","6-Houston","Placement Not Intended to be Permanent","2","3.58064516129032"
"2021","Matagorda","6-Houston","Placement Intended to be Permanent","1","10.6129032258065"
"2021","Maverick","8-San Antonio","Placement Not Intended to be Permanent","5","21.4129032258065"
"2021","Maverick","8-San Antonio","Placement Intended to be Permanent","5","2.20645161290323"
"2021","McCulloch","9-Midland","Placement Not Intended to be Permanent","3","27"
"2021","McCulloch","9-Midland","Placement Intended to be Permanent","4","17.8548387096774"
"2021","McLennan","7-Austin","Placement Not Intended to be Permanent","38","28.081494057725"
"2021","McLennan","7-Austin","Placement Intended to be Permanent","162","13.0388291517324"
"2021","Medina","8-San Antonio","Placement Not Intended to be Permanent","13","25.5334987593052"
"2021","Medina","8-San Antonio","Placement Intended to be Permanent","17","6.76280834914611"
"2021","Menard","9-Midland","Placement Intended to be Permanent","2","8.54838709677419"
"2021","Midland","9-Midland","Placement Not Intended to be Permanent","13","25.4888337468983"
"2021","Midland","9-Midland","Placement Intended to be Permanent","9","2.53046594982079"
"2021","Milam","7-Austin","Placement Not Intended to be Permanent","6","7.22043010752688"
"2021","Milam","7-Austin","Placement Intended to be Permanent","11","7.50733137829912"
"2021","Mills","7-Austin","Placement Not Intended to be Permanent","2","20.1129032258065"
"2021","Mills","7-Austin","Placement Intended to be Permanent","2","4.12903225806452"
"2021","Mitchell","2-Abilene","Placement Not Intended to be Permanent","2","28.2258064516129"
"2021","Mitchell","2-Abilene","Placement Intended to be Permanent","4","5.96774193548387"
"2021","Montague","2-Abilene","Placement Intended to be Permanent","4","6.08064516129032"
"2021","Montgomery","6-Houston","Placement Not Intended to be Permanent","39","18.6071133167907"
"2021","Montgomery","6-Houston","Placement Intended to be Permanent","44","11.3394428152493"
"2021","Moore","1-Lubbock","Placement Not Intended to be Permanent","2","24.7096774193548"
"2021","Moore","1-Lubbock","Placement Intended to be Permanent","13","12.5210918114144"
"2021","Morris","4-Tyler","Placement Not Intended to be Permanent","2","15.0483870967742"
"2021","Morris","4-Tyler","Placement Intended to be Permanent","3","4.52688172043011"
"2021","Nacogdoches","5-Beaumont","Placement Not Intended to be Permanent","20","21.5774193548387"
"2021","Nacogdoches","5-Beaumont","Placement Intended to be Permanent","36","15.8646953405018"
"2021","Navarro","3-Arlington","Placement Not Intended to be Permanent","2","52.9354838709677"
"2021","Navarro","3-Arlington","Placement Intended to be Permanent","7","4.86175115207373"
"2021","Newton","5-Beaumont","Placement Not Intended to be Permanent","1","93.3548387096774"
"2021","Nolan","2-Abilene","Placement Not Intended to be Permanent","2","15.2903225806452"
"2021","Nolan","2-Abilene","Placement Intended to be Permanent","4","10.6129032258065"
"2021","Nueces","11-Edinburg","Placement Not Intended to be Permanent","54","35.4056152927121"
"2021","Nueces","11-Edinburg","Placement Intended to be Permanent","12","31.002688172043"
"2021","Ochiltree","1-Lubbock","Placement Not Intended to be Permanent","1","11.1935483870968"
"2021","Ochiltree","1-Lubbock","Placement Intended to be Permanent","5","5.95483870967742"
"2021","Orange","5-Beaumont","Placement Not Intended to be Permanent","8","43.5483870967742"
"2021","Orange","5-Beaumont","Placement Intended to be Permanent","33","5.01857282502444"
"2021","Palo Pinto","3-Arlington","Placement Not Intended to be Permanent","19","34.8200339558574"
"2021","Palo Pinto","3-Arlington","Placement Intended to be Permanent","3","20.6344086021505"
"2021","Panola","4-Tyler","Placement Not Intended to be Permanent","7","48.2534562211982"
"2021","Panola","4-Tyler","Placement Intended to be Permanent","2","7.32258064516129"
"2021","Parker","3-Arlington","Placement Not Intended to be Permanent","33","25.5014662756598"
"2021","Parker","3-Arlington","Placement Intended to be Permanent","1","42.1612903225806"
"2021","Parmer","1-Lubbock","Placement Intended to be Permanent","1","7.35483870967742"
"2021","Pecos","9-Midland","Placement Not Intended to be Permanent","6","7.32258064516129"
"2021","Pecos","9-Midland","Placement Intended to be Permanent","4","9.69354838709677"
"2021","Polk","5-Beaumont","Placement Not Intended to be Permanent","2","5.83870967741935"
"2021","Polk","5-Beaumont","Placement Intended to be Permanent","5","19.2322580645161"
"2021","Potter","1-Lubbock","Placement Not Intended to be Permanent","54","20.1445639187575"
"2021","Potter","1-Lubbock","Placement Intended to be Permanent","64","7.12550403225806"
"2021","Rains","4-Tyler","Placement Not Intended to be Permanent","5","22.7870967741935"
"2021","Rains","4-Tyler","Placement Intended to be Permanent","7","15.668202764977"
"2021","Randall","1-Lubbock","Placement Not Intended to be Permanent","26","34.5446650124069"
"2021","Randall","1-Lubbock","Placement Intended to be Permanent","31","12.3381893860562"
"2021","Reagan","9-Midland","Placement Intended to be Permanent","1","15.8064516129032"
"2021","Real","8-San Antonio","Placement Intended to be Permanent","1","5.96774193548387"
"2021","Red River","4-Tyler","Placement Not Intended to be Permanent","1","18.6774193548387"
"2021","Red River","4-Tyler","Placement Intended to be Permanent","4","34.0967741935484"
"2021","Reeves","9-Midland","Placement Not Intended to be Permanent","1","12.1290322580645"
"2021","Reeves","9-Midland","Placement Intended to be Permanent","2","34.4677419354839"
"2021","Robertson","7-Austin","Placement Not Intended to be Permanent","3","19.3978494623656"
"2021","Robertson","7-Austin","Placement Intended to be Permanent","10","9.56451612903226"
"2021","Rockwall","3-Arlington","Placement Not Intended to be Permanent","5","15.9096774193548"
"2021","Rockwall","3-Arlington","Placement Intended to be Permanent","3","18.8387096774194"
"2021","Runnels","2-Abilene","Placement Not Intended to be Permanent","2","14.7096774193548"
"2021","Runnels","2-Abilene","Placement Intended to be Permanent","1","1.35483870967742"
"2021","Rusk","4-Tyler","Placement Not Intended to be Permanent","5","22.2193548387097"
"2021","Rusk","4-Tyler","Placement Intended to be Permanent","5","28.6645161290323"
"2021","Sabine","5-Beaumont","Placement Not Intended to be Permanent","1","7.7741935483871"
"2021","Sabine","5-Beaumont","Placement Intended to be Permanent","2","20.5806451612903"
"2021","San Augustine","5-Beaumont","Placement Intended to be Permanent","2","5.33870967741935"
"2021","San Jacinto","5-Beaumont","Placement Intended to be Permanent","10","9.43225806451613"
"2021","San Patricio","11-Edinburg","Placement Not Intended to be Permanent","16","26.8306451612903"
"2021","San Patricio","11-Edinburg","Placement Intended to be Permanent","5","8.96129032258065"
"2021","San Saba","7-Austin","Placement Intended to be Permanent","2","25.258064516129"
"2021","Scurry","2-Abilene","Placement Intended to be Permanent","3","31.1397849462366"
"2021","Shelby","5-Beaumont","Placement Intended to be Permanent","1","5.67741935483871"
"2021","Sherman","1-Lubbock","Placement Intended to be Permanent","1","17.3548387096774"
"2021","Smith","4-Tyler","Placement Not Intended to be Permanent","8","31.1733870967742"
"2021","Smith","4-Tyler","Placement Intended to be Permanent","33","14.8162267839687"
"2021","Somervell","3-Arlington","Placement Not Intended to be Permanent","1","56.0967741935484"
"2021","Starr","11-Edinburg","Placement Not Intended to be Permanent","1","67.2903225806452"
"2021","Starr","11-Edinburg","Placement Intended to be Permanent","1","1.61290322580645"
"2021","Stephens","2-Abilene","Placement Not Intended to be Permanent","1","88.2258064516129"
"2021","Stephens","2-Abilene","Placement Intended to be Permanent","2","12.1290322580645"
"2021","Sutton","9-Midland","Placement Not Intended to be Permanent","5","6.61290322580645"
"2021","Swisher","1-Lubbock","Placement Not Intended to be Permanent","1","37.9032258064516"
"2021","Swisher","1-Lubbock","Placement Intended to be Permanent","2","2.25806451612903"
"2021","Tarrant","3-Arlington","Placement Not Intended to be Permanent","183","22.9344262295082"
"2021","Tarrant","3-Arlington","Placement Intended to be Permanent","25","18.8916129032258"
"2021","Taylor","2-Abilene","Placement Not Intended to be Permanent","27","29.0848267622461"
"2021","Taylor","2-Abilene","Placement Intended to be Permanent","44","15.2470674486804"
"2021","Terry","1-Lubbock","Placement Intended to be Permanent","8","2.9758064516129"
"2021","Throckmorton","2-Abilene","Placement Not Intended to be Permanent","1","7.19354838709677"
"2021","Titus","4-Tyler","Placement Not Intended to be Permanent","5","75.6387096774194"
"2021","Titus","4-Tyler","Placement Intended to be Permanent","4","3.60483870967742"
"2021","Tom Green","9-Midland","Placement Not Intended to be Permanent","22","30.0425219941349"
"2021","Tom Green","9-Midland","Placement Intended to be Permanent","31","7.45785639958377"
"2021","Travis","7-Austin","Placement Not Intended to be Permanent","25","24.6012903225806"
"2021","Travis","7-Austin","Placement Intended to be Permanent","141","10.5147563486616"
"2021","Trinity","5-Beaumont","Placement Not Intended to be Permanent","1","46.0322580645161"
"2021","Trinity","5-Beaumont","Placement Intended to be Permanent","1","8.96774193548387"
"2021","Tyler","5-Beaumont","Placement Not Intended to be Permanent","1","36.741935483871"
"2021","Tyler","5-Beaumont","Placement Intended to be Permanent","8","9.75403225806452"
"2021","Upshur","4-Tyler","Placement Not Intended to be Permanent","7","20.7511520737327"
"2021","Upshur","4-Tyler","Placement Intended to be Permanent","23","13.7952314165498"
"2021","Upton","9-Midland","Placement Intended to be Permanent","2","3.30645161290323"
"2021","Uvalde","8-San Antonio","Placement Not Intended to be Permanent","10","46.7"
"2021","Uvalde","8-San Antonio","Placement Intended to be Permanent","2","3.58064516129032"
