"fiscal_year","county","region","placement_intended_to_be_permanent","children_wating_for_adoption_on_31_august","average_months_since_termination_of_parental_rights"
"2020","Shelby","5-Beaumont","Placement Intended to be Permanent","6","6.49462365591398"
"2020","Sherman","1-Lubbock","Placement Intended to be Permanent","2","5.35483870967742"
"2020","Smith","4-Tyler","Placement Not Intended to be Permanent","24","17.4852150537634"
"2020","Smith","4-Tyler","Placement Intended to be Permanent","40","8.53951612903226"
"2020","Somervell","3-Arlington","Placement Not Intended to be Permanent","4","17.6774193548387"
"2020","Starr","11-Edinburg","Placement Not Intended to be Permanent","1","55.2903225806452"
"2020","Stephens","2-Abilene","Placement Not Intended to be Permanent","1","76.2258064516129"
"2020","Stephens","2-Abilene","Placement Intended to be Permanent","1","6.58064516129032"
"2020","Stonewall","2-Abilene","Placement Intended to be Permanent","1","18.5806451612903"
"2020","Sutton","9-Midland","Placement Not Intended to be Permanent","1","1.67741935483871"
"2020","Swisher","1-Lubbock","Placement Intended to be Permanent","1","25.9032258064516"
"2020","Tarrant","3-Arlington","Placement Not Intended to be Permanent","179","24.6646242566228"
"2020","Tarrant","3-Arlington","Placement Intended to be Permanent","29","13.8854282536151"
"2020","Taylor","2-Abilene","Placement Not Intended to be Permanent","42","15.3279569892473"
"2020","Taylor","2-Abilene","Placement Intended to be Permanent","49","13.0776826859776"
"2020","Terry","1-Lubbock","Placement Not Intended to be Permanent","2","33.0967741935484"
"2020","Throckmorton","2-Abilene","Placement Not Intended to be Permanent","1","12.8064516129032"
"2020","Titus","4-Tyler","Placement Not Intended to be Permanent","11","49.7800586510264"
"2020","Titus","4-Tyler","Placement Intended to be Permanent","11","8.48093841642229"
"2020","Tom Green","9-Midland","Placement Not Intended to be Permanent","26","27.6712158808933"
"2020","Tom Green","9-Midland","Placement Intended to be Permanent","28","14.1970046082949"
"2020","Travis","7-Austin","Placement Not Intended to be Permanent","49","20.466754443713"
"2020","Travis","7-Austin","Placement Intended to be Permanent","167","11.138883523276"
"2020","Trinity","5-Beaumont","Placement Not Intended to be Permanent","1","34.0322580645161"
"2020","Trinity","5-Beaumont","Placement Intended to be Permanent","5","19.7548387096774"
"2020","Tyler","5-Beaumont","Placement Not Intended to be Permanent","8","10.9233870967742"
"2020","Tyler","5-Beaumont","Placement Intended to be Permanent","2","17.3870967741935"
"2020","Upshur","4-Tyler","Placement Not Intended to be Permanent","19","16.3157894736842"
"2020","Upshur","4-Tyler","Placement Intended to be Permanent","18","8.6326164874552"
"2020","Uvalde","8-San Antonio","Placement Not Intended to be Permanent","7","28.8617511520737"
"2020","Uvalde","8-San Antonio","Placement Intended to be Permanent","13","22.3101736972705"
"2020","Val Verde","8-San Antonio","Placement Not Intended to be Permanent","9","9.3405017921147"
"2020","Val Verde","8-San Antonio","Placement Intended to be Permanent","13","5.57816377171216"
"2020","Van Zandt","4-Tyler","Placement Not Intended to be Permanent","20","21.4403225806452"
"2020","Van Zandt","4-Tyler","Placement Intended to be Permanent","16","11.6209677419355"
"2020","Victoria","8-San Antonio","Placement Not Intended to be Permanent","24","31.9610215053763"
"2020","Victoria","8-San Antonio","Placement Intended to be Permanent","40","12.5927419354839"
"2020","Walker","6-Houston","Placement Not Intended to be Permanent","1","26.6129032258065"
"2020","Walker","6-Houston","Placement Intended to be Permanent","1","17.6129032258065"
"2020","Waller","6-Houston","Placement Not Intended to be Permanent","2","52.6451612903226"
"2020","Waller","6-Houston","Placement Intended to be Permanent","2","18.5161290322581"
"2020","Ward","9-Midland","Placement Not Intended to be Permanent","4","16.1532258064516"
"2020","Ward","9-Midland","Placement Intended to be Permanent","2","2.17741935483871"
"2020","Washington","7-Austin","Placement Not Intended to be Permanent","1","16.9354838709677"
"2020","Webb","11-Edinburg","Placement Not Intended to be Permanent","43","60.264816204051"
"2020","Webb","11-Edinburg","Placement Intended to be Permanent","15","25.8"
"2020","Wharton","6-Houston","Placement Not Intended to be Permanent","2","6.53225806451613"
"2020","Wheeler","1-Lubbock","Placement Intended to be Permanent","1","3.06451612903226"
"2020","Wichita","2-Abilene","Placement Not Intended to be Permanent","36","24.3243727598566"
"2020","Wichita","2-Abilene","Placement Intended to be Permanent","15","8.59139784946237"
"2020","Wilbarger","2-Abilene","Placement Not Intended to be Permanent","2","14.8387096774194"
"2020","Wilbarger","2-Abilene","Placement Intended to be Permanent","1","25.4193548387097"
"2020","Willacy","11-Edinburg","Placement Not Intended to be Permanent","4","14.7741935483871"
"2020","Willacy","11-Edinburg","Placement Intended to be Permanent","2","7.88709677419355"
"2020","Williamson","7-Austin","Placement Not Intended to be Permanent","21","29.5299539170507"
"2020","Williamson","7-Austin","Placement Intended to be Permanent","37","12.561464690497"
"2020","Wilson","8-San Antonio","Placement Not Intended to be Permanent","7","8.88018433179724"
"2020","Wilson","8-San Antonio","Placement Intended to be Permanent","5","7.04516129032258"
"2020","Winkler","9-Midland","Placement Intended to be Permanent","3","10.9032258064516"
"2020","Wise","3-Arlington","Placement Not Intended to be Permanent","11","17.1906158357771"
"2020","Wise","3-Arlington","Placement Intended to be Permanent","3","10.3440860215054"
"2020","Wood","4-Tyler","Placement Not Intended to be Permanent","1","77.2258064516129"
"2020","Wood","4-Tyler","Placement Intended to be Permanent","7","19.5345622119816"
"2020","Yoakum","1-Lubbock","Placement Not Intended to be Permanent","1","70.4838709677419"
"2020","Young","2-Abilene","Placement Not Intended to be Permanent","1","6.58064516129032"
"2020","Young","2-Abilene","Placement Intended to be Permanent","5","7.52903225806452"
"2020","Zapata","11-Edinburg","Placement Not Intended to be Permanent","3","76.8817204301075"
"2020","Zapata","11-Edinburg","Placement Intended to be Permanent","1","99.6774193548387"
"2020","Zavala","8-San Antonio","Placement Intended to be Permanent","2","13.2741935483871"
"2019","Anderson","4-Tyler","Placement Not Intended to be Permanent","8","28.7661290322581"
"2019","Anderson","4-Tyler","Placement Intended to be Permanent","14","14.4815668202765"
"2019","Andrews","9-Midland","Placement Not Intended to be Permanent","7","48.4009216589862"
"2019","Andrews","9-Midland","Placement Intended to be Permanent","2","13.758064516129"
"2019","Angelina","5-Beaumont","Placement Not Intended to be Permanent","16","19.0241935483871"
"2019","Angelina","5-Beaumont","Placement Intended to be Permanent","21","7.43932411674347"
"2019","Aransas","11-Edinburg","Placement Not Intended to be Permanent","7","27.9124423963134"
"2019","Aransas","11-Edinburg","Placement Intended to be Permanent","17","7.65085388994307"
"2019","Atascosa","8-San Antonio","Placement Not Intended to be Permanent","24","26.3064516129032"
"2019","Atascosa","8-San Antonio","Placement Intended to be Permanent","18","9.1326164874552"
"2019","Austin","6-Houston","Placement Not Intended to be Permanent","1","52.4838709677419"
"2019","Bailey","1-Lubbock","Placement Not Intended to be Permanent","2","52"
"2019","Bailey","1-Lubbock","Placement Intended to be Permanent","2","3.56451612903226"
"2019","Bandera","8-San Antonio","Placement Not Intended to be Permanent","11","7.70674486803519"
"2019","Bandera","8-San Antonio","Placement Intended to be Permanent","4","13.9193548387097"
"2019","Bastrop","7-Austin","Placement Not Intended to be Permanent","9","32.0430107526882"
"2019","Bastrop","7-Austin","Placement Intended to be Permanent","23","10.4838709677419"
"2019","Bee","11-Edinburg","Placement Not Intended to be Permanent","8","14.25"
"2019","Bee","11-Edinburg","Placement Intended to be Permanent","10","10.3225806451613"
"2019","Bell","7-Austin","Placement Not Intended to be Permanent","43","21.8717179294824"
"2019","Bell","7-Austin","Placement Intended to be Permanent","133","10.0283773951007"
"2019","Bexar","8-San Antonio","Placement Not Intended to be Permanent","358","23.1457019282754"
"2019","Bexar","8-San Antonio","Placement Intended to be Permanent","670","9.31949927780453"
"2019","Blanco","7-Austin","Placement Not Intended to be Permanent","3","21.9677419354839"
"2019","Blanco","7-Austin","Placement Intended to be Permanent","5","9.85161290322581"
"2019","Bosque","7-Austin","Placement Not Intended to be Permanent","8","42.375"
"2019","Bosque","7-Austin","Placement Intended to be Permanent","7","4.49769585253456"
"2019","Bowie","4-Tyler","Placement Not Intended to be Permanent","4","25.3467741935484"
"2019","Bowie","4-Tyler","Placement Intended to be Permanent","11","12.8563049853372"
"2019","Brazoria","6-Houston","Placement Not Intended to be Permanent","26","21.9230769230769"
"2019","Brazoria","6-Houston","Placement Intended to be Permanent","20","13.1790322580645"
"2019","Brazos","7-Austin","Placement Not Intended to be Permanent","11","20.475073313783"
"2019","Brazos","7-Austin","Placement Intended to be Permanent","16","14.6814516129032"
"2019","Brown","2-Abilene","Placement Not Intended to be Permanent","18","28.3476702508961"
"2019","Brown","2-Abilene","Placement Intended to be Permanent","15","12.0731182795699"
"2019","Burleson","7-Austin","Placement Not Intended to be Permanent","2","66.2741935483871"
"2019","Burleson","7-Austin","Placement Intended to be Permanent","7","3.46082949308756"
"2019","Burnet","7-Austin","Placement Not Intended to be Permanent","2","23.3709677419355"
"2019","Burnet","7-Austin","Placement Intended to be Permanent","24","5.46505376344086"
"2019","Caldwell","7-Austin","Placement Not Intended to be Permanent","5","19.7032258064516"
"2019","Caldwell","7-Austin","Placement Intended to be Permanent","21","7.9047619047619"
"2019","Calhoun","8-San Antonio","Placement Intended to be Permanent","4","10.3629032258065"
"2019","Callahan","2-Abilene","Placement Not Intended to be Permanent","1","79"
"2019","Cameron","11-Edinburg","Placement Not Intended to be Permanent","28","29.2188940092166"
"2019","Cameron","11-Edinburg","Placement Intended to be Permanent","4","1.09677419354839"
"2019","Camp","4-Tyler","Placement Not Intended to be Permanent","2","11.1612903225806"
"2019","Camp","4-Tyler","Placement Intended to be Permanent","6","8.05376344086022"
"2019","Carson","1-Lubbock","Placement Not Intended to be Permanent","2","4.06451612903226"
"2019","Carson","1-Lubbock","Placement Intended to be Permanent","3","10.0860215053763"
"2019","Cass","4-Tyler","Placement Not Intended to be Permanent","4","9.21774193548387"
"2019","Castro","1-Lubbock","Placement Intended to be Permanent","1","19.4193548387097"
"2019","Chambers","6-Houston","Placement Not Intended to be Permanent","1","52.2903225806452"
"2019","Chambers","6-Houston","Placement Intended to be Permanent","1","14.4193548387097"
"2019","Cherokee","4-Tyler","Placement Not Intended to be Permanent","11","31.9266862170088"
"2019","Cherokee","4-Tyler","Placement Intended to be Permanent","23","8.14586255259467"
"2019","Childress","1-Lubbock","Placement Not Intended to be Permanent","3","41.752688172043"
"2019","Clay","2-Abilene","Placement Intended to be Permanent","3","4.18279569892473"
"2019","Coleman","2-Abilene","Placement Not Intended to be Permanent","2","46.741935483871"
"2019","Coleman","2-Abilene","Placement Intended to be Permanent","8","15.8508064516129"
"2019","Collin","3-Arlington","Placement Not Intended to be Permanent","31","25.3860561914672"
"2019","Collin","3-Arlington","Placement Intended to be Permanent","17","13.8785578747628"
"2019","Collingsworth","1-Lubbock","Placement Intended to be Permanent","2","2.7741935483871"
"2019","Colorado","6-Houston","Placement Not Intended to be Permanent","1","10.2903225806452"
"2019","Comal","8-San Antonio","Placement Not Intended to be Permanent","22","11.9868035190616"
"2019","Comal","8-San Antonio","Placement Intended to be Permanent","25","12.5935483870968"
"2019","Comanche","2-Abilene","Placement Not Intended to be Permanent","2","13.9677419354839"
"2019","Comanche","2-Abilene","Placement Intended to be Permanent","4","5.99193548387097"
"2019","Concho","9-Midland","Placement Not Intended to be Permanent","3","22.1182795698925"
"2019","Cooke","3-Arlington","Placement Not Intended to be Permanent","27","10.8064516129032"
"2019","Cooke","3-Arlington","Placement Intended to be Permanent","12","10.4354838709677"
"2019","Coryell","7-Austin","Placement Not Intended to be Permanent","7","15.0092165898618"
"2019","Coryell","7-Austin","Placement Intended to be Permanent","21","8.8494623655914"
"2019","Crockett","9-Midland","Placement Not Intended to be Permanent","2","0.709677419354839"
"2019","Crockett","9-Midland","Placement Intended to be Permanent","2","2.19354838709677"
"2019","Crosby","1-Lubbock","Placement Intended to be Permanent","4","12.9032258064516"
"2019","Dallam","1-Lubbock","Placement Not Intended to be Permanent","6","19.4354838709677"
"2019","Dallam","1-Lubbock","Placement Intended to be Permanent","4","6.74193548387097"
"2019","Dallas","3-Arlington","Placement Not Intended to be Permanent","239","28.5987312727764"
"2019","Dallas","3-Arlington","Placement Intended to be Permanent","190","16.9405772495756"
"2019","Dawson","9-Midland","Placement Not Intended to be Permanent","6","28.8602150537634"
"2019","Dawson","9-Midland","Placement Intended to be Permanent","4","25.0645161290323"
"2019","Deaf Smith","1-Lubbock","Placement Not Intended to be Permanent","2","101.709677419355"
"2019","Deaf Smith","1-Lubbock","Placement Intended to be Permanent","5","24.8451612903226"
"2019","Delta","4-Tyler","Placement Intended to be Permanent","1","0.935483870967742"
"2019","Denton","3-Arlington","Placement Not Intended to be Permanent","50","20.8916129032258"
"2019","Denton","3-Arlington","Placement Intended to be Permanent","32","12.4868951612903"
"2019","DeWitt","8-San Antonio","Placement Not Intended to be Permanent","5","25.3741935483871"
"2019","DeWitt","8-San Antonio","Placement Intended to be Permanent","5","45.8193548387097"
"2019","Dimmit","8-San Antonio","Placement Not Intended to be Permanent","3","33.1397849462366"
"2019","Dimmit","8-San Antonio","Placement Intended to be Permanent","3","29.5806451612903"
"2019","Donley","1-Lubbock","Placement Not Intended to be Permanent","3","11.6021505376344"
"2019","Donley","1-Lubbock","Placement Intended to be Permanent","3","8.54838709677419"
"2019","Duval","11-Edinburg","Placement Not Intended to be Permanent","3","83.0967741935484"
"2019","Duval","11-Edinburg","Placement Intended to be Permanent","2","2.7741935483871"
"2019","Eastland","2-Abilene","Placement Not Intended to be Permanent","3","57.010752688172"
"2019","Eastland","2-Abilene","Placement Intended to be Permanent","3","3.79569892473118"
"2019","Ector","9-Midland","Placement Not Intended to be Permanent","6","46.6720430107527"
"2019","Ector","9-Midland","Placement Intended to be Permanent","22","15.5014662756598"
"2019","Ellis","3-Arlington","Placement Not Intended to be Permanent","15","7.3247311827957"
"2019","Ellis","3-Arlington","Placement Intended to be Permanent","4","9.83870967741935"
"2019","El Paso","10-El Paso","Placement Not Intended to be Permanent","49","25.9716919025675"
"2019","El Paso","10-El Paso","Placement Intended to be Permanent","33","8.26295210166178"
"2019","Erath","3-Arlington","Placement Not Intended to be Permanent","3","29.0537634408602"
"2019","Falls","7-Austin","Placement Not Intended to be Permanent","2","3.54838709677419"
"2019","Falls","7-Austin","Placement Intended to be Permanent","1","3.54838709677419"
"2019","Fannin","3-Arlington","Placement Not Intended to be Permanent","13","12.0446650124069"
"2019","Fannin","3-Arlington","Placement Intended to be Permanent","4","4.70161290322581"
"2019","Fayette","7-Austin","Placement Intended to be Permanent","6","4.93548387096774"
"2019","Floyd","1-Lubbock","Placement Not Intended to be Permanent","1","159.193548387097"
"2019","Floyd","1-Lubbock","Placement Intended to be Permanent","2","5.19354838709677"
"2019","Fort Bend","6-Houston","Placement Not Intended to be Permanent","18","30.1810035842294"
"2019","Fort Bend","6-Houston","Placement Intended to be Permanent","21","12.1382488479263"
"2019","Franklin","4-Tyler","Placement Not Intended to be Permanent","1","12.6774193548387"
"2019","Franklin","4-Tyler","Placement Intended to be Permanent","1","12.6774193548387"
"2019","Freestone","7-Austin","Placement Not Intended to be Permanent","1","9.51612903225806"
"2019","Freestone","7-Austin","Placement Intended to be Permanent","3","19.4086021505376"
"2019","Frio","8-San Antonio","Placement Not Intended to be Permanent","17","25.3092979127135"
"2019","Frio","8-San Antonio","Placement Intended to be Permanent","6","12.5645161290323"
"2019","Gaines","9-Midland","Placement Not Intended to be Permanent","5","31.4322580645161"
"2019","Gaines","9-Midland","Placement Intended to be Permanent","5","7.98709677419355"
"2019","Galveston","6-Houston","Placement Not Intended to be Permanent","14","19.4815668202765"
"2019","Galveston","6-Houston","Placement Intended to be Permanent","18","8.81541218637993"
"2019","Gillespie","8-San Antonio","Placement Not Intended to be Permanent","3","57.6666666666667"
"2019","Gillespie","8-San Antonio","Placement Intended to be Permanent","1","11.3548387096774"
"2019","Gonzales","8-San Antonio","Placement Not Intended to be Permanent","4","13.5161290322581"
"2019","Gonzales","8-San Antonio","Placement Intended to be Permanent","3","6.38709677419355"
"2019","Gray","1-Lubbock","Placement Not Intended to be Permanent","5","55.5806451612903"
"2019","Gray","1-Lubbock","Placement Intended to be Permanent","11","7.00293255131965"
"2019","Grayson","3-Arlington","Placement Not Intended to be Permanent","21","12.147465437788"
"2019","Grayson","3-Arlington","Placement Intended to be Permanent","20","7.94193548387097"
"2019","Gregg","4-Tyler","Placement Not Intended to be Permanent","25","46.8761290322581"
"2019","Gregg","4-Tyler","Placement Intended to be Permanent","30","5.13655913978495"
"2019","Grimes","7-Austin","Placement Not Intended to be Permanent","1","0.032258064516129"
"2019","Grimes","7-Austin","Placement Intended to be Permanent","10","8.93548387096774"
"2019","Guadalupe","8-San Antonio","Placement Not Intended to be Permanent","9","20.6881720430108"
"2019","Guadalupe","8-San Antonio","Placement Intended to be Permanent","22","11.8240469208211"
"2019","Hale","1-Lubbock","Placement Not Intended to be Permanent","11","37.3841642228739"
"2019","Hale","1-Lubbock","Placement Intended to be Permanent","7","2.16129032258065"
"2019","Hall","1-Lubbock","Placement Not Intended to be Permanent","5","13.1354838709677"
"2019","Hamilton","7-Austin","Placement Intended to be Permanent","1","2.38709677419355"
"2019","Hardeman","2-Abilene","Placement Intended to be Permanent","2","3.40322580645161"
"2019","Hardin","5-Beaumont","Placement Not Intended to be Permanent","2","35.5161290322581"
"2019","Hardin","5-Beaumont","Placement Intended to be Permanent","18","6.61290322580645"
"2019","Harris","6-Houston","Placement Not Intended to be Permanent","427","31.2378937825791"
"2019","Harris","6-Houston","Placement Intended to be Permanent","511","13.1814279401553"
"2019","Harrison","4-Tyler","Placement Not Intended to be Permanent","6","31.8440860215054"
"2019","Harrison","4-Tyler","Placement Intended to be Permanent","10","9.52903225806452"
"2019","Hartley","1-Lubbock","Placement Intended to be Permanent","1","4.16129032258065"
"2019","Haskell","2-Abilene","Placement Not Intended to be Permanent","2","16.3387096774194"
"2019","Haskell","2-Abilene","Placement Intended to be Permanent","5","8.61935483870968"
"2019","Hays","7-Austin","Placement Not Intended to be Permanent","21","7.49308755760369"
"2019","Hays","7-Austin","Placement Intended to be Permanent","33","7.08797653958944"
"2019","Hemphill","1-Lubbock","Placement Intended to be Permanent","1","14.9677419354839"
"2019","Henderson","4-Tyler","Placement Not Intended to be Permanent","11","39.891495601173"
"2019","Henderson","4-Tyler","Placement Intended to be Permanent","40","7.7508064516129"
"2019","Hidalgo","11-Edinburg","Placement Not Intended to be Permanent","33","23.0205278592375"
"2019","Hidalgo","11-Edinburg","Placement Intended to be Permanent","14","16.5115207373272"
"2019","Hill","7-Austin","Placement Not Intended to be Permanent","7","28.2442396313364"
"2019","Hill","7-Austin","Placement Intended to be Permanent","18","6.5573476702509"
"2019","Hockley","1-Lubbock","Placement Not Intended to be Permanent","3","38.3010752688172"
"2019","Hockley","1-Lubbock","Placement Intended to be Permanent","10","7.6"
"2019","Hood","3-Arlington","Placement Not Intended to be Permanent","9","29.1648745519713"
"2019","Hood","3-Arlington","Placement Intended to be Permanent","1","23.1290322580645"
"2019","Hopkins","4-Tyler","Placement Not Intended to be Permanent","4","10.3790322580645"
"2019","Hopkins","4-Tyler","Placement Intended to be Permanent","6","14.9623655913978"
"2019","Houston","5-Beaumont","Placement Not Intended to be Permanent","1","34.1612903225806"
"2019","Houston","5-Beaumont","Placement Intended to be Permanent","10","6.94193548387097"
"2019","Howard","9-Midland","Placement Not Intended to be Permanent","6","20.2204301075269"
"2019","Howard","9-Midland","Placement Intended to be Permanent","14","9.90783410138249"
"2019","Hunt","3-Arlington","Placement Not Intended to be Permanent","22","9.23607038123167"
"2019","Hunt","3-Arlington","Placement Intended to be Permanent","17","8.00379506641366"
"2019","Hutchinson","1-Lubbock","Placement Not Intended to be Permanent","4","51.6209677419355"
"2019","Hutchinson","1-Lubbock","Placement Intended to be Permanent","2","20.8064516129032"
"2019","Irion","9-Midland","Placement Not Intended to be Permanent","1","23.6129032258065"
"2019","Jackson","8-San Antonio","Placement Not Intended to be Permanent","3","22.3655913978495"
"2019","Jackson","8-San Antonio","Placement Intended to be Permanent","8","25.2056451612903"
"2019","Jasper","5-Beaumont","Placement Not Intended to be Permanent","3","14.741935483871"
"2019","Jasper","5-Beaumont","Placement Intended to be Permanent","10","15.3870967741935"
"2019","Jefferson","5-Beaumont","Placement Not Intended to be Permanent","32","10.0987903225806"
"2019","Jefferson","5-Beaumont","Placement Intended to be Permanent","51","8.52751423149905"
"2019","Jim Hogg","11-Edinburg","Placement Intended to be Permanent","3","3.25806451612903"
"2019","Jim Wells","11-Edinburg","Placement Not Intended to be Permanent","18","26.2347670250896"
"2019","Jim Wells","11-Edinburg","Placement Intended to be Permanent","9","5.39784946236559"
"2019","Johnson","3-Arlington","Placement Not Intended to be Permanent","38","18.7334465195246"
"2019","Johnson","3-Arlington","Placement Intended to be Permanent","8","20.2983870967742"
"2019","Jones","2-Abilene","Placement Not Intended to be Permanent","10","11.441935483871"
"2019","Jones","2-Abilene","Placement Intended to be Permanent","5","4.38064516129032"
"2019","Karnes","8-San Antonio","Placement Not Intended to be Permanent","8","28.241935483871"
"2019","Karnes","8-San Antonio","Placement Intended to be Permanent","12","19.8602150537634"
"2019","Kaufman","3-Arlington","Placement Not Intended to be Permanent","7","25.1013824884793"
"2019","Kaufman","3-Arlington","Placement Intended to be Permanent","3","39.9247311827957"
"2019","Kendall","8-San Antonio","Placement Not Intended to be Permanent","1","1.2258064516129"
"2019","Kerr","8-San Antonio","Placement Not Intended to be Permanent","7","29.0276497695853"
"2019","Kerr","8-San Antonio","Placement Intended to be Permanent","6","2.91935483870968"
"2019","Kimble","9-Midland","Placement Not Intended to be Permanent","1","5.80645161290323"
"2019","Kinney","8-San Antonio","Placement Not Intended to be Permanent","1","2.35483870967742"
"2019","Kleberg","11-Edinburg","Placement Not Intended to be Permanent","12","20.2204301075269"
"2019","Kleberg","11-Edinburg","Placement Intended to be Permanent","1","6.74193548387097"
"2019","Lamar","4-Tyler","Placement Not Intended to be Permanent","14","20.8064516129032"
"2019","Lamar","4-Tyler","Placement Intended to be Permanent","15","21.2559139784946"
"2019","Lamb","1-Lubbock","Placement Intended to be Permanent","7","5.96774193548387"
"2019","Lampasas","7-Austin","Placement Intended to be Permanent","13","11.2630272952854"
"2019","La Salle","8-San Antonio","Placement Intended to be Permanent","3","15.1075268817204"
"2019","Lavaca","8-San Antonio","Placement Intended to be Permanent","5","7.94193548387097"
"2019","Lee","7-Austin","Placement Not Intended to be Permanent","1","24.9677419354839"
"2019","Leon","7-Austin","Placement Not Intended to be Permanent","2","46.5"
"2019","Leon","7-Austin","Placement Intended to be Permanent","6","8.88172043010753"
"2019","Liberty","6-Houston","Placement Not Intended to be Permanent","16","17.6270161290323"
"2019","Liberty","6-Houston","Placement Intended to be Permanent","11","5.94428152492669"
"2019","Limestone","7-Austin","Placement Not Intended to be Permanent","1","0.741935483870968"
"2019","Limestone","7-Austin","Placement Intended to be Permanent","5","9.6258064516129"
"2019","Llano","7-Austin","Placement Not Intended to be Permanent","3","26.3333333333333"
"2019","Llano","7-Austin","Placement Intended to be Permanent","4","6.20967741935484"
"2019","Lubbock","1-Lubbock","Placement Not Intended to be Permanent","71","27.7437528396184"
"2019","Lubbock","1-Lubbock","Placement Intended to be Permanent","89","9.79050380572671"
"2019","Lynn","1-Lubbock","Placement Not Intended to be Permanent","2","32.8225806451613"
"2019","Madison","7-Austin","Placement Not Intended to be Permanent","1","5.7741935483871"
"2019","Madison","7-Austin","Placement Intended to be Permanent","3","5.55913978494624"
"2019","Marion","4-Tyler","Placement Intended to be Permanent","1","7.67741935483871"
"2019","Mason","9-Midland","Placement Not Intended to be Permanent","3","8.90322580645161"
"2019","Matagorda","6-Houston","Placement Not Intended to be Permanent","6","11.7795698924731"
"2019","Matagorda","6-Houston","Placement Intended to be Permanent","3","16.0860215053763"
"2019","Maverick","8-San Antonio","Placement Not Intended to be Permanent","2","20.9838709677419"
"2019","Maverick","8-San Antonio","Placement Intended to be Permanent","1","2.35483870967742"
"2019","McCulloch","9-Midland","Placement Not Intended to be Permanent","5","6.9741935483871"
"2019","McCulloch","9-Midland","Placement Intended to be Permanent","1","21.741935483871"
"2019","McLennan","7-Austin","Placement Not Intended to be Permanent","43","35.1515378844711"
"2019","McLennan","7-Austin","Placement Intended to be Permanent","126","10.352534562212"
"2019","Medina","8-San Antonio","Placement Not Intended to be Permanent","11","21.2639296187683"
"2019","Medina","8-San Antonio","Placement Intended to be Permanent","16","3.69153225806452"
"2019","Midland","9-Midland","Placement Not Intended to be Permanent","11","25.6158357771261"
"2019","Midland","9-Midland","Placement Intended to be Permanent","15","3.80860215053763"
"2019","Milam","7-Austin","Placement Not Intended to be Permanent","7","11.8709677419355"
"2019","Milam","7-Austin","Placement Intended to be Permanent","10","5.22258064516129"
"2019","Mills","7-Austin","Placement Not Intended to be Permanent","1","12.0967741935484"
"2019","Mills","7-Austin","Placement Intended to be Permanent","1","1.70967741935484"
"2019","Mitchell","2-Abilene","Placement Not Intended to be Permanent","1","10.4516129032258"
"2019","Montague","2-Abilene","Placement Not Intended to be Permanent","4","9.43548387096774"
"2019","Montague","2-Abilene","Placement Intended to be Permanent","2","6.06451612903226"
"2019","Montgomery","6-Houston","Placement Not Intended to be Permanent","32","21.1139112903226"
"2019","Montgomery","6-Houston","Placement Intended to be Permanent","47","10.0878517501716"
"2019","Moore","1-Lubbock","Placement Not Intended to be Permanent","4","89.9193548387097"
"2019","Moore","1-Lubbock","Placement Intended to be Permanent","4","13.4838709677419"
"2019","Morris","4-Tyler","Placement Intended to be Permanent","1","8.35483870967742"
"2019","Nacogdoches","5-Beaumont","Placement Not Intended to be Permanent","14","37.3456221198157"
"2019","Nacogdoches","5-Beaumont","Placement Intended to be Permanent","19","7.54329371816638"
"2019","Navarro","3-Arlington","Placement Not Intended to be Permanent","3","37.8494623655914"
"2019","Navarro","3-Arlington","Placement Intended to be Permanent","3","4.43010752688172"
"2019","Newton","5-Beaumont","Placement Not Intended to be Permanent","1","69.3548387096774"
"2019","Newton","5-Beaumont","Placement Intended to be Permanent","4","7.61290322580645"
"2019","Nolan","2-Abilene","Placement Not Intended to be Permanent","5","52.8322580645161"
