"fiscal_year","region","gender","race_ethnicity","age_group","chidlren_waiting_on_adoption_31_august","average_months_since_termination_of_parental_rights"
"2021","6-Houston","Male","Hispanic","Birth to 5 Years Old","7","7.4147465437788"
"2021","6-Houston","Male","Hispanic","Birth to 5 Years Old","6","17.0215053763441"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","3","9.38709677419355"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","5","34.3290322580645"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","4","25.1209677419355"
"2021","6-Houston","Male","Hispanic","6-12 Years Old","6","27.8118279569892"
"2021","6-Houston","Male","Native American","Birth to 5 Years Old","1","18.2258064516129"
"2021","6-Houston","Male","Native American","6-12 Years Old","1","18.2258064516129"
"2021","6-Houston","Male","Other","Birth to 5 Years Old","4","4.9758064516129"
"2021","6-Houston","Male","Other","6-12 Years Old","2","20.2096774193548"
"2021","6-Houston","Male","Other","6-12 Years Old","1","20.8387096774194"
"2021","6-Houston","Male","Other","6-12 Years Old","1","6.96774193548387"
"2021","6-Houston","Male","Other","13-17 Years Old","1","55.1612903225806"
"2021","6-Houston","Male","Other","Birth to 5 Years Old","2","6.06451612903226"
"2021","6-Houston","Male","Other","Birth to 5 Years Old","1","31.2903225806452"
"2021","6-Houston","Male","Other","Birth to 5 Years Old","1","6.93548387096774"
"2021","6-Houston","Male","Other","Birth to 5 Years Old","1","24.3870967741935"
"2021","6-Houston","Male","Other","6-12 Years Old","2","15.1129032258065"
"2021","6-Houston","Male","Other","6-12 Years Old","2","6.5"
"2021","6-Houston","Male","Unknown","13-17 Years Old","1","32.8387096774194"
"2021","6-Houston","Male","Unknown","Birth to 5 Years Old","1","23.3870967741935"
"2021","7-Austin","Female","African American","Birth to 5 Years Old","3","2.6989247311828"
"2021","7-Austin","Female","African American","Birth to 5 Years Old","23","5.29312762973352"
"2021","7-Austin","Female","African American","6-12 Years Old","5","20.4774193548387"
"2021","7-Austin","Female","African American","6-12 Years Old","7","26.3824884792627"
"2021","7-Austin","Female","African American","6-12 Years Old","8","12.2903225806452"
"2021","7-Austin","Female","African American","13-17 Years Old","5","21.7741935483871"
"2021","7-Austin","Female","African American","13-17 Years Old","8","20.741935483871"
"2021","7-Austin","Female","African American","13-17 Years Old","8","30.9153225806452"
"2021","7-Austin","Female","African American","13-17 Years Old","6","34.4086021505376"
"2021","7-Austin","Female","African American","13-17 Years Old","1","13.5806451612903"
"2021","7-Austin","Female","African American","Birth to 5 Years Old","12","8.30645161290323"
"2021","7-Austin","Female","African American","Birth to 5 Years Old","10","10.7935483870968"
"2021","7-Austin","Female","African American","Birth to 5 Years Old","5","4.07096774193548"
"2021","7-Austin","Female","African American","Birth to 5 Years Old","1","9.90322580645161"
"2021","7-Austin","Female","African American","6-12 Years Old","8","11.9274193548387"
"2021","7-Austin","Female","African American","6-12 Years Old","6","10.2903225806452"
"2021","7-Austin","Female","African American","6-12 Years Old","4","11.0887096774194"
"2021","7-Austin","Female","African American","6-12 Years Old","5","8.50322580645161"
"2021","7-Austin","Female","Anglo","Birth to 5 Years Old","8","2.08064516129032"
"2021","7-Austin","Female","Anglo","Birth to 5 Years Old","21","4.00460829493088"
"2021","7-Austin","Female","Anglo","6-12 Years Old","4","4.45967741935484"
"2021","7-Austin","Female","Anglo","6-12 Years Old","6","11.6666666666667"
"2021","7-Austin","Female","Anglo","6-12 Years Old","8","17.0403225806452"
"2021","7-Austin","Female","Anglo","13-17 Years Old","7","20.4009216589862"
"2021","7-Austin","Female","Anglo","13-17 Years Old","2","4.2741935483871"
"2021","7-Austin","Female","Anglo","13-17 Years Old","7","34.7096774193548"
"2021","7-Austin","Female","Anglo","13-17 Years Old","7","20.4147465437788"
"2021","7-Austin","Female","Anglo","13-17 Years Old","6","39.5913978494624"
"2021","7-Austin","Female","Anglo","Birth to 5 Years Old","15","7.58924731182796"
"2021","7-Austin","Female","Anglo","Birth to 5 Years Old","13","7.06203473945409"
"2021","7-Austin","Female","Anglo","Birth to 5 Years Old","10","4.17741935483871"
"2021","7-Austin","Female","Anglo","Birth to 5 Years Old","4","15.0403225806452"
"2021","7-Austin","Female","Anglo","6-12 Years Old","7","7.94930875576037"
"2021","7-Austin","Female","Anglo","6-12 Years Old","5","8.10322580645161"
"2021","7-Austin","Female","Anglo","6-12 Years Old","5","12.2193548387097"
"2021","7-Austin","Female","Anglo","6-12 Years Old","1","2.29032258064516"
"2021","7-Austin","Female","Asian","6-12 Years Old","1","5.90322580645161"
"2021","7-Austin","Female","Asian","6-12 Years Old","1","3.87096774193548"
"2021","7-Austin","Female","Asian","13-17 Years Old","1","14.7096774193548"
"2021","7-Austin","Female","Asian","6-12 Years Old","1","21.8064516129032"
"2021","7-Austin","Female","Hispanic","Birth to 5 Years Old","3","2.0752688172043"
"2021","7-Austin","Female","Hispanic","Birth to 5 Years Old","17","4.74003795066414"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","4","12.8225806451613"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","3","5.13978494623656"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","7","10.2995391705069"
"2021","7-Austin","Female","Hispanic","13-17 Years Old","7","21.5990783410138"
"2021","7-Austin","Female","Hispanic","13-17 Years Old","8","19.125"
"2021","7-Austin","Female","Hispanic","13-17 Years Old","5","12.4451612903226"
"2021","7-Austin","Female","Hispanic","13-17 Years Old","9","24.9605734767025"
"2021","7-Austin","Female","Hispanic","13-17 Years Old","7","20.036866359447"
"2021","7-Austin","Female","Hispanic","Birth to 5 Years Old","16","6.42741935483871"
"2021","7-Austin","Female","Hispanic","Birth to 5 Years Old","20","8.54354838709677"
"2021","7-Austin","Female","Hispanic","Birth to 5 Years Old","9","13.2688172043011"
"2021","7-Austin","Female","Hispanic","Birth to 5 Years Old","6","6.10215053763441"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","12","8.11021505376344"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","6","5.53225806451613"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","9","15.6666666666667"
"2021","7-Austin","Female","Hispanic","6-12 Years Old","5","13.1741935483871"
"2021","7-Austin","Female","Other","Birth to 5 Years Old","2","4.93548387096774"
"2021","7-Austin","Female","Other","Birth to 5 Years Old","4","4.57258064516129"
"2021","7-Austin","Female","Other","6-12 Years Old","2","12.5645161290323"
"2021","7-Austin","Female","Other","6-12 Years Old","1","2.96774193548387"
"2021","7-Austin","Female","Other","13-17 Years Old","1","38.8064516129032"
"2021","7-Austin","Female","Other","13-17 Years Old","1","10.3548387096774"
"2021","7-Austin","Female","Other","13-17 Years Old","3","28.5268817204301"
"2021","7-Austin","Female","Other","Birth to 5 Years Old","5","10.6774193548387"
"2021","7-Austin","Female","Other","Birth to 5 Years Old","3","5.82795698924731"
"2021","7-Austin","Female","Other","Birth to 5 Years Old","2","23.0806451612903"
"2021","7-Austin","Female","Other","Birth to 5 Years Old","3","4.49462365591398"
"2021","7-Austin","Female","Other","6-12 Years Old","2","7.08064516129032"
"2021","7-Austin","Female","Other","6-12 Years Old","5","17.9806451612903"
"2021","7-Austin","Female","Other","6-12 Years Old","1","8.90322580645161"
"2021","7-Austin","Female","Unknown","Birth to 5 Years Old","3","2.10752688172043"
"2021","7-Austin","Female","Unknown","13-17 Years Old","1","31.7741935483871"
"2021","7-Austin","Female","Unknown","6-12 Years Old","1","9.41935483870968"
"2021","7-Austin","Male","African American","Birth to 5 Years Old","1","0"
"2021","7-Austin","Male","African American","Birth to 5 Years Old","25","5.09935483870968"
"2021","7-Austin","Male","African American","6-12 Years Old","3","7.93548387096774"
"2021","7-Austin","Male","African American","6-12 Years Old","8","20.9879032258065"
"2021","7-Austin","Male","African American","6-12 Years Old","8","35.8346774193548"
"2021","7-Austin","Male","African American","13-17 Years Old","8","26.4233870967742"
"2021","7-Austin","Male","African American","13-17 Years Old","5","19.5161290322581"
"2021","7-Austin","Male","African American","13-17 Years Old","6","32.7258064516129"
"2021","7-Austin","Male","African American","13-17 Years Old","8","33.7016129032258"
"2021","7-Austin","Male","African American","13-17 Years Old","3","27.3118279569892"
"2021","7-Austin","Male","African American","Birth to 5 Years Old","14","8.37327188940092"
"2021","7-Austin","Male","African American","Birth to 5 Years Old","8","10.2822580645161"
"2021","7-Austin","Male","African American","Birth to 5 Years Old","14","11.963133640553"
"2021","7-Austin","Male","African American","Birth to 5 Years Old","9","14.258064516129"
"2021","7-Austin","Male","African American","6-12 Years Old","5","15.0193548387097"
"2021","7-Austin","Male","African American","6-12 Years Old","5","21.5483870967742"
"2021","7-Austin","Male","African American","6-12 Years Old","9","16.0824372759857"
"2021","7-Austin","Male","African American","6-12 Years Old","3","15.1397849462366"
"2021","7-Austin","Male","Anglo","Birth to 5 Years Old","5","1.58709677419355"
"2021","7-Austin","Male","Anglo","Birth to 5 Years Old","24","4.36827956989247"
"2021","7-Austin","Male","Anglo","6-12 Years Old","5","8.20645161290323"
"2021","7-Austin","Male","Anglo","6-12 Years Old","8","31.633064516129"
"2021","7-Austin","Male","Anglo","6-12 Years Old","5","29.0451612903226"
"2021","7-Austin","Male","Anglo","13-17 Years Old","6","44.752688172043"
"2021","7-Austin","Male","Anglo","13-17 Years Old","8","15.8709677419355"
"2021","7-Austin","Male","Anglo","13-17 Years Old","9","28.7060931899642"
"2021","7-Austin","Male","Anglo","13-17 Years Old","8","25.5685483870968"
"2021","7-Austin","Male","Anglo","13-17 Years Old","6","59.752688172043"
"2021","7-Austin","Male","Anglo","Birth to 5 Years Old","13","8.78660049627792"
"2021","7-Austin","Male","Anglo","Birth to 5 Years Old","14","4.73502304147465"
"2021","7-Austin","Male","Anglo","Birth to 5 Years Old","6","9.94623655913978"
"2021","7-Austin","Male","Anglo","Birth to 5 Years Old","9","7.7741935483871"
"2021","7-Austin","Male","Anglo","6-12 Years Old","5","6.63870967741935"
"2021","7-Austin","Male","Anglo","6-12 Years Old","6","9.83870967741935"
"2021","7-Austin","Male","Anglo","6-12 Years Old","7","12.6958525345622"
"2021","7-Austin","Male","Anglo","6-12 Years Old","10","6.51612903225806"
"2021","7-Austin","Male","Asian","Birth to 5 Years Old","1","3.87096774193548"
"2021","7-Austin","Male","Asian","Birth to 5 Years Old","2","16.6451612903226"
"2021","7-Austin","Male","Hispanic","Birth to 5 Years Old","1","4.09677419354839"
"2021","7-Austin","Male","Hispanic","Birth to 5 Years Old","30","5.7741935483871"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","7","20.8801843317972"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","10","21.7161290322581"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","10","27.8032258064516"
"2021","7-Austin","Male","Hispanic","13-17 Years Old","8","7.24596774193548"
"2021","7-Austin","Male","Hispanic","13-17 Years Old","4","37.8548387096774"
"2021","7-Austin","Male","Hispanic","13-17 Years Old","7","20.9723502304147"
"2021","7-Austin","Male","Hispanic","13-17 Years Old","8","28.5967741935484"
"2021","7-Austin","Male","Hispanic","13-17 Years Old","5","35.058064516129"
"2021","7-Austin","Male","Hispanic","Birth to 5 Years Old","16","7.31048387096774"
"2021","7-Austin","Male","Hispanic","Birth to 5 Years Old","10","11.7290322580645"
"2021","7-Austin","Male","Hispanic","Birth to 5 Years Old","12","10.8145161290323"
"2021","7-Austin","Male","Hispanic","Birth to 5 Years Old","11","10.8973607038123"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","7","12.4792626728111"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","15","14.7935483870968"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","7","7.51612903225806"
"2021","7-Austin","Male","Hispanic","6-12 Years Old","4","8.83870967741935"
"2021","7-Austin","Male","Native American","13-17 Years Old","1","35.5483870967742"
"2021","7-Austin","Male","Other","Birth to 5 Years Old","2","2.14516129032258"
"2021","7-Austin","Male","Other","Birth to 5 Years Old","10","2.5258064516129"
"2021","7-Austin","Male","Other","6-12 Years Old","3","34.8494623655914"
"2021","7-Austin","Male","Other","6-12 Years Old","1","21.3548387096774"
"2021","7-Austin","Male","Other","13-17 Years Old","4","38.2983870967742"
"2021","7-Austin","Male","Other","13-17 Years Old","1","34.0322580645161"
"2021","7-Austin","Male","Other","13-17 Years Old","1","1.16129032258065"
"2021","7-Austin","Male","Other","13-17 Years Old","1","2.70967741935484"
"2021","7-Austin","Male","Other","Birth to 5 Years Old","4","3.12903225806452"
"2021","7-Austin","Male","Other","Birth to 5 Years Old","5","11.9741935483871"
"2021","7-Austin","Male","Other","Birth to 5 Years Old","3","10.752688172043"
"2021","7-Austin","Male","Other","Birth to 5 Years Old","2","19.0161290322581"
"2021","7-Austin","Male","Other","6-12 Years Old","2","14.5483870967742"
"2021","7-Austin","Male","Other","6-12 Years Old","2","9.82258064516129"
"2021","7-Austin","Male","Other","6-12 Years Old","2","15.7096774193548"
"2021","7-Austin","Male","Unknown","Birth to 5 Years Old","1","0"
"2021","7-Austin","Male","Unknown","Birth to 5 Years Old","1","11.4838709677419"
"2021","7-Austin","Male","Unknown","6-12 Years Old","1","22.9354838709677"
"2021","8-San Antonio","Female","African American","Birth to 5 Years Old","1","0"
"2021","8-San Antonio","Female","African American","Birth to 5 Years Old","4","5.21774193548387"
"2021","8-San Antonio","Female","African American","6-12 Years Old","4","18.8064516129032"
"2021","8-San Antonio","Female","African American","6-12 Years Old","2","30.4032258064516"
"2021","8-San Antonio","Female","African American","6-12 Years Old","3","26.9354838709677"
"2021","8-San Antonio","Female","African American","13-17 Years Old","3","50.7634408602151"
"2021","8-San Antonio","Female","African American","13-17 Years Old","5","39.2645161290323"
"2021","8-San Antonio","Female","African American","13-17 Years Old","1","34.8709677419355"
"2021","8-San Antonio","Female","African American","13-17 Years Old","2","9.17741935483871"
"2021","8-San Antonio","Female","African American","Birth to 5 Years Old","5","12.541935483871"
"2021","8-San Antonio","Female","African American","Birth to 5 Years Old","3","12.5591397849462"
"2021","8-San Antonio","Female","African American","Birth to 5 Years Old","3","2.06451612903226"
"2021","8-San Antonio","Female","African American","Birth to 5 Years Old","4","13.6532258064516"
"2021","8-San Antonio","Female","African American","6-12 Years Old","1","6.2258064516129"
"2021","8-San Antonio","Female","African American","6-12 Years Old","3","14.5806451612903"
"2021","8-San Antonio","Female","African American","6-12 Years Old","4","13.491935483871"
"2021","8-San Antonio","Female","Anglo","Birth to 5 Years Old","1","1.03225806451613"
"2021","8-San Antonio","Female","Anglo","Birth to 5 Years Old","6","2.81720430107527"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","4","10.8951612903226"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","2","7.33870967741935"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","5","12.1677419354839"
"2021","8-San Antonio","Female","Anglo","13-17 Years Old","2","9.74193548387097"
"2021","8-San Antonio","Female","Anglo","13-17 Years Old","6","21.7795698924731"
"2021","8-San Antonio","Female","Anglo","13-17 Years Old","6","23.4731182795699"
"2021","8-San Antonio","Female","Anglo","13-17 Years Old","5","40.3096774193548"
"2021","8-San Antonio","Female","Anglo","13-17 Years Old","2","33.8548387096774"
"2021","8-San Antonio","Female","Anglo","Birth to 5 Years Old","9","11.7956989247312"
"2021","8-San Antonio","Female","Anglo","Birth to 5 Years Old","3","11.0967741935484"
"2021","8-San Antonio","Female","Anglo","Birth to 5 Years Old","5","6.54193548387097"
"2021","8-San Antonio","Female","Anglo","Birth to 5 Years Old","3","12.8279569892473"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","3","14.1505376344086"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","3","3.58064516129032"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","4","12.0483870967742"
"2021","8-San Antonio","Female","Anglo","6-12 Years Old","3","6.58064516129032"
"2021","8-San Antonio","Female","Asian","6-12 Years Old","1","0.451612903225806"
"2021","8-San Antonio","Female","Hispanic","Birth to 5 Years Old","1","4.96774193548387"
"2021","8-San Antonio","Female","Hispanic","Birth to 5 Years Old","50","4.68645161290323"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","14","13.9562211981567"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","25","19.0593548387097"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","21","18.863287250384"
"2021","8-San Antonio","Female","Hispanic","13-17 Years Old","22","21.9457478005865"
"2021","8-San Antonio","Female","Hispanic","13-17 Years Old","17","19.7969639468691"
"2021","8-San Antonio","Female","Hispanic","13-17 Years Old","22","40.8870967741935"
"2021","8-San Antonio","Female","Hispanic","13-17 Years Old","29","26.4104560622914"
"2021","8-San Antonio","Female","Hispanic","13-17 Years Old","16","39.5745967741935"
"2021","8-San Antonio","Female","Hispanic","Birth to 5 Years Old","39","8.32837055417701"
"2021","8-San Antonio","Female","Hispanic","Birth to 5 Years Old","27","8.97132616487455"
"2021","8-San Antonio","Female","Hispanic","Birth to 5 Years Old","21","6.21812596006144"
"2021","8-San Antonio","Female","Hispanic","Birth to 5 Years Old","16","11.6431451612903"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","22","9.99120234604105"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","21","11.5299539170507"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","22","15.4574780058651"
"2021","8-San Antonio","Female","Hispanic","6-12 Years Old","20","17.408064516129"
"2021","8-San Antonio","Female","Other","Birth to 5 Years Old","3","3.66666666666667"
"2021","8-San Antonio","Female","Other","13-17 Years Old","2","60.4032258064516"
"2021","8-San Antonio","Female","Other","13-17 Years Old","2","60.8225806451613"
"2021","8-San Antonio","Female","Other","Birth to 5 Years Old","1","19.258064516129"
"2021","8-San Antonio","Female","Other","Birth to 5 Years Old","1","1.51612903225806"
"2021","8-San Antonio","Female","Other","6-12 Years Old","1","36.0322580645161"
"2021","8-San Antonio","Female","Other","6-12 Years Old","1","1.93548387096774"
"2021","8-San Antonio","Female","Unknown","Birth to 5 Years Old","1","1.29032258064516"
"2021","8-San Antonio","Female","Unknown","13-17 Years Old","1","47.6451612903226"
"2021","8-San Antonio","Male","African American","Birth to 5 Years Old","1","1.32258064516129"
"2021","8-San Antonio","Male","African American","Birth to 5 Years Old","6","3.87096774193548"
"2021","8-San Antonio","Male","African American","6-12 Years Old","2","19.7741935483871"
"2021","8-San Antonio","Male","African American","6-12 Years Old","2","17.5806451612903"
"2021","8-San Antonio","Male","African American","6-12 Years Old","6","25.7258064516129"
"2021","8-San Antonio","Male","African American","13-17 Years Old","3","47.8924731182796"
"2021","8-San Antonio","Male","African American","13-17 Years Old","3","76.8924731182796"
"2021","8-San Antonio","Male","African American","13-17 Years Old","3","31.7849462365591"
"2021","8-San Antonio","Male","African American","13-17 Years Old","1","36.7741935483871"
"2021","8-San Antonio","Male","African American","Birth to 5 Years Old","4","3.16129032258065"
"2021","8-San Antonio","Male","African American","Birth to 5 Years Old","5","16.3161290322581"
"2021","8-San Antonio","Male","African American","Birth to 5 Years Old","4","4.46774193548387"
"2021","8-San Antonio","Male","African American","Birth to 5 Years Old","5","14.3354838709677"
"2021","8-San Antonio","Male","African American","6-12 Years Old","1","8.93548387096774"
"2021","8-San Antonio","Male","African American","6-12 Years Old","1","19.2258064516129"
"2021","8-San Antonio","Male","African American","6-12 Years Old","1","25.6774193548387"
"2021","8-San Antonio","Male","African American","6-12 Years Old","6","27.1129032258065"
"2021","8-San Antonio","Male","Anglo","Birth to 5 Years Old","1","1.12903225806452"
"2021","8-San Antonio","Male","Anglo","Birth to 5 Years Old","10","4.12903225806452"
"2021","8-San Antonio","Male","Anglo","6-12 Years Old","4","18.3629032258065"
"2021","8-San Antonio","Male","Anglo","6-12 Years Old","5","29.4064516129032"
"2021","8-San Antonio","Male","Anglo","6-12 Years Old","7","20.5115207373272"
"2021","8-San Antonio","Male","Anglo","13-17 Years Old","6","29.9354838709677"
"2021","8-San Antonio","Male","Anglo","13-17 Years Old","9","36.2114695340502"
"2021","8-San Antonio","Male","Anglo","13-17 Years Old","3","25.2150537634409"
"2021","8-San Antonio","Male","Anglo","13-17 Years Old","7","48.6082949308756"
"2021","8-San Antonio","Male","Anglo","Birth to 5 Years Old","5","10.0064516129032"
"2021","8-San Antonio","Male","Anglo","Birth to 5 Years Old","5","9.38709677419355"
"2021","8-San Antonio","Male","Anglo","Birth to 5 Years Old","7","12.6866359447005"
"2021","8-San Antonio","Male","Anglo","Birth to 5 Years Old","5","12.058064516129"
"2021","8-San Antonio","Male","Anglo","6-12 Years Old","2","3.11290322580645"
"2021","8-San Antonio","Male","Anglo","6-12 Years Old","3","11.7849462365591"
"2021","8-San Antonio","Male","Anglo","6-12 Years Old","2","18.0161290322581"
"2021","8-San Antonio","Male","Asian","13-17 Years Old","1","0.451612903225806"
"2021","8-San Antonio","Male","Asian","6-12 Years Old","1","0.451612903225806"
"2021","8-San Antonio","Male","Hispanic","Birth to 5 Years Old","8","2.08870967741935"
"2021","8-San Antonio","Male","Hispanic","Birth to 5 Years Old","52","4.00248138957816"
"2021","8-San Antonio","Male","Hispanic","6-12 Years Old","22","16.6950146627566"
"2021","8-San Antonio","Male","Hispanic","6-12 Years Old","22","23.5762463343109"
"2021","8-San Antonio","Male","Hispanic","6-12 Years Old","23","29.4866760168303"
"2021","8-San Antonio","Male","Hispanic","13-17 Years Old","28","24.5806451612903"
"2021","8-San Antonio","Male","Hispanic","13-17 Years Old","24","40.9193548387097"
"2021","8-San Antonio","Male","Hispanic","13-17 Years Old","25","39.9393548387097"
"2021","8-San Antonio","Male","Hispanic","13-17 Years Old","18","52.9139784946237"
"2021","8-San Antonio","Male","Hispanic","13-17 Years Old","10","44.4935483870968"
"2021","8-San Antonio","Male","Hispanic","Birth to 5 Years Old","37","6.62162162162162"
"2021","8-San Antonio","Male","Hispanic","Birth to 5 Years Old","15","11.5720430107527"
"2021","8-San Antonio","Male","Hispanic","Birth to 5 Years Old","27","11.768219832736"
"2021","8-San Antonio","Male","Hispanic","Birth to 5 Years Old","27","8.04062126642772"
"2021","8-San Antonio","Male","Hispanic","6-12 Years Old","17","4.9753320683112"
