"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2019-10-03T23:50:00.000","2019-124588","82","120","ROBBERY","HANDGUN","4319 PINE CONE DR","LITTLE ROCK","AR","72209","34.668977","-92.332344","(34.668977, -92.332344)","EX"
"2022-03-11T23:34:00.000","2022-028434","83","13A","AGGRAVATED ASSAULT","HANDGUN","6512 MABELVALE CTF","LITTLE ROCK","AR","72209","34.656056","-92.353161","(34.656056, -92.353161)","OP"
"2019-04-27T03:00:00.000","2019-050375","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","4001 BRUNO RD","LITTLE ROCK","AR","72209","34.666596","-92.323373","(34.666596, -92.323373)","EX"
"2017-10-06T21:00:00.000","2017-125606","90","23F","THEFT FROM MOTOR VEHICLE",,"7014 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.686929","-92.3524","(34.686929, -92.3524)","AD"
"2020-08-28T07:44:00.000","2020-099125","81","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","7900  SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.677933","-92.320796","(34.677933, -92.320796)","EX"
"2021-04-17T16:08:00.000","2021-040671","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AD"
"2022-02-09T14:36:00.000","2022-015787","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"7821 DOYLE SPRINGS RD","LITTLE ROCK","AR","72209","34.677727","-92.327144","(34.677727, -92.327144)","AD"
"2019-05-02T12:00:00.000","2019-081833","81","23F","THEFT FROM MOTOR VEHICLE",,"7801 JAMISON RD","LITTLE ROCK","AR","72209","34.676552","-92.312827","(34.676552, -92.312827)","EX"
"2022-04-05T14:51:00.000","2022-038564","83","240","MOTOR VEHICLE THEFT",,"9900  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.667065","-92.35237","(34.667065, -92.35237)","VD"
"2022-03-19T19:44:00.000","2022-031643","82","23C","SHOPLIFTING",,"8824 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670642","-92.345843","(34.670642, -92.345843)","AR"
"2021-05-23T02:54:00.000","2021-057040","91","13A","AGGRAVATED ASSAULT","FIREARM","0  RENEE / SOPHIA","LITTLE ROCK","AR","72209","34.678547","-92.370747","(34.678547, -92.370747)","AD"
"2019-07-27T00:00:00.000","2019-093566","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"3720 BASELINE RD","LITTLE ROCK","AR","72209","34.668244","-92.319873","(34.668244, -92.319873)","AD"
"2020-06-05T14:00:00.000","2020-061780","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"8701  INTERSTATE 30","LITTLE ROCK","AR","72209","34.677121","-92.348715","(34.677121, -92.348715)","AD"
"2018-09-09T11:00:00.000","2018-118762","91","23F","THEFT FROM MOTOR VEHICLE",,"9300 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72103","34.651777","-92.382643","(34.651777, -92.382643)","AD"
"2018-12-27T16:00:00.000","2018-164029","80","23H","ALL OTHER LARCENY",,"4708 BALLINGER RD","LITTLE ROCK","AR","72209","34.699021","-92.326854","(34.699021, -92.326854)","OP"
"2021-12-19T04:26:00.000","2021-154525","92","220","BURGLARY/B&E",,"12024 VIMY RIDGE RD","LITTLE ROCK","AR","72002","34.641506","-92.416886","(34.641506, -92.416886)","VD"
"2017-07-17T19:30:00.000","2017-087037","41","23F","THEFT FROM MOTOR VEHICLE",,"2700 MAIN ST","LITTLE ROCK","AR","72206","34.653196","-92.38649","(34.653196, -92.38649)","AD"
"2017-02-07T10:16:00.000","2017-014592","81","23H","ALL OTHER LARCENY",,"5310 BASELINE RD","LITTLE ROCK","AR","72209","34.668822","-92.336718","(34.668822, -92.336718)","AD"
"2017-10-22T02:20:00.000","2017-132845","81","220","BURGLARY/B&E",,"7001 LANCASTER RD","LITTLE ROCK","AR","72209","34.686234","-92.334305","(34.686234, -92.334305)","AD"
"2017-03-18T17:52:00.000","2017-030107","81","23D","THEFT FROM BUILDING",,"1 ALTHEA CIR","LITTLE ROCK","AR","72209","34.673565","-92.35537","(34.673565, -92.35537)","AD"
"2020-05-15T00:05:00.000","2020-052064","82","13A","AGGRAVATED ASSAULT","HANDGUN","9101 AUXOR RD","LITTLE ROCK","AR","72209","34.66601","-92.315052","(34.66601, -92.315052)","AR"
"2017-01-19T20:00:00.000","2017-007439","90","23F","THEFT FROM MOTOR VEHICLE",,"12 BRITTS LN","LITTLE ROCK","AR","72204","34.695971","-92.384682","(34.695971, -92.384682)","AD"
"2019-07-04T12:59:00.000","2019-082920","82","23C","SHOPLIFTING",,"5609 BASELINE RD","LITTLE ROCK","AR","72209","34.668491","-92.340846","(34.668491, -92.340846)","OP"
"2019-05-25T17:00:00.000","2019-064940","81","23H","ALL OTHER LARCENY",,"6519 MURRAY ST","LITTLE ROCK","AR","72209","34.688702","-92.311787","(34.688702, -92.311787)","VD"
"2020-12-07T15:47:00.000","2020-143028","80","220","BURGLARY/B&E",,"4607  HOFFMAN RD","LITTLE ROCK","AR","72209","34.69706","-92.327473","(34.69706, -92.327473)","AD"
"2019-10-20T17:57:00.000","2019-131622","82","240","MOTOR VEHICLE THEFT",,"5604 WALPOLE DR","LITTLE ROCK","AR","72209","34.672298","-92.339793","(34.672298, -92.339793)","VD"
"2020-04-28T16:37:00.000","2020-045746","82","13A","AGGRAVATED ASSAULT","FIREARM","6217 SENATE DR","LITTLE ROCK","AR","72209","34.666813","-92.347761","(34.666813, -92.347761)","AR"
"2021-06-02T22:14:00.000","2021-062304","82","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","8701  INTERSTATE 30","LITTLE ROCK","AR","72209","34.677147","-92.347756","(34.677147, -92.347756)","AD"
"2017-03-23T00:25:00.000","2017-031893","93","13A","AGGRAVATED ASSAULT","FIREARM","1 NANDINA CIR","LITTLE ROCK","AR","72210","34.652894","-92.431536","(34.652894, -92.431536)","AC"
"2021-07-04T21:00:00.000","2021-078346","83","13A","AGGRAVATED ASSAULT","FIREARM","9101  AUXOR RD","LITTLE ROCK","AR","72206","34.666645","-92.31464","(34.666645, -92.31464)","AC"
"2019-12-07T23:00:00.000","2019-152069","82","23D","THEFT FROM BUILDING",,"6810 REDWOOD DR","LITTLE ROCK","AR","72209","34.663887","-92.3542","(34.663887, -92.3542)","AD"
"2021-01-18T18:18:00.000","2021-004680","91","220","BURGLARY/B&E",,"10312 BASELINE RD","LITTLE ROCK","AR","72209","34.670934","-92.392972","(34.670934, -92.392972)","AR"
"2021-11-05T14:00:00.000","2021-136276","91","23C","SHOPLIFTING",,"10422 CHICOT RD","LITTLE ROCK","AR","72209","34.655629","-92.363808","(34.655629, -92.363808)","AD"
"2018-10-31T07:15:00.000","2018-138885","81","220","BURGLARY/B&E",,"7001 LANCASTER RD","LITTLE ROCK","AR","72209","34.686234","-92.334305","(34.686234, -92.334305)","AD"
"2022-05-20T13:13:00.000","2022-058354","62","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","23 ROSEMUNN DR","LITTLE ROCK","AR","72204","34.702069","-92.344259","(34.702069, -92.344259)","AD"
"2021-05-06T11:56:00.000","2021-049056","83","13A","AGGRAVATED ASSAULT","HANDGUN","9101 AUXOR RD","LITTLE ROCK","AR","72209","34.666645","-92.31464","(34.666645, -92.31464)","AD"
"2022-04-15T11:59:00.000","2022-042986","91","13A","AGGRAVATED ASSAULT","OTHER","11500 CHICOT RD","LITTLE ROCK","AR","72103","34.647084","-92.367675","(34.647084, -92.367675)","AD"
"2017-03-28T18:00:00.000","2017-034720","82","23F","THEFT FROM MOTOR VEHICLE",,"43 WARREN DR","LITTLE ROCK","AR","72209","34.661484","-92.353874","(34.661484, -92.353874)","OP"
"2022-01-02T05:27:00.000","2022-000680","90","220","BURGLARY/B&E",,"7901 STAGECOACH RD","LITTLE ROCK","AR","72204","34.677606","-92.40591","(34.677606, -92.40591)","IN"
"2022-01-06T17:22:00.000","2022-002411","92","23H","ALL OTHER LARCENY",,"12301 STAGECOACH RD","LITTLE ROCK","AR","72210","34.646122","-92.443204","(34.646122, -92.443204)","EX"
"2019-04-11T18:00:00.000","2019-043875","93","220","BURGLARY/B&E",,"7 FALCON CT","LITTLE ROCK","AR","72210","34.681135","-92.430202","(34.681135, -92.430202)","OP"
"2022-01-19T19:12:00.000","2022-007354","82","220","BURGLARY/B&E",,"7201 INTERSTATE 30","LITTLE ROCK","AR","72209","34.467875","-92.231549","(34.467875, -92.231549)","AD"
"2020-10-16T13:34:00.000","2020-121086","93","23D","THEFT FROM BUILDING",,"4  NANDINA","LITTLE ROCK","AR","72210","34.652869","-92.43048","(34.652869, -92.43048)","AD"
"2019-07-11T20:00:00.000","2019-086701","91","220","BURGLARY/B&E",,"8525 DISTRIBUTION DR","LITTLE ROCK","AR","72209","34.670534","-92.370771","(34.670534, -92.370771)","OP"
"2021-12-03T10:26:00.000","2021-147774","83","23F","THEFT FROM MOTOR VEHICLE",,"42 WARREN DR","LITTLE ROCK","AR","72209","34.66168","-92.353973","(34.66168, -92.353973)","AD"
"2022-05-03T19:39:00.000","2022-050774","81","13A","AGGRAVATED ASSAULT","HANDGUN","11 PORTSMOUTH DR","LITTLE ROCK","AR","72209","34.682853","-92.331634","(34.682853, -92.331634)","AD"
"2018-11-01T10:00:00.000","2018-139466","91","23H","ALL OTHER LARCENY",,"8920 TEDBURN CIR","LITTLE ROCK","AR","72209","34.668865","-92.375554","(34.668865, -92.375554)","AR"
"2022-04-14T16:33:00.000","2022-042638","80","23H","ALL OTHER LARCENY",,"29 LAMONT DR","LITTLE ROCK","AR","72209","34.688184","-92.304128","(34.688184, -92.304128)","EX"
"2020-09-29T12:31:00.000","2020-113515","91","23H","ALL OTHER LARCENY",,"11  MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","OP"
"2017-02-26T03:08:00.000","2017-022103","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","6710 FAIRFIELD DR","LITTLE ROCK","AR","72209","34.665347","-92.352838","(34.665347, -92.352838)","EX"
"2021-07-29T18:09:00.000","2021-090262","80","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","5201  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.702298","-92.341879","(34.702298, -92.341879)","AD"
"2021-12-13T16:09:00.000","2021-152091","82","23H","ALL OTHER LARCENY",,"6712 BASELINE RD","LITTLE ROCK","AR","72209","34.669872","-92.352835","(34.669872, -92.352835)","AD"
"2017-05-25T11:40:00.000","2017-061579","93","23F","THEFT FROM MOTOR VEHICLE",,"2 AUGUSTA CT","LITTLE ROCK","AR","72210","34.677174","-92.422053","(34.677174, -92.422053)","AD"
"2020-03-04T05:00:00.000","2020-025467","81","23F","THEFT FROM MOTOR VEHICLE",,"8011 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.676919","-92.343354","(34.676919, -92.343354)","AD"
"2019-11-16T21:55:00.000","2019-143171","81","23C","SHOPLIFTING",,"8824 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670636","-92.345837","(34.670636, -92.345837)","AR"
"2019-10-15T15:35:00.000","2019-129444","81","23C","SHOPLIFTING",,"8717 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.67055","-92.342768","(34.67055, -92.342768)","AD"
"2019-12-31T14:20:00.000","2020-000702","93","23C","SHOPLIFTING",,"6 BASS PRO DR","LITTLE ROCK","AR","72210","34.656982","-92.410755","(34.656982, -92.410755)","AD"
"2018-07-09T00:01:00.000","2018-088242","81","23D","THEFT FROM BUILDING",,"8419 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.67199","-92.317759","(34.67199, -92.317759)","OP"
"2018-04-20T21:00:00.000","2018-046830","81","220","BURGLARY/B&E",,"5701 DREHER LN","LITTLE ROCK","AR","72209","34.675447","-92.340852","(34.675447, -92.340852)","AD"
"2020-10-07T21:59:00.000","2020-117278","81","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.689186","-92.332632","(34.689186, -92.332632)","EX"
"2017-08-15T16:05:00.000","2017-100262","82","23D","THEFT FROM BUILDING",,"5917 BASELINE RD","LITTLE ROCK","AR","72209","34.669067","-92.34227","(34.669067, -92.34227)","VD"
"2017-11-13T09:30:00.000","2017-142983","91","23H","ALL OTHER LARCENY",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.666646","-92.383429","(34.666646, -92.383429)","EX"
"2018-02-23T03:00:00.000","2018-022821","82","23D","THEFT FROM BUILDING",,"43 WARREN DR","LITTLE ROCK","AR","72209","34.661484","-92.353874","(34.661484, -92.353874)","EX"
"2020-08-29T10:04:00.000","2020-099662","81","23H","ALL OTHER LARCENY",,"6600  LANCASTER RD","LITTLE ROCK","AR","72209","34.688846","-92.336288","(34.688846, -92.336288)","AD"
"2019-12-06T15:50:00.000","2019-151429","93","120","ROBBERY","PERSONAL WEAPONS (HANDS, FISTS, ETC)","8900 STAGECOACH RD","LITTLE ROCK","AR","72210","34.671015","-92.418945","(34.671015, -92.418945)","AD"
"2022-08-12T05:06:00.000","2022-095300","63","23C","SHOPLIFTING",,"1324 JOHN BARROW RD","LITTLE ROCK","AR","72205","34.474074","-92.23727","(34.474074, -92.23727)","AD"
"2022-01-11T11:08:00.000","2022-004094","92","23F","THEFT FROM MOTOR VEHICLE",,"1 BASS PRO DR","LITTLE ROCK","AR","72210","34.658744","-92.409321","(34.658744, -92.409321)","IN"
"2018-06-14T12:00:00.000","2018-075262","82","23H","ALL OTHER LARCENY",,"5400 STANLEY DR","LITTLE ROCK","AR","72209","34.665639","-92.339887","(34.665639, -92.339887)","OP"
"2020-05-09T00:00:00.000","2020-050001","91","23G","THEFT OF MOTOR VEHICLE PARTS",,"7700 N CHICOT RD","LITTLE ROCK","AR","72209","34.679407","-92.36338","(34.679407, -92.36338)","VD"
"2018-09-21T11:40:00.000","2018-120745","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","AR"
"2021-06-17T01:57:00.000","2021-069295","91","23H","ALL OTHER LARCENY",,"5  DUVAL CIR","LITTLE ROCK","AR","72209","34.665293","-92.363817","(34.665293, -92.363817)","AD"
"2019-02-25T16:00:00.000","2019-028862","83","23G","THEFT OF MOTOR VEHICLE PARTS",,"9117 MALABRI DR","LITTLE ROCK","AR","72209","34.665924","-92.329543","(34.665924, -92.329543)","VD"
"2019-03-11T03:00:00.000","2019-030128","82","13A","AGGRAVATED ASSAULT","FIREARM","3513 PINEWOOD LOOP","LITTLE ROCK","AR","72209","34.659941","-92.318913","(34.659941, -92.318913)","AD"
"2019-11-27T21:00:00.000","2019-147946","80","23C","SHOPLIFTING",,"5920 W 65TH ST","LITTLE ROCK","AR","72209","34.691272","-92.342274","(34.691272, -92.342274)","AD"
"2020-01-21T10:41:00.000","2020-008309","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2022-07-06T17:47:00.000","2022-079719","80","13A","AGGRAVATED ASSAULT","FIREARM","6100 LYNDELL DR","LITTLE ROCK","AR","72209","34.693812","-92.332637","(34.693812, -92.332637)","EX"
"2021-12-07T08:42:00.000","2021-149360","92","23F","THEFT FROM MOTOR VEHICLE",,"11710 VIMY RIDGE RD","LITTLE ROCK","AR","72209","34.667065","-92.35237","(34.667065, -92.35237)","AD"
"2022-03-10T12:35:00.000","2022-027746","91","23C","SHOPLIFTING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72103","34.665378","-92.383569","(34.665378, -92.383569)","AD"
"2017-07-01T17:00:00.000","2018-063056","82","23H","ALL OTHER LARCENY",,"5518 BASELINE RD","LITTLE ROCK","AR","72209","34.668936","-92.339347","(34.668936, -92.339347)","VD"
"2020-11-29T13:31:00.000","2020-139712","93","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","15 SOUTHERN HILLS CIR","LITTLE ROCK","AR","72210","34.672843","-92.42351","(34.672843, -92.42351)","AR"
"2022-04-29T19:28:00.000","2022-049061","83","220","BURGLARY/B&E",,"5306 STANLEY DR","LITTLE ROCK","AR","72209","34.66572","-92.338435","(34.66572, -92.338435)","IN"
"2019-06-02T20:55:00.000","2019-067679","90","120","ROBBERY","HANDGUN","11106 DAVID O DODD RD","LITTLE ROCK","AR","72204","34.69272","-92.3997","(34.69272, -92.3997)","AR"
"2017-01-03T18:55:00.000","2017-001074","82","23C","SHOPLIFTING",,"5917 BASELINE RD","LITTLE ROCK","AR","72209","34.669067","-92.34227","(34.669067, -92.34227)","AD"
"2019-06-27T04:00:00.000","2019-079151","82","23F","THEFT FROM MOTOR VEHICLE",,"9608 SUSANNE DR","LITTLE ROCK","AR","72209","34.6631","-92.351082","(34.6631, -92.351082)","AD"
"2021-09-29T15:33:00.000","2021-119610","80","23G","THEFT OF MOTOR VEHICLE PARTS",,"5400 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.700673","-92.345984","(34.700673, -92.345984)","VD"
"2018-09-17T23:00:00.000","2018-119388","91","23F","THEFT FROM MOTOR VEHICLE",,"7712 REBECCA DR","LITTLE ROCK","AR","72209","34.659233","-92.364159","(34.659233, -92.364159)","AD"
"2018-03-29T18:00:00.000","2018-036998","91","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","7709 NOLEN DR","LITTLE ROCK","AR","72209","34.662805","-92.364085","(34.662805, -92.364085)","AR"
"2022-04-08T08:36:00.000","2022-039822","80","220","BURGLARY/B&E",,"4607 HOFFMAN RD","LITTLE ROCK","AR","72205","34.69706","-92.327473","(34.69706, -92.327473)","AR"
"2022-06-29T10:30:00.000","2022-076113","92","23D","THEFT FROM BUILDING",,"8815 STAGECOACH RD","LITTLE ROCK","AR","72210","34.671849","-92.41706","(34.671849, -92.41706)","AC"
"2019-10-24T01:00:00.000","2019-133354","80","23F","THEFT FROM MOTOR VEHICLE",,"10 ELMHURST DR","LITTLE ROCK","AR","72209","34.702226","-92.332791","(34.702226, -92.332791)","AD"
"2018-04-22T01:58:00.000","2018-047325","91","13A","AGGRAVATED ASSAULT","FIREARM","8 BLUE ROCK PL","LITTLE ROCK","AR","72206","34.629947","-92.344333","(34.629947, -92.344333)","AC"
"2018-08-27T19:30:00.000","2018-109124","81","220","BURGLARY/B&E",,"8311 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.673195","-92.317665","(34.673195, -92.317665)","AD"
"2021-08-16T22:09:00.000","2021-099030","80","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","87 S MEADOWCLIFF DR","LITTLE ROCK","AR","72209","34.695095","-92.354689","(34.695095, -92.354689)","OP"
"2022-01-01T01:02:00.000","2022-000104","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","5300 BASELINE RD","LITTLE ROCK","AR","72209","34.671995","-92.336411","(34.671995, -92.336411)","AC"
"2018-09-18T21:22:00.000","2018-119461","81","120","ROBBERY","FIREARM","2923 W 65TH ST","LITTLE ROCK","AR","72209","34.689324","-92.310737","(34.689324, -92.310737)","OP"
"2022-07-31T04:59:00.000","2022-090147","81","23H","ALL OTHER LARCENY",,"7724 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.676926","-92.34336","(34.676926, -92.34336)","AD"
"2018-05-14T22:29:00.000","2018-057888","82","13A","AGGRAVATED ASSAULT","HANDGUN","5816 CHAUCER LN","LITTLE ROCK","AR","72209","34.672694","-92.342654","(34.672694, -92.342654)","AC"
"2020-06-22T00:00:00.000","2020-068350","91","23H","ALL OTHER LARCENY",,"7711  DISTRIBUTION DR","LITTLE ROCK","AR","72209","34.675326","-92.363192","(34.675326, -92.363192)","AD"
"2019-11-01T08:00:00.000","2019-137207","91","220","BURGLARY/B&E",,"9002 JOHNSON RD","LITTLE ROCK","AR","72103","34.6319","-92.380124","(34.6319, -92.380124)","EX"
"2018-04-10T08:00:00.000","2019-022140","93","23D","THEFT FROM BUILDING",,"13415 OTTER CREEK PKWY","LITTLE ROCK","AR","72210","34.658295","-92.427037","(34.658295, -92.427037)","EX"
"2021-06-07T10:02:00.000","2021-064549","72","240","MOTOR VEHICLE THEFT",,"200 S SHACKLEFORD RD","LITTLE ROCK","AR","72211","34.64552","-92.421027","(34.64552, -92.421027)","AD"
"2020-10-19T09:37:00.000","2020-122320","91","23F","THEFT FROM MOTOR VEHICLE",,"8809  SHILOH DR","LITTLE ROCK","AR","72103","34.651077","-92.376511","(34.651077, -92.376511)","AD"
"2020-12-21T14:00:00.000","2020-147661","63","23H","ALL OTHER LARCENY",,"2700 S SHACKLEFORD RD","LITTLE ROCK","AR","72211","34.472833","-92.239772","(34.472833, -92.239772)","AD"
"2021-08-25T07:52:00.000","2021-103016","82","23F","THEFT FROM MOTOR VEHICLE",,"5801  SOUTHWICK DR","LITTLE ROCK","AR","72209","34.669322","-92.349396","(34.669322, -92.349396)","AD"
"2019-07-18T07:00:00.000","2019-089377","81","220","BURGLARY/B&E",,"5001 W 65TH ST","LITTLE ROCK","AR","72209","34.689186","-92.332632","(34.689186, -92.332632)","AD"
"2018-12-09T20:00:00.000","2018-156625","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"26 ALTHEA CIR","LITTLE ROCK","AR","72209","34.674885","-92.355454","(34.674885, -92.355454)","VD"
"2019-10-02T06:30:00.000","2019-123834","80","13A","AGGRAVATED ASSAULT","FIREARM","3600 W 65TH ST","LITTLE ROCK","AR","72209","34.690289","-92.315883","(34.690289, -92.315883)","AD"
"2021-05-21T20:00:00.000","2021-056613","80","220","BURGLARY/B&E",,"4600  HOFFMAN RD","LITTLE ROCK","AR","72209","34.69706","-92.327473","(34.69706, -92.327473)","AD"
"2021-09-02T16:15:00.000","2021-107099","39","23D","THEFT FROM BUILDING",,"1007  MAIN ST","LITTLE ROCK","AR","72202","34.47388","-92.227178","(34.47388, -92.227178)","AD"
"2017-07-10T22:00:00.000","2017-084069","93","240","MOTOR VEHICLE THEFT",,"13824 CRYSTAL VALLEY RD","LITTLE ROCK","AR","72210","34.679631","-92.422532","(34.679631, -92.422532)","AR"
"2021-01-06T16:28:00.000","2021-001434","82","23F","THEFT FROM MOTOR VEHICLE",,"7119  FAIRFIELD DR","LITTLE ROCK","AR","72209","34.665212","-92.35777","(34.665212, -92.35777)","AD"
"2020-12-05T13:44:00.000","2020-142170","91","240","MOTOR VEHICLE THEFT",,"9108 TEDBURN CIR","LITTLE ROCK","AR","72209","34.667296","-92.374439","(34.667296, -92.374439)","AC"
"2018-06-24T02:45:00.000","2018-077150","81","23H","ALL OTHER LARCENY",,"8107 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.675799","-92.343931","(34.675799, -92.343931)","OP"
"2022-02-03T01:41:00.000","2022-013360","92","23H","ALL OTHER LARCENY",,"5 NANDINA CIR","LITTLE ROCK","AR","72210","34.653322","-92.430979","(34.653322, -92.430979)","AD"
"2021-07-18T20:01:00.000","2021-085115","80","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","9  WESTMONT CIR","LITTLE ROCK","AR","72209","34.696884","-92.352279","(34.696884, -92.352279)","AD"
"2018-12-25T13:00:00.000","2018-165158","91","220","BURGLARY/B&E",,"7101 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72209","34.654706","-92.3575","(34.654706, -92.3575)","AD"
"2018-01-14T08:30:00.000","2018-005636","81","23H","ALL OTHER LARCENY",,"3410 BASELINE RD","LITTLE ROCK","AR","72209","34.667819","-92.315814","(34.667819, -92.315814)","AR"
"2022-08-29T20:25:00.000","2022-102937","83","220","BURGLARY/B&E",,"5420  MCCLELLAN DR","LITTLE ROCK","AR","72209","34.663844","-92.339388","(34.663844, -92.339388)","UP"
"2022-01-14T08:08:00.000","2022-005200","83","220","BURGLARY/B&E",,"9023 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.667761","-92.344015","(34.667761, -92.344015)","IN"
"2018-03-26T08:00:00.000","2018-035704","80","23H","ALL OTHER LARCENY",,"14 BUFFINGTON CT","LITTLE ROCK","AR","72209","34.700086","-92.337454","(34.700086, -92.337454)","OP"
"2021-04-28T14:31:00.000","2021-045359","91","23D","THEFT FROM BUILDING",,"8910  MERRIVALE DR","LITTLE ROCK","AR","72209","34.669599","-92.373139","(34.669599, -92.373139)","AD"
"2021-06-23T08:01:00.000","2021-072255","82","220","BURGLARY/B&E",,"8705  STANTON RD","LITTLE ROCK","AR","72209","34.670211","-92.332961","(34.670211, -92.332961)","AD"
"2021-04-02T14:24:00.000","2021-034167","82","23H","ALL OTHER LARCENY",,"8100 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.676421","-92.344554","(34.676421, -92.344554)","AD"
"2021-03-20T13:01:00.000","2021-028488","80","240","MOTOR VEHICLE THEFT",,"6100 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.693553","-92.347388","(34.693553, -92.347388)","AD"
"2017-01-15T16:55:00.000","2017-005713","82","23H","ALL OTHER LARCENY",,"9500 S HEIGHTS RD","LITTLE ROCK","AR","72209","34.664609","-92.33164","(34.664609, -92.33164)","O"
"2019-01-03T12:00:00.000","2019-006412","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"6101 W 65TH ST","LITTLE ROCK","AR","72209","34.690801","-92.346093","(34.690801, -92.346093)","OP"
"2018-02-18T19:01:00.000","2019-021403","81","23D","THEFT FROM BUILDING",,"5001 W 65TH ST","LITTLE ROCK","AR","72209","34.689186","-92.332632","(34.689186, -92.332632)","OP"
"2020-01-31T20:10:00.000","2020-012414","91","23H","ALL OTHER LARCENY",,"8815 BASELINE RD","LITTLE ROCK","AR","72209","34.6697","-92.376414","(34.6697, -92.376414)","AD"
"2017-08-12T20:30:00.000","2017-099582","93","23F","THEFT FROM MOTOR VEHICLE",,"13219 INTERSTATE 30","LITTLE ROCK","AR","72209","34.642914","-92.43917","(34.642914, -92.43917)","AD"
"2020-11-07T11:10:00.000","2020-130585","93","23H","ALL OTHER LARCENY",,"10720  BASS PRO PKWY","LITTLE ROCK","AR","72209","34.657543","-92.410366","(34.657543, -92.410366)","OP"
"2017-09-27T12:00:00.000","2017-121005","91","240","MOTOR VEHICLE THEFT",,"9525 INTERSTATE 30","LITTLE ROCK","AR","72209","34.676169","-92.365075","(34.676169, -92.365075)","RC"
"2020-06-22T00:00:00.000","2020-068399","82","23D","THEFT FROM BUILDING",,"5701  SOUTHWICK DR","LITTLE ROCK","AR","72209","34.665672","-92.341209","(34.665672, -92.341209)","AD"
"2022-07-14T17:53:00.000","2022-083151","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"5300 BASELINE RD","LITTLE ROCK","AR","72209","34.671995","-92.336411","(34.671995, -92.336411)","AD"
"2018-09-26T12:41:00.000","2018-122922","81","23D","THEFT FROM BUILDING",,"7600 ENMAR DR","LITTLE ROCK","AR","72209","34.680462","-92.349317","(34.680462, -92.349317)","OP"
"2019-11-19T21:55:00.000","2019-144356","91","23H","ALL OTHER LARCENY",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","OP"
"2020-12-02T17:42:00.000","2020-141005","80","23F","THEFT FROM MOTOR VEHICLE",,"4615 W 61ST ST","LITTLE ROCK","AR","72209","34.694383","-92.329237","(34.694383, -92.329237)","AD"
