"hwy","dir","bmp","emp","length","region","year","funcl","county","ptyp","trafz","envz","depth","numlanes","pgrp","nhs","iri","rut","fatg","tran","long","crbk","dl","dlidx","curve","mtcy","mtcd","cond"
"025A","1","234.15","235.85","1.7","4","2004","1","Weld","3","4","3","13","3","3432","1","87","100","0","100","100","100","18","IRI","D","1997","1","HIGH"
"025A","2","234.32","235.85","1.53","4","2004","1","Weld","3","4","3","13","3","3432","1","87","100","0","100","100","100","18","IRI","D","1997","1","HIGH"
"025A","1","235.85","240.58","4.73","4","2009","1","Weld","3","4","3","13","3","3432","1","86","100","0","99","100","100","18","IRI","D","2003","0.25","HIGH"
"025A","2","235.85","240.58","4.73","4","2009","1","Weld","3","4","3","13","3","3432","1","87","100","0","99","98","100","18","IRI","D","2003","0.25","HIGH"
"025A","1","240.58","244.2","3.62","4","2009","1","Weld","3","4","3","12","3","3432","1","84","100","0","97","99","100","17","IRI","D","2000","1","HIGH"
"025A","2","240.58","244.2","3.62","4","2009","1","Weld","3","4","3","12","3","3432","1","85","100","0","98","99","100","17","IRI","D","2000","1","HIGH"
"025A","1","244.2","245.314","1.114","4","2010","1","Weld","1","4","3","7","2","1433","1","86","100","100","97","98","0","9","IRI","D","2006","0.25","MODERATE"
"025A","2","244.2","246","1.8","4","2010","1","Weld","1","4","3","7","2","1433","1","85","99","100","97","96","0","9","IRI","D","2006","0.25","MODERATE"
"025A","1","245.314","249.5","4.186","4","2011","1","Weld","1","4","3","7","2","1433","1","80","98","100","96","89","0","8","IRI","D","2006","0.25","MODERATE"
"025A","2","246","249.44","3.44","4","2009","1","Weld","1","4","3","6","2","1433","1","84","97","100","97","89","0","4","LONG","SS","2006","0.25","MODERATE"
"025A","2","249.44","250.374","0.934","4","2011","1","Weld","1","4","3","7","2","1433","1","82","100","99","99","96","0","8","IRI","D","2005","8","MODERATE"
"025A","1","249.5","250.25","0.75","4","1986","1","Weld","1","4","3","8","2","1433","1","82","99","100","98","98","0","8","IRI","D","2005","8","MODERATE"
"025A","1","250.25","252.289","2.039","4","2010","1","Weld","1","4","3","7","2","1433","1","81","100","100","96","89","0","8","IRI","D","2005","8","MODERATE"
"025A","2","250.374","252.324","1.95","4","2010","1","Weld","1","4","3","7","2","1433","1","80","98","99","95","91","0","8","IRI","D","2005","8","MODERATE"
"025A","1","252.289","256.651","4.362","4","2010","1","Larimer","1","4","3","7","2","1433","1","82","99","100","96","94","0","8","IRI","D","2005","8","MODERATE"
"025A","2","252.324","257.452","5.128","4","2010","1","Larimer","1","4","3","7","2","1433","1","83","99","100","96","95","0","8","IRI","D","2005","8","MODERATE"
"025A","1","256.651","257.9","1.249","4","2011","1","Larimer","1","4","3","7","2","1433","1","88","100","100","100","91","0","10","IRI","D","2005","8","MODERATE"
"025A","2","257.452","259.934","2.482","4","2010","1","Larimer","1","4","3","7","2","1433","1","82","98","100","92","94","0","8","IRI","D","2005","8","MODERATE"
"025A","1","257.9","261.941","4.041","4","2009","1","Larimer","1","4","3","7","2","1433","1","81","94","100","97","92","0","8","IRI","D","2005","8","MODERATE"
"025A","2","259.934","264.524","4.59","4","2014","1","Larimer","3","5","3","7","2","3531","1","100","100","0","100","100","100","19","TRAN","D","2005","8","HIGH"
"025A","1","261.941","264.524","2.583","4","2014","1","Larimer","3","5","3","7","2","3531","1","100","100","0","100","100","100","19","TRAN","D","2005","8","HIGH"
"025A","1","264.524","268.5","3.976","4","2010","1","Larimer","1","4","3","7","2","1433","1","84","98","100","95","97","0","9","IRI","D","2005","8","MODERATE"
"025A","2","264.524","267.5","2.976","4","2010","1","Larimer","1","4","3","7","2","1433","1","87","100","100","97","98","0","9","IRI","D","2005","8","MODERATE"
"025A","2","267.5","268.3","0.8","4","1988","1","Larimer","3","4","3","8","2","3431","1","72","100","0","75","92","100","7","TRAN","D","2005","8","MODERATE"
"025A","2","268.3","273.3","5","4","1989","1","Larimer","3","4","3","8.25","2","3432","1","84","100","0","81","96","99","15","TRAN","D","2004","8","HIGH"
"025A","1","268.5","269","0.5","4","1989","1","Larimer","1","4","3","8.25","2","1433","1","87","96","100","100","97","0","9","IRI","D","2005","8","MODERATE"
"025A","1","269","270.1","1.1","4","2010","1","Larimer","1","4","3","7","2","1433","1","81","93","99","96","96","0","8","IRI","D","2005","8","MODERATE"
"025A","1","270.1","274.89","4.79","4","1989","1","Larimer","3","4","3","8.25","2","3432","1","84","100","0","99","99","99","17","IRI","D","2004","8","HIGH"
"025A","2","273.3","274.89","1.59","4","1989","1","Larimer","3","4","3","8.25","2","3432","1","89","100","0","94","97","99","19","IRI","D","2004","8","HIGH"
"025A","1","274.89","279.89","5","4","1990","1","Larimer","3","4","3","10","2","3432","1","83","100","0","100","100","100","16","IRI","D","2004","8","HIGH"
"025A","2","274.89","279.89","5","4","1990","1","Larimer","3","4","3","10","2","3432","1","90","100","0","89","96","99","19","TRAN","D","2004","8","HIGH"
"025A","1","279.89","282","2.11","4","1990","1","Larimer","3","4","3","10","2","3432","1","83","100","0","100","100","100","16","IRI","D","2004","8","HIGH"
"025A","2","279.89","282","2.11","4","1990","1","Larimer","3","4","3","10","2","3432","1","86","100","0","89","98","99","18","IRI","D","2004","8","HIGH"
"025A","1","282","287","5","4","2001","1","Larimer","3","4","3","10","2","3432","1","84","100","0","100","100","100","17","IRI","D","2004","8","HIGH"
"025A","2","282","287","5","4","2001","1","Larimer","3","4","3","10","2","3432","1","88","100","0","100","100","100","18","IRI","D","2004","8","HIGH"
"025A","1","287","292","5","4","2001","1","Larimer","3","4","3","10","2","3432","1","84","100","0","100","100","100","17","IRI","D","2004","8","HIGH"
"025A","2","287","292","5","4","2001","1","Larimer","3","4","3","10","2","3432","1","87","100","0","99","100","100","18","IRI","D","2004","8","HIGH"
"025A","1","292","297","5","4","2001","1","Weld","3","4","3","10","2","3432","1","85","100","0","99","100","100","17","IRI","D","2004","8","HIGH"
"025A","2","292","297","5","4","2001","1","Weld","3","4","3","10","2","3432","1","86","100","0","99","100","100","18","IRI","D","2004","8","HIGH"
"025A","1","297","298.9","1.9","4","2001","1","Weld","3","4","3","10","2","3432","1","87","100","0","98","99","100","18","IRI","D","2004","8","HIGH"
"025A","2","297","298.9","1.9","4","2001","1","Weld","3","4","3","10","2","3432","1","87","100","0","99","100","100","18","IRI","D","2004","8","HIGH"
"025B","1","0","2","2","2","1979","7","Las Animas","1","1","3","4","2","1132","0","80","100","86","78","96","0","7","TRAN","D","-1","-1","MODERATE"
"025C","1","0","3.43","3.43","2","1998","6","Huerfano","1","2","3","2","2","1231","0","76","100","94","84","98","0","4","IRI","D","2008","2","MODERATE"
"025C","1","3.43","4","0.57","2","1998","6","Huerfano","1","2","3","5","2","1232","0","73","100","73","79","98","0","5","FATG","D","2008","2","MODERATE"
"026B","1","11.2","12.3","1.1","1","1991","2","Denver","3","2","3","8","2","3231","1","51","100","0","76","87","98","0","IRI","D","-1","-1","LOW"
"026B","2","11.2","12.3","1.1","1","1991","2","Denver","3","2","3","8","2","3231","1","66","100","0","99","97","97","5","IRI","D","-1","-1","MODERATE"
"026B","1","12.3","12.83","0.53","1","1997","2","Denver","3","2","3","9.5","2","3232","1","50","100","0","82","93","99","0","IRI","D","-1","-1","LOW"
"026B","2","12.3","12.83","0.53","1","1997","2","Denver","3","2","3","9.5","2","3232","1","61","100","0","97","99","99","6","IRI","D","-1","-1","MODERATE"
"026B","1","12.83","14.1","1.27","1","2006","2","Denver","1","2","3","2.5","2","1231","1","44","92","97","68","90","0","0","IRI","D","1994","1.5","LOW"
"026B","2","12.83","14.1","1.27","1","2006","2","Denver","1","2","3","2.5","2","1231","1","70","99","96","85","100","0","3","IRI","D","1994","1.5","LOW"
"030A","1","0","0.811","0.811","1","2002","2","Denver","1","2","3","2.5","3","1231","1","77","88","96","90","91","0","4","IRI","D","1989","1.5","MODERATE"
"030A","2","0","0.811","0.811","1","2002","2","Denver","1","2","3","2.5","3","1231","1","73","93","86","81","92","0","4","IRI","D","1989","1.5","MODERATE"
"030A","1","0.811","1.76","0.949","1","2002","2","Denver","1","2","3","2","3","1231","1","80","93","98","84","85","0","5","IRI","D","1989","1.5","MODERATE"
"030A","2","0.811","1.76","0.949","1","2002","2","Denver","1","2","3","2","3","1231","1","80","86","94","84","98","0","5","IRI","D","1989","1.5","MODERATE"
"030A","1","1.76","3.94","2.18","1","2006","2","Denver","1","2","3","2","3","1231","1","80","100","99","91","91","0","5","IRI","D","1989","1.5","MODERATE"
"030A","2","1.76","3.94","2.18","1","2006","2","Denver","1","2","3","2","3","1231","1","79","99","98","89","92","0","5","IRI","D","1989","1.5","MODERATE"
"030A","1","3.94","5.2","1.26","1","2007","2","Arapahoe","1","2","3","2.5","3","1231","1","80","100","98","94","89","0","5","IRI","D","-1","-1","MODERATE"
"030A","2","3.94","5.2","1.26","1","2007","2","Arapahoe","1","2","3","2.5","3","1231","1","84","99","98","98","90","0","6","IRI","D","-1","-1","MODERATE"
"030A","1","5.2","7.3","2.1","1","2013","2","Arapahoe","1","2","3","2.5","3","1231","1","84","100","100","98","99","0","6","IRI","D","-1","-1","MODERATE"
"030A","2","5.2","7.3","2.1","1","2013","2","Arapahoe","1","2","3","2.5","3","1231","1","84","100","99","97","99","0","6","IRI","D","-1","-1","MODERATE"
"030A","1","7.3","9.8","2.5","1","2008","2","Arapahoe","1","2","3","2.5","2","1231","1","79","100","97","79","96","0","2","TRAN","SS","1991","0.75","LOW"
"030A","2","7.3","9.8","2.5","1","2008","2","Arapahoe","1","2","3","2.5","2","1231","1","78","100","93","75","98","0","2","TRAN","SS","1991","0.75","LOW"
"030A","1","9.8","10.952","1.152","1","2003","2","Arapahoe","1","2","3","2","2","1231","1","72","85","90","82","91","0","4","IRI","D","-1","-1","MODERATE"
"030A","2","9.8","10.952","1.152","1","2003","2","Arapahoe","1","2","3","2","2","1231","1","70","85","86","80","89","0","3","IRI","D","-1","-1","LOW"
"030A","1","10.952","11.77","0.818","1","1999","2","Arapahoe","1","2","3","2","2","1231","1","61","97","97","82","96","0","2","IRI","D","-1","-1","LOW"
"030A","2","10.952","11.77","0.818","1","1999","2","Arapahoe","1","2","3","2","2","1231","1","68","95","90","75","97","0","3","IRI","D","-1","-1","LOW"
"030A","1","11.77","15.1","3.33","1","1989","6","Arapahoe","1","2","3","4","2","1232","0","84","92","100","93","100","0","8","IRI","D","-1","-1","MODERATE"
"030A","2","11.77","12.3","0.53","1","1989","2","Arapahoe","1","3","3","4","1","1332","1","72","91","79","67","97","0","4","TRAN","D","-1","-1","MODERATE"
"030A","1","15.1","20.4","5.3","1","2003","6","Arapahoe","1","3","3","3","2","1331","0","80","88","97","74","98","0","5","TRAN","D","-1","-1","MODERATE"
"034A","1","0","0.69","0.69","3","1983","2","Grand","1","2","1","4","2","1212","1","75","98","98","77","93","0","7","TRAN","D","2002","1","MODERATE"
"034A","1","0.69","3.25","2.56","3","1997","2","Grand","1","2","1","2","2","1211","1","82","96","96","72","93","0","4","IRI","D","2002","1","MODERATE"
"034A","1","3.25","3.86","0.61","3","1999","2","Grand","1","2","1","2","2","1211","1","78","100","98","83","93","0","3","IRI","D","2002","1","LOW"
"034A","1","3.86","4.82","0.96","3","1997","2","Grand","1","2","1","2","2","1211","1","82","97","95","77","87","0","4","LONG","D","2002","1","MODERATE"
"034A","1","4.82","9.82","5","3","1996","2","Grand","1","2","1","2","2","1211","1","83","95","99","89","98","0","4","IRI","D","2002","1","MODERATE"
"034A","1","9.82","15","5.18","3","1996","2","Grand","1","2","1","2","2","1211","1","82","97","98","81","95","0","3","TRAN","D","2002","1","LOW"
"034A","1","57.8","62.507","4.707","4","2006","2","Larimer","1","1","2","4","2","1122","0","88","100","100","100","100","0","9","IRI","D","1984","0.5","MODERATE"
"034A","2","62.4","64.2","1.8","4","1996","2","Larimer","1","2","2","4.25","2","1222","0","79","96","89","65","98","0","3","TRAN","D","2006","0.5","LOW"
"034A","1","62.507","63.77","1.263","4","1996","2","Larimer","1","2","2","4.25","2","1222","0","79","99","93","73","98","0","5","TRAN","D","2007","0.5","MODERATE"
"034A","1","63.77","65.1","1.33","4","1996","2","Larimer","1","2","1","2","2","1211","0","80","100","95","73","96","0","2","TRAN","D","2007","0.5","LOW"
"034A","1","65.1","70.1","5","4","1996","2","Larimer","1","2","1","2","2","1211","0","79","100","94","74","96","0","3","TRAN","D","2003","0.25","LOW"
"034A","1","70.1","75.58","5.48","4","1996","2","Larimer","1","2","2","2","2","1221","0","77","100","95","84","98","0","6","IRI","D","2006","0.25","MODERATE"
"034A","1","75.58","81.072","5.492","4","2005","2","Larimer","1","2","2","0.5","2","1221","0","77","100","94","83","98","0","6","IRI","D","2009","0.25","MODERATE"
"034A","1","81.072","86.04","4.968","4","2005","2","Larimer","1","2","2","0.5","2","1221","0","77","100","98","89","96","0","6","IRI","D","2003","0.25","MODERATE"
"034A","1","86.04","88.7","2.66","4","2005","2","Larimer","1","2","2","0.5","2","1221","0","76","94","92","62","95","0","3","TRAN","D","2008","0.25","LOW"
"034A","1","88.7","90.75","2.05","4","2007","2","Larimer","1","2","3","12","2","1233","0","85","99","100","100","100","0","12","IRI","D","1985","1.75","HIGH"
"034A","2","88.7","90.75","2.05","4","2007","2","Larimer","1","2","3","12","2","1233","0","87","100","100","100","100","0","13","IRI","D","1985","1.75","HIGH"
"034A","1","90.75","96.1","5.35","4","2007","2","Larimer","1","3","3","3","2","1331","1","85","98","100","98","100","0","7","IRI","D","1992","1.75","MODERATE"
"034A","2","90.75","96.1","5.35","4","2007","2","Larimer","1","3","3","3","2","1331","1","85","97","100","95","100","0","7","IRI","D","1992","1.75","MODERATE"
"034A","1","96.1","96.97","0.87","4","1990","2","Larimer","1","3","3","2.5","2","1331","1","85","98","98","92","99","0","7","IRI","D","1999","1","MODERATE"
"034A","2","96.1","96.97","0.87","4","1990","2","Larimer","1","3","3","2.5","2","1331","1","82","100","100","95","96","0","6","IRI","D","1999","1","MODERATE"
"034A","1","96.97","101.97","5","4","2009","2","Weld","1","3","3","4","2","1332","1","86","100","100","86","99","0","8","TRAN","D","2006","0.25","MODERATE"
"034A","2","96.97","101.97","5","4","2009","2","Weld","1","3","3","4","2","1332","1","87","100","100","86","97","0","8","TRAN","D","2006","0.25","MODERATE"
"034A","1","101.97","102.47","0.5","4","2009","12","Weld","3","3","3","4","2","3331","1","86","100","0","92","94","100","9","LONG","SS","2008","0.25","MODERATE"
"034A","2","101.97","102.47","0.5","4","2009","12","Weld","3","3","3","4","2","3331","1","88","100","0","90","93","100","11","IRI","D","2008","0.25","HIGH"
"034A","1","102.47","107.136","4.666","4","1999","12","Weld","3","3","3","10.25","2","3332","1","86","100","0","85","94","100","17","TRAN","D","2009","0.25","HIGH"
"034A","2","102.47","107.136","4.666","4","1999","12","Weld","3","3","3","10.25","2","3332","1","86","100","0","89","91","100","18","IRI","D","2009","0.25","HIGH"
"034A","1","107.136","112.44","5.304","4","2009","12","Weld","1","3","3","2","2","1331","1","84","99","93","82","98","0","2","TRAN","SS","1994","1","LOW"
"034A","2","107.136","112.44","5.304","4","2009","12","Weld","1","3","3","2","2","1331","1","85","100","97","97","100","0","7","IRI","D","1994","1","MODERATE"
"034A","1","112.44","113.27","0.83","4","2003","12","Weld","1","3","3","2","2","1331","1","77","100","44","72","95","0","0","FATG","D","1979","1.4","LOW"
"034A","2","112.44","113.27","0.83","4","2003","12","Weld","1","3","3","2","2","1331","1","67","99","33","69","95","0","0","FATG","D","1975","1.25","LOW"
"034A","1","113.27","115.22","1.95","4","2012","12","Weld","3","3","3","9","2","3332","1","88","100","0","100","100","100","18","IRI","D","1984","1","HIGH"
"034A","2","113.27","115.22","1.95","4","2012","12","Weld","3","3","3","9","2","3332","1","87","100","0","96","98","100","18","IRI","D","1984","1","HIGH"
"034A","1","115.22","120","4.78","4","1992","2","Weld","3","3","3","8","2","3331","1","87","100","0","100","100","100","11","IRI","D","1986","1.25","HIGH"
"034A","2","115.22","120","4.78","4","1992","2","Weld","3","3","3","8","2","3331","1","85","100","0","95","99","100","10","IRI","D","1986","1.25","MODERATE"
"034A","1","120","122","2","4","1995","2","Weld","3","2","3","9.5","2","3232","1","87","100","0","100","100","100","18","IRI","D","1975","1.25","HIGH"
"034A","2","120","122","2","4","1995","2","Weld","3","2","3","9.5","2","3232","1","86","100","0","97","99","100","18","IRI","D","1976","1.25","HIGH"
"034A","1","122","125.856","3.856","4","2001","2","Weld","3","3","3","9.5","2","3332","1","85","100","0","100","100","100","17","IRI","D","1982","1.75","HIGH"
"034A","2","122","124.9","2.9","4","2001","2","Weld","3","2","3","9.5","2","3232","1","86","100","0","100","100","100","18","IRI","D","1982","1.75","HIGH"
"034A","1","125.856","130.856","5","4","2008","2","Weld","1","3","3","4.5","2","1332","1","90","100","100","100","100","0","9","IRI","D","1982","1.75","MODERATE"
"034A","2","128","133","5","4","2008","2","Weld","1","3","3","4.5","2","1332","1","89","100","100","94","100","0","9","IRI","D","1982","1.75","MODERATE"
"034A","1","130.856","133.5","2.644","4","2008","2","Weld","1","3","3","4.5","2","1332","1","89","100","100","95","99","0","9","IRI","D","1982","1.75","MODERATE"
"034A","2","133","133.5","0.5","4","2008","2","Weld","1","3","3","4.5","2","1332","1","89","100","100","96","98","0","9","IRI","D","1982","1.75","MODERATE"
"034A","1","133.5","136","2.5","4","2007","2","Weld","1","3","3","5.5","2","1332","1","87","100","98","93","98","0","8","IRI","D","1982","1.75","MODERATE"
"034A","2","133.5","134.5","1","4","2007","2","Weld","1","3","3","5.5","2","1332","1","87","100","99","97","97","0","8","IRI","D","1982","1.75","MODERATE"
"034A","1","136","136.5","0.5","4","2001","2","Weld","1","3","3","6.6","2","1333","1","82","100","96","83","98","0","9","IRI","D","2006","0.25","MODERATE"
"034A","1","136.5","141.5","5","4","2001","2","Weld","1","3","3","6.3","2","1333","1","83","100","95","72","93","0","7","TRAN","D","2006","0.25","MODERATE"
"034A","1","141.5","142.26","0.76","4","2001","2","Weld","1","3","3","6.3","2","1333","1","82","100","97","75","93","0","7","TRAN","D","2006","0.25","MODERATE"
"034A","1","142.26","143.47","1.21","4","2001","2","Weld","1","3","3","2.7","2","1331","1","81","100","88","72","96","0","4","TRAN","D","2006","0.25","MODERATE"
"034A","1","143.47","148.8","5.33","4","1999","2","Morgan","1","3","3","2.75","2","1331","1","79","97","79","68","97","0","4","TRAN","D","2006","0.25","MODERATE"
"034A","1","148.8","149.6","0.8","4","1983","2","Morgan","1","3","3","3","2","1331","1","73","99","71","78","99","0","4","FATG","D","2006","0.25","MODERATE"
"034B","1","158.5","159.001","0.501","4","1999","6","Morgan","3","2","3","4","2","3231","0","77","100","0","63","99","100","4","TRAN","D","2009","0.25","MODERATE"
"034B","1","159.001","162.224","3.223","4","2005","6","Morgan","1","2","3","3","2","1231","0","87","100","92","85","99","0","6","TRAN","D","2010","0.125","MODERATE"
"034B","2","162.2","163.516","1.316","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","67","100","96","86","99","0","3","IRI","D","2010","0.125","LOW"
"034B","1","162.224","163.516","1.292","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","70","100","96","84","99","0","3","IRI","D","2010","0.125","LOW"
"034B","1","163.516","164.504","0.988","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","77","99","83","69","97","0","3","TRAN","D","2010","0.125","LOW"
"034B","2","163.516","164.504","0.988","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","79","100","95","75","95","0","4","TRAN","D","2010","0.125","MODERATE"
"034B","1","164.504","165.476","0.972","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","81","100","88","58","94","0","1","TRAN","D","2009","0.25","LOW"
"034B","2","164.504","165.4","0.896","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","84","100","96","80","98","0","5","TRAN","D","2009","0.25","MODERATE"
"034B","1","165.476","170.476","5","4","2005","6","Morgan","1","2","3","2.5","2","1231","0","86","100","89","57","94","0","1","TRAN","D","2007","0.25","LOW"
"034B","1","170.476","171.425","0.949","4","2005","6","Morgan","1","2","3","2.5","2","1231","0","85","100","81","39","95","0","0","TRAN","D","1997","1","LOW"
"034B","2","171.4","172","0.6","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","81","100","77","61","96","0","2","TRAN","D","1998","1","LOW"
"034B","1","171.425","172.598","1.173","4","2005","6","Morgan","1","2","3","3.5","2","1231","0","79","100","94","66","97","0","3","TRAN","D","2004","0.25","LOW"
"034B","1","172.598","173.576","0.978","4","2005","2","Morgan","1","3","3","2","2","1331","1","81","100","93","66","95","0","3","TRAN","D","2009","0.25","LOW"
"034B","1","173.576","178.576","5","4","2010","2","Morgan","1","3","3","0.5","3","1331","1","86","100","98","87","97","0","7","TRAN","D","2009","0.25","MODERATE"
"034B","1","178.576","183.576","5","4","2010","2","Washington","1","3","3","0.5","2","1331","1","88","100","100","93","98","0","7","IRI","D","2006","0.25","MODERATE"
"034B","1","183.576","188.576","5","4","2010","2","Washington","1","3","3","0.5","2","1331","1","87","100","100","95","98","0","7","IRI","D","1999","1","MODERATE"
"034B","1","188.576","193.576","5","4","2010","2","Washington","1","3","3","0.5","2","1331","1","86","100","100","95","98","0","7","IRI","D","1990","1.75","MODERATE"
"034B","1","193.576","195.706","2.13","4","2010","2","Washington","1","3","3","0.5","2","1331","1","87","100","100","97","100","0","7","IRI","D","1988","1.7","MODERATE"
"034B","2","195.7","196.8","1.1","4","1954","2","Washington","1","2","3","2.5","2","1231","1","76","100","100","96","99","0","4","IRI","D","1989","1.5","MODERATE"
"034B","1","195.706","196.8","1.094","4","1954","2","Washington","1","2","3","2.5","2","1231","1","77","100","100","96","99","0","4","IRI","D","1989","1.5","MODERATE"
"034B","1","196.8","201.8","5","4","2011","2","Washington","1","3","3","0.5","2","1331","1","86","100","98","100","100","0","7","IRI","D","1993","1.5","MODERATE"
"034D","1","11.9","14.7","2.8","4","1980","6","Weld","2","2","3","2","2","2231","0","61","86","93","67","95","0","2","IRI","D","1980","0.75","LOW"
"034B","1","201.8","204.9","3.1","4","2011","2","Washington","1","3","3","0.5","2","1331","1","87","100","100","99","100","0","7","IRI","D","1994","1.5","MODERATE"
"034B","1","204.9","209.83","4.93","4","2000","2","Washington","1","2","3","3.5","2","1231","1","83","100","99","82","98","0","5","TRAN","D","1989","1.5","MODERATE"
"034B","1","209.83","214.83","5","4","1997","2","Washington","1","2","3","4.75","2","1232","1","83","100","91","80","98","0","7","TRAN","D","1989","1.5","MODERATE"
"034B","1","214.83","215.9","1.07","4","1997","2","Washington","1","2","3","4.75","2","1232","1","84","100","94","78","97","0","7","TRAN","D","1989","1.5","MODERATE"
"034B","1","215.9","220","4.1","4","1956","2","Washington","1","2","4","2","2","1241","1","83","100","82","76","99","0","4","TRAN","D","1991","1","MODERATE"
"034B","1","220","222.4","2.4","4","1997","2","Yuma","1","3","4","4.75","2","1342","1","83","100","95","84","99","0","7","TRAN","D","1991","1","MODERATE"
"034B","1","222.4","224.5","2.1","4","2009","2","Yuma","1","2","4","6","1","1243","1","85","100","100","95","100","0","10","TRAN","SS","2004","0.5","MODERATE"
"034B","2","222.4","223.8","1.4","4","2009","2","Yuma","1","2","4","6","2","1243","1","82","100","95","91","99","0","11","IRI","D","2003","0.5","HIGH"
"034B","1","224.5","229.5","5","4","2007","2","Yuma","1","3","4","0.75","2","1341","1","84","100","99","81","95","0","4","TRAN","SS","2007","0.5","MODERATE"
"034B","1","229.5","230.6","1.1","4","2007","2","Yuma","1","3","4","0.75","2","1341","1","84","100","98","88","95","0","5","IRI","D","2007","0.5","MODERATE"
"034B","1","230.6","235.6","5","4","2012","2","Yuma","1","3","4","0.5","2","1341","1","88","100","100","100","100","0","6","IRI","D","2007","0.5","MODERATE"
"034B","1","235.6","241","5.4","4","2012","2","Yuma","1","3","4","0.5","2","1341","1","89","100","100","100","100","0","6","IRI","D","-1","-1","MODERATE"
"034B","1","241","246","5","4","2013","2","Yuma","1","2","4","0.5","2","1241","1","87","100","100","99","100","0","6","IRI","D","2004","0.25","MODERATE"
"034B","1","246","249.5","3.5","4","2013","2","Yuma","1","2","4","0.5","2","1241","1","86","100","100","98","100","0","6","IRI","D","2004","0.25","MODERATE"
"034B","1","249.5","253.6","4.1","4","1998","2","Yuma","1","2","4","2","2","1241","1","77","99","89","59","97","0","1","TRAN","D","2004","0.25","LOW"
"034B","1","253.6","256.66","3.06","4","2013","2","Yuma","1","2","4","0.5","2","1241","1","86","100","100","99","100","0","6","IRI","D","1983","0.25","MODERATE"
"034B","1","256.66","259.5","2.84","4","1989","2","Yuma","1","2","4","5.5","2","1242","1","80","100","95","69","89","0","5","TRAN","D","1952","1","MODERATE"
"034C","1","0","1.7","1.7","4","1996","6","Larimer","1","2","3","4.5","2","1232","0","71","92","58","18","95","0","0","TRAN","D","1994","1.5","LOW"
"034D","1","0","0.878","0.878","4","1962","12","Weld","1","2","3","2.5","2","1231","1","87","100","100","82","97","0","5","TRAN","D","2009","0.25","MODERATE"
"034D","2","0","0.878","0.878","4","1962","12","Weld","1","2","3","2.5","2","1231","1","86","100","97","84","96","0","6","TRAN","D","2009","0.25","MODERATE"
"034D","1","0.878","4.9","4.022","4","2009","2","Weld","3","2","3","9","2","3232","1","83","100","0","97","99","100","16","IRI","D","1994","1.5","HIGH"
"034D","2","0.878","4.9","4.022","4","2009","2","Weld","3","2","3","9","2","3232","1","83","100","0","97","99","100","16","IRI","D","1992","1","HIGH"
"034D","1","4.9","5.7","0.8","4","1998","2","Weld","1","2","3","2","2","1231","1","83","100","98","93","94","0","5","IRI","D","1993","1","MODERATE"
"034D","2","4.9","5.7","0.8","4","1998","2","Weld","1","2","3","2","2","1231","1","83","100","87","83","95","0","5","TRAN","D","1993","1","MODERATE"
"034D","1","5.7","6.7","1","4","2002","2","Weld","1","2","3","3","2","1231","1","81","100","94","73","96","0","4","TRAN","D","1993","1","MODERATE"
"034D","2","5.7","6.7","1","4","2002","2","Weld","1","2","3","3","2","1231","1","82","100","87","73","94","0","4","TRAN","D","1993","1","MODERATE"
"034D","1","6.7","10.187","3.487","4","1999","2","Weld","1","2","3","3","2","1231","1","76","100","94","73","91","0","4","TRAN","D","1981","0.75","MODERATE"
"034D","2","6.7","10.187","3.487","4","1999","2","Weld","1","2","3","3","2","1231","1","76","100","93","72","93","0","4","TRAN","D","1984","1","MODERATE"
"034D","1","10.187","11.057","0.87","4","2004","2","Weld","1","2","3","4","2","1232","1","72","99","94","69","97","0","5","TRAN","D","-1","-1","MODERATE"
"034D","2","10.187","11.4","1.213","4","2004","2","Weld","1","2","3","4","2","1232","1","72","100","91","75","94","0","5","IRI","D","1980","0.75","MODERATE"
"034D","1","11.057","11.9","0.843","4","2013","2","Weld","1","2","3","2","2","1231","1","76","100","98","83","92","0","4","IRI","D","1980","0.75","MODERATE"
"034E","1","0","0.9","0.9","4","1998","6","Morgan","1","2","3","2","2","1231","0","78","95","65","45","94","0","0","TRAN","D","1994","1.5","LOW"
"034Z","1","0","1.3","1.3","4","1999","2","Weld","1","2","3","3","3","1231","1","75","100","94","78","97","0","4","IRI","D","-1","-1","MODERATE"
"035A","1","8.4","8.9","0.5","1","2012","12","Denver","1","4","3","2","3","1431","1","55","95","98","91","97","0","1","IRI","D","-1","-1","LOW"
"035A","2","8.4","8.9","0.5","1","2012","12","Denver","1","4","3","2","3","1431","1","60","95","97","94","98","0","2","IRI","D","-1","-1","LOW"
"035A","1","8.9","9.7","0.8","1","2005","12","Denver","3","2","3","10","3","3232","1","73","100","0","100","100","100","12","IRI","D","-1","-1","HIGH"
"035A","2","8.9","9.7","0.8","1","2005","12","Denver","3","2","3","10","3","3232","1","67","100","0","99","100","100","9","IRI","D","-1","-1","MODERATE"
