Receipt,Permit,Current Status,County,Designated Basin,Denver Basin Aquifer,Township,Range,Section,Q40,Q160,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Permit Category,Well Constructed,Pump Installed,Well Plugged,Associated Aquifers,Associated Uses,Elevation,Well Depth,Top Perforated Casing,Bottom Perforated Casing,Yield,Static Water Level,Static Water Level Date,WDID,Associated Case Numbers,Modified,More Information,Location,IDKey,Counties
9034792 ,117007-,Well Constructed,JEFFERSON,,Yes,4.0 S,70.0 W,1,NW,SE,1430,E,1550,S,485387.8,4397772.2,Monitoring/Observation,10/23/1980,,,LARAMIE FOX HILLS,Monitoring/Sampling,,1720,1525,1684,,530.00,2012/11/05,0706148,,11/05/2012 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/9034792,"(39.729714, -105.170521)",9034792  82678,1008
0496158 ,242718-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,1,NE,NE,,,,,485590.0,4427576.0,Residential,08/02/2002,08/23/2002,,LARAMIE FOX HILLS,Domestic,,350,270,350,7.00,139.00,2002/08/02,,,10/21/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0496158,"(39.998251, -105.168821)",0496158  106940,85
0323396,5085--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NW,SW,500,W,1750,S,484377.1,4425244.3,Residential,04/26/1991,05/09/1991,,LARAMIE-FOX HILLS,Domestic,,460,260,460,15.00,190.00,1991/04/26,0606153,,06/10/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0323396,"(39.977218, -105.182975)",0323396 165526,85
0312230,157026-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,SW,NE,,,,,485220.1,4425700.9,Residential,08/03/1993,09/30/2019,,LARAMIE FOX HILLS,Household use only,,540,280,520,10.00,193.00,2019/09/30,,,11/06/2019 09:48:00 AM,https://dwr.state.co.us/Tools/WellPermits/0312230,"(39.981351, -105.173113)",0312230 252609,85
0479583 ,58458-F,Well Constructed,JEFFERSON,,Yes,3.0 S,70.0 W,16,NE,NW,2250,W,1290,N,480097.2,4404953.8,General Purpose,06/14/2001,07/19/2005,,LARAMIE-FOX HILLS,"Irrigation, Municipal",,300,,,50.00,62.00,2001/06/14,0706064,,09/15/2005 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0479583,"(39.794317, -105.23248)",0479583  258458,1008
3656824C,290034-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,13,NW,SE,,,,,485127.0,4423539.0,Residential,10/01/2014,10/15/2014,,LARAMIE FOX HILLS,Household use only,5583,440,340,440,15.00,27.00,2014/10/01,,,01/16/2015 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3656824C,"(39.96187, -105.174152)",3656824C 166633,85
0330072E,40094-M,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,28,SE,NE,1160,E,2360,N,480647.5,4411063.3,Monitoring/Observation,05/21/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,,46,33,43,,,,,,11/21/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330072E,"(39.849372, -105.226225)",0330072E 163286,1008
0329922B,161604--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NW,NE,2210,E,400,N,485155.5,4426188.7,Residential,06/28/1993,07/08/1993,,LARAMIE-FOX HILLS,"Domestic, Stock",,480,300,460,22.20,235.00,1993/06/28,,,05/29/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0329922B,"(39.985747, -105.173885)",0329922B 147651,85
0330072D,40093-M,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,28,NE,SE,1180,E,2460,S,480640.4,4410905.8,Monitoring/Observation,05/28/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,,47,35,47,,,,,,11/21/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330072D,"(39.847958, -105.226314)",0330072D 163286,1008
3668091 ,296927-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,2,NW,SE,1600,E,1600,S,483740.6,4426777.3,Residential,09/16/2015,,,LARAMIE FOX HILLS,"Domestic, Stock",5340,370,190,350,,80.00,2015/09/16,,,10/02/2015 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3668091,"(39.991018, -105.190461)",3668091  46777,85
0060237 ,9043--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NW,SW,,,,,484550.9,4425425.5,Residential,05/13/1975,06/15/2017,,LARAMIE FOX HILLS,Domestic,,500,320,500,10.00,100.00,2017/06/15,,,10/24/2017 07:56:00 AM,https://dwr.state.co.us/Tools/WellPermits/0060237,"(39.978861, -105.180941)",0060237  144407,85
0512675A,60395-F,Well Abandoned,JEFFERSON,,Yes,2.0 S,70.0 W,23,SE,SE,160,E,1240,S,484193.4,4412170.6,General Purpose,04/20/2004,10/18/2004,01/16/2009,LARAMIE-FOX HILLS,"Industrial, Municipal",,1018,701,999,20.00,517.00,2004/04/20,,99CW0008,11/04/2004 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0512675A,"(39.859429, -105.184813)",0512675A 48235,1008
0298357 ,35386-F,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,16,NE,SE,500,E,1815,S,480851.7,4423575.5,General Purpose,12/01/1988,09/15/1989,,LARAMIE-FOX HILLS,Domestic,,325,75,215,,35.00,1988/12/01,,W5050,07/07/2021 12:56:00 PM,https://dwr.state.co.us/Tools/WellPermits/0298357,"(39.962109, -105.224208)",0298357  446246,85
0330072G,40096-M,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,28,SW,NE,1840,E,1580,N,480441.9,4411300.3,Monitoring/Observation,05/21/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,,39,28,38,,,,,,11/21/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330072G,"(39.851503, -105.22864)",0330072G 163286,1008
0325591D,39464-M,Well Constructed,JEFFERSON,,Yes,3.0 S,70.0 W,24,NW,SW,60,W,1868,S,484247.6,4402711.1,Monitoring/Observation,01/13/1992,,,LARAMIE-FOX HILLS,Monitoring/Sampling,5570,1302,370,1302,,275.00,1992/01/13,,85CW0051,06/27/1996 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0325591D,"(39.774195, -105.183942)",0325591D 50017,1008
0011195U,111965-,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,36,NW,SW,,,,,484523.0,4409265.0,Residential,02/02/1980,,,LARAMIE FOX HILLS,Household use only,,,,,,370.00,1980/02/02,,,07/31/2020 04:40:00 PM,https://dwr.state.co.us/Tools/WellPermits/0011195U,"(39.833252, -105.180886)",0011195U 315796,1008
9027219,18722-,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,25,SE,SE,,,,,485665.6,4410374.9,Residential,12/18/1963,,,LARAMIE FOX HILLS,Domestic,,1050,,,,180.00,2007/07/18,,,,https://dwr.state.co.us/Tools/WellPermits/9027219,"(39.843272, -105.167557)",9027219 39912,1008
0330072B,40091-M,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,28,NW,SE,1840,E,1800,S,480437.8,4410703.5,Monitoring/Observation,05/20/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,,45,30,40,,,,,,11/21/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330072B,"(39.846133, -105.228669)",0330072B 163286,1008
0330072C,40092-M,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,28,NW,SE,1400,E,1840,S,480572.0,4410716.5,Monitoring/Observation,05/20/1991,,,LARAMIE-FOX HILLS,Monitoring/Sampling,,47,37,47,,,,,,11/21/1991 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0330072C,"(39.846244, -105.227103)",0330072C 163286,1008
0407240,199225-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,1,NE,NW,,,,,484775.3,4427661.9,Residential,02/27/1997,06/26/2018,,LARAMIE FOX HILLS,Household use only,,300,100,300,,42.00,1997/02/27,,,08/08/2018 09:16:00 AM,https://dwr.state.co.us/Tools/WellPermits/0407240,"(39.999011, -105.17837)",0407240 31170,85
0260084 ,27939--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,1,SW,SE,,,,,485149.0,4426509.0,Residential,11/22/1985,12/06/1985,,LARAMIE FOX HILLS,Domestic,,400,260,360,15.00,151.00,1985/11/22,,,02/17/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0260084,"(39.98863, -105.173963)",0260084  357269,85
0415183,43407--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,11,SW,SE,2306,E,431,S,483524.5,4424814.0,Residential,05/06/1998,05/14/1998,,LARAMIE FOX HILLS,Domestic,,580,380,580,13.00,226.00,1998/05/06,0605744,W2666,05/26/1998 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0415183,"(39.973328, -105.192954)",0415183 85484,85
0399482,195164-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,11,SW,SE,1827,E,831,S,483669.7,4424942.1,Residential,10/14/1996,03/10/1997,,LARAMIE FOX HILLS,Domestic,,580,420,560,5.00,255.00,1996/10/14,,,03/17/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0399482,"(39.974484, -105.191247)",0399482 20767,85
0275124B,149175--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NW,NE,2440,E,870,N,485085.5,4426045.4,Residential,05/28/1987,05/30/1987,,LARAMIE-FOX HILLS,Household use only,,364,130,350,15.00,,,,,08/27/1987 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0275124B,"(39.984448, -105.174702)",0275124B 25813,85
0239495 ,133687-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,11,NE,SW,1320,W,2000,S,483020.0,4425271.5,Residential,05/15/1984,,,LARAMIE FOX HILLS,Household use only,,450,,,,,,,,01/02/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0239495,"(39.977444, -105.198868)",0239495  38728,85
0472882 ,17905--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,1,SW,SW,,,,,484526.8,4426499.4,Residential,04/30/2001,07/08/2020,,LARAMIE FOX HILLS,Domestic,,400,380,140,1500.00,98.00,2001/04/30,,,08/06/2020 08:03:00 AM,https://dwr.state.co.us/Tools/WellPermits/0472882,"(39.988528, -105.181248)",0472882  116662,85
3642184 ,79641--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NW,SW,,,,,484518.0,4425372.0,Residential,09/02/2009,09/09/2009,,LARAMIE FOX HILLS,Domestic,,495,310,490,10.00,200.00,2009/09/02,,,10/06/2015 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3642184,"(39.978374, -105.181327)",3642184  153504,85
3691335,313330-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,13,NW,SW,,,,,484605.0,4423643.0,General Purpose,04/06/1962,,,LARAMIE-FOX HILLS,Commercial,,95,,,,,,,,05/09/2019 03:34:00 PM,https://dwr.state.co.us/Tools/WellPermits/3691335,"(39.962798, -105.180267)",3691335 403669,85
3662423 ,134198--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,16,NE,SE,,,,,480989.0,4423791.0,Residential,03/06/2014,07/14/2017,,LARAMIE FOX HILLS,Domestic,,240,80,220,12.00,36.00,2017/07/14,,,10/24/2017 08:30:00 AM,https://dwr.state.co.us/Tools/WellPermits/3662423,"(39.964058, -105.22261)",3662423  217896,85
0055531 ,76892--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NE,NE,820,E,50,N,485579.1,4426295.6,Residential,10/08/1974,,,LARAMIE FOX HILLS,"Domestic, Stock",,268,35,268,,40.00,1974/10/08,,,10/10/1974 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0055531,"(39.986718, -105.168921)",0055531  325855,85
0403074 ,16853--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NE,NE,,,,,485689.0,4425991.0,Residential,08/07/1996,07/27/2021,,LARAMIE FOX HILLS,Domestic,,400,40,400,5.00,243.00,2021/07/27,,,09/02/2021 08:39:00 AM,https://dwr.state.co.us/Tools/WellPermits/0403074,"(39.983972, -105.167626)",0403074  299875,85
0312617A,282325-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,SE,NE,,,,,485479.8,4425905.0,Residential,04/30/1990,08/27/2017,,LARAMIE FOX HILLS,Domestic,,,,,7.00,80.00,2017/08/27,,,09/27/2017 04:00:00 PM,https://dwr.state.co.us/Tools/WellPermits/0312617A,"(39.983194, -105.170072)",0312617A 156544,85
9029421,41313-,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,25,SE,SE,1200,E,700,S,485500.6,4410388.2,Residential,05/22/1970,,,LARAMIE FOX HILLS,Domestic,,1060,,,,362.00,2014/10/14,,,,https://dwr.state.co.us/Tools/WellPermits/9029421,"(39.843387, -105.169481)",9029421 235059,1008
0253177B,14696--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,14,SW,NE,1800,E,2500,N,483674.5,4423926.1,Residential,03/05/1985,03/08/1985,,LARAMIE FOX HILLS,Domestic,,294,220,294,12.00,150.00,1985/03/05,,,03/20/1985 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0253177B,"(39.96533, -105.191175)",0253177B 204698,85
0325591B,39530-F,Well Constructed,JEFFERSON,,Yes,3.0 S,70.0 W,24,NW,SW,201,W,1925,S,484290.7,4402727.8,General Purpose,01/13/1992,,,LARAMIE-FOX HILLS,Other,,1460,1121,1450,,276.00,1992/01/13,0705821,85CW0051,06/22/1992 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0325591B,"(39.774349, -105.183441)",0325591B 50017,1008
3663542 ,77923-F,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,34,NW,SW,620,W,2870,N,481194.9,4409283.3,General Purpose,10/11/1961,08/21/1990,,LARAMIE-FOX HILLS,"Industrial, Municipal",,,,,,,,0705414,79CW348,03/24/2014 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3663542,"(39.833347, -105.21978)",3663542  362449,1008
9026809,14791-,Well Constructed,JEFFERSON,,Yes,3.0 S,70.0 W,11,NE,NE,,,,,484066.6,4406762.6,Residential,05/20/1963,,,LARAMIE FOX HILLS,Domestic,,1244,,,,975.00,2007/07/18,,,,https://dwr.state.co.us/Tools/WellPermits/9026809,"(39.810696, -105.186159)",9026809 294167,1008
9025848,7548-,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,25,SW,NE,2000,E,2500,N,485254.8,4411026.0,Residential,04/29/1961,,,LARAMIE FOX HILLS,Domestic,,1220,,,,365.00,2014/10/14,,,,https://dwr.state.co.us/Tools/WellPermits/9025848,"(39.849131, -105.172371)",9025848 213183,1008
0496223 ,244360-,Well Constructed,JEFFERSON,,Yes,3.0 S,70.0 W,1,NW,NE,2520,E,710,N,485102.0,4408343.3,Residential,07/18/2005,10/03/2005,,LARAMIE FOX HILLS,Domestic,,1125,905,1125,14.00,508.00,2005/07/18,,,12/12/2005 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0496223,"(39.824955, -105.174098)",0496223  84394,1008
0294690B,34424-F-R,Permit Canceled,BOULDER,,Yes,1.0 S,70.0 W,16,NE,SE,335,E,1920,S,480902.2,4423607.4,General Purpose,12/01/1988,12/02/1988,,LARAMIE-FOX HILLS,Irrigation,,325,75,215,7.50,35.00,1988/12/01,,W5050,01/20/1989 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0294690B,"(39.962398, -105.223623)",0294690B 316759,85
0096406 ,101308-,Well Constructed,BOULDER,,Yes,1.0 N,70.0 W,36,SE,SE,,,,,485352.0,4428122.0,Residential,09/09/1978,,,LARAMIE-FOX HILLS,Domestic,,185,12,185,,12.00,1978/09/09,,,02/29/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0096406,"(40.003166, -105.171621)",0096406  297193,85
0362336 ,175354-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,21,NE,NW,2515,W,775,N,480153.1,4422787.4,Residential,01/19/1994,04/30/1994,,LARAMIE-FOX HILLS,Household use only,,200,60,180,4.00,78.00,1994/01/19,,,04/25/2001 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0362336,"(39.954993, -105.232368)",0362336  176476,85
9029599,43284-,Well Constructed,JEFFERSON,,Yes,2.0 S,70.0 W,36,SE,SW,,,,,484864.6,4408762.8,Residential,04/23/1973,,,LARAMIE FOX HILLS,Domestic,,1068,,,,300.00,2007/07/18,,,,https://dwr.state.co.us/Tools/WellPermits/9029599,"(39.828733, -105.176882)",9029599 69039,1008
0368049,178375-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,SW,NE,1700,E,2020,N,485311.2,4425695.0,Residential,10/07/1994,12/02/1994,,LARAMIE FOX HILLS,Household use only,,440,80,420,15.00,47.00,1994/10/07,,,05/04/1999 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0368049,"(39.981299, -105.172047)",0368049 222998,85
0314227 ,17828--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,1,SE,SW,,,,,484702.0,4426654.0,Residential,04/20/1992,,,LARAMIE FOX HILLS,Domestic,,400,160,380,,40.00,1992/04/20,,,02/24/2016 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0314227,"(39.989928, -105.179202)",0314227  91519,85
3642611 ,74746-F,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,15,NE,SW,2115,W,2401,S,481649.8,4423757.9,General Purpose,05/10/1960,,,LARAMIE FOX HILLS,Domestic,,,,,,,,,,01/14/2011 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3642611,"(39.963775, -105.214869)",3642611  191685,85
0508042 ,251698-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,15,NE,SW,1590,W,3220,N,481489.1,4423642.8,Residential,12/16/2004,02/28/2006,,LARAMIE FOX HILLS,Domestic,5508,295,185,285,9.60,16.00,2004/12/16,,,04/17/2006 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0508042,"(39.962735, -105.216751)",0508042  224409,85
3649036 ,276226--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,12,NW,SE,,,,,485347.0,4425472.0,Residential,04/28/2011,08/08/2012,,LARAMIE FOX HILLS,Domestic,5560,300,240,300,5.00,100.00,2011/04/28,,,09/24/2012 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3649036,"(39.97929, -105.17162)",3649036  362565,85
0419459 ,121473--A,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,1,NW,SE,2490,E,2490,S,485088.8,4427069.5,Residential,08/13/1997,02/22/2017,,LARAMIE FOX HILLS,Domestic,,300,220,300,4.00,46.00,1997/08/13,,,03/24/2017 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0419459,"(39.993674, -105.174678)",0419459  70534,85
0257050 ,140930-,Well Constructed,BOULDER,,Yes,1.0 S,70.0 W,24,SE,NW,,,,,484824.8,4422475.0,Residential,12/03/1985,,,LARAMIE FOX HILLS,Household use only,,150,,,,17.00,1985/12/03,,,12/13/1985 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0257050,"(39.952278, -105.177664)",0257050  264317,85
0426052A,49799-F,Well Constructed,BOULDER,,Yes,1.0 N,70.0 W,24,SW,SE,,,,,484884.2,4431285.0,General Purpose,02/07/1994,08/09/2021,,LARAMIE FOX HILLS,"Commercial, Irrigation",,260,40,240,2.50,22.00,2021/08/09,,93CW0126,02/16/2022 09:09:00 AM,https://dwr.state.co.us/Tools/WellPermits/0426052A,"(40.031656, -105.177178)",0426052A 417789,85
9011120 ,38963-,Well Constructed,BOULDER,,Yes,1.0 N,70.0 W,36,SE,SW,,,,,484420.2,4428110.4,Residential,08/13/1969,07/23/2019,,LARAMIE FOX HILLS,Domestic,,330,,,7.00,85.00,2019/07/23,,,09/05/2019 01:28:00 PM,https://dwr.state.co.us/Tools/WellPermits/9011120,"(40.003041, -105.18254)",9011120  372216,85
9011120 ,38963-,Well Constructed,BOULDER,,Yes,1.0 N,70.0 W,36,SE,SW,,,,,484420.2,4428110.4,Residential,08/13/1969,07/23/2019,,LARAMIE FOX HILLS,Domestic,,330,,,7.00,85.00,2019/07/23,,,09/05/2019 01:28:00 PM,https://dwr.state.co.us/Tools/WellPermits/9011120,"(40.003041, -105.18254)",9011120  372215,85
0915022 ,122334-,Permit Canceled,BOULDER,,Yes,1.0 S,70.0 W,14,NW,NW,1100,W,600,N,482941.3,4424475.1,Residential,06/29/1982,,,LARAMIE FOX HILLS,"Domestic, Irrigation",,640,420,640,,325.00,1982/06/29,0606145,,05/09/2008 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0915022,"(39.970262, -105.199772)",0915022  5683,85
9010645 ,31483-,Well Constructed,BOULDER,,Yes,1.0 N,69.0 W,29,NE,SW,,,,,487810.2,4429999.0,Residential,07/17/1967,04/15/2021,,LARAMIE FOX HILLS,Domestic,,,,,10.00,29.00,2021/04/15,,,05/20/2021 12:58:00 PM,https://dwr.state.co.us/Tools/WellPermits/9010645,"(40.020116, -105.14286)",9010645  436210,85
3617601 ,274433-,Well Constructed,BOULDER,,Yes,1.0 N,69.0 W,32,NW,SW,250,W,1600,S,487290.8,4428279.6,Residential,08/04/2009,08/17/2009,,LARAMIE FOX HILLS,Household use only,5370,400,140,400,13.10,96.00,2009/08/04,,,09/09/2009 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3617601,"(40.004621, -105.148908)",3617601  317903,85
0413330B,48110-F,Well Constructed,DOUGLAS,,Yes,6.0 S,69.0 W,24,SW,NE,1620,E,3310,S,494816.4,4374082.4,General Purpose,06/07/1997,,,LARAMIE FOX HILLS,Municipal,,1115,955,1115,,385.00,1997/06/07,0812952,,10/20/1997 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0413330B,"(39.516367, -105.060318)",0413330B 31704,3133
0233333A,28693-F,Permit Expired,JEFFERSON,,Yes,5.0 S,69.0 W,23,SW,NE,2550,E,1550,N,492990.3,4383976.7,General Purpose,11/03/1986,,,LARAMIE-FOX HILLS,Other,5538,1410,1071,1365,,262.00,1986/11/03,0806522,83CW0050,12/03/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0233333A,"(39.605513, -105.081665)",0233333A 66520,1008
0449959 ,52694-F,Well Constructed,BROOMFIELD,,Yes,1.0 S,69.0 W,21,NE,SE,425,E,2340,S,490531.0,4422181.2,General Purpose,03/03/2000,10/03/2000,,LARAMIE FOX HILLS,Domestic,,680,420,680,10.00,344.00,2000/03/03,,93CW0099,10/10/2000 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0449959,"(39.949713, -105.110859)",0449959  277289,85
0231808 ,26495-F,Well Abandoned,JEFFERSON,,Yes,4.0 S,69.0 W,14,SW,NW,337,W,2545,N,492302.4,4394902.5,General Purpose,09/13/1984,09/27/1985,04/20/2010,LARAMIE-FOX HILLS,Municipal,5525,1759,900,1400,95.00,303.00,1984/09/13,0805389,82CW0397,06/10/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0231808,"(39.703945, -105.089807)",0231808  53644,1008
0301355,35470-F,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,30,NW,NE,1525,E,820,N,486982.7,4421227.8,General Purpose,07/08/1989,12/12/1989,,LARAMIE FOX HILLS,Municipal,,897,615,760,23.00,,,0606070,,04/16/1990 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0301355,"(39.941079, -105.152375)",0301355 208338,85
0424938B,208276--A,Well Constructed,BOULDER,,Yes,1.0 N,69.0 W,19,SW,SW,,,,,485952.0,4431331.0,Residential,07/28/1998,06/12/2020,,LARAMIE FOX HILLS,Domestic,,250,70,230,7.00,10.00,2020/06/12,,,09/21/2020 08:59:00 AM,https://dwr.state.co.us/Tools/WellPermits/0424938B,"(40.032088, -105.164661)",0424938B 63085,85
0250439,138116-,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,19,SW,SE,1700,E,400,S,486930.4,4421598.4,Residential,06/02/1986,,,LARAMIE FOX HILLS,Household use only,,650,410,650,,289.00,1986/06/02,,,06/09/1986 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0250439,"(39.944412, -105.153003)",0250439 305358,85
0502301 ,58743-F,Well Constructed,JEFFERSON,,Yes,4.0 S,69.0 W,1,SW,SW,550,W,575,S,493983.9,4397470.3,General Purpose,08/24/2002,04/08/2003,,LARAMIE-FOX HILLS,"Irrigation, Municipal",5280,1680,,,250.00,616.00,2002/08/24,0812467,97CW0381,06/17/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0502301,"(39.727097, -105.07021)",0502301  151496,1008
3625951 ,67307-F,Well Constructed,JEFFERSON,,Yes,4.0 S,69.0 W,14,NW,SW,362,W,2504,S,492309.5,4394846.0,General Purpose,01/31/2010,04/05/2010,,LARAMIE FOX HILLS,Municipal,,1760,1407,1730,93.00,522.00,2010/01/31,,,06/14/2010 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3625951,"(39.703441, -105.089713)",3625951  94881,1008
0440530 ,6047-F-R,Well Constructed,BOULDER,,Yes,1.0 S,69.0 W,5,NE,NW,,,,,488128.0,4427537.0,General Purpose,02/14/2001,07/17/2020,,LARAMIE FOX HILLS,Municipal,,440,166,430,27.00,120.00,2020/07/14,0605367,W6180,09/21/2020 08:32:00 AM,https://dwr.state.co.us/Tools/WellPermits/0440530,"(39.997939, -105.139088)",0440530  344901,85
0503309 ,58961-F,Well Constructed,DOUGLAS,,Yes,6.0 S,69.0 W,25,SE,NE,650,E,2600,N,495109.9,4372280.1,General Purpose,09/14/2001,04/26/2002,,LARAMIE FOX HILLS,"Domestic, Stock",,,,,,,,0811573,01CW291,09/25/2015 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0503309,"(39.500132, -105.056885)",0503309  16904,3133
3658930 ,12295-F-R,Well Constructed,BOULDER,,Yes,1.0 N,69.0 W,31,SE,SE,135,E,375,S,487175.3,4427906.3,General Purpose,07/26/2013,07/25/2013,,LARAMIE-FOX HILLS,Municipal,,388,118,388,23.00,144.00,2013/07/26,,W5061,11/08/2013 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/3658930,"(40.00125, -105.150259)",3658930  103804,85
0314778,157937-,Well Constructed,DOUGLAS,,Yes,6.0 S,69.0 W,24,SE,NE,830,E,2380,N,495056.8,4373956.7,Residential,09/07/1990,09/10/1990,,LARAMIE FOX HILLS,Domestic,,1140,980,1140,15.00,15.00,1990/09/07,,,10/19/1990 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0314778,"(39.515242, -105.057513)",0314778 10765,3133
0495197 ,58988-F,Well Constructed,BROOMFIELD,,Yes,1.0 S,69.0 W,14,SW,SW,700,W,200,S,492474.5,4423144.9,General Purpose,10/21/2002,03/31/2003,,LARAMIE FOX HILLS,"Irrigation, Other",5210,720,,,21.00,441.00,2002/10/21,,,06/02/2003 12:00:00 AM,https://dwr.state.co.us/Tools/WellPermits/0495197,"(39.958418, -105.088125)",0495197  63004,85
0348041,168439-,Well Constructed,JEFFERSON,,Yes,2.0 S,69.0 W,32,SE,NE,1012,E,2030,N,488672.5,4409596.8,Residential,02/04/1994,02/19/1994,,LARAMIE FOX HILLS,Domestic,,1220,1020,1220,14.00,507.00,1994/02/04,,,11/16/2017 05:38:00 PM,https://dwr.state.co.us/Tools/WellPermits/0348041,"(39.836309, -105.132404)",0348041 378705,1008
