"year","institutionname","institutionlevelid","institutionlevel","institutiontype","taxtype","cobased","division","agedesc","agemin","agemax","gender","ethnicity","studentlevel","degreelevel","residencyid","residency","cip2","cip","programname","recordcount"
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,"11"
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","14","14.0801","Civil Engineering, General",
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0903","Music Performance, General",
"2011",,,,,,,,,,,"Female","Unknown","Graduate","Masters","1","In-State","14","14.0501","Bioengineering and Biomedical Engineering",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","13","13.0603","Educational Statistics and Research Methods",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","13","13.0603","Educational Statistics and Research Methods",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","20","20.0201",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","22","22.0103",,"10"
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","40","40.0801","Physics, General",
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","52","52.0801","Finance, General",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Doctoral","1","In-State","14","14.1801","Materials Engineering",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1614",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","51","51.2202","Environmental Health",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2005","Colorado State University - Pueblo","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Female","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","43","43.0104","Criminal Justice/Safety Studies",
"2011",,,,,,,,,,,"Female","Native American or Alaskan Native","Graduate","Masters","1","In-State","42","42.2806","Educational Psychology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0501","Chemistry, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0501","Chemistry, General",
"2016","Colorado State University","4","University","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","Unknown","Undergraduate","Bachelor","1","In-State","14","14.1001","Electrical and Electronics Engineering",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0501","Chemistry, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","15","15.0301",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Certificate","1","In-State","48","48.0501","Machine Tool Technology/Machinist",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","1","In-State","5","5.0299",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","42","42.2806","Educational Psychology",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Professional","2","Out-of-State","51","51.3801","Registered Nursing/Registered Nurse",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Professional","2","Out-of-State","51","51.3801","Registered Nursing/Registered Nurse",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Professional","2","Out-of-State","51","51.3801","Registered Nursing/Registered Nurse",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Professional","2","Out-of-State","51","51.3801","Registered Nursing/Registered Nurse",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.1105",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","15","15.0301",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","9","9.0401",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","27","27.0101","Mathematics, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","27","27.0101","Mathematics, General",
"2016","University of Colorado Boulder","4","University","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","14","14.1001","Electrical and Electronics Engineering",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","38","38.0101","Philosophy",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","45","45.1001","Political Science and Government, General",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0601","Film/Cinema/Video Studies",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","11","11.0101","Computer and Information Sciences, General",
"2011",,,,,,,,,,,"Unknown","Unknown","Undergraduate","Bachelor","1","In-State","52","52.0301","Accounting",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","2","Out-of-State","45","45.0101","Social Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","52","52.1301","Management Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","52","52.1301","Management Science",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","26","26.0701","Zoology/Animal Biology",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","26","26.0701","Zoology/Animal Biology",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0801","Finance, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Non-Resident Alien","Undergraduate","Certificate","2","Out-of-State","8","8.1105",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Non-Resident Alien","Undergraduate","Certificate","2","Out-of-State","20","20.0201",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","52","52.0801","Finance, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","52","52.0905","Restaurant/Food Services Management",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0501","Drama and Dramatics/Theatre Arts, General",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0501","Drama and Dramatics/Theatre Arts, General",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0501","Drama and Dramatics/Theatre Arts, General",
"2011",,,,,,,,,,,"Female","Black or African American","Undergraduate","Bachelor","1","In-State","50","50.0501","Drama and Dramatics/Theatre Arts, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","2","Out-of-State","51","51","Health Services/Allied Health/Health Sciences, General",
"2011",,,,,,,,,,,"Male","Unknown","Undergraduate","Bachelor","2","Out-of-State","14","14.1201","Engineering Physics/Applied Physics",
"2011",,,,,,,,,,,"Female","Black or African American","Graduate","Masters","1","In-State","51","51.0912","Physician Assistant",
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","27","27.0101","Mathematics, General",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Non-Resident Alien","Undergraduate","Certificate","2","Out-of-State","8","8.1105",,
"2011",,,,,,,,,,,"Male","Native American or Alaskan Native","Undergraduate","Bachelor","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","42","42.2803","Counseling Psychology",
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","White, non-Hispanic","Undergraduate","Associate","2","Out-of-State","22","22.0103",,
"2011",,,,,,,,,,,"Male","Hispanic","Graduate","Masters","1","In-State","42","42.2803","Counseling Psychology",
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Graduate","Masters","1","In-State","13","13.0499","Educational Administration and Supervision, Other",
"2011",,,,,,,,,,,"Female","More than one race/ethnicity (non-hispanic)","Graduate","Masters","1","In-State","13","13.0499","Educational Administration and Supervision, Other",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Male","Unknown Ethnicity","Undergraduate","Certificate","2","Out-of-State","15","15.0301",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","9","9.0101",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","47","47.0604","Automobile/Automotive Mechanics Technology/Technician",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","47","47.0604","Automobile/Automotive Mechanics Technology/Technician",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","47","47.0604","Automobile/Automotive Mechanics Technology/Technician",
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0409","Graphic Design",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","2","Out-of-State","3","3.0502",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","14","14.9999","Engineering, Other",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0901","Music, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","23","23.1301","Writing, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","23","23.1301","Writing, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","43","43.0107","Criminal Justice/Police Science",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","43","43.0107","Criminal Justice/Police Science",
"2011",,,,,,,,,,,"Male","Non-Resident Alien","Undergraduate","Bachelor","2","Out-of-State","4","4.0401",,
"2001","Arapahoe Community College","2","College","Public","Not-for-Profit","Yes","DHE","Over 40","40",,"Male","Unknown Ethnicity","Undergraduate","Certificate","2","Out-of-State","15","15.0301",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","1","1.1201",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","Under 17",,"17","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Female","Hispanic","Undergraduate","Bachelor","1","In-State","45","45.0601","Economics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.3901","Geological/Geophysical Engineering",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","2","2.0203",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.3901","Geological/Geophysical Engineering",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Doctoral","1","In-State","13","13.0401","Educational Leadership and Administration, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","51","51.1601",,
"2011",,,,,,,,,,,"Female","Asian","Graduate","Doctoral","1","In-State","26","26.1501","Neuroscience",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.0708",,
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","50","50.0501","Drama and Dramatics/Theatre Arts, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","51","51.1613",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","14","14.2101","Mining and Mineral Engineering",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","14","14.2101","Mining and Mineral Engineering",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","8","8.0708",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","9","9.0101",,
"2011",,,,,,,,,,,"Male","Hispanic","Undergraduate","Bachelor","1","In-State","3","3.0601",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","14","14.0101","Engineering, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","27","27.0101","Mathematics, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","17-20","17","20","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","27","27.0101","Mathematics, General",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","15","15.0303","Electrical, Electronic and Communications Engineering Technology/Technician",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","Unknown Ethnicity","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","2","2.0203",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Associate","1","In-State","20","20.0203",,
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","15","15.0303","Electrical, Electronic and Communications Engineering Technology/Technician",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","51","51.3399","Alternative and Complementary Medicine and Medical Systems, Other",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","51","51.3399","Alternative and Complementary Medicine and Medical Systems, Other",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","51","51.3399","Alternative and Complementary Medicine and Medical Systems, Other",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","51","51.3399","Alternative and Complementary Medicine and Medical Systems, Other",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Female","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","14","14.2001","Metallurgical Engineering",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","1","In-State","31","31.0505","Kinesiology and Exercise Science",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Doctoral","2","Out-of-State","14","14.1001","Electrical and Electronics Engineering",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Doctoral","1","In-State","45","45.1101","Sociology",
"2011",,,,,,,,,,,"Female","Non-Resident Alien","Graduate","Masters","2","Out-of-State","26","26.0102","Biomedical Sciences, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","8","8.0708",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","White, non-Hispanic","Undergraduate","Associate","1","In-State","20","20.0401",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0401","Atmospheric Sciences and Meteorology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0401","Atmospheric Sciences and Meteorology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0401","Atmospheric Sciences and Meteorology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Graduate","Masters","1","In-State","40","40.0401","Atmospheric Sciences and Meteorology, General",
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","52","52.1401","Marketing/Marketing Management, General",
"2011",,,,,,,,,,,"Male","Black or African American","Undergraduate","Bachelor","1","In-State","52","52.1401","Marketing/Marketing Management, General",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","2","Out-of-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Male","Asian","Undergraduate","Bachelor","2","Out-of-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0404","Industrial and Product Design",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","1","In-State","50","50.0404","Industrial and Product Design",
"2011",,,,,,,,,,,"Female","Black or African American","Graduate","Professional","1","In-State","22","22.0101","Law",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","25","25.0101","Library and Information Science",
"2011",,,,,,,,,,,"Male","White, non-Hispanic","Graduate","Masters","2","Out-of-State","25","25.0101","Library and Information Science",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","26","26.0202","Biochemistry",
"2011",,,,,,,,,,,"Female","Asian","Undergraduate","Bachelor","1","In-State","26","26.0202","Biochemistry",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","42","42.0101","Psychology, General",
"2011",,,,,,,,,,,"Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","1","In-State","42","42.0101","Psychology, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","8","8.0708",,
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2011",,,,,,,,,,,"Female","White, non-Hispanic","Undergraduate","Bachelor","2","Out-of-State","26","26.0101","Biology/Biological Sciences, General",
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","21-24","21","24","Male","White, non-Hispanic","Undergraduate","Certificate","1","In-State","52","52.1204",,
"2001","Colorado Mountain College","2","College","Public","Not-for-Profit","Yes","DHE","25-40","25","40","Female","Asian or Pacific Islander","Undergraduate","Associate","1","In-State","20","20.0203",,
