deviceNetType,deviceNetworkType,deviceSignalStrength,deviceNetOp,deviceSimOp,addressZip,latitude,longitude,location,Counties
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,81144,37.630000000000003,-106.09,"(37.63, -106.09)",35
CDMA1xRTT,,-35,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,80446,39.92,-105.78,"(39.92, -105.78)",1450
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,80446,39.92,-105.78,"(39.92, -105.78)",1450
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,80809,38.9,-104.97,"(38.9, -104.97)",1447
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,80446,39.909999999999997,-105.78,"(39.91, -105.78)",1450
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,80814,38.94,-105.14,"(38.94, -105.14)",1071
LTE,CDMA,-35,Verizon Wireless,Verizon Wireless,80210,39.68,-104.95,"(39.68, -104.95)",1444
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,81101,37.450000000000003,-105.99,"(37.45, -105.99)",83
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,81101,37.450000000000003,-105.99,"(37.45, -105.99)",83
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,81101,37.47,-105.89,"(37.47, -105.89)",83
CDMA1xEVDORevA,,-35,Verizon Wireless,Verizon Wireless,81101,37.47,-105.89,"(37.47, -105.89)",83
CDMA1xRTT,,-35,Verizon Wireless,Verizon Wireless,80221,39.81,-104.98,"(39.81, -104.98)",82
,,-36,AT&T Wireless,AT&T Wireless,80234,39.909999999999997,-105.02,"(39.91, -105.02)",82
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80019,39.74,-104.71,"(39.74, -104.71)",1395
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,81054,38.049999999999997,-103.33,"(38.05, -103.33)",84
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,81416,38.74,-108.07,"(38.74, -108.07)",1443
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,81230,38.26,-106.7,"(38.26, -106.7)",1067
,,-36,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.97,"(39.7, -104.97)",1444
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80809,38.909999999999997,-104.98,"(38.91, -104.98)",1447
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80446,40.090000000000003,-105.89,"(40.09, -105.89)",1450
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80829,38.86,-104.91,"(38.86, -104.91)",1447
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80015,39.619999999999997,-104.74,"(39.62, -104.74)",1395
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80723,40.25,-103.51,"(40.25, -103.51)",1059
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80015,39.619999999999997,-104.74,"(39.62, -104.74)",1395
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80863,38.94,-105.02,"(38.94, -105.02)",1447
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80814,38.950000000000003,-105.22,"(38.95, -105.22)",1071
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,81144,37.58,-106.15,"(37.58, -106.15)",35
LTE,CDMA,-36,Verizon Wireless,Verizon Wireless,80002,39.799999999999997,-105.11,"(39.8, -105.11)",1008
,,-36,Verizon Wireless,Verizon Wireless,80203,39.74,-104.98,"(39.74, -104.98)",1444
CDMA1xEVDORevA,,-36,Verizon Wireless,Verizon Wireless,80814,38.950000000000003,-105.22,"(38.95, -105.22)",1071
CDMA1xRTT,,-36,Verizon Wireless,Verizon Wireless,80216,39.799999999999997,-104.98,"(39.8, -104.98)",82
CDMA1xRTT,,-36,Verizon Wireless,Verizon Wireless,80216,39.799999999999997,-104.98,"(39.8, -104.98)",82
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,81140,37.159999999999997,-105.94,"(37.16, -105.94)",1440
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,81101,37.5,-105.96,"(37.5, -105.96)",83
CDMA1xRTT,,-37,Verizon Wireless,Verizon Wireless,80231,39.67,-104.89,"(39.67, -104.89)",1444
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80814,38.96,-105.2,"(38.96, -105.2)",1071
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80654,40.229999999999997,-104.13,"(40.23, -104.13)",1059
LTE,CDMA,-37,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.98,"(39.7, -104.98)",1444
CDMA1xEVDORevA,CDMA,-37,Verizon Wireless,Verizon Wireless,81501,39.08,-108.55,"(39.08, -108.55)",1015
CDMA1xEVDORevA,CDMA,-37,Verizon Wireless,Verizon Wireless,81506,39.11,-108.53,"(39.11, -108.53)",1015
,,-37,Verizon Wireless,Verizon Wireless,80209,39.700000000000003,-104.96,"(39.7, -104.96)",1444
CDMA1xEVDORevA,CDMA,-37,Verizon Wireless,Verizon Wireless,81501,39.07,-108.55,"(39.07, -108.55)",1015
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80603,39.950000000000003,-104.77,"(39.95, -104.77)",82
LTE,CDMA,-37,Verizon Wireless,Verizon Wireless,80204,39.72,-104.98,"(39.72, -104.98)",1444
LTE,CDMA,-37,Verizon Wireless,Verizon Wireless,80223,39.700000000000003,-104.99,"(39.7, -104.99)",1444
LTE,CDMA,-37,Verizon Wireless,Verizon Wireless,80305,40,-105.26,"(40.0, -105.26)",85
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,81125,37.869999999999997,-106.14,"(37.87, -106.14)",1067
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,81089,37.630000000000003,-104.76,"(37.63, -104.76)",1006
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80446,40.090000000000003,-105.89,"(40.09, -105.89)",1450
LTE,CDMA,-37,Verizon Wireless,Verizon Wireless,80108,39.5,-104.87,"(39.5, -104.87)",3133
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80809,38.950000000000003,-105.02,"(38.95, -105.02)",1447
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80640,39.85,-104.91,"(39.85, -104.91)",82
LTE,CDMA,-37,Verizon Wireless,Verizon Wireless,80303,40,-105.25,"(40.0, -105.25)",85
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80229,39.83,-104.95,"(39.83, -104.95)",82
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80809,38.909999999999997,-104.98,"(38.91, -104.98)",1447
CDMA1xEVDORevA,,-37,Verizon Wireless,Verizon Wireless,80809,38.950000000000003,-105.02,"(38.95, -105.02)",1447
CDMA1xRTT,,-38,Verizon Wireless,Verizon Wireless,81123,37.46,-105.56,"(37.46, -105.56)",1441
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,81125,37.74,-105.94,"(37.74, -105.94)",83
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,81418,38.85,-107.95,"(38.85, -107.95)",1443
CDMA - eHRPD,CDMA,-38,Verizon Wireless,Verizon Wireless,80209,39.71,-104.95,"(39.71, -104.95)",1444
LTE,CDMA,-38,Verizon Wireless,Verizon Wireless,80207,39.76,-104.93,"(39.76, -104.93)",1444
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,81125,37.74,-105.95,"(37.74, -105.95)",83
CDMA - eHRPD,CDMA,-38,Verizon Wireless,Verizon Wireless,80205,39.76,-104.97,"(39.76, -104.97)",1444
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80216,39.81,-104.99,"(39.81, -104.99)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80221,39.81,-105,"(39.81, -105.0)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80221,39.81,-105.02,"(39.81, -105.02)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80221,39.81,-105.01,"(39.81, -105.01)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80022,39.85,-104.91,"(39.85, -104.91)",82
LTE,CDMA,-38,Verizon Wireless,Verizon Wireless,80528,40.49,-104.99,"(40.49, -104.99)",1012
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80221,39.799999999999997,-105,"(39.8, -105.0)",82
CDMA1xEVDORevA,CDMA,-38,Verizon Wireless,Verizon Wireless,81501,39.06,-108.53,"(39.06, -108.53)",1015
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80221,39.81,-105.01,"(39.81, -105.01)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80221,39.799999999999997,-105,"(39.8, -105.0)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80814,38.96,-105.21,"(38.96, -105.21)",1071
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,80814,38.96,-105.21,"(38.96, -105.21)",1071
CDMA1xRTT,,-38,Verizon Wireless,Verizon Wireless,80640,39.869999999999997,-104.9,"(39.87, -104.9)",82
CDMA1xRTT,,-38,Verizon Wireless,Verizon Wireless,80216,39.799999999999997,-104.98,"(39.8, -104.98)",82
CDMA1xEVDORevA,,-38,Verizon Wireless,Verizon Wireless,81144,37.619999999999997,-106.09,"(37.62, -106.09)",35
CDMA1xRTT,,-38,Verizon Wireless,Verizon Wireless,81004,38.229999999999997,-104.61,"(38.23, -104.61)",34
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,81416,38.74,-108.07,"(38.74, -108.07)",1443
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80018,39.72,-104.72,"(39.72, -104.72)",1395
,,-39,AT&T Wireless,AT&T Wireless,80209,39.71,-104.95,"(39.71, -104.95)",1444
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,81067,38.03,-103.68,"(38.03, -103.68)",1060
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80022,39.83,-104.93,"(39.83, -104.93)",82
,,-39,Verizon Wireless,Verizon Wireless,80121,39.6,-104.98,"(39.6, -104.98)",1395
,,-39,Verizon Wireless,Verizon Wireless,80113,39.65,-104.98,"(39.65, -104.98)",1395
,,-39,Verizon Wireless,Verizon Wireless,80210,39.68,-104.97,"(39.68, -104.97)",1444
CDMA1xEVDORevA,CDMA,-39,Verizon Wireless,Verizon Wireless,80104,39.4,-104.85,"(39.4, -104.85)",3133
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
LTE,CDMA,-39,Verizon Wireless,Verizon Wireless,80403,39.76,-105.42,"(39.76, -105.42)",89
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80221,39.82,-104.98,"(39.82, -104.98)",82
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80601,39.94,-104.78,"(39.94, -104.78)",82
LTE,CDMA,-39,Verizon Wireless,Verizon Wireless,80113,39.630000000000003,-104.98,"(39.63, -104.98)",1395
,,-39,Verizon Wireless,Verizon Wireless,80128,39.56,-105.06,"(39.56, -105.06)",1008
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80863,38.979999999999997,-105.06,"(38.98, -105.06)",1071
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80640,39.85,-104.92,"(39.85, -104.92)",82
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80863,38.979999999999997,-105.06,"(38.98, -105.06)",1071
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80204,39.72,-104.99,"(39.72, -104.99)",1444
,,-39,Verizon Wireless,Verizon Wireless,80120,39.58,-105.03,"(39.58, -105.03)",1395
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80446,40.04,-105.93,"(40.04, -105.93)",1450
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80112,39.549999999999997,-104.86,"(39.55, -104.86)",3133
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,81155,38.15,-105.95,"(38.15, -105.95)",1067
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80640,39.9,-104.86,"(39.9, -104.86)",82
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80459,40.25,-106.45,"(40.25, -106.45)",1450
NO DATA,CDMA,-39,Verizon Wireless,Verizon Wireless,80206,39.71,-104.95,"(39.71, -104.95)",1444
3G,CDMA,-39,Verizon Wireless,Verizon Wireless,80246,39.700000000000003,-104.94,"(39.7, -104.94)",1444
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80459,40.25,-106.45,"(40.25, -106.45)",1450
CDMA1xEVDORevA,,-39,Verizon Wireless,Verizon Wireless,80814,38.96,-105.17,"(38.96, -105.17)",1071
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80459,40.06,-106.38,"(40.06, -106.38)",1450
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,81101,37.5,-105.97,"(37.5, -105.97)",83
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80814,38.869999999999997,-105.15,"(38.87, -105.15)",1071
CDMA1xRTT,,-40,Verizon Wireless,Verizon Wireless,80124,39.549999999999997,-104.88,"(39.55, -104.88)",3133
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80701,40.29,-103.9,"(40.29, -103.9)",1059
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80814,38.93,-105.15,"(38.93, -105.15)",1071
LTE,CDMA,-40,Verizon Wireless,Verizon Wireless,80435,39.68,-105.89,"(39.68, -105.89)",1439
,,-40,AT&T Wireless,AT&T Wireless,80230,39.770000000000003,-104.89,"(39.77, -104.89)",1444
LTE,CDMA,-40,Verizon Wireless,Verizon Wireless,80203,39.729999999999997,-104.98,"(39.73, -104.98)",1444
CDMA - eHRPD,CDMA,-40,Verizon Wireless,Verizon Wireless,80202,39.74,-104.99,"(39.74, -104.99)",1444
LTE,CDMA,-40,Verizon Wireless,Verizon Wireless,80203,39.74,-104.98,"(39.74, -104.98)",1444
3G,CDMA,-40,Verizon Wireless,Verizon Wireless,80202,39.75,-105,"(39.75, -105.0)",1444
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80814,38.96,-105.21,"(38.96, -105.21)",1071
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,81025,38.17,-104.17,"(38.17, -104.17)",34
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,81050,37.979999999999997,-103.55,"(37.98, -103.55)",1060
CDMA1xEVDORevA,CDMA,-40,Verizon Wireless,Verizon Wireless,80104,39.4,-104.85,"(39.4, -104.85)",3133
3G,CDMA,-40,Verizon Wireless,Verizon Wireless,80222,39.68,-104.94,"(39.68, -104.94)",1444
Unknown,CDMA,-40,Sprint,Sprint,80304,40.020000000000003,-105.28,"(40.02, -105.28)",85
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80816,38.93,-105.19,"(38.93, -105.19)",1071
,,-40,AT&T Wireless,AT&T Wireless,80205,39.75,-104.98,"(39.75, -104.98)",1444
LTE,CDMA,-40,Verizon Wireless,Verizon Wireless,80903,38.83,-104.82,"(38.83, -104.82)",1447
Unknown,CDMA,-40,Verizon Wireless,Verizon Wireless,80224,39.65,-104.9,"(39.65, -104.9)",1444
3G,CDMA,-40,Verizon Wireless,Verizon Wireless,80206,39.71,-104.95,"(39.71, -104.95)",1444
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80921,39.020000000000003,-104.83,"(39.02, -104.83)",1447
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,81416,38.76,-108.14,"(38.76, -108.14)",1443
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,81416,38.72,-108.06,"(38.72, -108.06)",1443
LTE,CDMA,-40,Verizon Wireless,Verizon Wireless,80293,39.74,-104.99,"(39.74, -104.99)",1444
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,80446,40.08,-105.93,"(40.08, -105.93)",1450
CDMA1xRTT,,-40,Verizon Wireless,Verizon Wireless,80230,39.770000000000003,-104.89,"(39.77, -104.89)",1444
LTE,CDMA,-40,Verizon Wireless,Verizon Wireless,80309,40,-105.26,"(40.0, -105.26)",85
3G,,-40,Verizon Wireless,Verizon Wireless,80246,39.700000000000003,-104.94,"(39.7, -104.94)",1444
CDMA1xEVDORevA,,-40,Verizon Wireless,Verizon Wireless,81401,38.5,-107.9,"(38.5, -107.9)",32
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80446,39.99,-105.86,"(39.99, -105.86)",1450
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80446,39.99,-105.86,"(39.99, -105.86)",1450
CDMA1xRTT,,-41,Verizon Wireless,Verizon Wireless,80603,39.93,-104.79,"(39.93, -104.79)",82
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80301,40.07,-105.2,"(40.07, -105.2)",85
CDMA - eHRPD,CDMA,-41,Verizon Wireless,Verizon Wireless,80209,39.69,-104.94,"(39.69, -104.94)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80602,39.979999999999997,-104.94,"(39.98, -104.94)",82
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80640,39.880000000000003,-104.86,"(39.88, -104.86)",82
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80640,39.880000000000003,-104.88,"(39.88, -104.88)",82
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80229,39.82,-104.95,"(39.82, -104.95)",82
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80809,38.89,-104.95,"(38.89, -104.95)",1447
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80109,39.4,-104.86,"(39.4, -104.86)",3133
CDMA1xRTT,,-41,Verizon Wireless,Verizon Wireless,80230,39.770000000000003,-104.88,"(39.77, -104.88)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80640,39.869999999999997,-104.89,"(39.87, -104.89)",82
CDMA - eHRPD,CDMA,-41,Verizon Wireless,Verizon Wireless,80209,39.71,-104.95,"(39.71, -104.95)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80446,40.08,-105.94,"(40.08, -105.94)",1450
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80231,39.67,-104.86,"(39.67, -104.86)",1395
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80222,39.64,-104.91,"(39.64, -104.91)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80446,40.06,-105.92,"(40.06, -105.92)",1450
CDMA1xRTT,,-41,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
CDMA1xEVDORevA,CDMA,-41,Verizon Wireless,Verizon Wireless,81505,39.1,-108.63,"(39.1, -108.63)",1015
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80222,39.68,-104.93,"(39.68, -104.93)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80222,39.67,-104.93,"(39.67, -104.93)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80237,39.619999999999997,-104.9,"(39.62, -104.9)",1395
CDMA1xEVDORevA,CDMA,-41,Verizon Wireless,Verizon Wireless,80104,39.4,-104.85,"(39.4, -104.85)",3133
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80022,39.83,-104.92,"(39.83, -104.92)",82
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80222,39.659999999999997,-104.92,"(39.66, -104.92)",1444
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
CDMA1xEVDORevA,,-41,Verizon Wireless,Verizon Wireless,80022,39.840000000000003,-104.92,"(39.84, -104.92)",82
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80210,39.68,-104.95,"(39.68, -104.95)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80210,39.68,-104.94,"(39.68, -104.94)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80210,39.68,-104.96,"(39.68, -104.96)",1444
,,-41,Verizon Wireless,Verizon Wireless,80209,39.71,-104.97,"(39.71, -104.97)",1444
LTE,CDMA,-41,Verizon Wireless,Verizon Wireless,80237,39.630000000000003,-104.9,"(39.63, -104.9)",1395
