DIV,WD,County,Station Name,Data Source,DWR Abbrev,USGS Station ID,Station Status,Station Type,Date Time,Variable,Stage,Amount,Flag,More Information,Location,Counties
1,2,WELD,BEEMAN DITCH DELIVERY TO FORT ST. VRAIN POWER PLANT,Cooperative SDR Program of CDWR & NCWCD,BNSVPPCO,,Active,Stream,09/08/2022 09:45:00 PM,DISCHRG,0.37,3.33,,https://dwr.state.co.us/Tools/Stations/BNSVPPCO,"(40.232971, -104.867388)",1072
1,2,WELD,NEW BRANTNER RETURN TO BIG DRY CRK,Co. Division of Water Resources,0202992A,,Active,Diversion,09/08/2022 10:15:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/0202992A,"(40.026199, -104.891662)",1072
1,2,WELD,SLATE DITCH,Cooperative SDR Program of CDWR & NCWCD,SLTDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.18,0.69,,https://dwr.state.co.us/Tools/Stations/SLTDITCO,"(40.091437, -104.864449)",1072
1,2,WELD,CCWCD GODFREY DITCH AUG RETURN,Co. Division of Water Resources,CENGODCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,4.57,,https://dwr.state.co.us/Tools/Stations/CENGODCO,"(40.354475, -104.711009)",1072
1,2,ADAMS,"SAND CREEK AT MOUTH NR COMMERCE CITY,CO",U.S. Geological Survey,SANCOMCO,394839104570300,Active,Stream,09/08/2022 09:50:00 PM,DISCHRG,,5.58,,https://dwr.state.co.us/Tools/Stations/SANCOMCO,"(39.810975, -104.951596)",82
1,2,WELD,WESTERN TAIL DITCH,Cooperative SDR Program of CDWR & NCWCD,WSTRTLCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.16,1.08,,https://dwr.state.co.us/Tools/Stations/WSTRTLCO,"(40.342628, -104.6871)",1072
1,2,WELD,FT LUPTON SEC 3 AUG RETURN,Co. Division of Water Resources,FUL3RTCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,1.36,,https://dwr.state.co.us/Tools/Stations/FUL3RTCO,"(40.080048, -104.806719)",1072
1,2,WELD,YOXALL DITCH,Cooperative SDR Program of CDWR & NCWCD,YOXDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.37,1.82,,https://dwr.state.co.us/Tools/Stations/YOXDITCO,"(40.015201, -104.904616)",1072
1,2,WELD,SAND HILL LAKE (OUTLET),"Cooperative Program of CDWR, NCWCD & LSPWCD",SHLOUTCO,,Active,Stream,09/08/2022 09:45:00 PM,DISCHRG,0.63,15.23,,https://dwr.state.co.us/Tools/Stations/SHLOUTCO,"(40.116217, -104.845636)",1072
1,2,WELD,ABBETT DITCH,Cooperative SDR Program of CDWR & NCWCD,ABBDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.02,0,,https://dwr.state.co.us/Tools/Stations/ABBDITCO,"(40.203675, -104.854121)",1072
1,2,ADAMS,"SAND CREEK ABOVE BURLINGTON DITCH NEAR COMMERCE CITY, CO",U.S. Geological Survey,SANABDCO,06714360,Active,Stream,09/08/2022 09:15:00 PM,DISCHRG,,7.8,,https://dwr.state.co.us/Tools/Stations/SANABDCO,"(39.810073, -104.950428)",82
1,2,WELD,SAND HILL LAKE LM OUTLET,"Cooperative Program of CDWR, NCWCD & LSPWCD",SHLLMOCO,,Active,Stream,09/08/2022 09:45:00 PM,DISCHRG,-0.14,0,,https://dwr.state.co.us/Tools/Stations/SHLLMOCO,"(40.116136, -104.845777)",1072
1,2,WELD,CCWCD LUPTON BOTTOMS 14.5 AUG RTN,Co. Division of Water Resources,CENTLBCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,7.88,,https://dwr.state.co.us/Tools/Stations/CENTLBCO,"(40.095355, -104.823287)",1072
1,2,WELD,MEADOW ISLAND #2 AND BEEMAN COMBINED,"Cooperative Program of CDWR, NCWCD & LSPWCD",MDWDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.31,47.71,,https://dwr.state.co.us/Tools/Stations/MDWDITCO,"(40.169467, -104.841616)",1072
1,2,ADAMS,"BIG DRY CREEK AT WESTMINSTER, COLO",U.S. Geological Survey,BIGWESCO,06720820,Active,Stream,09/08/2022 09:30:00 PM,DISCHRG,,3.37,,https://dwr.state.co.us/Tools/Stations/BIGWESCO,"(39.905684, -105.0354)",82
1,2,UNKNOWN,GARDENER DITCH TO CHEROKEE POWER PLANT,Co. Division of Water Resources,GDRDITCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/GDRDITCO,"(39.812052, -104.964587)",82
1,2,WELD,FULTON UNITED AUG STATION,Co. Division of Water Resources,0202990A,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,1.63,,https://dwr.state.co.us/Tools/Stations/0202990A,"(40.051543, -104.79191)",1072
1,2,ADAMS,TANI LAKES INLET FROM BURLINGTON,Co. Division of Water Resources,0203700A,,Active,Stream,09/08/2022 10:15:00 PM,DISCHRG,,32.5,,https://dwr.state.co.us/Tools/Stations/0203700A,"(39.833962, -104.938923)",82
1,2,WELD,LOWER LATHAM BYPASS NO 2,"Cooperative Program of CDWR, NCWCD & LSPWCD",LLABY2CO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.48,23.1,,https://dwr.state.co.us/Tools/Stations/LLABY2CO,"(40.361887, -104.703004)",1072
1,2,ADAMS,KEN MITCHEL RES INLET PUMP,Co. Division of Water Resources,KMLPINCO,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/KMLPINCO,"(39.973166, -104.849506)",82
1,2,WELD,PATTERSON DITCH,Cooperative SDR Program of CDWR & NCWCD,PATDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.98,18.01,,https://dwr.state.co.us/Tools/Stations/PATDITCO,"(40.398105, -104.645941)",1072
1,2,WELD,"SOUTH PLATTE RIVER AT PLATTEVILLE, CO",Co. Division of Water Resources,PLAPLACO,,Active,Stream,09/08/2022 10:00:00 PM,DISCHRG,3.08,93.6,,https://dwr.state.co.us/Tools/Stations/PLAPLACO,"(40.224922, -104.849703)",1072
1,2,WELD,AURORA PRAIRIE WATER WELL FIELD TOTAL,Co. Division of Water Resources,AURAPWCO,,Active,Stream,09/08/2022 01:45:00 PM,DISCHRG,,7.12,,https://dwr.state.co.us/Tools/Stations/AURAPWCO,"(40.007704, -104.819943)",1072
1,2,WELD,LOWER LATHAM AUGMENTATION BYPASS,"Cooperative Program of CDWR, NCWCD & LSPWCD",LLABYPCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.14,2.49,,https://dwr.state.co.us/Tools/Stations/LLABYPCO,"(40.361611, -104.704254)",1072
1,2,WELD,WALKER RESERVOIR,Co. Division of Water Resources,0203358B,,Active,Reservoir,09/08/2022 09:30:00 PM,STORAGE,4918.69,822,,https://dwr.state.co.us/Tools/Stations/0203358B,"(40.007178, -104.829982)",1072
1,2,ADAMS,BRIGHTON RETURN,Cooperative SDR Program of CDWR & NCWCD,BRTWSTCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,2.61,148.52,,https://dwr.state.co.us/Tools/Stations/BRTWSTCO,"(39.986068, -104.842872)",82
1,2,UNKNOWN,SOUTH RESERVOIR COMPLEX OUTFLOW,Co. Division of Water Resources,SCPOUTCO,,Active,Stream,09/06/2022 12:00:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/SCPOUTCO,"(39.824354, -104.950687)",82
1,2,WELD,UNION DITCH NEAR MILLIKEN,"Cooperative Program of CDWR, NCWCD & LSPWCD",UNION2CO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.58,97.19,,https://dwr.state.co.us/Tools/Stations/UNION2CO,"(40.319152, -104.807298)",1072
1,2,WELD,NEW BRANTNER EXTENSION RETURN TO LITTLE DRY CREEK,Co. Division of Water Resources,0202994A,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/0202994A,"(40.077495, -104.885482)",1072
1,2,ADAMS,ERGERS POND GRAVITY INLET,Co. Division of Water Resources,ERGGINCO,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/ERGGINCO,"(39.977705, -104.841404)",82
1,2,ADAMS,SOUTH RESERVOIR COMPLEX INFLOW,Co. Division of Water Resources,SCPXINCO,,Active,Stream,09/06/2022 12:00:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/SCPXINCO,"(39.815496, -104.946954)",82
1,2,ADAMS,CITY OF BRIGHTON SEWER OUTFLOW,Co. Division of Water Resources,BRISEWCO,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,2.86,,https://dwr.state.co.us/Tools/Stations/BRISEWCO,"(39.992361, -104.826657)",82
1,2,ADAMS,NORTH RESERVOIR COMPLEX OUTFLOW,Co. Division of Water Resources,NCPOUTCO,,Active,Stream,09/08/2022 10:30:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/NCPOUTCO,"(39.912955, -104.87456)",82
1,2,WELD,SECTION 3 AUGMENTATION RETURN,Co. Division of Water Resources,SEC3RTCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,0.16,,https://dwr.state.co.us/Tools/Stations/SEC3RTCO,"(40.343819, -104.763345)",1072
1,2,UNKNOWN,PLUMB DITCH TAIL,Cooperative SDR Program of CDWR & NCWCD,PLMTAICO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.86,7.91,,https://dwr.state.co.us/Tools/Stations/PLMTAICO,"(40.407176, -104.583349)",1072
1,2,ADAMS,KEN MITCHELL LAKES GRAVITY INLET,Co. Division of Water Resources,KMLGINCO,,Active,Diversion,09/30/1999 12:00:00 AM,DISCHRG,,,,https://dwr.state.co.us/Tools/Stations/KMLGINCO,"(39.973374, -104.850372)",82
1,2,ADAMS,FORD SEEP DITCH,Co. Division of Water Resources,FRDSEPCO,,Active,Diversion,09/08/2022 09:00:00 PM,DISCHRG,,0.99,,https://dwr.state.co.us/Tools/Stations/FRDSEPCO,"(39.881475, -104.914649)",82
1,2,WELD,EVANS #2 DITCH,Co. Division of Water Resources,EVANS2CO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,1.61,125,,https://dwr.state.co.us/Tools/Stations/EVANS2CO,"(40.129434, -104.81496)",1072
1,2,WELD,ROSENBROCK AUGMENTATION RETURN,City of Aurora  (Station cooperator),ROSRTNCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,9.67,,https://dwr.state.co.us/Tools/Stations/ROSRTNCO,"(40.05097, -104.846733)",1072
1,2,WELD,BRIGHTON DITCH TAIL,Cooperative SDR Program of CDWR & NCWCD,BRITAICO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.42,2.09,,https://dwr.state.co.us/Tools/Stations/BRITAICO,"(40.065542, -104.835677)",1072
1,2,WELD,AURORA EVERIST RESERVOIR 1 OUTLET,Co. Division of Water Resources,EV1OUTCO,,Active,Stream,09/08/2022 10:15:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/EV1OUTCO,"(40.11226, -104.819676)",1072
1,2,ADAMS,BRANTNER DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",BRTDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.94,35.66,,https://dwr.state.co.us/Tools/Stations/BRTDITCO,"(39.906732, -104.895478)",82
1,2,WELD,LOWER LATHAM DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",LLADIVCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.55,116.56,,https://dwr.state.co.us/Tools/Stations/LLADIVCO,"(40.361516, -104.702382)",1072
1,2,WELD,MEADOW ISLAND NO 1 DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",MEDIS1CO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.74,19.77,,https://dwr.state.co.us/Tools/Stations/MEDIS1CO,"(40.136326, -104.838582)",1072
1,2,WELD,FT. SAINT VRAIN POWER PLANT RETURN TO ST. VRAIN CREEK,Cooperative SDR Program of CDWR & NCWCD,SVPPRTCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.18,0.56,,https://dwr.state.co.us/Tools/Stations/SVPPRTCO,"(40.246732, -104.878296)",1072
1,2,ADAMS,THORNCREEK GOLF COURSE,Co. Division of Water Resources,THRNCKCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/THRNCKCO,"(39.937376, -104.985134)",82
1,2,WELD,NORTHGLENN NEW BRANTNER AUG RETURN,Co. Division of Water Resources,NGLNNBCO,,Active,Diversion,04/02/2022 04:00:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/NGLNNBCO,"(40.026789, -104.88627)",1072
1,2,WELD,WALKER RESERVOIR OUTLET,Co. Division of Water Resources,0203358A,,Active,Stream,09/08/2022 09:15:00 PM,DISCHRG,,0.72,,https://dwr.state.co.us/Tools/Stations/0203358A,"(40.007249, -104.829748)",1072
1,2,WELD,BIG DRY CREEK AT MOUTH NEAR FORT LUPTON,Co. Division of Water Resources,BIGDAFCO,06720990,Active,Stream,09/08/2022 10:30:00 PM,DISCHRG,1.5,22.4,,https://dwr.state.co.us/Tools/Stations/BIGDAFCO,"(40.048662, -104.845425)",1072
1,2,WELD,PLUMB DITCH,Cooperative SDR Program of CDWR & NCWCD,PLMDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.01,17.15,,https://dwr.state.co.us/Tools/Stations/PLMDITCO,"(40.407893, -104.613303)",1072
1,2,WELD,"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",U.S. Geological Survey,PLALUPCO,06721000,Active,Stream,09/08/2022 09:00:00 PM,DISCHRG,,216,,https://dwr.state.co.us/Tools/Stations/PLALUPCO,"(40.116097, -104.818598)",1072
1,2,ADAMS,"FIRST CR BEL BUCKLEY RD, AT ROCKY MTN ARSENAL, CO",U.S. Geological Survey,FIRBUCCO,06720460,Active,Stream,09/08/2022 09:15:00 PM,DISCHRG,,1.57,,https://dwr.state.co.us/Tools/Stations/FIRBUCCO,"(39.808045, -104.793873)",82
1,2,ADAMS,"SOUTH PLATTE RIVER AT HENDERSON, CO",Co. Division of Water Resources,PLAHENCO,06720500,Active,Stream,09/08/2022 10:30:00 PM,DISCHRG1,3.81,322,,https://dwr.state.co.us/Tools/Stations/PLAHENCO,"(39.9224, -104.868855)",82
1,2,WELD,KOENIG RESERVOIR INLET,Co. Division of Water Resources,CENKNGCO,,Active,Stream,09/08/2022 10:00:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/CENKNGCO,"(40.131205, -104.830237)",1072
1,2,ADAMS,FULTON DITCH AT HEADGATE NEAR THORNTON,Co. Division of Water Resources,FULDITCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,1.8,80.9,,https://dwr.state.co.us/Tools/Stations/FULDITCO,"(39.878068, -104.902351)",82
1,2,ADAMS,TU RECHARGE AREA INFLOW,Co. Division of Water Resources,TURECGCO,,Active,Stream,09/08/2022 10:00:00 PM,DISCHRG,,4.4,,https://dwr.state.co.us/Tools/Stations/TURECGCO,"(39.988587, -104.736429)",82
1,2,WELD,UNION DITCH FDR NO 1,Cooperative SDR Program of CDWR & NCWCD,UNIFDRCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.34,17.13,,https://dwr.state.co.us/Tools/Stations/UNIFDRCO,"(40.320752, -104.800161)",1072
1,2,UNKNOWN,SOUTH PLATTE PUMP STATION DELIVERY TO CHEROKEE POWER PLANT,Co. Division of Water Resources,SPPUMPCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/SPPUMPCO,"(39.812023, -104.96003)",82
1,2,ADAMS,BURLINGTON-WELLINGTON CANAL,Co. Division of Water Resources,BURCANCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,0.87,33.7,,https://dwr.state.co.us/Tools/Stations/BURCANCO,"(39.811677, -104.949749)",82
1,2,WELD,LUPTON BOTTOM DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",LPBDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1,46.75,,https://dwr.state.co.us/Tools/Stations/LPBDITCO,"(40.035215, -104.829479)",1072
1,2,WELD,FARMERS INDEPENDENT DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",FRMDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.18,60.92,,https://dwr.state.co.us/Tools/Stations/FRMDITCO,"(40.205735, -104.826185)",1072
1,2,WELD,"METRO WASTEWATER NORTHERN TREATMENT PLANT NEAR BRIGHTON, CO",Co. Division of Water Resources,METNTPCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,,7.79,,https://dwr.state.co.us/Tools/Stations/METNTPCO,"(40.001432, -104.825322)",1072
1,2,ADAMS,BRIGHTON DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",BRGDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.67,16.86,,https://dwr.state.co.us/Tools/Stations/BRGDITCO,"(39.974474, -104.850745)",82
1,2,ADAMS,KEN MITCHELL LAKES OUTLET PUMP,Co. Division of Water Resources,KMLOUTCO,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/KMLOUTCO,"(39.973166, -104.849506)",82
1,2,WELD,SAND HILL LAKE,"Cooperative Program of CDWR, NCWCD & LSPWCD",SHLAKECO,,Active,Reservoir,09/08/2022 09:45:00 PM,STORAGE,19.4,364.32,,https://dwr.state.co.us/Tools/Stations/SHLAKECO,"(40.116109, -104.845753)",1072
1,2,WELD,AURORA BRANTNER RETURN TO BIG DRY CRK,Co. Division of Water Resources,0202993A,,Active,Diversion,09/08/2022 10:15:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/0202993A,"(40.026154, -104.891662)",1072
1,2,WELD,SECTION NO 3 DITCH,"Cooperative Program of CDWR, NCWCD & LSPWCD",SECDITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.56,24.85,,https://dwr.state.co.us/Tools/Stations/SECDITCO,"(40.340459, -104.781959)",1072
1,2,ADAMS,NORTH RESERVOIR COMPLEX INFLOW,Co. Division of Water Resources,NCPXINCO,,Active,Stream,09/08/2022 10:30:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/NCPXINCO,"(39.892912, -104.887533)",82
1,2,WELD,BRIGHTON NORTH STORM DRAIN RETURN,Co. Division of Water Resources,NORRTNCO,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,9.04,,https://dwr.state.co.us/Tools/Stations/NORRTNCO,"(40.000919, -104.82578)",1072
1,2,ADAMS,FULTON DITCH SACWSD AUG RETURN,Co. Division of Water Resources,FULRTNCO,,Active,Diversion,09/08/2022 10:15:00 PM,DISCHRG,,3.32,,https://dwr.state.co.us/Tools/Stations/FULRTNCO,"(39.878212, -104.901731)",82
1,2,WELD,NORTHGLENN LUPTON BOTTOM AUG RETURN,Co. Division of Water Resources,NGLNLBCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,0.29,,https://dwr.state.co.us/Tools/Stations/NGLNLBCO,"(40.095337, -104.823323)",1072
1,2,WELD,UNION DITCH AUGMENTATION RETURN,"Cooperative Program of CDWR, NCWCD & LSPWCD",UAUGRTCO,,Active,Diversion,09/08/2022 09:00:00 PM,DISCHRG,0.32,2.01,,https://dwr.state.co.us/Tools/Stations/UAUGRTCO,"(40.359622, -104.678)",1072
1,2,WELD,BEEMAN RETURN TO ST. VRAIN CREEK,Cooperative SDR Program of CDWR & NCWCD,BMSVRTCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.16,0.68,,https://dwr.state.co.us/Tools/Stations/BMSVRTCO,"(40.245402, -104.88132)",1072
1,2,WELD,JAY THOMAS DITCH,Cooperative SDR Program of CDWR & NCWCD,JAYTOMCO,,Active,Diversion,09/08/2022 09:00:00 PM,DISCHRG,-0.01,0,,https://dwr.state.co.us/Tools/Stations/JAYTOMCO,"(40.262888, -104.864002)",1072
1,2,WELD,WESTERN MUTUAL DITCH AKA HEWES COOK,Co. Division of Water Resources,WESDITCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,1.46,81.9,,https://dwr.state.co.us/Tools/Stations/WESDITCO,"(40.234916, -104.858497)",1072
1,2,ADAMS,ERGERS POND PUMP INLET,Co. Division of Water Resources,ERGPINCO,,Active,Diversion,09/08/2022 10:45:00 PM,DISCHRG,,0,,https://dwr.state.co.us/Tools/Stations/ERGPINCO,"(39.97757, -104.84165)",82
1,2,UNKNOWN,CHEROKEE POWER PLANT RETURN TO SOUTH PLATTE RIVER,Co. Division of Water Resources,CHERTNCO,,Active,Diversion,09/08/2022 10:30:00 PM,DISCHRG,,4.22,,https://dwr.state.co.us/Tools/Stations/CHERTNCO,"(39.808906, -104.960675)",82
1,2,ADAMS,"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",U.S. Geological Survey,PLASIXCO,06714215,Active,Stream,09/08/2022 08:45:00 PM,DISCHRG,,166,,https://dwr.state.co.us/Tools/Stations/PLASIXCO,"(39.812212, -104.958325)",82
1,2,WELD,FT LUPTON SEC 3 HG,Co. Division of Water Resources,FUL3HGCO,,Active,Stream,09/08/2022 09:45:00 PM,DISCHRG,,1.56,,https://dwr.state.co.us/Tools/Stations/FUL3HGCO,"(40.06909, -104.789922)",1072
1,2,WELD,PLATTEVILLE DITCH DIVERSION,"Cooperative Program of CDWR, NCWCD & LSPWCD",PLADITCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,1.06,53.66,,https://dwr.state.co.us/Tools/Stations/PLADITCO,"(40.099472, -104.817516)",1072
1,2,WELD,SORIN AUG UNION DITCH RETURN,Co. Division of Water Resources,UNISRNCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,0.49,,https://dwr.state.co.us/Tools/Stations/UNISRNCO,"(40.334119, -104.783663)",1072
1,2,WELD,CCWCD FULTON DITCH AUG RTN,Co. Division of Water Resources,CENFULCO,,Active,Diversion,09/08/2022 10:00:00 PM,DISCHRG,,1.79,,https://dwr.state.co.us/Tools/Stations/CENFULCO,"(40.065638, -104.821711)",1072
1,2,WELD,LUPTON BOTTOM DITCH EAST AUG RET,"Cooperative Program of CDWR, NCWCD & LSPWCD",LPBEASCO,,Active,Diversion,09/08/2022 09:45:00 PM,DISCHRG,0.64,5.97,,https://dwr.state.co.us/Tools/Stations/LPBEASCO,"(40.139722, -104.831942)",1072
