"the_geom","irisyear","dvmt","fips","route","segmid","length_","hpmsid","fipscounty","funcclassi","govlevel","adminclass","population","urban","uabname","naaqsid","nhsdesig","specialsys","access_","trkrestric","priiri","priiridate","pripsi","prirutting","prifaultin","prifatigue","pritranscr","prislabcra","hutf_projy","builtyr","hutf_inspy","priyrrehab","pritreatme","prisurf","prisurfwd","thrulnqty","prithrulnw","operation","rrxid","strid","region","tprid","terrain","forestrout","routesign","routesignq","jursplit","routename","fromfeatur","segmdir","tofeature","segmprefix","countstati","aadt","countyear","volumegrou","aadtyr","aadtderiv","dhv","dd","aadtsingle","aadtcomb","pctpksu","pctpkcomb","pctoffpksu","pctoffpkco","yr20factor","hovtype","hovlnqty","tollid","tolltype","tollcharge","hpms_yradd","hpms_yrins","rigidthick","flexthick","basetype","basethick","median","medianwd","priinshldw","prioutshld","prioutsh_1","secinshldw","curves_a","curves_b","curves_c","curves_d","curves_e","curves_f","grades_a","grades_b","grades_c","grades_d","grades_e","grades_f","pkpark","widenobsta","widenfeas","sightdist","speedlim","intersecti","ltturnln","rtturnln","signaltype","greentime","signalqty","stopqty","nonctrlqty","roadterrai","lrsroute","frommeas","tomeas","gisid","fundid","shape_leng"
"MULTILINESTRING ((-104.45887343842989 37.16685198910279, -104.45824317937046 37.16620129440126, -104.45707860691391 37.16499889088781, -104.4568855928952 37.164781132475554, -104.45674761302475 37.16464424336754, -104.4565885956936 37.1645323009664, -104.45636708093356 37.1644144829426, -104.45608540930274 37.164293694331974))","2015","70","71","24.6","400.0","0.24",,"71","5","2","1","1","99999",,"0","0","0","3","0","0.0",,"4.0",,,,,,"2010","2003","2010",,"0.0","1","24.0","2.0","12.0","2",,,"2","15","1",,"0","0","0","24.6","URBDRY","SE","STR",,"200999","290.0","2013","1","2015","2","10.5","59.0","5.0","2.0","0.3","0.3","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","071-0-2013-0572","1.56","1.8","071  24.6         400","FedAid","380.03191142320327"
"MULTILINESTRING ((-104.51035821431128 37.169501297688136, -104.5103056456997 37.169611256202195, -104.51020163938554 37.16974575926654, -104.51016819007393 37.16994201980485, -104.5101660287412 37.17027686594283, -104.51016758952262 37.170660017001026, -104.51016648808172 37.17083065461244, -104.51016751321322 37.170867503900524))","2015","390","78610","NEVADA   AV","100.0","0.1",,"71","4","4","1","2","88516",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1999",,"0.0","1","20.0","2.0","10.0","2",,,"2","15","1",,"0","0","0","NEVADA AV","ANIMAS ST","N","RRX",,"201019","3900","2015","3","2015","0","11.0","52.0","100.0","20.0","0.1","0.0","2.6","0.5","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","071-0-2013-0171","0.0","0.1","78610NEVADA   AV  100","FedAid","155.25735725479643"
"MULTILINESTRING ((-104.98055398069081 39.69591975769699, -104.9803913797223 39.695783292238715, -104.97965068278252 39.69512692715744, -104.97951033128001 39.69500253924276))","2015","520","20000","BUCHTELN BD","601.0","0.08",,"31","5","4","1","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1977",,"0.0","1","36.0","3.0","11.0","1",,,"1","2","1",,"0","0","0","E BUCHTEL BLVD","S PEARL ST","SE","RAMP","N","202180","6500","2011","4","2015","3","11.0","100.0","70.0","20.0","0.0","0.0","1.0","0.3","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-0919","0.17","0.25","20000BUCHTELN BD  601","FedAid","135.53975915932693"
"MULTILINESTRING ((-103.65948462040654 40.268385623790664, -103.65948316959172 40.27574230991611, -103.65948313053975 40.27591267119416, -103.65948313045413 40.275920715070335))","2015","42","87","26.00","1100","0.52",,"87","5","2","2","2","11080",,"0","0","0","3","0","0.0",,"2.5",,,,,,,,"1997",,"0.0","16","27.0","2.0","12.0","2",,,"4","13","2",,"0","0","0","26.00","STR","N","T.00",,"200872","80.0","2015","1","2015","0","15.5","62.0","3.0","1.0","1.2","1.2","3.9","1.3","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","087-0-2013-0193","3.43","3.95","087  26.00       1100","FedAid","836.4946536666158"
"MULTILINESTRING ((-105.06734411690587 39.821875904296455, -105.06732052079606 39.8218758346463, -105.06656295954659 39.82187379957687))","2015","44","3455","69TH     AV","8200","0.04",,"59","5","4","2","4","23527",,"24","0","0","3","0","0.0",,"2.5",,,,,,,"1995","2012",,"0.0","1","26.0","2.0","12.0","2",,,"1","2","1",,"0","0","0","69TH AV","LAMAR ST","E","KENDALL ST","W","203145","1100","2015","2","2015","0","11.5","52.0","20.0","7.0","0.0","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","059-0-2013-1790","0.0","0.04","0345569TH     AV 8200","FedAid","66.8527267663153"
"MULTILINESTRING ((-104.7896429293897 39.78823969698807, -104.7895672304417 39.78846371693552, -104.78930905936947 39.789103240784634, -104.78881253815462 39.790301857745106, -104.78823810050875 39.7916904830434, -104.78764923590603 39.793093649229064, -104.78729809977202 39.793996389416876, -104.78712408364949 39.79456766509273, -104.78711324421633 39.79460325542236))","2015","32200","20000","PENA     BD","5100","0.46",,"31","2","4","1","4","23527",,"24","1","0","3","1","77.0","2015-01-26T00:00:00.000","4.0","0.12",,"0.0",,,,"1995","1998",,"0.0","1","36.0","4.0","11.0","2",,,"1","2","1",,"0","0","0","PENA BLVD INBOUND","RAMP","N","RAMP",,"106559","70000","2012","8","2015","3","10.5","59.0","2800","2500","0.4","0.3","4.0","3.6","1.62",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-2275","2.36","2.82","20000PENA     BD 5100","FedAid","738.954346256717"
"MULTILINESTRING ((-104.50528270348832 37.167848742609166, -104.50524708852346 37.167862448563874, -104.50522861335615 37.16786956466489, -104.50483724689602 37.16803857781327, -104.50419580397204 37.1683031204797, -104.50389239327289 37.16841244664542, -104.5038638512459 37.16842273503315))","2015","36","78610","FIRST    ST","400.0","0.09","071-0020-000","71","5","4","1","2","88516",,"0","0","0","3","0","371.0","2015-04-02T00:00:00.000","1.0",,,"2.0",,,,"1995","1997",,"0.0","11","36.0","2.0","12.0","2",,,"2","15","1",,"0","0","0","FIRST ST","COMMERCIAL ST","NE","MAPLE ST","E","900909","400.0","2013","1","2015","2","10.5","59.0","20.0","1.0","0.5","0.2","5.3","0.3","1.56",,,,,,,"2002",,,"0.0",,"1","0.0","0.0","7","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0",,"2.0",,"25.0",,"4.0","5.0","5.0",,"0.0","4.0","0.0","0","071-0-2013-0100","0.31","0.4","78610FIRST    ST  400","FedAid","141.19848079795298"
"MULTILINESTRING ((-107.87684645685515 38.47801536755436, -107.87680049541837 38.47804760844166, -107.87588115347688 38.47867775992484))","2015","140","51745","1STS     ST","500.0","0.07",,"85","5","4","1","2","58951",,"0","0","0","3","0","0.0",,"4.0",,,,,,"2002","1995","1987",,"0.0","1","65.0","2.0","18.0","2",,,"3","9","1",,"0","0","0","1ST S ST","SH 550 NORTHBOUND","NE","CASCADE AV",,"200232","2000","2015","3","2015","0","8.5","62.0","40.0","10.0","0.1","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","085-0-2013-0878","0.4","0.47","517451STS     ST  500","FedAid","111.85222291426959"
"MULTILINESTRING ((-104.98739687111416 39.74697410649351, -104.98763085548197 39.74719546039279))","2015","130","20000","19TH     ST","501.0","0.02",,"31","4","4","1","4","23527",,"24","6","0","3","1","426.0","2015-02-02T00:00:00.000","2.5","0.1",,"0.0",,,,"1995","1996",,"0.0","1","52.0","3.0","10.0","1",,,"1","2","1",,"0","0","0","19TH ST","N BROADWAY","NW","WELTON ST",,"106522","6500","2012","4","2015","3","10.5","100.0","220.0","100.0","0.3","0.0","3.4","1.5","1.14",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","031-0-2013-0072","0.0","0.02","2000019TH     ST  501","FedAid","31.70796198257513"
"MULTILINESTRING ((-105.06255620049669 39.787408943598564, -105.06228266576012 39.78790479444277, -105.06194179026186 39.78849922775139, -105.06187908012333 39.7885690052547, -105.0617807498513 39.788643782041376))","2015","140","20000","HARLAN   ST","5001.0","0.1","031-0043-000","31","5","4","2","4","23527",,"24","0","0","3","0","318.0","2014-04-22T00:00:00.000","2.5","0.04",,"1193.0",,,"1997","1995","1997",,"0.0","1","36.0","2.0","15.0","2",,,"1","2","1",,"0","0","0","N HARLAN ST","W 50TH AVE","NE","N GRAY ST/W CLEAR CREEK DR/W 5","S","105751","1400","2015","2","2015","0","12.5","53.0","7.0","1.0","0.0","0.0","0.5","0.1","1.15",,,,,,"2000","2006",,,"0.0",,"1","0.0","0.0","1","0.0",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0",,"3.0",,"25.0","51ST AV","6.0","5.0","5.0",,"0.0","1.0","1.0","0","031-0-2013-1609","0.0","0.1","20000HARLAN   ST 5001","FedAid","153.19647199844167"
"MULTILINESTRING ((-104.97790107826168 39.85609229439493, -104.97790595343422 39.85627858213656, -104.97786951354264 39.86003245073843))","2015","5600","77290","WASHINGTOST","700.0","0.28",,"1","3","4","1","4","23527",,"24","1","0","2","0","163.0","2015-01-28T00:00:00.000","1.0","0.07",,"549.0",,,,"1995","1975",,"0.0","1","73.0","4.0","10.0","2",,,"1","2","1",,"0","0","0","WASHINGTON ST","88TH AV","N","RUSSELL BD",,"107576","20000","2013","6","2015","2","9.5","62.0","440.0","280.0","0.1","0.0","2.2","1.4","1.1",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","001-0-2013-1596","0.68","0.96","77290WASHINGTOST  700","FedAid","437.32395960840273"
"MULTILINESTRING ((-108.5748053619323 37.47245021605041, -108.57577768167573 37.47198546872905, -108.57674894971396 37.47152342343739, -108.57786163819014 37.47103374131482, -108.58061519510046 37.46976536045158, -108.58213006951682 37.469021539863114, -108.58232925968748 37.468942878960775, -108.5825074152876 37.46889634422351, -108.58284967010918 37.46882753879108, -108.58333409084598 37.46874898659154, -108.58455749527063 37.46857925348468, -108.58511661741633 37.46849277513608, -108.58571143563427 37.46836349069227, -108.5860534619189 37.468288696446116, -108.58662847513521 37.468156184886006, -108.58710742443876 37.4680359251078, -108.58728522270124 37.467981915426094, -108.58742896148678 37.467919825904886, -108.5875766226287 37.46781726638141, -108.58805655051418 37.46745029517452, -108.5885190761553 37.467070337627355, -108.5889604044862 37.466722311552935, -108.58914556239965 37.46657392472886, -108.58930861128984 37.46643506261495, -108.58946058344965 37.466300989933224, -108.5896011525668 37.466162734590405, -108.58987552486792 37.4658594920719, -108.59039803319203 37.46529853916689, -108.59102016027046 37.464676409369446, -108.5910245471905 37.464672017963714))","2015","2347","83","25","800.0","1.067",,"83","5","2","1","1","99999",,"0","0","0","3","0","0.0",,"2.5",,,,,,,"1995","2000",,"0.0","1","24.0","2.0","12.0","2",,,"5","10","3",,"0","0","0","25.00","CR 26.00","SW","CR T.50",,"900272","2200","2014","3","2015","1","10.0","61.0","60.0","20.0","0.1","0.0","2.5","1.0","1.48",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","083-0-2013-0097","1.685","2.752","083  25           800","FedAid","1720.9158593116013"
"MULTILINESTRING ((-105.03468546419175 39.79787710423544, -105.03472427408258 39.7991788787832, -105.03472295767277 39.799453027705646))","2015","1760","1","20100","250.0","0.11",,"1","4","2","1","4","23527",,"24","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1987",,"0.0","1","20.0","2.0","10.0","2",,"ADA01N-055.5042","1","2","2",,"0","0","0","LOWELL BD","STR","N","STR",,"203062","16000","2013","5","2015","2","11.0","61.0","130.0","60.0","0.0","0.0","0.8","0.4","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","001-0-2013-3792","0.47","0.58","001  20100        250","FedAid","174.94442547113064"
"MULTILINESTRING ((-108.56448038587509 39.067146305979875, -108.5644840647464 39.067275082578426, -108.56450976584755 39.068171789008865))","2015","385","31660","5TH      ST","300.0","0.07",,"77","4","4","1","3","34273",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1977",,"0.0","1","60.0","3.0","15.0","1",,,"3","5","1",,"0","0","0","5TH ST","MAIN AV","N","ROOD AV",,"424692","5500","2008","4","2015","3","9.0","100.0","100.0","30.0","0.1","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","077-0-2013-2671","0.12","0.19","316605TH      ST  300","FedAid","113.9620410390384"
"MULTILINESTRING ((-104.56595360491022 38.23496838229511, -104.5659419566394 38.23550236116081, -104.5659029290447 38.23768797297305, -104.56590044616915 38.23774665977578, -104.56589017258501 38.23828276590412, -104.56588303518065 38.23856933612278, -104.56587269179602 38.23931722822634, -104.56586962649774 38.23949090071841, -104.56586733676745 38.239534144221864, -104.56586370751033 38.239819705565466, -104.56586329608699 38.2402645719441, -104.56586024394383 38.240505195836484, -104.56584075715418 38.2413553082017, -104.56583507758944 38.241528267989224, -104.56583283780071 38.24170504375717, -104.56583574186578 38.241887327140645, -104.56584768499391 38.2420446422465, -104.56584701905676 38.24209681069953, -104.56583271003124 38.24240118311021, -104.56581513017052 38.24310199048959, -104.56580230756761 38.24411316520479, -104.56579508966823 38.24468155567504, -104.56579391397942 38.24532345605722, -104.56579599958746 38.24552397076417))","2015","104","101","20","150.0","0.74",,"101","5","2","1","3","72613",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1977",,"0.0","1","24.0","2.0","12.0","2",,,"2","4","2",,"0","0","0","20TH LN","COUNTY FARM RD","N","SH 50",,"203492","140.0","2013","1","2015","2","11.0","61.0","3.0","1.0","0.7","0.0","1.8","0.6","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","101-0-2013-0126","0.22","0.96","101  20           150","FedAid","1171.400618101845"
"MULTILINESTRING ((-105.21748310027753 38.4479409705643, -105.21747949815285 38.448225156556155))","2015","38","11810","ORCHARD  AV","300.0","0.02",,"43","5","4","1","2","13267",,"0","0","0","3","0","0.0",,"4.0",,,,,,,"1995","1997",,"0.0","1","24.0","2.0","12.0","2",,,"2","14","1",,"0","0","0","ORCHARD AV","SH 50","N","SH 50 SR",,"200620","1900","2014","2","2015","1","9.0","65.0","20.0","2.0","0.0","0.0","1.0","0.1","0.0",,,,,,,,,,"0.0",,"0",,,"0",,,,,,,,,,,,,,,"0.0",,,,,,"0.0","0.0","0.0",,,,,"0","043-0-2013-0771","0.09","0.11","11810ORCHARD  AV  300","FedAid","31.53514625301716"
