"asset_class","asset_cd","location_detail","steward","maintained_by","maint_info","life_cycle_status","asset_type","material","pathway_wam_id","longitude","latitude","location","point"
"GREENWAY PARKS FOUNDATION SE CALGARY PH2A","CPF015","PARKS FOUNDATION SE CALGARY PH2A GREENWAY","CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","REMOVABLE","METAL","R-51036966","-113.92291529847395","50.924823257399694","
,  
(50.924823257399694, -113.92291529847395)",
,"RYV001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50774336","-114.2108909869206","51.14947645374804","
,  
(51.14947645374804, -114.2108909869206)",
"GREENWAY PARKS FOUNDATION SE CALGARY PH2A","12B001","PARKS FOUNDATION SE CALGARY PH2A GREENWAY","CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","REMOVABLE","METAL","R-51094282","-113.91063322308268","50.939125089047245","
,  
(50.939125089047245, -113.91063322308268)",
"GREENWAY PARKS FOUNDATION SE CALGARY PH2A","CPF015","PARKS FOUNDATION SE CALGARY PH2A GREENWAY","CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","REMOVABLE","METAL","R-51036966","-113.922935136581","50.924823270493526","
,  
(50.924823270493526, -113.922935136581)",
"GREENWAY PARKS FOUNDATION EAST CALGARY","TAR003",,"CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","REMOVABLE","METAL","R-50891434","-113.92923372708317","51.11086092477865","
,  
(51.11086092477865, -113.92923372708317)",
,"CNS005",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51328428","-113.93021732009132","51.157913075666016","
,  
(51.157913075666016, -113.93021732009132)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","WES002",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50733768","-113.96618776166578","51.098518434293766","
,  
(51.098518434293766, -113.96618776166578)",
,"CNS005",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51328428","-113.93019651802841","51.15791258680843","
,  
(51.15791258680843, -113.93019651802841)",
,"CNS005",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-113.9301753356974","51.157913050613445","
,  
(51.157913050613445, -113.9301753356974)",
,"PAN034","898 112 AV NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005696","-114.07834921945816","51.15424896180993","
,  
(51.15424896180993, -114.07834921945816)",
,"TUS657",,"CALGARY ROADS","CALGARY ROADS","FOR EMERGENCY ACCESS ROAD","ACTIVE","REMOVABLE","METAL",,"-114.2560794753194","51.116566806647135","
,  
(51.116566806647135, -114.2560794753194)",
,"TUS657",,"CALGARY ROADS","CALGARY ROADS","FOR EMERGENCY ACCESS ROAD","ACTIVE","REMOVABLE","METAL",,"-114.25606805234841","51.11655137127603","
,  
(51.11655137127603, -114.25606805234841)",
,"TUS657",,"CALGARY ROADS","CALGARY ROADS","FOR EMERGENCY ACCESS ROAD","ACTIVE","REMOVABLE","METAL",,"-114.25608523611238","51.11658344374594","
,  
(51.11658344374594, -114.25608523611238)",
,"TUS657",,"CALGARY ROADS","CALGARY ROADS","FOR EMERGENCY ACCESS ROAD","ACTIVE","REMOVABLE","METAL",,"-114.25608910403245","51.11659948987537","
,  
(51.11659948987537, -114.25608910403245)",
,"CPF882",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50721271","-113.92844674544226","50.920007677029325","
,  
(50.920007677029325, -113.92844674544226)",
,"CPF882","610 COPPERPOND CI SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL","R-16032709","-113.92793307788125","50.921708410700674","
,  
(50.921708410700674, -113.92793307788125)",
,"VAR040",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001502","-114.16630896246296","51.103765050964256","
,  
(51.103765050964256, -114.16630896246296)",
"PROJECT MANAGER: SARA ROBITAILLE (WAS D BORSLEIN) & J PAPINEAU; CCC/FAC LOCATED R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\GREENWAY_EAST\ST1013 - 14 ST NE_COUNTRY_HILLS_BV_NE_TO_15 ST NE_128_AV_NE","ST1013",,"CALGARY PARKS","CALGARY PARKS","2021/02/01: NEED TO VERIFY IF FIXED OR REMOVABLE","ACTIVE","FIXED","METAL","R-51204111","-114.02466448558268","51.16185455321158","
,  
(51.16185455321158, -114.02466448558268)",
"PROJECT MANAGER: SARA ROBITAILLE (WAS D BORSLEIN) & J PAPINEAU; CCC/FAC LOCATED R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\GREENWAY_EAST\ST1013 - 14 ST NE_COUNTRY_HILLS_BV_NE_TO_15 ST NE_128_AV_NE","ST1013",,"CALGARY PARKS","CALGARY PARKS","2021/02/01: NEED TO VERIFY IF FIXED OR REMOVABLE","ACTIVE","FIXED","METAL","R-51204106","-114.02687511259998","51.157484403311116","
,  
(51.157484403311116, -114.02687511259998)",
"PROJECT MANAGER: SARA ROBITAILLE (WAS D BORSLEIN) & J PAPINEAU; CCC/FAC LOCATED R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\GREENWAY_EAST\ST1013 - 14 ST NE_COUNTRY_HILLS_BV_NE_TO_15 ST NE_128_AV_NE","ST1013",,"CALGARY PARKS","CALGARY PARKS","2021/02/01: NEED TO VERIFY IF FIXED OR REMOVABLE","ACTIVE","FIXED","METAL","R-51307728","-114.02463700140198","51.16138718587634","
,  
(51.16138718587634, -114.02463700140198)",
"PROJECT MANAGER: SARA ROBITAILLE (WAS D BORSLEIN) & J PAPINEAU; CCC/FAC LOCATED R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\GREENWAY_EAST\ST1013 - 14 ST NE_COUNTRY_HILLS_BV_NE_TO_15 ST NE_128_AV_NE","ST1013",,"CALGARY PARKS","CALGARY PARKS","2021/02/01: NEED TO VERIFY IF FIXED OR REMOVABLE","ACTIVE","FIXED","METAL","R-51359811","-114.02658032787492","51.15789713904776","
,  
(51.15789713904776, -114.02658032787492)",
,"GRE112",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51423268","-114.22121368065777","51.0872678817154","
,  
(51.0872678817154, -114.22121368065777)",
,"SCE015",,"CALGARY ROADS","CALGARY ROADS",,"ACTIVE","FIXED","METAL","R-16000920","-114.21695881814881","51.10461203187367","
,  
(51.10461203187367, -114.21695881814881)",
,"GPK701",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003506","-114.09600298726171","50.995190572559444","
,  
(50.995190572559444, -114.09600298726171)",
,"CSC016",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51406364","-113.96609249827246","51.14322534742383","
,  
(51.14322534742383, -113.96609249827246)",
,"CHW402",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001903","-114.11019187545257","51.08160761536647","
,  
(51.08160761536647, -114.11019187545257)",
,"KSH001",,"CALGARY PARKS","CALGARY PARKS","2021/08/25: NEED TO CONFIRM IF REMOVABLE OR NOT","ACTIVE","REMOVABLE","METAL","R-51205225","-114.0250780078412","51.17767341441487","
,  
(51.17767341441487, -114.0250780078412)",
,"REN787",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002586","-114.0484509699866","51.05952494348185","
,  
(51.05952494348185, -114.0484509699866)",
,"RDL560",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001010","-114.08329211011615","51.05862381171399","
,  
(51.05862381171399, -114.08329211011615)",
,"STR809","40 STRATHLEA MR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002774","-114.20453335773128","51.05216123230046","
,  
(51.05216123230046, -114.20453335773128)",
,"YKV002",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51413687","-114.0780982607194","50.87584034252726","
,  
(50.87584034252726, -114.0780982607194)",
,"DAL088",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000758","-114.15002240139397","51.110889851361016","
,  
(51.110889851361016, -114.15002240139397)",
,"AUB013",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-113.95294629986864","50.8917496261181","
,  
(50.8917496261181, -113.95294629986864)",
,"CNS001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-113.94394228658291","51.162769225297474","
,  
(51.162769225297474, -113.94394228658291)",
"ACR 3","EAU121","139 BARCLAY PR SW","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-114.06884687744201","51.05362604068043","
,  
(51.05362604068043, -114.06884687744201)",
,"SAD319","61 SADDLELAKE GD NE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.93209690335932","51.13087186214683","
,  
(51.13087186214683, -113.93209690335932)",
"NO DAS OR VISIBLE VERIFICATION AT FAC","NEB011","1001 BRIGHTONCREST GR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51037964","-113.94121513808747","50.924451237744755","
,  
(50.924451237744755, -113.94121513808747)",
,"CRA030","91 CRANLEIGH WY SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007742","-113.99108468694472","50.88894069955537","
,  
(50.88894069955537, -113.99108468694472)",
,"TUS603","116 TUSCANY RAVINE TC NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006734","-114.23526138208832","51.114427022972166","
,  
(51.114427022972166, -114.23526138208832)",
"X ACR 2","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.06668783768583","51.02950118409353","
,  
(51.02950118409353, -114.06668783768583)",
,"BLM001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51319829","-114.06030411504493","50.870519524889566","
,  
(50.870519524889566, -114.06030411504493)",
,"SIG692",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16003277","-114.17204285021356","51.02924558956132","
,  
(51.02924558956132, -114.17204285021356)",
,"COU799",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006262","-114.08083568538717","51.138461213584314","
,  
(51.138461213584314, -114.08083568538717)",
,"SFH208",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000064","-113.95900336798118","50.9791324765818","
,  
(50.9791324765818, -113.95900336798118)",
,"RIV885","77 RIVER ROCK RD SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004289","-114.00703562746864","50.96761666529537","
,  
(50.96761666529537, -114.00703562746864)",
,"WWO004","100 WOLF CREEK AV SE","CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.00629475450941","50.87516701871623","
,  
(50.87516701871623, -114.00629475450941)",
,"BRI710",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007181","-114.11459700632642","50.898246899761936","
,  
(50.898246899761936, -114.11459700632642)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","TAR124","508 TARACOVE ESTATE DR NE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-113.94052732988283","51.12048297273763","
,  
(51.12048297273763, -113.94052732988283)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","TAR332",,"CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.94730416086115","51.12407891831225","
,  
(51.12407891831225, -113.94730416086115)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","MOP671","905 30 AV NW","CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51003650","-114.08432543447009","51.07749775296023","
,  
(51.07749775296023, -114.08432543447009)",
,"WWO003",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.00108759980029","50.873951414911","
,  
(50.873951414911, -114.00108759980029)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","MRL518","820 48 ST NE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","TIMBER",,"-113.96290648671078","51.06087005471606","
,  
(51.06087005471606, -113.96290648671078)",
,"ASP001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50767672","-114.21732328759096","51.046412177793584","
,  
(51.046412177793584, -114.21732328759096)",
"NO DAS OR VISIBLE VERIFICATION","RYV002","3 ROYAL VISTA PL NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50774292","-114.20789877847433","51.15110287907452","
,  
(51.15110287907452, -114.20789877847433)",
,"CRA074",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51114164","-113.9781019816574","50.86714518619027","
,  
(50.86714518619027, -113.9781019816574)",
,"APP907",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005079","-113.92526366933092","51.041901583825684","
,  
(51.041901583825684, -113.92526366933092)",
,"WSP493","79 WESTRIDGE CR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007464","-114.19732200872225","51.05958601995407","
,  
(51.05958601995407, -114.19732200872225)",
,"BRI705","20 BRIDLERIDGE LI SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006556","-114.10885776501124","50.89681131878543","
,  
(50.89681131878543, -114.10885776501124)",
,"MAC742","740 MACEWAN VALLEY RD NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004865","-114.11035551315956","51.14230056369649","
,  
(51.14230056369649, -114.11035551315956)",
,"TEM152",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000116","-113.9442797076962","51.088898056905585","
,  
(51.088898056905585, -113.9442797076962)",
,"CAP670",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001087","-114.0921876829328","51.07238380900675","
,  
(51.07238380900675, -114.0921876829328)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","GRE899",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001743","-114.21249970809863","51.086373937170656","
,  
(51.086373937170656, -114.21249970809863)",
,"CAR002",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL","R-16035505","-114.08415671591376","51.18315776181538","
,  
(51.18315776181538, -114.08415671591376)",
,"DNC100",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-114.05851221351082","51.04547211237693","
,  
(51.04547211237693, -114.05851221351082)",
,"CHA820",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","TIMBER","R-16000791","-114.02428679948984","50.882607842242706","
,  
(50.882607842242706, -114.02428679948984)",
,"ROC669",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006500","-114.23704944439424","51.14481527270946","
,  
(51.14481527270946, -114.23704944439424)",
,"ESH907","4697 110 AV SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-113.96962381115084","50.95540190892789","
,  
(50.95540190892789, -113.96962381115084)",
,"TUS622","93 TUSCARORA PL NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006645","-114.23433008551821","51.127300061574765","
,  
(51.127300061574765, -114.23433008551821)",
,"HSD001",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51408672","-113.91209858180972","51.111687314290684","
,  
(51.111687314290684, -113.91209858180972)",
,"EVE905","103 EVERSTONE BV SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006000","-114.10507485949371","50.91069503141269","
,  
(50.91069503141269, -114.10507485949371)",
,"HAW163",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000430","-114.17075420158396","51.1242632071146","
,  
(51.1242632071146, -114.17075420158396)",
,"VAL666",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000358","-114.24865361530777","51.08989942445795","
,  
(51.08989942445795, -114.24865361530777)",
,"ASP123",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.2113241253804","51.051510171660674","
,  
(51.051510171660674, -114.2113241253804)",
,"CRA023",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007323","-113.98011620039512","50.88630187819123","
,  
(50.88630187819123, -113.98011620039512)",
,"EVN023",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51192137","-114.10606062070049","51.17971364697293","
,  
(51.17971364697293, -114.10606062070049)",
,"FVI210",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50902387","-114.05192636891137","50.98441222121148","
,  
(50.98441222121148, -114.05192636891137)",
,"BED681",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001491","-114.08122656196643","51.132540927970915","
,  
(51.132540927970915, -114.08122656196643)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","CRM306",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000276","-114.26625223649995","51.08265005549139","
,  
(51.08265005549139, -114.26625223649995)",
,"WAL200",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.01807973751147","50.86810789220939","
,  
(50.86810789220939, -114.01807973751147)",
,"SGH008",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51292846","-114.12613643712734","51.17453157914779","
,  
(51.17453157914779, -114.12613643712734)",
,"ROY377",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000821","-114.23042228287377","51.13651924313205","
,  
(51.13651924313205, -114.23042228287377)",
,"SOV767",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000090","-113.98865436225053","51.03323017966872","
,  
(51.03323017966872, -113.98865436225053)",
"NO DAS OR VISIBLE VERIFICATION AT FAC","RSN002","40 REDSTONE GV NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51040003","-113.96571443829018","51.170452217982216","
,  
(51.170452217982216, -113.96571443829018)",
,"CAR002",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-16034939","-114.0870507408506","51.18155971924067","
,  
(51.18155971924067, -114.0870507408506)",
,"HAR400",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16034930","-114.04774907243603","51.15283825796574","
,  
(51.15283825796574, -114.04774907243603)",
,"HAR639","508 HARVEST LAKE DR NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006203","-114.05359459594901","51.1471364932183","
,  
(51.1471364932183, -114.05359459594901)",
,"MRT305",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004468","-113.96455309785071","51.11490213455699","
,  
(51.11490213455699, -113.96455309785071)",
,"WBN332",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16003755","-114.1229308916649","50.93315072729278","
,  
(50.93315072729278, -114.1229308916649)",
,"TUS637",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001172","-114.25239488887446","51.13880737058695","
,  
(51.13880737058695, -114.25239488887446)",
,"DOV030","3224 26 ST SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50754159","-113.99158961748606","51.02510134097861","
,  
(51.02510134097861, -113.99158961748606)",
,"NEB880","1477 NEW BRIGHTON DR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50741273","-113.93680429199333","50.916774525221484","
,  
(50.916774525221484, -113.93680429199333)",
,"CAP670",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001925","-114.08629170572915","51.073287133298976","
,  
(51.073287133298976, -114.08629170572915)",
,"WOO095",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002859","-114.10923048524788","50.94578241442117","
,  
(50.94578241442117, -114.10923048524788)",
,"MAH450","6 MAHOGANY SQ SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50770840","-113.93948534990936","50.90235939557906","
,  
(50.90235939557906, -113.93948534990936)",
,"WSP029",,"CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-114.21568388992848","51.05517288233164","
,  
(51.05517288233164, -114.21568388992848)",
,"SGH008","65 EVANSRIDGE PL NW","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-114.12413593388055","51.17830159030443","
,  
(51.17830159030443, -114.12413593388055)",
,"COU015","150 COUNTRY HILLS CR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006114","-114.06956810816581","51.147606793877685","
,  
(51.147606793877685, -114.06956810816581)",
,"SKR015",,"OUTSIDE AGENCY","CALGARY PARKS","2020/10/05: AS PER A RODRIGUES TO BE MAINTAINED BY PARKS","ACTIVE","REMOVABLE","METAL","R-51363343","-113.95819049425054","51.155269448180775","
,  
(51.155269448180775, -113.95819049425054)",
,"ARB213","257 ARBOUR STONE PL NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000822","-114.22178462436847","51.132929557514856","
,  
(51.132929557514856, -114.22178462436847)",
,"ARB211","432 ARBOUR LAKE DR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005310","-114.19594905459444","51.138305260233004","
,  
(51.138305260233004, -114.19594905459444)",
,"LEG045",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL","R-51402299","-113.99932601004902","50.85420889351113","
,  
(50.85420889351113, -113.99932601004902)",
,"DNW134",,"CALGARY PARKS","CALGARY PARKS","WEST LRT - TI PROJECT","ACTIVE","REMOVABLE","METAL","R-16001176","-114.09447549254739","51.046170153717696","
,  
(51.046170153717696, -114.09447549254739)",
,"ASP502",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50721424","-114.1904049518619","51.04170869106277","
,  
(51.04170869106277, -114.1904049518619)",
,"NGM544",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002856","-114.11744115158125","51.00168739128255","
,  
(51.00168739128255, -114.11744115158125)",
,"HID413","395 HIDDEN VALLEY GV NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006102","-114.10468678441023","51.14779578645564","
,  
(51.14779578645564, -114.10468678441023)",
"NEED CONFIRMATION THAT BOLLARDS EXIST","BOW009",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-114.18866973761146","51.08446837686349","
,  
(51.08446837686349, -114.18866973761146)",
,"GRE012",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51409673","-114.21451121757524","51.086149793704664","
,  
(51.086149793704664, -114.21451121757524)",
"PARKS FOUNDATION SE CALGARY PH2A GREENWAY","12A897","PARKS FOUNDATION SE CALGARY PH2A GREENWAY","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51218645","-113.91169762454048","50.970503601520846","
,  
(50.970503601520846, -113.91169762454048)",
