"asset_class","asset_cd","location_detail","steward","maintained_by","maint_info","life_cycle_status","asset_type","material","pathway_wam_id","longitude","latitude","location","point"
,"HSN003",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51407644","-114.27035954760663","51.106973206552105","
,  
(51.106973206552105, -114.27035954760663)",
,"BOW220",,"CALGARY PARKS","CALGARY PARKS","NOT RELATED TO A PATHWAY","ACTIVE","REMOVABLE","METAL","R-51102193","-114.21666468628042","51.096954682439375","
,  
(51.096954682439375, -114.21666468628042)",
,"SAD319","61 SADDLELAKE GD NE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-113.93227501531149","51.131345704797276","
,  
(51.131345704797276, -113.93227501531149)",
,"CGR207","103 COUGAR RIDGE HT SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007504","-114.19992389111547","51.07157131829591","
,  
(51.07157131829591, -114.19992389111547)",
"ACR 3","SHG049",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16002830","-114.12337553887755","51.04910355583915","
,  
(51.04910355583915, -114.12337553887755)",
,"ROC402",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006444","-114.23666086096102","51.146657594801574","
,  
(51.146657594801574, -114.23666086096102)",
,"CGR219",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007546","-114.20180253358782","51.06895967528515","
,  
(51.06895967528515, -114.20180253358782)",
"NO DAS OR VISIBLE VERIFICATION AT FAC","DDG057","42 QUARRY HT SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51022880","-114.01738185215231","50.958525739240045","
,  
(50.958525739240045, -114.01738185215231)",
,"SKR015",,"OUTSIDE AGENCY","CALGARY PARKS","2020/10/05: AS PER A RODRIGUES TO BE MAINTAINED BY PARKS","ACTIVE","REMOVABLE","METAL","R-51363343","-113.95819046759671","51.15529894112827","
,  
(51.15529894112827, -113.95819046759671)",
,"WHI004","287 WHITEFIELD DR NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16002306","-113.97311608728857","51.088743106056604","
,  
(51.088743106056604, -113.97311608728857)",
,"WAL021",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51222857","-114.02164802515608","50.86513751645153","
,  
(50.86513751645153, -114.02164802515608)",
,"HAR865",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006217","-114.05845441833112","51.151415424231345","
,  
(51.151415424231345, -114.05845441833112)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","TAR332",,"CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.94733544748156","51.12407809007873","
,  
(51.12407809007873, -113.94733544748156)",
"CMLC PROJECT; 2017/01/30: NO OFFICIAL CCC DOC; SEE REPOSITORY R\SUBDIVISION_DEVELOPMENT\URBAN_DEVELOPMENT_DOCUMENTS\2009\2009-001","DNE110",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.05247621661144","51.04664342223316","
,  
(51.04664342223316, -114.05247621661144)",
,"RSN014",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51185513","-113.95937058181342","51.17087625594245","
,  
(51.17087625594245, -113.95937058181342)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","FHI678",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50893611","-113.95883659088179","50.9942631589851","
,  
(50.9942631589851, -113.95883659088179)",
,"MCK718",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004486","-113.98935994659003","50.91641432771727","
,  
(50.91641432771727, -113.98935994659003)",
"X ACR 2","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.07067266898258","51.029616314131125","
,  
(51.029616314131125, -114.07067266898258)",
,"MID213",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004358","-114.0666769939094","50.91390928247798","
,  
(50.91390928247798, -114.0666769939094)",
,"WHI017","20 WHITERAM GA NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002328","-113.97444846512441","51.08956269678337","
,  
(51.08956269678337, -113.97444846512441)",
,"MCK116","800 MCKENZIE DR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50779177","-113.9910099847444","50.90143388300024","
,  
(50.90143388300024, -113.9910099847444)",
,"EVN023",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51192124","-114.10619860230437","51.18047654028246","
,  
(51.18047654028246, -114.10619860230437)",
,"SHN386",,"CALGARY BOARD OF EDUCATION","CALGARY BOARD OF EDUCATION",,"ACTIVE","FIXED","TIMBER","R-16004636","-114.08793697442789","50.90753435936943","
,  
(50.90753435936943, -114.08793697442789)",
,"HID241","11302 14 ST NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005742","-114.09099721005525","51.154182586261456","
,  
(51.154182586261456, -114.09099721005525)",
,"BRA104","647 BROOKPARK DR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","TIMBER","R-51015154","-114.11330068052423","50.958093486989306","
,  
(50.958093486989306, -114.11330068052423)",
,"ROC400",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006406","-114.24886989144991","51.148768377613905","
,  
(51.148768377613905, -114.24886989144991)",
,"LIV001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51348736","-114.06176134974629","51.19054570135879","
,  
(51.19054570135879, -114.06176134974629)",
,"CPF005","94 COPPERPOND SQ SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50780769","-113.92593920431747","50.92375797411982","
,  
(50.92375797411982, -113.92593920431747)",
,"SKR004","9 SKYVIEW POINT RD NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51037106","-113.95470504317029","51.159664674293","
,  
(51.159664674293, -113.95470504317029)",
,"BRI721","98 BRIDLERANGE CI SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000689","-114.11607635027805","50.901751109509405","
,  
(50.901751109509405, -114.11607635027805)",
,"CPF860","8 COPPERFIELD HT SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007652","-113.94724653229639","50.912712838490684","
,  
(50.912712838490684, -113.94724653229639)",
,"12B001","12350 84 ST SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.90443534274159","50.93797901206379","
,  
(50.93797901206379, -113.90443534274159)",
,"MID678",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16004357","-114.06310719433722","50.91434825371868","
,  
(50.91434825371868, -114.06310719433722)",
,"HUN678",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50764817","-114.09831212846566","51.12583185185784","
,  
(51.12583185185784, -114.09831212846566)",
,"CNS005",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL",,"-113.93070618797297","51.15791360359415","
,  
(51.15791360359415, -113.93070618797297)",
"X ACR 2","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.07115602073164","51.02962998911836","
,  
(51.02962998911836, -114.07115602073164)",
,"PAN041","5 PANATELLA CI NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005745","-114.07330352486933","51.161722346083074","
,  
(51.161722346083074, -114.07330352486933)",
"NEED CONFIRMATION THAT BOLLARDS EXIST","BOW009",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51269289","-114.18832986669811","51.08502692694077","
,  
(51.08502692694077, -114.18832986669811)",
,"RUN259","4820 RUNDLEWOOD DR NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001226","-113.96633936937134","51.07394804997029","
,  
(51.07394804997029, -113.96633936937134)",
"X ACR 2","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.07044497350884","51.02960958163143","
,  
(51.02960958163143, -114.07044497350884)",
,"SAD020",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL",,"-113.96621764856704","51.13507979715955","
,  
(51.13507979715955, -113.96621764856704)",
,"CIT662","183 CITADEL PEAK CI NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006596","-114.1711779857635","51.1471976914349","
,  
(51.1471976914349, -114.1711779857635)",
,"ROY393","66 ROYAL TC NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007387","-114.22234410136112","51.138251367328635","
,  
(51.138251367328635, -114.22234410136112)",
,"MLR417","65 MILLRISE SQ SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004713","-114.09683017780876","50.91548515276041","
,  
(50.91548515276041, -114.09683017780876)",
,"MAC820",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004746","-114.11773009436891","51.13587042652339","
,  
(51.13587042652339, -114.11773009436891)",
,"CRA007","51 CRANBROOK CR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-113.97896409318572","50.86951203040472","
,  
(50.86951203040472, -113.97896409318572)",
,"DDG049",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51056847","-114.0168802375707","50.954375451562434","
,  
(50.954375451562434, -114.0168802375707)",
,"WSP044",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51285480","-114.1961826813415","51.05494432146431","
,  
(51.05494432146431, -114.1961826813415)",
,"RSN025",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51370858","-113.96760145887627","51.17413725918712","
,  
(51.17413725918712, -113.96760145887627)",
,"NOL017",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51100345","-114.16719203063425","51.17608152952332","
,  
(51.17608152952332, -114.16719203063425)",
,"SIG720",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16003278","-114.17012421290141","51.03053257446423","
,  
(51.03053257446423, -114.17012421290141)",
,"ROC204","30 ROCKCLIFF LD NW","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","REMOVABLE","METAL",,"-114.24438463643077","51.147651621299616","
,  
(51.147651621299616, -114.24438463643077)",
,"DAL095","4755 DALHOUSIE DR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51100664","-114.15761067437535","51.104120125814156","
,  
(51.104120125814156, -114.15761067437535)",
,"SKR015",,"OUTSIDE AGENCY","CALGARY PARKS","2020/10/05: AS PER A RODRIGUES TO BE MAINTAINED BY PARKS","ACTIVE","REMOVABLE","METAL",,"-113.95624905696836","51.15453827862873","
,  
(51.15453827862873, -113.95624905696836)",
,"EAU131",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-16002269","-114.08344242632568","51.050752047992404","
,  
(51.050752047992404, -114.08344242632568)",
,"CRM301","535 CRESTHAVEN PL SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007064","-114.26794879986689","51.087270030872986","
,  
(51.087270030872986, -114.26794879986689)",
"TI PROJECT; NO CCC DOC-USED DATE ALREADY ON ASSET","WHI065",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50733750","-113.97011872650036","51.09558196792294","
,  
(51.09558196792294, -113.97011872650036)",
"ACR 4 SEE PICTURE R-50772461-1/2","EFV476",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50800280","-114.02700095071556","50.98644111943269","
,  
(50.98644111943269, -114.02700095071556)",
,"ARB352","555 ARBOUR LAKE DR NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004797","-114.18981305677408","51.14317407442725","
,  
(51.14317407442725, -114.18981305677408)",
,"VAL934",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005570","-114.24371072305527","51.09518326696548","
,  
(51.09518326696548, -114.24371072305527)",
,"PAN457",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005740","-114.08555951280378","51.15418808686776","
,  
(51.15418808686776, -114.08555951280378)",
"2019/04/08: M REID PROJECT MANAGER; NO FOLLOW UP DOCUMENTS; DECIDED TO USE 2012/10/10 AS ACTIVE DT","BOW220",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50828874","-114.2106716821838","51.096797928200246","
,  
(51.096797928200246, -114.2106716821838)",
,"CAP670",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51003547","-114.09219141963877","51.074556064213134","
,  
(51.074556064213134, -114.09219141963877)",
,"SPH987","7652 26 AV SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005300","-114.19388065684679","51.031590620481865","
,  
(51.031590620481865, -114.19388065684679)",
,"CRA063","11 CRANARCH LI SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50764969","-113.98043428528156","50.876634271065996","
,  
(50.876634271065996, -113.98043428528156)",
,"AUB004","25 AUBURN BAY BV SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50770849","-113.9516092518342","50.88636634214459","
,  
(50.88636634214459, -113.9516092518342)",
,"WSP493","79 WESTRIDGE CR SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16007466","-114.1971757135207","51.05924853736796","
,  
(51.05924853736796, -114.1971757135207)",
,"12B001","12350 84 ST SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.90451341761467","50.938028143703164","
,  
(50.938028143703164, -113.90451341761467)",
"X ACR 2","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.0702750193338","51.02960487533224","
,  
(51.02960487533224, -114.0702750193338)",
,"HAM001",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL",,"-114.13661209859553","51.14464062367218","
,  
(51.14464062367218, -114.13661209859553)",
"X ACR 2","MIS248",,"CALGARY PARKS","CALGARY PARKS","DECORATIVE BOLLARD, NOT ASSOCIATED WITH PATHWAY AS PER M BLAIR","ACTIVE","FIXED","METAL",,"-114.06996089477876","51.02959567489976","
,  
(51.02959567489976, -114.06996089477876)",
,"CIT967",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006574","-114.173410368603","51.14459060217069","
,  
(51.14459060217069, -114.173410368603)",
"DISCOVERED ASSET","EVE802",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001149","-114.12233640423409","50.91130190981367","
,  
(50.91130190981367, -114.12233640423409)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","ROY009",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16007846","-114.2071667042977","51.145668253030685","
,  
(51.145668253030685, -114.2071667042977)",
,"DDG718","2219 DOUGLASBANK CR SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004992","-114.00753743098707","50.94234907963457","
,  
(50.94234907963457, -114.00753743098707)",
,"EVN028",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51287332","-114.114974953765","51.18162211996886","
,  
(51.18162211996886, -114.114974953765)",
,"SPH021","11R SPRING VALLEY CL SW","CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-16005298","-114.20370893918796","51.02340717308463","
,  
(51.02340717308463, -114.20370893918796)",
,"CSC016",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51406423","-113.96394352060634","51.143300307994714","
,  
(51.143300307994714, -113.96394352060634)",
,"PCK004",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51371820","-114.0621316467559","50.860952044719184","
,  
(50.860952044719184, -114.0621316467559)",
,"SAD382","135 SADDLEBROOK CM NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50738863","-113.92924864869796","51.136069477296246","
,  
(51.136069477296246, -113.92924864869796)",
"UNRETIRED","MCK663","5 MT DOUGLAS CL SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004492","-113.98392253904076","50.92348956779846","
,  
(50.92348956779846, -113.98392253904076)",
,"GRE012",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL",,"-114.21372017125069","51.08775235310987","
,  
(51.08775235310987, -114.21372017125069)",
,"KCA835","230 KINCORA HT NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16007624","-114.13190532264814","51.15700946110137","
,  
(51.15700946110137, -114.13190532264814)",
,"12B001",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-113.90494555283584","50.936743783539114","
,  
(50.936743783539114, -113.90494555283584)",
,"SPH020",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005296","-114.1910219258802","51.01972049791364","
,  
(51.01972049791364, -114.1910219258802)",
"2020/01/30: NO CCC DOC AVAILABLE, USED ONE YEAR PRIOR TO FAC","STR999",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51080484","-114.16549510557317","51.0481062962619","
,  
(51.0481062962619, -114.16549510557317)",
,"KCA838",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50815764","-114.13032245772617","51.16536446009052","
,  
(51.16536446009052, -114.13032245772617)",
"FLD ACR 3. BOLLARD IS REMOVABLE, NO PIN AND LOCK. VISIBLE SIGNS OF CORROSION.","DDG718","135R DOUGLAS PARK BV SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004976","-113.99689356091301","50.93797154975974","
,  
(50.93797154975974, -113.99689356091301)",
,"BYV056",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50875395","-114.09805885707253","50.97247592217802","
,  
(50.97247592217802, -114.09805885707253)",
,"12B001","12350 84 ST SE","CALGARY PARKS","CALGARY PARKS","NOT ASSOCIATED WITH PATHWAY","ACTIVE","FIXED","METAL",,"-113.90413685747049","50.93802254195773","
,  
(50.93802254195773, -113.90413685747049)",
,"BRD890",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16002696","-114.03132008731662","51.049187750073486","
,  
(51.049187750073486, -114.03132008731662)",
,"HUN541",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50764828","-114.0972585861165","51.12547126589321","
,  
(51.12547126589321, -114.0972585861165)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","MCK664",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004502","-113.98436352621128","50.92914322696088","
,  
(50.92914322696088, -113.98436352621128)",
,"PIN027",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000377","-113.94723324792943","51.07424305266424","
,  
(51.07424305266424, -113.94723324792943)",
,"AUB009","268 AUBURN BAY AV SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51034910","-113.95162427135698","50.893220615217786","
,  
(50.893220615217786, -113.95162427135698)",
,"SIG694",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16002750","-114.18595755123397","51.01615376933703","
,  
(51.01615376933703, -114.18595755123397)",
,"GPK701",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003503","-114.09489385625807","50.994809470062705","
,  
(50.994809470062705, -114.09489385625807)",
,"DRN547",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50810413","-114.00312493238093","50.92019831611835","
,  
(50.92019831611835, -114.00312493238093)",
,"AUB013","411 AUBURN BAY AV SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50893714","-113.9525777004902","50.890124272586455","
,  
(50.890124272586455, -113.9525777004902)",
"2017/10/03: M WONG - ESTABLISHED COMMUNITY UPGRADES; FINAL MAINTENANCE CERTIFICATE ISSUED; USED THAT DATE FOR FAC/ACTIVE DATE; INSTALL DT EXISTING-CAME FROM PREVIOUS CHANGE REQUESTS-USED IN CCC DT","CAP321","1531 21 AV NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL",,"-114.09494165358761","51.07065525094459","
,  
(51.07065525094459, -114.09494165358761)",
,"PAN031",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005700","-114.07073346429206","51.15190403547611","
,  
(51.15190403547611, -114.07073346429206)",
"2018/05/09:ACR WAS ZERO; CHANGED TO NULL AND LEFT THE ACR DATE","DDG718","12 DOUGLAS RANGE RD SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16004924","-114.01540065113562","50.947103149032635","
,  
(50.947103149032635, -114.01540065113562)",
,"SKR010",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51234438","-113.94960645372208","51.1578716983867","
,  
(51.1578716983867, -113.94960645372208)",
,"COV873",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51193724","-114.04866616136499","51.160481227909266","
,  
(51.160481227909266, -114.04866616136499)",
,"CRA025",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000835","-113.97846616595679","50.89568951835243","
,  
(50.89568951835243, -113.97846616595679)",
,"GAG556","5510 FORAND ST SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51003472","-114.12080874003969","51.00477690982234","
,  
(51.00477690982234, -114.12080874003969)",
,"SCE275","203 SCENIC PARK PL NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16001045","-114.21647308475147","51.11609809905667","
,  
(51.11609809905667, -114.21647308475147)",
,"BLM006",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-51409792","-114.06826238395834","50.86881955163848","
,  
(50.86881955163848, -114.06826238395834)",
,"SPH009",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005281","-114.20513066613002","51.020927185458376","
,  
(51.020927185458376, -114.20513066613002)",
,"OAK914",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","FIXED","METAL","R-16036168","-114.13206985599993","50.9614780401179","
,  
(50.9614780401179, -114.13206985599993)",
,"CPF846","855 COPPERFIELD BV SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16007433","-113.93543442582221","50.90907736654992","
,  
(50.90907736654992, -113.93543442582221)",
"INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","SIG745","856 SIERRA MORENA CO SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16002752","-114.18322003769143","51.0173387564139","
,  
(51.0173387564139, -114.18322003769143)",
,"CRA033",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-50763421","-113.99173899672597","50.893055986026845","
,  
(50.893055986026845, -113.99173899672597)",
,"EVN272",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16000877","-114.10842184133841","51.17138663105212","
,  
(51.17138663105212, -114.10842184133841)",
,"MEA678",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-50889185","-114.07649628300251","50.99519206602421","
,  
(50.99519206602421, -114.07649628300251)",
,"MCT839","202 PRESTWICK HT SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006197","-113.9608785075971","50.92551624316479","
,  
(50.92551624316479, -113.9608785075971)",
,"SIG723","180 SIENNA HEIGHTS WY SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16003315","-114.17784892554027","51.02805020824185","
,  
(51.02805020824185, -114.17784892554027)",
,"SPH021",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16001232","-114.20366951843985","51.03187066916637","
,  
(51.03187066916637, -114.20366951843985)",
,"CNS015",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51408225","-113.92937886345193","51.14745393248326","
,  
(51.14745393248326, -113.92937886345193)",
,"HSD001",,"CALGARY PARKS","DEVELOPER CONSTRUCTION",,"INSTALLED","REMOVABLE","METAL","R-51408511","-113.91676800390823","51.1167996478106","
,  
(51.1167996478106, -113.91676800390823)",
,"TUS603","290 TUSCANY RAVINE RD NW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006817","-114.23222534065606","51.110696576624036","
,  
(51.110696576624036, -114.23222534065606)",
,"TAR137","1175 TARADALE DR NE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16000093","-113.9267837314392","51.12423101442359","
,  
(51.12423101442359, -113.9267837314392)",
,"BRI357","20 BRIDLEGLEN PA SW","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16006933","-114.10582777373823","50.90651233424002","
,  
(50.90651233424002, -114.10582777373823)",
,"WAL020",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-51234432","-114.02529530148965","50.8646085524144","
,  
(50.8646085524144, -114.02529530148965)",
"FLD ACR 2.","DDG763","116 DOUGLAS GLEN PT SE","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","FIXED","METAL","R-16006843","-114.01354600664604","50.953009086083576","
,  
(50.953009086083576, -114.01354600664604)",
,"TAR324",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","REMOVABLE","METAL","R-16005209","-113.92572962592979","51.11658559601827","
,  
(51.11658559601827, -113.92572962592979)",
