"asset_cd","wam_id","type_description","sign_details","sign_material","support_type","support_material","life_cycle_status","minortype","steward","maintained_by","direction","modified_dt","asset_type","bylaw_number","point"
"SNA178","A-50888370","VEHICLE - PARKING","NO PARKING FIRE LANE","METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY ROADS","CALGARY PARKS SHARED","SE","2017-01-13T13:43:59.000Z","15",,"POINT (-114.1095653 51.0459348)"
"SHG920","A-51384661","INTERPRETIVE","THE CREEK AND WATER QUALITY","METAL","POST","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","SW","2021-08-25T12:22:22.000Z","4",,"POINT (-114.1214955 51.0401927)"
"SCE436","A-51065100","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:44:13.000Z","2",,"POINT (-114.2203321 51.1251523)"
"MON291","A-51418411","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:04.000Z","8",,"POINT (-114.1724966 51.0780431)"
"REN890","A-51083640","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:45:44.000Z","9",,"POINT (-114.0283368 51.053829)"
"NHV672","A-21004413","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO TRESSPASSING","CALGARY PARKS","CALGARY PARKS","NW","2018-05-14T13:35:45.000Z","6",,"POINT (-114.093303 51.0983962)"
"EYA200","A-50892228","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 20KM/H","CALGARY PARKS","CALGARY PARKS","NE","2013-08-14T13:27:57.000Z","9",,"POINT (-114.0731584 51.0172596)"
"SSD560","A-50881511","PATHWAY - RESTRICTIONS",,"METAL","POST","METAL","ACTIVE","BICYCLE ROUTE","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:45.000Z","10",,"POINT (-114.0699967 51.0576551)"
"GPK056","A-21002774","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","CYCLISTS DISMOUNT","CALGARY PARKS","CALGARY PARKS","NE","2022-02-28T19:22:48.000Z","9",,"POINT (-114.1194066 50.9734306)"
"GPK023","A-50890592","PARK - INFO","DANGER HELICOPTER LANDING AREA","METAL","FENCE","METAL","ACTIVE","SAFETY INFO","CALGARY PARKS SHARED","ROCKYVIEW HOSPITAL","SE","2013-04-04T07:41:28.000Z","5",,"POINT (-114.0980163 50.988123)"
"SCE415","A-51108835","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","HANDICAP PARKING","CALGARY PARKS","CALGARY PARKS","W","2022-05-26T12:32:37.000Z","15",,"POINT (-114.2270568 51.1001462)"
"EDG124","A-51000828","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:44:05.000Z","2","23M89","POINT (-114.1560988 51.1250316)"
"ALB635","A-21000346","PATHWAY - INFO","DIRECTION TO NE & SE CALGARY & MAX BELL ARENA","METAL","POST","METAL","ACTIVE","DIRECTION / DISTANCE","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:44:44.000Z","8",,"POINT (-114.0029 51.0434238)"
"VAR125","A-50888589","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:45:11.000Z","15",,"POINT (-114.1390598 51.0862466)"
"THO762","A-21006708","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - SHARP CURVE","CALGARY PARKS","CALGARY PARKS","NW","2018-05-14T13:37:13.000Z","11",,"POINT (-114.0534764 51.1025737)"
"ING037","A-21003601","PARK - REGULATIONS","NO OPEN FIRES","METAL","POST","METAL","ACTIVE","NO FIRE","CALGARY PARKS","CALGARY PARKS","NW","2018-05-14T13:35:45.000Z","6",,"POINT (-114.0126376 51.0403828)"
"DNE116","A-21001982","INTERPRETIVE","EARLY EXPLORERS","METAL","POST","WOOD","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS SHARED","LEASE HOLDER","SW","2021-12-07T13:55:03.000Z","4",,"POINT (-114.044593 51.0447707)"
"09D862","A-21000004","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","SE","2020-05-06T09:45:13.000Z","9",,"POINT (-114.0120551 51.0122908)"
"WLD050","A-51070419","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","SE","2017-09-21T10:11:18.000Z","15",,"POINT (-114.1602504 51.0551634)"
"ERL246","A-51306943","PATHWAY - WARNING",,"METAL","GATE","METAL","ACTIVE","DEAD END / BARRICADE","CALGARY PARKS","CALGARY PARKS","SW","2019-07-16T10:14:40.000Z","11",,"POINT (-114.0656154 51.0354337)"
"02F201","A-51093687","PARK - REGULATIONS","PRIVATE PROPERTY","METAL","POST","METAL","ACTIVE","NO TRESSPASSING","CALGARY PARKS","CALGARY PARKS","N","2017-09-21T10:10:56.000Z","6",,"POINT (-114.1743583 51.1540902)"
"SNA178","A-50886296","VEHICLE - PARKING","BY PERMIT ONLY","METAL","POST","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS SHARED","LEASE HOLDER","SE","2017-01-13T13:43:16.000Z","15",,"POINT (-114.1097024 51.0461842)"
"RAN158","A-51000965","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:43:20.000Z","2",,"POINT (-114.1796735 51.1155363)"
"12B001","A-51015462","INTERPRETIVE","CALGARY'S WATER...","PLASTIC","FENCE","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","SE","2021-12-07T15:46:43.000Z","4",,"POINT (-113.9037575 50.9380062)"
"MON291","A-50874198","PARK - REGULATIONS","USE OF ATHLETIC FIELDS BY PERMIT HOLDERS ONLY","METAL","FENCE","METAL","ACTIVE","GENERAL - PARK RULES","CALGARY RECREATION","CALGARY RECREATION","E","2013-09-06T13:37:41.000Z","6",,"POINT (-114.168754 51.0716013)"
"SHN386","A-51057855","PATHWAY - INFO","CALGARY PATHWAYS","METAL","POST","METAL","ACTIVE","NAME - CALGARY PATHWAYS","CALGARY PARKS","CALGARY PARKS","NW","2017-01-13T13:43:22.000Z","8",,"POINT (-114.0838793 50.910291)"
"MON291","A-51045623","PATHWAY - WARNING",,"METAL","GATE","METAL","ACTIVE","DEAD END / BARRICADE","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:46.000Z","11",,"POINT (-114.1722574 51.0781575)"
"GPK120","A-51056754","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:03.000Z","9",,"POINT (-114.1470889 50.9946771)"
"EDG124","A-50888724","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:41.000Z","2","23M89","POINT (-114.1599043 51.1245242)"
"WIN800","A-21007142","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - SHARP CURVE","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:46.000Z","11",,"POINT (-114.0470418 51.0821153)"
"DNE116","A-50897691","INTERPRETIVE","JUSTICE JAMES F. MACLEOD","METAL","BOULDER","ROCK","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS SHARED","CALGARY PARKS","NE","2021-12-07T15:48:36.000Z","4",,"POINT (-114.0449827 51.0447544)"
"ERL246","A-21002445","VEHICLE - PARKING","NO PARKING/FIRE LANE","METAL","LIGHT POLE","METAL","ACTIVE","NO PARKING","CALGARY RECREATION","CALGARY RECREATION","NW","2013-04-02T14:26:05.000Z","15",,"POINT (-114.0630746 51.0336455)"
"RIV840","A-51147267","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","S","2016-07-19T09:53:41.000Z","8",,"POINT (-114.0284005 50.974983)"
"TUS678","A-51303389","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:19:59.000Z","8",,"POINT (-114.2437057 51.1075008)"
"ABP799","A-21000109","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - NOSE CREEK PATHWAY","CALGARY PARKS","CALGARY PARKS","S","2018-05-14T13:35:46.000Z","8",,"POINT (-114.0515399 51.1315806)"
"EDG120","A-51000767","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:44:55.000Z","2","23M89","POINT (-114.1534225 51.12469)"
"SHN386","A-21005661","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - SHAWNESSY PATHWAY","CALGARY PARKS","CALGARY PARKS","NE","2018-05-14T13:35:46.000Z","8",,"POINT (-114.0751914 50.9071365)"
"EVN271","A-51418173","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:07.000Z","8",,"POINT (-114.111646 51.1694256)"
"HID743","A-50898312","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:45:13.000Z","2",,"POINT (-114.1150702 51.146671)"
"ING037","A-51045615","PATHWAY - WARNING",,"METAL","GATE","METAL","ACTIVE","DEAD END / BARRICADE","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:36:25.000Z","11",,"POINT (-114.0175734 51.0434888)"
"BOW220","A-50871824","VEHICLE - REGULATIONS","NO STOPPING FIRE LANE","METAL","FENCE","METAL","ACTIVE","NO STOPPING","CALGARY PARKS","CALGARY PARKS","NE","2021-04-07T15:45:56.000Z","16",,"POINT (-114.2157797 51.0960304)"
"SIL245","A-21006043","PARK - INFO","BOWMONT","METAL","POST","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","NW","2017-09-21T10:11:25.000Z","5",,"POINT (-114.1811684 51.0961104)"
"ERL246","A-21002474","PARK - INFO","TALISMAN CENTRE",,"BUILDING","NO BREAKDOWN","ACTIVE","NAME - REC FACILITY","CALGARY RECREATION","CALGARY RECREATION","S","2013-04-02T14:23:28.000Z","5",,"POINT (-114.0633857 51.0339616)"
"REN786","A-51089873","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:45:45.000Z","2",,"POINT (-114.0318409 51.0615136)"
"WIN850","A-51130061","VEHICLE - PARKING","FOOD TRUCK PARKING ONLY","METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","S","2017-07-17T11:17:52.000Z","15",,"POINT (-114.0547592 51.0674825)"
"REN691","A-21005119","PARK - INFO",,"METAL","LIGHT POLE","NO BREAKDOWN","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS","W","2013-04-04T07:44:05.000Z","5","39M87","POINT (-114.0255828 51.055529)"
"GPK056","A-21002777","PARK - INFO","WOMEN SYMBOL","METAL","WALL","CONCRETE","ACTIVE","AMENITIES - WASHROOM","CALGARY PARKS","CALGARY PARKS","NE","2017-01-13T13:43:15.000Z","5",,"POINT (-114.102888 50.9823635)"
"COV108","A-51264246","PARK - INFO","THIS SITE INCLUDES A LOCATION FOR A POSSIBLE SCHOOL","METAL","POST","METAL","ACTIVE","GENERAL INFO - OTHER","CALGARY PARKS","CALGARY PARKS",,"2018-05-14T13:34:58.000Z","5",,"POINT (-114.0680409 51.1665465)"
"TUS603","A-51017342","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:45:40.000Z","2",,"POINT (-114.228444 51.113126)"
"VAR145","A-51065126","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:45:43.000Z","2",,"POINT (-114.1586878 51.1020133)"
"DOV030","A-51304539","PARK - REGULATIONS",,"METAL","FENCE","METAL","ACTIVE","NO BICYCLE / SKATEBOARD / ROLLERSKATE","CALGARY PARKS","CALGARY PARKS","E","2019-05-31T11:39:05.000Z","6",,"POINT (-113.9938809 51.0264499)"
"THO565","A-51016001","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:44:05.000Z","2",,"POINT (-114.0577042 51.1054518)"
"CPF889","A-51412669","INTERPRETIVE","ROTARY GREENWAY - SERVICE ABOVE SELF","PLASTIC","POST, DUAL","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:08.000Z","4",,"POINT (-113.920465 50.913008)"
"GPK704","A-51130168","VEHICLE - PARKING",,"METAL","POST","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","SW","2022-02-28T19:22:56.000Z","15",,"POINT (-114.1191628 50.9864903)"
"RIC700","A-21005209","VEHICLE - PARKING",,"METAL","BUILDING","CONCRETE","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","S","2018-05-14T13:35:46.000Z","15",,"POINT (-114.1236063 51.0220809)"
"SNA178","A-51090429","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2021-04-07T15:11:52.000Z","2",,"POINT (-114.1032715 51.0476085)"
"MCI288","A-21003869","PARK - INFO","FUTURE LOCATION OF 2005 BP BIRTHPLACE FOREST","METAL","POST","METAL","ACTIVE","NAME - BIRTHPLACE FOREST","CALGARY PARKS","CALGARY PARKS","E","2013-04-04T07:42:33.000Z","5",,"POINT (-114.0360149 51.0871327)"
"GPK120","A-51201303","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T08:56:00.000Z","8",,"POINT (-114.1509543 50.9891532)"
"NHV672","A-51040530","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:44:57.000Z","2",,"POINT (-114.0924635 51.1001164)"
"MCI091","A-50891613","PARK - INFO","WASHROOM","WOOD","BUILDING","CONCRETE","ACTIVE","AMENITIES - WASHROOM","CALGARY RECREATION","CALGARY RECREATION","E","2013-04-04T07:44:35.000Z","5",,"POINT (-114.0172774 51.0897425)"
"GPK056","A-21002758","VEHICLE - PARKING","PRIVATE BOAT PARKING","METAL","POST, DUAL","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","SE","2017-01-13T13:44:44.000Z","15",,"POINT (-114.10189 50.9819255)"
"SSW172","A-51264621","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","SW","2018-05-14T13:34:58.000Z","2",,"POINT (-114.1132185 51.0413602)"
"OGD806","A-51068022","PARK - INFO","PARK NAME - GEORGE MOSS PARK","METAL","POST","WOOD","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","SW","2017-01-13T13:45:43.000Z","5",,"POINT (-114.0057048 50.9870164)"
"COV961","A-51083599","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","CURVE","CALGARY PARKS","CALGARY PARKS","SE","2021-12-16T18:13:27.000Z","11",,"POINT (-114.0522976 51.1577156)"
"ING037","A-21003590","PARK - INFO","WESTERN HEADWORKS SYSTEM","WOOD","POST, DUAL","WOOD","ACTIVE","NAME - NON CITY","PROVINCE OF ALBERTA","PROVINCE OF ALBERTA","NW","2014-09-23T14:59:45.000Z","5",,"POINT (-114.0144993 51.0432185)"
"GPK704","A-50892435","PARK - INFO",,"METAL","BUILDING","CONCRETE","ACTIVE","AMENITIES - WASHROOM SEASONAL","CALGARY PARKS","CALGARY PARKS","SW","2022-02-28T19:22:54.000Z","5",,"POINT (-114.1381856 50.9922713)"
"DIS100","A-21001779","PATHWAY - REGULATIONS",,"METAL","POST","METAL","ACTIVE","SPEED 10KM/H","CALGARY PARKS","CALGARY PARKS","SW","2018-09-18T07:50:35.000Z","9","36/76","POINT (-114.2094357 51.0097857)"
"DNE116","A-51147195","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","S","2016-12-13T11:38:01.000Z","8",,"POINT (-114.0428464 51.0443096)"
"COU651","A-21001528","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - NOSE CREEK PATHWAY","CALGARY PARKS","CALGARY PARKS","SE","2013-04-04T07:40:47.000Z","8",,"POINT (-114.0816987 51.1388925)"
"SIG725","A-50884758","INTERPRETIVE","THE GREAT WAR 1914-1918","PLASTIC","POST","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","W","2021-12-07T13:59:13.000Z","4",,"POINT (-114.173562 51.020806)"
"GPK701","A-21002967","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - ELBOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","N","2013-04-04T07:43:37.000Z","8",,"POINT (-114.1030122 51.003061)"
"RAM415","A-21004146","PATHWAY - WARNING",,"METAL","LIGHT POLE","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","NE","2018-05-14T13:35:45.000Z","11",,"POINT (-114.0574011 51.032515)"
"HOU543","A-50875623","SPORTS - INFO","ADULT FITNESS PARK","METAL","POST","METAL","ACTIVE","OTHER SPORTS INFO","CALGARY PARKS SHARED","LEASE HOLDER","E","2018-05-14T13:35:45.000Z","12",,"POINT (-114.1044723 51.0659977)"
"ROX261","A-51089907","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","S","2017-01-13T13:43:07.000Z","2",,"POINT (-114.0694276 51.0243134)"
"PIN027","A-51377705","SPORTS - REGULATIONS",,"METAL","POST","METAL","ACTIVE","TENNIS RULES","CALGARY PARKS","CALGARY PARKS","N","2021-04-23T20:53:18.000Z","13",,"POINT (-113.9453982 51.0718444)"
"FAI203","A-51089790","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-12-04T08:14:07.000Z","2",,"POINT (-114.0650506 50.9870686)"
"ABB556","A-51303464","PATHWAY - INFO","EMERGENCY LOCATE SIGN FIXED TO A GREENWAY TOTEM","METAL","PEDESTAL","CONCRETE","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2022-08-23T07:20:02.000Z","8",,"POINT (-113.9345492 51.0663721)"
"HUN676","A-51045403","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:45:41.000Z","2",,"POINT (-114.0726408 51.1248344)"
"GPK701","A-21002935","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - ELBOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","S","2013-04-04T07:45:13.000Z","8",,"POINT (-114.0960672 50.9978848)"
"DIS100","A-21001835","INTERPRETIVE","TRAIL MAP
GRIFFITH WOODS REGIONAL PARK","METAL","POST","WOOD","ACTIVE","INTERPRETIVE - WITH MAP","CALGARY PARKS","CALGARY PARKS","SE","2021-12-07T13:55:02.000Z","4",,"POINT (-114.220849 51.0126044)"
"BRD890","A-51083496","PARK - INFO",,"METAL","POST","METAL","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:45.000Z","5",,"POINT (-114.0286468 51.0520549)"
"GRI829","A-51147198","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - TRANS CANADA TRAIL","CALGARY PARKS","CALGARY PARKS","N","2016-07-19T09:42:03.000Z","8",,"POINT (-114.0521043 51.0957943)"
"ALT701","A-21000432","VEHICLE - PARKING","NO STOPPING","METAL","FENCE","METAL","ACTIVE","NO PARKING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:43:43.000Z","15",,"POINT (-114.0891838 51.0086785)"
"VAR456","A-51418525","PATHWAY - INFO","GREENWAY LOGO AND TEXT WITH DIRECTIONAL PLAQUES","METAL","PEDESTAL","CONCRETE","ACTIVE","NAME - GREENWAY PATHWAY","CALGARY PARKS","CALGARY PARKS",,"2022-08-30T18:27:10.000Z","8",,"POINT (-114.1788712 51.0888481)"
"ALT643","A-21000377","PARK - INFO","KIWANIS PARK","METAL","POST","METAL","ACTIVE","NAME - PARK","CALGARY PARKS","CALGARY PARKS","SE","2018-05-14T13:37:13.000Z","5",,"POINT (-114.1007017 51.0202905)"
"UMR274","A-51083517","PARK - INFO",,"METAL","POST","METAL","ACTIVE","HOURS - PARK","CALGARY PARKS","CALGARY PARKS",,"2017-01-13T13:44:33.000Z","5",,"POINT (-114.0831733 51.0294688)"
"VAR145","A-51065121","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:45:43.000Z","2",,"POINT (-114.160529 51.0961072)"
"BLN008","A-50892133","VEHICLE - PARKING","PARKS FOUNDATION CALGARY STAFF","METAL","FENCE","METAL","ACTIVE","PARKING RESTRICTIONS","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:46.000Z","15",,"POINT (-114.0680992 51.0401236)"
"MIS204","A-21003993","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - ELBOW RIVER PATHWAY","CALGARY PARKS","CALGARY PARKS","N","2018-05-14T13:35:45.000Z","8",,"POINT (-114.0639351 51.0295113)"
"ACA192","A-21000151","PARK - INFO","NO ACCESS TO OFF LEASH OR RIVER BEYOND THIS POINT","METAL","POST","METAL","ACTIVE","ACCESS RESTRICTIONS - TRAILS / NATURAL AREA","CALGARY PARKS","CALGARY PARKS","N","2017-09-21T10:11:16.000Z","5",,"POINT (-114.025879 50.9624624)"
"THO569","A-51039570","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:43:21.000Z","2",,"POINT (-114.081778 51.0972164)"
"BOW220","A-51131434","PARK - INFO","MALE WASHROOM","METAL","POST","METAL","ACTIVE","AMENITIES - WASHROOM","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:54:32.000Z","5",,"POINT (-114.2248121 51.0974611)"
"NPK454","A-51017444","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","E","2017-01-13T13:54:29.000Z","2",,"POINT (-114.0970269 51.1127772)"
"SNA178","A-51303249","PATHWAY - INFO","EMERGENCY LOCATE SIGN ALONG THE BOW RIVER","METAL","POST","METAL","ACTIVE","EMERGENCY WAYFINDING","CALGARY PARKS","CALGARY PARKS",,"2019-10-03T11:36:59.000Z","8",,"POINT (-114.1031648 51.0476428)"
"CRE876","A-51401500","INTERPRETIVE","AKAMIH-KAYI, BLACKFOOT WARRIER + LEADER","METAL","POST","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","NE","2021-12-08T18:48:41.000Z","4",,"POINT (-114.0613346 51.055459)"
"TUS637","A-51069256","PATHWAY - WARNING",,"METAL","POST","METAL","ACTIVE","SLOW - STEEP HILL","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:43:48.000Z","11",,"POINT (-114.2493631 51.1345938)"
"CAM811","A-51039262","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA LEAVING","CALGARY PARKS","CALGARY PARKS","W","2017-01-13T13:45:16.000Z","2",,"POINT (-114.0922788 51.0894737)"
"BLN005","A-51223827","INTERPRETIVE","BEAULIEU GARDENS","METAL","POST, DUAL","METAL","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS","CALGARY PARKS","W","2021-12-07T13:59:12.000Z","4",,"POINT (-114.0767595 51.0405331)"
"SIL245","A-50873305","PATHWAY - RESTRICTIONS",,"METAL","POST","METAL","ACTIVE","NO BICYCLES","CALGARY PARKS","CALGARY PARKS","SW","2017-09-21T10:11:14.000Z","10",,"POINT (-114.1924508 51.1004674)"
"VAL934","A-51070643","PATHWAY - INFO",,"METAL","POST","METAL","ACTIVE","NAME - CALGARY PATHWAYS","CALGARY PARKS","CALGARY PARKS","E","2018-05-14T13:37:13.000Z","8",,"POINT (-114.234539 51.0964002)"
"MON240","A-51065086","DOG - LEASH REGULATIONS",,"METAL","POST","METAL","ACTIVE","OFF LEASH AREA ENTERING","CALGARY PARKS","CALGARY PARKS","N","2017-01-13T13:44:32.000Z","2",,"POINT (-114.1591418 51.0801484)"
"DNE116","A-21001994","INTERPRETIVE","CALGARY BECOMES A CITY","METAL","WALL","NO BREAKDOWN","ACTIVE","INTERPRETIVE - GENERAL","CALGARY PARKS SHARED","LEASE HOLDER","SE","2021-12-07T13:55:03.000Z","4",,"POINT (-114.0446834 51.0448927)"
"SIL260","A-21006304","PARK - INFO",,"METAL","POST","METAL","ACTIVE","MAINTENANCE - SIDEWALK NOT CLEARED IN WINTER","CALGARY ROADS","CALGARY ROADS","W","2016-01-26T13:04:23.000Z","5",,"POINT (-114.1955254 51.1021491)"
