"asset_class","asset_cd","location_detail","steward","maintained_by","maint_info","life_cycle_status","asset_type","style","longitude","latitude","location","point"
,"CAP321",,"CALGARY PARKS","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS/Capitol Hill","ACTIVE","COMMUNITY PANTRY","NOT APPLICABLE","-114.09703182576956","51.07073429546233","
,  
(51.07073429546233, -114.09703182576956)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03274125493064","51.150074467993576","
,  
(51.150074467993576, -114.03274125493064)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95860822861258","50.88480496851364","
,  
(50.88480496851364, -113.95860822861258)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95734314765802","50.88299426775719","
,  
(50.88299426775719, -113.95734314765802)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.9581355874859","50.883954506826576","
,  
(50.883954506826576, -113.9581355874859)",
,"CAN933","A-51388875","CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","LITTLE LIBRARY","NOT APPLICABLE","-114.08237897318412","50.94442617028506","
,  
(50.94442617028506, -114.08237897318412)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03270390777064","51.15010973643544","
,  
(51.15010973643544, -114.03270390777064)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95837001536634","50.88487851984369","
,  
(50.88487851984369, -113.95837001536634)",
"OAA EXPIRED 2021/09/29-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","CSC003",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-113.96027048195266","51.14642719209517","
,  
(51.14642719209517, -113.96027048195266)",
,"GAG558",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-114.12717884628624","51.00320272961893","
,  
(51.00320272961893, -114.12717884628624)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03267070947308","51.15004529588594","
,  
(51.15004529588594, -114.03267070947308)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95757331535525","50.88297360634845","
,  
(50.88297360634845, -113.95757331535525)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03262667853214","51.15000512209828","
,  
(51.15000512209828, -114.03262667853214)",
,"BRD899",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","OTHER EQUIPMENT","NOT APPLICABLE","-114.0496221945109","51.05082574520045","
,  
(51.05082574520045, -114.0496221945109)",
,"BRD899",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","OTHER EQUIPMENT","NOT APPLICABLE","-114.04941045247757","51.05078730224614","
,  
(51.05078730224614, -114.04941045247757)",
,"SIL251",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.182259335271","51.10513878401095","
,  
(51.10513878401095, -114.182259335271)",
,"SOW216",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE","FOUL FLAG","-114.08856122886787","50.956579360649975","
,  
(50.956579360649975, -114.08856122886787)",
,"SOW216",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE","FOUL FLAG","-114.08760255653127","50.957085736885844","
,  
(50.957085736885844, -114.08760255653127)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03263458162697","51.15010103591404","
,  
(51.15010103591404, -114.03263458162697)",
,"PAN090",,"CALGARY PARKS","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/01/02-SEE REPOSITORY - R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS\Panorama_Hills","ACTIVE","OTHER EQUIPMENT","PLAY HUB","-114.09429609136006","51.168813716072584","
,  
(51.168813716072584, -114.09429609136006)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95777397789386","50.88333465661344","
,  
(50.88333465661344, -113.95777397789386)",
,"CAP321",,"CALGARY PARKS","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS/Capitol Hill","ACTIVE","LITTLE LIBRARY","NOT APPLICABLE","-114.09696030150123","51.071193886448896","
,  
(51.071193886448896, -114.09696030150123)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03264782722682","51.150079043728574","
,  
(51.150079043728574, -114.03264782722682)",
"OAA EXPIRED 2020/08/-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","SOM656","A-51353680","CALGARY PARKS","CALGARY PARKS",,"ACTIVE","LITTLE LIBRARY","NOT APPLICABLE","-114.07076923066406","50.901117713586","
,  
(50.901117713586, -114.07076923066406)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03275209039388","51.15005209711091","
,  
(51.15005209711091, -114.03275209039388)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.0327309637148","51.150011537587346","
,  
(51.150011537587346, -114.0327309637148)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.957633240836","50.883072629410066","
,  
(50.883072629410066, -113.957633240836)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95880938809714","50.884720359436514","
,  
(50.884720359436514, -113.95880938809714)",
,"MCT835",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE",,"-113.96148569742087","50.913665574263746","
,  
(50.913665574263746, -113.96148569742087)",
,"MCT835",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE",,"-113.96153122771327","50.91367198830953","
,  
(50.91367198830953, -113.96153122771327)",
"2018/03/06:MOVED FROM PG EQUIPMENT/FITNESS EQUIPMENT AS PER M BLAIR, INFRASTRUCTURE","ST1009",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FITNESS EQUIPMENT","NOT APPLICABLE","-114.03275147112613","51.150029350075044","
,  
(51.150029350075044, -114.03275147112613)",
"OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","AUB200",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95834419858532","50.884798471934545","
,  
(50.884798471934545, -113.95834419858532)",
"GREENWAY","SIG999",,"CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.16544311195238","51.02372578624279","
,  
(51.02372578624279, -114.16544311195238)",
,"WLD050",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BBQ","NOT APPLICABLE","-114.15442002753107","51.06263436529569","
,  
(51.06263436529569, -114.15442002753107)",
"GREENWAY; INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION","SAD006",,"CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","BIKE STAND","SPIRAL","-113.9256947694838","51.13540583986576","
,  
(51.13540583986576, -113.9256947694838)",
"GREENWAY; PARKS FOUNDATION EAST CALGARY GREENWAY","APP904","APPLEWOOD GREENWAY","CALGARY PARKS","CALGARY PARKS","GREENWAY; CCC/FACD WITH PH 2","ACTIVE","BIKE STAND","SPIRAL","-113.92313070632439","51.051493918948246","
,  
(51.051493918948246, -113.92313070632439)",
"ACR 2","VAR456",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","UPRIGHT","-114.17891285965996","51.08895552014887","
,  
(51.08895552014887, -114.17891285965996)",
,"CAR003",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-114.08281591725552","51.18546291659412","
,  
(51.18546291659412, -114.08281591725552)",
,"CAR003",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-114.08215181544665","51.18582618099369","
,  
(51.18582618099369, -114.08215181544665)",
"LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS)","HSN003",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-114.26819073009248","51.1081280975437","
,  
(51.1081280975437, -114.26819073009248)",
,"SET017",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95668018860357","50.86753486538402","
,  
(50.86753486538402, -113.95668018860357)",
"GREENWAY","SIG999",,"CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.16546865365612","51.023716068093876","
,  
(51.023716068093876, -114.16546865365612)",
,"TAR118","A-51382307","CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2025/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","LITTLE LIBRARY","NOT APPLICABLE","-113.94404090462693","51.11539464596184","
,  
(51.11539464596184, -113.94404090462693)",
"CONFIRM OAA DATES","CSC003",,"CALGARY PARKS","CALGARY PARKS","OAA EXPIRED 2021/09/29-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","BBQ","NOT APPLICABLE","-113.96015823651754","51.14635508538227","
,  
(51.14635508538227, -113.96015823651754)",
"GREENWAY","SIG999",,"CALGARY PARKS","CALGARY PARKS","GREENWAY","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.16549251565844","51.02370699688483","
,  
(51.02370699688483, -114.16549251565844)",
,"SET017",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95550410135753","50.867261247199615","
,  
(50.867261247199615, -113.95550410135753)",
,"SGH046",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","BIKE STAND","LOOP","-114.13741579302052","51.17890310855099","
,  
(51.17890310855099, -114.13741579302052)",
"LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS)","HSN003",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-114.26491348712877","51.10787094129621","
,  
(51.10787094129621, -114.26491348712877)",
"LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS)","HSN003",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-114.2639489773323","51.107488535933044","
,  
(51.107488535933044, -114.2639489773323)",
,"SET017",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2026/12/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","ELECTRIC PLUG IN","NOT APPLICABLE","-113.95696339086123","50.86730959963421","
,  
(50.86730959963421, -113.95696339086123)",
,"GAG563",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.12193660553038","51.003039591126004","
,  
(51.003039591126004, -114.12193660553038)",
,"CRA030",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.98302498165022","50.87855198738788","
,  
(50.87855198738788, -113.98302498165022)",
,"SSD560",,"OUTSIDE AGENCY","OUTSIDE AGENCY","AS PER T REICHARDT THIS IS OWNED BY THE FIELD OF CROSSES ORGANIATION A.K.A. MCCANN FAMILY FOUNDATION","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.06510538618764","51.056555072292845","
,  
(51.056555072292845, -114.06510538618764)",
,"GAG563",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.12193524561913","51.003093689576","
,  
(51.003093689576, -114.12193524561913)",
,"CRA678",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.97599967848682","50.876461739157925","
,  
(50.876461739157925, -113.97599967848682)",
,"GAG563",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE","NOT APPLICABLE","-114.12193563388185","51.0030657012212","
,  
(51.0030657012212, -114.12193563388185)",
,"MCT835",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","FLAG POLE",,"-113.96157198369448","50.91368417590145","
,  
(50.91368417590145, -113.96157198369448)",
,"CRA004",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.98560481545759","50.87123901185853","
,  
(50.87123901185853, -113.98560481545759)",
,"CRA014",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.9712155326623","50.867478656114024","
,  
(50.867478656114024, -113.9712155326623)",
"XX LITTLE FREE LIBRARY ACR 2","HPK821",,"CALGARY PARKS","CALGARY PARKS","OAA EXPIRED 2018/09/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","BIRDHOUSE","NOT APPLICABLE","-114.06581904633319","51.09085623069932","
,  
(51.09085623069932, -114.06581904633319)",
,"CRA074",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.97806884792327","50.86707596679607","
,  
(50.86707596679607, -113.97806884792327)",
,"CRA023",,"CALGARY PARKS SHARED","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","DOG BAG DISPENSER","NOT APPLICABLE","-113.98500318004906","50.89149515539723","
,  
(50.89149515539723, -113.98500318004906)",
,"ALP002",,"CALGARY PARKS","DEVELOPER CONSTRUCTION","OAA EXPIRES XXXX/XX/XX-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","INSTALLED","BBQ","NOT APPLICABLE","-114.14358121364799","50.91683809632545","
,  
(50.91683809632545, -114.14358121364799)",
,"MCT831","OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","CALGARY PARKS","OPTIONAL AMENITIES AGREEMENT","OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.96817956984924","50.90707934515004","
,  
(50.90707934515004, -113.96817956984924)",
"2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS","MAH455",,"CALGARY PARKS","CALGARY PARKS",,"ACTIVE","ELECTRIC PLUG IN","NOT APPLICABLE","-113.93846410889218","50.89952608151014","
,  
(50.89952608151014, -113.93846410889218)",
