"row_id","fiscal_year","fiscal_year_date","calendar_year","month","month_date","percent_of_discounted_mail"
"62","2019","2019-01-01T00:00:00.000","2018","August","2018-08-01T00:00:00.000","0.9867"
"63","2019","2019-01-01T00:00:00.000","2018","September","2018-09-01T00:00:00.000","0.9687"
"64","2019","2019-01-01T00:00:00.000","2018","October","2018-10-01T00:00:00.000","0.9603"
"65","2019","2019-01-01T00:00:00.000","2018","November","2018-11-01T00:00:00.000","0.9632"
"66","2019","2019-01-01T00:00:00.000","2018","December","2018-12-01T00:00:00.000","0.9454"
"67","2019","2019-01-01T00:00:00.000","2019","January","2019-01-01T00:00:00.000","0.9307"
"68","2019","2019-01-01T00:00:00.000","2019","February","2019-02-01T00:00:00.000","0.9653"
"69","2019","2019-01-01T00:00:00.000","2019","March","2019-03-01T00:00:00.000","0.9092"
"70","2019","2019-01-01T00:00:00.000","2019","April","2019-04-01T00:00:00.000","0.9661"
"71","2019","2019-01-01T00:00:00.000","2019","May","2019-05-01T00:00:00.000","0.9656"
"72","2019","2019-01-01T00:00:00.000","2019","June","2019-06-01T00:00:00.000","0.9659"
"73","2020","2020-01-01T00:00:00.000","2019","July","2019-07-01T00:00:00.000","0.9535"
"74","2020","2020-01-01T00:00:00.000","2019","August","2019-08-01T00:00:00.000","0.959"
"75","2020","2020-01-01T00:00:00.000","2019","September","2019-09-01T00:00:00.000","0.9454"
"76","2020","2020-01-01T00:00:00.000","2019","October","2019-10-01T00:00:00.000","0.966"
"77","2020","2020-01-01T00:00:00.000","2019","November","2019-11-01T00:00:00.000","0.9482"
"78","2020","2020-01-01T00:00:00.000","2019","December","2019-12-01T00:00:00.000","0.9505"
"79","2020","2020-01-01T00:00:00.000","2020","January","2020-01-01T00:00:00.000","0.9085"
"80","2020","2020-01-01T00:00:00.000","2020","February","2020-02-01T00:00:00.000","0.946"
"81","2020","2020-01-01T00:00:00.000","2020","March","2020-03-01T00:00:00.000","0.94"
"82","2020","2020-01-01T00:00:00.000","2020","April","2020-04-01T00:00:00.000","0.9191"
"83","2020","2020-01-01T00:00:00.000","2020","May","2020-05-01T00:00:00.000","0.9625"
"84","2020","2020-01-01T00:00:00.000","2020","June","2020-06-01T00:00:00.000","0.9389"
"85","2021","2021-01-01T00:00:00.000","2020","July","2020-07-01T00:00:00.000","0.9126"
"86","2021","2021-01-01T00:00:00.000","2020","August","2020-08-01T00:00:00.000","0.8992"
"87","2021","2021-01-01T00:00:00.000","2020","September","2020-09-01T00:00:00.000","0.9039"
"88","2021","2021-01-01T00:00:00.000","2020","October","2020-10-01T00:00:00.000","0.9356"
"89","2021","2021-01-01T00:00:00.000","2020","November","2020-11-01T00:00:00.000","0.9515"
"90","2021","2021-01-01T00:00:00.000","2020","December","2020-12-01T00:00:00.000","0.9166"
"91","2021","2021-01-01T00:00:00.000","2021","January","2021-01-01T00:00:00.000","0.91"
"92","2021","2021-01-01T00:00:00.000","2021","February","2021-02-01T00:00:00.000","0.943"
"93","2021","2021-01-01T00:00:00.000","2021","March","2021-03-01T00:00:00.000","0.8892"
"94","2021","2021-01-01T00:00:00.000","2021","April","2021-04-01T00:00:00.000","0.9412"
"95","2021","2021-01-01T00:00:00.000","2021","May","2021-05-01T00:00:00.000","0.9297"
"96","2021","2021-01-01T00:00:00.000","2021","June","2021-06-01T00:00:00.000","0.9133"
"97","2022","2022-01-01T00:00:00.000","2021","July","2021-07-01T00:00:00.000","0.9463"
"98","2022","2022-01-01T00:00:00.000","2021","August","2021-08-01T00:00:00.000","0.9491"
"99","2022","2022-01-01T00:00:00.000","2021","September","2021-09-01T00:00:00.000","0.9411"
"100","2022","2022-01-01T00:00:00.000","2021","October","2021-10-01T00:00:00.000","0.9299"
"101","2022","2022-01-01T00:00:00.000","2021","November","2021-11-01T00:00:00.000","0.9547"
"102","2022","2022-01-01T00:00:00.000","2021","December","2021-12-01T00:00:00.000","0.9243"
"103","2022","2022-01-01T00:00:00.000","2022","January","2022-01-01T00:00:00.000","0.9122"
"104","2022","2022-01-01T00:00:00.000","2022","February","2022-02-01T00:00:00.000","0.9386"
"105","2022","2022-01-01T00:00:00.000","2022","March","2022-03-01T00:00:00.000","0.9138"
"106","2022","2022-01-01T00:00:00.000","2022","April","2022-04-01T00:00:00.000","0.9258"
"107","2022","2022-01-01T00:00:00.000","2022","May","2022-05-01T00:00:00.000","0.8749"
"108","2022","2022-01-01T00:00:00.000","2022","June","2022-06-01T00:00:00.000","0.9029"
"109","2023","2023-01-01T00:00:00.000","2022","July","2022-07-01T00:00:00.000","0.923"
"110","2023","2023-01-01T00:00:00.000","2022","August","2022-08-01T00:00:00.000","0.9596"
