"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2022-01-06Purchasing | City of Mesa613","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","7","1","0","33.33","1","0","1","Tucson","(not set)","Edge","desktop","Arizona","14"
"2022-01-06Purchasing | City of Mesa614","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","1","1","0","33.33","1","0","1","Phoenix","(not set)","Firefox","desktop","Arizona","1"
"2022-01-06Purchasing | City of Mesa615","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Scottsdale","(not set)","Safari","desktop","Arizona","4"
"2022-01-06Purchasing | City of Mesa616","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","0","1","Orange","(not set)","Chrome","desktop","California","7"
"2022-01-06Purchasing | City of Mesa617","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","25","1","0","0","1","0","1","Golden","(not set)","Chrome","desktop","Colorado","235"
"2022-01-06Purchasing | City of Mesa618","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","6","2","18","1","0","0","1","0","1","DeFuniak Springs","(not set)","Chrome","desktop","Florida","491"
"2022-01-06Purchasing | City of Mesa619","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","1","0","0","0","1","0","0","Tampa","(not set)","Chrome","desktop","Florida","0"
"2022-01-06Purchasing | City of Mesa620","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Union Park","(not set)","Chrome","desktop","Florida","0"
"2022-01-06Purchasing | City of Mesa621","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Hialeah Gardens","(not set)","Firefox","desktop","Florida","4"
"2022-01-06Purchasing | City of Mesa622","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","9","1","16","0","0","0","1","0","0","Atlanta","(not set)","Chrome","desktop","Georgia","0"
"2022-01-06Purchasing | City of Mesa623","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","56","1","0","33.33","1","1","1","Las Vegas","(not set)","Chrome","desktop","Nevada","111"
"2022-01-06Purchasing | City of Mesa624","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","5","1","0","33.33","1","0","1","Austin","(not set)","Chrome","desktop","Texas","9"
"2022-01-06Purchasing | City of Mesa625","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Ashburn","(not set)","Chrome","desktop","Virginia","0"
"2022-01-06Purchasing | City of Mesa626","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","19","1","0","33.33","1","1","1","Seattle","(not set)","Chrome","desktop","Washington","36"
"2022-01-07Purchasing | City of Mesa627","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","1","1","353","1","0","0","1","0","1","(not set)","(not set)","Internet Explorer","desktop","(not set)","353"
"2022-01-07Purchasing | City of Mesa628","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","15","4","42","3","0","26.67","2","0","3","Chandler","(not set)","Chrome","desktop","Arizona","151.33"
"2022-01-07Purchasing | City of Mesa629","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-07Purchasing | City of Mesa630","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Peoria","(not set)","Chrome","desktop","Arizona","0"
"2022-01-07Purchasing | City of Mesa631","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","48","0","0","0","1","0","0","Phoenix","(not set)","Chrome","desktop","Arizona","0"
"2022-01-07Purchasing | City of Mesa632","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","9","2","6","2","0","22.22","2","1","2","Scottsdale","(not set)","Chrome","desktop","Arizona","20"
"2022-01-07Purchasing | City of Mesa633","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","10","1","0","33.33","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","19"
"2022-01-07Purchasing | City of Mesa634","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Phoenix","(not set)","Edge","desktop","Arizona","4"
"2022-01-07Purchasing | City of Mesa635","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","211","1","0","0","1","1","1","Los Angeles","(not set)","Chrome","desktop","California","642"
"2022-01-07Purchasing | City of Mesa636","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","6","2","4","2","0","16.67","1","0","3","Tampa","(not set)","Chrome","desktop","Florida","76"
"2022-01-07Purchasing | City of Mesa637","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Oakbrook Terrace","(not set)","Chrome","desktop","Illinois","0"
"2022-01-07Purchasing | City of Mesa638","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","8","0","0","0","1","0","0","Atascocita","(not set)","Chrome","desktop","Texas","0"
"2022-01-07Purchasing | City of Mesa639","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","44","1","0","0","1","1","1","(not set)","(not set)","Chrome","desktop","Virginia","143"
"2022-01-07Purchasing | City of Mesa640","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-07T00:00:00.000","Purchasing | City of Mesa","3","1","5","1","0","33.33","1","1","1","Ashburn","(not set)","Chrome","desktop","Virginia","9"
"2022-01-08Purchasing | City of Mesa641","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-08T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-08Purchasing | City of Mesa642","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-08T00:00:00.000","Purchasing | City of Mesa","6","2","165","2","0","16.67","1","1","2","Mesa","(not set)","Edge","desktop","Arizona","493"
"2022-01-08Purchasing | City of Mesa643","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-08T00:00:00.000","Purchasing | City of Mesa","3","1","17","0","0","0","1","0","0","Mesa","(not set)","Safari","mobile","Arizona","0"
"2022-01-08Purchasing | City of Mesa644","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-08T00:00:00.000","Purchasing | City of Mesa","3","1","49","1","0","0","1","0","1","Clifton","(not set)","Chrome","desktop","New Jersey","154"
"2022-01-08Purchasing | City of Mesa645","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-08T00:00:00.000","Purchasing | City of Mesa","6","1","11","0","0","16.67","1","0","0","Brno","(not set)","Firefox","desktop","South Moravian Region","0"
"2022-01-09Purchasing | City of Mesa646","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-09T00:00:00.000","Purchasing | City of Mesa","6","2","4","2","0","16.67","1","0","2","Mesa","(not set)","Chrome","desktop","Arizona","10.5"
"2022-01-09Purchasing | City of Mesa647","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-09T00:00:00.000","Purchasing | City of Mesa","3","1","12","0","0","33.33","1","0","0","Mesa","(not set)","Safari","mobile","Arizona","0"
"2022-01-10Purchasing | City of Mesa648","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","78","0","0","33.33","1","0","0","(not set)","(not set)","Chrome","desktop","(not set)","0"
"2022-01-10Purchasing | City of Mesa649","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-10Purchasing | City of Mesa650","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","12","4","17","2","0","16.67","4","2","2","Chandler","(not set)","Chrome","desktop","Arizona","113"
"2022-01-10Purchasing | City of Mesa651","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","9","2","1","1","0","22.22","2","1","1","Gilbert","(not set)","Chrome","desktop","Arizona","0"
"2022-01-10Purchasing | City of Mesa652","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","7","0","0","33.33","1","0","0","Glendale","(not set)","Chrome","desktop","Arizona","0"
"2022-01-10Purchasing | City of Mesa653","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","21","6","5","3","0","14.29","6","2","3","Mesa","(not set)","Chrome","desktop","Arizona","13.67"
"2022-01-10Purchasing | City of Mesa654","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","15","4","73","3","0","20","4","3","3","Phoenix","(not set)","Chrome","desktop","Arizona","289.67"
"2022-01-10Purchasing | City of Mesa655","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","6","2","7","2","0","16.67","2","1","2","Scottsdale","(not set)","Chrome","desktop","Arizona","27.5"
"2022-01-10Purchasing | City of Mesa656","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","1","0","0","33.33","1","0","0","Tucson","(not set)","Chrome","desktop","Arizona","0"
"2022-01-10Purchasing | City of Mesa657","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","6","2","1","0","0","33.33","2","0","0","Mesa","(not set)","Edge","desktop","Arizona","0"
"2022-01-10Purchasing | City of Mesa658","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","9","2","17","1","0","0","2","1","1","Phoenix","(not set)","Edge","desktop","Arizona","125"
"2022-01-10Purchasing | City of Mesa659","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","9","1","2","0","0","11.11","1","0","0","Scottsdale","(not set)","Edge","desktop","Arizona","0"
"2022-01-10Purchasing | City of Mesa660","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","6","2","18","1","0","16.67","2","1","1","Tempe","(not set)","Edge","desktop","Arizona","4"
"2022-01-10Purchasing | City of Mesa661","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Tucson","(not set)","Edge","desktop","Arizona","0"
"2022-01-10Purchasing | City of Mesa662","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","3","0","0","33.33","1","0","0","Phoenix","(not set)","Safari","mobile","Arizona","0"
"2022-01-10Purchasing | City of Mesa663","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","8","0","0","0","1","0","0","Phoenix","(not set)","Internet Explorer","tablet","Arizona","0"
"2022-01-10Purchasing | City of Mesa664","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Orange","(not set)","Chrome","desktop","California","3"
"2022-01-10Purchasing | City of Mesa665","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","San Diego","(not set)","Safari","desktop","California","0"
"2022-01-10Purchasing | City of Mesa666","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","6","1","50","0","0","0","1","0","0","Denver","(not set)","Chrome","desktop","Colorado","0"
"2022-01-10Purchasing | City of Mesa667","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","6","2","2","0","0","16.67","1","0","0","Tampa","(not set)","Chrome","desktop","Florida","0"
"2022-01-10Purchasing | City of Mesa668","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","556","0","0","33.33","1","0","0","Newnan","(not set)","Edge","desktop","Georgia","0"
"2022-01-10Purchasing | City of Mesa669","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","591","0","0","0","1","0","0","Hagerstown","(not set)","Chrome","desktop","Maryland","0"
"2022-01-10Purchasing | City of Mesa670","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","278","0","0","0","1","0","0","Lawrence Township","(not set)","Chrome","desktop","New Jersey","0"
"2022-01-10Purchasing | City of Mesa671","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","6","1","15","0","0","16.67","1","0","0","Melville","(not set)","Chrome","desktop","New York","0"
"2022-01-10Purchasing | City of Mesa672","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","New York","(not set)","Firefox","desktop","New York","7"
"2022-01-10Purchasing | City of Mesa673","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","15","1","15","1","0","6.67","1","0","1","Cleveland","(not set)","Chrome","desktop","Ohio","471"
"2022-01-10Purchasing | City of Mesa674","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","19","1","0","33.33","1","1","1","Portland","(not set)","Chrome","mobile","Oregon","38"
"2022-01-10Purchasing | City of Mesa675","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","12","1","0","33.33","1","1","1","Austin","(not set)","Edge","desktop","Texas","23"
"2022-01-10Purchasing | City of Mesa676","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-10T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Ashburn","(not set)","Chrome","desktop","Virginia","0"
"2022-01-11Purchasing | City of Mesa677","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-11Purchasing | City of Mesa678","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","3","1","3","0","0","33.33","1","0","0","Apache Junction","(not set)","Chrome","desktop","Arizona","0"
"2022-01-11Purchasing | City of Mesa679","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","24","5","6","2","0","8.33","5","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-11Purchasing | City of Mesa680","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","18","5","87","5","0","22.22","5","1","5","Phoenix","(not set)","Chrome","desktop","Arizona","477.2"
"2022-01-11Purchasing | City of Mesa681","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Queen Creek","(not set)","Chrome","desktop","Arizona","4"
"2022-01-11Purchasing | City of Mesa682","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","3","1","11","0","0","33.33","1","0","1","San Carlos","(not set)","Chrome","desktop","Arizona","550"
"2022-01-11Purchasing | City of Mesa683","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","8"
"2022-01-11Purchasing | City of Mesa684","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Tucson","(not set)","Chrome","desktop","Arizona","0"
"2022-01-11Purchasing | City of Mesa685","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-11T00:00:00.000","Purchasing | City of Mesa","3","1","14","1","0","0","1","1","1","Phoenix","(not set)","Edge","desktop","Arizona","319"
