"month_date","month","calendar_year","fiscal_year","location","base_percentage_of_pms","adjusted_total_percentage"
"2021-07-01T00:00:00.000","July","2021","FY21-22","EM","0.8283","0.9394"
"2021-07-01T00:00:00.000","July","2021","FY21-22","FS","0.6565","0.6809"
"2021-08-01T00:00:00.000","August","2021","FY21-22","Both","0.677","0.7251"
"2021-08-01T00:00:00.000","August","2021","FY21-22","EM","0.798","0.9113"
"2021-08-01T00:00:00.000","August","2021","FY21-22","FS","0.6121","0.6253"
"2021-09-01T00:00:00.000","September","2021","FY21-22","Both","0.8105","0.6881"
"2021-09-01T00:00:00.000","September","2021","FY21-22","EM","0.8105","0.9789"
"2021-09-01T00:00:00.000","September","2021","FY21-22","FS","0.5649","0.5649"
"2021-10-01T00:00:00.000","October","2021","FY21-22","Both","0.6667","0.7235"
"2021-10-01T00:00:00.000","October","2021","FY21-22","EM","0.8291","0.9246"
"2021-10-01T00:00:00.000","October","2021","FY21-22","FS","0.5922","0.6313"
"2021-11-01T00:00:00.000","November","2021","FY21-22","Both","0.5582","0.5976"
"2021-11-01T00:00:00.000","November","2021","FY21-22","EM","0.7746","0.9647"
"2021-11-01T00:00:00.000","November","2021","FY21-22","FS","0.474","0.474"
"2021-12-01T00:00:00.000","December","2021","FY21-22","Both","0.5775","0.631"
"2021-12-01T00:00:00.000","December","2021","FY21-22","EM","0.7759","1"
"2021-12-01T00:00:00.000","December","2021","FY21-22","FS","0.4884","0.4884"
"2022-01-01T00:00:00.000","January","2022","FY21-22","Both","0.5908","0.6367"
"2022-01-01T00:00:00.000","January","2022","FY21-22","EM","0.7901","0.8785"
"2022-01-01T00:00:00.000","January","2022","FY21-22","FS","0.5025","0.5294"
"2022-02-01T00:00:00.000","February","2022","FY21-22","Both","0.5727","0.6218"
"2022-02-01T00:00:00.000","February","2022","FY21-22","EM","0.7975","1.0316"
"2022-02-01T00:00:00.000","February","2022","FY21-22","FS","0.4821","0.4821"
"2022-03-01T00:00:00.000","March","2022","FY21-22","Both","0.6672","0.7279"
"2022-03-01T00:00:00.000","March","2022","FY21-22","EM","0.8424","1.103"
"2022-03-01T00:00:00.000","March","2022","FY21-22","FS","0.6022","0.5887"
"2022-04-01T00:00:00.000","April","2022","FY21-22","Both","0.5891","0.6336"
"2022-04-01T00:00:00.000","April","2022","FY21-22","EM","0.7209","0.9186"
"2022-04-01T00:00:00.000","April","2022","FY21-22","FS","0.5369","0.5207"
"2022-05-01T00:00:00.000","May","2022","FY21-22","Both","0.6254","0.6881"
"2022-05-01T00:00:00.000","May","2022","FY21-22","EM","0.7391","1.0435"
"2022-05-01T00:00:00.000","May","2022","FY21-22","FS","0.5776","0.5388"
