"incident_number","call_time","call_type","race","age","gender","stop_location","veh_state","prior_bpd_involvements","count_tickets","count_warnings","stop_type","stop_outcome","search","contraband","viol_dls","viol_dui","viol_ls","viol_miss","viol_moving","viol_other","viol_vehicle","viol_muni","viol_civil"
"18BU000084","2018-01-02T11:12:00.000","Traffic","White","34","Male - M","Shelburne Rd At Flynn Ave, Burlington, Vt","VT","7","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000085","2018-01-02T11:22:00.000","Traffic","White","35","Female - F","Pine St At Locust St, Burlington, Vt","VT","5","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000086","2018-01-02T11:25:00.000","Traffic","White","47","Female - F","N Champlain St At North St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000089","2018-01-02T11:57:00.000","Traffic","White","56","Male - M","S Prospect St At College St, Burlington, Vt","VT","5","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000097","2018-01-02T13:05:00.000","Traffic","White","22","Male - M","N Prospect St At Loomis St, Burlington, Vt","VT","10","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000102","2018-01-02T13:20:00.000","Traffic","White","37","Female - F","James Ave At Hope St, Burlington, Vt","VT","1","0","2","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","1","0","0"
"18BU000105","2018-01-02T14:32:00.000","Traffic","White","85","Male - M","Maple St At S Champlain St, Burlington, Vt","VT","2","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000108","2018-01-02T15:03:00.000","Traffic","White","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000120","2018-01-02T17:38:00.000","Traffic","White","74","Male - M","N Winooski Ave At North St, Burlington, Vt","VT","3","1","0","O = Other","Ticket","0","NA","1","0","0","0","0","0","0","0","0"
"18BU000121","2018-01-02T17:51:00.000","Traffic","White","39","Female - F","S Winooski Ave At Cherry St, Burlington, Vt","VT","8","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000125","2018-01-02T19:52:00.000","Traffic","White","56","Female - F","Maple St At S Winooski Ave, Burlington, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000131","2018-01-02T21:59:00.000","Traffic","White","27","Female - F","Archibald St At St Louis St, Burlington, Vt","VT","2","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000133","2018-01-02T23:42:00.000","Traffic","White","44","Male - M","127 At North Ave, Burlington, Vt","VT","2","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000134","2018-01-03T00:43:00.000","Traffic","Asian","50","Male - M","Main St At Summit St, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000137","2018-01-03T03:33:00.000","Traffic","White","28","Male - M","N Champlain St At Manhattan Dr, Burlington, Vt","VT","4","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000139","2018-01-03T05:42:00.000","Traffic","White","36","Male - M","North Ave At North St, Burlington, Vt","NH","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000146","2018-01-03T09:45:00.000","Traffic","White","55","Male - M","Ledge Rd At S Willard St, Burlington, Vt","VT","2","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000150","2018-01-03T10:27:00.000","Traffic","White","64","Female - F","Shelburne Rd At Locust St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000152","2018-01-03T10:46:00.000","Traffic","White","72","Female - F","North Ave At Sherman St Burlington, Vt,","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000155","2018-01-03T11:40:00.000","Traffic","White","51","Male - M","Shelburne Rd At Ferguson Ave, Burlington, Vt","MA","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000156","2018-01-03T11:46:00.000","Traffic","White","40","NA","109 N Champlain St, Burlington, Vt","VT","2","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU001503","2018-01-20T23:31:00.000","Traffic","White","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000169","2018-01-03T14:51:00.000","Traffic","White","29","Female - F","Park St At Sherman St, Burlington, Vt","VT","0","0","2","M = Moving violation","Warning","0","NA","0","0","0","1","0","1","0","0","0"
"18BU000186","2018-01-03T18:52:00.000","Traffic","White","62","NA","Lakeside Ave At Conger Ave, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000188","2018-01-03T19:17:00.000","Traffic","White","55","Female - F","Marble Ave At Hayward St, Burlington, Vt","VT","0","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000189","2018-01-03T19:24:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000191","2018-01-03T20:03:00.000","Traffic","White","40","Male - M","S Winooski Ave At King St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000192","2018-01-03T20:37:00.000","DUI","White","31","Female - F","Maple St At Pine St, Burlington, Vt","VT","0","0","1","M = Moving violation","Arrest","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000194","2018-01-03T21:11:00.000","Traffic","Black","37","Male - M","Main St At University Terr, Burlington, Vt","VT","10","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000199","2018-01-03T22:12:00.000","Motor Vehicle Complaint","Black","26","Female - F","Oak St At Manhattan Dr, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000200","2018-01-03T23:44:00.000","Traffic","White","42","Male - M","Shelburne Rd At St Paul St, Burlington, Vt","VT","0","0","1","O = Other","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000202","2018-01-04T02:18:00.000","Traffic","White","22","Male - M","North St At N Champlain St, Burlington, Vt","CT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000212","2018-01-04T09:16:00.000","Traffic","White","74","Female - F","North Ave At Leonard St, Burlington, Vt","VT","4","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000230","2018-01-04T12:27:00.000","Traffic","White","75","Male - M","Maple St At S Champlain St, Burlington, Vt","VT","2","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000234","2018-01-04T13:17:00.000","Traffic","White","51","Male - M","Battery St At Maple St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000240","2018-01-04T13:54:00.000","Traffic","White","31","Male - M","Grant St At N Winooski Ave, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000250","2018-01-04T16:34:00.000","Traffic","Black","41","Male - M","Battery St At Cherry St, Burlington, Vt","VT","6","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000273","2018-01-04T19:10:00.000","Traffic","White","41","Female - F","Maple St At Pine St, Burlington, Vt","VT","16","0","1","V = Vehicle Equipment","Warning","1","1","0","0","0","1","0","0","0","0","0"
"18BU000274","2018-01-04T19:19:00.000","Traffic","White","27","Male - M","North St At Rose St, Burlington, Vt","VT","17","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000279","2018-01-04T20:10:00.000","Traffic","White","21","Female - F","Battery St At King St, Burlington, Vt","VT","6","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000281","2018-01-04T20:39:00.000","Traffic","White","33","Male - M","College St At Lake St, Burlington, Vt","NY","1","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000287","2018-01-05T01:02:00.000","Traffic","Black","NA","NA","Williston Rd At I89, South Burlington, Vt","VT","0","0","1","O = Other","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000339","2018-01-05T19:43:00.000","Traffic","White","25","Male - M","Main St At S Williams St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000340","2018-01-05T20:14:00.000","Traffic","White","64","Male - M","Pearl St At Lafayette Pl, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000344","2018-01-05T21:55:00.000","Traffic","White","59","Male - M","N Winooski Ave At Pearl St, Burlington, Vt","VT","7","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000348","2018-01-05T23:07:00.000","Traffic","White","55","Male - M","Pine St At Main St, Burlington, Vt","VT","0","0","1","O = Other","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000349","2018-01-05T23:53:00.000","Traffic","White","33","Female - F","Archibald St At Bright St, Burlington, Vt","VT","6","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000355","2018-01-06T01:46:00.000","Eluding Police","White","32","Male - M","King St At S Champlain St, Burlington, Vt","VT","25","2","0","V = Vehicle Equipment","Ticket","0","NA","1","0","1","0","0","0","0","0","0"
"18BU000388","2018-01-06T16:14:00.000","Traffic","White","45","Male - M","St Paul St At College St, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000404","2018-01-06T23:17:00.000","Traffic","White","31","Male - M","North Ave At North St, Burlington, Vt","MA","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000407","2018-01-06T23:38:00.000","Traffic","White","61","Male - M","Park St At Sherman St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000414","2018-01-07T08:41:00.000","Traffic","White","NA","NA","Shelburne Rd At Home Ave, Burlington, Vt","VT","0","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000419","2018-01-07T10:56:00.000","Traffic","White","20","Male - M","Main St At East Ave, Burlington, Vt","RI","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000421","2018-01-07T11:35:00.000","Traffic","White","93","Male - M","N Williams St At Pearl St, Burlington, Vt","VT","0","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000426","2018-01-07T12:41:00.000","Traffic","Black","57","Male - M","N Winooski Ave At North St, Burlington, Vt","VT","15","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000430","2018-01-07T13:16:00.000","Traffic","White","55","Male - M","N Prospect St At Loomis St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000431","2018-01-07T13:19:00.000","Traffic","White","66","Male - M","North Ave At Woodlawn Rd, Burlington, Vt","VT","3","3","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","1","1","0","0"
"18BU000437","2018-01-07T15:47:00.000","Traffic","Black","44","Male - M","Pearl St At George St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000440","2018-01-07T16:25:00.000","Traffic","White","46","Male - M","Pine St At Lakeside Ave, Burlington, Vt","VT","0","1","0","O = Other","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000442","2018-01-07T17:37:00.000","Traffic","Asian","28","Male - M","Pearl St At Pine St, Burlington, Vt","VT","11","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000443","2018-01-07T18:28:00.000","Traffic","White","41","Male - M","Burlington, Vt","MA","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000451","2018-01-07T23:27:00.000","Traffic","White","29","Male - M","North Ave At Washington St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000452","2018-01-07T23:31:00.000","Traffic","White","33","Female - F","Manhattan Dr At Voltz St, Burlington, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000466","2018-01-08T09:33:00.000","Traffic","White","31","Female - F","Battery St At Pearl St, Burlington, Vt","VT","2","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000478","2018-01-08T11:45:00.000","Traffic","White","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000479","2018-01-08T12:10:00.000","Traffic","White","35","Female - F","Battery St At King St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000481","2018-01-08T12:16:00.000","Traffic","White","31","Male - M","Pine St At Maple St, Burlington, Vt","VT","4","1","0","V = Vehicle Equipment","Ticket","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000487","2018-01-08T13:25:00.000","Traffic","White","24","Male - M","Main St At S Winooski Ave, Burlington, Vt","NJ","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000492","2018-01-08T14:23:00.000","Traffic","Asian","49","Male - M","N Champlain St At Grant St, Burlington, Vt","VT","2","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000494","2018-01-08T14:29:00.000","Traffic","White","23","Female - F","S Willard St At Jackson Ct, Burlington, Vt","NY","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000496","2018-01-08T15:04:00.000","Traffic","White","32","Male - M","North Ave At Starr Farm Rd, Burlington, Vt","VT","9","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000497","2018-01-08T15:07:00.000","Traffic","White","36","Male - M","Pearl St At Elmwood Ave, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000504","2018-01-08T15:36:00.000","Traffic","White","36","Male - M","N Champlain St At Cedar St, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000506","2018-01-08T15:42:00.000","Traffic","White","22","Male - M","Colchester Ave At East Ave, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000508","2018-01-08T15:54:00.000","Traffic","White","28","Male - M","Colchester Ave At Mansfield Ave, Burlington, Vt","VT","7","0","1","O = Other","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000513","2018-01-08T16:17:00.000","Traffic","White","27","Male - M","East Ave At Case Pky, Burlington, Vt","VT","4","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000516","2018-01-08T16:41:00.000","Traffic","White","42","Female - F","Riverside Ave At N Winooski Ave, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000525","2018-01-08T17:52:00.000","Traffic","Asian","33","Female - F","Pine St At Flynn Ave, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000526","2018-01-08T17:59:00.000","Traffic","White","59","Female - F","Flynn Ave At Oakledge Park, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000535","2018-01-08T20:23:00.000","Traffic","White","60","Female - F","North St At Lafountain St, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000537","2018-01-08T20:48:00.000","Traffic","White","27","Male - M","N Winooski Ave At Archibald St, Burlington, Vt","VT","5","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000539","2018-01-08T21:28:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000542","2018-01-09T00:51:00.000","Traffic","White","32","Female - F","Pine St At Sears Ln, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000545","2018-01-09T04:46:00.000","Traffic","Asian","74","Male - M","College St At S Williams St, Burlington, Vt","VT","1","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000550","2018-01-09T09:07:00.000","Traffic","White","31","Female - F","Oak St At Walnut St, Burlington, Vt","VT","10","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000553","2018-01-09T09:27:00.000","Traffic","White","65","Male - M","Pearl St At S Willards St, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000554","2018-01-09T10:01:00.000","Traffic","White","37","Male - M","Washington St At Manhattan Dr, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000555","2018-01-09T10:44:00.000","Traffic","White","45","Male - M","North Ave At Sherman St, Burlington, Vt","VT","17","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000556","2018-01-09T10:49:00.000","Traffic","White","30","Male - M","Cherry St At Battery St, Burlington, Vt","VT","12","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000558","2018-01-09T11:05:00.000","Traffic","White","31","Female - F","Pearl St At Clarke St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000561","2018-01-09T11:21:00.000","Traffic","White","24","Male - M","Pearl St At N Union St, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000564","2018-01-09T11:40:00.000","Traffic","Black","36","Male - M","Pearl St At S Union St, Burlington, Vt","VT","11","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000572","2018-01-09T13:05:00.000","Traffic","White","18","Male - M","North Ave At Sherman St Burlington, Vt,","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000578","2018-01-09T14:00:00.000","Traffic","White","34","Male - M","North Ave At Rt 127, Burlington, Vt","VT","5","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000580","2018-01-09T14:37:00.000","Traffic","White","48","Male - M","North Ave At Rt 127, Burlington, Vt","VT","3","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000584","2018-01-09T14:53:00.000","Traffic","White","59","Male - M","North Ave At Convent Sq, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000586","2018-01-09T15:10:00.000","Traffic","White","25","Male - M","Ledge Rd At Iranistan Rd, Burlington, Vt","VT","6","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000597","2018-01-09T18:04:00.000","Traffic","White","19","Male - M","Manhattan Dr At Spring St, Burlington, Vt","VT","1","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000602","2018-01-09T19:28:00.000","DLS","White","37","Male - M","N Champlain St At North St, Burlington, Vt","VT","14","0","1","V = Vehicle Equipment","Arrest","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000603","2018-01-09T20:40:00.000","Traffic","White","22","Female - F","Pearl St At Handy Ct, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000606","2018-01-09T21:00:00.000","Traffic","White","19","Female - F","North Ave At Institute Rd, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000607","2018-01-09T21:16:00.000","Traffic","White","27","Female - F","Shelburne Rd At I189 Bridge, South Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000608","2018-01-09T21:22:00.000","Traffic","Missing","NA","NA",,"NA","0","0","0","NA","NA","0","NA","0","0","0","0","0","0","0","0","0"
"18BU000610","2018-01-09T21:48:00.000","Traffic","Black","43","Female - F","Battery St At College St, Burlington, Vt","SC","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000611","2018-01-09T22:02:00.000","Traffic","White","56","Female - F","Shelburne Rd At Rotary, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000614","2018-01-09T22:45:00.000","Traffic","White","21","Male - M","S Prospect St At Maple St, Burlington, Vt","VT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000615","2018-01-09T23:34:00.000","Traffic","White","36","Female - F","Main St At Pine St, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000617","2018-01-10T00:06:00.000","Traffic","White","34","Male - M","S Champlain St At King St, Burlington, Vt","VT","8","0","1","M = Moving violation","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000619","2018-01-10T02:06:00.000","Traffic","White","28","Male - M","N Union St At Hickok Pl, Burlington, Vt","PA","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","0","0","0","1","0","0"
"18BU000620","2018-01-10T02:34:00.000","Traffic","White","23","Female - F","N Winooski Ave At Pearl St, Burlington, Vt","CT","0","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","1","0","0","0","0","0","0"
"18BU000632","2018-01-10T08:52:00.000","Traffic","White","52","Female - F","St Paul St At Spruce St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000634","2018-01-10T09:05:00.000","Traffic","White","22","Female - F","St Paul St At Spruce St, Burlington, Vt","VT","0","0","2","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","1","0","0","0","0"
"18BU000635","2018-01-10T09:05:00.000","Traffic","White","52","Male - M","Pearl St At N Champlain St, Burlington, Vt","VT","3","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000638","2018-01-10T10:04:00.000","Traffic","White","38","Female - F","N Willard St At Charles St, Burlington, Vt","VT","0","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000639","2018-01-10T09:19:00.000","Traffic","White","37","Male - M","Park St At Monroe St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","0","1","0","0","0"
"18BU000641","2018-01-10T09:34:00.000","Traffic","White","41","Female - F","Pearl St At S Willard St, Burlington, Vt","VT","2","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
"18BU000646","2018-01-10T10:25:00.000","Traffic","White","61","Male - M","S Willard St At Cliff St, Burlington, Vt","NY","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000651","2018-01-10T10:54:00.000","Traffic","White","62","Female - F","S Willard St At Cliff St, Burlington, Vt","VT","0","0","1","M = Moving violation","Warning","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000656","2018-01-10T11:22:00.000","Traffic","White","46","Male - M","Shelburne Rd At Lyman Ave, Burlington, Vt","VT","3","1","0","M = Moving violation","Ticket","0","NA","0","0","0","0","1","0","0","0","0"
"18BU000676","2018-01-10T14:12:00.000","Traffic","White","18","Male - M","North St At N Winooski Ave, Burlington, Vt","VT","1","0","1","V = Vehicle Equipment","Warning","0","NA","0","0","0","1","0","0","0","0","0"
