"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
"202109","Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-","30","2253000"
"202109","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B78X","-","5","2225000"
"202109","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A332","-","7","2808687"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","67","9802100"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-","95","10640000"
"202109","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","38","5631061"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","2","288000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","86","36550000"
"202109","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-","4","1587328"
"202109","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","760","56967320"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","298","95360000"
"202109","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","275","20613396"
"202109","WestJet Airlines","WS","WestJet Airlines","WS","International","Canada","Passenger","Narrow Body","Boeing","B737","-","14","1808800"
"202109","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","42","17850000"
"202109","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","60","25500000"
"202109","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Boeing","B738","-","26","3972800"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","30","4265940"
"202109","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Boeing","B773","-","5","2770000"
"202109","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A359","-","13","5932641"
"202109","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B773","-","9","4986000"
"202109","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","31","4516400"
"202109","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","4","629200"
"202109","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","30","4292396"
"202109","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B789","-","9","3825000"
"202109","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-","30","12037230"
"202109","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","116","16547880"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-","6","823427"
"202109","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Freighter","Narrow Body","Boeing","B738","-","29","4237500"
"202109","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-","15","8310000"
"202109","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-","5","235000"
"202109","ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","B762","-","30","8391000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","93","18414000"
"202109","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-","26","19838000"
"202109","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-","22","10824000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","865","137635300"
"202109","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Boeing","B748","-","30","20640000"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","6","921800"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","359","51049082"
"202109","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","525","90043712"
"202109","Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-","30","16620000"
"202109","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","166","24046800"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","2","258400"
"202109","EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-","32","17728000"
"202109","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-","4","568792"
"202109","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-","38","12388000"
"202109","All Nippon Airways","NH","All Nippon Airways","NH","International","Mexico","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202109","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","34","14450000"
"202109","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Passenger","Wide Body","Boeing","B773","-","9","4986000"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B772","-","18","10350000"
"202109","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Airbus","A359","-","6","2738142"
"202109","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","698","52319986"
"202109","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","6","1029120"
"202109","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Passenger","Wide Body","Airbus","A339","-","13","5474079"
"202109","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","28","11900000"
"202109","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","67","4489000"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS3","-","16","2032000"
"202109","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","349","26159993"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","127","28448000"
"202109","Swissport USA",,"Swissport USA",,"Domestic","US","Passenger","Wide Body","Boeing","767","300","1","320000"
"202109","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","365","62641832"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-","51","8904906"
"202109","Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","B763","-","49","15950000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","484","70809200"
"202109","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B789","-","53","22525000"
"202109","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-","6","2550000"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B764","-","36","12600000"
"202109","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","194","28200000"
"202109","Iberia","IB","Iberia","IB","International","Europe","Passenger","Wide Body","Airbus","A332","-","9","3571488"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B764","-","5","1750000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","263","36139297"
"202109","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","30","5238180"
"202109","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Passenger","Wide Body","Airbus","A359","-","12","5476284"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","148","22847000"
"202109","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-","30","12750000"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","1","146300"
"202109","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","109","7303000"
"202109","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","2","275578"
"202109","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","52","3897764"
"202109","Air Transport International, Inc.","8C","Air Transport International, Inc.","8C","Domestic","US","Freighter","Wide Body","Boeing","B763","-","31","10052000"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","42","5972316"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","80","11520000"
"202109","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A350","-","1","520290"
"202109","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","187","26591026"
"202109","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Bombardier","BCS3","-","38","4826000"
"202109","Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-","22","12188000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-","9","4005000"
"202109","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-","9","5868000"
"202109","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","430","55040000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","6","2280000"
"202109","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-","30","16620000"
"202109","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","15","8310000"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-","183","58560000"
"202109","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-","4","1640238"
"202109","Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","86","12384000"
"202109","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-","16","7231168"
"202109","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","50","3747850"
"202109","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-","4","551156"
"202109","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-","26","16990000"
"202109","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","124","58270000"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","186","29257800"
"202109","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","155","23023817"
"202109","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","38","5977400"
"202109","WestJet Airlines","WS","WestJet Airlines","WS","International","Canada","Passenger","Narrow Body","Boeing","B738","-","11","1609300"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","89","17622000"
"202109","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A359","-","1","456357"
"202109","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","B773","-","18","9972000"
"202109","Qatar Airways","QR","Qatar Airways","QR","International","Asia","Passenger","Wide Body","Airbus","A350","-","29","14896633"
"202109","Emirates","EK","Emirates","EK","International","Asia","Passenger","Wide Body","Boeing","B773","-","17","9418000"
"202109","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","106","23744000"
"202109","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","B772","-","12","5640000"
"202109","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A359","-","9","4107213"
"202109","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-","30","16620000"
"202108","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","18","9972000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","436","63786800"
"202108","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","90","12797820"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","170","94180000"
"202108","Iberia","IB","Iberia","IB","International","Europe","Passenger","Wide Body","Airbus","A332","-","9","3571488"
"202108","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","59","8717536"
"202108","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B772","-","2","940000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-","155","17360000"
"202108","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","538","92276318"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","109","15499582"
"202108","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","International","Asia","Freighter","Wide Body","Boeing","B744","-","1","652000"
"202108","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A350","-","1","520290"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","245","78400000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","744","117961800"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","-","58","9948160"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-","43","7508058"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","31","4832300"
"202108","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B772","-","2","920000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","80","15840000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","41","19270000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","3","403446"
"202108","TAP Air Portugal","TP","TAP Air Portugal","TP","International","Europe","Passenger","Wide Body","Airbus","A339","-","13","5474079"
"202108","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B772","-","18","10350000"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","B748","-","21","16023000"
"202108","Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",,"International","Asia","Passenger","Wide Body","Boeing","B773","-","10","5540000"
"202108","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","B773","-","24","13296000"
"202108","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ1","-","8","376000"
"202108","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","266","38682400"
"202108","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","19","2688535"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","51","28254000"
"202108","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","40","5687920"
"202108","WestJet Airlines","WS","WestJet Airlines","WS","International","Canada","Passenger","Narrow Body","Boeing","B737","-","13","1679600"
"202108","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B772","-","20","9840000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-","30","13350000"
"202108","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-","2","850000"
"202108","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-","18","8135064"
"202108","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B773","-","29","16066000"
"202108","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","61","9595300"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","24","9120000"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","92","39100000"
"202108","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-","3","1410000"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","-","3","433208"
"202108","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-","3","413367"
"202108","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","448","77019948"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","81","11664000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","89","17622000"
"202108","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","99","6633000"
"202108","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-","26","17104000"
"202108","Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","13","5525000"
"202108","Air India Limited","AI","Air India Limited","AI","International","Asia","Passenger","Wide Body","Boeing","B773","-","1","554000"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Boeing","B738","-","32","4889600"
"202108","Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Bombardier","BCS3","-","61","7747000"
"202108","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B789","-","50","21250000"
"202108","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Boeing","B748","-","31","21328000"
"202108","Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-","22","12188000"
"202108","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A333","-","11","4512859"
"202108","Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Boeing","B773","-","31","17174000"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","B763","-","225","72000000"
"202108","JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","142","20221879"
"202108","SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A359","-","2","912714"
"202108","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","143","9581000"
"202108","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-","31","12438471"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Airbus","A333","-","14","5709970"
"202108","Swissport USA",,"Swissport USA",,"International","Asia","Passenger","Wide Body","Boeing","B789","-","1","425000"
"202108","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","44","18700000"
"202108","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","191","29800100"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","98","21952000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B764","-","3","1050000"
"202108","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","216","31376000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","21","3104800"
"202108","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","5","786500"
"202108","ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","B762","-","31","8707000"
"202108","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-","29","16066000"
"202108","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","334","42752000"
"202108","WestJet Airlines","WS","WestJet Airlines","WS","International","Canada","Passenger","Narrow Body","Boeing","B738","-","6","877800"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","55","8046500"
"202108","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","73","10661000"
"202108","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","B789","-","2","850000"
"202108","JetBlue Airways","B6","JetBlue Airways","B6","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","31","4411445"
"202108","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ2","-","1224","57528000"
"202108","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","32","13600000"
"202108","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-","3","1275000"
"202108","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-","33","14914284"
"202108","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-","31","13175000"
"202108","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Airbus","A333","-","13","5302115"
"202108","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","151","23752300"
"202108","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-","1","396832"
"202108","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-","38","12388000"
"202108","EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-","41","22714000"
"202108","Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","93","13392000"
"202108","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B773","-","14","7756000"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","346","47552635"
"202108","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","319","45347935"
