"address","alldatalink","block","casenumber","category","cnn","companyname","companyphone","datetimeentered","datetimeposted","enddate","endtime","latitude","location","locationdescription","longitude","lot","notes","numberofsigns","permitnumber","sideofstreet","signid","signlink","signtype","source","startdate","starttime","streetfrontagefeet","streetfrontagefrom","streetfrontagename","streetfrontageto","updatedon","_24hourenforcement","status"
"1560 SACRAMENTO ST",,,"10531",,"11246000",,,"2018-03-09T16:57:06.000","2018-03-16T00:00:00.000","2018-03-22T00:00:00.000","3:00 PM","0.0",,"Stand moving van in front of 1560 Sacramento Street","0.0",,,"2.0",,"Even",,,,"Web","2018-03-21T00:00:00.000","7:00 AM","40.0","HYDE ST","SACRAMENTO ST","LARKIN ST",,"No",
"1244 WASHINGTON ST",,,"10542",,"13425000",,,"2018-03-09T19:00:44.000","2018-03-16T00:00:00.000","2018-03-21T00:00:00.000","7:00 PM","0.0",,"60 feet beginning at main large door for building, extending East/downhill along Washington","0.0",,,"3.0",,"Even",,,,"311","2018-03-20T00:00:00.000","7:00 AM","60.0","TAYLOR ST","WASHINGTON ST","JONES ST",,"No",
"637 KING ST",,,"10560","","7837000","","","2018-03-09T23:00:37.000","2018-03-15T00:00:00.000","2018-03-19T00:00:00.000","3:00 PM","37.7701485",,"Post IFO 637 King St. / De Haro, access to the pathway to 888 7th St.","-122.4018194",,"","3.0","","Odd","",,"","311","2018-03-19T00:00:00.000","7:00 AM","60.0","07TH ST","KING ST","DIVISION ST",,"No",
"546 LIBERTY ST",,,"10562","Film Commission - MTA 33.C","8328000","","","2018-03-10T00:00:37.000","2018-11-30T00:00:00.000","2018-03-17T00:00:00.000","6:00 PM","37.7571357",,"Post IFO residence.","-122.4335194",,"Wednesday","2.0","","Even","",,"33.C","311","2018-03-17T00:00:00.000","9:00 AM","25.0","NOE ST","LIBERTY ST","CASTRO ST",,"Yes",
"380 WEST PORTAL BLVD.",,,"10587","Film Commission - MTA 33.C","","","","2018-03-12T13:00:18.000","2018-03-19T00:00:00.000","2018-03-15T00:00:00.000","4:00 PM","37.7370891",,"Residential & Business","-122.4705849",,"Tuesday - Thursday","3.0","","Even","",,"33.C","311","2018-03-14T00:00:00.000","8:00 AM","150.0","POWELL ST","CALIFORNIA ST","MASON ST",,"Yes",
"333 TURK ST",,,"10607","","12719000","","","2018-03-12T17:00:23.000","2018-04-02T00:00:00.000","2018-03-14T00:00:00.000","5:00 PM","37.7825816",,"2 meters parking directly in front of clinic; request for self-post signs","-122.4144424",,"","3.0","","Odd","",,"","311","2018-03-14T00:00:00.000","5:00 AM","60.0","LEAVENWORTH ST","TURK ST","HYDE ST",,"No",
"511 HARRISON ST",,,"10610",,"6712000",,,"2018-03-12T17:00:29.000","2018-02-24T00:00:00.000","2018-03-21T00:00:00.000","5:00 PM","0.0",,"Metered. Post both sides.  On 800 Block post east side ONLY kearny st;","0.0",,,"9.0",,"Odd",,,,"311","2018-03-21T00:00:00.000","6:00 AM","180.0","01ST ST \ I-80 E ON RAMP","HARRISON ST","ESSEX ST \ I-80 E ON RAMP",,"No",
"236 MONTEREY BLVD",,,"10615","","9274201","","","2018-03-12T18:00:19.000","2018-04-17T00:00:00.000","2018-04-21T00:00:00.000","11:59 pm","37.7319161",,"Post IFO address, specifically the white loading zone in front plus additional curb space to the west of the loading zone. Caller aware permission required.","-122.4408185",,"","3.0","","Even","",,"","311","2018-04-21T00:00:00.000","12:00 am","60.0","BADEN ST","MONTEREY BLVD","CONGO ST",,"No",
"828 FRANKLIN ST",,,"10624",,,,,"2018-03-12T19:00:22.000",,"2018-03-31T00:00:00.000","1:00 PM","0.0",,"In front 828 Franklin","0.0",,,"3.0",,"Even",,,,"311","2018-03-31T00:00:00.000","7:30 AM","60.0","TURK ST","FRANKLIN ST","LARCH ST",,"No",
"699 LOMBARD ST",,,"10644","Utility - MTA 33.1","8441000","","","2018-03-12T22:00:35.000","2018-06-19T00:00:00.000","2018-08-04T00:00:00.000","1:00 PM","37.8028476",,"White Zone outside Mason-side library doors, where Mason hits Lombard.","-122.4130493",,"Thursday, Friday","1.0","","Odd","",,"33.1","311","2018-08-04T00:00:00.000","9:00 AM","20.0","POWELL ST","LOMBARD ST","MASON ST",,"Yes",
"365-373 FAIR OAKS ST",,,"10713","","5385000","","","2018-03-13T17:00:14.000","2018-03-17T00:00:00.000","2018-03-22T00:00:00.000","3:00 PM","37.7509072",,"365-373 fair oaks between 24th and 25th street","-122.4237806",,"","3.0","","Odd","",,"","311","2018-03-22T00:00:00.000","9:00 AM","48.0","25TH ST","FAIR OAKS ST","26TH ST",,"No",
"340 BRANNAN ST",,,"10716","","3075000","","","2018-03-13T17:51:36.000",,"2018-03-27T00:00:00.000","3:00 PM","37.781229",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3932323",,"","6.0","","Even","",,"","Web","2018-03-27T00:00:00.000","8:00 AM","120.0","STANFORD ST","BRANNAN ST","JACK LONDON ALY",,"No",
"340 BRANNAN ST",,,"10717","","3075000","","","2018-03-13T17:53:38.000",,"2018-03-29T00:00:00.000","8:00 PM","37.781229",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3932323",,"","6.0","","Even","",,"","Web","2018-03-29T00:00:00.000","8:00 AM","120.0","STANFORD ST","BRANNAN ST","JACK LONDON ALY",,"No",
"650 FIFTH ST",,,"10718","","","","","2018-03-13T17:55:40.000",,"2018-03-26T00:00:00.000","3:00 PM","37.775591",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3980118",,"","9.0","","Even","",,"","Web","2018-03-26T00:00:00.000","8:00 AM","180.0","","FIFTH ST","",,"No",
"650 FIFTH ST",,,"10719","","","","","2018-03-13T17:57:53.000",,"2018-03-28T00:00:00.000","3:00 PM","37.775591",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3980118",,"","9.0","","Even","",,"","Web","2018-03-28T00:00:00.000","8:00 AM","180.0","","FIFTH ST","",,"No",
"650 FIFTH ST",,,"10720","","","","","2018-03-13T17:59:53.000",,"2018-03-30T00:00:00.000","3:00 PM","37.775591",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3980118",,"","9.0","","Even","",,"","Web","2018-03-30T00:00:00.000","8:00 AM","180.0","","FIFTH ST","",,"No",
"844 FRONT ST",,,"10729","","5874000","","","2018-03-13T18:02:25.000",,"2018-03-26T00:00:00.000","3:00 PM","37.799129",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3999827",,"","7.0","","Even","",,"","Web","2018-03-26T00:00:00.000","8:00 AM","140.0","BROADWAY","FRONT ST","VALLEJO ST",,"No",
"5 GOLDEN GATE AVE",,,"10494",,"6259000",,,"2018-03-13T18:04:53.000","2018-03-31T00:00:00.000","2018-04-04T00:00:00.000","2:00 AM",,,"Non-Metered. Post East side only.  DO NOT POST Eastside FIRST 40' North of Marin St. Dumpster zone first 40' ft.",,,,"1.0",,"Odd",,,,"311","2018-04-03T00:00:00.000","6:00 AM","20.0","06TH ST \ MARKET ST \ TAYLOR ST",,"JONES ST",,"No",
"844 FRONT ST",,,"10730","","5874000","","","2018-03-13T18:05:11.000",,"2018-03-28T00:00:00.000","3:00 PM","37.799129",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3999827",,"","7.0","","Even","",,"","Web","2018-03-28T00:00:00.000","8:00 AM","140.0","BROADWAY","FRONT ST","VALLEJO ST",,"No",
"844 FRONT ST",,,"10731","","5874000","","","2018-03-13T18:07:24.000",,"2018-03-30T00:00:00.000","3:00 PM","37.799129",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3999827",,"","7.0","","Even","",,"","Web","2018-03-30T00:00:00.000","8:00 AM","140.0","BROADWAY","FRONT ST","VALLEJO ST",,"No",
"198 FIFTH ST",,,"10732","","","","","2018-03-13T18:25:37.000",,"2018-03-28T00:00:00.000","3:00 PM","37.781468",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.405287",,"","1.0","","Even","",,"","Web","2018-03-28T00:00:00.000","10:00 AM","20.0","","FIFTH ST","",,"No",
"198 FIFTH ST",,,"10733","","","","","2018-03-13T18:27:25.000",,"2018-03-30T00:00:00.000","3:00 PM","37.781468",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.405287",,"","1.0","","Even","",,"","Web","2018-03-30T00:00:00.000","8:00 AM","20.0","","FIFTH ST","",,"No",
"215 AVILA ST",,,"10737",,"2569000",,,"2018-03-13T19:00:24.000","2018-03-23T00:00:00.000","2018-03-27T00:00:00.000","1:00 PM","0.0",,"365-373 fair oaks between 24th and 25th street","0.0",,,"1.0",,"Odd",,,,"311","2018-03-27T00:00:00.000","7:00 AM","20.0","CAPRA WAY","AVILA ST","BEACH ST",,"No",
"1880 STEINER ST",,,"10772","","12136000","","","2018-03-14T00:00:19.000","2018-03-20T00:00:00.000","2018-03-28T00:00:00.000","6:00 PM","37.7867101",,"Post closest 40 feet(not white zone) on Corner","-122.4346032",,"","2.0","","Even","",,"","311","2018-03-28T00:00:00.000","8:00 AM","40.0","SUTTER ST","STEINER ST","BUSH ST",,"No",
"3435 DIVISADERO ST",,,"10791","","4831000","","","2018-03-14T14:43:19.000","2018-03-23T00:00:00.000","2018-03-28T00:00:00.000","7:00 PM","37.8013712",,"Please post for 20 feet in front of the address.","-122.4432975",,"","1.0","","Odd","",,"","Web","2018-03-27T00:00:00.000","7:00 AM","20.0","FRANCISCO ST","DIVISADERO ST","BAY ST",,"No",
"001-099 HAYES ST",,,"10797",,"6821000",,,"2018-03-14T16:59:02.000","2018-03-15T00:00:00.000","2018-03-17T00:00:00.000","11:59PM",,,"Post every other meter and poles",,,,"10.0",,"Odd",,,,"Web","2018-03-17T00:00:00.000","6:00AM","100.0","FILLMORE ST",,"STEINER ST",,"No",
"001-099 LARKIN ST",,,"10797",,"8126000",,,"2018-03-14T17:13:14.000","2018-03-15T00:00:00.000","2018-03-17T00:00:00.000","11:59PM",,,,,,,"10.0",,"Odd",,,,"Web","2018-03-17T00:00:00.000","6:00PM","100.0","EDDY ST",,"WILLOW ST",,"No",
"115-117 POLK ST",,,"10797",,"10551000",,,"2018-03-14T17:22:55.000","2018-03-15T00:00:00.000","2018-03-17T00:00:00.000","7:00 PM",,,,,,,"2.0",,"Odd",,,,"Web","2018-03-17T00:00:00.000","6:00 AM","50.0","REDWOOD ST",,"GOLDEN GATE AVE",,"No",
"340 BRANNAN ST",,,"10802","","3075000","","","2018-03-14T17:26:16.000",,"2018-04-03T00:00:00.000","3:00 PM","37.781229",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3932323",,"","6.0","","Even","",,"","Web","2018-04-03T00:00:00.000","8:00 AM","120.0","STANFORD ST","BRANNAN ST","JACK LONDON ALY",,"No",
"340 BRANNAN ST",,,"10803","","3075000","","","2018-03-14T17:28:21.000",,"2018-04-05T00:00:00.000","3:00 PM","37.781229",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3932323",,"","6.0","","Even","",,"","Web","2018-04-05T00:00:00.000","8:00 AM","120.0","STANFORD ST","BRANNAN ST","JACK LONDON ALY",,"No",
"650 FIFTH ST",,,"10805","","","","","2018-03-14T17:35:41.000",,"2018-04-02T00:00:00.000","3:00 PM","37.775591",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3980118",,"","9.0","","Even","",,"","Web","2018-04-02T00:00:00.000","8:00 AM","180.0","","FIFTH ST","",,"No",
"650 FIFTH ST",,,"10806","","","","","2018-03-14T17:38:34.000",,"2018-04-04T00:00:00.000","3:00 PM","37.775591",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3980118",,"","9.0","","Even","",,"","Web","2018-04-04T00:00:00.000","8:00 AM","180.0","","FIFTH ST","",,"No",
"650 FIFTH ST",,,"10807","","","","","2018-03-14T17:44:26.000",,"2018-04-06T00:00:00.000","3:00 PM","37.775591",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 13MFF-0122 (We will be self posting)","-122.3980118",,"","9.0","","Even","",,"","Web","2018-04-06T00:00:00.000","8:00 AM","180.0","","FIFTH ST","",,"No",
"844 FRONT ST",,,"10808","","5874000","","","2018-03-14T17:49:36.000",,"2018-04-02T00:00:00.000","3:00 PM","37.799129",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3999827",,"","7.0","","Even","",,"","Web","2018-04-02T00:00:00.000","8:00 AM","140.0","BROADWAY","FRONT ST","VALLEJO ST",,"No",
"844 FRONT ST",,,"10809","","5874000","","","2018-03-14T17:51:44.000",,"2018-04-04T00:00:00.000","3:00 PM","37.799129",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3999827",,"","7.0","","Even","",,"","Web","2018-04-04T00:00:00.000","8:00 AM","140.0","BROADWAY","FRONT ST","VALLEJO ST",,"No",
"844 FRONT ST",,,"10810","","5874000","","","2018-03-14T17:53:51.000",,"2018-04-06T00:00:00.000","3:00 PM","37.799129",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.3999827",,"","7.0","","Even","",,"","Web","2018-04-06T00:00:00.000","8:00 AM","140.0","BROADWAY","FRONT ST","VALLEJO ST",,"No",
"198 FIFTH ST",,,"10811","","","","","2018-03-14T17:56:01.000",,"2018-04-04T00:00:00.000","3:00 PM","37.781468",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.405287",,"","1.0","","Even","",,"","Web","2018-04-04T00:00:00.000","10:00 AM","20.0","","FIFTH ST","",,"No",
"198 FIFTH ST",,,"10812","","","","","2018-03-14T17:58:03.000",,"2018-04-06T00:00:00.000","3:00 PM","37.781468",,"Please tow vehicles from permit SP #20170109, per Jody McCown of SFMTA. Off the Grid Food Trucks, MFF Permit 14MFF-0039 (We will be self posting)","-122.405287",,"","1.0","","Even","",,"","Web","2018-04-06T00:00:00.000","10:00 AM","20.0","","FIFTH ST","",,"No",
"611-633 SUTTER ST",,,"10825",,,,,"2018-03-14T18:51:11.000","2018-03-15T00:00:00.000","2018-03-18T00:00:00.000","12noon","37.7888265",,,"-122.4105234",,,"3.0",,"Odd",,,,"Web","2018-03-16T00:00:00.000","7:00PM","60.0","WEBSTER ST",,"COTTAGE ROW",,"No",
"73 NEVADA ST",,,"10891","","9533000","","","2018-03-15T00:00:33.000","2018-03-21T00:00:00.000","2018-03-25T00:00:00.000","5:00 PM","37.7417692",,"narrow street. Signs should be placed on Chapman - Customer will instruct the moving company that they need to use small vans to fit on the street... cannot block passage","-122.4111654",,"","2.0","","Odd","",,"","311","2018-03-25T00:00:00.000","9:00 AM","40.0","END","NEVADA ST","CHAPMAN ST",,"No",
"530 BRANNAN ST",,,"10905","","3080000","","","2018-03-15T14:40:22.000","2018-03-24T00:00:00.000","2018-03-27T00:00:00.000","7:00 PM","37.7779244",,"Please post for 40 feet on the meters closest to the address","-122.3973063",,"","2.0","","Even","",,"","Web","2018-03-27T00:00:00.000","7:00 AM","40.0","04TH ST","BRANNAN ST","05TH ST",,"No",
"255 FREMONT ST",,,"10926",,,,,"2018-03-15T18:00:38.000",,"2018-03-23T00:00:00.000","4:00 PM","0.0",,,"0.0",,,,,"Odd",,,,"311","2018-03-23T00:00:00.000","7:00 AM","60.0","I-80 W OFF RAMP","FREMONT ST","FOLSOM ST",,"No",
"230 GOLDEN GATE AVE",,,"10951",,"6261000",,,"2018-03-15T23:00:56.000",,"2018-03-20T00:00:00.000","5:00 PM","0.0",,"Directly in front of building. Three parking spaces in front of Tom Waddell just behind the Yellow Zone.","0.0",,,"3.0",,"Even",,,,"311","2018-03-20T00:00:00.000","7:00 AM","60.0","LEAVENWORTH ST","GOLDEN GATE AVE","CONTINUUM WAY",,"No",
"2931 16TH ST",,,"10987","","723000","","","2018-03-16T17:00:57.000","2018-03-20T00:00:00.000","2018-06-16T00:00:00.000","2:00 PM","37.7649435",,"Metered parking in front of the library.","-122.4183001",,"","3.0","","Odd","",,"","311","2018-06-16T00:00:00.000","6:00 AM","60.0","SOUTH VAN NESS AVE","FILLMORE ST","CAPP ST",,"No",
"1015 FILLMORE ST",,,"11042",,,,,"2018-03-17T00:01:29.000",,"2018-08-20T00:00:00.000","3:00 PM","0.0",,"Corner of Polk st on Ellis St","0.0",,,,,"Odd",,,,"311","2018-08-20T00:00:00.000","7:00 AM","60.0","MCALLISTER ST","FILLMORE ST","GOLDEN GATE AVE",,"No",
"1015 FILLMORE ST",,,"11057",,,,,"2018-03-17T00:02:04.000",,"2018-08-29T00:00:00.000","6:00 PM","0.0",,"in front of Holy Redeemer church","0.0",,,,,"Even",,,,"311","2018-08-29T00:00:00.000","11:00 AM","60.0","MCALLISTER ST","FILLMORE ST","GOLDEN GATE AVE",,"No",
"1015 FILLMORE ST",,,"11058",,,,,"2018-03-17T00:02:06.000",,"2018-08-22T00:00:00.000","6:00 PM","0.0",,"in front of Holy Redeemer church","0.0",,,,,"Even",,,,"311","2018-08-22T00:00:00.000","11:00 AM","60.0","MCALLISTER ST","FILLMORE ST","GOLDEN GATE AVE",,"No",
"100 DIAMOND ST",,,"11062","","4738000","","","2018-03-17T00:02:13.000","2018-03-27T00:00:00.000","2018-08-01T00:00:00.000","6:00 PM","37.7605779",,"in front of Holy Redeemer church","-122.437357",,"","3.0","","Even","",,"","311","2018-08-01T00:00:00.000","11:00 AM","60.0","18TH ST","FILLMORE ST","19TH ST",,"No",
"150 GOLDEN GATE AVE",,,"11085","","6260000","","","2018-03-17T00:03:02.000","2018-04-06T00:00:00.000","2018-07-26T00:00:00.000","2:00 PM","37.7822291",,"Golden Gate between leavenworth and jones st","-122.413234",,"","3.0","","Odd","",,"","311","2018-07-26T00:00:00.000","6:00 AM","60.0","JONES ST","FILLMORE ST","LEAVENWORTH ST",,"No",
"150 GOLDEN GATE AVE",,,"11091","","6260000","","","2018-03-17T00:03:12.000","2018-04-07T00:00:00.000","2018-06-07T00:00:00.000","2:00 PM","37.7822291",,"Golden Gate between leavenworth and jones st","-122.413234",,"","3.0","","Odd","",,"","311","2018-06-07T00:00:00.000","6:00 AM","60.0","JONES ST","FILLMORE ST","LEAVENWORTH ST",,"No",
"1800 WASHINGTON ST",,,"11143","","13433000","","","2018-03-19T13:33:57.000","2018-03-24T00:00:00.000","2018-03-28T00:00:00.000","7:00 PM","37.7932007",,"Post IFO address.","-122.4233328",,"","4.0","","Even","",,"","Web","2018-03-28T00:00:00.000","7:00 AM","80.0","VAN NESS AVE","WASHINGTON ST","FRANKLIN ST",,"No",
"3020 BALBOA ST",,,"11172","","2676000","","","2018-03-19T19:24:52.000","2018-04-03T00:00:00.000","2018-03-28T00:00:00.000","8:00 PM","37.7762024",,"It's directly across the street from 3009 and 3011 Balboa. There are no meters (this is a residential neighborhood). The spot is along curb next to batting cage for Washington High School.","-122.4913972",,"","4.0","","Even","",,"","311","2018-03-28T00:00:00.000","1:00 PM","80.0","31ST AVE","BALBOA ST","32ND AVE",,"No",
"388 BEALE ST",,,"11200","","2866000","","","2018-03-19T20:39:00.000","2018-03-26T00:00:00.000","2018-03-30T00:00:00.000","7:00 PM","37.78770300000001",,"Please post for 40 feet in the load zone next to the loading dock on Beale St","-122.391971",,"","2.0","","Even","",,"","Web","2018-03-30T00:00:00.000","7:00 AM","40.0","FOLSOM ST","BEALE ST","HARRISON ST",,"No",
"3673 SACRAMENTO ST",,,"11211",,,,,"2018-03-19T22:00:58.000",,"2018-09-14T00:00:00.000","11:30 PM","0.0",,"3 metered spaces in front of 3673 Sacramento St.","0.0",,,,,"Odd",,,,"311","2018-09-14T00:00:00.000","5:30 PM","60.0","LOCUST ST","SACRAMENTO ST","SPRUCE ST",,"No",
"859 OFARRELL ST",,,"11226",,,,,"2018-03-19T23:01:07.000",,"2018-03-30T00:00:00.000","11:00 PM","0.0",,"IFO the location.","0.0",,,"4.0",,"Odd",,,,"311","2018-03-30T00:00:00.000","12:00 AM","80.0","LARKIN ST","OFARRELL ST","POLK ST",,"No",
"1070 DOLORES ST",,,"11264",,,,,"2018-03-20T17:01:01.000",,"2018-04-25T00:00:00.000","10:00 PM","0.0",,"1064 to 1070 Dolores street","0.0",,,,,"Even",,,,"311","2018-04-25T00:00:00.000","7:00 AM","40.0","23RD ST","DOLORES ST","24TH ST",,"No",
"280 ANDOVER ST",,,"11265",,,,,"2018-03-20T17:01:03.000",,"2018-04-05T00:00:00.000","10:00 PM","0.0",,,"0.0",,,,,"Even",,,,"311","2018-04-05T00:00:00.000","7:00 AM","40.0","EUGENIA AVE","ANDOVER ST","CORTLAND AVE",,"No",
"1555 VALLEJO ST",,,"11266",,,,,"2018-03-20T17:01:05.000",,"2018-08-15T00:00:00.000","7:00 PM","0.0",,,"0.0",,,,,"Odd",,,,"311","2018-08-15T00:00:00.000","7:00 AM","35.0","POLK ST","VALLEJO ST","VAN NESS AVE",,"No",
"580 HAYES ST",,,"11269",,,,,"2018-03-20T17:01:12.000",,"2018-04-01T00:00:00.000","6:00 PM","0.0",,,"0.0",,,,,"Even",,,,"311","2018-04-01T00:00:00.000","8:00 AM","40.0","OCTAVIA ST","HAYES ST","LAGUNA ST",,"No",
"195 02ND AVE",,,"11327","","120000","","","2018-03-21T14:49:12.000","2018-03-24T00:00:00.000","2018-03-30T00:00:00.000","7:00 PM","37.7749295",,"Please post for 40 feet on the meters closest to the address","-122.4194155",,"","2.0","","Odd","",,"","Web","2018-03-30T00:00:00.000","7:00 AM","40.0","CALIFORNIA ST","02ND AVE","CORNWALL ST",,"No",
