"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"519","2480","178","17","5","3","A","2","3","1","1","EMIRATES","DUBAI","226","17","17","7","4","1899-12-31T12:00:00.000","1899-12-31T16:45:00.000","1",,,"3",,,,"1","1","1","1","1","1","4","5","4","5","5","5","4","6","6","4","6","6","6","6","6","4","206",,,,,,"4","6","6","4","4","4","0",,,"5","0",,,"2",,,,,"11","0","4","3","1","COMMUNICATION BY TSA WAS RUDE AND NOT NICE.","32",,,"7","3",,,"SOUTH AFRICA","18","2","6","2","0","2","2","2","1","0.6704842"
"863","1532","515","15","3","51","D","3","2","1","1","ALASKA","SEATTLE","1759","7","62","1","4","1899-12-31T18:20:00.000","1899-12-31T19:25:00.000","1",,,"5",,,,"2","2","2","1","3","1","3","6","4","3","4","4","4","6","6","3","6","6","4","6","3","3","58",,,,,,"4","6","6","4","3","4","0",,,"5","4","2",,"1","5","2",,,"5","3","4","5","1","I WANTED TO VISIT THE AMEX CENTURIAN LOUNGE.","46",,,"7","3","KING COUNTY","98052","US","10","2","3","1","0","1","1","1","1","1.1063322"
"1516","373","29","2","4","9","A","1","3","1","1","INTERJET","GUADALAJARA","821","21","22","4","2","1899-12-31T08:30:00.000","1899-12-31T10:45:00.000","1",,,"2",,,,"1","2","1","3","3","1","0","6","3","6","5","5","4","6","6","6","6","6","6","6","6","4","0",,,,,,"5","6","6","5","5","5","0",,,"5","1",,,"2",,,,,"1","0","5","5","2",,,,,"7","1","ALAMEDA COUNTY","94536","US","1","1","5","1","4","2","1","1","2","3.8875283"
"659","2779","59","3","5","81","F","3","2","1","1","UNITED","NEWARK","1604","30","43","2","4","1899-12-31T21:30:00.000","1899-12-31T23:45:00.000","1",,,"6",,,,"2","2","2","2","4","1","2","5","4","4","4","4","4","6","6","4","4","6","4","6","6","3","0",,,,,,"4","6","6","6","1","4","5",,,"5","1",,,"1","2","4",,,"5","2","5","3","2",,,,,"7","3","MERCER COUNTY","8550","US","12","2","4","1","4","1","1","2","1","1.4869248"
"656","2778","59","3","5","81","F","3","2","1","1","UNITED","NEWARK","1604","30","43","2","4","1899-12-31T20:00:00.000","1899-12-31T23:45:00.000","1",,,"3",,,,"2","2","2","1","3","1","2","4","3","6","2","5","5","6","6","3","6","6","6","6","6","4","52",,,,,,"5","6","6","4","4","4","0",,,"5","2",,,"1","5","2",,,"11","5","4","5","2",,,,,"7","3","HARNETT COUNTY","27501","US","12","2","6","1","4","1","2","2","1","1.4869248"
"2929","1412","524","15","3","24","B","3","2","1","1","SOUTHWEST","SAN DIEGO","5698","28","57","1","2","1899-12-31T19:30:00.000","1899-12-31T20:45:00.000","1",,,"5",,,,"2","2","1","2","3","1","2","4","1","3","5","5","5","6","6","4","6","6","6","6","6","3","102","152","5","110","53",,"4","6","6","3","4","4","0",,,"5","1",,,"2",,,,,"5","5","5","5","2",,,,,"7","3","SAN DIEGO COUNTY","92110","US","10","2","3","2","4","1","2","2","1","0.9942748"
"280","2540","57","3","5","90","F","3","2","1","1","UNITED","BALTIMORE","1153","30","6","2","2","1899-12-31T18:30:00.000","1899-12-31T21:44:00.000","1",,,"4",,,,"2","1","1","1","4","1","2","5","3","6","4","4","4","6","6","5","6","6","6","6","6","4","210","202",,,,,"4","6","6","4","4","4","0",,,"5","4",,,"2",,,,,"5","5","5","1","2",,,,,"7","3","BALTIMORE CITY","21216","US","12","2","4","2","0","1","2","2","1","1.4869248"
"2649","431","14","1","3","26","B","3","2","1","1","SOUTHWEST","DENVER","5789","28","14","1","4","1899-12-31T20:00:00.000","1899-12-31T21:20:00.000","1",,,"5",,,,"2","2","1","2","3","1","3","3","3","4","4","4","0","6","6","4","4","6","4","6","6","3","101","801",,,,,"4","4","6","4","4","4","11",,,"4","5",,,"2",,,,,"5","5","5","4","2",,,,,"7","3","ARAPAHOE COUNTY","80012","US","10","2","7","1","1","1","0","1","1","0.9942748"
"1500","338","20","2","4","48","C","1","1","1","1","DELTA","LOS ANGELES","2678","16","34","1","4","1899-12-31T07:00:00.000","1899-12-31T09:15:00.000","1",,,"5",,,,"2","2","1","1","1","1","2","6","3","3","4","0","3","6","6","5","6","6","4","6","6","3","6",,,,,,"4","4","4","4","4","4","0",,,"3","16",,,"2",,,,,"5","5","4","2","2",,,,,"7","3","KINGS COUNTY","11230","US","12","2","4","2","2","2","2","2","1","1.1789461"
"2450","941","905","11","6","67","E","2","2","1","1","UNITED","CHICAGO-O'HARE","268","30","12","3","4","1899-12-31T11:30:00.000","1899-12-31T14:19:00.000","2",,,"3",,,,"1","2","1","1","1","2","1","6","3","6","5","6","4","6","6","4","6","6","6","6","6","3","56","6","102",,,,"4","6","6","4","1","3","5",,,"5","1",,,"1","5","2","4",,"11","0","5","5","2",,,,,"7","3","LANCASTER COUNTY","17554","US","12","2","4","2","2","2","2","2","1","1.4869248"
"3045","475","12","1","3","56","D","2","2","1","1","AMERICAN","DALLAS-FT. WORTH","2207","8","13","3","4","1899-12-31T12:00:00.000","1899-12-31T13:50:00.000","2",,,"2",,,,"1","1","1","1","3","1","2","5","4","4","4","4","3","6","6","4","6","6","4","6","6","BLANK","101",,,,,,"4","4","6","4","4","4","0",,,"4","6",,,"2",,,,,"5","3","5","4","2",,,,,"7","3",,,"MEXICO","13","2","4","2","2","1","1","2","2","1.0611394"
"614","2392","645","31","5","50","D","1","2","1","1","ALASKA","NEWARK","1174","7","43","2","4","1899-12-31T05:30:00.000","1899-12-31T07:50:00.000","2",,,"2",,,,"1","1","2","2","2","1","4","6","6","5","5","6","6","6","6","6","6","6","6","6","6","4","0",,,,,,"3","6","6","6","5","5","0",,,"5","0",,,"2",,,,,"1","3","5","5","2",,,,,"7","1","ALAMEDA COUNTY","94551","US","1","2","5","2","0","2","1","1","1","1.1063322"
"204","2229","609","23","4","45","D","3","2","1","1","AMERICAN","LOS ANGELES","6025","8","34","1","4","1899-12-31T15:30:00.000","1899-12-31T17:40:00.000","2",,,"4",,,,"1","2","2","1","1","1","4","4","6","6","4","6","6","6","6","4","6","6","6","6","6","3","102",,,,,,"3","6","6","6","3","3","0",,,"5","0",,,"2",,,,,"5","4","4","2","2",,,,,"7","3",,,"GERMANY","15","2","5","1","0","1","2","2","1","1.0611394"
"1049","1305","540","18","6","94","G","3","3","1","1","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T11:30:00.000","1899-12-31T18:55:00.000","2",,,"5",,,,"1","2","1","2","2","1","2","5","3","2","3","3","4","6","6","6","6","6","6","6","6","5","73","5","78","61",,,"5","6","6","5","4","4","0",,,"5","8",,,"2",,,,,"6","5","5","3","2",,,,,"7","3",,,"AUSTRALIA","19","2","4","1","4","2","2","2","1","0.3461202"
"2209","200","41","3","5","23","B","1","1","1","1","SOUTHWEST","LAS VEGAS","1494","28","31","1","4","1899-12-31T08:30:00.000","1899-12-31T10:45:00.000","2",,,"5",,,,"1","2","1","1","1","2","1","2","3","2","4","4","3","4","4","5","6","6","6","6","6","3","0",,,,,,"5","6","6","4","4","4","0",,,"4","0",,,"2",,,,,"5","5","4","5","2",,,,,"7","3",,,"UNITED KINGDOM","15","2","3","2","0","3","2","2","1","0.9942748"
"1471","351","25","2","4","5","A","1","3","1","1","AVIANCA","SAN SALVADOR","565","10","59","5","1","1899-12-31T04:45:00.000","1899-12-31T06:55:00.000","2",,,"2",,,,"1","2","2","2","1","2","1","6","6","6","6","5","6","6","6","6","6","6","6","6","6","BLANK","0",,,,,,"5","6","6","6","5","5","0",,,"5","0",,,"2",,,,,"1","5","5","5","2",,,,,"7","1","ALAMEDA COUNTY","94660","US","1","2","7","2","0","2","2","1","2","0.6704842"
"2296","854","527","16","4","94","G","3","3","1","1","WOW","REYKJAVIK","162","33","54","6","1","1899-12-31T15:30:00.000","1899-12-31T18:55:00.000","2",,,"3",,,,"1","2","1","1","1","1","2","4","2","3","3","4","3","2","2","5","6","6","5","6","6","4","101",,,,,,"5","4","6","4","6","4","0",,,"5","1",,,"4",,,,,"11","6","3","3","2",,,,,"7","3","KING COUNTY","98040","US","10","2","2","1","0","2","2","2","1","0.6088813"
"2412","869","530","16","4","98","G","3","3","1","1","AIR NEW ZEALAND","AUCKLAND","7","6","3","9","2","1899-12-31T19:15:00.000","1899-12-31T21:40:00.000","2",,,"3",,,,"2","2","1","1","3","1","3","5","4","3","3","5","4","6","6","5","6","6","6","6","6","4","0",,,,,,"4","6","6","5","4","4","0",,,"5","1",,,"4",,,,,"11","6","5","6","2",,,,,"7","3","MULTNOMAH COUNTY","97202","US","10","2","4","2","3","2","2","2","1","0.6704842"
"2338","237","904","2","4","72","F","2","2","1","1","UNITED","AUSTIN","1889","30","4","3","2","1899-12-31T14:45:00.000","1899-12-31T16:45:00.000","1",,,"5",,,,"2","2","2","1","5","1","4","4","4","3","4","4","4","4","4","4","4","3","5","2","2","4","74","75",,,,,"4","4","4","5","4","4","0",,,"5","1","3",,"2",,,,,"6","4","5","4","2",,,,,"8","3","TRAVIS COUNTY","78731","US","11","2","3","1","4","2","1","1","1","1.4869248"
"2407","866","530","16","4","98","G","3","3","1","1","AIR NEW ZEALAND","AUCKLAND","7","6","3","9","2","1899-12-31T12:00:00.000","1899-12-31T21:40:00.000","2",,,"3",,,,"2","1","1","1","1","2","1","5","4","4","5","5","5","6","5","5","6","6","6","6","6","5","1",,,,,,"5","6","6","5","4","5","0",,,"5","5",,,"4",,,,,"11","6","5","6","2",,,,,"7","3","NORTHAMPTON COUNTY","18013","US","12","1","5","1","4","1","2","2","1","0.6704842"
"1514","372","29","2","4","9","A","1","3","1","1","INTERJET","GUADALAJARA","821","21","22","4","2","1899-12-31T09:00:00.000","1899-12-31T10:45:00.000","3",,,"2",,,,"1","2","2","2","4","1","3","4","4","4","4","5","4","6","6","6","6","6","6","6","6","4","51",,,,,,"5","6","6","6","5","4","0",,,"5","1",,,"1","5","2",,,"1","0","4","4","2",,,,,"7","1","ALAMEDA COUNTY","94608","US","1","2","3","2","2","2","1","1","2","3.8875283"
"3040","472","12","1","3","56","D","2","2","1","1","AMERICAN","DALLAS-FT. WORTH","2207","8","13","3","4","1899-12-31T11:15:00.000","1899-12-31T13:50:00.000","3",,,"5",,,,"1","2","2","3","1","2","1","6","6","6","4","4","6","6","6","6","6","6","6","6","6","4","4",,,,,,"3","6","6","6","4","4","0",,,"5","4",,,"2",,,,,"5","4","5","5","2",,,,,"7","3",,,,"99","2","0","2","0","2","2","2","1","1.0611394"
"844","1544","514","15","3","54","D","3","2","1","1","ALASKA","PORTLAND","2864","7","50","1","2","1899-12-31T17:00:00.000","1899-12-31T18:34:00.000","3",,,"9",,,,"2","1","2","2","1","1","4","6","6","3","4","4","4","6","6","6","2","6","5","6","4","BLANK","71",,,,,,"5","5","5","6","5","5","0",,,"5","4",,,"2",,,,,"7","4","5","5","2",,,,,"7","3","MULTNOMAH COUNTY","97219","US","10","2","5","1","4","2","1","1","1","1.1063322"
"881","1501","518","15","3","52","D","3","2","1","1","ALASKA","RALEIGH-DURHAM","1106","7","53","2","2","1899-12-31T20:00:00.000","1899-12-31T22:40:00.000","3",,,"9",,,,"1","2","1","2","1","1","3","3","4","6","4","4","5","4","6","6","4","6","4","6","4","4","52","74","59","64",,,"3","3","2","4","4","4","0",,,"5","2",,,"1","5","1",,,"6","5","5","5","2",,,,,"7","3","WAKE COUNTY","27539","US","12","2","7","1","2","2","2","2","1","1.1063322"
"2409","867","530","16","4","98","G","3","3","1","1","AIR NEW ZEALAND","AUCKLAND","7","6","3","9","2","1899-12-31T18:30:00.000","1899-12-31T21:40:00.000","3",,,"6",,,,"1","1","2","1","1","2","1","6","3","6","5","5","5","6","6","5","6","6","6","6","6","5","53","803",,,,,"4","6","6","4","6","4","0",,,"5","3","1",,"1","4","1",,,"1","5","5","5","2",,,,,"7","3",,,"AUSTRALIA","19","2","7","2","2","2","2","2","1","0.6704842"
"1527","333","19","2","4","47","C","1","2","1","1","ALASKA","LOS ANGELES","1930","7","34","1","4","1899-12-31T06:00:00.000","1899-12-31T07:50:00.000","3",,,"2",,,,"1","2","2","2","3","1","4","3","3","3","4","3","4","6","6","2","3","3","6","6","6","4","11",,,,,,"3","3","6","3","3","3","4",,,"4","6",,,"1","5","1",,,"6","5","5","5","2",,,,,"7","1","SAN MATEO COUNTY","94062","US","6","1","6","2","2","1","1","1","1","1.1063322"
"1195","1393","525","15","3","28","B","3","2","1","1","SOUTHWEST","LAS VEGAS","1201","28","31","1","4","1899-12-31T20:25:00.000","1899-12-31T21:45:00.000","3",,,"2",,,,"2","2","2","2","1","2","1","6","3","3","4","4","4","6","6","4","4","6","3","6","6","4","102",,,,,,"4","5","6","3","4","4","0",,,"4","5",,,"2",,,,,"7","5","5","5","2",,,,,"7","3","CLARK COUNTY","89123","US","10","2","3","1","1","2","2","2","1","0.9942748"
"1042","1302","540","18","6","94","G","3","3","1","1","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T14:00:00.000","1899-12-31T18:55:00.000","5",,,"8",,,,"2","1","2","1","2","1","4","6","4","4","3","4","4","6","6","4","6","6","6","6","6","4","16","102","14",,,,"4","6","6","2","3","4","0",,,"4","16",,,"1","4","7","1",,"6","4","3","4","2",,,,,"7","3",,,"CANADA","13","2","4","1","3","2","2","2","1","0.3461202"
"2957","451","9","1","3","57","D","2","1","1","1","AMERICAN","NEW YORK-JFK","12","8","42","2","4","1899-12-31T08:30:00.000","1899-12-31T11:25:00.000","1",,,"5",,,,"1","2","1","2","3","1","2","6","4","4","4","4","4","6","6","3","4","6","6","6","6","4","0",,,,,,"4","6","6","4","4","4","0",,,"3","12",,,"1","5","1",,,"5","3","5","4","0",,,,,"8","1","SAN FRANCISCO COUNTY","94133","US","5","2","4","2","4","2","2","2","1","1.0611394"
"2380","889","531","16","4","102","G","3","3","1","1","UNITED INTL","SYDNEY","863","31","67","9","4","1899-12-31T20:00:00.000","1899-12-31T22:35:00.000","3",,,"3",,,,"2","1","1","2","1","2","1","4","3","3","2","4","4","6","6","6","6","6","6","6","6","4","61","56","993",,,,"5","6","6","4","4","5","0",,,"5","20",,,"4",,,,,"11","6","3","6","1","FINDING M WAY TO THE INTERNATIONAL TERMINAL.","5",,,"8","3",,,"AUSTRALIA","19","2","5","1","3","2","2","2","1","1.4869248"
"102","562","626","29","3","88","F","2","1","1","1","UNITED","WASHINGTON,DC-DULLES","727","30","72","2","2","1899-12-31T09:00:00.000","1899-12-31T12:20:00.000","2",,,"9",,,,"1","2","1","2","1","1","3","4","4","6","4","3","4","4","4","6","4","6","4","6","4","4","0",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"1","5","0",,,"5","5","4","5","1","ELAVAATOR FROM AIRTRAIN TO TERMINAL WAS NOT WORKING","23",,,"8","3","MECKLENBURG COUNTY","28031","US","12","2","6","1","3","2","2","2","1","1.4869248"
"2486","2745","68","5","7","83","F","2","1","1","1","UNITED","NEWARK","535","30","43","2","4","1899-12-31T08:40:00.000","1899-12-31T11:30:00.000","3",,,"6","15",,,"2","2","2","2","3","1","2","4","6","0","4","3","4","3","6","4","3","6","4","6","6","4","202","52","54",,,,"5","5","6","4","4","4","0",,,"5","16",,,"2",,,,,"7","4","3","3","1","THEY HAD TO CHECK MY BAG, OPENED IT, DIDN'T HAVE ANYTHING","31",,,"8","1","SANTA CLARA COUNTY","94306","US","7","2","7","2","2","2","2","2","1","1.4869248"
"342","2142","182","18","6","101","G","2","3","1","1","LUFTHANSA","FRANKFURT","455","24","20","6","4","1899-12-31T12:30:00.000","1899-12-31T15:00:00.000","3",,,"2",,,,"1","2","2","1","1","1","2","4","6","6","4","5","4","6","6","4","6","6","6","6","6","5","0",,,,,,"5","6","6","6","5","5","0",,,"4","3",,,"2",,,,,"1","5","4","3","1","TSA PULLED ME ASIDE CHECKED LUGGAGE TOO LONG.","31",,,"8","3",,,"GERMANY","15","0","6","2","1","2","2","2","1","0.3607733"
"1808","1691","553","21","2","97","G","3","3","1","1","UNITED INTL","LONDON HEATHROW","930","31","32","6","4","1899-12-31T17:00:00.000","1899-12-31T19:35:00.000","1",,,"2",,,,"1","2","2","1","5","1","4","4","3","3","4","4","4","6","6","3","6","6","6","6","6","4","202",,,,,,"4","6","6","4","4","4","0",,,"4","0",,,"1","1","12","7",,"3","4","5","1","1","IT TOOK 30 MINUTES FOR A PERSON TO TAKEEVRYTHING OUT OF POCKES, SPOKEN TO 4 TIMES, BY TSA","32",,,"8","1","MARIN COUNTY","94965","US","3","0","5","2","4","1","2","2","1","1.4869248"
"322","2573","53","3","5","88","F","3","2","1","1","UNITED","BURBANK","1586","30","9","1","1","1899-12-31T16:00:00.000","1899-12-31T18:10:00.000","2",,,"9",,,,"1","2","2","1","1","2","1","4","3","3","5","5","5","6","6","5","4","6","5","6","5","5","31",,,,,,"5","4","5","6","3","4","0",,,"5","16",,,"2",,,,,"5","5","5","5","1","WE HAD A GATE CHANGE, BUT I HAD AN APP.","51",,,"8","3","HILLSBOROUGH COUNTY","3063","US","12","2","5","1","2","2","2","2","1","1.4869248"
"1090","1283","92","10","5","42","C","1","2","1","1","DELTA","MINNEAPOLIS-ST. PAUL","1581","16","38","3","4","1899-12-31T06:00:00.000","1899-12-31T07:45:00.000","0",,,"6",,,,"1","1","2","2","1","1","2","6","2","2","3","4","4","6","6","6","6","6","4","6","6","4","104",,,,,,"4","4","6","4","4","4","0",,,"5","5",,,"2",,,,,"1","5","4","4","2",,,,,"8","1","ALAMEDA COUNTY","94551","US","1","2","4","1","0","2","2","1","1","1.1789461"
"2211","201","39","3","5","24","B","1","1","1","1","SOUTHWEST","PHOENIX","1860","28","49","1","4","1899-12-31T06:00:00.000","1899-12-31T08:45:00.000","1","5",,"14",,,,"1","2","1","2","1","2","1","6","4","4","0","5","5","5","6","6","4","6","6","6","6","4","18",,,,,,"4","6","6","6","6","4","0",,,"4","22",,,"1","5","2",,,"5","5","5","5","2",,,,,"8","3","PLATTE COUNTY","68601","US","11","2","6","2","4","2","2","2","1","0.9942748"
"1555","314","24","2","4","46","C","2","1","1","1","DELTA","ATLANTA","1680","16","2","2","4","1899-12-31T10:45:00.000","1899-12-31T12:30:00.000","1",,,"5",,,,"1","1","1","2","2","2","1","3","2","4","3","4","3","3","3","6","6","6","6","6","6","3","102","151","993",,,,"4","6","6","3","4","4","0",,,"4","2",,,"2",,,,,"5","0","4","4","2",,,,,"8","3","COBB COUNTY","30127","US","12","2","4","1","2","2","2","2","1","1.1789461"
"2249","2754","67","5","7","73","F","1","1","1","1","UNITED","BAKERSFIELD","5916","30","5","1","1","1899-12-31T08:00:00.000","1899-12-31T10:28:00.000","1",,,"3",,,,"2","1","2","2","3","1","2","4","6","3","4","3","4","6","4","6","6","6","6","6","6","4","6","5","103",,,,"5","6","6","6","5","5","0",,,"4","2","4",,"2",,,,,"11","0","5","6","2",,,,,"8","2","KERN COUNTY","93240","US","10","2","4","1","4","2","2","2","1","1.4869248"
"879","1500","518","15","3","52","D","3","2","1","1","ALASKA","RALEIGH-DURHAM","1106","7","53","2","2","1899-12-31T20:00:00.000","1899-12-31T22:40:00.000","1",,,"12",,,,"2","2","2","2","2","1","3","6","6","6","5","5","5","5","6","6","6","6","6","6","3","4","0",,,,,,"4","6","4","6","3","4","0",,,"5","2",,,"1","0","0",,,"9","3","5","3","2",,,,,"8","3","FORSYTH COUNTY","27023","US","12","2","5","2","3","2","2","2","1","1.1063322"
"546","2400","644","31","5","54","D","1","2","1","1","ALASKA","SEATTLE","313","7","62","1","4","1899-12-31T06:00:00.000","1899-12-31T07:15:00.000","1",,,"2",,,,"1","2","2","2","3","0","4","4","5","4","4","4","5","6","6","6","6","6","6","6","6","4","0",,,,,,"4","6","6","6","5","4","0",,,"5","0",,,"1","5","0",,,"6","3","4","4","2",,,,,"8","1","SAN MATEO COUNTY","94065","US","6","2","0","1","0","1","1","1","1","1.1063322"
"2956","450","9","1","3","57","D","2","1","1","1","AMERICAN","NEW YORK-JFK","12","8","42","2","4","1899-12-31T09:15:00.000","1899-12-31T11:25:00.000","1",,,"2",,,,"2","2","1","1","4","1","2","6","4","6","4","4","4","6","6","4","6","6","6","6","6","4","10",,,,,,"3","6","0","4","3","4","0",,,"5","1",,,"2",,,,,"4","3","4","4","2",,,,,"8","1","NAPA COUNTY","94558","US","4","0","7","1","2","2","2","2","1","1.0611394"
"1439","384","17","2","4","22","B","1","2","1","1","FRONTIER","DENVER","670","19","14","1","4","1899-12-31T18:00:00.000","1900-01-01T00:59:00.000","1",,,"1",,,"2","1","1","2","1","1","2","1","3","6","4","5","6","4","6","6","4","4","6","6","6","6","4","0",,,,,,"4","6","6","6","4","4","0",,,"4","6",,,"2",,,,,"7","3","5","5","2",,,,,"8","3",,,"CHINA","16","2","3","1","2","2","2","2","1","0.2080380"
"243","2531","58","3","5","71","F","3","2","1","1","UNITED","NASHVILLE","2060","30","40","3","2","1899-12-31T21:20:00.000","1899-12-31T22:40:00.000","1",,,"3",,,,"2","2","2","1","1","2","1","3","3","3","4","3","4","6","6","3","6","6","6","6","6","5","14",,,,,,"5","6","6","3","4","4","0",,,"5","4",,,"4",,,,,"11","3","3","6","2",,,,,"8","3","SAN DIEGO COUNTY","92064","US","10","2","3","1","4","2","2","2","1","1.4869248"
"889","1371","544","18","6","92","G","3","3","1","1","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T17:00:00.000","1899-12-31T22:30:00.000","1",,,"9",,,,"1","1","1","1","2","1","2","3","2","3","4","5","5","6","6","5","4","6","5","6","4","4","31","14","104",,,,"5","5","5","4","5","5","0",,,"5","4",,,"1","5","21",,,"6","4","5","5","2",,,,,"8","3",,,"CANADA","13","2","6","2","2","2","2","2","1","0.3461202"
"1566","320","23","2","4","42","C","2","1","1","1","DELTA","DETROIT","745","16","16","3","3","1899-12-31T09:30:00.000","1899-12-31T11:35:00.000","1",,,"11",,,,"1","1","1","1","1","1","3","3","1","2","5","6","5","5","5","5","6","6","6","6","6","4","102",,,,,,"5","6","6","5","5","5","0",,,"5","3",,,"1","3","0",,,"5","4","5","5","2",,,,,"8","3","HENNEPIN COUNTY","55311","US","11","2","3","2","4","2","2","2","1","1.1789461"
"104","564","626","29","3","88","F","2","1","1","1","UNITED","WASHINGTON,DC-DULLES","727","30","72","2","2","1899-12-31T11:00:00.000","1899-12-31T12:20:00.000","1",,,"1",,,"2","2","2","2","2","6","1","4","3","3","3","3","4","4","3","2","2","3","3","2","3","6","BLANK","75","102","31","14",,,"3","6","6","4","3","3","0",,,"5","0",,,"1","5","0",,,"3","4","4","4","2",,,,,"8","1","MARIN COUNTY","94965","US","3","1","6","1","1","2","2","2","1","1.4869248"
"1585","330","21","2","4","41","C","1","1","1","1","DELTA","SALT LAKE CITY","3576","16","55","1","2","1899-12-31T08:25:00.000","1899-12-31T10:05:00.000","1",,,"5",,,,"2","2","1","1","1","2","1","6","6","6","3","6","6","6","6","4","4","6","6","6","6","4","52",,,,,,"2","6","6","6","4","2","0",,,"3","4",,,"2",,,,,"5","4","4","5","2",,,,,"8","3","EL PASO COUNTY","80923","US","10","2","5","1","3","2","2","2","1","1.1789461"
