"objectid","cnn","streetname","from_st","to_st","facility_t","direct","surface_tr","barrier","notes","dir","double","fy","qtr","street_","length","number_","install_yr","install_mo","update_yr","update_mo","globalid","symbology","sharrow","buffered","raised","contraflow","greenwave","biap","sm_sweeper","shape"
"4121","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.19234721","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50399 37.716877, -122.50397 37.716873, -122.503944 37.71687, -122.50392 37.71687, -122.5039 37.716866, -122.503876 37.71686, -122.50385 37.71686, -122.50383 37.716858, -122.50381 37.716858, -122.503784 37.716858, -122.50376 37.716858, -122.50374 37.716854, -122.503716 37.716854, -122.50369 37.716854, -122.50367 37.716858, -122.50365 37.716858, -122.503624 37.716858, -122.5036 37.716858, -122.50358 37.71686, -122.503555 37.71686, -122.50353 37.716866, -122.50351 37.71687, -122.50349 37.71687, -122.50346 37.716873, -122.50344 37.716877, -122.50342 37.71688, -122.503395 37.716885, -122.50337 37.71689, -122.50335 37.716892, -122.50333 37.716896, -122.5033 37.716904, -122.50328 37.716908, -122.503265 37.716915, -122.50324 37.71692, -122.50322 37.716927, -122.5032 37.71693, -122.503174 37.716938, -122.50315 37.716946, -122.503136 37.716953, -122.50311 37.71696, -122.50309 37.71697, -122.50307 37.716976, -122.50305 37.716984, -122.50303 37.71699, -122.503006 37.717003, -122.50299 37.71701, -122.50297 37.717022, -122.50295 37.71703, -122.50293 37.71704, -122.50291 37.71705, -122.50289 37.71706, -122.50287 37.71707, -122.50285 37.717083, -122.50284 37.71709, -122.502815 37.717102, -122.5028 37.717113, -122.502785 37.717125, -122.50276 37.71714, -122.50275 37.71715, -122.50273 37.717163, -122.502716 37.717175, -122.50269 37.71719, -122.50268 37.7172, -122.50266 37.717213, -122.50265 37.717228, -122.50263 37.717243, -122.50262 37.717255, -122.5026 37.71727, -122.50259 37.717285, -122.50257 37.717297, -122.502556 37.71731, -122.50255 37.717327, -122.50253 37.717342, -122.50252 37.717358, -122.5025 37.717373, -122.502495 37.71739, -122.50248 37.717403, -122.50247 37.71742, -122.50246 37.717434, -122.50245 37.71745, -122.50243 37.71747, -122.502426 37.717484, -122.50241 37.7175, -122.5024 37.717514, -122.502396 37.717533, -122.50238 37.71755, -122.50237 37.717567, -122.502365 37.717583, -122.50236 37.7176, -122.50235 37.717617, -122.50234 37.717636, -122.502335 37.71765, -122.50233 37.71767, -122.50232 37.717686, -122.50231 37.717705, -122.50231 37.717724, -122.502304 37.71774, -122.5023 37.71776, -122.5023 37.717777, -122.50229 37.717793, -122.50228 37.71781, -122.50228 37.71783, -122.50228 37.71785, -122.50227 37.717865, -122.50227 37.717884, -122.502266 37.717903, -122.502266 37.717922, -122.502266 37.71794, -122.502266 37.717957, -122.502266 37.717976, -122.502266 37.717995, -122.502266 37.718014, -122.502266 37.718033, -122.502266 37.71805, -122.502266 37.718067, -122.502266 37.718086, -122.502266 37.718105, -122.50227 37.718124, -122.50227 37.71814, -122.50227 37.71816, -122.50228 37.718178, -122.50228 37.718197, -122.50229 37.718212, -122.50229 37.71823, -122.5023 37.71825, -122.5023 37.71827, -122.502304 37.718285, -122.50231 37.718304, -122.50232 37.718323, -122.50233 37.718338, -122.50233 37.718357, -122.502335 37.718372, -122.50234 37.71839, -122.50235 37.718407, -122.50236 37.718426, -122.50237 37.71844, -122.50238 37.71846, -122.50239 37.718475, -122.502396 37.718494, -122.5024 37.71851, -122.50242 37.718525, -122.502426 37.718544, -122.50244 37.71856, -122.50245 37.718575, -122.502464 37.71859, -122.50247 37.718605, -122.50249 37.718624, -122.502495 37.71864, -122.50251 37.718655, -122.502525 37.71867, -122.50253 37.71868, -122.50255 37.718697, -122.50256 37.71871)"
"3990","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.16347576","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.5001 37.718082, -122.50012 37.718082, -122.500145 37.71808, -122.500175 37.71808, -122.5002 37.71808, -122.50022 37.718075, -122.50025 37.718075, -122.500275 37.718075, -122.5003 37.718075, -122.50033 37.718075, -122.50035 37.718075, -122.500374 37.71808, -122.5004 37.71808, -122.50043 37.71808, -122.50045 37.718082, -122.50047 37.718082, -122.5005 37.718086, -122.50053 37.718086, -122.50055 37.71809, -122.50058 37.718094, -122.5006 37.718098, -122.500626 37.7181, -122.50065 37.718105, -122.50068 37.71811, -122.5007 37.718113, -122.500725 37.718117, -122.50075 37.71812, -122.50077 37.71813, -122.5008 37.718132, -122.500824 37.718136, -122.50085 37.718143, -122.50087 37.71815, -122.50089 37.718155, -122.500916 37.718163, -122.500946 37.71817, -122.50097 37.718178, -122.50099 37.718185, -122.501015 37.718193, -122.50104 37.7182, -122.50106 37.71821, -122.50108 37.718216, -122.50111 37.718224, -122.50113 37.718235, -122.50115 37.718243, -122.501175 37.718254, -122.5012 37.71826, -122.50122 37.718273, -122.501236 37.71828, -122.50126 37.718292, -122.50128 37.718304, -122.501305 37.718315, -122.50133 37.718327, -122.50134 37.718338, -122.501366 37.71835, -122.50139 37.71836, -122.5014 37.718372, -122.50143 37.718384, -122.50145 37.718395, -122.501465 37.71841, -122.50149 37.718422, -122.5015 37.718433, -122.501526 37.71845, -122.50154 37.71846, -122.50153 37.718475, -122.50152 37.71849, -122.50151 37.718506, -122.5015 37.71852, -122.50149 37.718536, -122.50148 37.71855, -122.50147 37.718567, -122.50146 37.718582, -122.50145 37.718597, -122.50144 37.718616, -122.501434 37.71863, -122.50143 37.718647, -122.50142 37.718662, -122.50141 37.71868, -122.5014 37.718697, -122.501396 37.71871, -122.50139 37.71873, -122.50139 37.718746, -122.50138 37.71876, -122.50137 37.71878, -122.50137 37.718796, -122.501366 37.718815, -122.50136 37.71883, -122.50136 37.718845, -122.50135 37.718864, -122.50135 37.71888, -122.50135 37.7189, -122.50134 37.718914, -122.50134 37.718933, -122.50134 37.71895, -122.50134 37.718967, -122.501335 37.718983, -122.501335 37.719, -122.501335 37.719017, -122.501335 37.719036, -122.501335 37.719055, -122.501335 37.71907, -122.501335 37.71909, -122.501335 37.719105, -122.50134 37.719124, -122.50134 37.71914, -122.50134 37.71916, -122.50135 37.719173, -122.50135 37.719193, -122.50135 37.719208, -122.50136 37.719227, -122.50136 37.719242, -122.501366 37.71926, -122.50137 37.719276, -122.50137 37.71929, -122.50138 37.71931, -122.50139 37.719326, -122.50139 37.719345, -122.501396 37.71936, -122.5014 37.719376, -122.50141 37.719395, -122.50142 37.71941, -122.50143 37.719425, -122.501434 37.71944, -122.50144 37.719456, -122.50145 37.719475, -122.50146 37.71949, -122.501465 37.719505, -122.50148 37.71952, -122.50149 37.719536)"
"4620","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.31978493","69","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.48098 37.772713, -122.48072 37.77235, -122.48096 37.771927, -122.48101 37.771824, -122.481064 37.771713, -122.4812 37.771545, -122.48134 37.771454, -122.48127 37.77135, -122.48122 37.77124, -122.48122 37.771206, -122.48122 37.771168, -122.48125 37.771126, -122.481255 37.771088, -122.48124 37.77105, -122.48108 37.770863, -122.481064 37.77083, -122.481064 37.7708, -122.48108 37.770775, -122.48113 37.770725, -122.481735 37.770134, -122.481544 37.77014, -122.48137 37.77017, -122.48095 37.770294, -122.4801 37.770546, -122.479996 37.770336)"
"1652","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.26733914","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50269 37.70797, -122.502144 37.709354, -122.50208 37.710293, -122.50229 37.711765)"
"4777","0.0",,,,"CLASS I","2W",,,,,"0","0","0",,"0.23095082","75","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47745 37.737362, -122.4773 37.736748, -122.476875 37.736156, -122.4759 37.73579, -122.475746 37.735302, -122.47566 37.73462)"
"3628","0.0",,,,"CLASS I","2W",,,,,"0","0","0",,"0.21595333","69","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47166 37.773144, -122.471634 37.7729, -122.47165 37.77274, -122.4717 37.77265, -122.47178 37.772552, -122.471886 37.772465, -122.47204 37.77236, -122.47221 37.772293, -122.47243 37.772243, -122.47295 37.772293, -122.4731 37.77231, -122.47321 37.77232, -122.473274 37.77233, -122.47334 37.772312, -122.47338 37.772274, -122.473434 37.772213, -122.47347 37.772125, -122.47351 37.77204, -122.473854 37.77123)"
"4773","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.15507356","395","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.510925 37.7827, -122.510765 37.7826, -122.51057 37.782635, -122.510414 37.782692, -122.51029 37.782764, -122.5102 37.782806, -122.51004 37.782825, -122.509705 37.782818, -122.50935 37.782753, -122.50921 37.7828, -122.50909 37.782883, -122.50907 37.782967, -122.50908 37.783066, -122.50917 37.78319, -122.50924 37.78326, -122.509384 37.78334, -122.509476 37.78341)"
"1984","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.17978847","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.49948 37.712486, -122.50004 37.712776, -122.50163 37.71286, -122.5026 37.71261)"
"541","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.2095501","91","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50354 37.718704, -122.50355 37.718704, -122.50356 37.7187, -122.50357 37.718697, -122.503586 37.718693, -122.50359 37.718693, -122.50361 37.71869, -122.50362 37.71869, -122.50363 37.718685, -122.50364 37.718685, -122.503654 37.718685, -122.50366 37.718685, -122.50368 37.718685, -122.50369 37.718685, -122.5037 37.718685, -122.503716 37.718685, -122.50372 37.718685, -122.50374 37.71869, -122.503746 37.71869, -122.50376 37.71869, -122.50378 37.718693, -122.503784 37.718697, -122.5038 37.718697, -122.50381 37.7187, -122.50382 37.718704, -122.50383 37.718708, -122.50384 37.71871, -122.50385 37.718716, -122.50386 37.71872, -122.503876 37.718723, -122.50388 37.718727, -122.50389 37.718735, -122.50391 37.71874, -122.503914 37.718746, -122.50392 37.71875, -122.50394 37.718758, -122.503944 37.71876, -122.50395 37.71877, -122.50396 37.718777, -122.50397 37.71878, -122.503975 37.71879, -122.50398 37.718796, -122.50399 37.718803, -122.504 37.71881, -122.504005 37.71882, -122.50401 37.718826, -122.50402 37.718834, -122.50403 37.71884, -122.50403 37.718853, -122.504036 37.71886, -122.50404 37.71887, -122.50404 37.718876, -122.50405 37.718887, -122.50406 37.718895, -122.50406 37.718903, -122.50407 37.718914, -122.50407 37.71892, -122.50407 37.718933, -122.504074 37.71894, -122.504074 37.718952, -122.504074 37.71896, -122.504074 37.71897, -122.504074 37.71898, -122.504074 37.71899, -122.504074 37.718998, -122.504074 37.71901, -122.504074 37.719017, -122.504074 37.71903, -122.504074 37.719036, -122.504074 37.719048, -122.504074 37.719055, -122.50407 37.719063, -122.50407 37.719074, -122.50407 37.71908, -122.50406 37.719093, -122.50406 37.7191, -122.50405 37.71911, -122.50405 37.71912, -122.50404 37.719128, -122.504036 37.719135, -122.504036 37.719147, -122.50403 37.719154, -122.50402 37.719162, -122.50401 37.71917, -122.504005 37.719177, -122.504 37.719185, -122.50399 37.719193, -122.503975 37.719208, -122.50395 37.71922, -122.50394 37.719234, -122.503914 37.719246, -122.5039 37.71926, -122.503876 37.719273, -122.50386 37.719288, -122.50384 37.719303, -122.50382 37.71932, -122.5038 37.719334, -122.503784 37.71935, -122.50377 37.719364, -122.50375 37.71938, -122.50373 37.719395, -122.503716 37.71941, -122.5037 37.719425, -122.503685 37.71944, -122.50367 37.71946, -122.503654 37.719475, -122.50364 37.71949, -122.503624 37.71951, -122.50361 37.719524, -122.50359 37.719543, -122.503586 37.71956, -122.50357 37.719578, -122.503555 37.719593, -122.50354 37.719612, -122.50353 37.71963, -122.50352 37.71965, -122.50351 37.719666, -122.503494 37.719685, -122.50349 37.719704, -122.50347 37.719723, -122.50346 37.71974, -122.50345 37.71976, -122.50344 37.71978, -122.50343 37.7198, -122.503426 37.71982, -122.50342 37.719837, -122.5034 37.719856, -122.503395 37.719875, -122.50339 37.719894, -122.50338 37.719913, -122.50337 37.719933, -122.50337 37.719955, -122.503365 37.719975, -122.50336 37.719994, -122.50335 37.720013, -122.50334 37.720036, -122.50334 37.720055, -122.503334 37.720074, -122.503334 37.720093, -122.50333 37.720116, -122.50333 37.720135, -122.50332 37.720154, -122.50332 37.720177, -122.50332 37.720196, -122.50331 37.72022, -122.50331 37.720238, -122.50331 37.720257, -122.50331 37.72028, -122.50331 37.7203, -122.50331 37.720318, -122.50331 37.72034, -122.50331 37.72036, -122.50331 37.720383, -122.50331 37.7204, -122.50331 37.72042, -122.50332 37.720444, -122.50332 37.720463, -122.50332 37.72048, -122.50333 37.720505, -122.50333 37.720524, -122.503334 37.720543, -122.503334 37.720566, -122.50334 37.720585, -122.50334 37.720604, -122.50335 37.720623, -122.50336 37.720646, -122.503365 37.720665, -122.503365 37.720684, -122.50337 37.720703, -122.50338 37.720726, -122.50339 37.720745, -122.503395 37.720764, -122.5034 37.720783, -122.50341 37.720802, -122.503426 37.72082, -122.50343 37.72084, -122.50344 37.72086, -122.50345 37.72088, -122.50346 37.720898, -122.50347 37.720917, -122.50348 37.720936, -122.503494 37.720955, -122.5035 37.720974, -122.50352 37.72099, -122.50353 37.72101, -122.50354 37.721027, -122.503555 37.721043, -122.50357 37.72106, -122.50358 37.72108, -122.50359 37.721096, -122.50361 37.721115, -122.503624 37.72113, -122.50364 37.72115, -122.50367 37.72118)"
"3371","0.0",,"LINCOLN WAY","MARTIN LUTHER KING JR DR","CLASS I","2W",,,,,"0","0","0",,"0.03587613","75","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47826 37.765915, -122.478325 37.7654)"
"406","0.0",,,,"CLASS I","2W",,,"Not City Maintained (OTHER PATH)",,"0","0","0",,"0.6469044","395","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50523 37.786526, -122.50504 37.78598, -122.50506 37.785866, -122.505104 37.78578, -122.505196 37.785683, -122.505295 37.785583, -122.505486 37.785522, -122.505684 37.785477, -122.50692 37.785484, -122.508194 37.784958, -122.508484 37.784714, -122.50936 37.784473, -122.510025 37.78407, -122.51083 37.783886, -122.51131 37.78367, -122.51141 37.783623, -122.51151 37.783554, -122.51162 37.78348, -122.511665 37.78334, -122.511894 37.782623, -122.511955 37.782104, -122.51174 37.78076)"
"1488","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.10367868","2","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.45373 37.7701, -122.45479 37.770382, -122.45526 37.770477, -122.45554 37.77046)"
"3602","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.6469044","395","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.50523 37.786526, -122.50504 37.78598, -122.50506 37.785866, -122.505104 37.78578, -122.505196 37.785683, -122.505295 37.785583, -122.505486 37.785522, -122.505684 37.785477, -122.50692 37.785484, -122.508194 37.784958, -122.508484 37.784714, -122.50936 37.784473, -122.510025 37.78407, -122.51083 37.783886, -122.51131 37.78367, -122.51141 37.783623, -122.51151 37.783554, -122.51162 37.78348, -122.511665 37.78334, -122.511894 37.782623, -122.511955 37.782104, -122.51174 37.78076)"
"1688","0.0",,,,"CLASS I","2W",,,,,"0","0","0",,"0.10367868","32","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.45373 37.7701, -122.45479 37.770382, -122.45526 37.770477, -122.45554 37.77046)"
"3681","0.0",,,,"CLASS I","2W",,,,,"1","0","0",,"0.28847801","30","0",,"0",,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.45398 37.771427, -122.45384 37.771492, -122.453255 37.7716, -122.45315 37.77164, -122.453064 37.77169, -122.45299 37.771793, -122.45289 37.771885, -122.45282 37.771923, -122.4527 37.771965, -122.45259 37.771988, -122.45251 37.772, -122.45232 37.772026, -122.45191 37.772064, -122.45144 37.77209, -122.45125 37.772106, -122.451004 37.77219, -122.45088 37.77223, -122.45061 37.772247, -122.450455 37.772236, -122.4503 37.77223, -122.44989 37.772205, -122.44975 37.772198, -122.44962 37.772182, -122.44951 37.772167, -122.44935 37.772152, -122.449265 37.772156, -122.44917 37.77218, -122.44907 37.77221, -122.449005 37.772243)"
