"objectid","counter","location","lat","lon","install_date","notes","globalid","cnn_node","cnn_block","identifier","shape",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz"
"63","32.0","Great Highway Bike Path at Judah","37.76064","-122.50971","20160505000000",,,"27959000.0","8509000.0","100018374","POINT (-122.509636 37.760612)","39","10","7","35","39"
"34","65.0","Panhandle Bike Path West of Masonic","37.772664","-122.446956","20110420000000",,,"26347000.0","5456000.0","100005224","POINT (-122.446945 37.77266)","24","7","11","12","24"
"74","24.0","Embarcadero South of North Point SB","37.807171","-122.407058","20160116000000",,,"25474000.0","12560101.0","100018411","POINT (-122.40704 37.807167)","99","6","3","23","99"
"20","56.0","Market St West of Van Ness EB","37.77483","-122.419579","20101011000000",,,"30747000.0","8755101.0","100005210","POINT (-122.41956 37.774826)","32","1","10","20","32"
"59","18.0","Alemany Blvd north of Ocean Ave NB","37.724161","-122.437268","20151107000000",,,"21755000.0","2166201.0","100018415","POINT (-122.437256 37.724155)","94","9","1","28","94"
"54","15.0","17th St East of Hoff St","37.763379","-122.420379","20150904000000",,,"24176000.0","797000.0","100025090","POINT (-122.420364 37.763374)","53","3","2","20","53"
"16","75.0","Market St. Totem N WB","37.777274","-122.416639","20160504000000",,,"30746000.0","8753201.0","100030925","POINT (-122.416626 37.777267)","21","5","10","34","21"
"45","51.0","Valencia St South of 14th NB","37.767806","-122.422167","20110420000000",,,"54188000.0","13057001.0","100005208","POINT (-122.42216 37.767803)","53","3","2","20","53"
"7","12.0","JFK West of Conservatory Dr. West","37.771974","-122.462838","20160527000000",,,"27257000.0","7536000.0","100025364","POINT (-122.46282 37.77197)","9","8","4","12","9"
"12","60.0","North Point East of Polk St WB","37.805392","-122.422831","20110420000000",,,"26704000.0","9696000.0","100005206","POINT (-122.42282 37.805386)","98","6","6","32","98"
"41","30.0","Harrison St. North of 22nd St.","37.756582","-122.412268","20150926000000",,,"23994000.0","6754000.0","100025367","POINT (-122.412254 37.756577)","53","3","2","20","53"
"53","27.0","Illinois St south of Cesar Chavez NB","37.749416","-122.386462","20160207000000",,,"54159000.0","7176000.0","100018413","POINT (-122.38645 37.749413)","56","2","9","1","56"
"67","63.0","Arguello north of Lake SB","37.78782","-122.45942","20110527000000",,,"27575000.0","2415000.0","100005221","POINT (-122.45952 37.787994)","4","8","6","11","4"
"26","22.0","Cesar Chavez West of Harrison EB","37.7482","-122.41222","20150829000000",,,"21173000.0","2485101.0","100018423","POINT (-122.41218 37.748222)","83","3","2","2","83"
"55","73.0","Baker south of Golden Gate","37.777836","-122.441772","20110630000000",,,"26359000.0","2611000.0","100005230","POINT (-122.44176 37.777832)","97","7","11","39","97"
"70",,"Arguello north of California NB","37.78637","-122.45909","20110419000000",,,"2417000.0","2418000.0","100005223","POINT (-122.459206 37.786465)","10","8","6","31","10"
"24","57.0","Grove west of Polk EB","37.778333","-122.419453","20110420000000",,,"24459000.0","6554000.0","100005218","POINT (-122.41944 37.778328)","21","4","10","36","21"
"38","70.0","6th Ave north of Kirkham SB","37.76089","-122.462872","20101114000000",,,"27078000.0","324000.0","100005216","POINT (-122.46286 37.760883)","109","7","11","14","109"
"2","44.0","Indiana St North of 22nd St SB","37.75827","-122.391221","20150515000000",,,"23619000.0","7195000.0","100018386","POINT (-122.391205 37.758266)","55","2","9","26","55"
"75","28.0","Howard West of 8th St. WB","37.775703","-122.412261","20151003000000",,,"24299000.0","7051000.0","100018412","POINT (-122.41225 37.7757)","32","1","10","34","32"
"49","2.0","Polk St South of Sutter St","37.787398","-122.420044","20151024000000",,,"25201000.0","10564000.0","100027600","POINT (-122.42003 37.78739)","50","4","3","21","50"
"46","66.0","Golden Gate Ave west of Baker","37.778194","-122.442686","20110917000000",,,"26375000.0","6278000.0","100005234","POINT (-122.44267 37.77819)","97","7","11","18","97"
"33","5.0","2nd Street North of Townsend NB","37.781091","-122.391133","20150814000000",,,"23803000.0","147000.0","100018393","POINT (-122.39112 37.781086)","31","1","10","8","31"
"6","1.0","Oak Street between Scott and Divisadero EB","37.77325","-122.43601","20151017000000",,,"26031000.0","9760000.0","100018404","POINT (-122.43653 37.77324)","26","4","11","3","26"
"30","59.0","14th St East of Valencia EB","37.768148","-122.422065","20110420000000",,,"24378000.0","588000.0","100005211","POINT (-122.42205 37.768143)","53","3","2","20","53"
"17","50.0","7th Ave south of Kirkham NB","37.759311","-122.463835","20101115000000",,,"27143000.0","361000.0","100005214","POINT (-122.46382 37.759304)","109","7","8","14","109"
"62","13.0","Market St East of 2nd St WB","37.789694","-122.400909","20160130000000",,,"30734000.0","8742203.0","100018391","POINT (-122.400894 37.78969)","108","6","10","8","108"
"42","33.0","Sloat Blvd west of 24th Ave WB","37.73458","-122.480474","20151024000000",,,"23217000.0","11953201.0","100018380","POINT (-122.48046 37.734577)","40","10","8","35","40"
"37","21.0","Page East of Divisadero WB","37.772334","-122.436218","20151017000000",,,"26028000.0","10178000.0","100018389","POINT (-122.4362 37.772327)","26","4","11","3","26"
"56","62.0","North Point West of Polk St EB","37.805182","-122.424477","20110420000000",,,"26704000.0","9697000.0","100005207","POINT (-122.42446 37.805176)","98","6","6","32","98"
"27","69.0","Kirkham west of 7th Avenue","37.760382","-122.464446","20160405000000",,,"27141000.0","7845000.0","100030569","POINT (-122.46443 37.760376)","109","10","8","14","109"
"13","64.0","Lake St west of Arguello","37.786903","-122.459525","20110423000000",,,"27578000.0","8009000.0","100005228","POINT (-122.45951 37.7869)","4","8","6","11","4"
"52","17.0","7th St North of Townsend St NB","37.772399","-122.402388","20150912000000",,,"23856000.0","376000.0","100018417","POINT (-122.402374 37.772396)","32","1","10","34","32"
"23","9.0","Market St East of Castro EB","37.762821","-122.434792","20151010000000",,,"25814000.0","8767101.0","100018419","POINT (-122.43478 37.762817)","38","3","5","5","38"
"71","25.0","Embarcadero South of Bay Street NB","37.806476","-122.40526","20160116000000",,,"24881000.0","12559201.0","100018410","POINT (-122.40525 37.806473)","77","6","3","23","77"
"66","36.0","San Jose Av east of St Mary's EB","37.73522","-122.42798","20151107000000",,,"21865000.0","11439101.0","100018378","POINT (-122.42781 37.735672)","59","9","5","10","59"
