"id_no","start_date","start_date_month","start_date_day","start_date_year","end_date","end_date_month","end_date_day","end_date_year","exhibition_type","title","gallery_site","gallery_terminal","gallery_area","gallery_level","gallery_name"
"526","1989-01-01T00:00:00.000","1","1","1989","1989-05-15T00:00:00.000","5","15","1989","General","At Work","E04","T3","E","D","E-04 Gate 61 Cultural Wall"
"541","1989-01-01T00:00:00.000","1","1","1989","1989-04-30T00:00:00.000","4","30","1989","General","Native American Baskets","C03","T1","C","D","C-03 Entrance Lobby C"
"563","1989-01-01T00:00:00.000","1","1","1989","1989-04-30T00:00:00.000","4","30","1989","General","Columns in Art and Architecture","D01","T2","D","D","D-01 Central North Connector"
"378","1989-03-01T00:00:00.000","3","1","1989","1989-05-01T00:00:00.000","5","1","1989","General","Views from the West","F02","T3","F","D","F-02 North Connector"
"533","1989-04-17T00:00:00.000","4","17","1989","1989-05-30T00:00:00.000","5","30","1989","General","Doors of Hawaii by Sharon Britt","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"530","1989-04-21T00:00:00.000","4","21","1989","1989-07-10T00:00:00.000","7","10","1989","General","The Eyes Have It","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"538","1989-04-24T00:00:00.000","4","24","1989","1989-08-14T00:00:00.000","8","14","1989","General","Turn of the Century French Posters","D05","T2","D","D","D-05 Central South Connector"
"542","1989-05-01T00:00:00.000","5","1","1989","1989-06-30T00:00:00.000","6","30","1989","General","Hearts","C03","T1","C","D","C-03 Entrance Lobby C"
"518","1989-05-02T00:00:00.000","5","2","1989","1989-09-05T00:00:00.000","9","5","1989","General","Tools: Utensils, Instruments, Implements","F02","T3","F","D","F-02 North Connector"
"528","1989-05-10T00:00:00.000","5","10","1989","1989-07-15T00:00:00.000","7","15","1989","General","A Contemporary Folk Artists: Assemblage by Ross Palmer Beecher","D01","T2","D","D","D-01 Central North Connector"
"531","1989-07-15T00:00:00.000","7","15","1989","1989-09-10T00:00:00.000","9","10","1989","General","Gone Fishing","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"529","1989-07-20T00:00:00.000","7","20","1989","1989-10-20T00:00:00.000","10","20","1989","General","In Celebration of the 50th Anniversary of the Wizard of Oz","D01","T2","D","D","D-01 Central North Connector"
"535","1989-08-01T00:00:00.000","8","1","1989","1989-08-30T00:00:00.000","8","30","1989","General","Fish Stories","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"539","1989-08-22T00:00:00.000","8","22","1989","1989-09-16T00:00:00.000","9","16","1989","General","The Names Project: A Quilt In Progress","D05","T2","D","D","D-05 Central South Connector"
"536","1989-09-01T00:00:00.000","9","1","1989","1989-10-31T00:00:00.000","10","31","1989","General","Photographs of Treasure Island","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"756","1989-09-01T00:00:00.000","9","1","1989","1990-01-01T00:00:00.000","1","1","1990","General","Traditional Crafts of East Africa","D01","T2","D","D","D-01 Central North Connector"
"519","1989-09-15T00:00:00.000","9","15","1989","1990-01-31T00:00:00.000","1","31","1990","General","A Shade of Light","F02","T3","F","D","F-02 North Connector"
"540","1989-09-28T00:00:00.000","9","28","1989","1990-04-30T00:00:00.000","4","30","1990","General","Traditional Japanese Kites","D05","T2","D","D","D-05 Central South Connector"
"537","1989-11-01T00:00:00.000","11","1","1989","1989-12-31T00:00:00.000","12","31","1989","General","Vignettes with Toys: The Photography of Ken Botto","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"532","1989-11-21T00:00:00.000","11","21","1989","1990-01-04T00:00:00.000","1","4","1990","General","Traditional Games: Trips, Travel, and Transportation","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"232","1990-01-01T00:00:00.000","1","1","1990","1991-03-01T00:00:00.000","3","1","1991","General","Antique Dolls and Doll Furniture","D01","T2","D","D","D-01 Central North Connector"
"579","1990-01-01T00:00:00.000","1","1","1990","1990-02-14T00:00:00.000","2","14","1990","General","Ghana","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"438","1990-01-05T00:00:00.000","1","5","1990","1990-02-28T00:00:00.000","2","28","1990","General","African Ritual Objects","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"554","1990-02-15T00:00:00.000","2","15","1990","1990-06-05T00:00:00.000","6","5","1990","General","The American West: Nature and Artifacts","F02","T3","F","D","F-02 North Connector"
"566","1990-02-15T00:00:00.000","2","15","1990","1990-03-30T00:00:00.000","3","30","1990","General","Photographs of Bridges","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"564","1990-03-01T00:00:00.000","3","1","1990","1990-04-30T00:00:00.000","4","30","1990","General","Bakelite: Vintage Plastic as a Medium for Art - Jewelry to Radios","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"561","1990-04-01T00:00:00.000","4","1","1990","1990-06-15T00:00:00.000","6","15","1990","General","Earth’s Alive: Photographs about the Environment and Ecology","E04","T3","E","D","E-04 Gate 61 Cultural Wall"
"567","1990-04-01T00:00:00.000","4","1","1990","1990-05-30T00:00:00.000","5","30","1990","General","Images of the Pacific","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"565","1990-05-01T00:00:00.000","5","1","1990","1990-06-30T00:00:00.000","6","30","1990","General","Japanese Confections","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"569","1990-05-01T00:00:00.000","5","1","1990","1990-08-15T00:00:00.000","8","15","1990","General","Haitian Banners","D05","T2","D","D","D-05 Central South Connector"
"437","1990-06-01T00:00:00.000","6","1","1990","1990-08-30T00:00:00.000","8","30","1990","General","Indonesian Village Worlds","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"568","1990-06-01T00:00:00.000","6","1","1990","1990-07-30T00:00:00.000","7","30","1990","General","Bay Area Summer Resorts","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"555","1990-06-10T00:00:00.000","6","10","1990","1990-09-30T00:00:00.000","9","30","1990","General","Mermaids, Myths, and Creatures of the Sea","F02","T3","F","D","F-02 North Connector"
"439","1990-07-01T00:00:00.000","7","1","1990","1990-08-30T00:00:00.000","8","30","1990","General","Tea for Two","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"527","1990-07-01T00:00:00.000","7","1","1990","1990-09-27T00:00:00.000","9","27","1990","General","San Francisco Exploratorium and the Palace of Fine Arts","E04","T3","E","D","E-04 Gate 61 Cultural Wall"
"560","1990-08-07T00:00:00.000","8","7","1990","1990-10-01T00:00:00.000","10","1","1990","General","Historic San Francisco photographs from San Francisco Collections","F08","T3","F","D","F-08 Gate 81"
"583","1990-08-16T00:00:00.000","8","16","1990","1990-10-31T00:00:00.000","10","31","1990","General","Two Textile Traditions from Zaire, Africa","D05","T2","D","D","D-05 Central South Connector"
"203","1990-09-01T00:00:00.000","9","1","1990","1991-06-10T00:00:00.000","6","10","1991","General","San Francisco World's Fair","B02","T1","B","D","B-02 Gate 26"
"223","1990-09-01T00:00:00.000","9","1","1990","1991-06-01T00:00:00.000","6","1","1991","General","Victorian Architecture of San Francisco","B03","T1","B","D","B-03 Gate 36"
"441","1990-09-01T00:00:00.000","9","1","1990","1990-10-15T00:00:00.000","10","15","1990","General","San Francisco Bay Area Book Festival","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"442","1990-09-01T00:00:00.000","9","1","1990","1990-10-31T00:00:00.000","10","31","1990","General","Antique Chinese Birdcages and Cricket Paraphenalia","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"585","1990-09-01T00:00:00.000","9","1","1990","1990-11-30T00:00:00.000","11","30","1990","General","Japanese Confectionary Art","A03","T1","A","D","A-03 Entrance Lobby A"
"562","1990-10-01T00:00:00.000","10","1","1990","1991-02-01T00:00:00.000","2","1","1991","General","The Statue of Liberty","E04","T3","E","D","E-04 Gate 61 Cultural Wall"
"580","1990-10-01T00:00:00.000","10","1","1990","1990-12-31T00:00:00.000","12","31","1990","General","Folk Art Animals","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"308","1990-10-16T00:00:00.000","10","16","1990","1991-01-31T00:00:00.000","1","31","1991","General","Ancient Textiles: New Acquisitions from the Fine Arts Museums of San Francisco","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"576","1990-11-01T00:00:00.000","11","1","1990","1990-12-15T00:00:00.000","12","15","1990","General","Memorabilia: Pan-Pacific Exposition 1939","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"584","1990-11-01T00:00:00.000","11","1","1990","1991-01-15T00:00:00.000","1","15","1991","General","Italian Product Design","D05","T2","D","D","D-05 Central South Connector"
"379","1990-11-15T00:00:00.000","11","15","1990","1991-03-23T00:00:00.000","3","23","1991","General","Carousel and Carnival Art","F02","T3","F","D","F-02 North Connector"
"268","1990-12-01T00:00:00.000","12","1","1990","1991-02-15T00:00:00.000","2","15","1991","General","Folk Art Animals","D04","T2","D","D","D-04 Central Gallery"
"586","1990-12-01T00:00:00.000","12","1","1990","1991-02-27T00:00:00.000","2","27","1991","General","The Art of the Burmese Marionette","A03","T1","A","D","A-03 Entrance Lobby A"
"581","1991-01-01T00:00:00.000","1","1","1991","1991-02-27T00:00:00.000","2","27","1991","General","Jazz Legends","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"231","1991-01-15T00:00:00.000","1","15","1991","1991-02-27T00:00:00.000","2","27","1991","General","Indonesian Puppets/World of Wayang","D01","T2","D","D","D-01 Central North Connector"
"269","1991-02-16T00:00:00.000","2","16","1991","1991-04-30T00:00:00.000","4","30","1991","General","Fishing Tackle as Art","D04","T2","D","D","D-04 Central Gallery"
"233","1991-03-01T00:00:00.000","3","1","1991","1991-05-30T00:00:00.000","5","30","1991","General","Traditional Zapotec Textiles from Mexico","D01","T2","D","D","D-01 Central North Connector"
"582","1991-03-01T00:00:00.000","3","1","1991","1991-05-30T00:00:00.000","5","30","1991","General","San Francisco Maritime Museum","D11","T2","D","D","D-11 Central Wall (Duty Free)"
"587","1991-03-01T00:00:00.000","3","1","1991","1991-04-30T00:00:00.000","4","30","1991","General","Bay Area Glass Artists","A03","T1","A","D","A-03 Entrance Lobby A"
"291","1991-04-01T00:00:00.000","4","1","1991","1991-07-31T00:00:00.000","7","31","1991","Aviation","Aviation Posters and Commercial Aviation in the Bay Area","D05","T2","D","D","D-05 Central South Connector"
"309","1991-04-01T00:00:00.000","4","1","1991","1991-06-15T00:00:00.000","6","15","1991","General","MECA Carnival: MIssion Economic Cultural Association","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"270","1991-05-01T00:00:00.000","5","1","1991","1991-06-30T00:00:00.000","6","30","1991","General","Bowling: A Unique American Art Form","D04","T2","D","D","D-04 Central Gallery"
"380","1991-05-01T00:00:00.000","5","1","1991","1991-07-15T00:00:00.000","7","15","1991","General","Everday Objects: West Coast Industrial Design","F02","T3","F","D","F-02 North Connector"
"575","1991-05-01T00:00:00.000","5","1","1991","1991-12-19T00:00:00.000","12","19","1991","General","Bread: The Staff of Life","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"234","1991-06-01T00:00:00.000","6","1","1991","1991-10-15T00:00:00.000","10","15","1991","General","On the Go","D01","T2","D","D","D-01 Central North Connector"
"590","1991-06-01T00:00:00.000","6","1","1991","1991-12-30T00:00:00.000","12","30","1991","General","Sea Lions","D02","T2","D","D","D-02 Central Fountain Gallery"
"204","1991-06-15T00:00:00.000","6","15","1991","1991-09-30T00:00:00.000","9","30","1991","General","Aerial Photographs of Mayan Ruins","B02","T1","B","D","B-02 Gate 26"
"310","1991-06-16T00:00:00.000","6","16","1991","1991-07-01T00:00:00.000","7","1","1991","General","MUNI","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"224","1991-07-01T00:00:00.000","7","1","1991","1992-07-15T00:00:00.000","7","15","1992","General","In the Victorian Style","B03","T1","B","D","B-03 Gate 36"
"271","1991-07-01T00:00:00.000","7","1","1991","1991-09-30T00:00:00.000","9","30","1991","General","Fans of the World","D04","T2","D","D","D-04 Central Gallery"
"421","1991-07-01T00:00:00.000","7","1","1991","1992-12-31T00:00:00.000","12","31","1992","General","Dinosaurs: Journey Through Time","F05","T3","F","D","F-05 Terminal 3 Hub"
"573","1991-07-02T00:00:00.000","7","2","1991","1991-08-15T00:00:00.000","8","15","1991","General","Homeless Project, San Francisco","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"292","1991-08-01T00:00:00.000","8","1","1991","1991-09-15T00:00:00.000","9","15","1991","General","Muted Exhortations","D05","T2","D","D","D-05 Central South Connector"
"381","1991-08-01T00:00:00.000","8","1","1991","1991-12-02T00:00:00.000","12","2","1991","General","American Birdhouses: If You Build It, They Will Come","F02","T3","F","D","F-02 North Connector"
"311","1991-08-16T00:00:00.000","8","16","1991","1991-09-30T00:00:00.000","9","30","1991","General","Maestro","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"574","1991-08-16T00:00:00.000","8","16","1991","1991-10-15T00:00:00.000","10","15","1991","General","100th Anniversary of Stanford Unviersity","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"293","1991-09-16T00:00:00.000","9","16","1991","1992-01-22T00:00:00.000","1","22","1992","General","Robots as Art, Robots as Toys, Robots that Work, and Famous Robots","D05","T2","D","D","D-05 Central South Connector"
"205","1991-10-01T00:00:00.000","10","1","1991","1992-01-15T00:00:00.000","1","15","1992","General","California Memories: A History of Resorts from the Glorious Past","B02","T1","B","D","B-02 Gate 26"
"272","1991-10-01T00:00:00.000","10","1","1991","1991-11-30T00:00:00.000","11","30","1991","General","Asian Marionettes","D04","T2","D","D","D-04 Central Gallery"
"312","1991-10-01T00:00:00.000","10","1","1991","1991-12-30T00:00:00.000","12","30","1991","General","San Francisco Landmarks","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"578","1991-10-01T00:00:00.000","10","1","1991","1991-10-01T00:00:00.000","10","1","1991","General","Mexican Folk Art: Day of the Dead","D04","T2","D","D","D-04 Central Gallery"
"235","1991-10-20T00:00:00.000","10","20","1991","1992-01-31T00:00:00.000","1","31","1992","General","Toy Soldiers","D01","T2","D","D","D-01 Central North Connector"
"733","1991-11-15T00:00:00.000","11","15","1991","1992-02-02T00:00:00.000","2","2","1992","General","Artists Interpret Angels","D04","T2","D","D","D-04 Central Gallery"
"382","1991-12-20T00:00:00.000","12","20","1991","1992-03-30T00:00:00.000","3","30","1992","General","A Century of Vintage Toys","F02","T3","F","D","F-02 North Connector"
"577","1991-12-20T00:00:00.000","12","20","1991","1991-02-15T00:00:00.000","2","15","1991","General","Folk Art Animals from the Museum of American Folk Art","D10","T2","D","D","D-10 Central Cases (Currency Exchange)"
"313","1992-01-05T00:00:00.000","1","5","1992","1992-02-15T00:00:00.000","2","15","1992","General","Without Tibet","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"206","1992-01-16T00:00:00.000","1","16","1992","1992-03-30T00:00:00.000","3","30","1992","General","North to Freedom","B02","T1","B","D","B-02 Gate 26"
"290","1992-01-23T00:00:00.000","1","23","1992","1992-04-19T00:00:00.000","4","19","1992","General","Historic American Quilts","D05","T2","D","D","D-05 Central South Connector"
"273","1992-02-06T00:00:00.000","2","6","1992","1992-04-27T00:00:00.000","4","27","1992","General","Tea for the 21st Century","D04","T2","D","D","D-04 Central Gallery"
"236","1992-02-10T00:00:00.000","2","10","1992","1992-05-01T00:00:00.000","5","1","1992","General","Souvenir Neckties","D01","T2","D","D","D-01 Central North Connector"
"314","1992-02-16T00:00:00.000","2","16","1992","1992-05-15T00:00:00.000","5","15","1992","General","On Stage","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"207","1992-04-01T00:00:00.000","4","1","1992","1992-05-15T00:00:00.000","5","15","1992","General","Underwater Explosions","B02","T1","B","D","B-02 Gate 26"
"383","1992-04-01T00:00:00.000","4","1","1992","1992-07-30T00:00:00.000","7","30","1992","General","Old Time Radio","F02","T3","F","D","F-02 North Connector"
"294","1992-05-01T00:00:00.000","5","1","1992","1992-06-15T00:00:00.000","6","15","1992","General","Images of Mexico: Mexican Embroidery","D05","T2","D","D","D-05 Central South Connector"
"594","1992-05-01T00:00:00.000","5","1","1992","1992-05-15T00:00:00.000","5","15","1992","General","Asian Puppets and Marionettes","D04","T2","D","D","D-04 Central Gallery"
"612","1992-05-01T00:00:00.000","5","1","1992","1992-06-15T00:00:00.000","6","15","1992","General","San Francisco","D07","T2","D","A","D-07 International Customs Area"
"92","1992-05-06T00:00:00.000","5","6","1992","1992-06-15T00:00:00.000","6","15","1992","General","San Francisco Symphony Education Program","F01","T3","F","D","F-01 Gate 68 Children’s Art Gallery"
"237","1992-05-16T00:00:00.000","5","16","1992","1992-10-12T00:00:00.000","10","12","1992","General","Batiks from Java","D01","T2","D","D","D-01 Central North Connector"
"315","1992-05-16T00:00:00.000","5","16","1992","1992-08-30T00:00:00.000","8","30","1992","General","Street Artist Program","E02","T3","E","D","E-02 Gate 62 Cultural Wall"
"603","1992-05-16T00:00:00.000","5","16","1992","1992-06-30T00:00:00.000","6","30","1992","General","Details: The Architects' Art","B02","T1","B","D","B-02 Gate 26"
