"docusignid","filing","trainingdate","trainingtype","datesigned","fullname"
"38399d6c-f90b-427f-aed0-a418652cdfa0","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/38399d6c-f90b-427f-aed0-a418652cdfa0.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-08T15:27:18.153","Joel Engardio"
"c40f944e-8e64-41ee-ad63-11dfc67540cf","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c40f944e-8e64-41ee-ad63-11dfc67540cf.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-08T15:46:10.910","Dean Mercado"
"70efb79a-032b-416b-a2e5-11652d74a9e1","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/70efb79a-032b-416b-a2e5-11652d74a9e1.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-09T08:32:27.080","Vilaska Nguyen"
"b6a508b5-6e71-4316-8e45-3a0a10f41f61","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b6a508b5-6e71-4316-8e45-3a0a10f41f61.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-09T12:21:53.157","David Lee"
"c5103b4c-c796-48a9-b745-801da1d3191f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c5103b4c-c796-48a9-b745-801da1d3191f.pdf","2020-06-08T00:00:00.000","Online Combined Training","2020-06-09T16:51:38.253","Stephen Martin-Pinto"
"4c167cc5-bcf1-40cf-a941-024cf9b07d16","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/4c167cc5-bcf1-40cf-a941-024cf9b07d16.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-10T13:28:13.517","Kenneth E. Piper"
"6f829356-2525-40ff-8d04-b82cf398aa6c","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/6f829356-2525-40ff-8d04-b82cf398aa6c.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-10T16:21:26.440","Nancy L Warren"
"4deff22c-405c-4121-aa44-483eacf21729","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/4deff22c-405c-4121-aa44-483eacf21729.pdf","2020-06-08T00:00:00.000","Online Combined Training","2020-06-15T12:04:26.593","Esther Marks"
"c124245d-2a7d-483b-9432-8bc1d456c068","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c124245d-2a7d-483b-9432-8bc1d456c068.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-16T20:51:35.933","Njon Sanders"
"98550c16-076b-453a-a900-2790863cb731","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/98550c16-076b-453a-a900-2790863cb731.pdf","2020-06-19T00:00:00.000","Online Combined Training","2020-06-19T10:10:44.630","Daniele Lasher"
"70b35edc-8e05-45f7-a496-aec5e667f01f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/70b35edc-8e05-45f7-a496-aec5e667f01f.pdf","2020-06-26T00:00:00.000","Online Candidate Committee Training","2020-06-26T11:03:29.090","Patrick Mortiere"
"b6050006-ec7f-4584-bf91-2674c621c8a0","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b6050006-ec7f-4584-bf91-2674c621c8a0.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-06-26T12:30:53.440","Matt Alexander"
"24efe429-fa33-4729-b734-a3ca9fabb849","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/24efe429-fa33-4729-b734-a3ca9fabb849.pdf","2020-07-06T00:00:00.000","Online Non-Candidate Committee Training","2020-07-06T19:44:00.737","Simone Manganelli"
"b6efedff-2041-4ba9-abec-2048186ca481","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b6efedff-2041-4ba9-abec-2048186ca481.pdf","2020-06-26T00:00:00.000","Online Non-Candidate Committee Training","2020-07-07T15:21:07.520","Lauri Fried-Lee"
"cd9de78e-0103-41b1-8fcb-328eddfba4e5","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/cd9de78e-0103-41b1-8fcb-328eddfba4e5.pdf","2020-07-14T00:00:00.000","Online Non-Candidate Committee Training","2020-07-15T12:14:39.577","Dale Bellitto"
"dc419905-4867-4f8b-8db3-81a58fc6bc0d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/dc419905-4867-4f8b-8db3-81a58fc6bc0d.pdf","2020-07-18T00:00:00.000","Online Candidate Committee Training","2020-07-18T11:48:29.337","HILLARY RONEN"
"bc668332-b33a-4e2a-a0a2-3a73c596b605","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/bc668332-b33a-4e2a-a0a2-3a73c596b605.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-07-21T15:17:07.140","David Lee"
"3269da01-1d2b-459d-bed7-273a494d90df","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/3269da01-1d2b-459d-bed7-273a494d90df.pdf","2020-07-21T00:00:00.000","Online Candidate Committee Training","2020-07-21T18:57:50.153","Thomas Montgomery"
"cf9255e7-7639-4a64-a287-ee6de3972ae4","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/cf9255e7-7639-4a64-a287-ee6de3972ae4.pdf","2020-07-19T00:00:00.000","Online Candidate Committee Training","2020-07-26T22:10:54.740","Aaron Peskin"
"7833b2ef-21c8-4433-a5ae-73dd781e8b06","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/7833b2ef-21c8-4433-a5ae-73dd781e8b06.pdf","2020-07-30T00:00:00.000","Online Candidate Committee Training","2020-08-05T00:08:39.830","Marie Hurabiell"
"7c87cfaf-57a7-4327-a6b4-9157aca891ad","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/7c87cfaf-57a7-4327-a6b4-9157aca891ad.pdf","2020-08-05T00:00:00.000","Online Non-Candidate Committee Training","2020-08-05T23:12:04.863","Lanier Coles"
"5398b0a9-c374-40db-8467-51e3760d5474","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/5398b0a9-c374-40db-8467-51e3760d5474.pdf","2020-08-10T00:00:00.000","Online Combined Training","2020-08-10T09:16:09.710","Victor Olivieri"
"38e551a5-8b77-4975-96a8-ac0ba3cca27a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/38e551a5-8b77-4975-96a8-ac0ba3cca27a.pdf","2020-08-11T00:00:00.000","Online Candidate Committee Training","2020-08-11T22:10:04.393","Emily Murase"
"9cf62050-9470-4bb8-a503-6ed18995d15d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/9cf62050-9470-4bb8-a503-6ed18995d15d.pdf","2020-09-01T00:00:00.000","Online Candidate Committee Training","2020-09-01T15:22:07.630","Anita Martinez"
"c61d049a-cf6b-4374-b257-a5a228911f27","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c61d049a-cf6b-4374-b257-a5a228911f27.pdf","2020-09-03T00:00:00.000","Online Candidate Committee Training","2020-09-03T12:54:39.177","Genevieve Lawrence"
"f81f069e-e9ff-4933-889f-e7609c4b5d85","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/f81f069e-e9ff-4933-889f-e7609c4b5d85.pdf","2020-09-05T00:00:00.000","Online Combined Training","2020-09-06T06:28:17.893","Jeanette Quick"
"265e9e89-93f4-4798-a9aa-550a53a31c45","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/265e9e89-93f4-4798-a9aa-550a53a31c45.pdf","2020-09-11T00:00:00.000","Online Non-Candidate Committee Training","2020-09-11T12:37:05.240","James R. Sutton"
"3d6695ac-539f-492b-ba32-b58e31b4a49b","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/3d6695ac-539f-492b-ba32-b58e31b4a49b.pdf","2020-09-11T00:00:00.000","Online Non-Candidate Committee Training","2020-09-11T15:00:54.440","Ellen Lee Zhou"
"2d8af974-dadf-4530-8d93-e9dbcb24303c","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/2d8af974-dadf-4530-8d93-e9dbcb24303c.pdf","2020-09-11T00:00:00.000","Online Non-Candidate Committee Training","2020-09-11T23:05:24.997","Bruce Wolfe"
"6989a28c-cd0e-4a84-8365-c08d5bf5ca36","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/6989a28c-cd0e-4a84-8365-c08d5bf5ca36.pdf","2020-09-14T00:00:00.000","Online Candidate Committee Training","2020-09-13T10:07:34.963","Geramye Teeter"
"47db3a1f-74cf-4dfb-a7d4-82edbf12a91a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/47db3a1f-74cf-4dfb-a7d4-82edbf12a91a.pdf","2020-09-12T00:00:00.000","Online Non-Candidate Committee Training","2020-09-13T13:27:16.153","Gail Duffala"
"706a11b9-b27c-43a3-86cd-78231c1d5d27","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/706a11b9-b27c-43a3-86cd-78231c1d5d27.pdf","2020-09-14T00:00:00.000","Online Candidate Committee Training","2020-09-14T10:27:45.093","Annie Flores"
"3d0408a7-ec03-49b7-bc01-f5b512935fe0","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/3d0408a7-ec03-49b7-bc01-f5b512935fe0.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-09-14T13:40:28.307","Joanne Scott"
"ec5d511f-ed1d-4f57-9ed0-7e26762c3c22","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/ec5d511f-ed1d-4f57-9ed0-7e26762c3c22.pdf","2020-09-14T00:00:00.000","Online Non-Candidate Committee Training","2020-09-14T14:18:16.353","Mark Gleason"
"9845a807-61b7-4229-aca9-cc7107d0f9f2","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/9845a807-61b7-4229-aca9-cc7107d0f9f2.pdf","2020-09-15T00:00:00.000","Online Candidate Committee Training","2020-09-15T15:47:07.500","Stacy Owens"
"c788c6f2-5c33-4fb6-afc1-260fd2e5ee51","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c788c6f2-5c33-4fb6-afc1-260fd2e5ee51.pdf","2020-09-15T00:00:00.000","Online Non-Candidate Committee Training","2020-09-15T15:51:38.003","Stacy Owens"
"bf6a363d-599c-45d4-973b-7bca65821a7a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/bf6a363d-599c-45d4-973b-7bca65821a7a.pdf","2020-09-16T00:00:00.000","Online Combined Training","2020-09-16T11:20:14.213","Peter Sullivan"
"b0ebb26e-8784-42cd-ba04-c35b6f284645","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b0ebb26e-8784-42cd-ba04-c35b6f284645.pdf","2020-09-17T00:00:00.000","Online Non-Candidate Committee Training","2020-09-17T08:02:43.493","Ian Lewis"
"0d5a8e07-57c4-4085-b812-a26d815da751","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/0d5a8e07-57c4-4085-b812-a26d815da751.pdf","2020-09-15T00:00:00.000","Online Non-Candidate Committee Training","2020-09-17T12:06:53.987","Janan New"
"5fe9b6e7-dde6-4fe3-a7a8-aa49d1c842ae","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/5fe9b6e7-dde6-4fe3-a7a8-aa49d1c842ae.pdf","2020-09-17T00:00:00.000","Online Non-Candidate Committee Training","2020-09-17T14:47:37.120","Geoffrey Bauman"
"8c4cfd2e-6b24-4e8a-972d-f95d893a8cc3","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/8c4cfd2e-6b24-4e8a-972d-f95d893a8cc3.pdf","2020-09-23T00:00:00.000","Online Non-Candidate Committee Training","2020-09-23T10:30:26.653","Tina Chen"
"6c2bb25b-e974-43b8-9a80-1ebf3149e5fa","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/6c2bb25b-e974-43b8-9a80-1ebf3149e5fa.pdf","2020-09-23T00:00:00.000","Online Non-Candidate Committee Training","2020-09-23T13:51:52.260","Patricia Johnson"
"d337fc14-b953-48a1-89f7-f9aa5643f914","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/d337fc14-b953-48a1-89f7-f9aa5643f914.pdf","2020-09-23T00:00:00.000","Online Non-Candidate Committee Training","2020-09-23T18:25:07.610","TIMOTHY DURNING"
"141cc834-9f07-4ccd-a21d-3df093f5a87f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/141cc834-9f07-4ccd-a21d-3df093f5a87f.pdf","2020-09-16T00:00:00.000","Online Candidate Committee Training","2020-09-24T12:16:07.327","Jason Zeng"
"7395062a-898b-470d-8ccb-6e680edd3490","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/7395062a-898b-470d-8ccb-6e680edd3490.pdf","2020-09-26T00:00:00.000","Online Candidate Committee Training","2020-09-26T14:11:10.227","Tom Temprano"
"9086b978-1302-4dc2-8bcc-28f7f8f4ed00","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/9086b978-1302-4dc2-8bcc-28f7f8f4ed00.pdf","2020-09-27T00:00:00.000","Online Non-Candidate Committee Training","2020-09-27T11:31:47.507","Alexander Cotton"
"ca5e0916-ac1b-4b56-91a7-e64a8f19b15f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/ca5e0916-ac1b-4b56-91a7-e64a8f19b15f.pdf","2020-09-28T00:00:00.000","Online Candidate Committee Training","2020-09-28T05:26:19.137","Kevine Boggess"
"8bf84b0c-e268-4716-8677-90e61279b7a3","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/8bf84b0c-e268-4716-8677-90e61279b7a3.pdf","2020-09-28T00:00:00.000","Online Candidate Committee Training","2020-09-28T13:41:59.343","Myrna Melgar"
"a7b3d178-bf1f-4299-ba13-8ece611ade3f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/a7b3d178-bf1f-4299-ba13-8ece611ade3f.pdf","2020-09-29T00:00:00.000","Online Candidate Committee Training","2020-09-29T11:24:24.373","Vallie S. Brown"
"fd699141-cf24-4323-b47d-a437a93d5afe","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/fd699141-cf24-4323-b47d-a437a93d5afe.pdf","2020-09-30T00:00:00.000","Online Candidate Committee Training","2020-09-30T11:30:15.927","Marjan Philhour"
"6fbfbf05-6acd-47e6-92f3-017b017b6643","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/6fbfbf05-6acd-47e6-92f3-017b017b6643.pdf","2020-10-01T00:00:00.000","Online Non-Candidate Committee Training","2020-10-01T14:11:24.393","Shawnda Deane"
"7f632326-214c-4938-b50f-8f9383263a90","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/7f632326-214c-4938-b50f-8f9383263a90.pdf","2020-10-01T00:00:00.000","Online Candidate Committee Training","2020-10-01T14:56:13.570","Shawnda Deane"
"0593f943-58a4-4e90-b787-3b3b2c279be9","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/0593f943-58a4-4e90-b787-3b3b2c279be9.pdf","2020-10-01T00:00:00.000","Online Candidate Committee Training","2020-10-01T21:50:47.557","Danny Sauter"
"c9ee67b2-9f44-4227-acef-cea3bc6095db","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c9ee67b2-9f44-4227-acef-cea3bc6095db.pdf","2020-10-02T00:00:00.000","Online Candidate Committee Training","2020-10-02T12:48:09.797","Joe Jaber"
"9349bb85-6ee5-43fb-9a50-207bb197d38d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/9349bb85-6ee5-43fb-9a50-207bb197d38d.pdf","2020-10-02T00:00:00.000","Online Candidate Committee Training","2020-10-02T15:24:45.987","Ahsha Safai"
"cc940736-d06d-4ba9-b0c9-235552da9dd2","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/cc940736-d06d-4ba9-b0c9-235552da9dd2.pdf","2020-10-02T00:00:00.000","Online Candidate Committee Training","2020-10-02T17:15:54.643","M Dominic Ashe"
"fedba524-23a4-4e73-b49d-d439f3bd36e4","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/fedba524-23a4-4e73-b49d-d439f3bd36e4.pdf","2020-10-04T00:00:00.000","Online Non-Candidate Committee Training","2020-10-04T16:33:27.000","Sean Titus"
"66641f4c-7e0a-4a13-9181-7283f30e6c40","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/66641f4c-7e0a-4a13-9181-7283f30e6c40.pdf","2020-10-05T00:00:00.000","Online Candidate Committee Training","2020-10-05T14:05:58.367","Lisa Le"
"b8acff62-a17c-4828-b20c-d554007d0970","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b8acff62-a17c-4828-b20c-d554007d0970.pdf","2020-10-05T00:00:00.000","Online Non-Candidate Committee Training","2020-10-05T15:50:17.010","Irene Hilton"
"7678b149-ca5a-483b-a283-243f450b1214","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/7678b149-ca5a-483b-a283-243f450b1214.pdf","2020-05-08T00:00:00.000","Online Candidate Committee Training","2020-10-05T16:28:51.550","Mark Sanchez"
"058c2638-6419-49dc-8bbd-d3e24537820c","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/058c2638-6419-49dc-8bbd-d3e24537820c.pdf","2020-10-05T00:00:00.000","Online Candidate Committee Training","2020-10-05T16:43:18.413","Han Zou"
"69e70130-7790-4b4d-ad88-3341fbd5c4a0","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/69e70130-7790-4b4d-ad88-3341fbd5c4a0.pdf","2020-10-05T00:00:00.000","Online Non-Candidate Committee Training","2020-10-05T16:53:04.810","Albany Aroyan"
"6730b8a0-4faa-4624-8b9b-eb9c610f14dc","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/6730b8a0-4faa-4624-8b9b-eb9c610f14dc.pdf","2020-10-05T00:00:00.000","Online Candidate Committee Training","2020-10-05T19:36:35.880","John Avalos"
"a586651a-68f1-4148-84c6-542013300bdc","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/a586651a-68f1-4148-84c6-542013300bdc.pdf","2020-10-05T00:00:00.000","Online Candidate Committee Training","2020-10-05T21:56:22.143","Dean Preston"
"cfb483f0-222a-432c-a338-2c59d78b4e96","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/cfb483f0-222a-432c-a338-2c59d78b4e96.pdf","2020-10-06T00:00:00.000","Online Candidate Committee Training","2020-10-07T00:27:20.097","Alida Fisher"
"32dfdd5c-f4a5-4c85-bbaf-4e47ee7f0858","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/32dfdd5c-f4a5-4c85-bbaf-4e47ee7f0858.pdf","2020-10-08T00:00:00.000","Online Candidate Committee Training","2020-10-12T18:32:40.737","Sean Makarin"
"cb3d882c-5a4e-45bb-a7df-39546f24a998","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/cb3d882c-5a4e-45bb-a7df-39546f24a998.pdf","2020-11-06T00:00:00.000","Online Candidate Committee Training","2020-11-06T16:57:34.417","Jenny Lam"
"c34762f7-639e-4176-a30c-2bd6e76cfe12","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/c34762f7-639e-4176-a30c-2bd6e76cfe12.pdf","2020-11-06T00:00:00.000","Online Non-Candidate Committee Training","2020-11-06T17:15:50.250","Patricia Mar"
"78bd66e3-71cc-4046-976c-185510ee01ed","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/78bd66e3-71cc-4046-976c-185510ee01ed.pdf","2020-10-05T00:00:00.000","Online Candidate Committee Training","2020-11-06T17:16:10.493","Andrew Alston"
"d73d88e5-9d62-4069-9fd3-9e76df159f0a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/d73d88e5-9d62-4069-9fd3-9e76df159f0a.pdf","2020-11-06T00:00:00.000","Online Candidate Committee Training","2020-11-06T17:43:26.197","Alan Wong"
"bf9915fb-77b7-4b53-a31b-13290e3539d9","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/bf9915fb-77b7-4b53-a31b-13290e3539d9.pdf","2020-10-31T00:00:00.000","Online Candidate Committee Training","2020-11-07T16:28:52.670","Michelle Parker"
"ed7a569b-98b5-48b1-881b-faf781038c4d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/ed7a569b-98b5-48b1-881b-faf781038c4d.pdf","2020-11-07T00:00:00.000","Online Candidate Committee Training","2020-11-07T19:19:40.823","Naomi Briley"
"59bc2423-d9d5-458e-b4ac-322d16ac8c27","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/59bc2423-d9d5-458e-b4ac-322d16ac8c27.pdf","2020-11-09T00:00:00.000","Online Candidate Committee Training","2020-11-09T08:02:25.747","Rezwana Chisti"
"0e042bf4-3a80-4ec3-a5d0-baafa9e46173","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/0e042bf4-3a80-4ec3-a5d0-baafa9e46173.pdf","2020-06-08T00:00:00.000","Online Candidate Committee Training","2020-11-09T09:28:35.630","Connie Chan"
"b1de967f-aaae-404b-a4d3-f2b37e455aa6","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b1de967f-aaae-404b-a4d3-f2b37e455aa6.pdf","2020-11-09T00:00:00.000","Online Candidate Committee Training","2020-11-09T14:22:06.503","Amanda Inocencio"
"89bab539-11a2-440f-9b15-f647767b0437","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/89bab539-11a2-440f-9b15-f647767b0437.pdf","2020-10-08T00:00:00.000","Online Candidate Committee Training","2020-11-09T19:28:55.477","Sean Makarin"
"14125461-7b67-4537-9330-1ed70937c34b","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/14125461-7b67-4537-9330-1ed70937c34b.pdf","2020-11-09T00:00:00.000","Online Candidate Committee Training","2020-11-10T13:28:30.447","Shanell Williams"
"763c6bb6-f193-4a59-a1ed-5a217318dd26","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/763c6bb6-f193-4a59-a1ed-5a217318dd26.pdf","2021-03-22T00:00:00.000","Online Non-Candidate Committee Training","2021-03-22T15:31:37.707","Joel Aurora"
"28aaf621-4e37-42a8-b3ac-f659c9953919","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/28aaf621-4e37-42a8-b3ac-f659c9953919.pdf","2021-06-30T00:00:00.000","Online Candidate Committee Training","2021-06-30T17:29:36.683","James Sutton"
"b18ae497-62fb-4e84-9ba9-cd19b101d146","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/b18ae497-62fb-4e84-9ba9-cd19b101d146.pdf","2021-06-30T00:00:00.000","Online Non-Candidate Committee Training","2021-06-30T17:31:43.063","James Sutton"
"8753c112-f334-443b-b12f-4b2fd068b0bf","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/8753c112-f334-443b-b12f-4b2fd068b0bf.pdf","2021-08-24T00:00:00.000","Online Non-Candidate Committee Training","2021-08-26T09:19:54.180","Nicholas Sanders"
"e61c0384-7481-4f4d-b7bf-94dbb5bdce9b","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/e61c0384-7481-4f4d-b7bf-94dbb5bdce9b.pdf","2021-09-02T00:00:00.000","Online Combined Training","2021-09-02T16:36:25.320","Matthew Alvarez"
"791dfae9-c695-44b5-aa37-50d1b5769acc","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/791dfae9-c695-44b5-aa37-50d1b5769acc.pdf","2021-10-01T00:00:00.000","Online Non-Candidate Committee Training","2021-10-02T08:33:07.813","Carin Cymanski"
"1aa00983-f2ed-4aef-a014-8b5c74059194","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/1aa00983-f2ed-4aef-a014-8b5c74059194.pdf","2021-11-12T00:00:00.000","Online Non-Candidate Committee Training","2021-11-12T11:03:26.280","Carin Cymanski"
"17eaf6b4-a515-4818-b39f-728cc4bdfc8a","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/17eaf6b4-a515-4818-b39f-728cc4bdfc8a.pdf","2022-01-14T00:00:00.000","Online Combined Training","2022-01-14T11:29:44.527","Peter Sullivan"
"94c489a8-46d3-473c-8e2a-94f487ba0406","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/94c489a8-46d3-473c-8e2a-94f487ba0406.pdf","2022-01-16T00:00:00.000","Online Candidate Committee Training","2022-01-17T14:53:57.923","Patricia Mar"
"42e0468f-a41f-4eff-91df-832a55e07441","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec107/42e0468f-a41f-4eff-91df-832a55e07441.pdf","2022-01-17T00:00:00.000","Online Candidate Committee Training","2022-01-17T22:53:49.487","Joaquin Torres"
