"year","month","airline_code","airline","total_noise_exceedances","total_operations_per_month","exceedances_per_1000_operations","noise_exceedance_quality_rating_score","noise_exceedance_rating"
"2008","April","EGF","AMERICAN AIRLINES EAGLE","1","292","3","9.98","9.98"
"2008","April","EJA","NETJETS AVIATION","2","542","4","9.98","9.98"
"2008","April","SKW","SKYWEST","45","6711","7","9.97","9.97"
"2008","April","ACA","AIR CANADA","4","398","10","9.95","9.95"
"2008","April","VRD","VIRGIN AMERICA","16","1514","11","9.95","9.95"
"2008","April","OPT","FLIGHT OPTIONS","1","80","13","9.94","9.94"
"2008","April","COA","CONTINENTAL AIR LINES","9","711","13","9.94","9.94"
"2008","April","SWA","SOUTHWEST AIRLINES","28","2071","14","9.93","9.93"
"2008","April","MEP","MIDWEST AIRLINES","1","62","16","9.92","9.92"
"2008","April","AWE","US AIRWAYS","13","789","16","9.92","9.92"
"2008","April","FFT","FRONTIER AIRLINES","5","288","17","9.91","9.91"
"2008","April","VNR","AVANTAIR","1","57","18","9.91","9.91"
"2008","April","USA","US AIRWAYS","9","377","24","9.88","9.88"
"2008","April","SCX","SUN COUNTRY","1","36","28","9.86","9.86"
"2008","April","TRS","AIRTRAN AIRWAYS","3","104","29","9.86","9.86"
"2008","April","AAL","AMERICAN AIRLINES","57","1962","29","9.86","9.86"
"2008","April","ANZ","AIR NEW ZEALAND","2","62","32","9.84","9.84"
"2008","April","JBU","JETBLUE","10","309","32","9.84","9.84"
"2008","April","ASA","ALASKA AIRLINES","41","1219","34","9.83","9.83"
"2008","April","KLM","KLM ROYAL DUTCH AIRLINES","2","59","34","9.83","9.83"
"2008","April","DAL","DELTA AIRLINES","25","728","34","9.83","9.83"
"2008","April","UAL","UNITED AIRLINES","333","8850","38","9.81","9.81"
"2008","April","NWA","NORTHWEST AIRLINES","26","638","41","9.80","9.80"
"2008","April","JAL","JAPAN AIRLINES","3","67","45","9.78","9.78"
"2008","April","DLH","LUFTHANSA","6","124","48","9.76","9.76"
"2008","April","NCA","NIPPON CARGO AIRLINES","1","20","50","9.75","9.75"
"2008","April","MXA","MEXICANA","9","140","64","9.68","9.68"
"2008","April","ABX","AIRBORNE EXPRESS","9","110","82","9.59","9.59"
"2008","April","BAW","BRITISH AIRWAYS","11","125","88","9.56","9.56"
"2008","April","HAL","HAWAIIAN AIRLINES","6","68","88","9.56","9.56"
"2008","April","CCA","AIR CHINA","6","65","92","9.54","9.54"
"2008","April","DHL","DHL","6","41","146","9.27","9.27"
"2008","April","TAI","TACA INTERNATIONAL AIRLINES","10","63","159","9.21","9.21"
"2008","April","CAB","CHESAPEAKE AIR SERVICE","1","5","200","9.01","9.01"
"2008","April","FDX","FEDERAL EXPRESS","63","141","447","7.78","7.78"
"2008","April","KAL","KOREAN AIR","43","74","581","7.11","7.11"
"2008","April","CKK","CHINA CARGO AIRLINES","16","22","727","6.39","6.39"
"2008","April","EVA","EVA AIRWAYS","87","115","757","6.24","6.24"
"2008","April","CLX","CARGOLUX","14","18","778","6.14","6.14"
"2008","April","CPA","CATHAY PACIFIC AIRWAYS","161","153","1052","4.78","4.78"
"2008","April","AAR","ASIANA AIRLINES","95","84","1131","4.38","4.38"
"2008","April","SIA","SINGAPORE AIRLINES","136","108","1259","3.75","3.75"
"2008","April","CAL","CHINA AIRLINES","130","103","1262","3.73","3.73"
"2008","April","QFA","QANTAS AIRWAYS","84","42","2000","0.07","0.07"
"2008","April","SOO","SOUTHERN AIR","20","10","2000","0.07","0.07"
"2008","April","PAL","PHILIPPINE AIRLINES","141","70","2014","0.00","-0.00"
"2009","April","EGF","AMERICAN AIRLINES EAGLE","1","282","4","9.99","9.99"
"2009","April","DLH","LUFTHANSA","1","120","8","9.97","9.97"
"2009","April","SKW","SKYWEST","63","6864","9","9.97","9.97"
"2009","April","VIR","VIRGIN ATLANTIC","1","60","17","9.94","9.94"
"2009","April","ACA","AIR CANADA","7","387","18","9.93","9.93"
"2009","April","AMF","AMERIFLIGHT","1","46","22","9.92","9.92"
"2009","April","AWE","US AIRWAYS","25","1080","23","9.91","9.91"
"2009","April","JBU","JETBLUE","7","294","24","9.91","9.91"
"2009","April","SWA","SOUTHWEST AIRLINES","60","2312","26","9.90","9.90"
"2009","April","VRD","VIRGIN AMERICA","44","1632","27","9.90","9.90"
"2009","April","ASA","ALASKA AIRLINES","27","884","31","9.89","9.89"
"2009","April","DAL","DELTA AIRLINES","27","848","32","9.88","9.88"
"2009","April","AFR","AIR FRANCE","2","60","33","9.88","9.88"
"2009","April","BAW","BRITISH AIRWAYS","4","120","33","9.88","9.88"
"2009","April","FFT","FRONTIER AIRLINES","8","236","34","9.87","9.87"
"2009","April","QXE","HORIZON AIR","6","170","35","9.87","9.87"
"2009","April","FIV","CITATIONSHARES","1","21","48","9.82","9.82"
"2009","April","COA","CONTINENTAL AIR LINES","36","726","50","9.82","9.82"
"2009","April","NWA","NORTHWEST AIRLINES","34","642","53","9.80","9.80"
"2009","April","LXJ","FLEXJET","3","56","54","9.80","9.80"
"2009","April","UAL","UNITED AIRLINES","430","7434","58","9.79","9.79"
"2009","April","MXA","MEXICANA","12","205","59","9.78","9.78"
"2009","April","AAL","AMERICAN AIRLINES","114","1862","61","9.77","9.77"
"2009","April","TRS","AIRTRAN AIRWAYS","7","91","77","9.71","9.71"
"2009","April","BJT","ACM AVIATION","1","12","83","9.69","9.69"
"2009","April","CCA","AIR CHINA","6","56","107","9.60","9.60"
"2009","April","ABX","AIRBORNE EXPRESS","19","174","109","9.60","9.60"
"2009","April","SCX","SUN COUNTRY","2","15","133","9.51","9.51"
"2009","April","TAI","TACA INTERNATIONAL AIRLINES","10","61","164","9.39","9.39"
"2009","April","FDX","FEDERAL EXPRESS","18","100","180","9.33","9.33"
"2009","April","AMX","AEROMEXICO","11","60","183","9.32","9.32"
"2009","April","SIA","SINGAPORE AIRLINES","42","120","350","8.70","8.70"
"2009","April","EVA","EVA AIRWAYS","83","102","814","6.98","6.98"
"2009","April","NCA","NIPPON CARGO AIRLINES","90","88","1023","6.21","6.21"
"2009","April","AAR","ASIANA AIRLINES","128","84","1524","4.35","4.35"
"2009","April","KAL","KOREAN AIR","159","94","1691","3.73","3.73"
"2009","April","CPA","CATHAY PACIFIC AIRWAYS","240","137","1752","3.51","3.51"
"2009","April","QFA","QANTAS AIRWAYS","90","37","2432","0.98","0.98"
"2009","April","PAL","PHILIPPINE AIRLINES","152","58","2621","0.29","0.29"
"2009","April","CAL","CHINA AIRLINES","286","106","2698","0.00","0.00"
"2010","April","SKW","SKYWEST","24","7391","3","9.99","9.99"
"2010","April","AWE","US AIRWAYS","5","716","7","9.97","9.97"
"2010","April","DLH","LUFTHANSA","1","104","10","9.96","9.96"
"2010","April","ACA","AIR CANADA","4","385","10","9.96","9.96"
"2010","April","QXE","HORIZON AIR","3","288","10","9.96","9.96"
"2010","April","TRS","AIRTRAN AIRWAYS","2","170","12","9.95","9.95"
"2010","April","FFT","FRONTIER AIRLINES","3","255","12","9.95","9.95"
"2010","April","ASA","ALASKA AIRLINES","8","604","13","9.95","9.95"
"2010","April","CCA","AIR CHINA","1","60","17","9.94","9.94"
"2010","April","ANA","ALL NIPPON AIRWAYS","1","60","17","9.94","9.94"
"2010","April","UAE","UNITED ARAB EMIRATES","1","60","17","9.94","9.94"
"2010","April","JBU","JETBLUE","11","635","17","9.93","9.93"
"2010","April","VRD","VIRGIN AMERICA","41","1977","21","9.92","9.92"
"2010","April","SWA","SOUTHWEST AIRLINES","50","2388","21","9.92","9.92"
"2010","April","COA","CONTINENTAL AIR LINES","16","721","22","9.91","9.91"
"2010","April","DAL","DELTA AIRLINES","36","1434","25","9.90","9.90"
"2010","April","UAL","UNITED AIRLINES","319","7409","43","9.83","9.83"
"2010","April","AAL","AMERICAN AIRLINES","83","1882","44","9.83","9.83"
"2010","April","HAL","HAWAIIAN AIRLINES","3","60","50","9.81","9.81"
"2010","April","MXA","MEXICANA","15","203","74","9.71","9.71"
"2010","April","ABX","AIRBORNE EXPRESS","13","127","102","9.60","9.60"
"2010","April","AMX","AEROMEXICO","7","60","117","9.55","9.55"
"2010","April","BAW","BRITISH AIRWAYS","12","100","120","9.53","9.53"
"2010","April","AFR","AIR FRANCE","7","52","135","9.48","9.48"
"2010","April","VIR","VIRGIN ATLANTIC","7","50","140","9.46","9.46"
"2010","April","TAI","TACA INTERNATIONAL AIRLINES","10","60","167","9.35","9.35"
"2010","April","NCA","NIPPON CARGO AIRLINES","12","52","231","9.10","9.10"
"2010","April","FDX","FEDERAL EXPRESS","21","88","239","9.07","9.07"
"2010","April","CKS","KALITTA AIR","1","4","250","9.03","9.03"
"2010","April","SIA","SINGAPORE AIRLINES","33","120","275","8.93","8.93"
"2010","April","EVA","EVA AIRWAYS","33","102","324","8.74","8.74"
"2010","April","HVN","VIET NAM AIRLINES","1","2","500","8.06","8.06"
"2010","April","KAL","KOREAN AIR","80","93","860","6.66","6.66"
"2010","April","AAR","ASIANA AIRLINES","68","79","861","6.66","6.66"
"2010","April","CAL","CHINA AIRLINES","114","94","1213","5.29","5.29"
"2010","April","CPA","CATHAY PACIFIC AIRWAYS","181","138","1312","4.91","4.91"
"2010","April","PAL","PHILIPPINE AIRLINES","137","61","2246","1.28","1.28"
"2010","April","QFA","QANTAS AIRWAYS","85","33","2576","0.00","0.00"
"2011","April","SKW","SKYWEST","28","8323","3","9.99","9.99"
"2011","April","EJA","NETJETS AVIATION","2","432","5","9.98","9.98"
"2011","April","ASA","ALASKA AIRLINES","8","758","11","9.96","9.96"
"2011","April","FFT","FRONTIER AIRLINES","3","210","14","9.95","9.95"
"2011","April","ANA","ALL NIPPON AIRWAYS","1","60","17","9.94","9.94"
"2011","April","UAE","UNITED ARAB EMIRATES","1","60","17","9.94","9.94"
"2011","April","ACA","AIR CANADA","8","434","18","9.94","9.94"
"2011","April","VRD","VIRGIN AMERICA","41","2177","19","9.93","9.93"
"2011","April","MES","MESABA AVIATION","1","42","24","9.92","9.92"
"2011","April","SWA","SOUTHWEST AIRLINES","62","2438","25","9.91","9.91"
"2011","April","AAL","AMERICAN AIRLINES","50","1824","27","9.91","9.91"
"2011","April","JBU","JETBLUE","14","509","28","9.90","9.90"
"2011","April","COA","CONTINENTAL AIR LINES","25","876","29","9.90","9.90"
"2011","April","AWE","US AIRWAYS","30","980","31","9.89","9.89"
"2011","April","TRS","AIRTRAN AIRWAYS","8","242","33","9.89","9.89"
"2011","April","DAL","DELTA AIRLINES","48","1372","35","9.88","9.88"
"2011","April","DLH","LUFTHANSA","5","120","42","9.86","9.86"
"2011","April","CCA","AIR CHINA","3","62","48","9.83","9.83"
"2011","April","VIR","VIRGIN ATLANTIC","3","60","50","9.83","9.83"
"2011","April","UAL","UNITED AIRLINES","366","6882","53","9.82","9.82"
"2011","April","AMX","AEROMEXICO","4","61","66","9.77","9.77"
"2011","April","TAI","TACA INTERNATIONAL AIRLINES","7","82","85","9.70","9.70"
"2011","April","HAL","HAWAIIAN AIRLINES","8","62","129","9.55","9.55"
"2011","April","FDX","FEDERAL EXPRESS","14","87","161","9.44","9.44"
"2011","April","ABX","AIRBORNE EXPRESS","22","129","171","9.41","9.41"
"2011","April","NCA","NIPPON CARGO AIRLINES","15","50","300","8.96","8.96"
"2011","April","SIA","SINGAPORE AIRLINES","53","119","445","8.46","8.46"
"2011","April","EVA","EVA AIRWAYS","92","82","1122","6.12","6.12"
"2011","April","AAR","ASIANA AIRLINES","112","95","1179","5.92","5.92"
"2011","April","PAL","PHILIPPINE AIRLINES","85","60","1417","5.10","5.10"
"2011","April","CPA","CATHAY PACIFIC AIRWAYS","221","134","1649","4.29","4.29"
"2011","April","KAL","KOREAN AIR","177","102","1735","3.99","3.99"
"2011","April","CAL","CHINA AIRLINES","168","95","1768","3.88","3.88"
"2011","April","ANZ","AIR NEW ZEALAND","111","44","2523","1.27","1.27"
"2011","April","QFA","QANTAS AIRWAYS","104","36","2889","0.00","0.00"
"2012","April","SKW","SKYWEST","34","9005","4","9.98","9.98"
"2012","April","DLH","LUFTHANSA","1","120","8","9.97","9.97"
"2012","April","FFT","FRONTIER AIRLINES","6","283","21","9.91","9.91"
"2012","April","JBU","JETBLUE","14","628","22","9.91","9.91"
"2012","April","VRD","VIRGIN AMERICA","66","2906","23","9.91","9.91"
"2012","April","BAW","BRITISH AIRWAYS","3","121","25","9.90","9.90"
"2012","April","DAL","DELTA AIRLINES","36","1412","25","9.89","9.89"
"2012","April","ASA","ALASKA AIRLINES","20","752","27","9.89","9.89"
"2012","April","SWA","SOUTHWEST AIRLINES","65","2435","27","9.89","9.89"
"2012","April","ACA","AIR CANADA","11","391","28","9.88","9.88"
"2012","April","AWE","US AIRWAYS","23","794","29","9.88","9.88"
"2012","April","AAL","AMERICAN AIRLINES","55","1855","30","9.88","9.88"
"2012","April","CCA","AIR CHINA","2","62","32","9.87","9.87"
"2012","April","AFR","AIR FRANCE","2","52","38","9.84","9.84"
"2012","April","TRS","AIRTRAN AIRWAYS","11","260","42","9.82","9.82"
"2012","April","UAL","UNITED AIRLINES","476","8841","54","9.78","9.78"
"2012","April","AMX","AEROMEXICO","4","60","67","9.72","9.72"
"2012","April","KLM","KLM ROYAL DUTCH AIRLINES","4","60","67","9.72","9.72"
"2012","April","TAI","TACA INTERNATIONAL AIRLINES","6","86","70","9.71","9.71"
"2012","April","HAL","HAWAIIAN AIRLINES","12","63","190","9.21","9.21"
"2012","April","ABX","AIRBORNE EXPRESS","18","83","217","9.10","9.10"
"2012","April","FDX","FEDERAL EXPRESS","10","41","244","8.99","8.99"
"2012","April","NCA","NIPPON CARGO AIRLINES","14","50","280","8.84","8.84"
"2012","April","SIA","SINGAPORE AIRLINES","53","120","442","8.16","8.16"
"2012","April","EVA","EVA AIRWAYS","52","93","559","7.68","7.68"
"2012","April","AAR","ASIANA AIRLINES","51","77","662","7.25","7.25"
"2012","April","KAL","KOREAN AIR","115","118","975","5.95","5.95"
"2012","April","CLX","CARGOLUX","2","2","1000","5.85","5.85"
"2012","April","CAL","CHINA AIRLINES","173","104","1663","3.09","3.09"
"2012","April","CPA","CATHAY PACIFIC AIRWAYS","224","128","1750","2.73","2.73"
"2012","April","WOA","WORLD AIRWAYS","72","34","2118","1.20","1.20"
"2012","April","ANZ","AIR NEW ZEALAND","93","41","2268","0.58","0.58"
"2012","April","PAL","PHILIPPINE AIRLINES","142","59","2407","0.00","0.00"
"2013","April","SKW","SKYWEST","95","8859","11","9.96","9.96"
"2013","April","CCA","CHINA AIRLINES","1","60","17","9.95","9.95"
"2013","April","DLH","LUFTHANSA","2","116","17","9.94","9.94"
"2013","April","BAW","BRITISH AIRWAYS","3","120","25","9.92","9.92"
"2013","April","FFT","FRONTIER AIRLINES","6","222","27","9.91","9.91"
"2013","April","VRD","VIRGIN AMERICA","76","2769","27","9.91","9.91"
"2013","April","AWE","US AIRWAYS","23","837","27","9.91","9.91"
"2013","April","ACA","AIR CANADA","11","398","28","9.91","9.91"
"2013","April","ASA","ALASKA AIRLINES","26","803","32","9.89","9.89"
"2013","April","AAL","AMERICAN AIRLINES","59","1751","34","9.89","9.89"
"2013","April","SCX","SUN COUNTRY","2","59","34","9.89","9.89"
"2013","April","SWA","SOUTHWEST AIRLINES","90","2460","37","9.88","9.88"
"2013","April","DAL","DELTA AIRLINES","50","1336","37","9.88","9.88"
"2013","April","JBU","JETBLUE","28","645","43","9.86","9.86"
"2013","April","UAL","UNITED AIRLINES","521","8912","58","9.81","9.81"
"2013","April","TAI","TACA INTERNATIONAL AIRLINES","11","83","133","9.57","9.57"
"2013","April","AMX","AEROMEXICO","14","65","215","9.29","9.29"
"2013","April","GTI","ATLAS AIR","12","50","240","9.21","9.21"
"2013","April","AAY","ALLEGIANT AIR","1","4","250","9.18","9.18"
"2013","April","HAL","HAWAIIAN AIRLINES","17","60","283","9.07","9.07"
"2013","April","FDX","FEDERAL EXPRESS","13","45","289","9.05","9.05"
"2013","April","ABX","AIRBORNE EXPRESS","15","44","341","8.88","8.88"
"2013","April","NCA","NIPPON CARGO AIRLINES","19","50","380","8.75","8.75"
"2013","April","CPA","CATHAY PACIFIC AIRWAYS","51","122","418","8.63","8.63"
"2013","April","EVA","EVA AIRWAYS","53","102","520","8.30","8.30"
"2013","April","SIA","SINGAPORE AIRLINES","69","120","575","8.11","8.11"
"2013","April","KAL","KOREAN AIR","67","112","598","8.04","8.04"
"2013","April","AAR","ASIANA AIRLINES","80","86","930","6.95","6.95"
"2013","April","ANZ","AIR NEW ZEALAND","71","60","1183","6.12","6.12"
"2013","April","CAL","CHINA AIRLINES","200","100","2000","3.44","3.44"
"2013","April","PAL","PHILIPPINE AIRLINES","163","60","2717","1.09","1.09"
"2013","April","SOO","SOUTHERN AIR","61","20","3050","0.00","0.00"
"2014","April","SKW","SKYWEST","20","7729","3","9.99","9.99"
"2014","April","CPZ","COMPASS AIRLINES","16","1259","13","9.95","9.95"
"2014","April","AAL","AMERICAN AIRLINES","24","1731","14","9.95","9.95"
"2014","April","HAL","HAWAIIAN AIRLINES","1","66","15","9.94","9.94"
"2014","April","VRD","VIRGIN AMERICA","44","2904","15","9.94","9.94"
"2014","April","FFT","FRONTIER AIRLINES","4","230","17","9.94","9.94"
"2014","April","ASA","ALASKA AIRLINES","16","913","18","9.94","9.94"
"2014","April","DAL","DELTA AIRLINES","24","1323","18","9.93","9.93"
"2014","April","AWE","US AIRWAYS","21","907","23","9.92","9.92"
"2014","April","SWA","SOUTHWEST AIRLINES","61","2408","25","9.91","9.91"
"2014","April","ACA","AIR CANADA","14","459","31","9.89","9.89"
"2014","April","JBU","JETBLUE","22","705","31","9.89","9.89"
"2014","April","UAL","UNITED AIRLINES","331","9906","33","9.88","9.88"
"2014","April","AMX","AEROMEXICO AIRLINES","12","201","60","9.78","9.78"
"2014","April","BAW","BRITISH AIRWAYS","9","120","75","9.73","9.73"
"2014","April","TRS","AIRTRAN AIRWAYS","6","60","100","9.64","9.64"
"2014","April","TAI","TACA INTERNATIONAL AIRLINES","11","85","129","9.53","9.53"
"2014","April","ABX","AIRBORNE EXPRESS","13","88","148","9.46","9.46"
"2014","April","FDX","FEDERAL EXPRESS","12","73","164","9.40","9.40"
"2014","April","EVA","EVA AIRWAYS","42","122","344","8.75","8.75"
"2014","April","ANZ","AIR NEW ZEALAND","23","60","383","8.61","8.61"
"2014","April","NCA","NIPPON CARGO AIRLINES","20","51","392","8.57","8.57"
"2014","April","CPA","CATHAY PACIFIC AIRWAYS","57","120","475","8.27","8.27"
"2014","April","SIA","SINGAPORE AIRLINES","57","120","475","8.27","8.27"
"2014","April","KAL","KOREAN AIR","72","120","600","7.82","7.82"
"2014","April","AAR","ASIANA AIRLINES","98","112","875","6.82","6.82"
"2014","April","CAL","CHINA AIRLINES","167","112","1491","4.58","4.58"
"2014","April","PAL","PHILIPPINE AIRLINES","165","60","2750","0.00","0.00"
"2015","April","SKW","SKYWEST","19","6667","3","9.99","9.99"
"2015","April","BAW","BRITISH AIRWAYS","1","120","8","9.98","9.98"
"2015","April","ACA","AIR CANADA","4","409","10","9.97","9.97"
"2015","April","VRD","VIRGIN AMERICA","28","2771","10","9.97","9.97"
"2015","April","CPZ","COMPASS AIRLINES","14","1180","12","9.97","9.97"
"2015","April","FFT","FRONTIER AIRLINES","4","291","14","9.96","9.96"
"2015","April","ANA","ALL NIPPON AIRWAYS","1","62","16","9.96","9.96"
"2015","April","ETD","ETIHAD AIRWAYS","1","60","17","9.95","9.95"
"2015","April","KLM","ROYAL DUTCH AIRLINES","1","60","17","9.95","9.95"
"2015","April","ASA","ALASKA AIRLINES","27","1077","25","9.93","9.93"
"2015","April","JBU","JETBLUE","22","836","26","9.93","9.93"
"2015","April","SWA","SOUTHWEST AIRLINES","69","2496","28","9.92","9.92"
"2015","April","AMX","AEROMEXICO","5","167","30","9.92","9.92"
"2015","April","VIR","VIRGIN ATLANTIC","3","97","31","9.92","9.92"
"2015","April","CES","CHINA EASTERN","2","60","33","9.91","9.91"
"2015","April","AWE","US AIRWAYS","7","195","36","9.90","9.90"
"2015","April","ASH","MESA AVIATION SERVICES","4","108","37","9.90","9.90"
"2015","April","DAL","DELTA AIRLINES","54","1448","37","9.90","9.90"
"2015","April","UAL","UNITED AIRLINES","348","9149","38","9.90","9.90"
"2015","April","AAL","AMERICAN AIRLINES","108","2355","46","9.87","9.87"
"2015","April","SWR","SWISS INTERNATIONAL AIRLINES","4","60","67","9.82","9.82"
"2015","April","ABX","AIRBORNE EXPRESS","5","44","114","9.69","9.69"
"2015","April","TAI","TACA INTERNATIONAL AIRLINES","13","86","151","9.59","9.59"
"2015","April","FDX","FEDERAL EXPRESS","19","91","209","9.43","9.43"
"2015","April","NCA","NIPPON CARGO AIRLINES","12","52","231","9.37","9.37"
"2015","April","SIA","SINGAPORE AIRLINES","30","118","254","9.30","9.30"
"2015","April","HAL","HAWAIIAN AIRLINES","32","120","267","9.27","9.27"
"2015","April","GTI","ATLAS AIR","14","44","318","9.13","9.13"
"2015","April","EVA","EVA AIRWAYS","47","137","343","9.06","9.06"
"2015","April","ANZ","AIR NEW ZEALAND","25","60","417","8.86","8.86"
