"eas_baseid","address","address_number","address_number_suffix","street_name","street_type","zip_code","cnn","longitude","latitude","point","supdist","supervisor","supdistpad","numbertext","supname","nhood",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"425522","667 FELL ST","667",,"FELL","ST","94102","5445000","-122.42877445","37.77492605","POINT (-122.42877 37.774925)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Western Addition","22","4","11","9"
"366977","1234 MARIPOSA ST","1234",,"MARIPOSA","ST","94107","8719000","-122.39644265","37.7640927","POINT (-122.39645 37.76409)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Potrero Hill","54","1","9","26"
"417229","2265 CAYUGA AVE","2265",,"CAYUGA","AVE","94112","3852000","-122.455359","37.70925042","POINT (-122.45536 37.70925)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Outer Mission","66","9","1","28"
"325375","2350 NORIEGA ST","2350",,"NORIEGA","ST","94122","9664000","-122.48881954","37.75412757","POINT (-122.48882 37.754128)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Golden Gate Park","39","10","7","35"
"356575","180 OCEAN AVE","180",,"OCEAN","AVE","94112","9810201","-122.44046165","37.72356857","POINT (-122.44046 37.723568)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Outer Mission","94","9","1","28"
"368699","672 WISCONSIN ST","672",,"WISCONSIN","ST","94107","13695000","-122.39939729","37.758817","POINT (-122.3994 37.758816)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Mission","54","2","9","26"
"301647","176 16TH AVE","176",,"16TH","AVE","94118","670000","-122.47507996","37.78482068","POINT (-122.47508 37.78482)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Outer Richmond","2","8","4","29"
"282296","3743 FILLMORE ST","3743",,"FILLMORE","ST","94123","5571101","-122.4375856","37.80511815","POINT (-122.437584 37.80512)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Marina","17","4","6","13"
"306980","471 15TH AVE","471",,"15TH","AVE","94118","609000","-122.47445038","37.77915211","POINT (-122.47445 37.779152)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Richmond","5","8","4","29"
"409196","242 MIRAMAR AVE","242",,"MIRAMAR","AVE","94112","9072000","-122.45786948","37.72285027","POINT (-122.45787 37.72285)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","64","10","8","24"
"296007","2049 GOLDEN GATE AVE","2049",,"GOLDEN GATE","AVE","94115","6279000","-122.4443116","37.77781771","POINT (-122.44431 37.777817)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Western Addition","97","7","11","18"
"296954","716 MASONIC AVE","716",,"MASONIC","AVE","94117","8850000","-122.44588406","37.77458313","POINT (-122.445885 37.774582)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Golden Gate Park","24","7","11","18"
"362491","544 CAPP ST","544",,"CAPP","ST","94110","3677000","-122.41820538","37.75792074","POINT (-122.418205 37.75792)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","53","3","2","20"
"466355","4444 FULTON ST","4444",,"FULTON","ST","94121","5927000","-122.47965535","37.77293654","POINT (-122.47965 37.772938)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Golden Gate Park","8","8","4","29"
"357229","755 DARIEN WAY","755",,"DARIEN","WAY","94127","4592000","-122.46379783","37.73039517","POINT (-122.4638 37.730396)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Oceanview/Merced/Ingleside","68","10","8","41"
"488871","120 15TH AVE","120",,"15TH","AVE","94118","605000","-122.47408457","37.78582871","POINT (-122.47408 37.785828)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Outer Richmond","2","8","4","29"
"445688","1624 FILBERT ST","1624",,"FILBERT","ST","94123","5516000","-122.42636163","37.79944066","POINT (-122.42636 37.799442)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Russian Hill","15","4","6","13"
"334717","2246 CECILIA AVE","2246",,"CECILIA","AVE","94116","3853000","-122.47180319","37.74605034","POINT (-122.4718 37.74605)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Inner Sunset","44","10","8","41"
"455389","3085 TURK BLVD","3085",,"TURK","BLVD","94118","12751000","-122.45648497","37.77721217","POINT (-122.45648 37.777214)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Inner Richmond","12","8","4","18"
"417288","50 REGENT ST","50",,"REGENT","ST","94112","10960000","-122.45628656","37.70979101","POINT (-122.45628 37.70979)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Oceanview/Merced/Ingleside","66","9","1","28"
"294617","828 ANZA ST","828",,"ANZA","ST","94118","2313000","-122.45558223","37.78023869","POINT (-122.45558 37.78024)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","12","7","4","18"
"457477","540 19TH AVE","540",,"19TH","AVE","94121","906000","-122.47778071","37.77770983","POINT (-122.47778 37.77771)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Golden Gate Park","5","8","4","29"
"456540","17 BIRD ST","17",,"BIRD","ST","94110","2973000","-122.42266607","37.76210047","POINT (-122.42267 37.7621)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","37","3","5","20"
"345685","3731 MARKET ST","3731",,"MARKET","ST","94131","8776104","-122.44169988","37.75417033","POINT (-122.441696 37.75417)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Twin Peaks","51","3","5","38"
"381468","136 ANDERSON ST","136",,"ANDERSON","ST","94110","2268000","-122.41529972","37.74109041","POINT (-122.4153 37.74109)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Mission","83","9","2","2"
"488394","542 MARKET ST","542",,"MARKET","ST","94104","8742202","-122.40077568","37.79005215","POINT (-122.40077 37.79005)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Chinatown","108","6","3","8"
"285492","2201 VAN NESS AVE","2201",,"VAN NESS","AVE","94123","13164101","-122.42390539","37.79591937","POINT (-122.423904 37.795918)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Russian Hill","102","4","6","30"
"362741","705 SHOTWELL ST","705",,"SHOTWELL","ST","94110","11839000","-122.41537068","37.75702846","POINT (-122.41537 37.757027)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Potrero Hill","53","3","2","20"
"458109","235 05TH ST","235",,"05TH","ST","94103","296000","-122.40410231","37.78168091","POINT (-122.4041 37.78168)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","South of Market","32","1","10","34"
"401923","450 CLIPPER ST","450",,"CLIPPER","ST","94114","4215000","-122.43498237","37.74907246","POINT (-122.43498 37.749073)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Glen Park","84","3","5","22"
"365135","637 NATOMA ST","637",,"NATOMA","ST","94103","9514000","-122.41068895","37.77769822","POINT (-122.41069 37.7777)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","South of Market","32","1","10","34"
"294526","1338 BAKER ST","1338",,"BAKER","ST","94115","2616000","-122.44264306","37.78353456","POINT (-122.44264 37.783535)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","103","8","6","15"
"456524","353 SUTTER ST","353",,"SUTTER","ST","94108","12321000","-122.40608233","37.78931402","POINT (-122.40608 37.789314)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Nob Hill","19","6","3","8"
"289011","445 WEBSTER ST","445",,"WEBSTER","ST","94117","13527000","-122.42959552","37.77478165","POINT (-122.429596 37.77478)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Haight Ashbury","26","4","11","9"
"297992","148 CENTRAL AVE","148",,"CENTRAL","AVE","94117","3861000","-122.44342582","37.77087727","POINT (-122.44343 37.770878)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Haight Ashbury","112","7","11","3"
"436966","2607 ANZA ST","2607",,"ANZA","ST","94121","2335000","-122.4763001","37.77839656","POINT (-122.4763 37.778397)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Richmond","5","8","4","29"
"360372","630 VALENCIA ST","630",,"VALENCIA","ST","94110","13062000","-122.4219043","37.7630139","POINT (-122.421906 37.763016)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","37","3","5","20"
"333785","2214 36TH AVE","2214",,"36TH","AVE","94116","1812000","-122.49388182","37.74564183","POINT (-122.49388 37.745644)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Lakeshore","40","10","7","35"
"404661","52 WHITNEY ST","52",,"WHITNEY","ST","94131","13608000","-122.42805572","37.74070738","POINT (-122.428055 37.740707)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Noe Valley","59","9","5","10"
"360988","3851 18TH ST","3851",,"18TH","ST","94114","888000","-122.4294649","37.76097806","POINT (-122.42947 37.76098)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Mission","52","3","5","5"
"460838","364 10TH AVE","364",,"10TH","AVE","94118","464000","-122.46829138","37.78159502","POINT (-122.46829 37.781593)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Outer Richmond","5","8","4","11"
"308050","526 12TH AVE","526",,"12TH","AVE","94118","524000","-122.47019972","37.77826704","POINT (-122.4702 37.778267)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Outer Richmond","5","8","4","11"
"394839","531 LONDON ST","531",,"LONDON","ST","94112","8474000","-122.43651887","37.72057234","POINT (-122.436516 37.720573)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Outer Mission","90","9","1","7"
"361923","3828 21ST ST","3828",,"21ST","ST","94114","1123000","-122.43308509","37.75642618","POINT (-122.43308 37.756428)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Noe Valley","115","3","5","5"
"304623","437 26TH AVE","437",,"26TH","AVE","94121","1472000","-122.48624461","37.7812641","POINT (-122.486244 37.781265)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Seacliff","8","8","4","29"
"322139","1526 41ST AVE","1526",,"41ST","AVE","94122","1913000","-122.50006868","37.75825019","POINT (-122.50007 37.75825)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","39","10","7","35"
"462971","1025 17TH ST","1025",,"17TH","ST","94107","772000","-122.39433889","37.765002","POINT (-122.39434 37.765003)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Potrero Hill","54","1","9","26"
"342474","316 CASTRO ST","316",,"CASTRO","ST","94114","3788000","-122.43560672","37.76381937","POINT (-122.43561 37.76382)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Haight Ashbury","113","7","5","5"
"297522","1177 OAK ST","1177",,"OAK","ST","94117","9761000","-122.43860916","37.7727359","POINT (-122.43861 37.772736)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Hayes Valley","112","7","11","3"
"373927","973 KEY AVE","973",,"KEY","AVE","94124","7818000","-122.39555233","37.71835427","POINT (-122.39555 37.718353)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Visitacion Valley","88","2","9","1"
"441039","4052 BALBOA ST","4052",,"BALBOA","ST","94121","2686000","-122.50241952","37.7756772","POINT (-122.50242 37.775677)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","8","8","4","29"
"325956","1779 17TH AVE","1779",,"17TH","AVE","94122","762000","-122.47469234","37.75474132","POINT (-122.47469 37.75474)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","44","10","8","14"
"357348","144 PINEHURST WAY","144",,"PINEHURST","WAY","94127","10495000","-122.46412946","37.72894029","POINT (-122.46413 37.72894)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Oceanview/Merced/Ingleside","68","10","8","41"
"398447","142 CORDOVA ST","142",,"CORDOVA","ST","94112","4398000","-122.43589486","37.71162727","POINT (-122.4359 37.711628)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Excelsior","58","9","1","7"
"422383","30 ADAIR ST","30",,"ADAIR","ST","94103","2090000","-122.41807025","37.7658719","POINT (-122.41807 37.765873)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","South of Market","53","3","2","20"
"417749","178 FLOURNOY ST","178",,"FLOURNOY","ST","94112","5634000","-122.46116216","37.70843343","POINT (-122.46116 37.708435)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Outer Mission","66","10","1","28"
"287173","1802 SCOTT ST","1802",,"SCOTT","ST","94115","11701000","-122.43821435","37.78659928","POINT (-122.43822 37.7866)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Japantown","103","4","11","30"
"366614","760 02ND ST","760",,"02ND","ST","94107","148000","-122.39021385","37.77984313","POINT (-122.39021 37.779842)","SUPERVISORIAL DISTRICT 6","6","06","SIX","Matt Dorsey","Financial District/South Beach","31","1","10","4"
"475513","27 HOWTH ST","27",,"HOWTH","ST","94112","7060000","-122.44897987","37.72232209","POINT (-122.44898 37.72232)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","81","9","8","24"
"503723","756 35TH AVE","756",,"35TH","AVE","94121","1767000","-122.49476902","37.77478144","POINT (-122.49477 37.77478)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","8","8","4","29"
"376146","229 BRIDGEVIEW DR","229",,"BRIDGEVIEW","DR","94124","3123000","-122.39718079","37.73436616","POINT (-122.39718 37.734367)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Portola","87","2","9","1"
"314102","870 48TH AVE","870",,"48TH","AVE","94121","2065000","-122.50853583","37.77202124","POINT (-122.50854 37.772022)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Outer Richmond","8","8","4","29"
"469378","163 RIPLEY ST","163",,"RIPLEY","ST","94110","11036000","-122.41151395","37.74447724","POINT (-122.411514 37.744476)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Mission","83","9","2","2"
"323673","1618 26TH AVE","1618",,"26TH","AVE","94122","1481000","-122.4838764","37.75724017","POINT (-122.48388 37.75724)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Sunset","39","10","7","35"
"490684","1821 TURK ST","1821",,"TURK","ST","94115","12734000","-122.43948311","37.77938835","POINT (-122.43948 37.77939)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Lone Mountain/USF","97","7","11","39"
"418461","2645 OCEAN AVE","2645",,"OCEAN","AVE","94132","9848000","-122.47418828","37.7316537","POINT (-122.47419 37.731655)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","62","10","8","41"
"310674","2831 BALBOA ST","2831",,"BALBOA","ST","94121","2674000","-122.48925666","37.77583555","POINT (-122.48926 37.775837)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","8","8","4","29"
"437112","2420 FULTON ST","2420",,"FULTON","ST","94118","5906000","-122.45682554","37.77477118","POINT (-122.456825 37.774773)","SUPERVISORIAL DISTRICT 1","1","01","ONE","Connie Chan","Golden Gate Park","12","8","4","18"
"342512","4064 17TH ST","4064",,"17TH","ST","94114","812000","-122.43666177","37.76274073","POINT (-122.43666 37.76274)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Twin Peaks","113","7","5","5"
"294608","72 STANYAN BLVD","72",,"STANYAN","BLVD","94118","12076000","-122.45576019","37.78041405","POINT (-122.45576 37.780415)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","12","7","4","18"
"476365","1501 GREENWICH ST","1501",,"GREENWICH","ST","94123","6511000","-122.42468033","37.80006435","POINT (-122.42468 37.800064)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Russian Hill","15","4","6","13"
"321353","1566 24TH AVE","1566",,"24TH","AVE","94122","1301000","-122.48180467","37.75836983","POINT (-122.481804 37.75837)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Inner Sunset","39","10","7","35"
"418297","3090 21ST AVE","3090",,"21ST","AVE","94132","1095000","-122.4765759","37.73125758","POINT (-122.47658 37.73126)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Sunset/Parkside","62","10","8","35"
"409021","33 DE MONTFORT AVE","33",,"DE MONTFORT","AVE","94112","4656000","-122.45878517","37.72343327","POINT (-122.458786 37.723434)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","64","10","8","24"
"347872","990 BURNETT AVE","990",,"BURNETT","AVE","94131","3392000","-122.44515857","37.74732211","POINT (-122.44516 37.747322)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Twin Peaks","48","7","5","38"
"328424","1948 GREAT HWY","1948",,"GREAT","HWY","94116","8515000","-122.50782312","37.75004931","POINT (-122.50782 37.75005)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","39","10","7","35"
"461212","1602 YORK ST","1602",,"YORK","ST","94110","13777000","-122.40702281","37.7473866","POINT (-122.40702 37.747387)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Mission","60","9","2","2"
"333133","8 GATEVIEW CT","8",,"GATEVIEW","CT","94116","6029000","-122.4665605","37.74851227","POINT (-122.46656 37.748512)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Inner Sunset","44","10","8","41"
"276952","439 GREENWICH ST","439",,"GREENWICH","ST","94133","6490000","-122.40701146","37.8023779","POINT (-122.40701 37.80238)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","Financial District/South Beach","18","6","3","23"
"390539","566 YALE ST","566",,"YALE","ST","94134","13744000","-122.41586692","37.7221815","POINT (-122.41587 37.722183)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","McLaren Park","92","2","2","19"
"292635","1913 BAKER ST","1913",,"BAKER","ST","94115","2622000","-122.44434293","37.78907826","POINT (-122.44434 37.789078)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Presidio Heights","102","8","6","30"
"436347","1392 ALABAMA ST","1392",,"ALABAMA","ST","94110","2119000","-122.41095196","37.74966689","POINT (-122.41095 37.74967)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Bernal Heights","53","3","2","20"
"439044","25 DUKES CT","25",,"DUKES","CT","94124","4996101","-122.38692983","37.73704586","POINT (-122.38693 37.737045)","SUPERVISORIAL DISTRICT 10","10","10","TEN","Shamann Walton","Bayview Hunters Point","86","2","9","1"
"445815","56 MOSS ST","56",,"MOSS","ST","94103","9406000","-122.40813298","37.77761174","POINT (-122.408134 37.77761)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","South of Market","32","1","10","34"
"408055","1209 ALEMANY BLVD","1209",,"ALEMANY","BLVD","94112","2160101","-122.431165","37.73032924","POINT (-122.43117 37.730328)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Outer Mission","94","9","1","28"
"436318","2025 15TH ST","2025",,"15TH","ST","94114","661000","-122.42930523","37.76587476","POINT (-122.429306 37.765873)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Mission","37","3","5","5"
"423256","1724 HAYES ST","1724",,"HAYES","ST","94117","6829000","-122.44485094","37.77431467","POINT (-122.444855 37.774315)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Golden Gate Park","24","7","11","18"
"340708","2674 18TH AVE","2674",,"18TH","AVE","94116","848000","-122.47394039","37.73800379","POINT (-122.47394 37.738003)","SUPERVISORIAL DISTRICT 4","4","04","FOUR","Gordon Mar","Sunset/Parkside","46","10","8","41"
"443552","174 GRAYSTONE TER","174",,"GRAYSTONE","TER","94114","6428000","-122.44568415","37.75701315","POINT (-122.44569 37.75701)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Twin Peaks","47","7","5","5"
"435812","1308 WILLARD ST","1308",,"WILLARD","ST","94117","13642000","-122.45418799","37.76502507","POINT (-122.454185 37.765026)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Inner Sunset","110","7","11","14"
"281600","545 LEAVENWORTH ST","545",,"LEAVENWORTH","ST","94109","8243000","-122.4149555","37.78611075","POINT (-122.414955 37.78611)","SUPERVISORIAL DISTRICT 5","5","05","FIVE","Dean Preston","Nob Hill","20","5","10","36"
"381463","102 ANDERSON ST","102",,"ANDERSON","ST","94110","2268000","-122.41527197","37.741433","POINT (-122.415276 37.741432)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Mission","83","9","2","2"
"403874","1531 SANCHEZ ST","1531",,"SANCHEZ","ST","94131","11537000","-122.42867035","37.74464779","POINT (-122.42867 37.744648)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Noe Valley","84","9","5","22"
"275976","50 FRANCISCO ST","50",,"FRANCISCO","ST","94133","5754000","-122.40592454","37.80609109","POINT (-122.40592 37.80609)","SUPERVISORIAL DISTRICT 3","3","03","THREE","Aaron Peskin","North Beach","99","6","3","23"
"407850","40 SANTA ROSA AVE","40",,"SANTA ROSA","AVE","94112","11589000","-122.43462884","37.72639369","POINT (-122.43463 37.726395)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Outer Mission","94","9","1","28"
"284534","3034 STEINER ST","3034",,"STEINER","ST","94123","12150000","-122.43692708","37.79741895","POINT (-122.43693 37.79742)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Pacific Heights","15","4","6","13"
"463058","524 DUNCAN ST","524",,"DUNCAN","ST","94131","5004000","-122.43197975","37.74605821","POINT (-122.43198 37.74606)","SUPERVISORIAL DISTRICT 9","9","09","NINE","Hillary Ronen","Noe Valley","84","9","5","22"
"459737","4220 25TH ST","4220",,"25TH","ST","94114","1455000","-122.4345157","37.74990515","POINT (-122.43452 37.749905)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Castro/Upper Market","84","3","5","22"
"462373","1800 WASHINGTON ST","1800",,"WASHINGTON","ST","94109","13433000","-122.42342772","37.7934317","POINT (-122.42343 37.79343)","SUPERVISORIAL DISTRICT 2","2","02","TWO","Catherine Stefani","Russian Hill","102","4","6","30"
"401718","4248 25TH ST","4248",,"25TH","ST","94114","1455000","-122.43505889","37.74987235","POINT (-122.43506 37.749874)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","84","3","5","22"
"361450","2389 MISSION ST","2389",,"MISSION","ST","94110","9121000","-122.41877454","37.75894407","POINT (-122.41878 37.758945)","SUPERVISORIAL DISTRICT 8","8","08","EIGHT","Rafael Mandelman","Castro/Upper Market","53","3","2","20"
"484812","145 LAKE MERCED HILL ST SOUTH","145",,"LAKE MERCED HILL","ST","94132","19853000","-122.48357785","37.70831477","POINT (-122.48358 37.708313)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Lakeshore","43","10",,
"415051","166 VERNON ST","166",,"VERNON","ST","94132","13230000","-122.46773336","37.71551106","POINT (-122.467735 37.71551)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","Lakeshore","65","10","1","24"
"337373","2438 29TH AVE","2438",,"29TH","AVE","94116","1626000","-122.4860274","37.7418302","POINT (-122.48603 37.74183)","SUPERVISORIAL DISTRICT 7","7","07","SEVEN","Myrna Melgar","West of Twin Peaks","40","10","7","35"
"405974","565 CHENERY ST","565",,"CHENERY","ST","94131","3923000","-122.43112657","37.73467716","POINT (-122.43113 37.734676)","SUPERVISORIAL DISTRICT 11","11","11","ELEVEN","Ahsha Safai","Outer Mission","96","9","5","10"
