"area_type","globalid","pm_district_id","pm_district_name","sde_id","shape"
"-",,"11.0","Port of SF","37","MULTIPOLYGON (((-122.40378 37.809994, -122.39644 37.804962, -122.39227 37.797646, -122.38328 37.79099, -122.38018 37.78056, -122.37885 37.77745, -122.377556 37.772644, -122.377335 37.766445, -122.38663 37.7636, -122.38787 37.763527, -122.38796 37.76447, -122.38807 37.76551, -122.38807 37.765522, -122.38819 37.766808, -122.388565 37.770657, -122.388565 37.77066, -122.38857 37.77077, -122.3886 37.771103, -122.38862 37.771194, -122.38862 37.7712, -122.38869 37.77197, -122.3887 37.77206, -122.3887 37.772068, -122.3887 37.772068, -122.3887 37.772068, -122.3888 37.77213, -122.38984 37.7728, -122.38984 37.772804, -122.38984 37.772823, -122.38984 37.772827, -122.389854 37.772984, -122.389854 37.772984, -122.390175 37.77637, -122.39004 37.77646, -122.39004 37.776463, -122.39044 37.777054, -122.391174 37.77763, -122.391556 37.777927, -122.39162 37.777977, -122.39162 37.777977, -122.39148 37.77809, -122.38961 37.779617, -122.38962 37.779617, -122.38982 37.77987, -122.38985 37.779903, -122.38985 37.779903, -122.3897 37.780018, -122.38966 37.780052, -122.38903 37.780556, -122.38904 37.78056, -122.38959 37.781216, -122.38971 37.78136, -122.38974 37.781395, -122.38974 37.7814, -122.38852 37.78241, -122.38852 37.78241, -122.39004 37.783623, -122.39004 37.783623, -122.388275 37.78502, -122.38828 37.785023, -122.38983 37.786224, -122.38983 37.786224, -122.38811 37.78763, -122.388115 37.787632, -122.38913 37.788437, -122.38912 37.788437, -122.389084 37.788467, -122.38896 37.78857, -122.38895 37.78858, -122.38891 37.788555, -122.38843 37.788937, -122.38843 37.78894, -122.388695 37.78949, -122.39011 37.790615, -122.39026 37.790737, -122.39038 37.790833, -122.39038 37.790833, -122.391655 37.791847, -122.3918 37.791958, -122.39184 37.791992, -122.39184 37.791992, -122.3918 37.792023, -122.39168 37.792114, -122.39127 37.792427, -122.39127 37.792427, -122.39274 37.793736, -122.393 37.79396, -122.393486 37.794247, -122.39384 37.79445, -122.3943 37.79478, -122.3946 37.795097, -122.39465 37.79519, -122.39491 37.795578, -122.395164 37.795963, -122.3953 37.79618, -122.39558 37.796413, -122.39564 37.796463, -122.39575 37.79653, -122.39593 37.796642, -122.39601 37.79669, -122.39678 37.796566, -122.39678 37.796577, -122.39695 37.797398, -122.39669 37.797775, -122.39669 37.79778, -122.39766 37.798866, -122.39877 37.798756, -122.3988 37.7989, -122.39881 37.79894, -122.39899 37.799713, -122.399445 37.799652, -122.39931 37.79893, -122.39931 37.798927, -122.39976 37.798874, -122.399925 37.799603, -122.40013 37.79958, -122.400345 37.800526, -122.40037 37.800648, -122.40054 37.80145, -122.40056 37.8015, -122.40073 37.80226, -122.40154 37.803192, -122.40187 37.803146, -122.40203 37.803127, -122.40208 37.80312, -122.402084 37.803165, -122.402115 37.80328, -122.402275 37.804012, -122.40323 37.803905, -122.40339 37.803886, -122.40344 37.80388, -122.40344 37.803883, -122.40344 37.803883, -122.40363 37.80485, -122.405266 37.804665, -122.40544 37.80557, -122.40703 37.80537, -122.407196 37.806152, -122.407425 37.807217, -122.408966 37.80704, -122.40897 37.80708, -122.409004 37.807213, -122.409004 37.807213, -122.40918 37.807976, -122.40986 37.80811, -122.41246 37.80777, -122.41262 37.808506, -122.41406 37.808327, -122.4142 37.808308, -122.4157 37.80812, -122.41584 37.8081, -122.41734 37.807915, -122.41748 37.807896, -122.419 37.807705, -122.41913 37.80769, -122.41913 37.80769, -122.42065 37.8075, -122.42069 37.80749, -122.42077 37.807484, -122.42084 37.80753, -122.420845 37.807533, -122.420975 37.807518, -122.420975 37.807518, -122.42142 37.807472, -122.42143 37.807564, -122.421524 37.808044, -122.42194 37.80841, -122.423096 37.810364, -122.42035 37.81163, -122.41818 37.81176, -122.411255 37.811825, -122.40492 37.81074, -122.40378 37.809994)))"
"-",,"43.0","Potrero Hill","29","MULTIPOLYGON (((-122.39249 37.763794, -122.391495 37.752464, -122.4024 37.75176, -122.403076 37.75241, -122.403625 37.75677, -122.40597 37.758835, -122.40638 37.75882, -122.4066 37.760468, -122.40646 37.761326, -122.40571 37.76225, -122.405525 37.763226, -122.40547 37.76453, -122.40547 37.764534, -122.3932 37.76519, -122.39249 37.763794)))"
"-",,"50.0","Presidio","28","MULTIPOLYGON (((-122.48632 37.79098, -122.47812 37.811485, -122.476265 37.81164, -122.4501 37.80748, -122.44932 37.80472, -122.44993 37.80254, -122.448044 37.800797, -122.447426 37.79802, -122.44635 37.791557, -122.44931 37.791336, -122.468285 37.7876, -122.46846 37.787174, -122.48148 37.78722, -122.48632 37.79098)))"
"-",,"46.0","Russian Hill","16","MULTIPOLYGON (((-122.42411 37.806404, -122.423874 37.805164, -122.418625 37.805824, -122.411415 37.800808, -122.41076 37.79744, -122.410706 37.797176, -122.40977 37.792316, -122.41093 37.792164, -122.41076 37.7916, -122.4093 37.79179, -122.40895 37.79035, -122.41535 37.78957, -122.41535 37.78957, -122.4157 37.791336, -122.41892 37.790913, -122.4208 37.800056, -122.42401 37.799656, -122.424774 37.799557, -122.42569 37.804325, -122.426056 37.806248, -122.42411 37.806404)))"
"-",,"37.0","SFSU","9","MULTIPOLYGON (((-122.485985 37.723957, -122.48483 37.727272, -122.48699 37.72947, -122.48678 37.730503, -122.478 37.73053, -122.47171 37.729847, -122.47153 37.72711, -122.47141 37.712036, -122.485825 37.713913, -122.48549 37.721306, -122.485985 37.723957)))"
"-",,"33.0","San Bruno","43","MULTIPOLYGON (((-122.40705 37.73215, -122.40361 37.733166, -122.40097 37.726418, -122.40422 37.725567, -122.40705 37.73215)), ((-122.407135 37.732124, -122.40707 37.732185, -122.40705 37.73215, -122.407135 37.732124)))"
"-",,"42.0","Showplace Square","21","MULTIPOLYGON (((-122.40164 37.771664, -122.40015 37.77047, -122.39982 37.770805, -122.39367 37.765835, -122.3932 37.76519, -122.40547 37.76453, -122.407265 37.76443, -122.407684 37.76923, -122.40949 37.770416, -122.404686 37.774105, -122.40166 37.77168, -122.40164 37.771664)))"
"Pilot",,"2.0","South Embarcadero","33","MULTIPOLYGON (((-122.38843 37.78894, -122.388916 37.78856, -122.38895 37.788586, -122.38896 37.788574, -122.38909 37.78847, -122.38913 37.78844, -122.38912 37.788437, -122.388115 37.787632, -122.388115 37.787632, -122.38984 37.78623, -122.38983 37.786224, -122.388275 37.785023, -122.38828 37.785023, -122.39004 37.783627, -122.39004 37.783623, -122.38852 37.782413, -122.38852 37.78241, -122.38974 37.7814, -122.38974 37.7814, -122.38971 37.78136, -122.38959 37.781216, -122.38904 37.78056, -122.38904 37.78056, -122.38967 37.780056, -122.389824 37.779934, -122.389854 37.779907, -122.38985 37.779903, -122.38982 37.779865, -122.38961 37.77962, -122.38962 37.779617, -122.39148 37.77809, -122.39162 37.777977, -122.39162 37.777977, -122.391556 37.77793, -122.391174 37.77763, -122.39044 37.777058, -122.39004 37.776463, -122.39004 37.776463, -122.390175 37.776375, -122.389854 37.772984, -122.389854 37.772984, -122.38984 37.772827, -122.38984 37.772823, -122.38984 37.772804, -122.38984 37.772804, -122.388794 37.77213, -122.3887 37.772068, -122.3887 37.772068, -122.38869 37.77197, -122.38862 37.7712, -122.38862 37.771194, -122.38861 37.771103, -122.38857 37.77077, -122.388565 37.77066, -122.388565 37.770657, -122.38819 37.766808, -122.38807 37.765522, -122.38807 37.76551, -122.38796 37.76447, -122.38793 37.76409, -122.39249 37.763794, -122.3932 37.76519, -122.39367 37.765835, -122.39982 37.770805, -122.39983 37.771442, -122.39861 37.77285, -122.39657 37.77454, -122.39657 37.77454, -122.39726 37.77511, -122.39726 37.77511, -122.39747 37.775272, -122.39806 37.775757, -122.39806 37.775757, -122.398186 37.775856, -122.39883 37.776375, -122.39897 37.7765, -122.40341 37.78011, -122.4035 37.78018, -122.403496 37.780197, -122.403275 37.78062, -122.40138 37.78208, -122.40122 37.782204, -122.399124 37.783825, -122.39897 37.783943, -122.39801 37.784687, -122.39801 37.784687, -122.39798 37.78467, -122.39798 37.78467, -122.39781 37.784805, -122.39787 37.78486, -122.39693 37.785618, -122.39687 37.785664, -122.3968 37.785725, -122.394806 37.787323, -122.394806 37.787323, -122.39462 37.787315, -122.39445 37.787457, -122.39444 37.787506, -122.39378 37.78802, -122.39362 37.788143, -122.39296 37.788666, -122.39278 37.788734, -122.3927 37.788883, -122.39201 37.789413, -122.391884 37.789513, -122.39115 37.790077, -122.39105 37.790108, -122.39103 37.790154, -122.39038 37.790833, -122.39038 37.790833, -122.39026 37.790737, -122.39011 37.790615, -122.388695 37.789494, -122.38843 37.78894, -122.38843 37.78894)))"
"-",,"26.0","Taraval","15","MULTIPOLYGON (((-122.48106 37.74208, -122.48662 37.74194, -122.486786 37.74331, -122.47901 37.743637, -122.478874 37.743645, -122.47794 37.743683, -122.477806 37.743687, -122.47688 37.743725, -122.47672 37.743732, -122.47473 37.743816, -122.474594 37.743824, -122.46975 37.744026, -122.46961 37.74237, -122.47448 37.74225, -122.474625 37.742245, -122.47661 37.742195, -122.47677 37.74219, -122.4777 37.74217, -122.47784 37.742165, -122.47877 37.74214, -122.478905 37.742138, -122.48092 37.742085, -122.48106 37.74208)))"
"-",,"45.0","Telegraph Hill","23","MULTIPOLYGON (((-122.407196 37.806152, -122.40703 37.80537, -122.40544 37.80557, -122.405266 37.804665, -122.40363 37.80485, -122.40344 37.803883, -122.40344 37.803883, -122.40344 37.80388, -122.40285 37.800316, -122.40285 37.800316, -122.402824 37.800217, -122.402824 37.800213, -122.40257 37.798725, -122.40678 37.798153, -122.407555 37.80184, -122.410805 37.80146, -122.411 37.802406, -122.41243 37.80224, -122.414696 37.803665, -122.41499 37.805233, -122.413635 37.805298, -122.413605 37.805305, -122.413475 37.805325, -122.41161 37.805622, -122.407196 37.806152)))"
"-",,"13.0","Tenderloin","25","MULTIPOLYGON (((-122.41175 37.781143, -122.414734 37.778713, -122.415146 37.780674, -122.41518 37.780796, -122.415344 37.7816, -122.415375 37.781734, -122.41556 37.782608, -122.415565 37.78266, -122.41573 37.783455, -122.41629 37.786163, -122.41638 37.786335, -122.41638 37.78634, -122.416374 37.78647, -122.416374 37.786472, -122.416374 37.786472, -122.416725 37.78826, -122.41513 37.78846, -122.41514 37.788467, -122.41535 37.78957, -122.41535 37.78957, -122.40895 37.790348, -122.40895 37.790348, -122.40892 37.7902, -122.4089 37.790066, -122.40874 37.78926, -122.408714 37.789143, -122.408554 37.78833, -122.40853 37.788216, -122.40837 37.787388, -122.40835 37.78728, -122.40819 37.78645, -122.408165 37.786346, -122.408005 37.78553, -122.40798 37.78541, -122.40778 37.78442, -122.408264 37.783974, -122.408264 37.783974, -122.408264 37.78397, -122.41175 37.781143)))"
"-",,"27.0","Twin Peaks","12","MULTIPOLYGON (((-122.45531 37.74394, -122.451675 37.74636, -122.45051 37.745274, -122.45423 37.743134, -122.45531 37.74394)))"
"-",,"52.0","USF","46","MULTIPOLYGON (((-122.43905 37.77573, -122.438866 37.774902, -122.43884 37.7748, -122.438675 37.774044, -122.44084 37.773754, -122.45395 37.772182, -122.45453 37.774826, -122.45863 37.774372, -122.45899 37.779034, -122.45893 37.779037, -122.45847 37.779057, -122.456505 37.779392, -122.45611 37.779613, -122.45512 37.77995, -122.446884 37.781017, -122.44387 37.78166, -122.44185 37.78184, -122.440414 37.78202, -122.43953 37.77787, -122.439285 37.776775, -122.439255 37.776646, -122.43907 37.775833, -122.43905 37.77573)))"
"Control",,"8.0","Union","38","MULTIPOLYGON (((-122.42401 37.799656, -122.42365 37.79754, -122.423645 37.797512, -122.42392 37.797478, -122.42478 37.797363, -122.43715 37.795753, -122.43744 37.79767, -122.43583 37.797867, -122.43566 37.798016, -122.43544 37.797916, -122.43407 37.798084, -122.43392 37.7981, -122.433815 37.798115, -122.43242 37.798286, -122.43228 37.7983, -122.43212 37.798325, -122.432175 37.79861, -122.424774 37.799557, -122.42401 37.799656)))"
"-",,"16.0","Upper Market","13","MULTIPOLYGON (((-122.42239 37.77319, -122.42237 37.773067, -122.42232 37.773075, -122.42215 37.773098, -122.42194 37.773125, -122.42176 37.77315, -122.42186 37.773075, -122.422 37.772972, -122.422066 37.772926, -122.42242 37.772522, -122.42201 37.7682, -122.42201 37.7682, -122.422005 37.76809, -122.42187 37.766632, -122.422104 37.766617, -122.42214 37.766617, -122.42439 37.76648, -122.42791 37.766285, -122.43341 37.76254, -122.43311 37.75885, -122.43739 37.758606, -122.437706 37.761673, -122.42549 37.77102, -122.42589 37.773586, -122.42252 37.773983, -122.42239 37.77319)))"
"-",,"38.0","Visitation Valley","27","MULTIPOLYGON (((-122.40743 37.713478, -122.40275 37.711765, -122.403694 37.710114, -122.40834 37.71131, -122.40751 37.71353, -122.40743 37.713478)))"
"Control",,"10.0","West Portal","39","MULTIPOLYGON (((-122.465416 37.741478, -122.465836 37.741005, -122.46518 37.740723, -122.46514 37.7407, -122.46514 37.7407, -122.46486 37.74054, -122.465096 37.739613, -122.46624 37.738853, -122.47069 37.734894, -122.472595 37.734894, -122.47126 37.736916, -122.46966 37.738663, -122.468216 37.741604, -122.46692 37.741543, -122.46634 37.74127, -122.46595 37.741745, -122.465706 37.74162, -122.4656 37.741566, -122.465416 37.741478)))"
"-",,"14.0","Western SoMa","53","MULTIPOLYGON (((-122.39657 37.774536, -122.39861 37.772846, -122.39983 37.771442, -122.39982 37.770805, -122.40015 37.77047, -122.40164 37.771664, -122.40166 37.77168, -122.404686 37.774105, -122.40949 37.770416, -122.407684 37.76923, -122.407265 37.76443, -122.411995 37.764034, -122.41376 37.763702, -122.41716 37.76341, -122.417496 37.766895, -122.417496 37.766895, -122.42187 37.76663, -122.42187 37.766632, -122.422005 37.76809, -122.42201 37.7682, -122.42201 37.7682, -122.42242 37.77252, -122.422066 37.772926, -122.422 37.772972, -122.42186 37.773075, -122.42176 37.773148, -122.414696 37.778748, -122.41175 37.781143, -122.408264 37.783974, -122.408264 37.783974, -122.406654 37.782673, -122.406525 37.78257, -122.40521 37.781506, -122.40507 37.781498, -122.404915 37.781376, -122.404915 37.781376, -122.40491 37.78126, -122.40491 37.781258, -122.40357 37.78023, -122.4035 37.780178, -122.40341 37.780106, -122.39898 37.776497, -122.39883 37.776375, -122.398186 37.775856, -122.39806 37.775757, -122.39806 37.775757, -122.39747 37.775272, -122.39727 37.77511, -122.39727 37.77511, -122.39657 37.77454, -122.39657 37.774536)))"
